"pli0093_h","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2017","(Fach-)Abitur","Hessen","94","0.328975123234831","0.282582298138343","0.375367948331318"
"Seltener","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","73","0.276318437281865","0.225202878592615","0.327433995971115"
"Seltener","2017","(Fach-)Abitur","Baden-Wuerttemberg","130","","",""
"Seltener","2017","(Fach-)Abitur","Bayern","138","","",""
"Seltener","2017","(Fach-)Abitur","Saarland","","","",""
"Seltener","2017","(Fach-)Abitur","Berlin","44","0.310899089400817","0.243280987529447","0.378517191272187"
"Seltener","2017","(Fach-)Abitur","Brandenburg","35","0.232560849294097","0.165619778755992","0.299501919832202"
"Seltener","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","16","","",""
"Seltener","2017","(Fach-)Abitur","Sachsen","49","0.283811203501594","0.216434090737853","0.351188316265335"
"Seltener","2017","(Fach-)Abitur","Sachsen-Anhalt","20","","",""
"Seltener","2017","(Fach-)Abitur","Thueringen","28","","",""
"Seltener","2017","AkademikerIn","Schleswig-Holstein","59","0.187631575791006","0.139138704722368","0.236124446859644"
"Seltener","2017","AkademikerIn","Hamburg","45","0.310232612742058","0.24410783581074","0.376357389673375"
"Seltener","2017","AkademikerIn","Niedersachsen","175","","",""
"Seltener","2017","AkademikerIn","Bremen","17","","",""
"Seltener","2017","AkademikerIn","Nordrhein-Westfalen","367","0.293788473470828","0.269954083949729","0.317622862991927"
"Seltener","2017","AkademikerIn","Hessen","142","","",""
"Seltener","2017","AkademikerIn","Rheinland-Pfalz,Saarland","107","","",""
"Seltener","2017","AkademikerIn","Baden-Wuerttemberg","317","0.324533080446274","0.294697530241169","0.354368630651379"
"Seltener","2017","AkademikerIn","Bayern","321","0.30252929249534","0.27537140736524","0.32968717762544"
"Seltener","2017","AkademikerIn","Saarland","","","",""
"Seltener","2017","AkademikerIn","Berlin","125","","",""
"Seltener","2017","AkademikerIn","Brandenburg","72","0.301297176377188","0.245310844009024","0.357283508745352"
"Seltener","2017","AkademikerIn","Mecklenburg-Vorpommern","50","0.265685669680366","0.193792247482011","0.33757909187872"
"Seltener","2017","AkademikerIn","Sachsen","141","","",""
"Seltener","2017","AkademikerIn","Sachsen-Anhalt","73","0.288869687553168","0.230295030514805","0.34744434459153"
"Seltener","2017","AkademikerIn","Thueringen","65","0.253481659843476","0.198787813493216","0.308175506193735"
"Nie","2017","(noch) kein Abschluss","Schleswig-Holstein","98","0.838119823718044","0.775044086670155","0.901195560765933"
"Nie","2017","(noch) kein Abschluss","Hamburg","32","0.856120224914764","0.745970595314811","0.966269854514717"
"Nie","2017","(noch) kein Abschluss","Niedersachsen","220","","",""
"Nie","2017","(noch) kein Abschluss","Bremen","18","","",""
"Nie","2017","(noch) kein Abschluss","Nordrhein-Westfalen","444","0.691233268300272","0.654236631483655","0.728229905116888"
"Nie","2017","(noch) kein Abschluss","Hessen","156","","",""
"Nie","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","83","0.501684233017087","0.416709499561646","0.586658966472528"
"Nie","2017","(noch) kein Abschluss","Baden-Wuerttemberg","156","","",""
"Nie","2017","(noch) kein Abschluss","Bayern","193","","",""
"Nie","2017","(noch) kein Abschluss","Saarland","","","",""
"Nie","2017","(noch) kein Abschluss","Berlin","30","0.375786846378248","0.25114285733701","0.500430835419487"
"Nie","2017","(noch) kein Abschluss","Brandenburg","49","0.526056866803705","0.417317939051145","0.634795794556266"
"Nie","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","27","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen","64","0.441024019477478","0.343219665572059","0.538828373382897"
"Nie","2017","(noch) kein Abschluss","Sachsen-Anhalt","50","0.702245955047649","0.58933104978713","0.815160860308168"
"Nie","2017","(noch) kein Abschluss","Thueringen","28","","",""
"Nie","2017","Hauptschule","Schleswig-Holstein","203","","",""
"Nie","2017","Hauptschule","Hamburg","82","0.770505431463903","0.69156329059401","0.849447572333797"
"Nie","2017","Hauptschule","Niedersachsen","545","0.656030404125277","0.623868030443501","0.688192777807053"
"Nie","2017","Hauptschule","Bremen","38","0.69315231046321","0.570146117453071","0.816158503473348"
"Nie","2017","Hauptschule","Nordrhein-Westfalen","1220","","",""
"Nie","2017","Hauptschule","Hessen","370","0.720036039494027","0.681145739605865","0.75892633938219"
"Nie","2017","Hauptschule","Rheinland-Pfalz,Saarland","446","0.683004029741934","0.647558815965077","0.71844924351879"
"Nie","2017","Hauptschule","Baden-Wuerttemberg","553","0.60193885508047","0.570411054089333","0.633466656071606"
"Nie","2017","Hauptschule","Bayern","962","0.638916886155635","0.614462894374977","0.663370877936293"
"Nie","2017","Hauptschule","Saarland","","","",""
"Nie","2017","Hauptschule","Berlin","124","","",""
"Nie","2017","Hauptschule","Brandenburg","201","","",""
"Nie","2017","Hauptschule","Mecklenburg-Vorpommern","82","0.753734180244887","0.673585241557785","0.833883118931989"
"Nie","2017","Hauptschule","Sachsen","220","","",""
"Nie","2017","Hauptschule","Sachsen-Anhalt","197","","",""
"Nie","2017","Hauptschule","Thueringen","182","","",""
"Nie","2017","Realschule","Schleswig-Holstein","130","","",""
"Nie","2017","Realschule","Hamburg","39","0.515849816520226","0.405648638769855","0.626050994270596"
"Nie","2017","Realschule","Niedersachsen","424","0.545635915526693","0.51037552010525","0.580896310948136"
"Nie","2017","Realschule","Bremen","25","","",""
"Nie","2017","Realschule","Nordrhein-Westfalen","617","0.556927783442341","0.52775739606121","0.586098170823472"
"Nie","2017","Realschule","Hessen","203","","",""
"Nie","2017","Realschule","Rheinland-Pfalz,Saarland","160","","",""
"Nie","2017","Realschule","Baden-Wuerttemberg","314","0.489745098937504","0.452418611615312","0.527071586259697"
"Nie","2017","Realschule","Bayern","426","0.459754914373433","0.428294229209177","0.491215599537689"
"Nie","2017","Realschule","Saarland","","","",""
"Nie","2017","Realschule","Berlin","136","","",""
"Nie","2017","Realschule","Brandenburg","252","","",""
"Nie","2017","Realschule","Mecklenburg-Vorpommern","139","","",""
"Nie","2017","Realschule","Sachsen","388","0.517842910908814","0.480800196864664","0.554885624952964"
"Nie","2017","Realschule","Sachsen-Anhalt","247","","",""
"Nie","2017","Realschule","Thueringen","252","","",""
"Nie","2017","(Fach-)Abitur","Schleswig-Holstein","93","0.390998657269746","0.321245170036529","0.460752144502963"
"Nie","2017","(Fach-)Abitur","Hamburg","38","0.41389347032735","0.310987796136884","0.516799144517815"
"Nie","2017","(Fach-)Abitur","Niedersachsen","250","","",""
"Nie","2017","(Fach-)Abitur","Bremen","28","","",""
"Nie","2017","(Fach-)Abitur","Nordrhein-Westfalen","727","0.537854098815445","0.510907310624733","0.564800887006157"
"Nie","2017","(Fach-)Abitur","Hessen","220","","",""
"Nie","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","153","","",""
"Nie","2017","(Fach-)Abitur","Baden-Wuerttemberg","249","","",""
"Nie","2017","(Fach-)Abitur","Bayern","304","0.411715878076718","0.373194067438816","0.450237688714621"
"Nie","2017","(Fach-)Abitur","Saarland","","","",""
"Nie","2017","(Fach-)Abitur","Berlin","77","0.32504654647702","0.256620487328878","0.393472605625163"
"Nie","2017","(Fach-)Abitur","Brandenburg","86","0.607414977070673","0.530037959299778","0.684791994841568"
"Nie","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","32","0.446553173059034","0.322808421795353","0.570297924322715"
"Nie","2017","(Fach-)Abitur","Sachsen","67","0.364855036634661","0.292913374128053","0.436796699141269"
"Nie","2017","(Fach-)Abitur","Sachsen-Anhalt","63","0.591432261470358","0.500394070247883","0.682470452692834"
"Nie","2017","(Fach-)Abitur","Thueringen","66","0.612653443623231","0.524383581285117","0.700923305961346"
"Nie","2017","AkademikerIn","Schleswig-Holstein","121","","",""
"Nie","2017","AkademikerIn","Hamburg","83","0.41114121550342","0.340806416092398","0.481476014914442"
"Nie","2017","AkademikerIn","Niedersachsen","277","","",""
"Nie","2017","AkademikerIn","Bremen","17","","",""
"Nie","2017","AkademikerIn","Nordrhein-Westfalen","672","0.426656271221324","0.400776176856209","0.452536365586438"
"Nie","2017","AkademikerIn","Hessen","253","","",""
"Nie","2017","AkademikerIn","Rheinland-Pfalz,Saarland","130","","",""
"Nie","2017","AkademikerIn","Baden-Wuerttemberg","354","0.351910263120755","0.321477873097429","0.382342653144081"
"Nie","2017","AkademikerIn","Bayern","411","0.347198166334716","0.319051391490379","0.375344941179053"
"Nie","2017","AkademikerIn","Saarland","","","",""
"Nie","2017","AkademikerIn","Berlin","158","","",""
"Nie","2017","AkademikerIn","Brandenburg","127","","",""
"Nie","2017","AkademikerIn","Mecklenburg-Vorpommern","51","0.346928893075585","0.269453362300214","0.424404423850957"
"Nie","2017","AkademikerIn","Sachsen","163","","",""
"Nie","2017","AkademikerIn","Sachsen-Anhalt","99","0.466315916780929","0.401844618181413","0.530787215380445"
"Nie","2017","AkademikerIn","Thueringen","100","","",""
"Taeglich","2018","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Taeglich","2018","(noch) kein Abschluss","Hamburg","1","","",""
"Taeglich","2018","(noch) kein Abschluss","Niedersachsen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Bremen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Nordrhein-Westfalen","2","","",""
"Taeglich","2018","(noch) kein Abschluss","Hessen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","1","","",""
"Taeglich","2018","(noch) kein Abschluss","Baden-Wuerttemberg","4","0.0276470426598009","-0.000537612520530098","0.0558316978401319"
"Taeglich","2018","(noch) kein Abschluss","Bayern","2","","",""
"Taeglich","2018","(noch) kein Abschluss","Saarland","","","",""
"Taeglich","2018","(noch) kein Abschluss","Berlin","","","",""
"Taeglich","2018","(noch) kein Abschluss","Brandenburg","1","","",""
"Taeglich","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Taeglich","2018","(noch) kein Abschluss","Sachsen","","","",""
"Taeglich","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Taeglich","2018","(noch) kein Abschluss","Thueringen","2","","",""
"Taeglich","2018","Hauptschule","Schleswig-Holstein","1","","",""
"Taeglich","2018","Hauptschule","Hamburg","1","","",""
"Taeglich","2018","Hauptschule","Niedersachsen","","","",""
"Taeglich","2018","Hauptschule","Bremen","","","",""
"Taeglich","2018","Hauptschule","Nordrhein-Westfalen","3","","",""
"Taeglich","2018","Hauptschule","Hessen","","","",""
"Taeglich","2018","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2018","Hauptschule","Baden-Wuerttemberg","3","","",""
"Taeglich","2018","Hauptschule","Bayern","2","","",""
"Taeglich","2018","Hauptschule","Saarland","","","",""
"Taeglich","2018","Hauptschule","Berlin","","","",""
"Taeglich","2018","Hauptschule","Brandenburg","","","",""
"Taeglich","2018","Hauptschule","Mecklenburg-Vorpommern","1","","",""
"Taeglich","2018","Hauptschule","Sachsen","1","","",""
"Taeglich","2018","Hauptschule","Sachsen-Anhalt","1","","",""
"Taeglich","2018","Hauptschule","Thueringen","5","0.209454154892659","0.03111729586863","0.387791013916689"
"Taeglich","2018","Realschule","Schleswig-Holstein","","","",""
"Taeglich","2018","Realschule","Hamburg","","","",""
"Taeglich","2018","Realschule","Niedersachsen","1","","",""
"Taeglich","2018","Realschule","Bremen","","","",""
"Taeglich","2018","Realschule","Nordrhein-Westfalen","","","",""
"Taeglich","2018","Realschule","Hessen","","","",""
"Taeglich","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2018","Realschule","Baden-Wuerttemberg","","","",""
"Taeglich","2018","Realschule","Bayern","","","",""
"Taeglich","2018","Realschule","Saarland","","","",""
"Taeglich","2018","Realschule","Berlin","","","",""
"Taeglich","2018","Realschule","Brandenburg","","","",""
"Taeglich","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Taeglich","2018","Realschule","Sachsen","","","",""
"Taeglich","2018","Realschule","Sachsen-Anhalt","","","",""
"Taeglich","2018","Realschule","Thueringen","","","",""
"Taeglich","2018","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Taeglich","2018","(Fach-)Abitur","Hamburg","","","",""
"Taeglich","2018","(Fach-)Abitur","Niedersachsen","2","","",""
"Taeglich","2018","(Fach-)Abitur","Bremen","","","",""
"Taeglich","2018","(Fach-)Abitur","Nordrhein-Westfalen","4","0.0417411372356116","0.00653966646143141","0.0769426080097917"
"Taeglich","2018","(Fach-)Abitur","Hessen","","","",""
"Taeglich","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","1","","",""
"Taeglich","2018","(Fach-)Abitur","Baden-Wuerttemberg","2","","",""
"Taeglich","2018","(Fach-)Abitur","Bayern","","","",""
"Taeglich","2018","(Fach-)Abitur","Saarland","","","",""
"Taeglich","2018","(Fach-)Abitur","Berlin","","","",""
"Taeglich","2018","(Fach-)Abitur","Brandenburg","","","",""
"Taeglich","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Taeglich","2018","(Fach-)Abitur","Sachsen","","","",""
"Taeglich","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Taeglich","2018","(Fach-)Abitur","Thueringen","1","","",""
"Taeglich","2018","AkademikerIn","Schleswig-Holstein","","","",""
"Taeglich","2018","AkademikerIn","Hamburg","","","",""
"Taeglich","2018","AkademikerIn","Niedersachsen","1","","",""
"Taeglich","2018","AkademikerIn","Bremen","","","",""
"Taeglich","2018","AkademikerIn","Nordrhein-Westfalen","","","",""
"Taeglich","2018","AkademikerIn","Hessen","1","","",""
"Taeglich","2018","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Taeglich","2018","AkademikerIn","Baden-Wuerttemberg","2","","",""
"Taeglich","2018","AkademikerIn","Bayern","1","","",""
"Taeglich","2018","AkademikerIn","Saarland","","","",""
"Taeglich","2018","AkademikerIn","Berlin","1","","",""
"Taeglich","2018","AkademikerIn","Brandenburg","","","",""
"Taeglich","2018","AkademikerIn","Mecklenburg-Vorpommern","1","","",""
"Taeglich","2018","AkademikerIn","Sachsen","","","",""
"Taeglich","2018","AkademikerIn","Sachsen-Anhalt","","","",""
"Taeglich","2018","AkademikerIn","Thueringen","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Niedersachsen","5","0.0432501826681778","0.0123982039960294","0.0741021613403262"
"Min 1x pro Woche","2018","(noch) kein Abschluss","Bremen","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Nordrhein-Westfalen","18","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Hessen","3","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.108905748803609","0.0313633075081156","0.186448190099102"
"Min 1x pro Woche","2018","(noch) kein Abschluss","Baden-Wuerttemberg","10","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Bayern","4","0.0798218973471605","0.0296297183547919","0.130014076339529"
"Min 1x pro Woche","2018","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Berlin","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Brandenburg","3","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Sachsen","2","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2018","(noch) kein Abschluss","Thueringen","7","0.214735018391702","0.0598441690517457","0.369625867731659"
"Min 1x pro Woche","2018","Hauptschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2018","Hauptschule","Hamburg","4","0.418070322460214","0.196285811093274","0.639854833827153"
"Min 1x pro Woche","2018","Hauptschule","Niedersachsen","","","",""
"Min 1x pro Woche","2018","Hauptschule","Bremen","","","",""
"Min 1x pro Woche","2018","Hauptschule","Nordrhein-Westfalen","6","0.0223622430977443","-0.00295748912337769","0.0476819753188662"
"Min 1x pro Woche","2018","Hauptschule","Hessen","3","","",""
"Min 1x pro Woche","2018","Hauptschule","Rheinland-Pfalz,Saarland","4","0.0472731496814185","-0.0147327918100333","0.10927909117287"
"Min 1x pro Woche","2018","Hauptschule","Baden-Wuerttemberg","5","0.039066430976184","-0.00164693561686001","0.079779797569228"
"Min 1x pro Woche","2018","Hauptschule","Bayern","1","","",""
"Min 1x pro Woche","2018","Hauptschule","Saarland","","","",""
"Min 1x pro Woche","2018","Hauptschule","Berlin","1","","",""
"Min 1x pro Woche","2018","Hauptschule","Brandenburg","2","","",""
"Min 1x pro Woche","2018","Hauptschule","Mecklenburg-Vorpommern","2","","",""
"Min 1x pro Woche","2018","Hauptschule","Sachsen","1","","",""
"Min 1x pro Woche","2018","Hauptschule","Sachsen-Anhalt","1","","",""
"Min 1x pro Woche","2018","Hauptschule","Thueringen","5","0.30346123847639","0.101969450425434","0.504953026527347"
"Min 1x pro Woche","2018","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Woche","2018","Realschule","Hamburg","","","",""
"Min 1x pro Woche","2018","Realschule","Niedersachsen","","","",""
"Min 1x pro Woche","2018","Realschule","Bremen","","","",""
"Min 1x pro Woche","2018","Realschule","Nordrhein-Westfalen","","","",""
"Min 1x pro Woche","2018","Realschule","Hessen","","","",""
"Min 1x pro Woche","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Woche","2018","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Woche","2018","Realschule","Bayern","","","",""
"Min 1x pro Woche","2018","Realschule","Saarland","","","",""
"Min 1x pro Woche","2018","Realschule","Berlin","","","",""
"Min 1x pro Woche","2018","Realschule","Brandenburg","","","",""
"Min 1x pro Woche","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Woche","2018","Realschule","Sachsen","","","",""
"Min 1x pro Woche","2018","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Woche","2018","Realschule","Thueringen","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Schleswig-Holstein","1","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Niedersachsen","1","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Bremen","2","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Nordrhein-Westfalen","4","0.082493558832465","0.0340705435564797","0.13091657410845"
"Min 1x pro Woche","2018","(Fach-)Abitur","Hessen","5","0.0324354296189332","-0.00820295786236753","0.0730738171002338"
"Min 1x pro Woche","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","4","0.144625668276348","0.040700066250421","0.248551270302275"
"Min 1x pro Woche","2018","(Fach-)Abitur","Baden-Wuerttemberg","3","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Bayern","6","0.149473119254959","0.0614283849760875","0.23751785353383"
"Min 1x pro Woche","2018","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Berlin","","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Brandenburg","2","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Sachsen","1","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","Thueringen","","","",""
"Min 1x pro Woche","2018","AkademikerIn","Schleswig-Holstein","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Hamburg","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Niedersachsen","2","","",""
"Min 1x pro Woche","2018","AkademikerIn","Bremen","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Nordrhein-Westfalen","8","0.0818640884792842","0.040283554912551","0.123444622046017"
"Min 1x pro Woche","2018","AkademikerIn","Hessen","2","","",""
"Min 1x pro Woche","2018","AkademikerIn","Rheinland-Pfalz,Saarland","2","","",""
"Min 1x pro Woche","2018","AkademikerIn","Baden-Wuerttemberg","3","","",""
"Min 1x pro Woche","2018","AkademikerIn","Bayern","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Saarland","","","",""
"Min 1x pro Woche","2018","AkademikerIn","Berlin","5","0.195798975136826","0.0513758925786072","0.340222057695045"
"Min 1x pro Woche","2018","AkademikerIn","Brandenburg","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Mecklenburg-Vorpommern","2","","",""
"Min 1x pro Woche","2018","AkademikerIn","Sachsen","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Sachsen-Anhalt","1","","",""
"Min 1x pro Woche","2018","AkademikerIn","Thueringen","3","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Schleswig-Holstein","6","0.156576240137203","0.0622361017707998","0.250916378503605"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Hamburg","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Niedersachsen","6","0.0194621120479135","-0.0014894800085711","0.0404137041043982"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Bremen","3","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Nordrhein-Westfalen","17","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Hessen","8","0.0512321865209382","0.0153469752782111","0.0871173977636652"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","4","0.0925648907200403","0.0204237206645407","0.16470606077554"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Baden-Wuerttemberg","14","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Bayern","5","0.023677190125292","-0.00448074982189938","0.0518351300724835"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Saarland","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Berlin","4","0.168878918064651","0.0410553343701495","0.296702501759152"
"Min 1x pro Monat","2018","(noch) kein Abschluss","Brandenburg","2","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Sachsen","3","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2018","(noch) kein Abschluss","Thueringen","4","0.10358088575488","-0.0113565684054656","0.218518339915226"
"Min 1x pro Monat","2018","Hauptschule","Schleswig-Holstein","1","","",""
"Min 1x pro Monat","2018","Hauptschule","Hamburg","1","","",""
"Min 1x pro Monat","2018","Hauptschule","Niedersachsen","5","0.0759000019546139","0.0226442321687954","0.129155771740432"
"Min 1x pro Monat","2018","Hauptschule","Bremen","","","",""
"Min 1x pro Monat","2018","Hauptschule","Nordrhein-Westfalen","5","0.0132363832634054","-0.0063341957183728","0.0328069622451836"
"Min 1x pro Monat","2018","Hauptschule","Hessen","2","","",""
"Min 1x pro Monat","2018","Hauptschule","Rheinland-Pfalz,Saarland","1","","",""
"Min 1x pro Monat","2018","Hauptschule","Baden-Wuerttemberg","7","0.130861028187506","0.0599949758214918","0.20172708055352"
"Min 1x pro Monat","2018","Hauptschule","Bayern","2","","",""
"Min 1x pro Monat","2018","Hauptschule","Saarland","","","",""
"Min 1x pro Monat","2018","Hauptschule","Berlin","3","","",""
"Min 1x pro Monat","2018","Hauptschule","Brandenburg","","","",""
"Min 1x pro Monat","2018","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2018","Hauptschule","Sachsen","2","","",""
"Min 1x pro Monat","2018","Hauptschule","Sachsen-Anhalt","1","","",""
"Min 1x pro Monat","2018","Hauptschule","Thueringen","2","","",""
"Min 1x pro Monat","2018","Realschule","Schleswig-Holstein","","","",""
"Min 1x pro Monat","2018","Realschule","Hamburg","","","",""
"Min 1x pro Monat","2018","Realschule","Niedersachsen","","","",""
"Min 1x pro Monat","2018","Realschule","Bremen","","","",""
"Min 1x pro Monat","2018","Realschule","Nordrhein-Westfalen","1","","",""
"Min 1x pro Monat","2018","Realschule","Hessen","","","",""
"Min 1x pro Monat","2018","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Min 1x pro Monat","2018","Realschule","Baden-Wuerttemberg","","","",""
"Min 1x pro Monat","2018","Realschule","Bayern","","","",""
"Min 1x pro Monat","2018","Realschule","Saarland","","","",""
"Min 1x pro Monat","2018","Realschule","Berlin","","","",""
"Min 1x pro Monat","2018","Realschule","Brandenburg","","","",""
"Min 1x pro Monat","2018","Realschule","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2018","Realschule","Sachsen","","","",""
"Min 1x pro Monat","2018","Realschule","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2018","Realschule","Thueringen","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Schleswig-Holstein","3","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Hamburg","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Niedersachsen","3","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Bremen","2","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Nordrhein-Westfalen","9","0.0505030060144824","0.0119602594019654","0.0890457526269993"
"Min 1x pro Monat","2018","(Fach-)Abitur","Hessen","2","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Rheinland-Pfalz,Saarland","2","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Baden-Wuerttemberg","4","0.092132126391376","0.00763173791279112","0.176632514869961"
"Min 1x pro Monat","2018","(Fach-)Abitur","Bayern","3","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Saarland","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Berlin","2","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Brandenburg","2","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Sachsen","3","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","Thueringen","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Schleswig-Holstein","6","0.289085942629263","0.124090811053861","0.454081074204664"
"Min 1x pro Monat","2018","AkademikerIn","Hamburg","2","","",""
"Min 1x pro Monat","2018","AkademikerIn","Niedersachsen","5","0.118750379071225","0.039495669663845","0.198005088478605"
"Min 1x pro Monat","2018","AkademikerIn","Bremen","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Nordrhein-Westfalen","13","","",""
"Min 1x pro Monat","2018","AkademikerIn","Hessen","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Rheinland-Pfalz,Saarland","4","0.0719488454706927","-0.00714706599713197","0.151044756938517"
"Min 1x pro Monat","2018","AkademikerIn","Baden-Wuerttemberg","8","0.103335769471706","0.0298985229745278","0.176773015968884"
"Min 1x pro Monat","2018","AkademikerIn","Bayern","2","","",""
"Min 1x pro Monat","2018","AkademikerIn","Saarland","","","",""
"Min 1x pro Monat","2018","AkademikerIn","Berlin","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Brandenburg","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Min 1x pro Monat","2018","AkademikerIn","Sachsen","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Sachsen-Anhalt","1","","",""
"Min 1x pro Monat","2018","AkademikerIn","Thueringen","1","","",""
