"pli0093_h","year","bula_h","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","2009","Berlin","weiblich","46","0.101370574867906","0.070236156111061","0.132504993624752"
"Min 1x pro Woche","2009","Brandenburg","maennlich","32","0.0762354147849906","0.0494831084298901","0.102987721140091"
"Min 1x pro Woche","2009","Brandenburg","weiblich","36","0.0833723832073398","0.0564490915224066","0.110295674892273"
"Min 1x pro Woche","2009","Mecklenburg-Vorpommern","maennlich","15","","",""
"Min 1x pro Woche","2009","Mecklenburg-Vorpommern","weiblich","26","","",""
"Min 1x pro Woche","2009","Sachsen","maennlich","74","0.100635106538002","0.0778039508848945","0.123466262191109"
"Min 1x pro Woche","2009","Sachsen","weiblich","69","0.0886370815573168","0.0673373837803973","0.109936779334236"
"Min 1x pro Woche","2009","Sachsen-Anhalt","maennlich","31","0.063848947299816","0.0387331346475859","0.0889647599520461"
"Min 1x pro Woche","2009","Sachsen-Anhalt","weiblich","38","0.135312373477272","0.101707293513942","0.168917453440601"
"Min 1x pro Woche","2009","Thueringen","maennlich","19","","",""
"Min 1x pro Woche","2009","Thueringen","weiblich","29","","",""
"Min 1x pro Monat","2009","Schleswig-Holstein","maennlich","14","","",""
"Min 1x pro Monat","2009","Schleswig-Holstein","weiblich","21","","",""
"Min 1x pro Monat","2009","Hamburg","maennlich","10","","",""
"Min 1x pro Monat","2009","Hamburg","weiblich","16","","",""
"Min 1x pro Monat","2009","Niedersachsen","maennlich","44","0.0429290733445354","0.0287495679721026","0.0571085787169683"
"Min 1x pro Monat","2009","Niedersachsen","weiblich","55","0.0573604969413375","0.041588592986007","0.073132400896668"
"Min 1x pro Monat","2009","Bremen","maennlich","4","","",""
"Min 1x pro Monat","2009","Bremen","weiblich","5","","",""
"Min 1x pro Monat","2009","Nordrhein-Westfalen","maennlich","106","0.0639531419869904","0.052430451799163","0.0754758321748179"
"Min 1x pro Monat","2009","Nordrhein-Westfalen","weiblich","140","0.0649836856675088","0.0538293569740329","0.0761380143609847"
"Min 1x pro Monat","2009","Hessen","maennlich","44","0.0711603657158816","0.0502373852621568","0.0920833461696064"
"Min 1x pro Monat","2009","Hessen","weiblich","57","0.0935358920193783","0.0708164393912368","0.11625534464752"
"Min 1x pro Monat","2009","Rheinland-Pfalz,Saarland","maennlich","24","","",""
"Min 1x pro Monat","2009","Rheinland-Pfalz,Saarland","weiblich","44","0.0852003994625948","0.0619318492854772","0.108468949639712"
"Min 1x pro Monat","2009","Baden-Wuerttemberg","maennlich","82","0.0790322354807455","0.0622940965500355","0.0957703744114554"
"Min 1x pro Monat","2009","Baden-Wuerttemberg","weiblich","154","0.114573868100183","0.0956481399000759","0.133499596300289"
"Min 1x pro Monat","2009","Bayern","maennlich","96","0.079446004047703","0.064302000263634","0.094590007831772"
"Min 1x pro Monat","2009","Bayern","weiblich","128","0.0982469499643994","0.0824103657150212","0.114083534213778"
"Min 1x pro Monat","2009","Saarland","maennlich","","","",""
"Min 1x pro Monat","2009","Saarland","weiblich","","","",""
"Min 1x pro Monat","2009","Berlin","maennlich","26","","",""
"Min 1x pro Monat","2009","Berlin","weiblich","28","","",""
"Min 1x pro Monat","2009","Brandenburg","maennlich","32","0.0939438681650573","0.0645325856928066","0.123355150637308"
"Min 1x pro Monat","2009","Brandenburg","weiblich","34","0.0853747184347996","0.0581598134455393","0.11258962342406"
"Min 1x pro Monat","2009","Mecklenburg-Vorpommern","maennlich","13","","",""
"Min 1x pro Monat","2009","Mecklenburg-Vorpommern","weiblich","20","","",""
"Min 1x pro Monat","2009","Sachsen","maennlich","43","0.0688421324266179","0.0496278579731874","0.0880564068800485"
"Min 1x pro Monat","2009","Sachsen","weiblich","60","0.118676387845277","0.094439887888716","0.142912887801839"
"Min 1x pro Monat","2009","Sachsen-Anhalt","maennlich","18","","",""
"Min 1x pro Monat","2009","Sachsen-Anhalt","weiblich","15","","",""
"Min 1x pro Monat","2009","Thueringen","maennlich","18","","",""
"Min 1x pro Monat","2009","Thueringen","weiblich","29","","",""
"Seltener","2009","Schleswig-Holstein","maennlich","67","0.291932337071209","0.235232984896877","0.34863168924554"
"Seltener","2009","Schleswig-Holstein","weiblich","78","0.329421473849685","0.272291741295082","0.386551206404288"
"Seltener","2009","Hamburg","maennlich","34","0.276326846423976","0.19761863933357","0.355035053514382"
"Seltener","2009","Hamburg","weiblich","44","0.345315073711945","0.266271852592193","0.424358294831698"
"Seltener","2009","Niedersachsen","maennlich","210","0.259083901101658","0.228434782324341","0.289733019878975"
"Seltener","2009","Niedersachsen","weiblich","224","0.272444971529163","0.242247041469982","0.302642901588344"
"Seltener","2009","Bremen","maennlich","10","","",""
"Seltener","2009","Bremen","weiblich","17","","",""
"Seltener","2009","Nordrhein-Westfalen","maennlich","399","0.233059273032767","0.213148494520172","0.252970051545363"
"Seltener","2009","Nordrhein-Westfalen","weiblich","477","0.256269587973474","0.236514090076697","0.27602508587025"
"Seltener","2009","Hessen","maennlich","153","0.303257967516748","0.265848957976582","0.340666977056915"
"Seltener","2009","Hessen","weiblich","155","0.251976422045885","0.218102069164537","0.285850774927232"
"Seltener","2009","Rheinland-Pfalz,Saarland","maennlich","92","0.217402092486375","0.179543290162763","0.255260894809987"
"Seltener","2009","Rheinland-Pfalz,Saarland","weiblich","144","0.238183831390515","0.202680692065626","0.273686970715404"
"Seltener","2009","Baden-Wuerttemberg","maennlich","321","0.3140988296402","0.285301862460877","0.342895796819523"
"Seltener","2009","Baden-Wuerttemberg","weiblich","326","0.281601819293213","0.254875818104887","0.308327820481539"
"Seltener","2009","Bayern","maennlich","361","0.282807880478368","0.257587969189594","0.308027791767143"
"Seltener","2009","Bayern","weiblich","414","0.284472346565452","0.260467916101896","0.308476777029007"
"Seltener","2009","Saarland","maennlich","","","",""
"Seltener","2009","Saarland","weiblich","","","",""
"Seltener","2009","Berlin","maennlich","89","0.280294751203812","0.230457324307098","0.330132178100526"
"Seltener","2009","Berlin","weiblich","124","0.306977713959832","0.259398034242483","0.354557393677182"
"Seltener","2009","Brandenburg","maennlich","91","0.247014347882526","0.203537641967504","0.290491053797548"
"Seltener","2009","Brandenburg","weiblich","123","0.299477711819973","0.254869603022725","0.344085820617222"
"Seltener","2009","Mecklenburg-Vorpommern","maennlich","53","0.225459011164237","0.170239475245248","0.280678547083227"
"Seltener","2009","Mecklenburg-Vorpommern","weiblich","63","0.264927131699073","0.209442415428393","0.320411847969753"
"Seltener","2009","Sachsen","maennlich","198","0.291310474357536","0.256828570926144","0.325792377788927"
"Seltener","2009","Sachsen","weiblich","210","0.256213584522943","0.223498711616636","0.288928457429251"
"Seltener","2009","Sachsen-Anhalt","maennlich","95","0.221339717358596","0.178691480033245","0.263987954683947"
"Seltener","2009","Sachsen-Anhalt","weiblich","125","0.256448317950302","0.213547846719486","0.299348789181118"
"Seltener","2009","Thueringen","maennlich","117","0.289831728918864","0.244805105122086","0.334858352715643"
"Seltener","2009","Thueringen","weiblich","122","0.262910263368953","0.221107283246778","0.304713243491128"
"Nie","2009","Schleswig-Holstein","maennlich","150","0.612426969839822","0.551668959637821","0.673184980041823"
"Nie","2009","Schleswig-Holstein","weiblich","127","0.466984999377157","0.406341731234961","0.527628267519354"
"Nie","2009","Hamburg","maennlich","60","0.484653775451823","0.396690255876333","0.572617295027313"
"Nie","2009","Hamburg","weiblich","58","0.418147846812898","0.336148206724431","0.500147486901365"
"Nie","2009","Niedersachsen","maennlich","444","0.60000678844942","0.565736508270508","0.634277068628332"
"Nie","2009","Niedersachsen","weiblich","446","0.545831352500939","0.512060449965596","0.579602255036283"
"Nie","2009","Bremen","maennlich","30","0.568707158565004","0.435373244367509","0.702041072762499"
"Nie","2009","Bremen","weiblich","26","","",""
"Nie","2009","Nordrhein-Westfalen","maennlich","1077","0.607421309433741","0.584423709216252","0.63041890965123"
"Nie","2009","Nordrhein-Westfalen","weiblich","1051","0.574256842106088","0.551882070969342","0.596631613242833"
"Nie","2009","Hessen","maennlich","317","0.526967634066817","0.48633532588345","0.567599942250183"
"Nie","2009","Hessen","weiblich","325","0.532879701813402","0.493951676862301","0.571807726764503"
"Nie","2009","Rheinland-Pfalz,Saarland","maennlich","291","0.642735327817168","0.598753143708369","0.686717511925968"
"Nie","2009","Rheinland-Pfalz,Saarland","weiblich","309","0.582630289810762","0.541530223860454","0.62373035576107"
"Nie","2009","Baden-Wuerttemberg","maennlich","484","0.488228151761057","0.457215962522629","0.519240340999484"
"Nie","2009","Baden-Wuerttemberg","weiblich","458","0.478650268562968","0.448967297145791","0.508333239980145"
"Nie","2009","Bayern","maennlich","629","0.544637700601082","0.516750017633859","0.572525383568305"
"Nie","2009","Bayern","weiblich","630","0.495238109912491","0.468636466053392","0.521839753771591"
"Nie","2009","Saarland","maennlich","","","",""
"Nie","2009","Saarland","weiblich","","","",""
"Nie","2009","Berlin","maennlich","155","0.505087176686803","0.44960949317825","0.560564860195357"
"Nie","2009","Berlin","weiblich","163","0.512237773048714","0.460675224731039","0.563800321366389"
"Nie","2009","Brandenburg","maennlich","223","0.582806369167427","0.533097581598919","0.632515156735934"
"Nie","2009","Brandenburg","weiblich","212","0.531775186537887","0.483177921758492","0.580372451317283"
"Nie","2009","Mecklenburg-Vorpommern","maennlich","139","0.665884821938881","0.603556646895213","0.72821299698255"
"Nie","2009","Mecklenburg-Vorpommern","weiblich","134","0.54865034574022","0.486082768289561","0.611217923190879"
"Nie","2009","Sachsen","maennlich","352","0.539212286677845","0.501384101265559","0.577040472090131"
"Nie","2009","Sachsen","weiblich","345","0.536472946074463","0.499102223383397","0.573843668765528"
"Nie","2009","Sachsen-Anhalt","maennlich","220","0.62547376863561","0.575752400537403","0.675195136733816"
"Nie","2009","Sachsen-Anhalt","weiblich","220","0.582982458866119","0.534541641744324","0.631423275987913"
"Nie","2009","Thueringen","maennlich","236","0.611034274167382","0.562649998871899","0.659418549462865"
"Nie","2009","Thueringen","weiblich","246","0.570122893629835","0.52311187189198","0.617133915367691"
"Taeglich","2010","Schleswig-Holstein","maennlich","","","",""
"Taeglich","2010","Schleswig-Holstein","weiblich","","","",""
"Taeglich","2010","Hamburg","maennlich","","","",""
"Taeglich","2010","Hamburg","weiblich","","","",""
"Taeglich","2010","Niedersachsen","maennlich","","","",""
"Taeglich","2010","Niedersachsen","weiblich","","","",""
"Taeglich","2010","Bremen","maennlich","","","",""
"Taeglich","2010","Bremen","weiblich","","","",""
"Taeglich","2010","Nordrhein-Westfalen","maennlich","","","",""
"Taeglich","2010","Nordrhein-Westfalen","weiblich","","","",""
"Taeglich","2010","Hessen","maennlich","","","",""
"Taeglich","2010","Hessen","weiblich","","","",""
"Taeglich","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Taeglich","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Taeglich","2010","Baden-Wuerttemberg","maennlich","","","",""
"Taeglich","2010","Baden-Wuerttemberg","weiblich","","","",""
"Taeglich","2010","Bayern","maennlich","","","",""
"Taeglich","2010","Bayern","weiblich","","","",""
"Taeglich","2010","Saarland","maennlich","","","",""
"Taeglich","2010","Saarland","weiblich","","","",""
"Taeglich","2010","Berlin","maennlich","","","",""
"Taeglich","2010","Berlin","weiblich","","","",""
"Taeglich","2010","Brandenburg","maennlich","","","",""
"Taeglich","2010","Brandenburg","weiblich","","","",""
"Taeglich","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Taeglich","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Taeglich","2010","Sachsen","maennlich","","","",""
"Taeglich","2010","Sachsen","weiblich","","","",""
"Taeglich","2010","Sachsen-Anhalt","maennlich","","","",""
"Taeglich","2010","Sachsen-Anhalt","weiblich","","","",""
"Taeglich","2010","Thueringen","maennlich","","","",""
"Taeglich","2010","Thueringen","weiblich","","","",""
"Min 1x pro Woche","2010","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Woche","2010","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Woche","2010","Hamburg","maennlich","","","",""
"Min 1x pro Woche","2010","Hamburg","weiblich","","","",""
"Min 1x pro Woche","2010","Niedersachsen","maennlich","","","",""
"Min 1x pro Woche","2010","Niedersachsen","weiblich","","","",""
"Min 1x pro Woche","2010","Bremen","maennlich","","","",""
"Min 1x pro Woche","2010","Bremen","weiblich","","","",""
"Min 1x pro Woche","2010","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Woche","2010","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Woche","2010","Hessen","maennlich","","","",""
"Min 1x pro Woche","2010","Hessen","weiblich","","","",""
"Min 1x pro Woche","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Woche","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Woche","2010","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Woche","2010","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Woche","2010","Bayern","maennlich","","","",""
"Min 1x pro Woche","2010","Bayern","weiblich","","","",""
"Min 1x pro Woche","2010","Saarland","maennlich","","","",""
"Min 1x pro Woche","2010","Saarland","weiblich","","","",""
"Min 1x pro Woche","2010","Berlin","maennlich","","","",""
"Min 1x pro Woche","2010","Berlin","weiblich","","","",""
"Min 1x pro Woche","2010","Brandenburg","maennlich","","","",""
"Min 1x pro Woche","2010","Brandenburg","weiblich","","","",""
"Min 1x pro Woche","2010","Mecklenburg-Vorpommern","maennlich","","","",""
"Min 1x pro Woche","2010","Mecklenburg-Vorpommern","weiblich","","","",""
"Min 1x pro Woche","2010","Sachsen","maennlich","","","",""
"Min 1x pro Woche","2010","Sachsen","weiblich","","","",""
"Min 1x pro Woche","2010","Sachsen-Anhalt","maennlich","","","",""
"Min 1x pro Woche","2010","Sachsen-Anhalt","weiblich","","","",""
"Min 1x pro Woche","2010","Thueringen","maennlich","","","",""
"Min 1x pro Woche","2010","Thueringen","weiblich","","","",""
"Min 1x pro Monat","2010","Schleswig-Holstein","maennlich","","","",""
"Min 1x pro Monat","2010","Schleswig-Holstein","weiblich","","","",""
"Min 1x pro Monat","2010","Hamburg","maennlich","","","",""
"Min 1x pro Monat","2010","Hamburg","weiblich","","","",""
"Min 1x pro Monat","2010","Niedersachsen","maennlich","","","",""
"Min 1x pro Monat","2010","Niedersachsen","weiblich","","","",""
"Min 1x pro Monat","2010","Bremen","maennlich","","","",""
"Min 1x pro Monat","2010","Bremen","weiblich","","","",""
"Min 1x pro Monat","2010","Nordrhein-Westfalen","maennlich","","","",""
"Min 1x pro Monat","2010","Nordrhein-Westfalen","weiblich","","","",""
"Min 1x pro Monat","2010","Hessen","maennlich","","","",""
"Min 1x pro Monat","2010","Hessen","weiblich","","","",""
"Min 1x pro Monat","2010","Rheinland-Pfalz,Saarland","maennlich","","","",""
"Min 1x pro Monat","2010","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Min 1x pro Monat","2010","Baden-Wuerttemberg","maennlich","","","",""
"Min 1x pro Monat","2010","Baden-Wuerttemberg","weiblich","","","",""
"Min 1x pro Monat","2010","Bayern","maennlich","","","",""
"Min 1x pro Monat","2010","Bayern","weiblich","","","",""
"Min 1x pro Monat","2010","Saarland","maennlich","","","",""
"Min 1x pro Monat","2010","Saarland","weiblich","","","",""
"Min 1x pro Monat","2010","Berlin","maennlich","","","",""
"Min 1x pro Monat","2010","Berlin","weiblich","","","",""
"Min 1x pro Monat","2010","Brandenburg","maennlich","","","",""
