year,bula_h,quintil_oecd,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,North Rhine-Westphalia,2nd Quintile,Full-time,0.61589,36,36,0.45475,0.77703
2010,North Rhine-Westphalia,3rd Quintile,Full-time,0.67888,35,35,0.52193,0.83582
2010,North Rhine-Westphalia,4th Quintile,Full-time,0.53341,35,35,0.36572,0.70110
2010,North Rhine-Westphalia,5th Quintile,Full-time,0.61425,35,35,0.45063,0.77787
2010,Saxony,1st Quintile,Full-time,0.50550,37,37,0.34217,0.66882
2010,Thuringa,1st Quintile,Full-time,0.81059,33,33,0.67483,0.94636
2011,Lower Saxony,1st Quintile,Full-time,0.53994,57,121,0.45077,0.62912
2011,Lower Saxony,1st Quintile,Part-time,0.32502,64,121,0.24122,0.40883
2011,North Rhine-Westphalia,1st Quintile,Full-time,0.49116,116,300,0.43449,0.54783
2011,North Rhine-Westphalia,1st Quintile,Part-time,0.28234,134,300,0.23132,0.33336
2011,North Rhine-Westphalia,1st Quintile,Either,0.15765,50,300,0.11635,0.19896
2011,North Rhine-Westphalia,2nd Quintile,Full-time,0.59687,54,117,0.50761,0.68614
2011,North Rhine-Westphalia,2nd Quintile,Part-time,0.22283,63,117,0.14710,0.29856
2011,North Rhine-Westphalia,3rd Quintile,Part-time,0.30992,43,43,0.17005,0.44978
2011,North Rhine-Westphalia,4th Quintile,Full-time,0.34870,31,75,0.24012,0.45729
2011,North Rhine-Westphalia,4th Quintile,Part-time,0.29843,44,75,0.19418,0.40269
2011,North Rhine-Westphalia,5th Quintile,Full-time,0.62498,38,38,0.46899,0.78098
2011,Hesse,1st Quintile,Part-time,0.29253,38,38,0.14594,0.43912
2011,Baden-Wuerttemberg,1st Quintile,Full-time,0.38057,36,88,0.27855,0.48260
2011,Baden-Wuerttemberg,1st Quintile,Part-time,0.43146,52,88,0.32739,0.53554
2011,Baden-Wuerttemberg,2nd Quintile,Part-time,0.44062,42,42,0.28865,0.59258
2011,Baden-Wuerttemberg,4th Quintile,Part-time,0.44808,38,38,0.28784,0.60832
2011,Bavaria,1st Quintile,Full-time,0.37990,44,104,0.28616,0.47363
2011,Bavaria,1st Quintile,Part-time,0.33764,60,104,0.24631,0.42897
2011,Bavaria,2nd Quintile,Part-time,0.48261,54,54,0.34808,0.61714
2011,Bavaria,3rd Quintile,Part-time,0.35429,43,43,0.20964,0.49895
2011,Bavaria,4th Quintile,Part-time,0.53943,31,31,0.36106,0.71779
2011,Berlin,1st Quintile,Full-time,0.52257,32,32,0.34674,0.69841
2011,Brandenburg,1st Quintile,Full-time,0.60659,46,46,0.46386,0.74932
2011,Saxony,1st Quintile,Full-time,0.52731,69,136,0.44309,0.61153
2011,Saxony,1st Quintile,Part-time,0.13999,36,136,0.08145,0.19852
2011,Saxony,1st Quintile,Either,0.22474,31,136,0.15433,0.29515
2011,Saxony-Anhalt,1st Quintile,Full-time,0.61273,44,44,0.46713,0.75833
2012,Schleswig-Holstein,1st Quintile,Full-time,0.50691,39,71,0.38979,0.62403
2012,Schleswig-Holstein,1st Quintile,Part-time,0.22484,32,71,0.12704,0.32264
2012,Lower Saxony,1st Quintile,Full-time,0.44709,48,109,0.35332,0.54086
2012,Lower Saxony,1st Quintile,Part-time,0.31911,61,109,0.23120,0.40702
2012,North Rhine-Westphalia,1st Quintile,Full-time,0.53870,176,375,0.48818,0.58922
2012,North Rhine-Westphalia,1st Quintile,Part-time,0.27925,157,375,0.23378,0.32472
2012,North Rhine-Westphalia,1st Quintile,Either,0.12923,42,375,0.09523,0.16322
2012,North Rhine-Westphalia,2nd Quintile,Full-time,0.54623,54,123,0.45788,0.63457
2012,North Rhine-Westphalia,2nd Quintile,Part-time,0.32624,69,123,0.24305,0.40944
2012,North Rhine-Westphalia,3rd Quintile,Part-time,0.29684,47,47,0.16481,0.42887
2012,North Rhine-Westphalia,4th Quintile,Full-time,0.46764,38,75,0.35396,0.58132
2012,North Rhine-Westphalia,4th Quintile,Part-time,0.31561,37,75,0.20972,0.42151
2012,North Rhine-Westphalia,5th Quintile,Full-time,0.40725,34,69,0.29047,0.52403
2012,North Rhine-Westphalia,5th Quintile,Part-time,0.40621,35,69,0.28948,0.52294
2012,Hesse,1st Quintile,Full-time,0.35503,33,85,0.25270,0.45736
2012,Hesse,1st Quintile,Part-time,0.53816,52,85,0.43155,0.64478
2012,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.24525,34,34,0.09846,0.39204
2012,Baden-Wuerttemberg,1st Quintile,Full-time,0.40608,39,97,0.30784,0.50432
2012,Baden-Wuerttemberg,1st Quintile,Part-time,0.39884,58,97,0.30089,0.49679
2012,Baden-Wuerttemberg,2nd Quintile,Full-time,0.55644,40,80,0.44689,0.66600
2012,Baden-Wuerttemberg,2nd Quintile,Part-time,0.31705,40,80,0.21444,0.41966
2012,Baden-Wuerttemberg,3rd Quintile,Part-time,0.52765,41,41,0.37294,0.68236
2012,Baden-Wuerttemberg,4th Quintile,Part-time,0.36428,32,32,0.19487,0.53368
2012,Bavaria,1st Quintile,Full-time,0.55199,47,106,0.45687,0.64711
2012,Bavaria,1st Quintile,Part-time,0.18589,59,106,0.11148,0.26030
2012,Bavaria,2nd Quintile,Full-time,0.36279,33,89,0.26233,0.46325
2012,Bavaria,2nd Quintile,Part-time,0.38148,56,89,0.27999,0.48297
2012,Bavaria,3rd Quintile,Full-time,0.34022,31,82,0.23704,0.44340
2012,Bavaria,3rd Quintile,Part-time,0.31321,51,82,0.21220,0.41421
2012,Bavaria,4th Quintile,Part-time,0.46140,34,34,0.29131,0.63149
2012,Bavaria,5th Quintile,Part-time,0.46952,40,40,0.31289,0.62615
2012,Berlin,1st Quintile,Full-time,0.48199,35,69,0.36322,0.60075
2012,Berlin,1st Quintile,Part-time,0.28592,34,69,0.17852,0.39332
2012,Brandenburg,1st Quintile,Full-time,0.52748,45,45,0.37996,0.67500
2012,Saxony,1st Quintile,Full-time,0.43548,68,151,0.35613,0.51482
2012,Saxony,1st Quintile,Part-time,0.21712,42,151,0.15114,0.28310
2012,Saxony,1st Quintile,Either,0.31688,41,151,0.24242,0.39134
2012,Saxony-Anhalt,1st Quintile,Full-time,0.67785,54,54,0.55204,0.80366
2012,Thuringa,1st Quintile,Full-time,0.54802,43,43,0.39750,0.69853
2013,Schleswig-Holstein,1st Quintile,Part-time,0.29277,31,31,0.12994,0.45561
2013,Lower Saxony,1st Quintile,Full-time,0.49649,66,127,0.40919,0.58380
2013,Lower Saxony,1st Quintile,Part-time,0.31818,61,127,0.23686,0.39951
2013,Lower Saxony,2nd Quintile,Part-time,0.31753,31,31,0.15095,0.48412
2013,North Rhine-Westphalia,1st Quintile,Full-time,0.47406,170,362,0.42255,0.52557
2013,North Rhine-Westphalia,1st Quintile,Part-time,0.32583,141,362,0.27748,0.37417
2013,North Rhine-Westphalia,1st Quintile,Either,0.16612,51,362,0.12773,0.20452
2013,North Rhine-Westphalia,2nd Quintile,Full-time,0.50084,57,127,0.41354,0.58815
2013,North Rhine-Westphalia,2nd Quintile,Part-time,0.24993,70,127,0.17433,0.32553
2013,North Rhine-Westphalia,3rd Quintile,Full-time,0.51028,38,69,0.39146,0.62910
2013,North Rhine-Westphalia,3rd Quintile,Part-time,0.25090,31,69,0.14786,0.35394
2013,North Rhine-Westphalia,4th Quintile,Full-time,0.48823,36,72,0.37196,0.60450
2013,North Rhine-Westphalia,4th Quintile,Part-time,0.28453,36,72,0.17958,0.38948
2013,North Rhine-Westphalia,5th Quintile,Full-time,0.53678,34,34,0.36665,0.70692
2013,Hesse,1st Quintile,Part-time,0.35276,48,48,0.21615,0.48936
2013,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.40398,41,41,0.25191,0.55604
2013,Baden-Wuerttemberg,1st Quintile,Full-time,0.49019,33,76,0.37705,0.60333
2013,Baden-Wuerttemberg,1st Quintile,Part-time,0.26066,43,76,0.16130,0.36001
2013,Baden-Wuerttemberg,2nd Quintile,Full-time,0.48800,32,76,0.37487,0.60112
2013,Baden-Wuerttemberg,2nd Quintile,Part-time,0.29241,44,76,0.18946,0.39535
2013,Baden-Wuerttemberg,3rd Quintile,Part-time,0.36749,39,39,0.21420,0.52079
2013,Baden-Wuerttemberg,4th Quintile,Part-time,0.30825,31,31,0.14300,0.47349
2013,Baden-Wuerttemberg,5th Quintile,Part-time,0.64481,40,40,0.49461,0.79501
2013,Bavaria,1st Quintile,Full-time,0.37573,44,94,0.27729,0.47416
2013,Bavaria,1st Quintile,Part-time,0.39305,50,94,0.29378,0.49232
2013,Bavaria,2nd Quintile,Full-time,0.53202,40,89,0.42777,0.63627
2013,Bavaria,2nd Quintile,Part-time,0.36068,49,89,0.26035,0.46101
2013,Bavaria,3rd Quintile,Full-time,0.50942,44,89,0.40497,0.61387
2013,Bavaria,3rd Quintile,Part-time,0.35960,45,89,0.25933,0.45986
2013,Berlin,1st Quintile,Full-time,0.46137,31,65,0.33923,0.58350
2013,Berlin,1st Quintile,Part-time,0.31103,34,65,0.19761,0.42444
2013,Brandenburg,1st Quintile,Full-time,0.40353,38,38,0.24544,0.56161
2013,Saxony,1st Quintile,Full-time,0.43523,50,120,0.34615,0.52431
2013,Saxony,1st Quintile,Part-time,0.11434,33,120,0.05716,0.17152
2013,Saxony,1st Quintile,Either,0.39883,37,120,0.31085,0.48681
2013,Saxony-Anhalt,1st Quintile,Full-time,0.65300,48,48,0.51691,0.78909
2013,Thuringa,1st Quintile,Full-time,0.54965,32,32,0.37451,0.72479
2014,Schleswig-Holstein,1st Quintile,Full-time,0.42795,36,36,0.26403,0.59187
2014,Lower Saxony,1st Quintile,Full-time,0.42520,80,187,0.35416,0.49625
2014,Lower Saxony,1st Quintile,Part-time,0.31158,65,187,0.24502,0.37814
2014,Lower Saxony,1st Quintile,Either,0.17266,42,187,0.11834,0.22697
2014,North Rhine-Westphalia,1st Quintile,Full-time,0.49077,189,430,0.44346,0.53808
2014,North Rhine-Westphalia,1st Quintile,Part-time,0.32001,188,430,0.27587,0.36416
2014,North Rhine-Westphalia,1st Quintile,Either,0.15345,53,430,0.11935,0.18756
2014,North Rhine-Westphalia,2nd Quintile,Full-time,0.42870,63,139,0.34613,0.51127
2014,North Rhine-Westphalia,2nd Quintile,Part-time,0.40057,76,139,0.31882,0.48233
2014,North Rhine-Westphalia,3rd Quintile,Full-time,0.43692,47,99,0.33871,0.53512
2014,North Rhine-Westphalia,3rd Quintile,Part-time,0.26559,52,99,0.17815,0.35304
2014,North Rhine-Westphalia,4th Quintile,Full-time,0.41603,37,72,0.30138,0.53069
2014,North Rhine-Westphalia,4th Quintile,Part-time,0.44614,35,72,0.33051,0.56177
2014,North Rhine-Westphalia,5th Quintile,Full-time,0.57402,38,74,0.46058,0.68746
2014,North Rhine-Westphalia,5th Quintile,Part-time,0.32911,36,74,0.22131,0.43690
2014,Hesse,1st Quintile,Full-time,0.45031,33,76,0.33771,0.56291
2014,Hesse,1st Quintile,Part-time,0.30201,43,76,0.19810,0.40592
2014,Hesse,2nd Quintile,Part-time,0.27401,31,31,0.11441,0.43361
2014,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.34621,40,82,0.24260,0.44982
2014,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.37854,42,82,0.27292,0.48417
2014,Baden-Wuerttemberg,1st Quintile,Full-time,0.61292,62,115,0.52350,0.70233
2014,Baden-Wuerttemberg,1st Quintile,Part-time,0.24889,53,115,0.16952,0.32826
2014,Baden-Wuerttemberg,2nd Quintile,Full-time,0.27069,33,83,0.17452,0.36686
2014,Baden-Wuerttemberg,2nd Quintile,Part-time,0.56625,50,83,0.45898,0.67352
2014,Baden-Wuerttemberg,3rd Quintile,Full-time,0.51797,42,81,0.40848,0.62747
2014,Baden-Wuerttemberg,3rd Quintile,Part-time,0.39302,39,81,0.28599,0.50005
2014,Baden-Wuerttemberg,4th Quintile,Part-time,0.44209,42,42,0.29007,0.59411
2014,Baden-Wuerttemberg,5th Quintile,Part-time,0.46081,35,35,0.29326,0.62837
2014,Bavaria,1st Quintile,Full-time,0.51301,72,149,0.43248,0.59354
2014,Bavaria,1st Quintile,Part-time,0.34612,77,149,0.26947,0.42276
2014,Bavaria,2nd Quintile,Full-time,0.31418,41,104,0.22453,0.40382
2014,Bavaria,2nd Quintile,Part-time,0.43402,63,104,0.33831,0.52974
2014,Bavaria,5th Quintile,Full-time,0.27728,31,31,0.11709,0.43748
2014,Berlin,1st Quintile,Full-time,0.50647,34,66,0.38492,0.62801
2014,Berlin,1st Quintile,Part-time,0.30753,32,66,0.19534,0.41972
2014,Brandenburg,1st Quintile,Full-time,0.50150,34,65,0.37900,0.62400
2014,Brandenburg,1st Quintile,Either,0.24615,31,65,0.14062,0.35169
2014,Saxony,1st Quintile,Full-time,0.39063,38,102,0.29548,0.48578
2014,Saxony,1st Quintile,Part-time,0.17327,31,102,0.09946,0.24709
2014,Saxony,1st Quintile,Either,0.42588,33,102,0.32945,0.52232
2014,Saxony-Anhalt,1st Quintile,Full-time,0.57515,54,90,0.47245,0.67785
2014,Saxony-Anhalt,1st Quintile,Part-time,0.17810,36,90,0.09861,0.25759
2015,Schleswig-Holstein,1st Quintile,Full-time,0.54829,34,34,0.37850,0.71809
2015,Lower Saxony,1st Quintile,Full-time,0.39781,74,171,0.32423,0.47138
2015,Lower Saxony,1st Quintile,Part-time,0.40070,66,171,0.32703,0.47436
2015,Lower Saxony,1st Quintile,Either,0.15283,31,171,0.09874,0.20692
2015,Lower Saxony,3rd Quintile,Full-time,0.62375,32,32,0.45321,0.79429
2015,North Rhine-Westphalia,1st Quintile,Full-time,0.47751,161,384,0.42748,0.52753
2015,North Rhine-Westphalia,1st Quintile,Part-time,0.33283,164,384,0.28564,0.38003
2015,North Rhine-Westphalia,1st Quintile,Either,0.16216,59,384,0.12524,0.19908
2015,North Rhine-Westphalia,2nd Quintile,Full-time,0.48784,64,122,0.39877,0.57690
2015,North Rhine-Westphalia,2nd Quintile,Part-time,0.29610,58,122,0.21475,0.37744
2015,North Rhine-Westphalia,3rd Quintile,Full-time,0.58952,50,95,0.49008,0.68897
2015,North Rhine-Westphalia,3rd Quintile,Part-time,0.28376,45,95,0.19262,0.37489
2015,North Rhine-Westphalia,4th Quintile,Full-time,0.56592,33,33,0.39419,0.73765
2015,North Rhine-Westphalia,5th Quintile,Full-time,0.49301,34,34,0.32243,0.66359
2015,Hesse,1st Quintile,Full-time,0.41645,42,87,0.31226,0.52064
2015,Hesse,1st Quintile,Part-time,0.38453,45,87,0.28171,0.48735
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.30216,36,76,0.19824,0.40609
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.42223,40,76,0.31045,0.53401
2015,Baden-Wuerttemberg,1st Quintile,Full-time,0.51894,44,85,0.41209,0.62579
2015,Baden-Wuerttemberg,1st Quintile,Part-time,0.25170,41,85,0.15889,0.34451
2015,Baden-Wuerttemberg,2nd Quintile,Full-time,0.52234,36,67,0.40183,0.64285
2015,Baden-Wuerttemberg,2nd Quintile,Part-time,0.33276,31,67,0.21908,0.44645
2015,Baden-Wuerttemberg,3rd Quintile,Full-time,0.57835,34,34,0.40987,0.74684
2015,Baden-Wuerttemberg,4th Quintile,Part-time,0.35875,32,32,0.18991,0.52760
2015,Bavaria,1st Quintile,Full-time,0.41617,45,102,0.32003,0.51230
2015,Bavaria,1st Quintile,Part-time,0.29882,57,102,0.20954,0.38809
2015,Bavaria,2nd Quintile,Full-time,0.39866,43,89,0.29636,0.50096
2015,Bavaria,2nd Quintile,Part-time,0.39570,46,89,0.29353,0.49787
2015,Bavaria,3rd Quintile,Part-time,0.46144,35,35,0.29387,0.62901
2015,Bavaria,5th Quintile,Full-time,0.31025,31,31,0.14471,0.47579
2015,Brandenburg,1st Quintile,Either,0.50049,36,36,0.33484,0.66614
2015,Saxony,1st Quintile,Full-time,0.43995,36,73,0.32529,0.55461
2015,Saxony,1st Quintile,Part-time,0.32620,37,73,0.21791,0.43449
2015,Saxony-Anhalt,1st Quintile,Full-time,0.46377,35,35,0.29614,0.63139
2015,Thuringa,1st Quintile,Full-time,0.54689,33,33,0.37441,0.71937
2016,Lower Saxony,1st Quintile,Full-time,0.51976,69,140,0.43670,0.60282
2016,Lower Saxony,1st Quintile,Part-time,0.31985,71,140,0.24231,0.39739
2016,North Rhine-Westphalia,1st Quintile,Full-time,0.44632,149,362,0.39504,0.49760
2016,North Rhine-Westphalia,1st Quintile,Part-time,0.38470,166,362,0.33451,0.43489
2016,North Rhine-Westphalia,1st Quintile,Either,0.11462,47,362,0.08176,0.14748
2016,North Rhine-Westphalia,2nd Quintile,Full-time,0.36982,49,123,0.28415,0.45548
2016,North Rhine-Westphalia,2nd Quintile,Part-time,0.33830,74,123,0.25434,0.42225
2016,North Rhine-Westphalia,3rd Quintile,Full-time,0.61271,43,76,0.50246,0.72296
2016,North Rhine-Westphalia,3rd Quintile,Part-time,0.26777,33,76,0.16755,0.36798
2016,North Rhine-Westphalia,4th Quintile,Full-time,0.35085,34,34,0.18802,0.51368
2016,North Rhine-Westphalia,5th Quintile,Full-time,0.49736,32,32,0.32135,0.67337
2016,Hesse,1st Quintile,Full-time,0.36991,36,89,0.26904,0.47078
2016,Hesse,1st Quintile,Part-time,0.34998,53,89,0.25033,0.44964
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.47065,40,77,0.35843,0.58287
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.28211,37,77,0.18093,0.38328
2016,Baden-Wuerttemberg,1st Quintile,Full-time,0.44677,44,87,0.34170,0.55185
2016,Baden-Wuerttemberg,1st Quintile,Part-time,0.32668,43,87,0.22756,0.42581
2016,Baden-Wuerttemberg,2nd Quintile,Full-time,0.57425,36,71,0.45842,0.69008
2016,Baden-Wuerttemberg,2nd Quintile,Part-time,0.18830,35,71,0.09671,0.27988
2016,Bavaria,1st Quintile,Full-time,0.36312,47,108,0.27200,0.45424
2016,Bavaria,1st Quintile,Part-time,0.33011,61,108,0.24101,0.41922
2016,Bavaria,2nd Quintile,Full-time,0.57302,35,90,0.47026,0.67579
2016,Bavaria,2nd Quintile,Part-time,0.37846,55,90,0.27769,0.47922
2016,Bavaria,3rd Quintile,Part-time,0.44385,31,31,0.26606,0.62164
2016,Bavaria,4th Quintile,Full-time,0.47145,33,33,0.29849,0.64441
2016,Saxony,1st Quintile,Full-time,0.32962,34,67,0.21621,0.44303
2016,Saxony,1st Quintile,Either,0.31042,33,67,0.19879,0.42204
2016,Saxony-Anhalt,1st Quintile,Full-time,0.43506,47,47,0.29179,0.57833
2017,Schleswig-Holstein,1st Quintile,Full-time,0.52926,67,107,0.43423,0.62428
2017,Schleswig-Holstein,1st Quintile,Part-time,0.15808,40,107,0.08863,0.22753
2017,Lower Saxony,1st Quintile,Full-time,0.57953,118,256,0.51894,0.64012
2017,Lower Saxony,1st Quintile,Part-time,0.19781,99,256,0.14891,0.24670
2017,Lower Saxony,1st Quintile,Either,0.14622,39,256,0.10286,0.18959
2017,North Rhine-Westphalia,1st Quintile,Full-time,0.35623,294,591,0.31758,0.39487
2017,North Rhine-Westphalia,1st Quintile,Part-time,0.40058,202,591,0.36103,0.44012
2017,North Rhine-Westphalia,1st Quintile,Either,0.18738,63,591,0.15589,0.21887
2017,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.05582,32,591,0.03730,0.07434
2017,North Rhine-Westphalia,2nd Quintile,Full-time,0.43731,63,127,0.35069,0.52392
2017,North Rhine-Westphalia,2nd Quintile,Part-time,0.25251,64,127,0.17665,0.32837
2017,North Rhine-Westphalia,3rd Quintile,Full-time,0.31132,41,72,0.20362,0.41903
2017,North Rhine-Westphalia,3rd Quintile,Part-time,0.31186,31,72,0.20410,0.41961
2017,North Rhine-Westphalia,4th Quintile,Full-time,0.60394,34,34,0.43707,0.77081
2017,Hesse,1st Quintile,Full-time,0.35047,106,181,0.28077,0.42017
2017,Hesse,1st Quintile,Part-time,0.41323,75,181,0.34129,0.48516
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.38010,68,107,0.28769,0.47251
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.33832,39,107,0.24824,0.42839
2017,Baden-Wuerttemberg,1st Quintile,Full-time,0.52296,104,237,0.45923,0.58668
2017,Baden-Wuerttemberg,1st Quintile,Part-time,0.33464,77,237,0.27443,0.39484
2017,Baden-Wuerttemberg,1st Quintile,Either,0.08728,56,237,0.05127,0.12329
2017,Bavaria,1st Quintile,Full-time,0.42191,94,204,0.35397,0.48985
2017,Bavaria,1st Quintile,Part-time,0.32861,76,204,0.26400,0.39323
2017,Bavaria,1st Quintile,Either,0.23602,34,204,0.17760,0.29443
2017,Bavaria,2nd Quintile,Part-time,0.34713,48,48,0.21103,0.48324
2017,Berlin,1st Quintile,Full-time,0.33372,36,36,0.17750,0.48994
2017,Brandenburg,1st Quintile,Full-time,0.22189,42,77,0.12847,0.31531
2017,Brandenburg,1st Quintile,Either,0.57632,35,77,0.46523,0.68742
2017,Saxony,1st Quintile,Full-time,0.37772,52,121,0.29098,0.46447
2017,Saxony,1st Quintile,Part-time,0.20402,38,121,0.13192,0.27613
2017,Saxony,1st Quintile,Either,0.37803,31,121,0.29127,0.46479
2017,Saxony-Anhalt,1st Quintile,Full-time,0.38515,53,92,0.28516,0.48513
2017,Saxony-Anhalt,1st Quintile,Part-time,0.25038,39,92,0.16137,0.33940
2017,Thuringa,1st Quintile,Full-time,0.48654,32,32,0.31060,0.66249
2018,Schleswig-Holstein,1st Quintile,Full-time,0.30080,50,95,0.20808,0.39351
2018,Schleswig-Holstein,1st Quintile,Part-time,0.31499,45,95,0.22108,0.40890
2018,Lower Saxony,1st Quintile,Full-time,0.49959,147,334,0.44589,0.55330
2018,Lower Saxony,1st Quintile,Part-time,0.25396,139,334,0.20720,0.30071
2018,Lower Saxony,1st Quintile,Either,0.20948,48,334,0.16577,0.25319
2018,Lower Saxony,2nd Quintile,Full-time,0.54184,33,33,0.36920,0.71447
2018,Bremen,1st Quintile,Full-time,0.34584,31,31,0.17563,0.51604
2018,North Rhine-Westphalia,1st Quintile,Full-time,0.46320,327,676,0.42558,0.50082
2018,North Rhine-Westphalia,1st Quintile,Part-time,0.36352,233,676,0.32723,0.39980
2018,North Rhine-Westphalia,1st Quintile,Either,0.09905,47,676,0.07651,0.12158
2018,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.07424,69,676,0.05446,0.09402
2018,North Rhine-Westphalia,2nd Quintile,Full-time,0.44707,86,160,0.36979,0.52435
2018,North Rhine-Westphalia,2nd Quintile,Part-time,0.28604,74,160,0.21580,0.35629
2018,North Rhine-Westphalia,3rd Quintile,Full-time,0.54219,68,109,0.44822,0.63615
2018,North Rhine-Westphalia,3rd Quintile,Part-time,0.21534,41,109,0.13781,0.29286
2018,North Rhine-Westphalia,4th Quintile,Full-time,0.43326,34,76,0.32112,0.54541
2018,North Rhine-Westphalia,4th Quintile,Part-time,0.39360,42,76,0.28303,0.50417
2018,Hesse,1st Quintile,Full-time,0.31732,137,278,0.26251,0.37213
2018,Hesse,1st Quintile,Part-time,0.42097,94,278,0.36282,0.47911
2018,Hesse,1st Quintile,Either,0.23993,47,278,0.18964,0.29022
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.30947,81,128,0.22907,0.38987
2018,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.38902,47,128,0.30423,0.47381
2018,Baden-Wuerttemberg,1st Quintile,Full-time,0.39716,130,279,0.33964,0.45468
2018,Baden-Wuerttemberg,1st Quintile,Part-time,0.39603,70,279,0.33854,0.45352
2018,Baden-Wuerttemberg,1st Quintile,Either,0.15100,44,279,0.10891,0.19309
2018,Baden-Wuerttemberg,1st Quintile,I'm not sure yet,0.05582,35,279,0.02883,0.08280
2018,Baden-Wuerttemberg,2nd Quintile,Full-time,0.32247,33,68,0.21055,0.43440
2018,Baden-Wuerttemberg,2nd Quintile,Part-time,0.55191,35,68,0.43283,0.67099
2018,Bavaria,1st Quintile,Full-time,0.42252,117,266,0.36304,0.48199
2018,Bavaria,1st Quintile,Part-time,0.35227,108,266,0.29476,0.40979
2018,Bavaria,1st Quintile,Either,0.15424,41,266,0.11076,0.19773
2018,Bavaria,2nd Quintile,Part-time,0.61653,43,43,0.46948,0.76358
2018,Berlin,1st Quintile,Full-time,0.42357,52,106,0.32906,0.51808
2018,Berlin,1st Quintile,Part-time,0.36901,54,106,0.27672,0.46131
2018,Brandenburg,1st Quintile,Full-time,0.32905,50,83,0.22735,0.43075
2018,Brandenburg,1st Quintile,Either,0.30021,33,83,0.20100,0.39941
2018,Saxony,1st Quintile,Full-time,0.50295,66,105,0.40686,0.59905
2018,Saxony,1st Quintile,Part-time,0.20200,39,105,0.12484,0.27917
2018,Saxony-Anhalt,1st Quintile,Full-time,0.43622,49,124,0.34858,0.52386
2018,Saxony-Anhalt,1st Quintile,Part-time,0.16768,32,124,0.10165,0.23370
2018,Saxony-Anhalt,1st Quintile,Either,0.34533,43,124,0.26130,0.42936
2018,Thuringa,1st Quintile,Full-time,0.53869,44,78,0.42735,0.65004
2018,Thuringa,1st Quintile,Part-time,0.11594,34,78,0.04443,0.18745
2019,Schleswig-Holstein,1st Quintile,Full-time,0.35069,53,98,0.25573,0.44566
2019,Schleswig-Holstein,1st Quintile,Part-time,0.48230,45,98,0.38286,0.58174
2019,Lower Saxony,1st Quintile,Full-time,0.50083,138,292,0.44338,0.55828
2019,Lower Saxony,1st Quintile,Part-time,0.27518,112,292,0.22387,0.32650
2019,Lower Saxony,1st Quintile,Either,0.16981,42,292,0.12667,0.21295
2019,Bremen,1st Quintile,Full-time,0.57097,40,40,0.41563,0.72631
2019,North Rhine-Westphalia,1st Quintile,Full-time,0.41215,316,697,0.37558,0.44871
2019,North Rhine-Westphalia,1st Quintile,Part-time,0.36512,277,697,0.32935,0.40089
2019,North Rhine-Westphalia,1st Quintile,Either,0.13708,64,697,0.11153,0.16263
2019,North Rhine-Westphalia,1st Quintile,I'm not sure yet,0.08566,40,697,0.06487,0.10645
2019,North Rhine-Westphalia,2nd Quintile,Full-time,0.44652,77,144,0.36504,0.52801
2019,North Rhine-Westphalia,2nd Quintile,Part-time,0.30869,67,144,0.23298,0.38441
2019,North Rhine-Westphalia,4th Quintile,Part-time,0.43358,33,33,0.26188,0.60529
2019,Hesse,1st Quintile,Full-time,0.21104,85,238,0.15909,0.26299
2019,Hesse,1st Quintile,Part-time,0.41773,74,238,0.35494,0.48052
2019,Hesse,1st Quintile,Either,0.27947,43,238,0.22233,0.33660
2019,Hesse,1st Quintile,I'm not sure yet,0.09177,36,238,0.05501,0.12852
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Full-time,0.34760,66,118,0.26131,0.43389
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Part-time,0.35178,52,118,0.26525,0.43830
2019,Baden-Wuerttemberg,1st Quintile,Full-time,0.41192,108,224,0.34732,0.47652
2019,Baden-Wuerttemberg,1st Quintile,Part-time,0.34478,116,224,0.28240,0.40716
2019,Bavaria,1st Quintile,Full-time,0.35901,100,217,0.29504,0.42299
2019,Bavaria,1st Quintile,Part-time,0.34132,117,217,0.27809,0.40455
2019,Bavaria,2nd Quintile,Part-time,0.51236,39,39,0.35343,0.67129
2019,Berlin,1st Quintile,Full-time,0.22533,39,78,0.13201,0.31865
2019,Berlin,1st Quintile,Part-time,0.53739,39,78,0.42602,0.64876
2019,Brandenburg,1st Quintile,Full-time,0.41367,49,86,0.30897,0.51837
2019,Brandenburg,1st Quintile,Part-time,0.27425,37,86,0.17940,0.36909
