"plb0196_h","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Nein","2002","66 +","Hauptschule","","","",""
"Nein","2002","66 +","Realschule","","","",""
"Nein","2002","66 +","(Fach-)Abitur","","","",""
"Nein","2002","66 +","AkademikerIn","3","","",""
"Ja","2003","17-34","(noch) kein Abschluss","12","","",""
"Ja","2003","17-34","Hauptschule","312","0.637863428331649","0.595133712886882","0.680593143776415"
"Ja","2003","17-34","Realschule","608","0.676734086030866","0.646294872284413","0.70717329977732"
"Ja","2003","17-34","(Fach-)Abitur","324","0.733106197568293","0.692551358623437","0.77366103651315"
"Ja","2003","17-34","AkademikerIn","274","0.785300770540426","0.743002066607487","0.827599474473365"
"Ja","2003","35-65","(noch) kein Abschluss","14","","",""
"Ja","2003","35-65","Hauptschule","916","0.622146544824036","0.597318797069588","0.646974292578484"
"Ja","2003","35-65","Realschule","1164","0.712670228156443","0.690849075287591","0.734491381025295"
"Ja","2003","35-65","(Fach-)Abitur","333","0.692934836453248","0.650689689605061","0.735179983301435"
"Ja","2003","35-65","AkademikerIn","1298","0.793793404220152","0.774330884469933","0.81325592397037"
"Ja","2003","66 +","(noch) kein Abschluss","","","",""
"Ja","2003","66 +","Hauptschule","2","","",""
"Ja","2003","66 +","Realschule","1","","",""
"Ja","2003","66 +","(Fach-)Abitur","","","",""
"Ja","2003","66 +","AkademikerIn","1","","",""
"Nein","2003","17-34","(noch) kein Abschluss","8","","",""
"Nein","2003","17-34","Hauptschule","174","0.362136571668351","0.319406856223585","0.404866287113118"
"Nein","2003","17-34","Realschule","299","0.323265913969134","0.29282670022268","0.353705127715587"
"Nein","2003","17-34","(Fach-)Abitur","133","0.266893802431707","0.22633896348685","0.307448641376563"
"Nein","2003","17-34","AkademikerIn","88","0.214699229459574","0.172400525526635","0.256997933392513"
"Nein","2003","35-65","(noch) kein Abschluss","7","","",""
"Nein","2003","35-65","Hauptschule","549","0.377853455175964","0.353025707421516","0.402681202930412"
"Nein","2003","35-65","Realschule","488","0.287329771843557","0.265508618974705","0.309150924712409"
"Nein","2003","35-65","(Fach-)Abitur","125","0.307065163546752","0.264820016698565","0.349310310394939"
"Nein","2003","35-65","AkademikerIn","362","0.206206595779848","0.18674407602963","0.225669115530067"
"Nein","2003","66 +","(noch) kein Abschluss","","","",""
"Nein","2003","66 +","Hauptschule","2","","",""
"Nein","2003","66 +","Realschule","","","",""
"Nein","2003","66 +","(Fach-)Abitur","","","",""
"Nein","2003","66 +","AkademikerIn","2","","",""
"Ja","2004","17-34","(noch) kein Abschluss","13","","",""
"Ja","2004","17-34","Hauptschule","276","0.632966685666432","0.587034080669807","0.678899290663057"
"Ja","2004","17-34","Realschule","566","0.667520098364421","0.635431718181176","0.699608478547666"
"Ja","2004","17-34","(Fach-)Abitur","302","0.77102628968972","0.731079578471906","0.810973000907533"
"Ja","2004","17-34","AkademikerIn","238","0.722183821772131","0.673635205229048","0.770732438315213"
"Ja","2004","35-65","(noch) kein Abschluss","12","","",""
"Ja","2004","35-65","Hauptschule","898","0.63939592081932","0.614134742405508","0.664657099233133"
"Ja","2004","35-65","Realschule","1213","0.733334803905603","0.712074625801592","0.754594982009613"
"Ja","2004","35-65","(Fach-)Abitur","325","0.718199504062536","0.676908152680955","0.759490855444116"
"Ja","2004","35-65","AkademikerIn","1270","0.766594605136859","0.746215391773041","0.786973818500676"
"Ja","2004","66 +","(noch) kein Abschluss","","","",""
"Ja","2004","66 +","Hauptschule","5","","",""
"Ja","2004","66 +","Realschule","","","",""
"Ja","2004","66 +","(Fach-)Abitur","","","",""
"Ja","2004","66 +","AkademikerIn","2","","",""
"Nein","2004","17-34","(noch) kein Abschluss","4","","",""
"Nein","2004","17-34","Hauptschule","147","0.367033314333568","0.321100709336943","0.412965919330193"
"Nein","2004","17-34","Realschule","262","0.332479901635579","0.300391521452334","0.364568281818824"
"Nein","2004","17-34","(Fach-)Abitur","123","0.22897371031028","0.189026999092467","0.268920421528094"
"Nein","2004","17-34","AkademikerIn","89","0.277816178227869","0.229267561684787","0.326364794770952"
"Nein","2004","35-65","(noch) kein Abschluss","8","","",""
"Nein","2004","35-65","Hauptschule","490","0.36060407918068","0.335342900766867","0.385865257594492"
"Nein","2004","35-65","Realschule","449","0.266665196094397","0.245405017990387","0.287925374198408"
"Nein","2004","35-65","(Fach-)Abitur","131","0.281800495937464","0.240509144555884","0.323091847319045"
"Nein","2004","35-65","AkademikerIn","385","0.233405394863141","0.213026181499324","0.253784608226959"
"Nein","2004","66 +","(noch) kein Abschluss","","","",""
"Nein","2004","66 +","Hauptschule","1","","",""
"Nein","2004","66 +","Realschule","","","",""
"Nein","2004","66 +","(Fach-)Abitur","","","",""
"Nein","2004","66 +","AkademikerIn","3","","",""
"Ja","2005","17-34","(noch) kein Abschluss","8","","",""
"Ja","2005","17-34","Hauptschule","253","0.684800806830287","0.6375889260986","0.732012687561973"
"Ja","2005","17-34","Realschule","535","0.68404370095035","0.651334294498487","0.716753107402213"
"Ja","2005","17-34","(Fach-)Abitur","275","0.678189253669324","0.632060076993083","0.724318430345565"
"Ja","2005","17-34","AkademikerIn","246","0.791247854381409","0.746366643989942","0.836129064772876"
"Ja","2005","35-65","(noch) kein Abschluss","15","","",""
"Ja","2005","35-65","Hauptschule","840","0.654965032306544","0.628871455699848","0.68105860891324"
"Ja","2005","35-65","Realschule","1093","0.720362453108595","0.697975359303907","0.742749546913283"
"Ja","2005","35-65","(Fach-)Abitur","326","0.679731514644431","0.636234168347071","0.723228860941791"
"Ja","2005","35-65","AkademikerIn","1149","0.767757174716396","0.746416543162311","0.789097806270482"
"Ja","2005","66 +","(noch) kein Abschluss","1","","",""
"Ja","2005","66 +","Hauptschule","2","","",""
"Ja","2005","66 +","Realschule","2","","",""
"Ja","2005","66 +","(Fach-)Abitur","","","",""
"Ja","2005","66 +","AkademikerIn","3","","",""
"Nein","2005","17-34","(noch) kein Abschluss","9","","",""
"Nein","2005","17-34","Hauptschule","119","0.315199193169713","0.267987312438027","0.3624110739014"
"Nein","2005","17-34","Realschule","241","0.31595629904965","0.283246892597787","0.348665705501513"
"Nein","2005","17-34","(Fach-)Abitur","119","0.321810746330676","0.275681569654435","0.367939923006917"
"Nein","2005","17-34","AkademikerIn","69","0.208752145618591","0.163870935227124","0.253633356010058"
"Nein","2005","35-65","(noch) kein Abschluss","7","","",""
"Nein","2005","35-65","Hauptschule","435","0.345034967693456","0.31894139108676","0.371128544300152"
"Nein","2005","35-65","Realschule","451","0.279637546891405","0.257250453086717","0.302024640696093"
"Nein","2005","35-65","(Fach-)Abitur","116","0.320268485355569","0.276771139058209","0.363765831652929"
"Nein","2005","35-65","AkademikerIn","355","0.232242825283604","0.210902193729518","0.253583456837689"
"Nein","2005","66 +","(noch) kein Abschluss","","","",""
"Nein","2005","66 +","Hauptschule","2","","",""
"Nein","2005","66 +","Realschule","","","",""
"Nein","2005","66 +","(Fach-)Abitur","","","",""
"Nein","2005","66 +","AkademikerIn","","","",""
"Ja","2006","17-34","(noch) kein Abschluss","6","","",""
"Ja","2006","17-34","Hauptschule","250","0.643731266072245","0.594123721120531","0.693338811023958"
"Ja","2006","17-34","Realschule","573","0.706662981849914","0.674894299904422","0.738431663795406"
"Ja","2006","17-34","(Fach-)Abitur","303","0.7050976835691","0.661642494559386","0.748552872578814"
"Ja","2006","17-34","AkademikerIn","258","0.777145851351728","0.731761257008466","0.82253044569499"
"Ja","2006","35-65","(noch) kein Abschluss","11","","",""
"Ja","2006","35-65","Hauptschule","964","0.674493585231624","0.650233423963959","0.698753746499289"
"Ja","2006","35-65","Realschule","1252","0.724508796213931","0.703547116781078","0.745470475646785"
"Ja","2006","35-65","(Fach-)Abitur","382","0.721954195102665","0.683371176107391","0.76053721409794"
"Ja","2006","35-65","AkademikerIn","1354","0.801123670531933","0.782166125472464","0.820081215591401"
"Ja","2006","66 +","(noch) kein Abschluss","1","","",""
"Ja","2006","66 +","Hauptschule","6","","",""
"Ja","2006","66 +","Realschule","3","","",""
"Ja","2006","66 +","(Fach-)Abitur","","","",""
"Ja","2006","66 +","AkademikerIn","3","","",""
"Nein","2006","17-34","(noch) kein Abschluss","10","","",""
"Nein","2006","17-34","Hauptschule","108","0.356268733927755","0.306661188976042","0.405876278879469"
"Nein","2006","17-34","Realschule","216","0.293337018150086","0.261568336204594","0.325105700095577"
"Nein","2006","17-34","(Fach-)Abitur","120","0.2949023164309","0.251447127421186","0.338357505440614"
"Nein","2006","17-34","AkademikerIn","65","0.222854148648272","0.17746955430501","0.268238742991534"
"Nein","2006","35-65","(noch) kein Abschluss","5","","",""
"Nein","2006","35-65","Hauptschule","469","0.325506414768376","0.301246253500711","0.349766576036041"
"Nein","2006","35-65","Realschule","493","0.275491203786069","0.254529524353215","0.296452883218922"
"Nein","2006","35-65","(Fach-)Abitur","136","0.278045804897335","0.23946278590206","0.316628823892609"
"Nein","2006","35-65","AkademikerIn","349","0.198876329468067","0.179918784408599","0.217833874527536"
"Nein","2006","66 +","(noch) kein Abschluss","","","",""
"Nein","2006","66 +","Hauptschule","3","","",""
"Nein","2006","66 +","Realschule","1","","",""
"Nein","2006","66 +","(Fach-)Abitur","","","",""
"Nein","2006","66 +","AkademikerIn","4","","",""
"Ja","2007","17-34","(noch) kein Abschluss","6","","",""
"Ja","2007","17-34","Hauptschule","218","0.660396876264763","0.60930175144639","0.711492001083135"
"Ja","2007","17-34","Realschule","495","0.721762157959167","0.688104825907538","0.755419490010796"
"Ja","2007","17-34","(Fach-)Abitur","296","0.807448099675547","0.768414709711363","0.84648148963973"
"Ja","2007","17-34","AkademikerIn","278","0.86262466461418","0.825313437438843","0.899935891789516"
"Ja","2007","35-65","(noch) kein Abschluss","8","","",""
"Ja","2007","35-65","Hauptschule","908","0.711644124732625","0.686769346735704","0.736518902729546"
"Ja","2007","35-65","Realschule","1242","0.744621073955715","0.723793569444186","0.765448578467244"
"Ja","2007","35-65","(Fach-)Abitur","374","0.756855859149828","0.718911620953497","0.794800097346158"
"Ja","2007","35-65","AkademikerIn","1229","0.770663527388279","0.750038211217292","0.791288843559266"
"Ja","2007","66 +","(noch) kein Abschluss","","","",""
"Ja","2007","66 +","Hauptschule","6","","",""
"Ja","2007","66 +","Realschule","2","","",""
"Ja","2007","66 +","(Fach-)Abitur","1","","",""
"Ja","2007","66 +","AkademikerIn","6","","",""
"Nein","2007","17-34","(noch) kein Abschluss","11","","",""
"Nein","2007","17-34","Hauptschule","112","0.339603123735237","0.288507998916865","0.390698248553609"
"Nein","2007","17-34","Realschule","186","0.278237842040833","0.244580509989204","0.311895174092462"
"Nein","2007","17-34","(Fach-)Abitur","96","0.192551900324453","0.15351851036027","0.231585290288637"
"Nein","2007","17-34","AkademikerIn","49","0.13737533538582","0.100064108210484","0.174686562561157"
"Nein","2007","35-65","(noch) kein Abschluss","3","","",""
"Nein","2007","35-65","Hauptschule","366","0.288355875267375","0.263481097270454","0.313230653264295"
"Nein","2007","35-65","Realschule","442","0.255378926044285","0.234551421532756","0.276206430555814"
"Nein","2007","35-65","(Fach-)Abitur","117","0.243144140850172","0.205199902653842","0.281088379046503"
"Nein","2007","35-65","AkademikerIn","367","0.229336472611721","0.208711156440734","0.249961788782708"
"Nein","2007","66 +","(noch) kein Abschluss","","","",""
"Nein","2007","66 +","Hauptschule","2","","",""
"Nein","2007","66 +","Realschule","2","","",""
"Nein","2007","66 +","(Fach-)Abitur","1","","",""
"Nein","2007","66 +","AkademikerIn","3","","",""
"Ja","2008","17-34","(noch) kein Abschluss","11","","",""
"Ja","2008","17-34","Hauptschule","219","0.69597523922554","0.645015488559688","0.746934989891392"
"Ja","2008","17-34","Realschule","502","0.734334225074861","0.70130606263727","0.767362387512453"
"Ja","2008","17-34","(Fach-)Abitur","251","0.714450333288901","0.667531204172434","0.761369462405367"
"Ja","2008","17-34","AkademikerIn","263","0.8016376505269","0.758416841719441","0.844858459334358"
"Ja","2008","35-65","(noch) kein Abschluss","8","","",""
"Ja","2008","35-65","Hauptschule","833","0.67559674997622","0.649633847265436","0.701559652687003"
"Ja","2008","35-65","Realschule","1212","0.717046117808034","0.695551886281482","0.738540349334586"
"Ja","2008","35-65","(Fach-)Abitur","371","0.748350614115865","0.710236667900312","0.786464560331417"
"Ja","2008","35-65","AkademikerIn","1186","0.771672596039558","0.750612207338948","0.792732984740168"
"Ja","2008","66 +","(noch) kein Abschluss","","","",""
"Ja","2008","66 +","Hauptschule","6","","",""
"Ja","2008","66 +","Realschule","1","","",""
"Ja","2008","66 +","(Fach-)Abitur","1","","",""
"Ja","2008","66 +","AkademikerIn","3","","",""
"Nein","2008","17-34","(noch) kein Abschluss","10","","",""
"Nein","2008","17-34","Hauptschule","94","0.30402476077446","0.253065010108608","0.354984511440312"
"Nein","2008","17-34","Realschule","185","0.265665774925139","0.232637612487548","0.29869393736273"
"Nein","2008","17-34","(Fach-)Abitur","105","0.2855496667111","0.238630537594633","0.332468795827566"
"Nein","2008","17-34","AkademikerIn","64","0.1983623494731","0.155141540665642","0.241583158280559"
"Nein","2008","35-65","(noch) kein Abschluss","4","","",""
"Nein","2008","35-65","Hauptschule","416","0.32440325002378","0.298440347312997","0.350366152734564"
"Nein","2008","35-65","Realschule","475","0.282953882191966","0.261459650665414","0.304448113718518"
"Nein","2008","35-65","(Fach-)Abitur","127","0.251649385884135","0.213535439668583","0.289763332099688"
"Nein","2008","35-65","AkademikerIn","340","0.228327403960442","0.207267015259832","0.249387792661052"
"Nein","2008","66 +","(noch) kein Abschluss","","","",""
"Nein","2008","66 +","Hauptschule","6","","",""
"Nein","2008","66 +","Realschule","1","","",""
"Nein","2008","66 +","(Fach-)Abitur","","","",""
"Nein","2008","66 +","AkademikerIn","","","",""
"Ja","2009","17-34","(noch) kein Abschluss","8","","",""
"Ja","2009","17-34","Hauptschule","167","0.710623855055429","0.654746082585053","0.766501627525805"
"Ja","2009","17-34","Realschule","393","0.653298460272418","0.614296738563571","0.692300181981265"
"Ja","2009","17-34","(Fach-)Abitur","230","0.740736846395926","0.693739078575062","0.78773461421679"
"Ja","2009","17-34","AkademikerIn","261","0.773656630723151","0.728300893662489","0.819012367783812"
"Ja","2009","35-65","(noch) kein Abschluss","7","","",""
"Ja","2009","35-65","Hauptschule","669","0.63055735896616","0.601363651569106","0.659751066363213"
"Ja","2009","35-65","Realschule","1052","0.709638787505982","0.686743421498145","0.73253415351382"
"Ja","2009","35-65","(Fach-)Abitur","328","0.759997252554237","0.72022681714245","0.799767687966023"
"Ja","2009","35-65","AkademikerIn","1065","0.77938643010526","0.757508759512239","0.801264100698281"
"Ja","2009","66 +","(noch) kein Abschluss","","","",""
"Ja","2009","66 +","Hauptschule","6","","",""
"Ja","2009","66 +","Realschule","3","","",""
"Ja","2009","66 +","(Fach-)Abitur","","","",""
"Ja","2009","66 +","AkademikerIn","7","","",""
"Nein","2009","17-34","(noch) kein Abschluss","6","","",""
"Nein","2009","17-34","Hauptschule","86","0.289376144944571","0.233498372474195","0.345253917414948"
"Nein","2009","17-34","Realschule","179","0.346701539727582","0.307699818018735","0.385703261436429"
"Nein","2009","17-34","(Fach-)Abitur","104","0.259263153604074","0.21226538578321","0.306260921424938"
"Nein","2009","17-34","AkademikerIn","66","0.226343369276849","0.180987632216187","0.271699106337511"
"Nein","2009","35-65","(noch) kein Abschluss","4","","",""
"Nein","2009","35-65","Hauptschule","381","0.36944264103384","0.340248933636787","0.398636348430894"
"Nein","2009","35-65","Realschule","458","0.290361212494018","0.26746584648618","0.313256578501855"
"Nein","2009","35-65","(Fach-)Abitur","115","0.240002747445763","0.200232312033977","0.27977318285755"
"Nein","2009","35-65","AkademikerIn","315","0.22061356989474","0.198735899301719","0.242491240487761"
"Nein","2009","66 +","(noch) kein Abschluss","","","",""
"Nein","2009","66 +","Hauptschule","2","","",""
"Nein","2009","66 +","Realschule","2","","",""
"Nein","2009","66 +","(Fach-)Abitur","","","",""
"Nein","2009","66 +","AkademikerIn","1","","",""
"Ja","2010","17-34","(noch) kein Abschluss","15","","",""
"Ja","2010","17-34","Hauptschule","275","0.654152835018044","0.608985442952757","0.699320227083331"
"Ja","2010","17-34","Realschule","588","0.646508787824944","0.614483891256488","0.678533684393401"
"Ja","2010","17-34","(Fach-)Abitur","286","0.677599195108476","0.633267059512324","0.721931330704629"
"Ja","2010","17-34","AkademikerIn","370","0.773928130580178","0.736031661836925","0.811824599323431"
"Ja","2010","35-65","(noch) kein Abschluss","18","","",""
"Ja","2010","35-65","Hauptschule","839","0.602000920074503","0.576147337504218","0.627854502644787"
"Ja","2010","35-65","Realschule","1369","0.670437750561969","0.64999994803614","0.690875553087797"
"Ja","2010","35-65","(Fach-)Abitur","521","0.724645248129127","0.691741871071129","0.757548625187126"
"Ja","2010","35-65","AkademikerIn","1389","0.761130507244987","0.741695283540826","0.780565730949147"
"Ja","2010","66 +","(noch) kein Abschluss","","","",""
"Ja","2010","66 +","Hauptschule","8","","",""
"Ja","2010","66 +","Realschule","2","","",""
"Ja","2010","66 +","(Fach-)Abitur","1","","",""
"Ja","2010","66 +","AkademikerIn","7","","",""
"Nein","2010","17-34","(noch) kein Abschluss","9","","",""
"Nein","2010","17-34","Hauptschule","151","0.345847164981956","0.300679772916669","0.391014557047243"
"Nein","2010","17-34","Realschule","268","0.353491212175056","0.321466315606599","0.385516108743512"
"Nein","2010","17-34","(Fach-)Abitur","141","0.322400804891524","0.278068669295371","0.366732940487676"
"Nein","2010","17-34","AkademikerIn","98","0.226071869419822","0.188175400676569","0.263968338163075"
"Nein","2010","35-65","(noch) kein Abschluss","10","","",""
"Nein","2010","35-65","Hauptschule","538","0.397999079925497","0.372145497355213","0.423852662495782"
"Nein","2010","35-65","Realschule","663","0.329562249438031","0.309124446912203","0.35000005196386"
"Nein","2010","35-65","(Fach-)Abitur","187","0.275354751870873","0.242451374812874","0.308258128928871"
"Nein","2010","35-65","AkademikerIn","460","0.238869492755013","0.219434269050853","0.258304716459174"
"Nein","2010","66 +","(noch) kein Abschluss","","","",""
"Nein","2010","66 +","Hauptschule","5","","",""
"Nein","2010","66 +","Realschule","3","","",""
"Nein","2010","66 +","(Fach-)Abitur","1","","",""
"Nein","2010","66 +","AkademikerIn","1","","",""
"Ja","2011","17-34","(noch) kein Abschluss","21","","",""
"Ja","2011","17-34","Hauptschule","308","0.68096734501178","0.637902533933506","0.724032156090054"
"Ja","2011","17-34","Realschule","669","0.751492451137045","0.723383976989141","0.779600925284948"
"Ja","2011","17-34","(Fach-)Abitur","358","0.763235999734889","0.725087614526131","0.801384384943646"
"Ja","2011","17-34","AkademikerIn","415","0.807376326093626","0.773116745956758","0.841635906230495"
"Ja","2011","35-65","(noch) kein Abschluss","41","0.808730245083612","0.701831793993363","0.91562869617386"
"Ja","2011","35-65","Hauptschule","1158","0.659626990662947","0.637109359542501","0.682144621783392"
"Ja","2011","35-65","Realschule","1876","0.752113069865845","0.73542272020755","0.76880341952414"
"Ja","2011","35-65","(Fach-)Abitur","685","0.750912234270887","0.72267276800508","0.779151700536695"
"Ja","2011","35-65","AkademikerIn","1764","0.784455387879578","0.767483602594486","0.801427173164671"
"Ja","2011","66 +","(noch) kein Abschluss","","","",""
"Ja","2011","66 +","Hauptschule","6","","",""
"Ja","2011","66 +","Realschule","2","","",""
"Ja","2011","66 +","(Fach-)Abitur","","","",""
"Ja","2011","66 +","AkademikerIn","6","","",""
"Nein","2011","17-34","(noch) kein Abschluss","10","","",""
"Nein","2011","17-34","Hauptschule","142","0.31903265498822","0.275967843909946","0.362097466066494"
"Nein","2011","17-34","Realschule","239","0.248507548862955","0.220399074715052","0.276616023010859"
"Nein","2011","17-34","(Fach-)Abitur","119","0.236764000265111","0.198615615056354","0.274912385473869"
"Nein","2011","17-34","AkademikerIn","94","0.192623673906374","0.158364093769505","0.226883254043243"
"Nein","2011","35-65","(noch) kein Abschluss","11","","",""
"Nein","2011","35-65","Hauptschule","543","0.340373009337053","0.317855378216608","0.362890640457499"
"Nein","2011","35-65","Realschule","695","0.247886930134155","0.23119658047586","0.26457727979245"
"Nein","2011","35-65","(Fach-)Abitur","216","0.249087765729112","0.220848299463305","0.27732723199492"
"Nein","2011","35-65","AkademikerIn","491","0.215544612120422","0.198572826835329","0.232516397405514"
"Nein","2011","66 +","(noch) kein Abschluss","","","",""
"Nein","2011","66 +","Hauptschule","5","","",""
"Nein","2011","66 +","Realschule","3","","",""
"Nein","2011","66 +","(Fach-)Abitur","","","",""
"Nein","2011","66 +","AkademikerIn","4","","",""
"Ja","2012","17-34","(noch) kein Abschluss","29","","",""
"Ja","2012","17-34","Hauptschule","310","0.676613733445498","0.633005534846096","0.7202219320449"
"Ja","2012","17-34","Realschule","610","0.747787504814664","0.718295928118416","0.777279081510913"
"Ja","2012","17-34","(Fach-)Abitur","352","0.752830307389604","0.713832039514996","0.791828575264212"
"Ja","2012","17-34","AkademikerIn","393","0.780566840462027","0.744327072753838","0.816806608170216"
"Ja","2012","35-65","(noch) kein Abschluss","33","0.675476384976677","0.558934917045093","0.792017852908261"
"Ja","2012","35-65","Hauptschule","1141","0.632550528336931","0.610039695444986","0.655061361228876"
"Ja","2012","35-65","Realschule","1880","0.70367386280894","0.686443365662857","0.720904359955024"
"Ja","2012","35-65","(Fach-)Abitur","756","0.748050663349479","0.721170225035033","0.774931101663926"
"Ja","2012","35-65","AkademikerIn","1761","0.781602726768845","0.76469198326199","0.798513470275701"
"Ja","2012","66 +","(noch) kein Abschluss","","","",""
"Ja","2012","66 +","Hauptschule","12","","",""
"Ja","2012","66 +","Realschule","5","","",""
"Ja","2012","66 +","(Fach-)Abitur","","","",""
"Ja","2012","66 +","AkademikerIn","4","","",""
"Nein","2012","17-34","(noch) kein Abschluss","12","","",""
"Nein","2012","17-34","Hauptschule","132","0.323386266554502","0.2797780679551","0.366994465153904"
"Nein","2012","17-34","Realschule","223","0.252212495185335","0.222720918489087","0.281704071881583"
"Nein","2012","17-34","(Fach-)Abitur","118","0.247169692610396","0.208171424735788","0.286167960485003"
"Nein","2012","17-34","AkademikerIn","108","0.219433159537973","0.183193391829784","0.255672927246162"
"Nein","2012","35-65","(noch) kein Abschluss","29","","",""
"Nein","2012","35-65","Hauptschule","621","0.367449471663069","0.344938638771124","0.389960304555014"
"Nein","2012","35-65","Realschule","818","0.296326137191059","0.279095640044976","0.313556634337143"
"Nein","2012","35-65","(Fach-)Abitur","246","0.251949336650521","0.225068898336074","0.278829774964967"
"Nein","2012","35-65","AkademikerIn","532","0.218397273231155","0.201486529724299","0.23530801673801"
"Nein","2012","66 +","(noch) kein Abschluss","","","",""
"Nein","2012","66 +","Hauptschule","11","","",""
"Nein","2012","66 +","Realschule","7","","",""
"Nein","2012","66 +","(Fach-)Abitur","1","","",""
"Nein","2012","66 +","AkademikerIn","5","","",""
"Ja","2013","17-34","(noch) kein Abschluss","41","0.685752153324683","0.568291554373356","0.803212752276011"
"Ja","2013","17-34","Hauptschule","400","0.691853062703404","0.653746971660893","0.729959153745915"
"Ja","2013","17-34","Realschule","643","0.707625903944329","0.677809817491058","0.7374419903976"
"Ja","2013","17-34","(Fach-)Abitur","416","0.724556691782492","0.687687735971506","0.761425647593479"
"Ja","2013","17-34","AkademikerIn","463","0.743732051256444","0.708915558763977","0.778548543748911"
"Ja","2013","35-65","(noch) kein Abschluss","48","0.639071039147698","0.531798598308828","0.746343479986567"
"Ja","2013","35-65","Hauptschule","1266","0.668310927279203","0.647067870783081","0.689553983775325"
"Ja","2013","35-65","Realschule","1823","0.720197912192097","0.702705921610418","0.737689902773775"
"Ja","2013","35-65","(Fach-)Abitur","880","0.764712861803342","0.74065293960251","0.788772784004175"
"Ja","2013","35-65","AkademikerIn","1822","0.777841716288283","0.761123376206079","0.794560056370488"
"Ja","2013","66 +","(noch) kein Abschluss","","","",""
"Ja","2013","66 +","Hauptschule","9","","",""
"Ja","2013","66 +","Realschule","2","","",""
"Ja","2013","66 +","(Fach-)Abitur","","","",""
"Ja","2013","66 +","AkademikerIn","5","","",""
"Nein","2013","17-34","(noch) kein Abschluss","19","","",""
"Nein","2013","17-34","Hauptschule","164","0.308146937296596","0.270040846254085","0.346253028339107"
"Nein","2013","17-34","Realschule","251","0.292374096055671","0.2625580096024","0.322190182508942"
"Nein","2013","17-34","(Fach-)Abitur","148","0.275443308217508","0.238574352406521","0.312312264028494"
"Nein","2013","17-34","AkademikerIn","141","0.256267948743556","0.221451456251089","0.291084441236023"
"Nein","2013","35-65","(noch) kein Abschluss","29","","",""
"Nein","2013","35-65","Hauptschule","621","0.331689072720797","0.310446016224675","0.352932129216919"
"Nein","2013","35-65","Realschule","707","0.279802087807903","0.262310097226226","0.297294078389581"
"Nein","2013","35-65","(Fach-)Abitur","314","0.235287138196658","0.211227215995825","0.25934706039749"
"Nein","2013","35-65","AkademikerIn","553","0.222158283711717","0.205439943629512","0.238876623793921"
"Nein","2013","66 +","(noch) kein Abschluss","","","",""
"Nein","2013","66 +","Hauptschule","9","","",""
"Nein","2013","66 +","Realschule","1","","",""
"Nein","2013","66 +","(Fach-)Abitur","3","","",""
"Nein","2013","66 +","AkademikerIn","2","","",""
"Ja","2014","17-34","(noch) kein Abschluss","28","","",""
"Ja","2014","17-34","Hauptschule","329","0.672468171892281","0.629903207709297","0.715033136075266"
"Ja","2014","17-34","Realschule","549","0.7508923700604","0.719794113315666","0.781990626805134"
"Ja","2014","17-34","(Fach-)Abitur","367","0.729448813686027","0.691006320955545","0.76789130641651"
"Ja","2014","17-34","AkademikerIn","420","0.777770676550272","0.742834521535676","0.812706831564869"
"Ja","2014","35-65","(noch) kein Abschluss","38","0.75314881316894","0.64582150080902","0.860476125528861"
"Ja","2014","35-65","Hauptschule","1106","0.660187980345674","0.637327205939748","0.683048754751601"
"Ja","2014","35-65","Realschule","1660","0.71218110789547","0.693844900238971","0.73051731555197"
"Ja","2014","35-65","(Fach-)Abitur","828","0.762263762572376","0.737265730252876","0.787261794891876"
"Ja","2014","35-65","AkademikerIn","1666","0.782669620685834","0.765497945278963","0.799841296092705"
"Ja","2014","66 +","(noch) kein Abschluss","","","",""
"Ja","2014","66 +","Hauptschule","13","","",""
"Ja","2014","66 +","Realschule","4","","",""
"Ja","2014","66 +","(Fach-)Abitur","","","",""
"Ja","2014","66 +","AkademikerIn","3","","",""
"Nein","2014","17-34","(noch) kein Abschluss","6","","",""
"Nein","2014","17-34","Hauptschule","138","0.327531828107719","0.284966863924734","0.370096792290703"
"Nein","2014","17-34","Realschule","194","0.2491076299396","0.218009373194866","0.280205886684334"
"Nein","2014","17-34","(Fach-)Abitur","146","0.270551186313973","0.23210869358349","0.308993679044455"
"Nein","2014","17-34","AkademikerIn","124","0.222229323449728","0.187293168435131","0.257165478464324"
"Nein","2014","35-65","(noch) kein Abschluss","24","","",""
"Nein","2014","35-65","Hauptschule","543","0.339812019654326","0.316951245248399","0.362672794060252"
"Nein","2014","35-65","Realschule","682","0.28781889210453","0.26948268444803","0.306155099761029"
"Nein","2014","35-65","(Fach-)Abitur","286","0.237736237427624","0.212738205108124","0.262734269747124"
"Nein","2014","35-65","AkademikerIn","550","0.217330379314166","0.200158703907295","0.234502054721037"
"Nein","2014","66 +","(noch) kein Abschluss","","","",""
"Nein","2014","66 +","Hauptschule","14","","",""
"Nein","2014","66 +","Realschule","3","","",""
"Nein","2014","66 +","(Fach-)Abitur","","","",""
"Nein","2014","66 +","AkademikerIn","7","","",""
"Ja","2015","17-34","(noch) kein Abschluss","16","","",""
"Ja","2015","17-34","Hauptschule","295","0.722495813489606","0.67972382116087","0.765267805818343"
"Ja","2015","17-34","Realschule","502","0.764047353980082","0.731968922631822","0.796125785328343"
