year,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,East,4 rooms,0.18448,783,3360,0.17136,0.19759
2014,East,5 rooms,0.08653,387,3360,0.07702,0.09603
2014,East,6 rooms,0.03878,199,3360,0.03225,0.04531
2014,East,7 rooms,0.01562,76,3360,0.01143,0.01982
2014,East,8 rooms,0.00903,35,3360,0.00583,0.01223
2015,West,1 room,0.03597,349,12482,0.03270,0.03923
2015,West,2 rooms,0.17754,1709,12482,0.17083,0.18424
2015,West,3 rooms,0.29146,3582,12482,0.28348,0.29943
2015,West,4 rooms,0.19124,2478,12482,0.18434,0.19814
2015,West,5 rooms,0.14384,1918,12482,0.13769,0.15000
2015,West,6 rooms,0.08422,1248,12482,0.07935,0.08909
2015,West,7 rooms,0.04295,641,12482,0.03939,0.04651
2015,West,8 rooms,0.01877,307,12482,0.01639,0.02115
2015,West,9 rooms,0.00842,147,12482,0.00681,0.01002
2015,West,10 or more rooms,0.00560,103,12482,0.00429,0.00691
2015,East,1 room,0.04770,106,3229,0.04035,0.05505
2015,East,2 rooms,0.27015,568,3229,0.25483,0.28547
2015,East,3 rooms,0.35543,1185,3229,0.33892,0.37194
2015,East,4 rooms,0.17644,737,3229,0.16329,0.18960
2015,East,5 rooms,0.07819,358,3229,0.06892,0.08745
2015,East,6 rooms,0.04524,205,3229,0.03807,0.05241
2015,East,7 rooms,0.01382,70,3229,0.00980,0.01785
2016,West,1 room,0.03670,476,12940,0.03346,0.03994
2016,West,2 rooms,0.17665,1890,12940,0.17008,0.18322
2016,West,3 rooms,0.29001,3788,12940,0.28219,0.29783
2016,West,4 rooms,0.18989,2598,12940,0.18314,0.19665
2016,West,5 rooms,0.14139,1841,12940,0.13539,0.14739
2016,West,6 rooms,0.08591,1200,12940,0.08108,0.09074
2016,West,7 rooms,0.04367,617,12940,0.04015,0.04719
2016,West,8 rooms,0.02160,300,12940,0.01910,0.02411
2016,West,9 rooms,0.00699,122,12940,0.00556,0.00843
2016,West,10 or more rooms,0.00713,108,12940,0.00568,0.00859
2016,East,1 room,0.05010,127,3445,0.04281,0.05738
2016,East,2 rooms,0.25543,605,3445,0.24086,0.26999
2016,East,3 rooms,0.34573,1250,3445,0.32985,0.36162
2016,East,4 rooms,0.17959,782,3445,0.16677,0.19240
2016,East,5 rooms,0.09465,378,3445,0.08487,0.10442
2016,East,6 rooms,0.04507,192,3445,0.03814,0.05200
2016,East,7 rooms,0.01698,76,3445,0.01267,0.02130
2016,East,8 rooms,0.01003,35,3445,0.00670,0.01335
2017,West,1 room,0.03943,528,14473,0.03626,0.04260
2017,West,2 rooms,0.17660,2112,14473,0.17039,0.18282
2017,West,3 rooms,0.28835,4156,14473,0.28097,0.29573
2017,West,4 rooms,0.18917,2953,14473,0.18279,0.19555
2017,West,5 rooms,0.14362,2084,14473,0.13791,0.14934
2017,West,6 rooms,0.08565,1332,14473,0.08109,0.09021
2017,West,7 rooms,0.04327,703,14473,0.03995,0.04658
2017,West,8 rooms,0.01978,341,14473,0.01751,0.02205
2017,West,9 rooms,0.00643,141,14473,0.00513,0.00773
2017,West,10 or more rooms,0.00768,123,14473,0.00626,0.00910
2017,East,1 room,0.05436,159,3784,0.04713,0.06158
2017,East,2 rooms,0.25118,632,3784,0.23736,0.26500
2017,East,3 rooms,0.33801,1327,3784,0.32293,0.35308
2017,East,4 rooms,0.17828,884,3784,0.16608,0.19048
2017,East,5 rooms,0.10514,448,3784,0.09537,0.11492
2017,East,6 rooms,0.04903,225,3784,0.04215,0.05591
2017,East,7 rooms,0.01392,76,3784,0.01018,0.01765
2017,East,8 rooms,0.00743,33,3784,0.00469,0.01016
2018,West,1 room,0.04081,565,14093,0.03755,0.04408
2018,West,2 rooms,0.18091,2189,14093,0.17455,0.18727
2018,West,3 rooms,0.27663,3965,14093,0.26925,0.28402
2018,West,4 rooms,0.19530,2940,14093,0.18876,0.20185
2018,West,5 rooms,0.13965,1971,14093,0.13393,0.14538
2018,West,6 rooms,0.09041,1253,14093,0.08568,0.09514
2018,West,7 rooms,0.04297,649,14093,0.03962,0.04632
2018,West,8 rooms,0.01747,299,14093,0.01531,0.01964
2018,West,9 rooms,0.00793,138,14093,0.00647,0.00940
2018,West,10 or more rooms,0.00787,124,14093,0.00642,0.00933
2018,East,1 room,0.05364,183,3757,0.04644,0.06085
2018,East,2 rooms,0.24945,651,3757,0.23561,0.26329
2018,East,3 rooms,0.34183,1322,3757,0.32666,0.35700
2018,East,4 rooms,0.17368,838,3757,0.16156,0.18579
2018,East,5 rooms,0.10677,426,3757,0.09690,0.11665
2018,East,6 rooms,0.04321,216,3757,0.03671,0.04971
2018,East,7 rooms,0.01848,82,3757,0.01417,0.02278
2018,East,8 rooms,0.00969,39,3757,0.00656,0.01282
2019,West,1 room,0.03755,528,14456,0.03445,0.04065
2019,West,2 rooms,0.18193,2076,14456,0.17565,0.18822
2019,West,3 rooms,0.27875,3813,14456,0.27144,0.28606
2019,West,4 rooms,0.18853,2900,14456,0.18216,0.19491
2019,West,5 rooms,0.14476,2160,14456,0.13902,0.15049
2019,West,6 rooms,0.08809,1404,14456,0.08347,0.09271
2019,West,7 rooms,0.04559,792,14456,0.04219,0.04899
2019,West,8 rooms,0.01952,405,14456,0.01727,0.02178
2019,West,9 rooms,0.00818,189,14456,0.00671,0.00965
2019,West,10 or more rooms,0.00708,189,14456,0.00571,0.00844
2019,East,1 room,0.04199,129,3885,0.03568,0.04830
2019,East,2 rooms,0.25497,630,3885,0.24126,0.26868
2019,East,3 rooms,0.33320,1263,3885,0.31837,0.34802
2019,East,4 rooms,0.18666,911,3885,0.17440,0.19891
2019,East,5 rooms,0.10463,487,3885,0.09500,0.11426
2019,East,6 rooms,0.04612,272,3885,0.03953,0.05272
2019,East,7 rooms,0.01700,102,3885,0.01293,0.02106
2019,East,8 rooms,0.01154,60,3885,0.00818,0.01490
2019,East,10 or more rooms,0.00161,31,3885,0.00035,0.00288
2020,West,1 room,0.03514,886,15486,0.03224,0.03804
2020,West,2 rooms,0.18031,2724,15486,0.17425,0.18636
2020,West,3 rooms,0.26665,4311,15486,0.25968,0.27361
2020,West,4 rooms,0.19095,2883,15486,0.18476,0.19714
2020,West,5 rooms,0.14511,1960,15486,0.13956,0.15065
2020,West,6 rooms,0.09521,1305,15486,0.09059,0.09983
2020,West,7 rooms,0.04537,691,15486,0.04210,0.04865
2020,West,8 rooms,0.02359,401,15486,0.02119,0.02598
2020,West,9 rooms,0.00899,159,15486,0.00751,0.01048
2020,West,10 or more rooms,0.00869,166,15486,0.00723,0.01015
2020,East,1 room,0.04134,178,3800,0.03501,0.04767
2020,East,2 rooms,0.24097,678,3800,0.22737,0.25457
2020,East,3 rooms,0.33713,1277,3800,0.32210,0.35216
2020,East,4 rooms,0.18722,842,3800,0.17482,0.19963
2020,East,5 rooms,0.09486,415,3800,0.08554,0.10418
2020,East,6 rooms,0.06260,251,3800,0.05490,0.07031
2020,East,7 rooms,0.01961,95,3800,0.01520,0.02402
2020,East,8 rooms,0.01178,64,3800,0.00835,0.01521
2021,West,1 room,0.03673,460,9976,0.03304,0.04042
2021,West,2 rooms,0.18486,1589,9976,0.17724,0.19248
2021,West,3 rooms,0.27873,2692,9976,0.26993,0.28753
2021,West,4 rooms,0.18267,1896,9976,0.17509,0.19025
2021,West,5 rooms,0.14262,1378,9976,0.13576,0.14949
2021,West,6 rooms,0.09019,936,9976,0.08457,0.09581
2021,West,7 rooms,0.04338,495,9976,0.03939,0.04738
2021,West,8 rooms,0.02298,289,9976,0.02004,0.02592
2021,West,9 rooms,0.00992,130,9976,0.00798,0.01187
2021,West,10 or more rooms,0.00778,111,9976,0.00606,0.00950
2021,East,1 room,0.04353,116,2560,0.03562,0.05143
2021,East,2 rooms,0.22922,446,2560,0.21294,0.24551
2021,East,3 rooms,0.31877,812,2560,0.30071,0.33682
2021,East,4 rooms,0.19357,596,2560,0.17826,0.20888
2021,East,5 rooms,0.11078,298,2560,0.09862,0.12294
2021,East,6 rooms,0.06569,182,2560,0.05609,0.07529
2021,East,7 rooms,0.01880,69,2560,0.01353,0.02406
2021,East,8 rooms,0.01513,41,2560,0.01040,0.01986
2022,West,1 room,0.03868,949,16051,0.03569,0.04166
2022,West,2 rooms,0.16966,2768,16051,0.16386,0.17547
2022,West,3 rooms,0.28450,4244,16051,0.27752,0.29148
2022,West,4 rooms,0.19198,2938,16051,0.18589,0.19807
2022,West,5 rooms,0.14120,2131,16051,0.13582,0.14659
2022,West,6 rooms,0.08668,1394,16051,0.08233,0.09103
2022,West,7 rooms,0.04583,803,16051,0.04259,0.04906
2022,West,8 rooms,0.02176,432,16051,0.01950,0.02401
2022,West,9 rooms,0.00875,192,16051,0.00731,0.01019
2022,West,10 or more rooms,0.00932,200,16051,0.00783,0.01080
2022,East,1 room,0.04761,244,4345,0.04128,0.05394
2022,East,2 rooms,0.22771,794,4345,0.21524,0.24018
2022,East,3 rooms,0.31755,1332,4345,0.30370,0.33139
2022,East,4 rooms,0.20628,984,4345,0.19425,0.21832
2022,East,5 rooms,0.11011,532,4345,0.10080,0.11942
2022,East,6 rooms,0.05693,259,4345,0.05004,0.06382
2022,East,7 rooms,0.01823,122,4345,0.01425,0.02221
2022,East,8 rooms,0.01141,78,4345,0.00825,0.01456
