year,hhtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Couple without children,East,2 rooms,0.25164,143,514,0.21409,0.28919
1997,Couple without children,East,3 rooms,0.45865,244,514,0.41553,0.50177
1997,Couple without children,East,4 rooms,0.16842,94,514,0.13603,0.20080
1997,Couple without children,East,5 rooms,0.05964,33,514,0.03915,0.08014
1997,Single parent,West,2 rooms,0.16519,44,237,0.11781,0.21257
1997,Single parent,West,3 rooms,0.36315,109,237,0.30179,0.42450
1997,Single parent,West,4 rooms,0.16775,51,237,0.12008,0.21542
1997,Single parent,West,5 rooms,0.13010,33,237,0.08718,0.17302
1997,Single parent,East,3 rooms,0.56724,64,64,0.44489,0.68959
1997,Couple with children,West,2 rooms,0.03514,95,1833,0.02671,0.04357
1997,Couple with children,West,3 rooms,0.26663,618,1833,0.24638,0.28688
1997,Couple with children,West,4 rooms,0.25450,491,1833,0.23455,0.27444
1997,Couple with children,West,5 rooms,0.20078,298,1833,0.18244,0.21912
1997,Couple with children,West,6 rooms,0.11941,181,1833,0.10456,0.13426
1997,Couple with children,West,7 rooms,0.07522,100,1833,0.06314,0.08730
1997,Couple with children,West,8 rooms,0.02986,50,1833,0.02206,0.03765
1997,Couple with children,East,2 rooms,0.05101,34,698,0.03468,0.06734
1997,Couple with children,East,3 rooms,0.41412,277,698,0.37755,0.45069
1997,Couple with children,East,4 rooms,0.29151,221,698,0.25777,0.32525
1997,Couple with children,East,5 rooms,0.14618,113,698,0.11995,0.17241
1997,Couple with children,East,6 rooms,0.06197,53,698,0.04407,0.07986
1998,Single-person household,West,1 room,0.10660,156,1290,0.08975,0.12345
1998,Single-person household,West,2 rooms,0.41919,560,1290,0.39225,0.44613
1998,Single-person household,West,3 rooms,0.29001,356,1290,0.26524,0.31479
1998,Single-person household,West,4 rooms,0.11811,145,1290,0.10049,0.13573
1998,Single-person household,West,5 rooms,0.03549,42,1290,0.02539,0.04559
1998,Single-person household,West,6 rooms,0.02151,31,1290,0.01359,0.02943
1998,Single-person household,East,1 room,0.15838,69,362,0.12072,0.19604
1998,Single-person household,East,2 rooms,0.49836,190,362,0.44678,0.54994
1998,Single-person household,East,3 rooms,0.24469,103,362,0.20035,0.28904
1998,Couple without children,West,2 rooms,0.15403,294,1513,0.13583,0.17222
1998,Couple without children,West,3 rooms,0.35050,562,1513,0.32645,0.37455
1998,Couple without children,West,4 rooms,0.24725,376,1513,0.22550,0.26899
1998,Couple without children,West,5 rooms,0.12361,169,1513,0.10702,0.14020
1998,Couple without children,West,6 rooms,0.07556,112,1513,0.06224,0.08888
1998,Couple without children,East,2 rooms,0.24143,147,559,0.20592,0.27694
1998,Couple without children,East,3 rooms,0.42783,255,559,0.38677,0.46888
1998,Couple without children,East,4 rooms,0.20346,114,559,0.17006,0.23686
1998,Couple without children,East,5 rooms,0.06764,43,559,0.04680,0.08848
1998,Single parent,West,2 rooms,0.18102,55,295,0.13701,0.22504
1998,Single parent,West,3 rooms,0.38516,129,295,0.32954,0.44079
1998,Single parent,West,4 rooms,0.22572,79,295,0.17794,0.27351
1998,Single parent,West,5 rooms,0.10136,32,295,0.06686,0.13586
1998,Single parent,East,3 rooms,0.60993,74,74,0.49804,0.72183
1998,Couple with children,West,2 rooms,0.03240,90,2015,0.02466,0.04013
1998,Couple with children,West,3 rooms,0.24534,608,2015,0.22655,0.26413
1998,Couple with children,West,4 rooms,0.27116,564,2015,0.25175,0.29058
1998,Couple with children,West,5 rooms,0.18553,341,2015,0.16855,0.20250
1998,Couple with children,West,6 rooms,0.13108,229,2015,0.11634,0.14582
1998,Couple with children,West,7 rooms,0.07927,128,2015,0.06747,0.09107
1998,Couple with children,West,8 rooms,0.02834,55,2015,0.02109,0.03558
1998,Couple with children,East,2 rooms,0.04596,35,718,0.03064,0.06129
1998,Couple with children,East,3 rooms,0.36888,268,718,0.33356,0.40420
1998,Couple with children,East,4 rooms,0.28279,228,718,0.24982,0.31575
1998,Couple with children,East,5 rooms,0.17149,124,718,0.14390,0.19908
1998,Couple with children,East,6 rooms,0.07843,63,718,0.05875,0.09811
1999,Single-person household,West,1 room,0.10494,142,1180,0.08745,0.12243
1999,Single-person household,West,2 rooms,0.42764,532,1180,0.39940,0.45588
1999,Single-person household,West,3 rooms,0.28647,326,1180,0.26066,0.31228
1999,Single-person household,West,4 rooms,0.11030,134,1180,0.09242,0.12819
1999,Single-person household,West,5 rooms,0.04192,46,1180,0.03048,0.05336
1999,Single-person household,East,1 room,0.14044,62,368,0.10489,0.17599
1999,Single-person household,East,2 rooms,0.49263,194,368,0.44148,0.54378
1999,Single-person household,East,3 rooms,0.25821,112,368,0.21343,0.30299
1999,Couple without children,West,2 rooms,0.15020,292,1514,0.13220,0.16820
1999,Couple without children,West,3 rooms,0.34601,533,1514,0.32204,0.36998
1999,Couple without children,West,4 rooms,0.25154,371,1514,0.22967,0.27340
1999,Couple without children,West,5 rooms,0.11897,169,1514,0.10265,0.13528
1999,Couple without children,West,6 rooms,0.08306,115,1514,0.06916,0.09697
1999,Couple without children,West,7 rooms,0.02683,34,1514,0.01869,0.03497
1999,Couple without children,East,2 rooms,0.22493,131,562,0.19038,0.25948
1999,Couple without children,East,3 rooms,0.43845,265,562,0.39739,0.47951
1999,Couple without children,East,4 rooms,0.20994,123,562,0.17624,0.24364
1999,Couple without children,East,5 rooms,0.06525,43,562,0.04482,0.08569
1999,Single parent,West,2 rooms,0.18704,54,281,0.14137,0.23272
1999,Single parent,West,3 rooms,0.36560,117,281,0.30919,0.42201
1999,Single parent,West,4 rooms,0.23834,77,281,0.18843,0.28825
1999,Single parent,West,5 rooms,0.11265,33,281,0.07562,0.14969
1999,Single parent,East,3 rooms,0.60000,83,83,0.49396,0.70603
1999,Couple with children,West,2 rooms,0.02863,82,1955,0.02124,0.03602
1999,Couple with children,West,3 rooms,0.24208,573,1955,0.22309,0.26107
1999,Couple with children,West,4 rooms,0.26806,537,1955,0.24842,0.28770
1999,Couple with children,West,5 rooms,0.17940,336,1955,0.16239,0.19641
1999,Couple with children,West,6 rooms,0.13461,237,1955,0.11948,0.14975
1999,Couple with children,West,7 rooms,0.07768,128,1955,0.06581,0.08955
1999,Couple with children,West,8 rooms,0.03671,62,1955,0.02837,0.04505
1999,Couple with children,East,3 rooms,0.34983,245,665,0.31355,0.38610
1999,Couple with children,East,4 rooms,0.30180,227,665,0.26689,0.33672
1999,Couple with children,East,5 rooms,0.18860,135,665,0.15884,0.21835
1999,Couple with children,East,6 rooms,0.06960,58,665,0.05025,0.08896
2000,Single-person household,West,1 room,0.09917,250,2449,0.08733,0.11101
2000,Single-person household,West,2 rooms,0.41247,1006,2449,0.39296,0.43197
2000,Single-person household,West,3 rooms,0.28136,691,2449,0.26355,0.29918
2000,Single-person household,West,4 rooms,0.11836,308,2449,0.10556,0.13115
2000,Single-person household,West,5 rooms,0.04861,126,2449,0.04009,0.05713
2000,Single-person household,West,6 rooms,0.02396,68,2449,0.01790,0.03002
2000,Single-person household,East,1 room,0.14925,119,727,0.12333,0.17517
2000,Single-person household,East,2 rooms,0.47713,350,727,0.44080,0.51346
2000,Single-person household,East,3 rooms,0.27177,207,727,0.23941,0.30413
2000,Single-person household,East,4 rooms,0.05817,51,727,0.04114,0.07520
2000,Couple without children,West,2 rooms,0.13601,435,2960,0.12366,0.14836
2000,Couple without children,West,3 rooms,0.34364,1002,2960,0.32653,0.36075
2000,Couple without children,West,4 rooms,0.23393,705,2960,0.21868,0.24919
2000,Couple without children,West,5 rooms,0.13456,409,2960,0.12227,0.14686
2000,Couple without children,West,6 rooms,0.09068,261,2960,0.08033,0.10102
2000,Couple without children,West,7 rooms,0.02985,93,2960,0.02372,0.03598
2000,Couple without children,West,8 rooms,0.01722,55,2960,0.01253,0.02191
2000,Couple without children,East,2 rooms,0.19417,183,909,0.16844,0.21990
2000,Couple without children,East,3 rooms,0.46508,457,909,0.43263,0.49752
2000,Couple without children,East,4 rooms,0.21763,199,909,0.19079,0.24447
2000,Couple without children,East,5 rooms,0.07039,70,909,0.05375,0.08702
2000,Single parent,West,2 rooms,0.13655,75,516,0.10689,0.16620
2000,Single parent,West,3 rooms,0.40827,219,516,0.36582,0.45072
2000,Single parent,West,4 rooms,0.23166,127,516,0.19522,0.26810
2000,Single parent,West,5 rooms,0.10275,60,516,0.07653,0.12898
2000,Single parent,West,6 rooms,0.06113,35,516,0.04044,0.08182
2000,Single parent,East,3 rooms,0.54334,114,159,0.46567,0.62101
2000,Single parent,East,4 rooms,0.19633,45,159,0.13440,0.25827
2000,Couple with children,West,2 rooms,0.02787,107,3552,0.02245,0.03328
2000,Couple with children,West,3 rooms,0.24605,890,3552,0.23188,0.26021
2000,Couple with children,West,4 rooms,0.25467,910,3552,0.24034,0.26900
2000,Couple with children,West,5 rooms,0.19926,707,3552,0.18612,0.21239
2000,Couple with children,West,6 rooms,0.13397,472,3552,0.12277,0.14518
2000,Couple with children,West,7 rooms,0.07618,261,3552,0.06745,0.08490
2000,Couple with children,West,8 rooms,0.03345,120,3552,0.02754,0.03936
2000,Couple with children,West,9 rooms,0.01237,45,3552,0.00874,0.01601
2000,Couple with children,West,10 or more rooms,0.01282,40,3552,0.00912,0.01652
2000,Couple with children,East,3 rooms,0.33426,331,1006,0.30509,0.36342
2000,Couple with children,East,4 rooms,0.29106,325,1006,0.26297,0.31914
2000,Couple with children,East,5 rooms,0.19162,213,1006,0.16728,0.21595
2000,Couple with children,East,6 rooms,0.08239,96,1006,0.06539,0.09939
2000,Couple with children,East,7 rooms,0.03645,41,1006,0.02486,0.04804
2000,Other Combinations,West,3 rooms,0.27563,32,64,0.16529,0.38596
2000,Other Combinations,West,4 rooms,0.24079,32,64,0.13521,0.34638
2001,Single-person household,West,1 room,0.08911,197,2170,0.07712,0.10111
2001,Single-person household,West,2 rooms,0.40402,888,2170,0.38336,0.42467
2001,Single-person household,West,3 rooms,0.29844,648,2170,0.27919,0.31770
2001,Single-person household,West,4 rooms,0.11739,263,2170,0.10384,0.13093
2001,Single-person household,West,5 rooms,0.04727,109,2170,0.03834,0.05620
2001,Single-person household,West,6 rooms,0.02573,65,2170,0.01907,0.03240
2001,Single-person household,East,1 room,0.12987,92,673,0.10445,0.15529
2001,Single-person household,East,2 rooms,0.47690,332,673,0.43914,0.51467
2001,Single-person household,East,3 rooms,0.28332,198,673,0.24925,0.31738
2001,Single-person household,East,4 rooms,0.06673,51,673,0.04786,0.08560
2001,Couple without children,West,2 rooms,0.12666,383,2624,0.11393,0.13939
2001,Couple without children,West,3 rooms,0.34564,894,2624,0.32744,0.36384
2001,Couple without children,West,4 rooms,0.24087,631,2624,0.22450,0.25723
2001,Couple without children,West,5 rooms,0.13264,354,2624,0.11966,0.14562
2001,Couple without children,West,6 rooms,0.08922,229,2624,0.07831,0.10013
2001,Couple without children,West,7 rooms,0.03052,84,2624,0.02394,0.03710
2001,Couple without children,West,8 rooms,0.01970,49,2624,0.01438,0.02501
2001,Couple without children,East,2 rooms,0.18845,171,866,0.16239,0.21451
2001,Couple without children,East,3 rooms,0.47478,433,866,0.44150,0.50805
2001,Couple without children,East,4 rooms,0.21033,191,866,0.18317,0.23749
2001,Couple without children,East,5 rooms,0.07359,71,866,0.05619,0.09099
2001,Single parent,West,2 rooms,0.13013,68,483,0.10010,0.16017
2001,Single parent,West,3 rooms,0.40921,198,483,0.36531,0.45310
2001,Single parent,West,4 rooms,0.24217,130,483,0.20393,0.28042
2001,Single parent,West,5 rooms,0.10005,56,483,0.07326,0.12684
2001,Single parent,West,6 rooms,0.06060,31,483,0.03930,0.08190
2001,Single parent,East,3 rooms,0.51140,97,145,0.42976,0.59305
2001,Single parent,East,4 rooms,0.23235,48,145,0.16337,0.30133
2001,Couple with children,West,2 rooms,0.02327,79,3199,0.01804,0.02849
2001,Couple with children,West,3 rooms,0.22906,763,3199,0.21449,0.24362
2001,Couple with children,West,4 rooms,0.25619,834,3199,0.24106,0.27132
2001,Couple with children,West,5 rooms,0.20758,646,3199,0.19352,0.22163
2001,Couple with children,West,6 rooms,0.13765,433,3199,0.12571,0.14959
2001,Couple with children,West,7 rooms,0.07705,240,3199,0.06781,0.08630
2001,Couple with children,West,8 rooms,0.03681,117,3199,0.03029,0.04334
2001,Couple with children,West,9 rooms,0.01342,42,3199,0.00943,0.01741
2001,Couple with children,West,10 or more rooms,0.01574,45,3199,0.01143,0.02006
2001,Couple with children,East,3 rooms,0.32977,295,907,0.29916,0.36039
2001,Couple with children,East,4 rooms,0.30341,292,907,0.27348,0.33335
2001,Couple with children,East,5 rooms,0.18078,191,907,0.15572,0.20583
2001,Couple with children,East,6 rooms,0.08538,90,907,0.06719,0.10358
2001,Couple with children,East,7 rooms,0.03617,39,907,0.02401,0.04833
2002,Single-person household,West,1 room,0.08959,196,2177,0.07759,0.10159
2002,Single-person household,West,2 rooms,0.40334,886,2177,0.38273,0.42395
2002,Single-person household,West,3 rooms,0.30550,668,2177,0.28615,0.32485
2002,Single-person household,West,4 rooms,0.10932,244,2177,0.09621,0.12243
2002,Single-person household,West,5 rooms,0.05247,120,2177,0.04310,0.06184
2002,Single-person household,West,6 rooms,0.02515,63,2177,0.01857,0.03172
2002,Single-person household,East,1 room,0.12535,91,680,0.10045,0.15026
2002,Single-person household,East,2 rooms,0.50179,347,680,0.46419,0.53940
2002,Single-person household,East,3 rooms,0.27482,199,680,0.24124,0.30840
2002,Single-person household,East,4 rooms,0.05138,43,680,0.03477,0.06799
2002,Couple without children,West,2 rooms,0.12705,377,2908,0.11495,0.13916
2002,Couple without children,West,3 rooms,0.32352,886,2908,0.30651,0.34052
2002,Couple without children,West,4 rooms,0.23980,703,2908,0.22428,0.25532
2002,Couple without children,West,5 rooms,0.16285,499,2908,0.14943,0.17627
2002,Couple without children,West,6 rooms,0.07991,266,2908,0.07005,0.08976
2002,Couple without children,West,7 rooms,0.03550,121,2908,0.02878,0.04223
2002,Couple without children,West,8 rooms,0.01400,56,2908,0.00973,0.01827
2002,Couple without children,East,2 rooms,0.18244,163,910,0.15733,0.20754
2002,Couple without children,East,3 rooms,0.48372,437,910,0.45123,0.51621
2002,Couple without children,East,4 rooms,0.19707,189,910,0.17121,0.22293
2002,Couple without children,East,5 rooms,0.08002,82,910,0.06238,0.09765
2002,Couple without children,East,6 rooms,0.03847,39,910,0.02597,0.05097
2002,Single parent,West,2 rooms,0.13833,73,460,0.10675,0.16992
2002,Single parent,West,3 rooms,0.38932,196,460,0.34471,0.43392
2002,Single parent,West,4 rooms,0.25448,133,460,0.21463,0.29432
2002,Single parent,West,5 rooms,0.10436,58,460,0.07639,0.13233
2002,Single parent,East,3 rooms,0.53956,96,144,0.45786,0.62125
2002,Single parent,East,4 rooms,0.22422,48,144,0.15586,0.29257
2002,Couple with children,West,2 rooms,0.01872,64,3424,0.01418,0.02325
2002,Couple with children,West,3 rooms,0.23116,689,3424,0.21704,0.24529
2002,Couple with children,West,4 rooms,0.26857,859,3424,0.25372,0.28342
2002,Couple with children,West,5 rooms,0.21918,755,3424,0.20532,0.23304
2002,Couple with children,West,6 rooms,0.13228,508,3424,0.12093,0.14363
2002,Couple with children,West,7 rooms,0.06834,286,3424,0.05988,0.07679
2002,Couple with children,West,8 rooms,0.03554,150,3424,0.02934,0.04174
2002,Couple with children,West,9 rooms,0.01439,67,3424,0.01040,0.01838
2002,Couple with children,West,10 or more rooms,0.01155,46,3424,0.00797,0.01513
2002,Couple with children,East,3 rooms,0.32546,277,912,0.29504,0.35589
2002,Couple with children,East,4 rooms,0.33599,303,912,0.30532,0.36666
2002,Couple with children,East,5 rooms,0.19495,204,912,0.16922,0.22068
2002,Couple with children,East,6 rooms,0.07688,97,912,0.05958,0.09418
2002,Couple with children,East,7 rooms,0.02501,31,912,0.01487,0.03515
2003,Single-person household,West,1 room,0.09620,210,2162,0.08377,0.10863
2003,Single-person household,West,2 rooms,0.38410,829,2162,0.36359,0.40461
2003,Single-person household,West,3 rooms,0.31007,669,2162,0.29057,0.32957
2003,Single-person household,West,4 rooms,0.11379,262,2162,0.10040,0.12717
2003,Single-person household,West,5 rooms,0.05600,131,2162,0.04631,0.06570
2003,Single-person household,West,6 rooms,0.02501,61,2162,0.01843,0.03159
2003,Single-person household,East,1 room,0.13182,90,670,0.10619,0.15746
2003,Single-person household,East,2 rooms,0.48961,334,670,0.45173,0.52749
2003,Single-person household,East,3 rooms,0.27114,198,670,0.23745,0.30483
2003,Single-person household,East,4 rooms,0.06257,48,670,0.04422,0.08092
2003,Couple without children,West,2 rooms,0.13112,372,2796,0.11861,0.14363
2003,Couple without children,West,3 rooms,0.33259,864,2796,0.31512,0.35005
2003,Couple without children,West,4 rooms,0.22991,666,2796,0.21431,0.24551
2003,Couple without children,West,5 rooms,0.16000,461,2796,0.14641,0.17359
2003,Couple without children,West,6 rooms,0.08279,265,2796,0.07257,0.09301
2003,Couple without children,West,7 rooms,0.03369,115,2796,0.02700,0.04038
2003,Couple without children,West,8 rooms,0.01370,53,2796,0.00939,0.01800
2003,Couple without children,East,2 rooms,0.20087,181,938,0.17521,0.22652
2003,Couple without children,East,3 rooms,0.46873,442,938,0.43678,0.50068
2003,Couple without children,East,4 rooms,0.19012,193,938,0.16499,0.21524
2003,Couple without children,East,5 rooms,0.08904,88,938,0.07080,0.10728
2003,Couple without children,East,6 rooms,0.02926,34,938,0.01847,0.04005
2003,Single parent,West,2 rooms,0.13106,71,491,0.10118,0.16095
2003,Single parent,West,3 rooms,0.43311,214,491,0.38924,0.47699
2003,Single parent,West,4 rooms,0.23111,123,491,0.19379,0.26844
2003,Single parent,West,5 rooms,0.09019,51,491,0.06482,0.11555
2003,Single parent,West,6 rooms,0.05977,32,491,0.03878,0.08076
2003,Single parent,East,3 rooms,0.49895,88,138,0.41522,0.58267
2003,Single parent,East,4 rooms,0.29891,50,138,0.22226,0.37557
2003,Couple with children,West,2 rooms,0.01840,65,3225,0.01376,0.02304
2003,Couple with children,West,3 rooms,0.23032,657,3225,0.21578,0.24485
2003,Couple with children,West,4 rooms,0.25155,769,3225,0.23657,0.26652
2003,Couple with children,West,5 rooms,0.21973,694,3225,0.20544,0.23402
2003,Couple with children,West,6 rooms,0.13981,496,3225,0.12784,0.15178
2003,Couple with children,West,7 rooms,0.07395,295,3225,0.06492,0.08299
2003,Couple with children,West,8 rooms,0.03792,145,3225,0.03133,0.04451
2003,Couple with children,West,9 rooms,0.01403,56,3225,0.00997,0.01809
2003,Couple with children,West,10 or more rooms,0.01361,48,3225,0.00961,0.01761
2003,Couple with children,East,3 rooms,0.30415,251,852,0.27324,0.33506
2003,Couple with children,East,4 rooms,0.34628,293,852,0.31432,0.37825
2003,Couple with children,East,5 rooms,0.17722,180,852,0.15157,0.20288
2003,Couple with children,East,6 rooms,0.07568,90,852,0.05791,0.09346
2003,Couple with children,East,7 rooms,0.03254,38,852,0.02062,0.04446
2004,Single-person household,West,1 room,0.09327,198,2116,0.08088,0.10566
2004,Single-person household,West,2 rooms,0.37848,787,2116,0.35781,0.39915
2004,Single-person household,West,3 rooms,0.31092,664,2116,0.29120,0.33065
2004,Single-person household,West,4 rooms,0.11315,252,2116,0.09965,0.12665
2004,Single-person household,West,5 rooms,0.06351,154,2116,0.05312,0.07390
2004,Single-person household,West,6 rooms,0.02578,61,2116,0.01903,0.03253
2004,Single-person household,East,1 room,0.13855,96,658,0.11213,0.16497
2004,Single-person household,East,2 rooms,0.48212,320,658,0.44392,0.52033
2004,Single-person household,East,3 rooms,0.26844,193,658,0.23456,0.30233
2004,Single-person household,East,4 rooms,0.05748,49,658,0.03968,0.07528
2004,Couple without children,West,2 rooms,0.12182,363,2803,0.10971,0.13393
2004,Couple without children,West,3 rooms,0.34397,887,2803,0.32638,0.36156
2004,Couple without children,West,4 rooms,0.23198,667,2803,0.21635,0.24761
2004,Couple without children,West,5 rooms,0.15168,457,2803,0.13840,0.16497
2004,Couple without children,West,6 rooms,0.08415,258,2803,0.07387,0.09442
2004,Couple without children,West,7 rooms,0.03091,111,2803,0.02450,0.03731
2004,Couple without children,West,8 rooms,0.01711,60,2803,0.01230,0.02191
2004,Couple without children,East,2 rooms,0.20800,183,927,0.18185,0.23414
2004,Couple without children,East,3 rooms,0.45454,416,927,0.42246,0.48661
2004,Couple without children,East,4 rooms,0.18860,196,927,0.16340,0.21380
2004,Couple without children,East,5 rooms,0.09711,96,927,0.07804,0.11618
2004,Couple without children,East,6 rooms,0.02842,36,927,0.01772,0.03912
2004,Single parent,West,2 rooms,0.13809,66,436,0.10567,0.17051
2004,Single parent,West,3 rooms,0.46254,211,436,0.41569,0.50940
2004,Single parent,West,4 rooms,0.19707,111,436,0.15969,0.23445
2004,Single parent,West,5 rooms,0.09817,48,436,0.07021,0.12613
2004,Single parent,East,3 rooms,0.54076,90,137,0.45700,0.62451
2004,Single parent,East,4 rooms,0.23882,47,137,0.16716,0.31047
2004,Couple with children,West,2 rooms,0.01744,51,3080,0.01282,0.02207
2004,Couple with children,West,3 rooms,0.22017,596,3080,0.20553,0.23480
2004,Couple with children,West,4 rooms,0.25247,753,3080,0.23713,0.26782
2004,Couple with children,West,5 rooms,0.23116,674,3080,0.21627,0.24605
2004,Couple with children,West,6 rooms,0.14400,496,3080,0.13160,0.15640
2004,Couple with children,West,7 rooms,0.07555,271,3080,0.06622,0.08489
2004,Couple with children,West,8 rooms,0.03235,127,3080,0.02610,0.03860
2004,Couple with children,West,9 rooms,0.01393,58,3080,0.00979,0.01807
2004,Couple with children,West,10 or more rooms,0.01221,54,3080,0.00833,0.01609
2004,Couple with children,East,3 rooms,0.28818,238,830,0.25735,0.31902
2004,Couple with children,East,4 rooms,0.35905,288,830,0.32639,0.39170
2004,Couple with children,East,5 rooms,0.17016,171,830,0.14458,0.19574
2004,Couple with children,East,6 rooms,0.07948,94,830,0.06106,0.09789
2004,Couple with children,East,7 rooms,0.03590,39,830,0.02323,0.04856
2005,Single-person household,West,1 room,0.08963,204,2141,0.07752,0.10173
2005,Single-person household,West,2 rooms,0.38243,811,2141,0.36184,0.40303
2005,Single-person household,West,3 rooms,0.30092,647,2141,0.28149,0.32036
2005,Single-person household,West,4 rooms,0.11137,256,2141,0.09804,0.12470
2005,Single-person household,West,5 rooms,0.06695,149,2141,0.05636,0.07754
2005,Single-person household,West,6 rooms,0.03322,74,2141,0.02563,0.04081
2005,Single-person household,East,1 room,0.12215,88,678,0.09749,0.14682
2005,Single-person household,East,2 rooms,0.48186,325,678,0.44423,0.51950
2005,Single-person household,East,3 rooms,0.27900,208,678,0.24521,0.31279
2005,Single-person household,East,4 rooms,0.06760,57,678,0.04869,0.08652
2005,Couple without children,West,2 rooms,0.12317,335,2716,0.11081,0.13553
2005,Couple without children,West,3 rooms,0.34893,885,2716,0.33100,0.36685
2005,Couple without children,West,4 rooms,0.23120,637,2716,0.21534,0.24706
2005,Couple without children,West,5 rooms,0.15463,455,2716,0.14103,0.16823
2005,Couple without children,West,6 rooms,0.07457,229,2716,0.06468,0.08445
2005,Couple without children,West,7 rooms,0.03231,114,2716,0.02565,0.03896
2005,Couple without children,West,8 rooms,0.01849,61,2716,0.01342,0.02355
2005,Couple without children,East,2 rooms,0.20532,172,861,0.17832,0.23231
2005,Couple without children,East,3 rooms,0.45064,399,861,0.41739,0.48390
2005,Couple without children,East,4 rooms,0.19742,197,861,0.17082,0.22402
2005,Couple without children,East,5 rooms,0.10476,93,861,0.08429,0.12523
2005,Single parent,West,2 rooms,0.13253,66,473,0.10194,0.16312
2005,Single parent,West,3 rooms,0.45091,213,473,0.40602,0.49580
2005,Single parent,West,4 rooms,0.19541,102,473,0.15963,0.23118
2005,Single parent,West,5 rooms,0.10890,58,473,0.08080,0.13700
2005,Single parent,West,6 rooms,0.05642,34,473,0.03561,0.07724
2005,Single parent,East,3 rooms,0.55760,92,141,0.47533,0.63987
2005,Single parent,East,4 rooms,0.21169,49,141,0.14402,0.27935
2005,Couple with children,West,2 rooms,0.02113,53,2870,0.01587,0.02639
2005,Couple with children,West,3 rooms,0.21743,548,2870,0.20233,0.23252
2005,Couple with children,West,4 rooms,0.25795,708,2870,0.24194,0.27396
2005,Couple with children,West,5 rooms,0.22413,640,2870,0.20887,0.23939
2005,Couple with children,West,6 rooms,0.13863,446,2870,0.12599,0.15128
2005,Couple with children,West,7 rooms,0.07155,243,2870,0.06211,0.08098
2005,Couple with children,West,8 rooms,0.04281,135,2870,0.03540,0.05022
2005,Couple with children,West,9 rooms,0.01575,52,2870,0.01120,0.02031
2005,Couple with children,West,10 or more rooms,0.01062,45,2870,0.00687,0.01438
2005,Couple with children,East,3 rooms,0.26894,210,759,0.23738,0.30051
2005,Couple with children,East,4 rooms,0.36421,275,759,0.32995,0.39847
2005,Couple with children,East,5 rooms,0.20895,189,759,0.18000,0.23789
2005,Couple with children,East,6 rooms,0.06720,85,759,0.04938,0.08502
2006,Single-person household,West,1 room,0.08110,207,2444,0.07028,0.09193
2006,Single-person household,West,2 rooms,0.38164,894,2444,0.36237,0.40090
2006,Single-person household,West,3 rooms,0.30533,743,2444,0.28707,0.32359
2006,Single-person household,West,4 rooms,0.11683,313,2444,0.10409,0.12957
2006,Single-person household,West,5 rooms,0.06773,176,2444,0.05777,0.07770
2006,Single-person household,West,6 rooms,0.02919,74,2444,0.02251,0.03587
2006,Single-person household,West,7 rooms,0.01016,37,2444,0.00619,0.01414
2006,Single-person household,East,1 room,0.12984,97,801,0.10655,0.15313
2006,Single-person household,East,2 rooms,0.48145,372,801,0.44682,0.51607
2006,Single-person household,East,3 rooms,0.26478,230,801,0.23421,0.29536
2006,Single-person household,East,4 rooms,0.06889,66,801,0.05134,0.08644
2006,Single-person household,East,5 rooms,0.04210,36,801,0.02819,0.05602
2006,Couple without children,West,2 rooms,0.13386,389,3096,0.12186,0.14586
2006,Couple without children,West,3 rooms,0.33620,932,3096,0.31956,0.35285
2006,Couple without children,West,4 rooms,0.22288,715,3096,0.20821,0.23754
2006,Couple without children,West,5 rooms,0.14357,521,3096,0.13122,0.15593
2006,Couple without children,West,6 rooms,0.08693,287,3096,0.07701,0.09686
2006,Couple without children,West,7 rooms,0.03993,157,3096,0.03303,0.04682
2006,Couple without children,West,8 rooms,0.01521,62,3096,0.01090,0.01952
2006,Couple without children,West,9 rooms,0.00963,33,3096,0.00619,0.01307
2006,Couple without children,East,2 rooms,0.20864,185,997,0.18340,0.23388
2006,Couple without children,East,3 rooms,0.42875,433,997,0.39801,0.45948
2006,Couple without children,East,4 rooms,0.21929,235,997,0.19359,0.24498
2006,Couple without children,East,5 rooms,0.09150,103,997,0.07359,0.10940
2006,Couple without children,East,6 rooms,0.02924,41,997,0.01878,0.03970
2006,Single parent,West,2 rooms,0.12207,62,542,0.09448,0.14965
2006,Single parent,West,3 rooms,0.44323,238,542,0.40137,0.48509
2006,Single parent,West,4 rooms,0.20052,126,542,0.16678,0.23426
2006,Single parent,West,5 rooms,0.12695,81,542,0.09889,0.15500
2006,Single parent,West,6 rooms,0.04842,35,542,0.03033,0.06651
2006,Single parent,East,3 rooms,0.59745,102,145,0.51735,0.67755
2006,Single parent,East,4 rooms,0.19966,43,145,0.13437,0.26495
2006,Couple with children,West,2 rooms,0.01613,47,2981,0.01160,0.02065
2006,Couple with children,West,3 rooms,0.22104,557,2981,0.20615,0.23594
2006,Couple with children,West,4 rooms,0.26402,731,2981,0.24820,0.27985
2006,Couple with children,West,5 rooms,0.22821,668,2981,0.21314,0.24328
2006,Couple with children,West,6 rooms,0.13670,481,2981,0.12436,0.14903
2006,Couple with children,West,7 rooms,0.06613,250,2981,0.05721,0.07506
2006,Couple with children,West,8 rooms,0.03528,130,2981,0.02866,0.04191
2006,Couple with children,West,9 rooms,0.01735,64,2981,0.01266,0.02204
