year,hhtyp,sampreg,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Couple with children,West,10 or more rooms,0.01225,58,3349,0.00853,0.01598
2021,Couple with children,East,3 rooms,0.16163,142,596,0.13206,0.19121
2021,Couple with children,East,4 rooms,0.29866,216,596,0.26189,0.33544
2021,Couple with children,East,5 rooms,0.23651,114,596,0.20237,0.27066
2021,Couple with children,East,6 rooms,0.18205,88,596,0.15104,0.21305
2021,Couple with children,East,7 rooms,0.05751,36,596,0.03881,0.07622
2021,Other Combinations,West,2 rooms,0.14277,55,238,0.09823,0.18731
2021,Other Combinations,West,3 rooms,0.22210,79,238,0.16918,0.27502
2021,Other Combinations,West,4 rooms,0.31459,70,238,0.25547,0.37371
2021,Other Combinations,West,5 rooms,0.06236,34,238,0.03157,0.09314
2022,Single-person household,West,1 room,0.08576,836,4473,0.07755,0.09396
2022,Single-person household,West,2 rooms,0.30770,1546,4473,0.29417,0.32122
2022,Single-person household,West,3 rooms,0.32235,1171,4473,0.30866,0.33605
2022,Single-person household,West,4 rooms,0.11795,426,4473,0.10850,0.12740
2022,Single-person household,West,5 rooms,0.07827,241,4473,0.07040,0.08614
2022,Single-person household,West,6 rooms,0.05053,151,4473,0.04411,0.05695
2022,Single-person household,West,7 rooms,0.01671,66,4473,0.01295,0.02047
2022,Single-person household,West,8 rooms,0.00927,36,4473,0.00646,0.01208
2022,Single-person household,East,1 room,0.09710,225,1314,0.08109,0.11312
2022,Single-person household,East,2 rooms,0.39255,497,1314,0.36613,0.41896
2022,Single-person household,East,3 rooms,0.30317,370,1314,0.27830,0.32803
2022,Single-person household,East,4 rooms,0.11412,138,1314,0.09692,0.13131
2022,Single-person household,East,5 rooms,0.04675,51,1314,0.03533,0.05817
2022,Single-person household,East,6 rooms,0.04120,33,1314,0.03045,0.05195
2022,Couple without children,West,1 room,0.00644,79,4523,0.00411,0.00878
2022,Couple without children,West,2 rooms,0.09713,775,4523,0.08850,0.10576
2022,Couple without children,West,3 rooms,0.28898,1352,4523,0.27577,0.30219
2022,Couple without children,West,4 rooms,0.23797,875,4523,0.22555,0.25038
2022,Couple without children,West,5 rooms,0.17740,665,4523,0.16627,0.18853
2022,Couple without children,West,6 rooms,0.10256,397,4523,0.09372,0.11140
2022,Couple without children,West,7 rooms,0.05548,219,4523,0.04881,0.06216
2022,Couple without children,West,8 rooms,0.02130,94,4523,0.01709,0.02551
2022,Couple without children,West,9 rooms,0.00753,35,4523,0.00501,0.01005
2022,Couple without children,West,10 or more rooms,0.00521,32,4523,0.00311,0.00731
2022,Couple without children,East,2 rooms,0.11306,193,1198,0.09512,0.13100
2022,Couple without children,East,3 rooms,0.38720,456,1198,0.35961,0.41480
2022,Couple without children,East,4 rooms,0.26192,298,1198,0.23701,0.28683
2022,Couple without children,East,5 rooms,0.15422,181,1198,0.13376,0.17468
2022,Couple without children,East,6 rooms,0.04997,70,1198,0.03762,0.06231
2022,Single parent,West,2 rooms,0.10759,101,845,0.08669,0.12850
2022,Single parent,West,3 rooms,0.34839,352,845,0.31624,0.38053
2022,Single parent,West,4 rooms,0.25194,216,845,0.22265,0.28122
2022,Single parent,West,5 rooms,0.15162,121,845,0.12742,0.17582
2022,Single parent,West,6 rooms,0.06645,55,845,0.04965,0.08326
2022,Single parent,East,3 rooms,0.49136,148,246,0.42876,0.55396
2022,Single parent,East,4 rooms,0.29749,98,246,0.24025,0.35474
2022,Couple with children,West,2 rooms,0.02332,193,4715,0.01901,0.02763
2022,Couple with children,West,3 rooms,0.19442,1026,4715,0.18313,0.20572
2022,Couple with children,West,4 rooms,0.25679,1150,4715,0.24432,0.26926
2022,Couple with children,West,5 rooms,0.22067,920,4715,0.20883,0.23251
2022,Couple with children,West,6 rooms,0.14543,649,4715,0.13537,0.15550
2022,Couple with children,West,7 rooms,0.08030,378,4715,0.07254,0.08805
2022,Couple with children,West,8 rooms,0.04338,219,4715,0.03757,0.04920
2022,Couple with children,West,9 rooms,0.02031,100,4715,0.01629,0.02434
2022,Couple with children,West,10 or more rooms,0.01403,80,4715,0.01068,0.01739
2022,Couple with children,East,3 rooms,0.20298,259,1057,0.17872,0.22724
2022,Couple with children,East,4 rooms,0.31637,366,1057,0.28832,0.34442
2022,Couple with children,East,5 rooms,0.24030,224,1057,0.21453,0.26607
2022,Couple with children,East,6 rooms,0.11604,112,1057,0.09672,0.13536
2022,Couple with children,East,7 rooms,0.04975,59,1057,0.03664,0.06287
2022,Couple with children,East,8 rooms,0.03485,37,1057,0.02379,0.04591
2022,Other Combinations,West,2 rooms,0.09690,103,944,0.07801,0.11578
2022,Other Combinations,West,3 rooms,0.19900,220,944,0.17352,0.22448
2022,Other Combinations,West,4 rooms,0.22526,199,944,0.19860,0.25192
2022,Other Combinations,West,5 rooms,0.10824,112,944,0.08841,0.12807
2022,Other Combinations,West,6 rooms,0.09070,95,944,0.07237,0.10903
2022,Other Combinations,West,7 rooms,0.12705,86,944,0.10579,0.14831
2022,Other Combinations,West,8 rooms,0.05522,49,944,0.04064,0.06979
2022,Other Combinations,West,9 rooms,0.03933,37,944,0.02692,0.05173
2022,Other Combinations,West,10 or more rooms,0.04749,43,944,0.03391,0.06106
2022,Other Combinations,East,2 rooms,0.13183,33,175,0.08156,0.18210
2022,Other Combinations,East,3 rooms,0.29605,62,175,0.22822,0.36388
2022,Other Combinations,East,4 rooms,0.26103,49,175,0.19577,0.32629
2022,Other Combinations,East,5 rooms,0.12179,31,175,0.07319,0.17038
