year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2012,Thuringa,Couple with children,4 rooms,0.20001,51,145,0.13468,0.26534
2012,Thuringa,Couple with children,5 rooms,0.25880,47,145,0.18726,0.33033
2013,Schleswig-Holstein,Single-person household,2 rooms,0.35411,59,101,0.26037,0.44784
2013,Schleswig-Holstein,Single-person household,3 rooms,0.28061,42,101,0.19255,0.36867
2013,Schleswig-Holstein,Couple without children,3 rooms,0.27781,50,118,0.19664,0.35897
2013,Schleswig-Holstein,Couple without children,4 rooms,0.22380,35,118,0.14828,0.29933
2013,Schleswig-Holstein,Couple without children,5 rooms,0.23091,33,118,0.15455,0.30727
2013,Schleswig-Holstein,Single parent,3 rooms,0.34158,33,33,0.17726,0.50590
2013,Schleswig-Holstein,Couple with children,3 rooms,0.19720,52,205,0.14260,0.25180
2013,Schleswig-Holstein,Couple with children,4 rooms,0.22153,67,205,0.16454,0.27852
2013,Schleswig-Holstein,Couple with children,5 rooms,0.26695,51,205,0.20624,0.32765
2013,Schleswig-Holstein,Couple with children,6 rooms,0.17601,35,205,0.12375,0.22827
2013,Hamburg,Single-person household,2 rooms,0.40372,34,34,0.23632,0.57112
2013,Hamburg,Couple without children,3 rooms,0.52836,40,40,0.37168,0.68503
2013,Hamburg,Couple with children,3 rooms,0.30682,43,82,0.20639,0.40725
2013,Hamburg,Couple with children,4 rooms,0.45533,39,82,0.34688,0.56379
2013,Lower Saxony,Single-person household,2 rooms,0.30089,96,229,0.24136,0.36043
2013,Lower Saxony,Single-person household,3 rooms,0.33096,91,229,0.26988,0.39204
2013,Lower Saxony,Single-person household,4 rooms,0.12438,42,229,0.08154,0.16721
2013,Lower Saxony,Couple without children,2 rooms,0.06965,40,419,0.04524,0.09405
2013,Lower Saxony,Couple without children,3 rooms,0.25299,100,419,0.21131,0.29466
2013,Lower Saxony,Couple without children,4 rooms,0.25908,116,419,0.21708,0.30109
2013,Lower Saxony,Couple without children,5 rooms,0.17467,73,419,0.13827,0.21107
2013,Lower Saxony,Couple without children,6 rooms,0.13558,56,419,0.10276,0.16839
2013,Lower Saxony,Couple without children,7 rooms,0.05268,34,419,0.03127,0.07410
2013,Lower Saxony,Single parent,3 rooms,0.44631,87,184,0.37429,0.51834
2013,Lower Saxony,Single parent,4 rooms,0.23715,62,184,0.17553,0.29878
2013,Lower Saxony,Single parent,5 rooms,0.17397,35,184,0.11905,0.22890
2013,Lower Saxony,Couple with children,3 rooms,0.14688,94,586,0.11819,0.17556
2013,Lower Saxony,Couple with children,4 rooms,0.24462,149,586,0.20978,0.27945
2013,Lower Saxony,Couple with children,5 rooms,0.25756,140,586,0.22213,0.29300
2013,Lower Saxony,Couple with children,6 rooms,0.17340,109,586,0.14272,0.20408
2013,Lower Saxony,Couple with children,7 rooms,0.10146,59,586,0.07699,0.12593
2013,Lower Saxony,Couple with children,8 rooms,0.04912,35,586,0.03161,0.06664
2013,North Rhine-Westphalia,Single-person household,1 room,0.05951,65,673,0.04162,0.07740
2013,North Rhine-Westphalia,Single-person household,2 rooms,0.38303,273,673,0.34628,0.41979
2013,North Rhine-Westphalia,Single-person household,3 rooms,0.32125,217,673,0.28595,0.35656
2013,North Rhine-Westphalia,Single-person household,4 rooms,0.10919,71,673,0.08561,0.13277
2013,North Rhine-Westphalia,Single-person household,5 rooms,0.09002,47,673,0.06838,0.11166
2013,North Rhine-Westphalia,Couple without children,2 rooms,0.10790,109,864,0.08720,0.12860
2013,North Rhine-Westphalia,Couple without children,3 rooms,0.36823,315,864,0.33605,0.40041
2013,North Rhine-Westphalia,Couple without children,4 rooms,0.21903,193,864,0.19144,0.24662
2013,North Rhine-Westphalia,Couple without children,5 rooms,0.13635,131,864,0.11346,0.15925
2013,North Rhine-Westphalia,Couple without children,6 rooms,0.09358,84,864,0.07415,0.11301
2013,North Rhine-Westphalia,Couple without children,7 rooms,0.04588,32,864,0.03192,0.05984
2013,North Rhine-Westphalia,Single parent,2 rooms,0.15943,59,443,0.12530,0.19356
2013,North Rhine-Westphalia,Single parent,3 rooms,0.47370,241,443,0.42715,0.52025
2013,North Rhine-Westphalia,Single parent,4 rooms,0.19620,92,443,0.15917,0.23322
2013,North Rhine-Westphalia,Single parent,5 rooms,0.10498,51,443,0.07640,0.13356
2013,North Rhine-Westphalia,Couple with children,3 rooms,0.22609,386,1421,0.20433,0.24784
2013,North Rhine-Westphalia,Couple with children,4 rooms,0.26456,400,1421,0.24162,0.28751
2013,North Rhine-Westphalia,Couple with children,5 rooms,0.25830,305,1421,0.23553,0.28107
2013,North Rhine-Westphalia,Couple with children,6 rooms,0.11957,188,1421,0.10269,0.13645
2013,North Rhine-Westphalia,Couple with children,7 rooms,0.07409,106,1421,0.06047,0.08771
2013,North Rhine-Westphalia,Couple with children,8 rooms,0.02226,36,1421,0.01459,0.02994
2013,North Rhine-Westphalia,Other Combinations,3 rooms,0.45982,37,37,0.29701,0.62262
2013,Hesse,Single-person household,2 rooms,0.36470,105,213,0.29991,0.42950
2013,Hesse,Single-person household,3 rooms,0.31650,70,213,0.25389,0.37911
2013,Hesse,Single-person household,4 rooms,0.13165,38,213,0.08613,0.17716
2013,Hesse,Couple without children,2 rooms,0.08214,32,261,0.04876,0.11552
2013,Hesse,Couple without children,3 rooms,0.33181,104,261,0.27458,0.38905
2013,Hesse,Couple without children,4 rooms,0.23752,74,261,0.18580,0.28925
2013,Hesse,Couple without children,5 rooms,0.15619,51,261,0.11206,0.20031
2013,Hesse,Single parent,3 rooms,0.46344,71,110,0.36982,0.55705
2013,Hesse,Single parent,4 rooms,0.20872,39,110,0.13243,0.28502
2013,Hesse,Couple with children,3 rooms,0.21283,122,401,0.17272,0.25294
2013,Hesse,Couple with children,4 rooms,0.22697,120,401,0.18592,0.26802
2013,Hesse,Couple with children,5 rooms,0.22167,87,401,0.18097,0.26238
2013,Hesse,Couple with children,6 rooms,0.13878,72,401,0.10490,0.17266
2013,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.27745,66,133,0.20107,0.35383
2013,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.28278,67,133,0.20595,0.35961
2013,"Rhineland-Palatinate, Saarland",Couple without children,2 rooms,0.12965,32,230,0.08614,0.17315
2013,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.21905,60,230,0.16548,0.27262
2013,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.16121,44,230,0.11359,0.20884
2013,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.24363,55,230,0.18803,0.29923
2013,"Rhineland-Palatinate, Saarland",Couple without children,6 rooms,0.12043,39,230,0.07828,0.16258
2013,"Rhineland-Palatinate, Saarland",Single parent,3 rooms,0.44010,50,81,0.33132,0.54888
2013,"Rhineland-Palatinate, Saarland",Single parent,4 rooms,0.24014,31,81,0.14653,0.33374
2013,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.16359,65,312,0.12248,0.20470
2013,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.17046,86,312,0.12867,0.21226
2013,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.19863,76,312,0.15428,0.24297
2013,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.29988,85,312,0.24895,0.35080
2013,Baden-Wuerttemberg,Single-person household,1 room,0.10174,45,354,0.07021,0.13328
2013,Baden-Wuerttemberg,Single-person household,2 rooms,0.32488,141,354,0.27603,0.37374
2013,Baden-Wuerttemberg,Single-person household,3 rooms,0.28805,110,354,0.24080,0.33529
2013,Baden-Wuerttemberg,Single-person household,4 rooms,0.14515,58,354,0.10840,0.18189
2013,Baden-Wuerttemberg,Couple without children,2 rooms,0.06804,52,460,0.04500,0.09107
2013,Baden-Wuerttemberg,Couple without children,3 rooms,0.29510,139,460,0.25337,0.33682
2013,Baden-Wuerttemberg,Couple without children,4 rooms,0.24886,107,460,0.20930,0.28841
2013,Baden-Wuerttemberg,Couple without children,5 rooms,0.23168,114,460,0.19308,0.27028
2013,Baden-Wuerttemberg,Couple without children,6 rooms,0.08459,48,460,0.05913,0.11005
2013,Baden-Wuerttemberg,Single parent,3 rooms,0.39243,81,138,0.31066,0.47420
2013,Baden-Wuerttemberg,Single parent,4 rooms,0.22931,57,138,0.15892,0.29971
2013,Baden-Wuerttemberg,Couple with children,3 rooms,0.17640,200,899,0.15147,0.20133
2013,Baden-Wuerttemberg,Couple with children,4 rooms,0.25014,243,899,0.22181,0.27847
2013,Baden-Wuerttemberg,Couple with children,5 rooms,0.24648,191,899,0.21829,0.27467
2013,Baden-Wuerttemberg,Couple with children,6 rooms,0.14827,142,899,0.12503,0.17152
2013,Baden-Wuerttemberg,Couple with children,7 rooms,0.08197,76,899,0.06403,0.09991
2013,Baden-Wuerttemberg,Couple with children,8 rooms,0.04824,47,899,0.03422,0.06225
2013,Bavaria,Single-person household,1 room,0.08778,53,549,0.06409,0.11147
2013,Bavaria,Single-person household,2 rooms,0.32769,197,549,0.28839,0.36699
2013,Bavaria,Single-person household,3 rooms,0.31015,174,549,0.27142,0.34888
2013,Bavaria,Single-person household,4 rooms,0.14894,86,549,0.11913,0.17875
2013,Bavaria,Single-person household,5 rooms,0.05879,39,549,0.03909,0.07848
2013,Bavaria,Couple without children,2 rooms,0.13592,104,679,0.11012,0.16172
2013,Bavaria,Couple without children,3 rooms,0.30551,206,679,0.27084,0.34019
2013,Bavaria,Couple without children,4 rooms,0.21568,148,679,0.18473,0.24664
2013,Bavaria,Couple without children,5 rooms,0.17635,118,679,0.14767,0.20504
2013,Bavaria,Couple without children,6 rooms,0.06757,63,679,0.04867,0.08646
2013,Bavaria,Couple without children,7 rooms,0.06732,40,679,0.04846,0.08618
2013,Bavaria,Single parent,2 rooms,0.11982,38,307,0.08343,0.15620
2013,Bavaria,Single parent,3 rooms,0.42497,157,307,0.36958,0.48036
2013,Bavaria,Single parent,4 rooms,0.21015,76,307,0.16450,0.25579
2013,Bavaria,Single parent,5 rooms,0.10995,36,307,0.07490,0.14500
2013,Bavaria,Couple with children,3 rooms,0.19634,240,1036,0.17214,0.22054
2013,Bavaria,Couple with children,4 rooms,0.21964,256,1036,0.19442,0.24486
2013,Bavaria,Couple with children,5 rooms,0.23559,223,1036,0.20974,0.26144
2013,Bavaria,Couple with children,6 rooms,0.15641,180,1036,0.13428,0.17854
2013,Bavaria,Couple with children,7 rooms,0.08837,88,1036,0.07108,0.10566
2013,Bavaria,Couple with children,8 rooms,0.03649,49,1036,0.02507,0.04791
2013,Berlin,Single-person household,1 room,0.14599,45,233,0.10056,0.19143
2013,Berlin,Single-person household,2 rooms,0.55486,128,233,0.49090,0.61881
2013,Berlin,Single-person household,3 rooms,0.24146,60,233,0.18639,0.29653
2013,Berlin,Couple without children,2 rooms,0.17860,32,160,0.11906,0.23813
2013,Berlin,Couple without children,3 rooms,0.38426,79,160,0.30865,0.45987
2013,Berlin,Couple without children,4 rooms,0.27869,49,160,0.20900,0.34838
2013,Berlin,Single parent,3 rooms,0.39895,49,49,0.26042,0.53748
2013,Berlin,Couple with children,3 rooms,0.46050,83,142,0.37822,0.54277
2013,Berlin,Couple with children,4 rooms,0.25895,59,142,0.18664,0.33125
2013,Brandenburg,Single-person household,2 rooms,0.52857,70,114,0.43653,0.62061
2013,Brandenburg,Single-person household,3 rooms,0.27459,44,114,0.19230,0.35689
2013,Brandenburg,Couple without children,3 rooms,0.39929,88,145,0.31930,0.47928
2013,Brandenburg,Couple without children,4 rooms,0.31000,57,145,0.23446,0.38554
2013,Brandenburg,Single parent,3 rooms,0.40937,41,41,0.25699,0.56176
2013,Brandenburg,Couple with children,3 rooms,0.31066,60,164,0.23962,0.38171
2013,Brandenburg,Couple with children,4 rooms,0.30601,71,164,0.23527,0.37676
2013,Brandenburg,Couple with children,5 rooms,0.17321,33,164,0.11512,0.23131
2013,Mecklenburg-Western Pomerania,Single-person household,2 rooms,0.53859,51,51,0.40041,0.67677
2013,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.37601,44,44,0.23123,0.52079
2013,Mecklenburg-Western Pomerania,Single parent,3 rooms,0.74161,40,40,0.60422,0.87900
2013,Mecklenburg-Western Pomerania,Couple with children,4 rooms,0.29139,31,31,0.12878,0.45399
2013,Saxony,Single-person household,1 room,0.12054,32,216,0.07701,0.16406
2013,Saxony,Single-person household,2 rooms,0.38159,96,216,0.31666,0.44653
2013,Saxony,Single-person household,3 rooms,0.33319,88,216,0.27019,0.39620
2013,Saxony,Couple without children,2 rooms,0.20495,56,295,0.15880,0.25109
2013,Saxony,Couple without children,3 rooms,0.44920,151,295,0.39234,0.50606
2013,Saxony,Couple without children,4 rooms,0.19040,57,295,0.14552,0.23528
2013,Saxony,Couple without children,5 rooms,0.09776,31,295,0.06381,0.13170
2013,Saxony,Single parent,3 rooms,0.52277,62,98,0.42337,0.62217
2013,Saxony,Single parent,4 rooms,0.31744,36,98,0.22481,0.41007
2013,Saxony,Couple with children,3 rooms,0.34929,89,307,0.29587,0.40271
2013,Saxony,Couple with children,4 rooms,0.30283,110,307,0.25135,0.35431
2013,Saxony,Couple with children,5 rooms,0.16288,70,307,0.12150,0.20425
2013,Saxony,Couple with children,6 rooms,0.07338,38,307,0.04416,0.10259
2013,Saxony-Anhalt,Single-person household,2 rooms,0.38484,64,117,0.29629,0.47338
2013,Saxony-Anhalt,Single-person household,3 rooms,0.35532,53,117,0.26822,0.44242
2013,Saxony-Anhalt,Couple without children,3 rooms,0.40093,79,131,0.31668,0.48518
2013,Saxony-Anhalt,Couple without children,4 rooms,0.32237,52,131,0.24202,0.40271
2013,Saxony-Anhalt,Single parent,3 rooms,0.41306,40,40,0.25853,0.56760
2013,Saxony-Anhalt,Couple with children,3 rooms,0.20090,41,146,0.13569,0.26612
2013,Saxony-Anhalt,Couple with children,4 rooms,0.42761,70,146,0.34709,0.50814
2013,Saxony-Anhalt,Couple with children,5 rooms,0.18408,35,146,0.12100,0.24716
2013,Thuringa,Single-person household,2 rooms,0.41833,52,87,0.31407,0.52259
2013,Thuringa,Single-person household,3 rooms,0.25474,35,87,0.16265,0.34683
2013,Thuringa,Couple without children,3 rooms,0.31128,65,126,0.23011,0.39245
2013,Thuringa,Couple without children,4 rooms,0.33071,61,126,0.24823,0.41319
2013,Thuringa,Single parent,3 rooms,0.42973,41,41,0.27632,0.58314
2013,Thuringa,Couple with children,3 rooms,0.24522,39,141,0.17395,0.31648
2013,Thuringa,Couple with children,4 rooms,0.23460,58,141,0.16440,0.30479
2013,Thuringa,Couple with children,5 rooms,0.27904,44,141,0.20474,0.35334
2014,Schleswig-Holstein,Single-person household,2 rooms,0.35513,48,90,0.25571,0.45456
2014,Schleswig-Holstein,Single-person household,3 rooms,0.31890,42,90,0.22208,0.41573
2014,Schleswig-Holstein,Couple without children,3 rooms,0.29071,47,86,0.19417,0.38725
2014,Schleswig-Holstein,Couple without children,4 rooms,0.29994,39,86,0.20253,0.39736
2014,Schleswig-Holstein,Couple with children,3 rooms,0.22312,46,148,0.15582,0.29043
2014,Schleswig-Holstein,Couple with children,4 rooms,0.20881,49,148,0.14310,0.27452
2014,Schleswig-Holstein,Couple with children,5 rooms,0.34621,53,148,0.26930,0.42312
2014,Hamburg,Single-person household,2 rooms,0.43335,31,31,0.25602,0.61067
2014,Hamburg,Couple with children,4 rooms,0.41192,31,31,0.23579,0.58804
2014,Lower Saxony,Single-person household,2 rooms,0.29225,88,206,0.22999,0.35451
2014,Lower Saxony,Single-person household,3 rooms,0.29657,75,206,0.23405,0.35910
2014,Lower Saxony,Single-person household,4 rooms,0.14489,43,206,0.09670,0.19307
2014,Lower Saxony,Couple without children,2 rooms,0.06068,33,366,0.03618,0.08517
2014,Lower Saxony,Couple without children,3 rooms,0.22853,97,366,0.18545,0.27160
2014,Lower Saxony,Couple without children,4 rooms,0.25446,103,366,0.20977,0.29914
2014,Lower Saxony,Couple without children,5 rooms,0.17960,70,366,0.14022,0.21898
2014,Lower Saxony,Couple without children,6 rooms,0.15389,63,366,0.11687,0.19091
2014,Lower Saxony,Single parent,3 rooms,0.44981,69,114,0.35808,0.54153
2014,Lower Saxony,Single parent,4 rooms,0.19393,45,114,0.12103,0.26683
2014,Lower Saxony,Couple with children,3 rooms,0.17060,84,524,0.13836,0.20284
2014,Lower Saxony,Couple with children,4 rooms,0.21139,130,524,0.17640,0.24638
2014,Lower Saxony,Couple with children,5 rooms,0.26089,123,524,0.22325,0.29852
2014,Lower Saxony,Couple with children,6 rooms,0.17882,96,524,0.14598,0.21166
2014,Lower Saxony,Couple with children,7 rooms,0.10333,59,524,0.07724,0.12941
2014,Lower Saxony,Couple with children,8 rooms,0.03366,32,524,0.01820,0.04911
2014,North Rhine-Westphalia,Single-person household,1 room,0.06978,54,595,0.04929,0.09027
2014,North Rhine-Westphalia,Single-person household,2 rooms,0.38086,227,595,0.34181,0.41991
2014,North Rhine-Westphalia,Single-person household,3 rooms,0.31395,199,595,0.27663,0.35127
2014,North Rhine-Westphalia,Single-person household,4 rooms,0.10981,69,595,0.08466,0.13495
2014,North Rhine-Westphalia,Single-person household,5 rooms,0.07908,46,595,0.05738,0.10078
2014,North Rhine-Westphalia,Couple without children,2 rooms,0.10741,100,809,0.08606,0.12876
2014,North Rhine-Westphalia,Couple without children,3 rooms,0.36744,307,809,0.33420,0.40069
2014,North Rhine-Westphalia,Couple without children,4 rooms,0.22714,176,809,0.19825,0.25603
2014,North Rhine-Westphalia,Couple without children,5 rooms,0.13680,119,809,0.11311,0.16049
2014,North Rhine-Westphalia,Couple without children,6 rooms,0.08781,74,809,0.06830,0.10733
2014,North Rhine-Westphalia,Couple without children,7 rooms,0.04395,33,809,0.02981,0.05808
2014,North Rhine-Westphalia,Single parent,2 rooms,0.13589,49,375,0.10116,0.17062
2014,North Rhine-Westphalia,Single parent,3 rooms,0.49948,193,375,0.44880,0.55015
2014,North Rhine-Westphalia,Single parent,4 rooms,0.16388,80,375,0.12636,0.20140
2014,North Rhine-Westphalia,Single parent,5 rooms,0.14515,53,375,0.10945,0.18085
2014,North Rhine-Westphalia,Couple with children,3 rooms,0.22215,298,1223,0.19884,0.24546
2014,North Rhine-Westphalia,Couple with children,4 rooms,0.27657,345,1223,0.25149,0.30165
2014,North Rhine-Westphalia,Couple with children,5 rooms,0.22634,273,1223,0.20288,0.24980
2014,North Rhine-Westphalia,Couple with children,6 rooms,0.13446,171,1223,0.11533,0.15359
2014,North Rhine-Westphalia,Couple with children,7 rooms,0.07936,98,1223,0.06421,0.09452
2014,North Rhine-Westphalia,Couple with children,8 rooms,0.02827,38,1223,0.01897,0.03756
2014,Hesse,Single-person household,2 rooms,0.33989,81,188,0.27200,0.40778
2014,Hesse,Single-person household,3 rooms,0.30970,71,188,0.24343,0.37597
2014,Hesse,Single-person household,4 rooms,0.15507,36,188,0.10319,0.20695
2014,Hesse,Couple without children,2 rooms,0.10833,31,271,0.07126,0.14541
2014,Hesse,Couple without children,3 rooms,0.31203,98,271,0.25676,0.36729
2014,Hesse,Couple without children,4 rooms,0.24625,64,271,0.19486,0.29764
2014,Hesse,Couple without children,5 rooms,0.16069,44,271,0.11688,0.20449
2014,Hesse,Couple without children,6 rooms,0.10494,34,271,0.06838,0.14149
2014,Hesse,Single parent,3 rooms,0.48934,56,56,0.35722,0.62145
2014,Hesse,Couple with children,3 rooms,0.22578,97,365,0.18283,0.26873
2014,Hesse,Couple with children,4 rooms,0.19541,94,365,0.15468,0.23615
2014,Hesse,Couple with children,5 rooms,0.21040,80,365,0.16852,0.25227
2014,Hesse,Couple with children,6 rooms,0.14462,61,365,0.10849,0.18075
2014,Hesse,Couple with children,7 rooms,0.08565,33,365,0.05690,0.11440
2014,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.27607,65,132,0.19952,0.35263
2014,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.31254,67,132,0.23317,0.39192
2014,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.20781,51,178,0.14804,0.26759
2014,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.21170,47,178,0.15152,0.27188
