year,bula_h,hhtyp,hgroom,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Saxony-Anhalt,Couple with children,3 rooms,0.40537,60,101,0.30915,0.50160
1995,Saxony-Anhalt,Couple with children,4 rooms,0.25417,41,101,0.16883,0.33951
1995,Thuringa,Couple with children,3 rooms,0.36196,52,93,0.26376,0.46016
1995,Thuringa,Couple with children,4 rooms,0.25542,41,93,0.16631,0.34454
1996,Lower Saxony,Single-person household,2 rooms,0.34682,38,78,0.24051,0.45313
1996,Lower Saxony,Single-person household,3 rooms,0.35144,40,78,0.24480,0.45807
1996,Lower Saxony,Couple without children,3 rooms,0.26835,50,86,0.17415,0.36255
1996,Lower Saxony,Couple without children,4 rooms,0.25098,36,86,0.15881,0.34316
1996,Lower Saxony,Couple with children,3 rooms,0.24942,62,145,0.17875,0.32009
1996,Lower Saxony,Couple with children,4 rooms,0.25464,50,145,0.18348,0.32580
1996,Lower Saxony,Couple with children,5 rooms,0.21996,33,145,0.15230,0.28761
1996,North Rhine-Westphalia,Single-person household,1 room,0.09876,37,245,0.06132,0.13619
1996,North Rhine-Westphalia,Single-person household,2 rooms,0.45811,133,245,0.39560,0.52063
1996,North Rhine-Westphalia,Single-person household,3 rooms,0.29987,75,245,0.24237,0.35736
1996,North Rhine-Westphalia,Couple without children,2 rooms,0.23923,93,277,0.18890,0.28956
1996,North Rhine-Westphalia,Couple without children,3 rooms,0.34815,118,277,0.29194,0.40435
1996,North Rhine-Westphalia,Couple without children,4 rooms,0.19132,66,277,0.14491,0.23772
1996,North Rhine-Westphalia,Couple with children,3 rooms,0.29451,204,465,0.25304,0.33599
1996,North Rhine-Westphalia,Couple with children,4 rooms,0.26568,125,465,0.22549,0.30587
1996,North Rhine-Westphalia,Couple with children,5 rooms,0.19872,91,465,0.16241,0.23503
1996,North Rhine-Westphalia,Couple with children,6 rooms,0.10227,45,465,0.07470,0.12984
1996,Hesse,Single-person household,2 rooms,0.40734,40,40,0.25314,0.56155
1996,Hesse,Couple without children,2 rooms,0.14436,31,117,0.08040,0.20832
1996,Hesse,Couple without children,3 rooms,0.33912,51,117,0.25297,0.42527
1996,Hesse,Couple without children,4 rooms,0.29323,35,117,0.21038,0.37607
1996,Hesse,Couple with children,3 rooms,0.31672,76,119,0.23278,0.40065
1996,Hesse,Couple with children,4 rooms,0.22240,43,119,0.14737,0.29744
1996,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.31409,31,31,0.14799,0.48018
1996,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.31383,47,80,0.21150,0.41617
1996,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.26654,33,80,0.16904,0.36404
1996,Baden-Wuerttemberg,Single-person household,2 rooms,0.33465,67,116,0.24840,0.42089
1996,Baden-Wuerttemberg,Single-person household,3 rooms,0.32763,49,116,0.24184,0.41341
1996,Baden-Wuerttemberg,Couple without children,2 rooms,0.12422,46,168,0.07419,0.17425
1996,Baden-Wuerttemberg,Couple without children,3 rooms,0.32244,69,168,0.25155,0.39333
1996,Baden-Wuerttemberg,Couple without children,4 rooms,0.30319,53,168,0.23348,0.37290
1996,Baden-Wuerttemberg,Couple with children,3 rooms,0.25133,134,309,0.20289,0.29978
1996,Baden-Wuerttemberg,Couple with children,4 rooms,0.24760,94,309,0.19939,0.29580
1996,Baden-Wuerttemberg,Couple with children,5 rooms,0.14458,46,309,0.10530,0.18385
1996,Baden-Wuerttemberg,Couple with children,6 rooms,0.14612,35,309,0.10667,0.18557
1996,Bavaria,Single-person household,2 rooms,0.33843,70,130,0.25678,0.42009
1996,Bavaria,Single-person household,3 rooms,0.32907,60,130,0.24798,0.41015
1996,Bavaria,Couple without children,2 rooms,0.20253,51,176,0.14298,0.26207
1996,Bavaria,Couple without children,3 rooms,0.33214,77,176,0.26236,0.40192
1996,Bavaria,Couple without children,4 rooms,0.20927,48,176,0.14900,0.26954
1996,Bavaria,Couple with children,3 rooms,0.24887,102,298,0.19970,0.29804
1996,Bavaria,Couple with children,4 rooms,0.26533,102,298,0.21512,0.31554
1996,Bavaria,Couple with children,5 rooms,0.19490,54,298,0.14985,0.23995
1996,Bavaria,Couple with children,6 rooms,0.14307,40,298,0.10325,0.18289
1996,Berlin,Single-person household,2 rooms,0.55952,48,48,0.41758,0.70145
1996,Berlin,Couple without children,3 rooms,0.46848,37,37,0.30547,0.63149
1996,Berlin,Couple with children,3 rooms,0.51827,55,55,0.38500,0.65154
1996,Brandenburg,Couple without children,3 rooms,0.41740,37,37,0.25631,0.57849
1996,Brandenburg,Couple with children,3 rooms,0.48617,53,53,0.35032,0.62202
1996,Mecklenburg-Western Pomerania,Couple without children,3 rooms,0.52883,33,33,0.35587,0.70178
1996,Saxony,Single-person household,2 rooms,0.51193,48,48,0.36903,0.65484
1996,Saxony,Couple without children,2 rooms,0.28920,53,154,0.21736,0.36104
1996,Saxony,Couple without children,3 rooms,0.41327,69,154,0.33524,0.49129
1996,Saxony,Couple without children,4 rooms,0.20939,32,154,0.14492,0.27386
1996,Saxony,Couple with children,3 rooms,0.36594,77,156,0.29011,0.44177
1996,Saxony,Couple with children,4 rooms,0.33689,79,156,0.26249,0.41130
1996,Saxony-Anhalt,Couple without children,3 rooms,0.52797,53,53,0.39228,0.66366
1996,Saxony-Anhalt,Couple with children,3 rooms,0.40948,56,98,0.31162,0.50734
1996,Saxony-Anhalt,Couple with children,4 rooms,0.27536,42,98,0.18646,0.36425
1996,Thuringa,Couple without children,3 rooms,0.41224,32,32,0.23896,0.58552
1996,Thuringa,Couple with children,3 rooms,0.32482,46,84,0.22407,0.42557
1996,Thuringa,Couple with children,4 rooms,0.27788,38,84,0.18151,0.37426
1997,Lower Saxony,Single-person household,2 rooms,0.35518,39,74,0.24539,0.46496
1997,Lower Saxony,Single-person household,3 rooms,0.31016,35,74,0.20405,0.41627
1997,Lower Saxony,Couple without children,3 rooms,0.30983,55,92,0.21482,0.40484
1997,Lower Saxony,Couple without children,4 rooms,0.22096,37,92,0.13572,0.30621
1997,Lower Saxony,Couple with children,3 rooms,0.22966,54,141,0.15999,0.29934
1997,Lower Saxony,Couple with children,4 rooms,0.24459,52,141,0.17338,0.31579
1997,Lower Saxony,Couple with children,5 rooms,0.23445,35,141,0.16427,0.30463
1997,North Rhine-Westphalia,Single-person household,2 rooms,0.47543,131,209,0.40757,0.54330
1997,North Rhine-Westphalia,Single-person household,3 rooms,0.31515,78,209,0.25201,0.37829
1997,North Rhine-Westphalia,Couple without children,2 rooms,0.22241,95,288,0.17430,0.27052
1997,North Rhine-Westphalia,Couple without children,3 rooms,0.35856,122,288,0.30308,0.41405
1997,North Rhine-Westphalia,Couple without children,4 rooms,0.19083,71,288,0.14536,0.23629
1997,North Rhine-Westphalia,Single parent,3 rooms,0.30260,34,34,0.14587,0.45934
1997,North Rhine-Westphalia,Couple with children,3 rooms,0.28451,182,446,0.24259,0.32643
1997,North Rhine-Westphalia,Couple with children,4 rooms,0.27261,127,446,0.23124,0.31399
1997,North Rhine-Westphalia,Couple with children,5 rooms,0.20229,92,446,0.16497,0.23962
1997,North Rhine-Westphalia,Couple with children,6 rooms,0.10999,45,446,0.08092,0.13906
1997,Hesse,Single-person household,2 rooms,0.41831,39,39,0.26147,0.57515
1997,Hesse,Couple without children,3 rooms,0.39279,54,89,0.29075,0.49483
1997,Hesse,Couple without children,4 rooms,0.28845,35,89,0.19379,0.38310
1997,Hesse,Couple with children,3 rooms,0.30358,73,114,0.21880,0.38836
1997,Hesse,Couple with children,4 rooms,0.22859,41,114,0.15116,0.30601
1997,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.42814,32,32,0.25396,0.60233
1997,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.28544,34,34,0.13135,0.43952
1997,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.28644,46,78,0.18546,0.38743
1997,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.23758,32,78,0.14252,0.33264
1997,Baden-Wuerttemberg,Single-person household,2 rooms,0.33860,62,116,0.25211,0.42510
1997,Baden-Wuerttemberg,Single-person household,3 rooms,0.32361,54,116,0.23810,0.40912
1997,Baden-Wuerttemberg,Couple without children,2 rooms,0.10411,40,159,0.05649,0.15173
1997,Baden-Wuerttemberg,Couple without children,3 rooms,0.33891,71,159,0.26511,0.41272
1997,Baden-Wuerttemberg,Couple without children,4 rooms,0.27026,48,159,0.20101,0.33950
1997,Baden-Wuerttemberg,Couple with children,3 rooms,0.27068,142,314,0.22146,0.31990
1997,Baden-Wuerttemberg,Couple with children,4 rooms,0.23514,97,314,0.18816,0.28212
1997,Baden-Wuerttemberg,Couple with children,5 rooms,0.14077,42,314,0.10224,0.17930
1997,Baden-Wuerttemberg,Couple with children,6 rooms,0.12456,33,314,0.08798,0.16114
1997,Bavaria,Single-person household,2 rooms,0.34119,67,126,0.25808,0.42431
1997,Bavaria,Single-person household,3 rooms,0.32580,59,126,0.24364,0.40796
1997,Bavaria,Couple without children,2 rooms,0.15135,44,170,0.09732,0.20539
1997,Bavaria,Couple without children,3 rooms,0.35108,75,170,0.27911,0.42304
1997,Bavaria,Couple without children,4 rooms,0.22061,51,170,0.15810,0.28313
1997,Bavaria,Couple with children,3 rooms,0.23300,97,283,0.18366,0.28235
1997,Bavaria,Couple with children,4 rooms,0.26820,95,283,0.21649,0.31991
1997,Bavaria,Couple with children,5 rooms,0.20463,51,283,0.15754,0.25171
1997,Bavaria,Couple with children,6 rooms,0.13287,40,283,0.09325,0.17249
1997,Berlin,Single-person household,2 rooms,0.50975,48,48,0.36683,0.65267
1997,Berlin,Couple without children,3 rooms,0.46121,39,39,0.30272,0.61971
1997,Berlin,Couple with children,3 rooms,0.50495,48,48,0.36201,0.64789
1997,Brandenburg,Couple without children,3 rooms,0.42622,39,39,0.26898,0.58345
1997,Brandenburg,Couple with children,3 rooms,0.45896,50,82,0.35044,0.56749
1997,Brandenburg,Couple with children,4 rooms,0.28707,32,82,0.18855,0.38560
1997,Saxony,Single-person household,2 rooms,0.55943,51,51,0.42182,0.69704
1997,Saxony,Couple without children,2 rooms,0.27296,51,155,0.20260,0.34332
1997,Saxony,Couple without children,3 rooms,0.43577,72,155,0.35746,0.51409
1997,Saxony,Couple without children,4 rooms,0.18947,32,155,0.12758,0.25137
1997,Saxony,Couple with children,3 rooms,0.35173,72,156,0.27656,0.42691
1997,Saxony,Couple with children,4 rooms,0.38336,84,156,0.30682,0.45991
1997,Saxony-Anhalt,Couple without children,3 rooms,0.51885,54,54,0.38433,0.65337
1997,Saxony-Anhalt,Couple with children,3 rooms,0.42207,49,82,0.31451,0.52963
1997,Saxony-Anhalt,Couple with children,4 rooms,0.22692,33,82,0.13571,0.31814
1997,Thuringa,Couple without children,3 rooms,0.41072,32,32,0.23753,0.58390
1997,Thuringa,Couple with children,3 rooms,0.37284,48,85,0.26943,0.47625
1997,Thuringa,Couple with children,4 rooms,0.26856,37,85,0.17378,0.36334
1998,Lower Saxony,Single-person household,2 rooms,0.37007,50,84,0.26620,0.47395
1998,Lower Saxony,Single-person household,3 rooms,0.24322,34,84,0.15092,0.33552
1998,Lower Saxony,Couple without children,3 rooms,0.33448,67,118,0.24899,0.41998
1998,Lower Saxony,Couple without children,4 rooms,0.26546,51,118,0.18545,0.34548
1998,Lower Saxony,Couple with children,3 rooms,0.18472,49,195,0.13011,0.23933
1998,Lower Saxony,Couple with children,4 rooms,0.30306,73,195,0.23838,0.36773
1998,Lower Saxony,Couple with children,5 rooms,0.19657,40,195,0.14065,0.25249
1998,Lower Saxony,Couple with children,6 rooms,0.14402,33,195,0.09461,0.19343
1998,North Rhine-Westphalia,Single-person household,1 room,0.09917,41,324,0.06658,0.13177
1998,North Rhine-Westphalia,Single-person household,2 rooms,0.45064,158,324,0.39638,0.50491
1998,North Rhine-Westphalia,Single-person household,3 rooms,0.30469,94,324,0.25449,0.35488
1998,North Rhine-Westphalia,Single-person household,4 rooms,0.09644,31,324,0.06425,0.12863
1998,North Rhine-Westphalia,Couple without children,2 rooms,0.18278,104,435,0.14642,0.21915
1998,North Rhine-Westphalia,Couple without children,3 rooms,0.38728,165,435,0.34145,0.43311
1998,North Rhine-Westphalia,Couple without children,4 rooms,0.16250,78,435,0.12779,0.19721
1998,North Rhine-Westphalia,Couple without children,5 rooms,0.14567,55,435,0.11248,0.17886
1998,North Rhine-Westphalia,Couple without children,6 rooms,0.08877,33,435,0.06201,0.11553
1998,North Rhine-Westphalia,Single parent,3 rooms,0.33639,34,34,0.17519,0.49760
1998,North Rhine-Westphalia,Couple with children,3 rooms,0.27121,186,515,0.23277,0.30964
1998,North Rhine-Westphalia,Couple with children,4 rooms,0.28785,154,515,0.24870,0.32699
1998,North Rhine-Westphalia,Couple with children,5 rooms,0.17227,91,515,0.13962,0.20491
1998,North Rhine-Westphalia,Couple with children,6 rooms,0.11668,53,515,0.08892,0.14443
1998,North Rhine-Westphalia,Couple with children,7 rooms,0.05940,31,515,0.03897,0.07984
1998,Hesse,Single-person household,2 rooms,0.49738,51,51,0.35879,0.63597
1998,Hesse,Couple without children,2 rooms,0.16741,31,128,0.10248,0.23234
1998,Hesse,Couple without children,3 rooms,0.37575,60,128,0.29152,0.45999
1998,Hesse,Couple without children,4 rooms,0.24611,37,128,0.17120,0.32103
1998,Hesse,Couple with children,3 rooms,0.27281,71,126,0.19473,0.35090
1998,Hesse,Couple with children,4 rooms,0.27225,55,126,0.19422,0.35028
1998,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.38490,36,36,0.22370,0.54610
1998,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.27079,37,69,0.16517,0.37641
1998,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.29295,32,69,0.18478,0.40113
1998,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.25445,40,87,0.16239,0.34650
1998,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.29077,47,87,0.19480,0.38675
1998,Baden-Wuerttemberg,Single-person household,2 rooms,0.40848,92,150,0.32955,0.48740
1998,Baden-Wuerttemberg,Single-person household,3 rooms,0.29931,58,150,0.22578,0.37285
1998,Baden-Wuerttemberg,Couple without children,3 rooms,0.36941,91,150,0.29191,0.44691
1998,Baden-Wuerttemberg,Couple without children,4 rooms,0.29999,59,150,0.22641,0.37357
1998,Baden-Wuerttemberg,Couple with children,3 rooms,0.25399,125,327,0.20674,0.30125
1998,Baden-Wuerttemberg,Couple with children,4 rooms,0.25952,107,327,0.21194,0.30711
1998,Baden-Wuerttemberg,Couple with children,5 rooms,0.18314,61,327,0.14115,0.22512
1998,Baden-Wuerttemberg,Couple with children,6 rooms,0.11636,34,327,0.08155,0.15117
1998,Bavaria,Single-person household,2 rooms,0.37252,85,156,0.29641,0.44863
1998,Bavaria,Single-person household,3 rooms,0.32608,71,156,0.25228,0.39988
1998,Bavaria,Couple without children,2 rooms,0.17059,54,225,0.12133,0.21985
1998,Bavaria,Couple without children,3 rooms,0.30604,90,225,0.24568,0.36639
1998,Bavaria,Couple without children,4 rooms,0.28611,81,225,0.22692,0.34529
1998,Bavaria,Couple with children,3 rooms,0.20249,95,317,0.15818,0.24680
1998,Bavaria,Couple with children,4 rooms,0.26297,101,317,0.21443,0.31151
1998,Bavaria,Couple with children,5 rooms,0.21708,70,317,0.17163,0.26254
1998,Bavaria,Couple with children,6 rooms,0.15904,51,317,0.11871,0.19936
1998,Berlin,Single-person household,2 rooms,0.49984,53,53,0.36394,0.63575
1998,Berlin,Couple without children,2 rooms,0.39244,31,66,0.27373,0.51115
1998,Berlin,Couple without children,3 rooms,0.43541,35,66,0.31487,0.55594
1998,Berlin,Couple with children,3 rooms,0.44899,42,42,0.29674,0.60124
1998,Brandenburg,Single-person household,2 rooms,0.53677,35,35,0.36916,0.70439
1998,Brandenburg,Couple without children,3 rooms,0.45165,43,43,0.30114,0.60216
1998,Brandenburg,Couple with children,3 rooms,0.40616,43,78,0.29646,0.51585
1998,Brandenburg,Couple with children,4 rooms,0.30197,35,78,0.19943,0.40452
1998,Mecklenburg-Western Pomerania,Couple with children,3 rooms,0.32731,31,31,0.15940,0.49522
1998,Saxony,Single-person household,2 rooms,0.55648,57,57,0.42636,0.68660
1998,Saxony,Couple without children,2 rooms,0.26251,56,171,0.19637,0.32865
1998,Saxony,Couple without children,3 rooms,0.45785,83,171,0.38296,0.53275
1998,Saxony,Couple without children,4 rooms,0.18157,32,171,0.12362,0.23952
1998,Saxony,Couple with children,3 rooms,0.32417,79,191,0.25761,0.39072
1998,Saxony,Couple with children,4 rooms,0.31900,79,191,0.25273,0.38528
1998,Saxony,Couple with children,5 rooms,0.15344,33,191,0.10219,0.20468
1998,Saxony-Anhalt,Single-person household,2 rooms,0.47283,36,36,0.30743,0.63824
1998,Saxony-Anhalt,Couple without children,3 rooms,0.45457,56,56,0.32297,0.58616
1998,Saxony-Anhalt,Couple with children,3 rooms,0.39839,42,76,0.28759,0.50919
1998,Saxony-Anhalt,Couple with children,4 rooms,0.22848,34,76,0.13346,0.32350
1998,Thuringa,Couple without children,3 rooms,0.40361,40,40,0.24962,0.55759
1998,Thuringa,Couple with children,3 rooms,0.32062,46,80,0.21770,0.42354
1998,Thuringa,Couple with children,4 rooms,0.20890,34,80,0.11925,0.29854
1999,Lower Saxony,Single-person household,2 rooms,0.38652,49,80,0.27914,0.49390
1999,Lower Saxony,Single-person household,3 rooms,0.23090,31,80,0.13797,0.32383
1999,Lower Saxony,Couple without children,3 rooms,0.36428,70,116,0.27632,0.45223
1999,Lower Saxony,Couple without children,4 rooms,0.24082,46,116,0.16267,0.31897
1999,Lower Saxony,Couple with children,3 rooms,0.21296,52,163,0.14992,0.27601
1999,Lower Saxony,Couple with children,4 rooms,0.31450,72,163,0.24300,0.38601
1999,Lower Saxony,Couple with children,5 rooms,0.18395,39,163,0.12429,0.24362
1999,North Rhine-Westphalia,Single-person household,1 room,0.09455,36,274,0.05984,0.12926
1999,North Rhine-Westphalia,Single-person household,2 rooms,0.44052,146,274,0.38163,0.49941
1999,North Rhine-Westphalia,Single-person household,3 rooms,0.31010,92,274,0.25523,0.36496
1999,North Rhine-Westphalia,Couple without children,2 rooms,0.17183,95,385,0.13410,0.20956
1999,North Rhine-Westphalia,Couple without children,3 rooms,0.39562,160,385,0.34671,0.44453
1999,North Rhine-Westphalia,Couple without children,4 rooms,0.17504,78,385,0.13703,0.21305
1999,North Rhine-Westphalia,Couple without children,5 rooms,0.13210,52,385,0.09823,0.16597
1999,North Rhine-Westphalia,Couple with children,3 rooms,0.26417,175,511,0.22590,0.30243
1999,North Rhine-Westphalia,Couple with children,4 rooms,0.28471,151,511,0.24554,0.32388
1999,North Rhine-Westphalia,Couple with children,5 rooms,0.17343,95,511,0.14057,0.20629
1999,North Rhine-Westphalia,Couple with children,6 rooms,0.11781,56,511,0.08983,0.14579
1999,North Rhine-Westphalia,Couple with children,7 rooms,0.06383,34,511,0.04261,0.08504
1999,Hesse,Single-person household,2 rooms,0.52340,45,45,0.37582,0.67098
1999,Hesse,Couple without children,2 rooms,0.16745,33,135,0.10423,0.23066
1999,Hesse,Couple without children,3 rooms,0.34679,59,135,0.26621,0.42738
1999,Hesse,Couple without children,4 rooms,0.27484,43,135,0.19925,0.35043
1999,Hesse,Couple with children,3 rooms,0.23669,57,104,0.15460,0.31878
1999,Hesse,Couple with children,4 rooms,0.24362,47,104,0.16071,0.32652
1999,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.43885,35,35,0.27205,0.60566
1999,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.25602,31,65,0.14910,0.36295
1999,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.28899,34,65,0.17793,0.40005
1999,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.23635,40,80,0.14267,0.33004
1999,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.28783,40,80,0.18799,0.38767
1999,Baden-Wuerttemberg,Single-person household,2 rooms,0.40193,90,153,0.32399,0.47988
1999,Baden-Wuerttemberg,Single-person household,3 rooms,0.32969,63,153,0.25495,0.40442
1999,Baden-Wuerttemberg,Couple without children,2 rooms,0.08374,31,169,0.04185,0.12563
1999,Baden-Wuerttemberg,Couple without children,3 rooms,0.36978,82,169,0.29678,0.44277
1999,Baden-Wuerttemberg,Couple without children,4 rooms,0.28551,56,169,0.21721,0.35381
1999,Baden-Wuerttemberg,Couple with children,3 rooms,0.23007,112,312,0.18330,0.27685
1999,Baden-Wuerttemberg,Couple with children,4 rooms,0.26111,102,312,0.21229,0.30993
1999,Baden-Wuerttemberg,Couple with children,5 rooms,0.16360,58,312,0.12249,0.20472
1999,Baden-Wuerttemberg,Couple with children,6 rooms,0.14431,40,312,0.10525,0.18336
1999,Bavaria,Single-person household,2 rooms,0.37237,78,137,0.29112,0.45362
1999,Bavaria,Single-person household,3 rooms,0.30062,59,137,0.22356,0.37769
1999,Bavaria,Couple without children,2 rooms,0.18136,60,225,0.13090,0.23182
1999,Bavaria,Couple without children,3 rooms,0.31927,89,225,0.25822,0.38032
1999,Bavaria,Couple without children,4 rooms,0.26794,76,225,0.20994,0.32594
1999,Bavaria,Couple with children,3 rooms,0.20415,93,303,0.15869,0.24961
1999,Bavaria,Couple with children,4 rooms,0.26910,95,303,0.21908,0.31912
1999,Bavaria,Couple with children,5 rooms,0.20240,65,303,0.15709,0.24772
1999,Bavaria,Couple with children,6 rooms,0.15404,50,303,0.11332,0.19475
1999,Berlin,Single-person household,2 rooms,0.54185,55,55,0.40895,0.67474
1999,Berlin,Couple without children,3 rooms,0.39112,32,32,0.21933,0.56291
1999,Berlin,Couple with children,3 rooms,0.45594,42,42,0.30349,0.60840
1999,Brandenburg,Single-person household,2 rooms,0.53882,32,32,0.36334,0.71430
1999,Brandenburg,Couple without children,3 rooms,0.48885,48,48,0.34594,0.63176
1999,Brandenburg,Couple with children,3 rooms,0.39563,43,43,0.24774,0.54352
1999,Saxony,Single-person household,2 rooms,0.50849,53,89,0.40404,0.61295
1999,Saxony,Single-person household,3 rooms,0.27505,36,89,0.18176,0.36835
1999,Saxony,Couple without children,2 rooms,0.22564,48,174,0.16335,0.28793
1999,Saxony,Couple without children,3 rooms,0.47864,89,174,0.40420,0.55308
1999,Saxony,Couple without children,4 rooms,0.19107,37,174,0.13249,0.24966
1999,Saxony,Couple with children,3 rooms,0.33410,70,186,0.26613,0.40207
1999,Saxony,Couple with children,4 rooms,0.30302,77,186,0.23680,0.36925
1999,Saxony,Couple with children,5 rooms,0.18027,39,186,0.12487,0.23566
1999,Saxony-Anhalt,Single-person household,2 rooms,0.43577,36,36,0.27150,0.60005
1999,Saxony-Anhalt,Couple without children,3 rooms,0.49449,57,57,0.36354,0.62544
1999,Saxony-Anhalt,Couple with children,3 rooms,0.34366,37,74,0.23472,0.45261
1999,Saxony-Anhalt,Couple with children,4 rooms,0.30822,37,74,0.20230,0.41415
1999,Thuringa,Single-person household,2 rooms,0.45698,34,34,0.28702,0.62695
1999,Thuringa,Couple without children,3 rooms,0.33076,36,36,0.17488,0.48663
1999,Thuringa,Couple with children,3 rooms,0.29640,46,82,0.19695,0.39585
1999,Thuringa,Couple with children,4 rooms,0.23457,36,82,0.14229,0.32685
2000,Schleswig-Holstein,Single-person household,2 rooms,0.41041,46,46,0.26668,0.55413
2000,Schleswig-Holstein,Couple without children,3 rooms,0.25018,37,79,0.15406,0.34630
2000,Schleswig-Holstein,Couple without children,4 rooms,0.31122,42,79,0.20847,0.41397
2000,Schleswig-Holstein,Couple with children,5 rooms,0.25309,33,33,0.10245,0.40374
2000,Hamburg,Single-person household,2 rooms,0.52421,46,46,0.37829,0.67013
2000,Lower Saxony,Single-person household,2 rooms,0.31915,78,196,0.25372,0.38458
2000,Lower Saxony,Single-person household,3 rooms,0.28620,74,196,0.22276,0.34964
2000,Lower Saxony,Single-person household,4 rooms,0.17284,44,196,0.11977,0.22591
2000,Lower Saxony,Couple without children,3 rooms,0.31920,106,294,0.26582,0.37258
2000,Lower Saxony,Couple without children,4 rooms,0.23676,79,294,0.18809,0.28544
2000,Lower Saxony,Couple without children,5 rooms,0.18132,63,294,0.13720,0.22544
2000,Lower Saxony,Couple without children,6 rooms,0.13496,46,294,0.09583,0.17408
2000,Lower Saxony,Couple with children,3 rooms,0.18441,74,366,0.14462,0.22419
2000,Lower Saxony,Couple with children,4 rooms,0.28743,109,366,0.24100,0.33386
2000,Lower Saxony,Couple with children,5 rooms,0.22618,83,366,0.18326,0.26910
2000,Lower Saxony,Couple with children,6 rooms,0.12978,56,366,0.09530,0.16425
2000,Lower Saxony,Couple with children,7 rooms,0.10801,44,366,0.07616,0.13985
2000,North Rhine-Westphalia,Single-person household,1 room,0.10514,76,663,0.08177,0.12850
2000,North Rhine-Westphalia,Single-person household,2 rooms,0.42144,278,663,0.38383,0.45906
2000,North Rhine-Westphalia,Single-person household,3 rooms,0.30149,207,663,0.26653,0.33645
2000,North Rhine-Westphalia,Single-person household,4 rooms,0.09394,65,663,0.07172,0.11617
2000,North Rhine-Westphalia,Single-person household,5 rooms,0.04875,37,663,0.03235,0.06516
2000,North Rhine-Westphalia,Couple without children,2 rooms,0.16198,155,841,0.13706,0.18689
2000,North Rhine-Westphalia,Couple without children,3 rooms,0.36915,320,841,0.33652,0.40179
2000,North Rhine-Westphalia,Couple without children,4 rooms,0.20351,185,841,0.17628,0.23073
2000,North Rhine-Westphalia,Couple without children,5 rooms,0.12137,109,841,0.09929,0.14346
2000,North Rhine-Westphalia,Couple without children,6 rooms,0.09751,72,841,0.07745,0.11757
2000,North Rhine-Westphalia,Single parent,3 rooms,0.44746,64,98,0.34851,0.54641
2000,North Rhine-Westphalia,Single parent,4 rooms,0.23496,34,98,0.15059,0.31933
2000,North Rhine-Westphalia,Couple with children,2 rooms,0.03886,35,943,0.02652,0.05120
2000,North Rhine-Westphalia,Couple with children,3 rooms,0.29728,292,943,0.26809,0.32647
2000,North Rhine-Westphalia,Couple with children,4 rooms,0.24877,253,943,0.22116,0.27638
2000,North Rhine-Westphalia,Couple with children,5 rooms,0.17759,188,943,0.15319,0.20200
2000,North Rhine-Westphalia,Couple with children,6 rooms,0.12372,115,943,0.10269,0.14474
2000,North Rhine-Westphalia,Couple with children,7 rooms,0.06163,60,943,0.04627,0.07699
2000,Hesse,Single-person household,2 rooms,0.46184,95,157,0.38360,0.54007
2000,Hesse,Single-person household,3 rooms,0.28104,62,157,0.21050,0.35158
2000,Hesse,Couple without children,2 rooms,0.14679,44,256,0.10335,0.19023
2000,Hesse,Couple without children,3 rooms,0.31536,91,256,0.25832,0.37239
2000,Hesse,Couple without children,4 rooms,0.27978,84,256,0.22468,0.33488
2000,Hesse,Couple without children,5 rooms,0.12479,37,256,0.08422,0.16535
2000,Hesse,Couple with children,3 rooms,0.24723,87,276,0.19624,0.29822
2000,Hesse,Couple with children,4 rooms,0.24475,84,276,0.19393,0.29556
2000,Hesse,Couple with children,5 rooms,0.22266,70,276,0.17349,0.27184
2000,Hesse,Couple with children,6 rooms,0.11406,35,276,0.07649,0.15163
2000,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.35309,64,108,0.26253,0.44365
2000,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.25536,44,108,0.17273,0.33798
2000,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.25618,53,143,0.18438,0.32797
2000,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.24436,54,143,0.17368,0.31504
2000,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.14980,36,143,0.09110,0.20850
