"plh0176","year","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","1392","0.203424448817382","0.19386795990021","0.212980937734554"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(Fach-)Abitur","439","0.099563118433966","0.0907924957710616","0.10833374109687"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","(noch) kein Abschluss","123","0.0839529380067227","0.0709859516775201","0.0969199243359254"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","AkademikerInnen","1077","0.160605167858614","0.151996527867479","0.169213807849748"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Hauptschulabschluss","608","0.0857437864716368","0.0794782625992872","0.0920093103439865"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2017","Realschulabschluss","694","0.106547930520837","0.0992232035818276","0.113872657459847"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","172","0.0269855981048086","0.0222537984127898","0.0317173977968274"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","183","0.0875913741007448","0.0758816569393451","0.0993010912621444"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","118","0.0135563966053462","0.0108333666744675","0.0162794265362249"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","284","0.0263649239331956","0.0227321278017446","0.0299977200646466"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","158","0.0216838748561628","0.0181452675414744","0.0252224821708511"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","76","0.0186993765510881","0.0147437498998652","0.022655003202311"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","70","0.0387075218731705","0.0307175270080516","0.0466975167382895"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","86","0.0152686646585947","0.012381287218196","0.0181560420989934"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","179","0.0206085707256734","0.0173872664762304","0.0238298749751164"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","121","0.0184615660367306","0.0151910804246429","0.0217320516488183"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","299","0.0717816564897753","0.064244066591871","0.0793192463876797"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","223","0.0572404982554862","0.047618324255973","0.0668626722549993"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","693","0.107231927416463","0.0999461561461803","0.114517698686746"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","433","0.0600381602631541","0.0546517620349303","0.0654245584913779"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","353","0.0575820970602022","0.0519224438455191","0.0632417502748853"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","162","0.033844329546921","0.0285639249006918","0.0391247341931503"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","120","0.0661717760874824","0.0558752449324398","0.076468307242525"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","159","0.0169870943389791","0.0139442249543053","0.0200299637236529"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","338","0.0445695565513236","0.0398906070971633","0.049248506005484"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","239","0.0375536025801059","0.0329347043065702","0.0421725008536417"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","290","0.0631604134097421","0.0560571847993992","0.070263642020085"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","180","0.0884457007898104","0.0766845266653271","0.100206874914294"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","268","0.0384323855476889","0.0339056748800194","0.0429590962153584"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","520","0.0615222488845762","0.0560739898073996","0.0669705079617528"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","362","0.0519390757335842","0.0465478247446604","0.0573303267225081"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","283","0.0624873611094359","0.0554195432141059","0.069555179004766"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","171","0.0900997258635259","0.078239862735355","0.101959588991697"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","336","0.045661230567432","0.0407457131325365","0.0505767480023275"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","552","0.0734072262288669","0.0674937409374597","0.079320711520274"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","421","0.0643857000398612","0.0584226637092773","0.0703487363704451"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","619","0.110407519625215","0.101255950349036","0.119559088901393"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","479","0.18440041155119","0.168336900137382","0.200463922964999"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","672","0.0795438915355793","0.0731722826283381","0.0859155004428206"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","1157","0.144212984800944","0.13624745460037","0.152178515001519"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","854","0.131947029154333","0.123724654891611","0.140169403417054"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","554","0.132721416148296","0.12281422578265","0.142628606513943"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","207","0.0998711255002195","0.0874519328803258","0.112290318120113"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","722","0.107788275485539","0.100485904777193","0.115090646193884"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","891","0.119812163320348","0.112448942996909","0.127175383643787"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","826","0.119009778803103","0.111142923053423","0.126876634552784"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","801","0.181063715470201","0.169819181411366","0.192308249529036"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","257","0.106606350578773","0.0938233145489374","0.119389386608609"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","1219","0.175982795597167","0.167015790897166","0.184949800297169"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","1258","0.170964855687996","0.162428557995285","0.179501153380706"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","1250","0.199534366408723","0.189824695342687","0.209244037474759"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","838","0.198401038709799","0.186755723802811","0.210046353616787"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","256","0.120021094609172","0.106559826735728","0.133482362482615"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","1642","0.231281734299322","0.221352896420736","0.241210572177907"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","1347","0.19919666776237","0.190140725816189","0.208252609708551"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","1332","0.207682874793564","0.19782747642545","0.217538273161677"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(Fach-)Abitur","411","0.100447574834718","0.0916698156763903","0.109225333993045"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","(noch) kein Abschluss","93","0.0608444207904254","0.0509429389284301","0.0707459026524206"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","AkademikerInnen","1013","0.168265603947889","0.159456450870904","0.177074757024875"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Hauptschulabschluss","513","0.0793026418415524","0.0731758667847276","0.0854294168983773"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2018","Realschulabschluss","592","0.090220034533631","0.0832594774765075","0.0971805915907545"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","97","0.0241562455960021","0.0197029143577859","0.0286095768342183"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","94","0.0786097687554526","0.0669453931501285","0.0902741443607766"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","84","0.0100841535527643","0.00782912272211556","0.0123391843834131"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","195","0.0256505512745489","0.0218991116873069","0.0294019908617908"
"0 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","135","0.015627629437127","0.0126445995065265","0.0186106593677276"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","62","0.0118108311623574","0.00867725386006328","0.0149444084646515"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","47","0.0262420564973436","0.0193137694190114","0.0331703435756758"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","68","0.00839827379100672","0.00633860555146917","0.0104579420305443"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","126","0.0181840284422995","0.0150133490436899","0.0213547078409092"
"1 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","109","0.0159527741994367","0.0129393697123705","0.0189661786865029"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","414","0.0782010805630331","0.0704134630728641","0.085988698053202"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","181","0.0696779380450795","0.0586431056793055","0.0807127704108536"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","1166","0.131100321624893","0.123482683855604","0.138717959394183"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","514","0.0726810299982029","0.066520510418597","0.0788415495778089"
"10 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","609","0.0749037638486375","0.0685727009463333","0.0812348267509416"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","140","0.0400005877413261","0.0343166566085692","0.045684518874083"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","69","0.0609344780669373","0.0505668136736476","0.071302142460227"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","141","0.0188462125789878","0.0157770902017568","0.0219153349562188"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","250","0.0430732762660916","0.0382556231286719","0.0478909294035113"
"2 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","214","0.0316740611817189","0.0274620064158336","0.0358861159476043"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","253","0.0523668738816235","0.0459054448485497","0.0588283029146973"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","113","0.0802276163494362","0.0684541712717364","0.0920010614271361"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","224","0.0299274737303587","0.0260818149062662","0.0337731325544511"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","409","0.0580024891509344","0.0524557157170276","0.0635492625848413"
"3 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","306","0.047159426362299","0.042061122352122","0.0522577303724761"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","275","0.0545960469030538","0.0480062892445364","0.0611858045615711"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","138","0.106384257572734","0.0930209020127704","0.119747613132697"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","308","0.0414925373093462","0.0369914610970812","0.0459936135216113"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","472","0.0647542673972797","0.0589145840523196","0.0705939507422397"
"4 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","363","0.0534073359716351","0.047999626193461","0.0588150457498092"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","540","0.116404582938851","0.107102249462224","0.125706916415478"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","434","0.167994906950844","0.151791270710755","0.184198543190932"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","625","0.0718100258447666","0.0659830314720582","0.077637020217475"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","962","0.126761025127547","0.118866033743205","0.134656016511888"
"5 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","753","0.120085867620913","0.112267835552736","0.12790389968909"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","502","0.111710937386541","0.102573905451137","0.120847969321945"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","243","0.0958555656603211","0.0830962022047317","0.108614929115911"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","626","0.0850127645491322","0.0787179461140929","0.0913075829841715"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","797","0.115467523617155","0.107883860177896","0.123051187056414"
"6 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","781","0.126320081419829","0.118330137590219","0.134310025249439"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","844","0.194948890266834","0.183458037828681","0.206439742704988"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","303","0.0972171218205927","0.0843771381494023","0.110057105491783"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","1223","0.175046241261198","0.166469450438783","0.183623032083612"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","1088","0.164573250188756","0.155774397534342","0.173372102843169"
"7 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","1208","0.192639821625327","0.183154806079763","0.202124837170892"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","965","0.208038121268554","0.196264671434968","0.21981157110214"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","307","0.159926589489485","0.144040376087301","0.175812802891669"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","1792","0.254551710266834","0.244719970119933","0.264383450413734"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","1385","0.215598902952578","0.205840368426457","0.225357437478698"
"8 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","1453","0.225248859690221","0.21520168939342","0.235296029987023"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(Fach-)Abitur","474","0.107765802291824","0.0987716538053877","0.11675995077826"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","(noch) kein Abschluss","116","0.0569297007917749","0.0468871758449087","0.0669722257386411"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","AkademikerInnen","1284","0.173730285490713","0.165178982303487","0.182281588677939"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Hauptschulabschluss","624","0.0952536555846076","0.0882874469396037","0.102219864229612"
"9 Zufrieden: Skala 0-Niedrig bis 10-Hoch","2019","Realschulabschluss","710","0.096980378642855","0.0898629703154339","0.104097786970276"
