"pli0080","year","age_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","1995","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1995","66 +","AkademikerIn","49","0.316148464521755","0.242230032033314","0.390066897010197"
"Seltener","1995","17-34","(noch) kein Abschluss","33","0.0778672371672447","0.0521173378794644","0.103617136455025"
"Seltener","1995","17-34","Hauptschule","160","0.122273144747588","0.105639010928165","0.138907278567011"
"Seltener","1995","17-34","Realschule","234","0.137471659992769","0.120760200302939","0.154183119682599"
"Seltener","1995","17-34","(Fach-)Abitur","47","0.0466738340260623","0.0310139263483712","0.0623337417037534"
"Seltener","1995","17-34","AkademikerIn","57","0.121723321642974","0.0906744469688754","0.152772196317073"
"Seltener","1995","35-65","(noch) kein Abschluss","50","0.153679253745163","0.11918882755834","0.188169679931986"
"Seltener","1995","35-65","Hauptschule","892","0.261955732032033","0.247444625849597","0.276466838214469"
"Seltener","1995","35-65","Realschule","362","0.255786104642913","0.231846878068619","0.279725331217208"
"Seltener","1995","35-65","(Fach-)Abitur","66","0.211787679171105","0.167161252807168","0.256414105535042"
"Seltener","1995","35-65","AkademikerIn","331","0.240973125362488","0.216477838758578","0.265468411966397"
"Seltener","1995","66 +","(noch) kein Abschluss","","","",""
"Seltener","1995","66 +","Hauptschule","262","0.240345205383267","0.214920314659941","0.265770096106593"
"Seltener","1995","66 +","Realschule","55","0.27451178141234","0.210888968687458","0.338134594137222"
"Seltener","1995","66 +","(Fach-)Abitur","","","",""
"Seltener","1995","66 +","AkademikerIn","38","0.257135747399113","0.187655356093379","0.326616138704846"
"Nie","1995","17-34","(noch) kein Abschluss","","","",""
"Nie","1995","17-34","Hauptschule","","","",""
"Nie","1995","17-34","Realschule","","","",""
"Nie","1995","17-34","(Fach-)Abitur","","","",""
"Nie","1995","17-34","AkademikerIn","","","",""
"Nie","1995","35-65","(noch) kein Abschluss","","","",""
"Nie","1995","35-65","Hauptschule","134","0.0398920478494858","0.0334332965754503","0.0463507991235214"
"Nie","1995","35-65","Realschule","30","0.0222900721182574","0.0141901003870235","0.0303900438494912"
"Nie","1995","35-65","(Fach-)Abitur","","","",""
"Nie","1995","35-65","AkademikerIn","","","",""
"Nie","1995","66 +","(noch) kein Abschluss","","","",""
"Nie","1995","66 +","Hauptschule","90","0.0851354602104984","0.0685293902500421","0.101741530170955"
"Nie","1995","66 +","Realschule","","","",""
"Nie","1995","66 +","(Fach-)Abitur","","","",""
"Nie","1995","66 +","AkademikerIn","","","",""
"Taeglich","1996","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1996","17-34","Hauptschule","","","",""
"Taeglich","1996","17-34","Realschule","","","",""
"Taeglich","1996","17-34","(Fach-)Abitur","","","",""
"Taeglich","1996","17-34","AkademikerIn","","","",""
"Taeglich","1996","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1996","35-65","Hauptschule","","","",""
"Taeglich","1996","35-65","Realschule","","","",""
"Taeglich","1996","35-65","(Fach-)Abitur","","","",""
"Taeglich","1996","35-65","AkademikerIn","","","",""
"Taeglich","1996","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1996","66 +","Hauptschule","","","",""
"Taeglich","1996","66 +","Realschule","","","",""
"Taeglich","1996","66 +","(Fach-)Abitur","","","",""
"Taeglich","1996","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1996","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1996","17-34","Hauptschule","","","",""
"Min 1x pro Woche","1996","17-34","Realschule","","","",""
"Min 1x pro Woche","1996","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1996","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","1996","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1996","35-65","Hauptschule","","","",""
"Min 1x pro Woche","1996","35-65","Realschule","","","",""
"Min 1x pro Woche","1996","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1996","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","1996","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1996","66 +","Hauptschule","","","",""
"Min 1x pro Woche","1996","66 +","Realschule","","","",""
"Min 1x pro Woche","1996","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1996","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","1996","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1996","17-34","Hauptschule","","","",""
"Min 1x pro Monat","1996","17-34","Realschule","","","",""
"Min 1x pro Monat","1996","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1996","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","1996","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1996","35-65","Hauptschule","","","",""
"Min 1x pro Monat","1996","35-65","Realschule","","","",""
"Min 1x pro Monat","1996","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1996","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","1996","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1996","66 +","Hauptschule","","","",""
"Min 1x pro Monat","1996","66 +","Realschule","","","",""
"Min 1x pro Monat","1996","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1996","66 +","AkademikerIn","","","",""
"Seltener","1996","17-34","(noch) kein Abschluss","","","",""
"Seltener","1996","17-34","Hauptschule","","","",""
"Seltener","1996","17-34","Realschule","","","",""
"Seltener","1996","17-34","(Fach-)Abitur","","","",""
"Seltener","1996","17-34","AkademikerIn","","","",""
"Seltener","1996","35-65","(noch) kein Abschluss","","","",""
"Seltener","1996","35-65","Hauptschule","","","",""
"Seltener","1996","35-65","Realschule","","","",""
"Seltener","1996","35-65","(Fach-)Abitur","","","",""
"Seltener","1996","35-65","AkademikerIn","","","",""
"Seltener","1996","66 +","(noch) kein Abschluss","","","",""
"Seltener","1996","66 +","Hauptschule","","","",""
"Seltener","1996","66 +","Realschule","","","",""
"Seltener","1996","66 +","(Fach-)Abitur","","","",""
"Seltener","1996","66 +","AkademikerIn","","","",""
"Nie","1996","17-34","(noch) kein Abschluss","","","",""
"Nie","1996","17-34","Hauptschule","","","",""
"Nie","1996","17-34","Realschule","","","",""
"Nie","1996","17-34","(Fach-)Abitur","","","",""
"Nie","1996","17-34","AkademikerIn","","","",""
"Nie","1996","35-65","(noch) kein Abschluss","","","",""
"Nie","1996","35-65","Hauptschule","","","",""
"Nie","1996","35-65","Realschule","","","",""
"Nie","1996","35-65","(Fach-)Abitur","","","",""
"Nie","1996","35-65","AkademikerIn","","","",""
"Nie","1996","66 +","(noch) kein Abschluss","","","",""
"Nie","1996","66 +","Hauptschule","","","",""
"Nie","1996","66 +","Realschule","","","",""
"Nie","1996","66 +","(Fach-)Abitur","","","",""
"Nie","1996","66 +","AkademikerIn","","","",""
"Taeglich","1997","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1997","17-34","Hauptschule","","","",""
"Taeglich","1997","17-34","Realschule","","","",""
"Taeglich","1997","17-34","(Fach-)Abitur","","","",""
"Taeglich","1997","17-34","AkademikerIn","","","",""
"Taeglich","1997","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1997","35-65","Hauptschule","","","",""
"Taeglich","1997","35-65","Realschule","","","",""
"Taeglich","1997","35-65","(Fach-)Abitur","","","",""
"Taeglich","1997","35-65","AkademikerIn","","","",""
"Taeglich","1997","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1997","66 +","Hauptschule","","","",""
"Taeglich","1997","66 +","Realschule","","","",""
"Taeglich","1997","66 +","(Fach-)Abitur","","","",""
"Taeglich","1997","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1997","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1997","17-34","Hauptschule","","","",""
"Min 1x pro Woche","1997","17-34","Realschule","","","",""
"Min 1x pro Woche","1997","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1997","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","1997","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1997","35-65","Hauptschule","","","",""
"Min 1x pro Woche","1997","35-65","Realschule","","","",""
"Min 1x pro Woche","1997","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1997","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","1997","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1997","66 +","Hauptschule","","","",""
"Min 1x pro Woche","1997","66 +","Realschule","","","",""
"Min 1x pro Woche","1997","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1997","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","1997","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","17-34","Hauptschule","","","",""
"Min 1x pro Monat","1997","17-34","Realschule","","","",""
"Min 1x pro Monat","1997","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1997","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","1997","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","35-65","Hauptschule","","","",""
"Min 1x pro Monat","1997","35-65","Realschule","","","",""
"Min 1x pro Monat","1997","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1997","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","1997","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1997","66 +","Hauptschule","","","",""
"Min 1x pro Monat","1997","66 +","Realschule","","","",""
"Min 1x pro Monat","1997","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1997","66 +","AkademikerIn","","","",""
"Seltener","1997","17-34","(noch) kein Abschluss","","","",""
"Seltener","1997","17-34","Hauptschule","","","",""
"Seltener","1997","17-34","Realschule","","","",""
"Seltener","1997","17-34","(Fach-)Abitur","","","",""
"Seltener","1997","17-34","AkademikerIn","","","",""
"Seltener","1997","35-65","(noch) kein Abschluss","","","",""
"Seltener","1997","35-65","Hauptschule","","","",""
"Seltener","1997","35-65","Realschule","","","",""
"Seltener","1997","35-65","(Fach-)Abitur","","","",""
"Seltener","1997","35-65","AkademikerIn","","","",""
"Seltener","1997","66 +","(noch) kein Abschluss","","","",""
"Seltener","1997","66 +","Hauptschule","","","",""
"Seltener","1997","66 +","Realschule","","","",""
"Seltener","1997","66 +","(Fach-)Abitur","","","",""
"Seltener","1997","66 +","AkademikerIn","","","",""
"Nie","1997","17-34","(noch) kein Abschluss","","","",""
"Nie","1997","17-34","Hauptschule","","","",""
"Nie","1997","17-34","Realschule","","","",""
"Nie","1997","17-34","(Fach-)Abitur","","","",""
"Nie","1997","17-34","AkademikerIn","","","",""
"Nie","1997","35-65","(noch) kein Abschluss","","","",""
"Nie","1997","35-65","Hauptschule","","","",""
"Nie","1997","35-65","Realschule","","","",""
"Nie","1997","35-65","(Fach-)Abitur","","","",""
"Nie","1997","35-65","AkademikerIn","","","",""
"Nie","1997","66 +","(noch) kein Abschluss","","","",""
"Nie","1997","66 +","Hauptschule","","","",""
"Nie","1997","66 +","Realschule","","","",""
"Nie","1997","66 +","(Fach-)Abitur","","","",""
"Nie","1997","66 +","AkademikerIn","","","",""
"Taeglich","1998","17-34","(noch) kein Abschluss","107","0.241809040902063","0.20090816476916","0.282709917034966"
"Taeglich","1998","17-34","Hauptschule","210","0.161674092314519","0.141866153346903","0.181482031282135"
"Taeglich","1998","17-34","Realschule","157","0.0986198302510281","0.0839231826368129","0.113316477865243"
"Taeglich","1998","17-34","(Fach-)Abitur","87","0.109448586851281","0.0867855082675524","0.13211166543501"
"Taeglich","1998","17-34","AkademikerIn","","","",""
"Taeglich","1998","35-65","(noch) kein Abschluss","45","0.118301511056642","0.0843203238506578","0.152282698262626"
"Taeglich","1998","35-65","Hauptschule","138","0.0365152609643116","0.0303676134237013","0.0426629085049219"
"Taeglich","1998","35-65","Realschule","","","",""
"Taeglich","1998","35-65","(Fach-)Abitur","","","",""
"Taeglich","1998","35-65","AkademikerIn","","","",""
"Taeglich","1998","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1998","66 +","Hauptschule","54","0.0456878452323414","0.0341766579517107","0.057199032512972"
"Taeglich","1998","66 +","Realschule","","","",""
"Taeglich","1998","66 +","(Fach-)Abitur","","","",""
"Taeglich","1998","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1998","17-34","(noch) kein Abschluss","237","0.568214854807408","0.520900035781929","0.615529673832887"
"Min 1x pro Woche","1998","17-34","Hauptschule","723","0.539819529596135","0.513003096091849","0.566635963100421"
"Min 1x pro Woche","1998","17-34","Realschule","839","0.549911465984261","0.525388244625215","0.574434687343307"
"Min 1x pro Woche","1998","17-34","(Fach-)Abitur","418","0.606181302922561","0.57071354294456","0.641649062900562"
"Min 1x pro Woche","1998","17-34","AkademikerIn","232","0.50887012353908","0.462264469164905","0.555475777913254"
"Min 1x pro Woche","1998","35-65","(noch) kein Abschluss","174","0.438713414511177","0.386501917913101","0.490924911109252"
"Min 1x pro Woche","1998","35-65","Hauptschule","1316","0.356282810358457","0.340586617583206","0.371979003133708"
"Min 1x pro Woche","1998","35-65","Realschule","475","0.326952286064552","0.303916378933264","0.349988193195839"
"Min 1x pro Woche","1998","35-65","(Fach-)Abitur","153","0.456190930625417","0.404953030228918","0.507428831021916"
"Min 1x pro Woche","1998","35-65","AkademikerIn","418","0.358321373158806","0.332618745122448","0.384024001195163"
"Min 1x pro Woche","1998","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1998","66 +","Hauptschule","452","0.361650585412299","0.335162633915806","0.388138536908791"
"Min 1x pro Woche","1998","66 +","Realschule","71","0.350368236444558","0.285060121296667","0.415676351592449"
"Min 1x pro Woche","1998","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1998","66 +","AkademikerIn","68","0.376516637366936","0.306318261160996","0.446715013572877"
"Min 1x pro Monat","1998","17-34","(noch) kein Abschluss","44","0.100565118805781","0.0718364441142057","0.129293793497357"
"Min 1x pro Monat","1998","17-34","Hauptschule","254","0.185526856585038","0.164612023308673","0.206441689861403"
"Min 1x pro Monat","1998","17-34","Realschule","403","0.241227731424855","0.220138949427423","0.262316513422287"
"Min 1x pro Monat","1998","17-34","(Fach-)Abitur","170","0.198852608209594","0.169878759752893","0.227826456666295"
"Min 1x pro Monat","1998","17-34","AkademikerIn","146","0.341803299799421","0.297584909141862","0.38602169045698"
"Min 1x pro Monat","1998","35-65","(noch) kein Abschluss","78","0.233380832341057","0.18887614209821","0.277885522583905"
"Min 1x pro Monat","1998","35-65","Hauptschule","1107","0.303326243614562","0.288259511906586","0.318392975322538"
"Min 1x pro Monat","1998","35-65","Realschule","614","0.3881791824302","0.364247763539781","0.41211060132062"
"Min 1x pro Monat","1998","35-65","(Fach-)Abitur","128","0.317134596676805","0.269262313059736","0.365006880293874"
"Min 1x pro Monat","1998","35-65","AkademikerIn","535","0.379914759609957","0.353898122006231","0.405931397213683"
"Min 1x pro Monat","1998","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1998","66 +","Hauptschule","371","0.287552216169051","0.26259998222836","0.312504450109742"
"Min 1x pro Monat","1998","66 +","Realschule","69","0.31696918582658","0.25327499406491","0.38066337758825"
"Min 1x pro Monat","1998","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1998","66 +","AkademikerIn","56","0.30564645859758","0.238900871472233","0.372392045722927"
"Seltener","1998","17-34","(noch) kein Abschluss","30","0.0811878909268775","0.0550983745894657","0.107277407264289"
"Seltener","1998","17-34","Hauptschule","131","0.108044497144098","0.0913418406140451","0.12474715367415"
"Seltener","1998","17-34","Realschule","175","0.105251704319701","0.0901249008510904","0.120378507788311"
"Seltener","1998","17-34","(Fach-)Abitur","54","0.0855175020165636","0.0652173388260481","0.105817665207079"
"Seltener","1998","17-34","AkademikerIn","41","0.0980320023356161","0.070310519485373","0.125753485185859"
"Seltener","1998","35-65","(noch) kein Abschluss","44","0.186473078275554","0.145492565486029","0.227453591065079"
"Seltener","1998","35-65","Hauptschule","924","0.277029286325766","0.262361231313062","0.291697341338471"
"Seltener","1998","35-65","Realschule","448","0.253335026462079","0.231977511829318","0.274692541094841"
"Seltener","1998","35-65","(Fach-)Abitur","72","0.198321941638512","0.157303405246592","0.239340478030431"
"Seltener","1998","35-65","AkademikerIn","349","0.233612794065748","0.21093217929076","0.256293408840736"
"Seltener","1998","66 +","(noch) kein Abschluss","","","",""
"Seltener","1998","66 +","Hauptschule","314","0.247117683199799","0.223338878809057","0.270896487590541"
"Seltener","1998","66 +","Realschule","42","0.223182044473299","0.166183939871931","0.280180149074668"
"Seltener","1998","66 +","(Fach-)Abitur","","","",""
"Seltener","1998","66 +","AkademikerIn","50","0.250642956908495","0.18785234785596","0.313433565961029"
"Nie","1998","17-34","(noch) kein Abschluss","","","",""
"Nie","1998","17-34","Hauptschule","","","",""
"Nie","1998","17-34","Realschule","","","",""
"Nie","1998","17-34","(Fach-)Abitur","","","",""
"Nie","1998","17-34","AkademikerIn","","","",""
"Nie","1998","35-65","(noch) kein Abschluss","","","",""
"Nie","1998","35-65","Hauptschule","91","0.0268463987369025","0.0215487513131747","0.0321440461606304"
"Nie","1998","35-65","Realschule","","","",""
"Nie","1998","35-65","(Fach-)Abitur","","","",""
"Nie","1998","35-65","AkademikerIn","","","",""
"Nie","1998","66 +","(noch) kein Abschluss","","","",""
"Nie","1998","66 +","Hauptschule","73","0.0579916699865098","0.0451066607768808","0.0708766791961388"
"Nie","1998","66 +","Realschule","","","",""
"Nie","1998","66 +","(Fach-)Abitur","","","",""
"Nie","1998","66 +","AkademikerIn","","","",""
"Taeglich","1999","17-34","(noch) kein Abschluss","","","",""
"Taeglich","1999","17-34","Hauptschule","","","",""
"Taeglich","1999","17-34","Realschule","","","",""
"Taeglich","1999","17-34","(Fach-)Abitur","","","",""
"Taeglich","1999","17-34","AkademikerIn","","","",""
"Taeglich","1999","35-65","(noch) kein Abschluss","","","",""
"Taeglich","1999","35-65","Hauptschule","","","",""
"Taeglich","1999","35-65","Realschule","","","",""
"Taeglich","1999","35-65","(Fach-)Abitur","","","",""
"Taeglich","1999","35-65","AkademikerIn","","","",""
"Taeglich","1999","66 +","(noch) kein Abschluss","","","",""
"Taeglich","1999","66 +","Hauptschule","","","",""
"Taeglich","1999","66 +","Realschule","","","",""
"Taeglich","1999","66 +","(Fach-)Abitur","","","",""
"Taeglich","1999","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","1999","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1999","17-34","Hauptschule","","","",""
"Min 1x pro Woche","1999","17-34","Realschule","","","",""
"Min 1x pro Woche","1999","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1999","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","1999","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1999","35-65","Hauptschule","","","",""
"Min 1x pro Woche","1999","35-65","Realschule","","","",""
"Min 1x pro Woche","1999","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1999","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","1999","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","1999","66 +","Hauptschule","","","",""
"Min 1x pro Woche","1999","66 +","Realschule","","","",""
"Min 1x pro Woche","1999","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","1999","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","1999","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1999","17-34","Hauptschule","","","",""
"Min 1x pro Monat","1999","17-34","Realschule","","","",""
"Min 1x pro Monat","1999","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1999","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","1999","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1999","35-65","Hauptschule","","","",""
"Min 1x pro Monat","1999","35-65","Realschule","","","",""
"Min 1x pro Monat","1999","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1999","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","1999","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","1999","66 +","Hauptschule","","","",""
"Min 1x pro Monat","1999","66 +","Realschule","","","",""
"Min 1x pro Monat","1999","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","1999","66 +","AkademikerIn","","","",""
"Seltener","1999","17-34","(noch) kein Abschluss","","","",""
"Seltener","1999","17-34","Hauptschule","","","",""
"Seltener","1999","17-34","Realschule","","","",""
"Seltener","1999","17-34","(Fach-)Abitur","","","",""
"Seltener","1999","17-34","AkademikerIn","","","",""
"Seltener","1999","35-65","(noch) kein Abschluss","","","",""
"Seltener","1999","35-65","Hauptschule","","","",""
"Seltener","1999","35-65","Realschule","","","",""
"Seltener","1999","35-65","(Fach-)Abitur","","","",""
"Seltener","1999","35-65","AkademikerIn","","","",""
"Seltener","1999","66 +","(noch) kein Abschluss","","","",""
"Seltener","1999","66 +","Hauptschule","","","",""
"Seltener","1999","66 +","Realschule","","","",""
"Seltener","1999","66 +","(Fach-)Abitur","","","",""
"Seltener","1999","66 +","AkademikerIn","","","",""
"Nie","1999","17-34","(noch) kein Abschluss","","","",""
"Nie","1999","17-34","Hauptschule","","","",""
"Nie","1999","17-34","Realschule","","","",""
"Nie","1999","17-34","(Fach-)Abitur","","","",""
"Nie","1999","17-34","AkademikerIn","","","",""
"Nie","1999","35-65","(noch) kein Abschluss","","","",""
"Nie","1999","35-65","Hauptschule","","","",""
"Nie","1999","35-65","Realschule","","","",""
"Nie","1999","35-65","(Fach-)Abitur","","","",""
"Nie","1999","35-65","AkademikerIn","","","",""
"Nie","1999","66 +","(noch) kein Abschluss","","","",""
"Nie","1999","66 +","Hauptschule","","","",""
"Nie","1999","66 +","Realschule","","","",""
"Nie","1999","66 +","(Fach-)Abitur","","","",""
"Nie","1999","66 +","AkademikerIn","","","",""
"Taeglich","2000","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2000","17-34","Hauptschule","","","",""
"Taeglich","2000","17-34","Realschule","","","",""
"Taeglich","2000","17-34","(Fach-)Abitur","","","",""
"Taeglich","2000","17-34","AkademikerIn","","","",""
"Taeglich","2000","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2000","35-65","Hauptschule","","","",""
"Taeglich","2000","35-65","Realschule","","","",""
"Taeglich","2000","35-65","(Fach-)Abitur","","","",""
"Taeglich","2000","35-65","AkademikerIn","","","",""
"Taeglich","2000","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2000","66 +","Hauptschule","","","",""
"Taeglich","2000","66 +","Realschule","","","",""
"Taeglich","2000","66 +","(Fach-)Abitur","","","",""
"Taeglich","2000","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2000","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2000","17-34","Realschule","","","",""
"Min 1x pro Woche","2000","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2000","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2000","35-65","Realschule","","","",""
"Min 1x pro Woche","2000","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","35-65","AkademikerIn","","","",""
"Min 1x pro Woche","2000","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2000","66 +","Hauptschule","","","",""
"Min 1x pro Woche","2000","66 +","Realschule","","","",""
"Min 1x pro Woche","2000","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2000","66 +","AkademikerIn","","","",""
"Min 1x pro Monat","2000","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","17-34","Hauptschule","","","",""
"Min 1x pro Monat","2000","17-34","Realschule","","","",""
"Min 1x pro Monat","2000","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","17-34","AkademikerIn","","","",""
"Min 1x pro Monat","2000","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","35-65","Hauptschule","","","",""
"Min 1x pro Monat","2000","35-65","Realschule","","","",""
"Min 1x pro Monat","2000","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","35-65","AkademikerIn","","","",""
"Min 1x pro Monat","2000","66 +","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2000","66 +","Hauptschule","","","",""
"Min 1x pro Monat","2000","66 +","Realschule","","","",""
"Min 1x pro Monat","2000","66 +","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2000","66 +","AkademikerIn","","","",""
"Seltener","2000","17-34","(noch) kein Abschluss","","","",""
"Seltener","2000","17-34","Hauptschule","","","",""
"Seltener","2000","17-34","Realschule","","","",""
"Seltener","2000","17-34","(Fach-)Abitur","","","",""
"Seltener","2000","17-34","AkademikerIn","","","",""
"Seltener","2000","35-65","(noch) kein Abschluss","","","",""
"Seltener","2000","35-65","Hauptschule","","","",""
"Seltener","2000","35-65","Realschule","","","",""
"Seltener","2000","35-65","(Fach-)Abitur","","","",""
"Seltener","2000","35-65","AkademikerIn","","","",""
"Seltener","2000","66 +","(noch) kein Abschluss","","","",""
"Seltener","2000","66 +","Hauptschule","","","",""
"Seltener","2000","66 +","Realschule","","","",""
"Seltener","2000","66 +","(Fach-)Abitur","","","",""
"Seltener","2000","66 +","AkademikerIn","","","",""
"Nie","2000","17-34","(noch) kein Abschluss","","","",""
"Nie","2000","17-34","Hauptschule","","","",""
"Nie","2000","17-34","Realschule","","","",""
"Nie","2000","17-34","(Fach-)Abitur","","","",""
"Nie","2000","17-34","AkademikerIn","","","",""
"Nie","2000","35-65","(noch) kein Abschluss","","","",""
"Nie","2000","35-65","Hauptschule","","","",""
"Nie","2000","35-65","Realschule","","","",""
"Nie","2000","35-65","(Fach-)Abitur","","","",""
"Nie","2000","35-65","AkademikerIn","","","",""
"Nie","2000","66 +","(noch) kein Abschluss","","","",""
"Nie","2000","66 +","Hauptschule","","","",""
"Nie","2000","66 +","Realschule","","","",""
"Nie","2000","66 +","(Fach-)Abitur","","","",""
"Nie","2000","66 +","AkademikerIn","","","",""
"Taeglich","2001","17-34","(noch) kein Abschluss","","","",""
"Taeglich","2001","17-34","Hauptschule","","","",""
"Taeglich","2001","17-34","Realschule","","","",""
"Taeglich","2001","17-34","(Fach-)Abitur","","","",""
"Taeglich","2001","17-34","AkademikerIn","","","",""
"Taeglich","2001","35-65","(noch) kein Abschluss","","","",""
"Taeglich","2001","35-65","Hauptschule","","","",""
"Taeglich","2001","35-65","Realschule","","","",""
"Taeglich","2001","35-65","(Fach-)Abitur","","","",""
"Taeglich","2001","35-65","AkademikerIn","","","",""
"Taeglich","2001","66 +","(noch) kein Abschluss","","","",""
"Taeglich","2001","66 +","Hauptschule","","","",""
"Taeglich","2001","66 +","Realschule","","","",""
"Taeglich","2001","66 +","(Fach-)Abitur","","","",""
"Taeglich","2001","66 +","AkademikerIn","","","",""
"Min 1x pro Woche","2001","17-34","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2001","17-34","Hauptschule","","","",""
"Min 1x pro Woche","2001","17-34","Realschule","","","",""
"Min 1x pro Woche","2001","17-34","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2001","17-34","AkademikerIn","","","",""
"Min 1x pro Woche","2001","35-65","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2001","35-65","Hauptschule","","","",""
"Min 1x pro Woche","2001","35-65","Realschule","","","",""
"Min 1x pro Woche","2001","35-65","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2001","35-65","AkademikerIn","","","",""
