"e11103","year","bildungsniveau","regtyp","n","percent","lower_confidence","upper_confidence"
"Teilzeit","2001","(Fach-)Abitur","Staedtischer Raum","515","0.301945585923211","0.280121673423702","0.323769498422719"
"Teilzeit","2001","(noch) kein Abschluss","Laendlicher Raum","53","0.205787708242027","0.156647223698113","0.254928192785941"
"Teilzeit","2001","(noch) kein Abschluss","Staedtischer Raum","124","0.214523766954549","0.181975211601919","0.247072322307179"
"Teilzeit","2001","AkademikerIn","Laendlicher Raum","206","0.19242905986281","0.16936279189888","0.215495327826739"
"Teilzeit","2001","AkademikerIn","Staedtischer Raum","493","0.209329394619186","0.193147228495667","0.225511560742705"
"Teilzeit","2001","Hauptschule","Laendlicher Raum","600","0.170327987564061","0.157509868556683","0.183146106571439"
"Teilzeit","2001","Hauptschule","Staedtischer Raum","1195","0.184474673562782","0.174732357709332","0.194216989416232"
"Teilzeit","2001","Realschule","Laendlicher Raum","563","0.220523363439106","0.203970679414159","0.237076047464052"
"Teilzeit","2001","Realschule","Staedtischer Raum","850","0.226375631133655","0.21224028522709","0.240510977040221"
"Vollzeit","2001","(Fach-)Abitur","Laendlicher Raum","204","0.402785871427001","0.360711756352127","0.444859986501874"
"Vollzeit","2001","(Fach-)Abitur","Staedtischer Raum","674","0.393571124499672","0.370347757772032","0.416794491227311"
"Vollzeit","2001","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2001","(noch) kein Abschluss","Staedtischer Raum","68","0.123628235164657","0.0975288360238764","0.149727634305437"
"Vollzeit","2001","AkademikerIn","Laendlicher Raum","635","0.518305426278297","0.489068587198907","0.547542265357687"
"Vollzeit","2001","AkademikerIn","Staedtischer Raum","1408","0.55859487966737","0.538843796924211","0.578345962410528"
"Vollzeit","2001","Hauptschule","Laendlicher Raum","997","0.286841403513674","0.27141935546342","0.302263451563929"
"Vollzeit","2001","Hauptschule","Staedtischer Raum","2042","0.32051034466169","0.308788726921718","0.332231962401661"
"Vollzeit","2001","Realschule","Laendlicher Raum","1345","0.553582217435759","0.533734920000001","0.573429514871516"
"Vollzeit","2001","Realschule","Staedtischer Raum","1652","0.484252247179488","0.467371913493825","0.501132580865151"
"nicht erwerbstätig","2002","(Fach-)Abitur","Laendlicher Raum","185","0.318131250870509","0.280549618051929","0.355712883689089"
"nicht erwerbstätig","2002","(Fach-)Abitur","Staedtischer Raum","547","0.308642803424852","0.287683753469094","0.32960185338061"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Laendlicher Raum","186","0.751971037691426","0.698649879304669","0.805292196078184"
"nicht erwerbstätig","2002","(noch) kein Abschluss","Staedtischer Raum","474","0.708932415373635","0.674197620017769","0.743667210729501"
"nicht erwerbstätig","2002","AkademikerIn","Laendlicher Raum","308","0.300273737470121","0.275676125950055","0.324871348990188"
"nicht erwerbstätig","2002","AkademikerIn","Staedtischer Raum","636","0.246189730741072","0.231321844722622","0.261057616759522"
"nicht erwerbstätig","2002","Hauptschule","Laendlicher Raum","1652","0.543391657638157","0.525927345516388","0.560855969759926"
"nicht erwerbstätig","2002","Hauptschule","Staedtischer Raum","2755","0.503595545450159","0.490721423443928","0.516469667456391"
"nicht erwerbstätig","2002","Realschule","Laendlicher Raum","497","0.221378945317915","0.204823881672304","0.237934008963526"
"nicht erwerbstätig","2002","Realschule","Staedtischer Raum","925","0.299832057294725","0.284810638283856","0.314853476305594"
"Teilzeit","2002","(Fach-)Abitur","Laendlicher Raum","173","0.26504453713687","0.229431252971342","0.300657821302399"
"Teilzeit","2002","(Fach-)Abitur","Staedtischer Raum","587","0.298398462781645","0.277638057474715","0.319158868088575"
"Teilzeit","2002","(noch) kein Abschluss","Laendlicher Raum","55","0.197645357426948","0.148478289008015","0.246812425845881"
"Teilzeit","2002","(noch) kein Abschluss","Staedtischer Raum","122","0.168042594026752","0.139451837919413","0.196633350134092"
"Teilzeit","2002","AkademikerIn","Laendlicher Raum","246","0.185376086429623","0.164522747192569","0.206229425666678"
"Teilzeit","2002","AkademikerIn","Staedtischer Raum","657","0.198890501577147","0.185114087320346","0.212666915833948"
"Teilzeit","2002","Hauptschule","Laendlicher Raum","550","0.172142236164762","0.158906604784008","0.185377867545515"
"Teilzeit","2002","Hauptschule","Staedtischer Raum","1156","0.193021169090457","0.182858860291073","0.203183477889842"
"Teilzeit","2002","Realschule","Laendlicher Raum","647","0.258757179462499","0.241293888890894","0.276220470034103"
"Teilzeit","2002","Realschule","Staedtischer Raum","959","0.237948445951977","0.223987834829275","0.251909057074678"
"Vollzeit","2002","(Fach-)Abitur","Laendlicher Raum","232","0.41682421199262","0.377041141754346","0.456607282230894"
"Vollzeit","2002","(Fach-)Abitur","Staedtischer Raum","732","0.392958733793502","0.370798473784122","0.415118993802883"
"Vollzeit","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2002","(noch) kein Abschluss","Staedtischer Raum","61","0.123024990599613","0.0979086892378934","0.148141291961333"
"Vollzeit","2002","AkademikerIn","Laendlicher Raum","780","0.514350176100255","0.487530023753003","0.541170328447508"
"Vollzeit","2002","AkademikerIn","Staedtischer Raum","1932","0.554919767681781","0.537767660477236","0.572071874886325"
"Vollzeit","2002","Hauptschule","Laendlicher Raum","923","0.284466106197081","0.268648037785522","0.300284174608641"
"Vollzeit","2002","Hauptschule","Staedtischer Raum","1883","0.303383285459383","0.291546013760821","0.315220557157946"
"Vollzeit","2002","Realschule","Laendlicher Raum","1272","0.519863875219586","0.499942164135814","0.539785586303357"
"Vollzeit","2002","Realschule","Staedtischer Raum","1690","0.462219496753299","0.445874024462252","0.478564969044345"
"nicht erwerbstätig","2003","(Fach-)Abitur","Laendlicher Raum","177","0.330436178507242","0.291787758604097","0.369084598410388"
"nicht erwerbstätig","2003","(Fach-)Abitur","Staedtischer Raum","548","0.314711553448105","0.293497959822379","0.33592514707383"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Laendlicher Raum","210","0.801172210882245","0.752844199433062","0.849500222331427"
"nicht erwerbstätig","2003","(noch) kein Abschluss","Staedtischer Raum","458","0.716428629021372","0.68139886668832","0.751458391354423"
"nicht erwerbstätig","2003","AkademikerIn","Laendlicher Raum","318","0.308296158114452","0.2829584747796","0.333633841449304"
"nicht erwerbstätig","2003","AkademikerIn","Staedtischer Raum","648","0.255943976627","0.240527360510278","0.271360592743722"
"nicht erwerbstätig","2003","Hauptschule","Laendlicher Raum","1570","0.554510044890275","0.536547236153874","0.572472853626676"
"nicht erwerbstätig","2003","Hauptschule","Staedtischer Raum","2719","0.521436279343693","0.50825471034585","0.534617848341535"
"nicht erwerbstätig","2003","Realschule","Laendlicher Raum","500","0.228861209679541","0.211832638576275","0.245889780782808"
"nicht erwerbstätig","2003","Realschule","Staedtischer Raum","889","0.293312651151815","0.278111743855171","0.308513558448459"
"Teilzeit","2003","(Fach-)Abitur","Laendlicher Raum","171","0.282361811403898","0.245374930564477","0.319348692243319"
"Teilzeit","2003","(Fach-)Abitur","Staedtischer Raum","588","0.300610924794994","0.27966579776454","0.321556051825448"
"Teilzeit","2003","(noch) kein Abschluss","Laendlicher Raum","39","0.131871933964984","0.0909019747609062","0.172841893169061"
"Teilzeit","2003","(noch) kein Abschluss","Staedtischer Raum","122","0.166840799660777","0.137865051271143","0.195816548050411"
"Teilzeit","2003","AkademikerIn","Laendlicher Raum","228","0.193374292087767","0.171704329981898","0.215044254193636"
"Teilzeit","2003","AkademikerIn","Staedtischer Raum","655","0.205989737307922","0.191702454775157","0.220277019840687"
"Teilzeit","2003","Hauptschule","Laendlicher Raum","531","0.174819422116635","0.161092602784679","0.188546241448591"
"Teilzeit","2003","Hauptschule","Staedtischer Raum","1103","0.18511365081252","0.174865055524493","0.195362246100548"
"Teilzeit","2003","Realschule","Laendlicher Raum","630","0.265715259523817","0.247810588861256","0.283619930186377"
"Teilzeit","2003","Realschule","Staedtischer Raum","969","0.258220033201568","0.243607585464496","0.272832480938641"
"Vollzeit","2003","(Fach-)Abitur","Laendlicher Raum","221","0.38720201008886","0.347178108184286","0.427225911993433"
"Vollzeit","2003","(Fach-)Abitur","Staedtischer Raum","705","0.384677521756902","0.362453585038074","0.406901458475729"
"Vollzeit","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2003","(noch) kein Abschluss","Staedtischer Raum","56","0.116730571317851","0.0917755216659933","0.141685620969709"
"Vollzeit","2003","AkademikerIn","Laendlicher Raum","730","0.498329549797781","0.470895473986186","0.525763625609375"
"Vollzeit","2003","AkademikerIn","Staedtischer Raum","1775","0.538066286065078","0.520453765879752","0.555678806250404"
"Vollzeit","2003","Hauptschule","Laendlicher Raum","840","0.270670532993089","0.254612847476879","0.2867282185093"
"Vollzeit","2003","Hauptschule","Staedtischer Raum","1695","0.293450069843787","0.281434755519953","0.305465384167621"
"Vollzeit","2003","Realschule","Laendlicher Raum","1208","0.505423530796642","0.48515742566882","0.525689635924464"
"Vollzeit","2003","Realschule","Staedtischer Raum","1588","0.448467315646617","0.431862216229131","0.465072415064102"
"nicht erwerbstätig","2004","(Fach-)Abitur","Laendlicher Raum","177","0.321899815522044","0.283545171320906","0.360254459723181"
"nicht erwerbstätig","2004","(Fach-)Abitur","Staedtischer Raum","560","0.325672613708509","0.304190054664733","0.347155172752284"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Laendlicher Raum","211","0.803701306252396","0.755328169411405","0.852074443093388"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Staedtischer Raum","493","0.732559371313186","0.698532147380554","0.766586595245818"
"nicht erwerbstätig","2004","AkademikerIn","Laendlicher Raum","317","0.320505729722292","0.294778954475599","0.346232504968985"
"nicht erwerbstätig","2004","AkademikerIn","Staedtischer Raum","673","0.259570612434286","0.243963422792111","0.275177802076461"
"nicht erwerbstätig","2004","Hauptschule","Laendlicher Raum","1522","0.552856408496957","0.534473060413094","0.57123975658082"
"nicht erwerbstätig","2004","Hauptschule","Staedtischer Raum","2638","0.526986769526885","0.513498137530006","0.540475401523765"
"nicht erwerbstätig","2004","Realschule","Laendlicher Raum","522","0.242522731750412","0.224983425467517","0.260062038033308"
"nicht erwerbstätig","2004","Realschule","Staedtischer Raum","908","0.299093692289984","0.283540311506403","0.314647073073564"
"Teilzeit","2004","(Fach-)Abitur","Laendlicher Raum","181","0.313391040420691","0.275310010602983","0.3514720702384"
"Teilzeit","2004","(Fach-)Abitur","Staedtischer Raum","570","0.286058297260252","0.265341689409246","0.306774905111257"
"Teilzeit","2004","(noch) kein Abschluss","Laendlicher Raum","37","0.112649221241474","0.0741448555604455","0.151153586922502"
"Teilzeit","2004","(noch) kein Abschluss","Staedtischer Raum","111","0.176817072778317","0.147487773425267","0.206146372131368"
"Teilzeit","2004","AkademikerIn","Laendlicher Raum","257","0.199510416594446","0.177479367197309","0.221541465991583"
"Teilzeit","2004","AkademikerIn","Staedtischer Raum","667","0.219369714309832","0.204637563504741","0.234101865114923"
"Teilzeit","2004","Hauptschule","Laendlicher Raum","523","0.184200553592797","0.169867718643732","0.198533388541862"
"Teilzeit","2004","Hauptschule","Staedtischer Raum","1058","0.188846789321159","0.178272829531204","0.199420749111114"
"Teilzeit","2004","Realschule","Laendlicher Raum","619","0.251219118550345","0.23347088636845","0.268967350732241"
"Teilzeit","2004","Realschule","Staedtischer Raum","899","0.249418080261835","0.234720216789392","0.264115943734279"
"Vollzeit","2004","(Fach-)Abitur","Laendlicher Raum","212","0.364709144057265","0.325193388390195","0.404224899724335"
"Vollzeit","2004","(Fach-)Abitur","Staedtischer Raum","698","0.38826908903124","0.365927882840655","0.410610295221824"
"Vollzeit","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2004","(noch) kein Abschluss","Staedtischer Raum","46","0.0906235559084963","0.0685544970761691","0.112692614740824"
"Vollzeit","2004","AkademikerIn","Laendlicher Raum","690","0.479983853683262","0.452441802410476","0.507525904956048"
"Vollzeit","2004","AkademikerIn","Staedtischer Raum","1691","0.521059673255882","0.503275259352308","0.538844087159457"
"Vollzeit","2004","Hauptschule","Laendlicher Raum","765","0.262943037910246","0.246665965496216","0.279220110324276"
"Vollzeit","2004","Hauptschule","Staedtischer Raum","1567","0.284166441151955","0.271981489018885","0.296351393285026"
"Vollzeit","2004","Realschule","Laendlicher Raum","1153","0.506258149699242","0.485799009985658","0.526717289412827"
"Vollzeit","2004","Realschule","Staedtischer Raum","1522","0.451488227448181","0.434583530664962","0.4683929242314"
"nicht erwerbstätig","2005","(Fach-)Abitur","Laendlicher Raum","177","0.325255508973258","0.286210319951417","0.364300697995098"
"nicht erwerbstätig","2005","(Fach-)Abitur","Staedtischer Raum","509","0.294984311783672","0.273575219817755","0.316393403749588"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Laendlicher Raum","218","0.806612257959402","0.758696902146351","0.854527613772453"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Staedtischer Raum","491","0.727873720793348","0.693500643150279","0.762246798436416"
"nicht erwerbstätig","2005","AkademikerIn","Laendlicher Raum","308","0.293625999765092","0.268101956649159","0.319150042881025"
"nicht erwerbstätig","2005","AkademikerIn","Staedtischer Raum","691","0.270560769236724","0.254510588364457","0.286610950108991"
"nicht erwerbstätig","2005","Hauptschule","Laendlicher Raum","1454","0.546883944165856","0.527851799820324","0.565916088511387"
"nicht erwerbstätig","2005","Hauptschule","Staedtischer Raum","2513","0.516420197989102","0.502488999748387","0.530351396229816"
"nicht erwerbstätig","2005","Realschule","Laendlicher Raum","493","0.236279934853998","0.218484617725582","0.254075251982414"
"nicht erwerbstätig","2005","Realschule","Staedtischer Raum","853","0.285579491579899","0.269922178436784","0.301236804723015"
"Teilzeit","2005","(Fach-)Abitur","Laendlicher Raum","176","0.311281428216755","0.272690695220731","0.349872161212779"
"Teilzeit","2005","(Fach-)Abitur","Staedtischer Raum","548","0.297245817214396","0.275789311675722","0.31870232275307"
"Teilzeit","2005","(noch) kein Abschluss","Laendlicher Raum","33","0.107341320315032","0.0697875090006992","0.144895131629366"
"Teilzeit","2005","(noch) kein Abschluss","Staedtischer Raum","105","0.172406681284477","0.143233036460754","0.2015803261082"
"Teilzeit","2005","AkademikerIn","Laendlicher Raum","277","0.230019548046872","0.206433396471823","0.253605699621922"
"Teilzeit","2005","AkademikerIn","Staedtischer Raum","655","0.226981173813632","0.211847550697031","0.242114796930233"
"Teilzeit","2005","Hauptschule","Laendlicher Raum","483","0.189814624103499","0.174821489323767","0.20480775888323"
"Teilzeit","2005","Hauptschule","Staedtischer Raum","952","0.18885727544652","0.177946181769944","0.199768369123097"
"Teilzeit","2005","Realschule","Laendlicher Raum","599","0.266486316613794","0.247965216589892","0.285007416637696"
"Teilzeit","2005","Realschule","Staedtischer Raum","875","0.246414476164776","0.231477036799204","0.261351915530348"
"Vollzeit","2005","(Fach-)Abitur","Laendlicher Raum","200","0.363463062809987","0.323373855274959","0.403552270345015"
"Vollzeit","2005","(Fach-)Abitur","Staedtischer Raum","686","0.407769871001932","0.384699625649325","0.430840116354539"
"Vollzeit","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2005","(noch) kein Abschluss","Staedtischer Raum","48","0.0997195979221757","0.0765784810976649","0.122860714746686"
"Vollzeit","2005","AkademikerIn","Laendlicher Raum","638","0.476354452188036","0.44836343476844","0.504345469607632"
"Vollzeit","2005","AkademikerIn","Staedtischer Raum","1597","0.502458056949644","0.484393899241147","0.520522214658141"
"Vollzeit","2005","Hauptschule","Laendlicher Raum","691","0.263301431730646","0.246462794765522","0.280140068695769"
"Vollzeit","2005","Hauptschule","Staedtischer Raum","1478","0.294722526564378","0.282012704868655","0.3074323482601"
"Vollzeit","2005","Realschule","Laendlicher Raum","1097","0.497233748532208","0.476288352907329","0.518179144157087"
"Vollzeit","2005","Realschule","Staedtischer Raum","1469","0.468006032255325","0.450709627000585","0.485302437510065"
"nicht erwerbstätig","2006","(Fach-)Abitur","Laendlicher Raum","204","0.304566982812781","0.267772735895598","0.341361229729964"
"nicht erwerbstätig","2006","(Fach-)Abitur","Staedtischer Raum","574","0.314861732348857","0.293725616194678","0.335997848503036"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Laendlicher Raum","230","0.809161858769703","0.7624621760861","0.855861541453305"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Staedtischer Raum","507","0.76585880186368","0.732553332139796","0.799164271587563"
"nicht erwerbstätig","2006","AkademikerIn","Laendlicher Raum","372","0.327246308129633","0.302161321182958","0.352331295076309"
"nicht erwerbstätig","2006","AkademikerIn","Staedtischer Raum","792","0.26536625465013","0.250146644678557","0.280585864621703"
"nicht erwerbstätig","2006","Hauptschule","Laendlicher Raum","1655","0.562242004452879","0.544219892801586","0.580264116104172"
"nicht erwerbstätig","2006","Hauptschule","Staedtischer Raum","2752","0.52961030589886","0.516074154881793","0.543146456915927"
"nicht erwerbstätig","2006","Realschule","Laendlicher Raum","591","0.248896719208258","0.23164156460692","0.266151873809597"
"nicht erwerbstätig","2006","Realschule","Staedtischer Raum","986","0.310528135390407","0.294905946212304","0.326150324568511"
"Teilzeit","2006","(Fach-)Abitur","Laendlicher Raum","178","0.292737398038211","0.256359273416063","0.329115522660358"
"Teilzeit","2006","(Fach-)Abitur","Staedtischer Raum","570","0.299753183076577","0.278904260935299","0.320602105217855"
"Teilzeit","2006","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","2006","(noch) kein Abschluss","Staedtischer Raum","76","0.146256819613889","0.118464552355996","0.174049086871782"
"Teilzeit","2006","AkademikerIn","Laendlicher Raum","281","0.203776414010963","0.18224151033742","0.225311317684507"
"Teilzeit","2006","AkademikerIn","Staedtischer Raum","698","0.213854369466174","0.199720671534006","0.227988067398342"
"Teilzeit","2006","Hauptschule","Laendlicher Raum","518","0.178900254577522","0.164977331416415","0.19282317773863"
"Teilzeit","2006","Hauptschule","Staedtischer Raum","965","0.17944728957521","0.169040667770979","0.18985391137944"
"Teilzeit","2006","Realschule","Laendlicher Raum","681","0.273073790814707","0.255293264480738","0.290854317148675"
"Teilzeit","2006","Realschule","Staedtischer Raum","905","0.24599451031425","0.231453884377476","0.260535136251023"
"Vollzeit","2006","(Fach-)Abitur","Laendlicher Raum","219","0.402695619149008","0.363485590687033","0.441905647610983"
"Vollzeit","2006","(Fach-)Abitur","Staedtischer Raum","711","0.385385084574566","0.363237563024878","0.407532606124253"
"Vollzeit","2006","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2006","(noch) kein Abschluss","Staedtischer Raum","38","0.0878843785224316","0.0656162827338617","0.110152474311002"
"Vollzeit","2006","AkademikerIn","Laendlicher Raum","691","0.468977277859404","0.442297579831763","0.495656975887044"
"Vollzeit","2006","AkademikerIn","Staedtischer Raum","1743","0.520779375883696","0.50355910902552","0.537999642741873"
"Vollzeit","2006","Hauptschule","Laendlicher Raum","738","0.258857740969598","0.242946342381473","0.274769139557724"
"Vollzeit","2006","Hauptschule","Staedtischer Raum","1506","0.29094240452593","0.278624627259613","0.303260181792247"
"Vollzeit","2006","Realschule","Laendlicher Raum","1140","0.478029489977035","0.458094787072674","0.497964192881396"
"Vollzeit","2006","Realschule","Staedtischer Raum","1479","0.443477354295343","0.42670437213351","0.460250336457176"
"nicht erwerbstätig","2007","(Fach-)Abitur","Laendlicher Raum","171","0.261757657976323","0.226226562191262","0.297288753761383"
"nicht erwerbstätig","2007","(Fach-)Abitur","Staedtischer Raum","568","0.323421976208561","0.301654153575803","0.345189798841318"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Laendlicher Raum","239","0.867838481476047","0.827442499407912","0.908234463544183"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Staedtischer Raum","471","0.767155006105907","0.732549453057212","0.801760559154602"
"nicht erwerbstätig","2007","AkademikerIn","Laendlicher Raum","365","0.324249960731004","0.298706117406501","0.349793804055507"
"nicht erwerbstätig","2007","AkademikerIn","Staedtischer Raum","784","0.264031621036501","0.248511509017019","0.279551733055983"
"nicht erwerbstätig","2007","Hauptschule","Laendlicher Raum","1515","0.552969906310694","0.534097071132244","0.571842741489145"
"nicht erwerbstätig","2007","Hauptschule","Staedtischer Raum","2483","0.530921359498879","0.516646619046581","0.545196099951176"
"nicht erwerbstätig","2007","Realschule","Laendlicher Raum","571","0.263684583259268","0.245542278648417","0.281826887870119"
"nicht erwerbstätig","2007","Realschule","Staedtischer Raum","933","0.312040730664779","0.295909259439767","0.328172201889791"
"Teilzeit","2007","(Fach-)Abitur","Laendlicher Raum","181","0.284473318963926","0.248006900261247","0.320939737666604"
"Teilzeit","2007","(Fach-)Abitur","Staedtischer Raum","543","0.298012991114016","0.276728982842714","0.319296999385318"
"Teilzeit","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","2007","(noch) kein Abschluss","Staedtischer Raum","74","0.16810248265663","0.137483358916519","0.19872160639674"
"Teilzeit","2007","AkademikerIn","Laendlicher Raum","278","0.208460408519708","0.186293692917424","0.230627124121992"
"Teilzeit","2007","AkademikerIn","Staedtischer Raum","668","0.210842725911755","0.196481272420977","0.225204179402532"
"Teilzeit","2007","Hauptschule","Laendlicher Raum","461","0.175006218573308","0.16058273725264","0.189429699893976"
"Teilzeit","2007","Hauptschule","Staedtischer Raum","883","0.186332647605695","0.175194878368435","0.197470416842954"
"Teilzeit","2007","Realschule","Laendlicher Raum","590","0.245530004331678","0.227808874371131","0.263251134292225"
"Teilzeit","2007","Realschule","Staedtischer Raum","872","0.247963864195077","0.232928964887961","0.262998763502192"
"Vollzeit","2007","(Fach-)Abitur","Laendlicher Raum","236","0.453769023059752","0.413528370643841","0.494009675475662"
"Vollzeit","2007","(Fach-)Abitur","Staedtischer Raum","663","0.378565032677423","0.355994626488983","0.401135438865864"
"Vollzeit","2007","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2007","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Vollzeit","2007","AkademikerIn","Laendlicher Raum","647","0.467289630749288","0.440063126531524","0.494516134967051"
"Vollzeit","2007","AkademikerIn","Staedtischer Raum","1647","0.525125653051744","0.50754405792158","0.542707248181908"
"Vollzeit","2007","Hauptschule","Laendlicher Raum","690","0.272023875115997","0.255131913025223","0.288915837206772"
"Vollzeit","2007","Hauptschule","Staedtischer Raum","1329","0.282745992895427","0.269864535136412","0.295627450654441"
"Vollzeit","2007","Realschule","Laendlicher Raum","1105","0.490785412409054","0.470202142008471","0.511368682809638"
"Vollzeit","2007","Realschule","Staedtischer Raum","1364","0.439995405140144","0.422712894328993","0.457277915951296"
"nicht erwerbstätig","2008","(Fach-)Abitur","Laendlicher Raum","157","0.297471982052106","0.258878979636076","0.336064984468135"
"nicht erwerbstätig","2008","(Fach-)Abitur","Staedtischer Raum","511","0.30900657617802","0.286608535417559","0.331404616938481"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Laendlicher Raum","204","0.843125196533661","0.79642778994832","0.889822603119002"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Staedtischer Raum","401","0.744501237134998","0.706759966180141","0.782242508089855"
"nicht erwerbstätig","2008","AkademikerIn","Laendlicher Raum","362","0.314945613756235","0.288945026105361","0.340946201407109"
"nicht erwerbstätig","2008","AkademikerIn","Staedtischer Raum","790","0.266432758847606","0.250522534888425","0.282342982806786"
"nicht erwerbstätig","2008","Hauptschule","Laendlicher Raum","1396","0.540031741007906","0.520416401669568","0.559647080346244"
"nicht erwerbstätig","2008","Hauptschule","Staedtischer Raum","2314","0.524610763670769","0.509783952768947","0.539437574572592"
"nicht erwerbstätig","2008","Realschule","Laendlicher Raum","526","0.247992826115414","0.229674756630614","0.266310895600214"
"nicht erwerbstätig","2008","Realschule","Staedtischer Raum","848","0.297369848468275","0.281042916983069","0.313696779953481"
"Teilzeit","2008","(Fach-)Abitur","Laendlicher Raum","163","0.25969987660734","0.222683535295649","0.296716217919031"
"Teilzeit","2008","(Fach-)Abitur","Staedtischer Raum","517","0.325486101721348","0.302774336593571","0.348197866849125"
"Teilzeit","2008","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Teilzeit","2008","(noch) kein Abschluss","Staedtischer Raum","83","0.179180809776968","0.145994504288829","0.212367115265108"
"Teilzeit","2008","AkademikerIn","Laendlicher Raum","263","0.219912387519086","0.196727798944286","0.243096976093885"
"Teilzeit","2008","AkademikerIn","Staedtischer Raum","631","0.203724559095406","0.189229637466044","0.218219480724767"
"Teilzeit","2008","Hauptschule","Laendlicher Raum","437","0.185707110178971","0.170402339104371","0.20101188125357"
"Teilzeit","2008","Hauptschule","Staedtischer Raum","809","0.179357277036148","0.167966822881362","0.190747731190934"
"Teilzeit","2008","Realschule","Laendlicher Raum","538","0.24812289709485","0.2298016090496","0.266444185140099"
"Teilzeit","2008","Realschule","Staedtischer Raum","811","0.238275007625927","0.223057936803577","0.253492078448278"
"Vollzeit","2008","(Fach-)Abitur","Laendlicher Raum","219","0.442828141340554","0.400894178976039","0.48476210370507"
"Vollzeit","2008","(Fach-)Abitur","Staedtischer Raum","607","0.365507322100632","0.342164650476312","0.388849993724952"
"Vollzeit","2008","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Vollzeit","2008","(noch) kein Abschluss","Staedtischer Raum","","","",""
"Vollzeit","2008","AkademikerIn","Laendlicher Raum","601","0.465141998724679","0.437222032934273","0.493061964515086"
"Vollzeit","2008","AkademikerIn","Staedtischer Raum","1545","0.529842682056988","0.511880562282513","0.547804801831464"
"Vollzeit","2008","Hauptschule","Laendlicher Raum","647","0.274261148813123","0.256702358906125","0.291819938720122"
"Vollzeit","2008","Hauptschule","Staedtischer Raum","1235","0.296031959293082","0.282478497076464","0.3095854215097"
"Vollzeit","2008","Realschule","Laendlicher Raum","1071","0.503884276789736","0.482675967398387","0.525092586181086"
"Vollzeit","2008","Realschule","Staedtischer Raum","1352","0.464355143905797","0.446541354532497","0.482168933279098"
"nicht erwerbstätig","2009","(Fach-)Abitur","Laendlicher Raum","153","0.306586526321559","0.266995031452475","0.346178021190643"
"nicht erwerbstätig","2009","(Fach-)Abitur","Staedtischer Raum","444","0.28409406772306","0.261148954572031","0.307039180874089"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Laendlicher Raum","156","0.777291918231083","0.718593080608832","0.835990755853334"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Staedtischer Raum","390","0.763377495380992","0.725513790190371","0.801241200571612"
"nicht erwerbstätig","2009","AkademikerIn","Laendlicher Raum","359","0.295537263750512","0.269933529411218","0.321140998089805"
"nicht erwerbstätig","2009","AkademikerIn","Staedtischer Raum","738","0.249316444247205","0.233335118462771","0.265297770031639"
"nicht erwerbstätig","2009","Hauptschule","Laendlicher Raum","1289","0.537749684783982","0.517333986601123","0.558165382966842"
"nicht erwerbstätig","2009","Hauptschule","Staedtischer Raum","2090","0.517646379693267","0.50205160877093","0.533241150615605"
"nicht erwerbstätig","2009","Realschule","Laendlicher Raum","468","0.228135106598876","0.209947810390915","0.246322402806838"
"nicht erwerbstätig","2009","Realschule","Staedtischer Raum","779","0.289401367096627","0.272562223207679","0.306240510985575"
"Teilzeit","2009","(Fach-)Abitur","Laendlicher Raum","161","0.298342497232432","0.259055451138596","0.337629543326269"
"Teilzeit","2009","(Fach-)Abitur","Staedtischer Raum","463","0.317500161868385","0.29381619786028","0.341184125876489"
"Teilzeit","2009","(noch) kein Abschluss","Laendlicher Raum","31","0.142229229705384","0.0929516366208797","0.191506822789888"
"Teilzeit","2009","(noch) kein Abschluss","Staedtischer Raum","64","0.150917419360141","0.119026278121216","0.182808560599065"
"Teilzeit","2009","AkademikerIn","Laendlicher Raum","252","0.222216923222164","0.198888467780538","0.245545378663789"
