year,bula_h,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Saxony-Anhalt,Rural regions,Part Time,0.19844,193,753,0.16994,0.22695
2014,Saxony-Anhalt,Rural regions,Not Working,0.42410,276,753,0.38878,0.45942
2014,Thuringa,Urban regions,Full Time,0.39770,117,314,0.34348,0.45192
2014,Thuringa,Urban regions,Part Time,0.27440,79,314,0.22496,0.32383
2014,Thuringa,Urban regions,Not Working,0.32791,118,314,0.27590,0.37991
2014,Thuringa,Rural regions,Full Time,0.37336,273,702,0.33755,0.40916
2014,Thuringa,Rural regions,Part Time,0.19467,152,702,0.16536,0.22398
2014,Thuringa,Rural regions,Not Working,0.43197,277,702,0.39530,0.46864
2015,Schleswig-Holstein,Urban regions,Full Time,0.34892,71,247,0.28936,0.40848
2015,Schleswig-Holstein,Urban regions,Part Time,0.25731,80,247,0.20268,0.31194
2015,Schleswig-Holstein,Urban regions,Not Working,0.39377,96,247,0.33272,0.45483
2015,Schleswig-Holstein,Rural regions,Full Time,0.34682,217,668,0.31070,0.38294
2015,Schleswig-Holstein,Rural regions,Part Time,0.24565,196,668,0.21298,0.27831
2015,Schleswig-Holstein,Rural regions,Not Working,0.40753,255,668,0.37024,0.44482
2015,Hamburg,Urban regions,Full Time,0.40272,171,470,0.35833,0.44711
2015,Hamburg,Urban regions,Part Time,0.16664,118,470,0.13291,0.20037
2015,Hamburg,Urban regions,Not Working,0.43064,181,470,0.38583,0.47546
2015,Lower Saxony,Urban regions,Full Time,0.37788,339,1075,0.34888,0.40688
2015,Lower Saxony,Urban regions,Part Time,0.22889,292,1075,0.20377,0.25402
2015,Lower Saxony,Urban regions,Not Working,0.39322,444,1075,0.36401,0.42244
2015,Lower Saxony,Rural regions,Full Time,0.35782,509,1596,0.33429,0.38134
2015,Lower Saxony,Rural regions,Part Time,0.24061,431,1596,0.21963,0.26158
2015,Lower Saxony,Rural regions,Not Working,0.40158,656,1596,0.37752,0.42563
2015,Bremen,Urban regions,Full Time,0.26337,47,193,0.20107,0.32568
2015,Bremen,Urban regions,Part Time,0.21793,55,193,0.15953,0.27633
2015,Bremen,Urban regions,Not Working,0.51870,91,193,0.44802,0.58937
2015,North Rhine-Westphalia,Urban regions,Full Time,0.35450,1859,5604,0.34197,0.36702
2015,North Rhine-Westphalia,Urban regions,Part Time,0.24931,1486,5604,0.23798,0.26063
2015,North Rhine-Westphalia,Urban regions,Not Working,0.39620,2259,5604,0.38339,0.40901
2015,North Rhine-Westphalia,Rural regions,Part Time,0.25787,38,82,0.16260,0.35314
2015,North Rhine-Westphalia,Rural regions,Not Working,0.43228,44,82,0.32439,0.54017
2015,Hesse,Urban regions,Full Time,0.38699,548,1555,0.36278,0.41121
2015,Hesse,Urban regions,Part Time,0.25365,413,1555,0.23201,0.27528
2015,Hesse,Urban regions,Not Working,0.35936,594,1555,0.33551,0.38322
2015,Hesse,Rural regions,Full Time,0.32353,124,362,0.27527,0.37178
2015,Hesse,Rural regions,Part Time,0.29556,102,362,0.24849,0.34263
2015,Hesse,Rural regions,Not Working,0.38092,136,362,0.33082,0.43101
2015,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.37392,427,1201,0.34655,0.40130
2015,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.20931,280,1201,0.18629,0.23233
2015,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.41676,494,1201,0.38887,0.44466
2015,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.35292,147,447,0.30857,0.39727
2015,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.20873,110,447,0.17101,0.24645
2015,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.43835,190,447,0.39230,0.48440
2015,Baden-Wuerttemberg,Urban regions,Full Time,0.38221,1074,2928,0.36461,0.39982
2015,Baden-Wuerttemberg,Urban regions,Part Time,0.23343,783,2928,0.21810,0.24875
2015,Baden-Wuerttemberg,Urban regions,Not Working,0.38436,1071,2928,0.36674,0.40198
2015,Baden-Wuerttemberg,Rural regions,Full Time,0.45292,128,345,0.40032,0.50553
2015,Baden-Wuerttemberg,Rural regions,Part Time,0.24329,113,345,0.19795,0.28863
2015,Baden-Wuerttemberg,Rural regions,Not Working,0.30379,104,345,0.25519,0.35239
2015,Bavaria,Urban regions,Full Time,0.40458,763,2075,0.38346,0.42571
2015,Bavaria,Urban regions,Part Time,0.23175,524,2075,0.21359,0.24991
2015,Bavaria,Urban regions,Not Working,0.36366,788,2075,0.34296,0.38437
2015,Bavaria,Rural regions,Full Time,0.40658,894,2403,0.38693,0.42622
2015,Bavaria,Rural regions,Part Time,0.26766,683,2403,0.24995,0.28537
2015,Bavaria,Rural regions,Not Working,0.32576,826,2403,0.30702,0.34451
2015,Berlin,Urban regions,Full Time,0.33305,321,1005,0.30390,0.36221
2015,Berlin,Urban regions,Part Time,0.26793,267,1005,0.24054,0.29533
2015,Berlin,Urban regions,Not Working,0.39901,417,1005,0.36872,0.42930
2015,Brandenburg,Urban regions,Full Time,0.48275,32,65,0.36032,0.60517
2015,Brandenburg,Urban regions,Not Working,0.40898,33,65,0.28853,0.52943
2015,Brandenburg,Rural regions,Full Time,0.35887,329,952,0.32839,0.38936
2015,Brandenburg,Rural regions,Part Time,0.17297,188,952,0.14893,0.19701
2015,Brandenburg,Rural regions,Not Working,0.46816,435,952,0.43644,0.49987
2015,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.36861,174,496,0.32611,0.41110
2015,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.24558,123,496,0.20766,0.28350
2015,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.38582,199,496,0.34293,0.42870
2015,Saxony,Urban regions,Full Time,0.43791,317,848,0.40450,0.47133
2015,Saxony,Urban regions,Part Time,0.20566,201,848,0.17844,0.23288
2015,Saxony,Urban regions,Not Working,0.35643,330,848,0.32417,0.38868
2015,Saxony,Rural regions,Full Time,0.46267,295,716,0.42613,0.49922
2015,Saxony,Rural regions,Part Time,0.19223,176,716,0.16335,0.22112
2015,Saxony,Rural regions,Not Working,0.34509,245,716,0.31025,0.37994
2015,Saxony-Anhalt,Urban regions,Full Time,0.29380,64,210,0.23204,0.35555
2015,Saxony-Anhalt,Urban regions,Part Time,0.15735,42,210,0.10798,0.20671
2015,Saxony-Anhalt,Urban regions,Not Working,0.54886,104,210,0.48139,0.61632
2015,Saxony-Anhalt,Rural regions,Full Time,0.35187,245,701,0.31650,0.38725
2015,Saxony-Anhalt,Rural regions,Part Time,0.19018,167,701,0.16111,0.21926
2015,Saxony-Anhalt,Rural regions,Not Working,0.45794,289,701,0.42103,0.49485
2015,Thuringa,Urban regions,Full Time,0.42585,121,310,0.37072,0.48098
2015,Thuringa,Urban regions,Part Time,0.21134,65,310,0.16582,0.25686
2015,Thuringa,Urban regions,Not Working,0.36281,124,310,0.30920,0.41642
2015,Thuringa,Rural regions,Full Time,0.35356,247,677,0.31752,0.38960
2015,Thuringa,Rural regions,Part Time,0.23188,140,677,0.20007,0.26369
2015,Thuringa,Rural regions,Not Working,0.41456,290,677,0.37742,0.45170
2016,Schleswig-Holstein,Urban regions,Full Time,0.33716,68,380,0.28956,0.38475
2016,Schleswig-Holstein,Urban regions,Part Time,0.23060,74,380,0.18819,0.27300
2016,Schleswig-Holstein,Urban regions,Not Working,0.43224,238,380,0.38237,0.48212
2016,Schleswig-Holstein,Rural regions,Full Time,0.35668,202,645,0.31968,0.39368
2016,Schleswig-Holstein,Rural regions,Part Time,0.26275,198,645,0.22876,0.29674
2016,Schleswig-Holstein,Rural regions,Not Working,0.38057,245,645,0.34307,0.41807
2016,Hamburg,Urban regions,Full Time,0.37175,160,471,0.32806,0.41544
2016,Hamburg,Urban regions,Part Time,0.20276,123,471,0.16642,0.23911
2016,Hamburg,Urban regions,Not Working,0.42549,188,471,0.38079,0.47019
2016,Lower Saxony,Urban regions,Full Time,0.36775,326,1209,0.34056,0.39494
2016,Lower Saxony,Urban regions,Part Time,0.25616,290,1209,0.23155,0.28078
2016,Lower Saxony,Urban regions,Not Working,0.37609,593,1209,0.34877,0.40340
2016,Lower Saxony,Rural regions,Full Time,0.36838,494,1585,0.34462,0.39213
2016,Lower Saxony,Rural regions,Part Time,0.23928,428,1585,0.21827,0.26030
2016,Lower Saxony,Rural regions,Not Working,0.39234,663,1585,0.36829,0.41638
2016,Bremen,Urban regions,Full Time,0.22579,47,235,0.17222,0.27936
2016,Bremen,Urban regions,Part Time,0.21177,53,235,0.15942,0.26412
2016,Bremen,Urban regions,Not Working,0.56244,135,235,0.49888,0.62601
2016,North Rhine-Westphalia,Urban regions,Full Time,0.37261,1820,5751,0.36012,0.38511
2016,North Rhine-Westphalia,Urban regions,Part Time,0.24142,1425,5751,0.23035,0.25248
2016,North Rhine-Westphalia,Urban regions,Not Working,0.38597,2506,5751,0.37339,0.39855
2016,North Rhine-Westphalia,Rural regions,Full Time,0.37290,31,143,0.29336,0.45244
2016,North Rhine-Westphalia,Rural regions,Part Time,0.25037,32,143,0.17912,0.32163
2016,North Rhine-Westphalia,Rural regions,Not Working,0.37673,80,143,0.29703,0.45643
2016,Hesse,Urban regions,Full Time,0.39464,525,1544,0.37025,0.41903
2016,Hesse,Urban regions,Part Time,0.23501,373,1544,0.21385,0.25616
2016,Hesse,Urban regions,Not Working,0.37035,646,1544,0.34626,0.39445
2016,Hesse,Rural regions,Full Time,0.35411,114,360,0.30464,0.40358
2016,Hesse,Rural regions,Part Time,0.27525,91,360,0.22905,0.32145
2016,Hesse,Rural regions,Not Working,0.37064,155,360,0.32068,0.42060
2016,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.38594,390,1331,0.35978,0.41211
2016,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.23355,304,1331,0.21082,0.25629
2016,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.38050,637,1331,0.35441,0.40660
2016,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.35051,151,451,0.30643,0.39459
2016,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.21331,118,451,0.17546,0.25116
2016,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.43618,182,451,0.39036,0.48200
2016,Baden-Wuerttemberg,Urban regions,Full Time,0.39864,1027,2878,0.38075,0.41653
2016,Baden-Wuerttemberg,Urban regions,Part Time,0.25276,787,2878,0.23688,0.26864
2016,Baden-Wuerttemberg,Urban regions,Not Working,0.34861,1064,2878,0.33119,0.36602
2016,Baden-Wuerttemberg,Rural regions,Full Time,0.35394,115,392,0.30654,0.40134
2016,Baden-Wuerttemberg,Rural regions,Part Time,0.30520,114,392,0.25955,0.35084
2016,Baden-Wuerttemberg,Rural regions,Not Working,0.34086,163,392,0.29387,0.38784
2016,Bavaria,Urban regions,Full Time,0.41313,728,1935,0.39118,0.43508
2016,Bavaria,Urban regions,Part Time,0.25155,542,1935,0.23221,0.27088
2016,Bavaria,Urban regions,Not Working,0.33532,665,1935,0.31428,0.35637
2016,Bavaria,Rural regions,Full Time,0.41809,853,2395,0.39833,0.43784
2016,Bavaria,Rural regions,Part Time,0.27019,639,2395,0.25240,0.28798
2016,Bavaria,Rural regions,Not Working,0.31172,903,2395,0.29317,0.33028
2016,Berlin,Urban regions,Full Time,0.35098,321,1027,0.32178,0.38019
2016,Berlin,Urban regions,Part Time,0.27234,261,1027,0.24510,0.29958
2016,Berlin,Urban regions,Not Working,0.37668,445,1027,0.34703,0.40633
2016,Brandenburg,Urban regions,Full Time,0.44993,31,31,0.27191,0.62796
2016,Brandenburg,Rural regions,Full Time,0.39120,312,1002,0.36097,0.42143
2016,Brandenburg,Rural regions,Part Time,0.18625,189,1002,0.16214,0.21037
2016,Brandenburg,Rural regions,Not Working,0.42255,501,1002,0.39194,0.45315
2016,Mecklenburg-Western Pomerania,Urban regions,Not Working,0.44862,44,44,0.29996,0.59727
2016,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.39036,168,522,0.34847,0.43225
2016,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.25879,111,522,0.22118,0.29640
2016,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.35085,243,522,0.30987,0.39183
2016,Saxony,Urban regions,Full Time,0.44686,301,883,0.41405,0.47968
2016,Saxony,Urban regions,Part Time,0.22031,191,883,0.19296,0.24766
2016,Saxony,Urban regions,Not Working,0.33283,391,883,0.30173,0.36393
2016,Saxony,Rural regions,Full Time,0.46980,298,741,0.43384,0.50576
2016,Saxony,Rural regions,Part Time,0.17999,147,741,0.15231,0.20767
2016,Saxony,Rural regions,Not Working,0.35020,296,741,0.31583,0.38457
2016,Saxony-Anhalt,Urban regions,Full Time,0.27295,58,235,0.21587,0.33003
2016,Saxony-Anhalt,Urban regions,Part Time,0.25500,42,235,0.19915,0.31085
2016,Saxony-Anhalt,Urban regions,Not Working,0.47205,135,235,0.40808,0.53601
2016,Saxony-Anhalt,Rural regions,Full Time,0.38135,260,702,0.34539,0.41731
2016,Saxony-Anhalt,Rural regions,Part Time,0.19518,148,702,0.16584,0.22452
2016,Saxony-Anhalt,Rural regions,Not Working,0.42347,294,702,0.38689,0.46005
2016,Thuringa,Urban regions,Full Time,0.42416,112,299,0.36805,0.48028
2016,Thuringa,Urban regions,Part Time,0.26099,70,299,0.21113,0.31086
2016,Thuringa,Urban regions,Not Working,0.31484,117,299,0.26211,0.36758
2016,Thuringa,Rural regions,Full Time,0.35451,238,697,0.31897,0.39005
2016,Thuringa,Rural regions,Part Time,0.26329,160,697,0.23057,0.29601
2016,Thuringa,Rural regions,Not Working,0.38220,299,697,0.34610,0.41830
2017,Schleswig-Holstein,Urban regions,Full Time,0.36020,106,462,0.31637,0.40402
2017,Schleswig-Holstein,Urban regions,Part Time,0.23529,94,462,0.19657,0.27401
2017,Schleswig-Holstein,Urban regions,Not Working,0.40452,262,462,0.35971,0.44932
2017,Schleswig-Holstein,Rural regions,Full Time,0.38743,258,757,0.35270,0.42215
2017,Schleswig-Holstein,Rural regions,Part Time,0.23302,195,757,0.20288,0.26315
2017,Schleswig-Holstein,Rural regions,Not Working,0.37956,304,757,0.34496,0.41415
2017,Hamburg,Urban regions,Full Time,0.42431,200,547,0.38285,0.46576
2017,Hamburg,Urban regions,Part Time,0.17338,119,547,0.14162,0.20513
2017,Hamburg,Urban regions,Not Working,0.40231,228,547,0.36118,0.44345
2017,Lower Saxony,Urban regions,Full Time,0.38250,431,1374,0.35679,0.40821
2017,Lower Saxony,Urban regions,Part Time,0.24838,337,1374,0.22553,0.27124
2017,Lower Saxony,Urban regions,Not Working,0.36912,606,1374,0.34359,0.39465
2017,Lower Saxony,Rural regions,Full Time,0.38247,592,1942,0.36085,0.40410
2017,Lower Saxony,Rural regions,Part Time,0.23629,475,1942,0.21739,0.25519
2017,Lower Saxony,Rural regions,Not Working,0.38124,875,1942,0.35963,0.40285
2017,Bremen,Urban regions,Full Time,0.30633,74,289,0.25309,0.35957
2017,Bremen,Urban regions,Part Time,0.20702,65,289,0.16022,0.25381
2017,Bremen,Urban regions,Not Working,0.48665,150,289,0.42893,0.54438
2017,North Rhine-Westphalia,Urban regions,Full Time,0.36873,1986,6512,0.35701,0.38045
2017,North Rhine-Westphalia,Urban regions,Part Time,0.25216,1646,6512,0.24162,0.26271
2017,North Rhine-Westphalia,Urban regions,Not Working,0.37911,2880,6512,0.36732,0.39089
2017,North Rhine-Westphalia,Rural regions,Full Time,0.48037,39,156,0.40172,0.55903
2017,North Rhine-Westphalia,Rural regions,Part Time,0.16968,35,156,0.11059,0.22877
2017,North Rhine-Westphalia,Rural regions,Not Working,0.34995,82,156,0.27486,0.42504
2017,Hesse,Urban regions,Full Time,0.38773,567,1764,0.36499,0.41048
2017,Hesse,Urban regions,Part Time,0.27265,453,1764,0.25186,0.29343
2017,Hesse,Urban regions,Not Working,0.33962,744,1764,0.31752,0.36173
2017,Hesse,Rural regions,Full Time,0.35640,145,450,0.31210,0.40070
2017,Hesse,Rural regions,Part Time,0.26652,120,450,0.22562,0.30742
2017,Hesse,Rural regions,Not Working,0.37708,185,450,0.33225,0.42191
2017,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.40749,442,1359,0.38135,0.43362
2017,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.22699,307,1359,0.20471,0.24927
2017,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.36552,610,1359,0.33991,0.39114
2017,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.33154,161,468,0.28884,0.37423
2017,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.20654,107,468,0.16983,0.24326
2017,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.46192,200,468,0.41670,0.50714
2017,Baden-Wuerttemberg,Urban regions,Full Time,0.39673,1108,3149,0.37964,0.41382
2017,Baden-Wuerttemberg,Urban regions,Part Time,0.25121,853,3149,0.23606,0.26636
2017,Baden-Wuerttemberg,Urban regions,Not Working,0.35206,1188,3149,0.33538,0.36874
2017,Baden-Wuerttemberg,Rural regions,Full Time,0.41616,132,406,0.36815,0.46417
2017,Baden-Wuerttemberg,Rural regions,Part Time,0.27936,128,406,0.23566,0.32306
2017,Baden-Wuerttemberg,Rural regions,Not Working,0.30448,146,406,0.25966,0.34930
2017,Bavaria,Urban regions,Full Time,0.39915,794,2105,0.37822,0.42007
2017,Bavaria,Urban regions,Part Time,0.26856,600,2105,0.24962,0.28750
2017,Bavaria,Urban regions,Not Working,0.33229,711,2105,0.31216,0.35242
2017,Bavaria,Rural regions,Full Time,0.41611,945,2621,0.39724,0.43498
2017,Bavaria,Rural regions,Part Time,0.26956,714,2621,0.25257,0.28656
2017,Bavaria,Rural regions,Not Working,0.31433,962,2621,0.29655,0.33210
2017,Berlin,Urban regions,Full Time,0.33754,366,1106,0.30966,0.36542
2017,Berlin,Urban regions,Part Time,0.28899,306,1106,0.26226,0.31572
2017,Berlin,Urban regions,Not Working,0.37347,434,1106,0.34495,0.40199
2017,Brandenburg,Urban regions,Full Time,0.45323,43,81,0.34414,0.56231
2017,Brandenburg,Urban regions,Not Working,0.37789,38,81,0.27164,0.48413
2017,Brandenburg,Rural regions,Full Time,0.37508,367,1090,0.34633,0.40384
2017,Brandenburg,Rural regions,Part Time,0.17401,192,1090,0.15149,0.19652
2017,Brandenburg,Rural regions,Not Working,0.45091,531,1090,0.42136,0.48046
2017,Mecklenburg-Western Pomerania,Urban regions,Not Working,0.45521,37,37,0.29254,0.61789
2017,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.39776,182,541,0.35647,0.43904
2017,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.25353,125,541,0.21684,0.29023
2017,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.34871,234,541,0.30852,0.38891
2017,Saxony,Urban regions,Full Time,0.45330,375,1018,0.42271,0.48390
2017,Saxony,Urban regions,Part Time,0.17658,199,1018,0.15314,0.20001
2017,Saxony,Urban regions,Not Working,0.37012,444,1018,0.34044,0.39980
2017,Saxony,Rural regions,Full Time,0.45747,335,820,0.42335,0.49159
2017,Saxony,Rural regions,Part Time,0.21783,194,820,0.18956,0.24610
2017,Saxony,Rural regions,Not Working,0.32470,291,820,0.29263,0.35677
2017,Saxony-Anhalt,Urban regions,Full Time,0.29952,64,233,0.24058,0.35846
2017,Saxony-Anhalt,Urban regions,Part Time,0.16750,36,233,0.11945,0.21555
2017,Saxony-Anhalt,Urban regions,Not Working,0.53298,133,233,0.46878,0.59718
2017,Saxony-Anhalt,Rural regions,Full Time,0.37563,295,811,0.34227,0.40898
2017,Saxony-Anhalt,Rural regions,Part Time,0.21633,183,811,0.18797,0.24469
2017,Saxony-Anhalt,Rural regions,Not Working,0.40804,333,811,0.37420,0.44189
2017,Thuringa,Urban regions,Full Time,0.36367,113,330,0.31169,0.41565
2017,Thuringa,Urban regions,Part Time,0.29076,84,330,0.24169,0.33983
2017,Thuringa,Urban regions,Not Working,0.34558,133,330,0.29419,0.39696
2017,Thuringa,Rural regions,Full Time,0.38875,294,763,0.35413,0.42336
2017,Thuringa,Rural regions,Part Time,0.25718,162,763,0.22614,0.28821
2017,Thuringa,Rural regions,Not Working,0.35408,307,763,0.32012,0.38803
2018,Schleswig-Holstein,Urban regions,Full Time,0.38903,106,450,0.34394,0.43413
2018,Schleswig-Holstein,Urban regions,Part Time,0.25841,121,450,0.21792,0.29890
2018,Schleswig-Holstein,Urban regions,Not Working,0.35256,223,450,0.30837,0.39675
2018,Schleswig-Holstein,Rural regions,Full Time,0.36304,231,675,0.32673,0.39934
2018,Schleswig-Holstein,Rural regions,Part Time,0.23578,193,675,0.20373,0.26782
2018,Schleswig-Holstein,Rural regions,Not Working,0.40119,251,675,0.36418,0.43819
2018,Hamburg,Urban regions,Full Time,0.42273,201,546,0.38126,0.46421
2018,Hamburg,Urban regions,Part Time,0.18968,131,546,0.15677,0.22260
2018,Hamburg,Urban regions,Not Working,0.38758,214,546,0.34668,0.42849
2018,Lower Saxony,Urban regions,Full Time,0.38956,409,1336,0.36340,0.41572
2018,Lower Saxony,Urban regions,Part Time,0.25853,349,1336,0.23505,0.28202
2018,Lower Saxony,Urban regions,Not Working,0.35191,578,1336,0.32629,0.37752
2018,Lower Saxony,Rural regions,Full Time,0.36423,547,1801,0.34200,0.38646
2018,Lower Saxony,Rural regions,Part Time,0.27882,489,1801,0.25810,0.29953
2018,Lower Saxony,Rural regions,Not Working,0.35696,765,1801,0.33482,0.37909
2018,Bremen,Urban regions,Full Time,0.35640,71,309,0.30291,0.40989
2018,Bremen,Urban regions,Part Time,0.20850,66,309,0.16313,0.25387
2018,Bremen,Urban regions,Not Working,0.43510,172,309,0.37973,0.49047
2018,North Rhine-Westphalia,Urban regions,Full Time,0.36722,1922,6247,0.35526,0.37917
2018,North Rhine-Westphalia,Urban regions,Part Time,0.26343,1708,6247,0.25250,0.27435
2018,North Rhine-Westphalia,Urban regions,Not Working,0.36936,2617,6247,0.35739,0.38133
2018,North Rhine-Westphalia,Rural regions,Full Time,0.42083,32,131,0.33597,0.50570
2018,North Rhine-Westphalia,Rural regions,Part Time,0.30798,32,131,0.22862,0.38734
2018,North Rhine-Westphalia,Rural regions,Not Working,0.27119,67,131,0.19477,0.34761
2018,Hesse,Urban regions,Full Time,0.41431,579,1706,0.39092,0.43769
2018,Hesse,Urban regions,Part Time,0.23577,394,1706,0.21562,0.25592
2018,Hesse,Urban regions,Not Working,0.34992,733,1706,0.32728,0.37256
2018,Hesse,Rural regions,Full Time,0.36001,143,438,0.31500,0.40501
2018,Hesse,Rural regions,Part Time,0.28046,121,438,0.23834,0.32258
2018,Hesse,Rural regions,Not Working,0.35953,174,438,0.31454,0.40452
2018,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.38326,418,1325,0.35707,0.40945
2018,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.25059,333,1325,0.22725,0.27393
2018,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.36615,574,1325,0.34020,0.39210
2018,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.35905,152,440,0.31418,0.40393
2018,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.21986,116,440,0.18111,0.25860
2018,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.42109,172,440,0.37490,0.46728
2018,Baden-Wuerttemberg,Urban regions,Full Time,0.40152,1056,2872,0.38359,0.41945
2018,Baden-Wuerttemberg,Urban regions,Part Time,0.26181,795,2872,0.24573,0.27789
2018,Baden-Wuerttemberg,Urban regions,Not Working,0.33667,1021,2872,0.31938,0.35396
2018,Baden-Wuerttemberg,Rural regions,Full Time,0.42511,132,364,0.37425,0.47596
2018,Baden-Wuerttemberg,Rural regions,Part Time,0.25692,116,364,0.21197,0.30187
2018,Baden-Wuerttemberg,Rural regions,Not Working,0.31797,116,364,0.27007,0.36588
2018,Bavaria,Urban regions,Full Time,0.40650,740,1979,0.38485,0.42815
2018,Bavaria,Urban regions,Part Time,0.24719,560,1979,0.22818,0.26620
2018,Bavaria,Urban regions,Not Working,0.34631,679,1979,0.32534,0.36728
2018,Bavaria,Rural regions,Full Time,0.42184,902,2439,0.40224,0.44145
2018,Bavaria,Rural regions,Part Time,0.28293,683,2439,0.26505,0.30081
2018,Bavaria,Rural regions,Not Working,0.29523,854,2439,0.27712,0.31334
2018,Berlin,Urban regions,Full Time,0.36797,381,1149,0.34007,0.39587
2018,Berlin,Urban regions,Part Time,0.30885,323,1149,0.28212,0.33557
2018,Berlin,Urban regions,Not Working,0.32319,445,1149,0.29613,0.35024
2018,Brandenburg,Urban regions,Full Time,0.53273,47,92,0.43021,0.63524
2018,Brandenburg,Urban regions,Not Working,0.30382,45,92,0.20933,0.39832
2018,Brandenburg,Rural regions,Full Time,0.39771,348,1045,0.36803,0.42740
2018,Brandenburg,Rural regions,Part Time,0.20998,224,1045,0.18528,0.23469
2018,Brandenburg,Rural regions,Not Working,0.39230,473,1045,0.36269,0.42192
2018,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.33181,35,78,0.22664,0.43699
2018,Mecklenburg-Western Pomerania,Urban regions,Not Working,0.38139,43,78,0.27290,0.48989
2018,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.33096,176,563,0.29206,0.36987
2018,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.29379,134,563,0.25613,0.33145
2018,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.37525,253,563,0.33522,0.41528
2018,Saxony,Urban regions,Full Time,0.44938,347,981,0.41824,0.48052
2018,Saxony,Urban regions,Part Time,0.18158,206,981,0.15744,0.20572
2018,Saxony,Urban regions,Not Working,0.36904,428,981,0.33883,0.39925
2018,Saxony,Rural regions,Full Time,0.43223,319,791,0.39769,0.46678
2018,Saxony,Rural regions,Part Time,0.25438,194,791,0.22401,0.28475
2018,Saxony,Rural regions,Not Working,0.31339,278,791,0.28105,0.34574
2018,Saxony-Anhalt,Urban regions,Full Time,0.31709,66,236,0.25760,0.37659
2018,Saxony-Anhalt,Urban regions,Part Time,0.20375,47,236,0.15225,0.25525
2018,Saxony-Anhalt,Urban regions,Not Working,0.47916,123,236,0.41529,0.54303
2018,Saxony-Anhalt,Rural regions,Full Time,0.36365,294,790,0.33008,0.39721
2018,Saxony-Anhalt,Rural regions,Part Time,0.19048,178,790,0.16308,0.21788
2018,Saxony-Anhalt,Rural regions,Not Working,0.44587,318,790,0.41119,0.48055
2018,Thuringa,Urban regions,Full Time,0.37366,122,342,0.32231,0.42501
2018,Thuringa,Urban regions,Part Time,0.29170,78,342,0.24345,0.33994
2018,Thuringa,Urban regions,Not Working,0.33465,142,342,0.28456,0.38473
2018,Thuringa,Rural regions,Full Time,0.38703,272,723,0.35151,0.42256
2018,Thuringa,Rural regions,Part Time,0.24814,164,723,0.21664,0.27965
2018,Thuringa,Rural regions,Not Working,0.36482,287,723,0.32971,0.39994
2019,Schleswig-Holstein,Urban regions,Full Time,0.43932,144,502,0.39586,0.48278
2019,Schleswig-Holstein,Urban regions,Part Time,0.22576,117,502,0.18915,0.26237
2019,Schleswig-Holstein,Urban regions,Not Working,0.33492,241,502,0.29359,0.37625
2019,Schleswig-Holstein,Rural regions,Full Time,0.38046,240,667,0.34359,0.41733
2019,Schleswig-Holstein,Rural regions,Part Time,0.22235,184,667,0.19077,0.25394
2019,Schleswig-Holstein,Rural regions,Not Working,0.39719,243,667,0.36002,0.43435
2019,Hamburg,Urban regions,Full Time,0.41465,221,578,0.37445,0.45485
2019,Hamburg,Urban regions,Part Time,0.15894,131,578,0.12911,0.18878
2019,Hamburg,Urban regions,Not Working,0.42640,226,578,0.38605,0.46676
