year,bula_h,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Lower Saxony,Urban regions,Not Working,0.41890,200,515,0.37625,0.46156
1997,Lower Saxony,Rural regions,Full Time,0.35810,213,522,0.31693,0.39927
1997,Lower Saxony,Rural regions,Part Time,0.20560,121,522,0.17090,0.24030
1997,Lower Saxony,Rural regions,Not Working,0.43630,188,522,0.39371,0.47888
1997,Bremen,Urban regions,Full Time,0.33832,37,83,0.23591,0.44073
1997,Bremen,Urban regions,Not Working,0.58557,46,83,0.47894,0.69219
1997,North Rhine-Westphalia,Urban regions,Full Time,0.40260,1023,2439,0.38313,0.42207
1997,North Rhine-Westphalia,Urban regions,Part Time,0.18597,510,2439,0.17053,0.20142
1997,North Rhine-Westphalia,Urban regions,Not Working,0.41143,906,2439,0.39190,0.43096
1997,Hesse,Urban regions,Full Time,0.38390,296,717,0.34827,0.41952
1997,Hesse,Urban regions,Part Time,0.18839,159,717,0.15975,0.21704
1997,Hesse,Urban regions,Not Working,0.42771,262,717,0.39147,0.46395
1997,Hesse,Rural regions,Full Time,0.33157,53,107,0.24195,0.42119
1997,Hesse,Rural regions,Not Working,0.52161,54,107,0.42651,0.61671
1997,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.35044,222,571,0.31127,0.38961
1997,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.16753,107,571,0.13688,0.19819
1997,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.48203,242,571,0.44101,0.52305
1997,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.41561,63,114,0.32474,0.50648
1997,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.41156,51,114,0.32082,0.50229
1997,Baden-Wuerttemberg,Urban regions,Full Time,0.39640,625,1499,0.37162,0.42117
1997,Baden-Wuerttemberg,Urban regions,Part Time,0.20650,342,1499,0.18600,0.22700
1997,Baden-Wuerttemberg,Urban regions,Not Working,0.39710,532,1499,0.37232,0.42188
1997,Baden-Wuerttemberg,Rural regions,Full Time,0.31496,75,207,0.25153,0.37840
1997,Baden-Wuerttemberg,Rural regions,Part Time,0.22284,49,207,0.16601,0.27967
1997,Baden-Wuerttemberg,Rural regions,Not Working,0.46220,83,207,0.39411,0.53028
1997,Bavaria,Urban regions,Full Time,0.40823,365,817,0.37450,0.44195
1997,Bavaria,Urban regions,Part Time,0.19928,174,817,0.17188,0.22669
1997,Bavaria,Urban regions,Not Working,0.39249,278,817,0.35898,0.42599
1997,Bavaria,Rural regions,Full Time,0.37876,363,806,0.34525,0.41227
1997,Bavaria,Rural regions,Part Time,0.22689,178,806,0.19796,0.25582
1997,Bavaria,Rural regions,Not Working,0.39435,265,806,0.36059,0.42811
1997,Berlin,Urban regions,Full Time,0.42302,232,510,0.38010,0.46594
1997,Berlin,Urban regions,Part Time,0.18268,100,510,0.14911,0.21625
1997,Berlin,Urban regions,Not Working,0.39430,178,510,0.35184,0.43675
1997,Brandenburg,Rural regions,Full Time,0.39599,254,569,0.35577,0.43621
1997,Brandenburg,Rural regions,Part Time,0.14816,89,569,0.11895,0.17738
1997,Brandenburg,Rural regions,Not Working,0.45585,226,569,0.41489,0.49681
1997,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.42823,160,333,0.37500,0.48146
1997,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.14150,54,333,0.10401,0.17899
1997,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.43027,119,333,0.37701,0.48353
1997,Saxony,Urban regions,Full Time,0.40291,265,557,0.36214,0.44368
1997,Saxony,Urban regions,Part Time,0.15744,87,557,0.12716,0.18771
1997,Saxony,Urban regions,Not Working,0.43966,205,557,0.39840,0.48091
1997,Saxony,Rural regions,Full Time,0.43055,258,530,0.38835,0.47274
1997,Saxony,Rural regions,Part Time,0.13408,80,530,0.10504,0.16312
1997,Saxony,Rural regions,Not Working,0.43537,192,530,0.39312,0.47762
1997,Saxony-Anhalt,Urban regions,Full Time,0.41177,62,116,0.32182,0.50173
1997,Saxony-Anhalt,Urban regions,Not Working,0.45913,54,116,0.36805,0.55021
1997,Saxony-Anhalt,Rural regions,Full Time,0.39920,250,526,0.35730,0.44109
1997,Saxony-Anhalt,Rural regions,Part Time,0.17048,95,526,0.13831,0.20265
1997,Saxony-Anhalt,Rural regions,Not Working,0.43032,181,526,0.38797,0.47268
1997,Thuringa,Urban regions,Full Time,0.40352,91,194,0.33430,0.47273
1997,Thuringa,Urban regions,Part Time,0.20488,32,194,0.14793,0.26182
1997,Thuringa,Urban regions,Not Working,0.39161,71,194,0.32274,0.46047
1997,Thuringa,Rural regions,Full Time,0.39246,218,467,0.34812,0.43679
1997,Thuringa,Rural regions,Part Time,0.15348,78,467,0.12075,0.18620
1997,Thuringa,Rural regions,Not Working,0.45407,171,467,0.40886,0.49927
1998,Schleswig-Holstein,Urban regions,Full Time,0.39694,80,185,0.32624,0.46763
1998,Schleswig-Holstein,Urban regions,Part Time,0.15699,31,185,0.10443,0.20956
1998,Schleswig-Holstein,Urban regions,Not Working,0.44607,74,185,0.37425,0.51790
1998,Schleswig-Holstein,Rural regions,Full Time,0.40407,71,163,0.32850,0.47963
1998,Schleswig-Holstein,Rural regions,Part Time,0.18142,32,163,0.12208,0.24077
1998,Schleswig-Holstein,Rural regions,Not Working,0.41451,60,163,0.33865,0.49037
1998,Hamburg,Urban regions,Full Time,0.36044,60,154,0.28436,0.43652
1998,Hamburg,Urban regions,Part Time,0.22193,33,154,0.15608,0.28778
1998,Hamburg,Urban regions,Not Working,0.41763,61,154,0.33949,0.49578
1998,Lower Saxony,Urban regions,Full Time,0.41390,247,580,0.37378,0.45402
1998,Lower Saxony,Urban regions,Part Time,0.17727,117,580,0.14616,0.20838
1998,Lower Saxony,Urban regions,Not Working,0.40883,216,580,0.36879,0.44888
1998,Lower Saxony,Rural regions,Full Time,0.34803,240,617,0.31041,0.38565
1998,Lower Saxony,Rural regions,Part Time,0.19753,138,617,0.16608,0.22897
1998,Lower Saxony,Rural regions,Not Working,0.45444,239,617,0.41512,0.49377
1998,Bremen,Urban regions,Full Time,0.32677,38,86,0.22706,0.42648
1998,Bremen,Urban regions,Not Working,0.59096,48,86,0.48644,0.69549
1998,North Rhine-Westphalia,Urban regions,Full Time,0.39428,1131,2777,0.37610,0.41246
1998,North Rhine-Westphalia,Urban regions,Part Time,0.18628,566,2777,0.17180,0.20076
1998,North Rhine-Westphalia,Urban regions,Not Working,0.41944,1080,2777,0.40108,0.43779
1998,Hesse,Urban regions,Full Time,0.34565,304,798,0.31263,0.37866
1998,Hesse,Urban regions,Part Time,0.23903,197,798,0.20942,0.26864
1998,Hesse,Urban regions,Not Working,0.41533,297,798,0.38111,0.44954
1998,Hesse,Rural regions,Full Time,0.35785,63,128,0.27448,0.44123
1998,Hesse,Rural regions,Not Working,0.52810,65,128,0.44128,0.61492
1998,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34826,242,621,0.31076,0.38576
1998,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.16385,112,621,0.13471,0.19299
1998,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.48789,267,621,0.44854,0.52723
1998,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.41096,78,184,0.33967,0.48225
1998,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.17839,38,184,0.12292,0.23386
1998,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.41065,68,184,0.33937,0.48193
1998,Baden-Wuerttemberg,Urban regions,Full Time,0.38705,649,1608,0.36324,0.41086
1998,Baden-Wuerttemberg,Urban regions,Part Time,0.21750,378,1608,0.19733,0.23767
1998,Baden-Wuerttemberg,Urban regions,Not Working,0.39545,581,1608,0.37154,0.41935
1998,Baden-Wuerttemberg,Rural regions,Full Time,0.33509,73,208,0.27079,0.39939
1998,Baden-Wuerttemberg,Rural regions,Part Time,0.17313,45,208,0.12159,0.22467
1998,Baden-Wuerttemberg,Rural regions,Not Working,0.49178,90,208,0.42368,0.55989
1998,Bavaria,Urban regions,Full Time,0.38969,381,916,0.35809,0.42129
1998,Bavaria,Urban regions,Part Time,0.19113,191,916,0.16565,0.21661
1998,Bavaria,Urban regions,Not Working,0.41918,344,916,0.38721,0.45116
1998,Bavaria,Rural regions,Full Time,0.38593,411,955,0.35504,0.41682
1998,Bavaria,Rural regions,Part Time,0.18190,194,955,0.15742,0.20638
1998,Bavaria,Rural regions,Not Working,0.43217,350,955,0.40073,0.46360
1998,Berlin,Urban regions,Full Time,0.41197,241,530,0.37003,0.45391
1998,Berlin,Urban regions,Part Time,0.18111,97,530,0.14829,0.21393
1998,Berlin,Urban regions,Not Working,0.40692,192,530,0.36506,0.44878
1998,Brandenburg,Rural regions,Full Time,0.39250,261,590,0.35307,0.43194
1998,Brandenburg,Rural regions,Part Time,0.18071,107,590,0.14963,0.21178
1998,Brandenburg,Rural regions,Not Working,0.42679,222,590,0.38684,0.46673
1998,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.41619,167,355,0.36484,0.46753
1998,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.17740,68,355,0.13761,0.21720
1998,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.40641,120,355,0.35525,0.45758
1998,Saxony,Urban regions,Full Time,0.40707,278,582,0.36712,0.44701
1998,Saxony,Urban regions,Part Time,0.13317,88,582,0.10554,0.16080
1998,Saxony,Urban regions,Not Working,0.45976,216,582,0.41924,0.50029
1998,Saxony,Rural regions,Full Time,0.43093,283,598,0.39120,0.47065
1998,Saxony,Rural regions,Part Time,0.17633,112,598,0.14576,0.20690
1998,Saxony,Rural regions,Not Working,0.39274,203,598,0.35356,0.43191
1998,Saxony-Anhalt,Urban regions,Full Time,0.38620,56,112,0.29563,0.47678
1998,Saxony-Anhalt,Urban regions,Not Working,0.44740,56,112,0.35489,0.53990
1998,Saxony-Anhalt,Rural regions,Full Time,0.36297,247,555,0.32292,0.40301
1998,Saxony-Anhalt,Rural regions,Part Time,0.15386,97,555,0.12381,0.18390
1998,Saxony-Anhalt,Rural regions,Not Working,0.48318,211,555,0.44157,0.52479
1998,Thuringa,Urban regions,Full Time,0.39705,98,219,0.33210,0.46200
1998,Thuringa,Urban regions,Part Time,0.17839,35,219,0.12756,0.22921
1998,Thuringa,Urban regions,Not Working,0.42457,86,219,0.35895,0.49018
1998,Thuringa,Rural regions,Full Time,0.36787,222,512,0.32606,0.40968
1998,Thuringa,Rural regions,Part Time,0.16765,100,512,0.13526,0.20004
1998,Thuringa,Rural regions,Not Working,0.46449,190,512,0.42124,0.50773
1999,Schleswig-Holstein,Urban regions,Full Time,0.43285,72,163,0.35655,0.50915
1999,Schleswig-Holstein,Urban regions,Part Time,0.19377,34,163,0.13290,0.25464
1999,Schleswig-Holstein,Urban regions,Not Working,0.37338,57,163,0.29889,0.44787
1999,Schleswig-Holstein,Rural regions,Full Time,0.42936,75,160,0.35242,0.50630
1999,Schleswig-Holstein,Rural regions,Part Time,0.19436,35,160,0.13285,0.25587
1999,Schleswig-Holstein,Rural regions,Not Working,0.37628,50,160,0.30097,0.45158
1999,Hamburg,Urban regions,Full Time,0.46673,62,139,0.38350,0.54997
1999,Hamburg,Urban regions,Part Time,0.20923,32,139,0.14136,0.27709
1999,Hamburg,Urban regions,Not Working,0.32404,45,139,0.24595,0.40212
1999,Lower Saxony,Urban regions,Full Time,0.41334,246,575,0.37305,0.45362
1999,Lower Saxony,Urban regions,Part Time,0.20945,130,575,0.17616,0.24274
1999,Lower Saxony,Urban regions,Not Working,0.37721,199,575,0.33756,0.41686
1999,Lower Saxony,Rural regions,Full Time,0.34466,235,591,0.30631,0.38301
1999,Lower Saxony,Rural regions,Part Time,0.23369,150,591,0.19954,0.26784
1999,Lower Saxony,Rural regions,Not Working,0.42165,206,591,0.38181,0.46150
1999,Bremen,Urban regions,Not Working,0.57725,45,45,0.43128,0.72322
1999,North Rhine-Westphalia,Urban regions,Full Time,0.39845,1099,2631,0.37974,0.41716
1999,North Rhine-Westphalia,Urban regions,Part Time,0.20670,575,2631,0.19122,0.22217
1999,North Rhine-Westphalia,Urban regions,Not Working,0.39485,957,2631,0.37617,0.41353
1999,North Rhine-Westphalia,Rural regions,Full Time,0.47423,33,33,0.30122,0.64724
1999,Hesse,Urban regions,Full Time,0.36736,312,754,0.33293,0.40179
1999,Hesse,Urban regions,Part Time,0.21820,171,754,0.18870,0.24770
1999,Hesse,Urban regions,Not Working,0.41444,271,754,0.37925,0.44962
1999,Hesse,Rural regions,Full Time,0.34574,57,118,0.25956,0.43192
1999,Hesse,Rural regions,Not Working,0.51382,61,118,0.42326,0.60439
1999,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.34783,238,593,0.30946,0.38620
1999,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.19612,118,593,0.16414,0.22811
1999,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.45605,237,593,0.41593,0.49617
1999,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.35796,70,178,0.28734,0.42859
1999,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.23408,44,178,0.17170,0.29646
1999,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.40796,64,178,0.33555,0.48036
1999,Baden-Wuerttemberg,Urban regions,Full Time,0.39639,623,1529,0.37187,0.42092
1999,Baden-Wuerttemberg,Urban regions,Part Time,0.21834,373,1529,0.19763,0.23905
1999,Baden-Wuerttemberg,Urban regions,Not Working,0.38527,533,1529,0.36086,0.40967
1999,Baden-Wuerttemberg,Rural regions,Full Time,0.35164,75,199,0.28513,0.41815
1999,Baden-Wuerttemberg,Rural regions,Part Time,0.17410,41,199,0.12128,0.22692
1999,Baden-Wuerttemberg,Rural regions,Not Working,0.47426,83,199,0.40471,0.54382
1999,Bavaria,Urban regions,Full Time,0.40019,388,893,0.36803,0.43234
1999,Bavaria,Urban regions,Part Time,0.22015,200,893,0.19296,0.24734
1999,Bavaria,Urban regions,Not Working,0.37966,305,893,0.34781,0.41151
1999,Bavaria,Rural regions,Full Time,0.38154,393,900,0.34979,0.41330
1999,Bavaria,Rural regions,Part Time,0.22045,204,900,0.19335,0.24755
1999,Bavaria,Rural regions,Not Working,0.39801,303,900,0.36601,0.43001
1999,Berlin,Urban regions,Full Time,0.41415,229,515,0.37157,0.45674
1999,Berlin,Urban regions,Part Time,0.17068,96,515,0.13816,0.20321
1999,Berlin,Urban regions,Not Working,0.41516,190,515,0.37257,0.45776
1999,Brandenburg,Rural regions,Full Time,0.35900,227,559,0.31920,0.39881
1999,Brandenburg,Rural regions,Part Time,0.20155,115,559,0.16826,0.23483
1999,Brandenburg,Rural regions,Not Working,0.43945,217,559,0.39827,0.48063
1999,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.38719,155,347,0.33586,0.43851
1999,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.20631,76,347,0.16367,0.24895
1999,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.40650,116,347,0.35475,0.45826
1999,Saxony,Urban regions,Full Time,0.39340,259,561,0.35294,0.43386
1999,Saxony,Urban regions,Part Time,0.18687,106,561,0.15458,0.21916
1999,Saxony,Urban regions,Not Working,0.41973,196,561,0.37885,0.46060
1999,Saxony,Rural regions,Full Time,0.43330,276,590,0.39328,0.47332
1999,Saxony,Rural regions,Part Time,0.15650,108,590,0.12715,0.18584
1999,Saxony,Rural regions,Not Working,0.41020,206,590,0.37048,0.44993
1999,Saxony-Anhalt,Urban regions,Full Time,0.40341,59,116,0.31375,0.49308
1999,Saxony-Anhalt,Urban regions,Not Working,0.47169,57,116,0.38046,0.56293
1999,Saxony-Anhalt,Rural regions,Full Time,0.39243,257,556,0.35181,0.43306
1999,Saxony-Anhalt,Rural regions,Part Time,0.14196,90,556,0.11292,0.17100
1999,Saxony-Anhalt,Rural regions,Not Working,0.46561,209,556,0.42411,0.50711
1999,Thuringa,Urban regions,Full Time,0.39226,103,226,0.32847,0.45606
1999,Thuringa,Urban regions,Part Time,0.18112,38,226,0.13079,0.23144
1999,Thuringa,Urban regions,Not Working,0.42662,85,226,0.36199,0.49125
1999,Thuringa,Rural regions,Full Time,0.39535,227,493,0.35214,0.43855
1999,Thuringa,Rural regions,Part Time,0.15459,91,493,0.12264,0.18653
1999,Thuringa,Rural regions,Not Working,0.45007,175,493,0.40611,0.49403
2000,Schleswig-Holstein,Urban regions,Full Time,0.39022,118,290,0.33398,0.44646
2000,Schleswig-Holstein,Urban regions,Part Time,0.19218,58,290,0.14675,0.23761
2000,Schleswig-Holstein,Urban regions,Not Working,0.41761,114,290,0.36075,0.47446
2000,Schleswig-Holstein,Rural regions,Full Time,0.47559,193,418,0.42766,0.52353
2000,Schleswig-Holstein,Rural regions,Part Time,0.17070,78,418,0.13459,0.20682
2000,Schleswig-Holstein,Rural regions,Not Working,0.35370,147,418,0.30781,0.39959
2000,Hamburg,Urban regions,Full Time,0.41909,129,299,0.36307,0.47511
2000,Hamburg,Urban regions,Part Time,0.20051,58,299,0.15505,0.24597
2000,Hamburg,Urban regions,Not Working,0.38040,112,299,0.32528,0.43552
2000,Lower Saxony,Urban regions,Full Time,0.40191,389,969,0.37103,0.43280
2000,Lower Saxony,Urban regions,Part Time,0.20190,206,969,0.17661,0.22718
2000,Lower Saxony,Urban regions,Not Working,0.39619,374,969,0.36538,0.42700
2000,Lower Saxony,Rural regions,Full Time,0.39485,438,1057,0.36537,0.42433
2000,Lower Saxony,Rural regions,Part Time,0.21389,234,1057,0.18916,0.23862
2000,Lower Saxony,Rural regions,Not Working,0.39126,385,1057,0.36182,0.42069
2000,Bremen,Urban regions,Full Time,0.32198,63,188,0.25501,0.38895
2000,Bremen,Urban regions,Part Time,0.19684,43,188,0.13985,0.25383
2000,Bremen,Urban regions,Not Working,0.48118,82,188,0.40957,0.55280
2000,North Rhine-Westphalia,Urban regions,Full Time,0.39466,1998,4999,0.38110,0.40821
2000,North Rhine-Westphalia,Urban regions,Part Time,0.20730,1100,4999,0.19606,0.21854
2000,North Rhine-Westphalia,Urban regions,Not Working,0.39804,1901,4999,0.38447,0.41161
2000,North Rhine-Westphalia,Rural regions,Full Time,0.33566,48,113,0.24821,0.42312
2000,North Rhine-Westphalia,Rural regions,Not Working,0.44758,65,113,0.35549,0.53967
2000,Hesse,Urban regions,Full Time,0.38492,550,1339,0.35885,0.41099
2000,Hesse,Urban regions,Part Time,0.20830,296,1339,0.18654,0.23006
2000,Hesse,Urban regions,Not Working,0.40678,493,1339,0.38046,0.43311
2000,Hesse,Rural regions,Full Time,0.38856,139,332,0.33605,0.44108
2000,Hesse,Rural regions,Part Time,0.19547,67,332,0.15275,0.23819
2000,Hesse,Rural regions,Not Working,0.41597,126,332,0.36287,0.46907
2000,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.36307,415,1101,0.33465,0.39149
2000,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.19066,228,1101,0.16745,0.21387
2000,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.44627,458,1101,0.41689,0.47564
2000,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.43664,162,361,0.38541,0.48788
2000,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.17704,65,361,0.13761,0.21647
2000,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.38632,134,361,0.33602,0.43662
2000,Baden-Wuerttemberg,Urban regions,Full Time,0.41568,1120,2654,0.39693,0.43443
2000,Baden-Wuerttemberg,Urban regions,Part Time,0.21741,602,2654,0.20171,0.23310
2000,Baden-Wuerttemberg,Urban regions,Not Working,0.36691,932,2654,0.34857,0.38525
2000,Baden-Wuerttemberg,Rural regions,Full Time,0.40741,123,303,0.35199,0.46283
2000,Baden-Wuerttemberg,Rural regions,Part Time,0.18759,65,303,0.14356,0.23162
2000,Baden-Wuerttemberg,Rural regions,Not Working,0.40500,115,303,0.34963,0.46036
2000,Bavaria,Urban regions,Full Time,0.41881,695,1623,0.39480,0.44282
2000,Bavaria,Urban regions,Part Time,0.19666,347,1623,0.17732,0.21600
2000,Bavaria,Urban regions,Not Working,0.38453,581,1623,0.36085,0.40820
2000,Bavaria,Rural regions,Full Time,0.40190,751,1750,0.37893,0.42488
2000,Bavaria,Rural regions,Part Time,0.21506,400,1750,0.19581,0.23432
2000,Bavaria,Rural regions,Not Working,0.38303,599,1750,0.36025,0.40582
2000,Berlin,Urban regions,Full Time,0.41330,344,812,0.37941,0.44719
2000,Berlin,Urban regions,Part Time,0.21248,177,812,0.18432,0.24063
2000,Berlin,Urban regions,Not Working,0.37422,291,812,0.34092,0.40753
2000,Brandenburg,Urban regions,Full Time,0.54664,35,35,0.37930,0.71397
2000,Brandenburg,Rural regions,Full Time,0.39170,408,949,0.36063,0.42278
2000,Brandenburg,Rural regions,Part Time,0.18348,175,949,0.15884,0.20812
2000,Brandenburg,Rural regions,Not Working,0.42481,366,949,0.39335,0.45628
2000,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.39945,36,36,0.23718,0.56172
2000,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.42446,224,489,0.38061,0.46831
2000,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.18649,99,489,0.15193,0.22105
2000,Mecklenburg-Western Pomerania,Rural regions,Not Working,0.38905,166,489,0.34580,0.43231
2000,Saxony,Urban regions,Full Time,0.42088,391,839,0.38745,0.45431
2000,Saxony,Urban regions,Part Time,0.14198,131,839,0.11835,0.16561
2000,Saxony,Urban regions,Not Working,0.43714,317,839,0.40355,0.47072
2000,Saxony,Rural regions,Full Time,0.39864,400,937,0.36727,0.43001
2000,Saxony,Rural regions,Part Time,0.17948,172,937,0.15489,0.20406
2000,Saxony,Rural regions,Not Working,0.42188,365,937,0.39024,0.45352
2000,Saxony-Anhalt,Urban regions,Full Time,0.42210,91,177,0.34913,0.49506
2000,Saxony-Anhalt,Urban regions,Not Working,0.45407,86,177,0.38051,0.52763
2000,Saxony-Anhalt,Rural regions,Full Time,0.37394,361,855,0.34149,0.40639
2000,Saxony-Anhalt,Rural regions,Part Time,0.15478,151,855,0.13052,0.17904
2000,Saxony-Anhalt,Rural regions,Not Working,0.47128,343,855,0.43780,0.50476
2000,Thuringa,Urban regions,Full Time,0.41614,128,284,0.35871,0.47357
2000,Thuringa,Urban regions,Part Time,0.16843,50,284,0.12482,0.21203
2000,Thuringa,Urban regions,Not Working,0.41543,106,284,0.35802,0.47285
2000,Thuringa,Rural regions,Full Time,0.36391,323,769,0.32988,0.39794
2000,Thuringa,Rural regions,Part Time,0.18878,153,769,0.16110,0.21645
2000,Thuringa,Rural regions,Not Working,0.44731,293,769,0.41215,0.48248
2001,Schleswig-Holstein,Urban regions,Full Time,0.37454,110,276,0.31734,0.43175
2001,Schleswig-Holstein,Urban regions,Part Time,0.24236,63,276,0.19171,0.29301
2001,Schleswig-Holstein,Urban regions,Not Working,0.38310,103,276,0.32564,0.44056
2001,Schleswig-Holstein,Rural regions,Full Time,0.42384,156,371,0.37348,0.47419
2001,Schleswig-Holstein,Rural regions,Part Time,0.21614,88,371,0.17420,0.25808
2001,Schleswig-Holstein,Rural regions,Not Working,0.36002,127,371,0.31111,0.40893
2001,Hamburg,Urban regions,Full Time,0.40789,117,274,0.34959,0.46618
2001,Hamburg,Urban regions,Part Time,0.20219,53,274,0.15455,0.24984
2001,Hamburg,Urban regions,Not Working,0.38992,104,274,0.33206,0.44778
2001,Lower Saxony,Urban regions,Full Time,0.40262,365,889,0.37036,0.43488
2001,Lower Saxony,Urban regions,Part Time,0.20439,196,889,0.17786,0.23091
2001,Lower Saxony,Urban regions,Not Working,0.39299,328,889,0.36087,0.42512
2001,Lower Saxony,Rural regions,Full Time,0.39302,393,964,0.36217,0.42386
2001,Lower Saxony,Rural regions,Part Time,0.21213,212,964,0.18631,0.23795
2001,Lower Saxony,Rural regions,Not Working,0.39485,359,964,0.36398,0.42573
2001,Bremen,Urban regions,Full Time,0.32758,55,157,0.25393,0.40123
2001,Bremen,Urban regions,Part Time,0.25918,45,157,0.19042,0.32794
2001,Bremen,Urban regions,Not Working,0.41324,57,157,0.33597,0.49051
2001,North Rhine-Westphalia,Urban regions,Full Time,0.38716,1793,4528,0.37297,0.40135
2001,North Rhine-Westphalia,Urban regions,Part Time,0.21040,1014,4528,0.19853,0.22227
2001,North Rhine-Westphalia,Urban regions,Not Working,0.40244,1721,4528,0.38816,0.41673
2001,North Rhine-Westphalia,Rural regions,Full Time,0.38759,42,119,0.29968,0.47549
2001,North Rhine-Westphalia,Rural regions,Part Time,0.24698,32,119,0.16917,0.32479
2001,North Rhine-Westphalia,Rural regions,Not Working,0.36544,45,119,0.27855,0.45232
2001,Hesse,Urban regions,Full Time,0.39452,487,1180,0.36662,0.42241
2001,Hesse,Urban regions,Part Time,0.22980,292,1180,0.20578,0.25381
2001,Hesse,Urban regions,Not Working,0.37569,401,1180,0.34804,0.40333
2001,Hesse,Rural regions,Full Time,0.38156,117,302,0.32668,0.43643
2001,Hesse,Rural regions,Part Time,0.20590,69,302,0.16021,0.25158
2001,Hesse,Rural regions,Not Working,0.41255,116,302,0.35693,0.46816
2001,"Rhineland-Palatinate, Saarland",Urban regions,Full Time,0.36132,374,1025,0.33190,0.39074
2001,"Rhineland-Palatinate, Saarland",Urban regions,Part Time,0.20312,223,1025,0.17848,0.22776
2001,"Rhineland-Palatinate, Saarland",Urban regions,Not Working,0.43556,428,1025,0.40519,0.46593
2001,"Rhineland-Palatinate, Saarland",Rural regions,Full Time,0.40588,131,328,0.35265,0.45910
2001,"Rhineland-Palatinate, Saarland",Rural regions,Part Time,0.21424,78,328,0.16976,0.25871
2001,"Rhineland-Palatinate, Saarland",Rural regions,Not Working,0.37989,119,328,0.32728,0.43250
2001,Baden-Wuerttemberg,Urban regions,Full Time,0.42351,994,2344,0.40350,0.44352
2001,Baden-Wuerttemberg,Urban regions,Part Time,0.22169,561,2344,0.20487,0.23851
2001,Baden-Wuerttemberg,Urban regions,Not Working,0.35480,789,2344,0.33543,0.37418
2001,Baden-Wuerttemberg,Rural regions,Full Time,0.39311,101,256,0.33316,0.45306
2001,Baden-Wuerttemberg,Rural regions,Part Time,0.21497,62,256,0.16455,0.26539
2001,Baden-Wuerttemberg,Rural regions,Not Working,0.39192,93,256,0.33200,0.45184
2001,Bavaria,Urban regions,Full Time,0.42171,640,1479,0.39654,0.44689
2001,Bavaria,Urban regions,Part Time,0.22179,344,1479,0.20061,0.24297
2001,Bavaria,Urban regions,Not Working,0.35650,495,1479,0.33208,0.38092
2001,Bavaria,Rural regions,Full Time,0.41034,672,1560,0.38593,0.43476
2001,Bavaria,Rural regions,Part Time,0.21517,362,1560,0.19477,0.23557
2001,Bavaria,Rural regions,Not Working,0.37449,526,1560,0.35046,0.39851
2001,Berlin,Urban regions,Full Time,0.41192,331,790,0.37757,0.44626
2001,Berlin,Urban regions,Part Time,0.23313,183,790,0.20362,0.26263
2001,Berlin,Urban regions,Not Working,0.35496,276,790,0.32157,0.38835
2001,Brandenburg,Urban regions,Full Time,0.47033,31,31,0.29173,0.64894
2001,Brandenburg,Rural regions,Full Time,0.39357,372,887,0.36141,0.42574
2001,Brandenburg,Rural regions,Part Time,0.15748,149,887,0.13350,0.18147
2001,Brandenburg,Rural regions,Not Working,0.44894,366,887,0.41619,0.48169
2001,Mecklenburg-Western Pomerania,Urban regions,Full Time,0.41981,32,32,0.24608,0.59355
2001,Mecklenburg-Western Pomerania,Rural regions,Full Time,0.41314,195,445,0.36734,0.45895
2001,Mecklenburg-Western Pomerania,Rural regions,Part Time,0.21017,106,445,0.17228,0.24807
