"plb0218","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2013","17-29","Ländlicher Raum","137","0.218033730272935","0.18818263475926","0.247884825786611"
"Ja, alle 2 Wochen","2013","30-45","Städtischer Raum","642","0.140617547955266","0.130030959154174","0.151204136756358"
"Ja, alle 2 Wochen","2013","30-45","Ländlicher Raum","454","0.224825032541916","0.207917631742454","0.241732433341379"
"Ja, alle 2 Wochen","2013","46-65","Städtischer Raum","569","0.14553001146964","0.134869130740296","0.156190892198984"
"Ja, alle 2 Wochen","2013","46-65","Ländlicher Raum","382","0.156376824297029","0.14208187246775","0.170671776126308"
"Ja, alle 2 Wochen","2013","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2013","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2013","17-29","Städtischer Raum","120","0.10747450772083","0.0908730801769781","0.124075935264681"
"Ja, alle 3-4 Wochen","2013","17-29","Ländlicher Raum","63","0.0791987111878905","0.0596757164206022","0.0987217059551788"
"Ja, alle 3-4 Wochen","2013","30-45","Städtischer Raum","376","0.091202757957994","0.0824351619608579","0.0999703539551301"
"Ja, alle 3-4 Wochen","2013","30-45","Ländlicher Raum","215","0.0830243006098464","0.0718495929122657","0.0941990083074271"
"Ja, alle 3-4 Wochen","2013","46-65","Städtischer Raum","337","0.0960441045925145","0.0871361627543375","0.104952046430691"
"Ja, alle 3-4 Wochen","2013","46-65","Ländlicher Raum","233","0.0877594869113815","0.0766236216863154","0.0988953521364476"
"Ja, alle 3-4 Wochen","2013","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2013","66","Ländlicher Raum","","","",""
"Seltener","2013","17-29","Städtischer Raum","216","0.18417172531745","0.163394227655507","0.204949222979393"
"Seltener","2013","17-29","Ländlicher Raum","124","0.153981929536445","0.127888622780908","0.180075236291981"
"Seltener","2013","30-45","Städtischer Raum","1000","0.282061577723436","0.268357222497275","0.295765932949598"
"Seltener","2013","30-45","Ländlicher Raum","550","0.256114547413871","0.238436886378463","0.273792208449279"
"Seltener","2013","46-65","Städtischer Raum","1075","0.262694191607422","0.24938911257027","0.275999270644573"
"Seltener","2013","46-65","Ländlicher Raum","621","0.247437312865475","0.230453852314533","0.264420773416417"
"Seltener","2013","66","Städtischer Raum","","","",""
"Seltener","2013","66","Ländlicher Raum","","","",""
"Nein, nie","2014","17-29","Städtischer Raum","","","",""
"Nein, nie","2014","17-29","Ländlicher Raum","","","",""
"Nein, nie","2014","30-45","Städtischer Raum","","","",""
"Nein, nie","2014","30-45","Ländlicher Raum","","","",""
"Nein, nie","2014","46-65","Städtischer Raum","","","",""
"Nein, nie","2014","46-65","Ländlicher Raum","","","",""
"Nein, nie","2014","66","Städtischer Raum","","","",""
"Nein, nie","2014","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2014","17-29","Städtischer Raum","","","",""
"Ja, jede Woche","2014","17-29","Ländlicher Raum","","","",""
"Ja, jede Woche","2014","30-45","Städtischer Raum","","","",""
"Ja, jede Woche","2014","30-45","Ländlicher Raum","","","",""
"Ja, jede Woche","2014","46-65","Städtischer Raum","","","",""
"Ja, jede Woche","2014","46-65","Ländlicher Raum","","","",""
"Ja, jede Woche","2014","66","Städtischer Raum","","","",""
"Ja, jede Woche","2014","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","17-29","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","17-29","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","30-45","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","30-45","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","46-65","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","46-65","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2014","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2014","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2014","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2014","66","Ländlicher Raum","","","",""
"Seltener","2014","17-29","Städtischer Raum","","","",""
"Seltener","2014","17-29","Ländlicher Raum","","","",""
"Seltener","2014","30-45","Städtischer Raum","","","",""
"Seltener","2014","30-45","Ländlicher Raum","","","",""
"Seltener","2014","46-65","Städtischer Raum","","","",""
"Seltener","2014","46-65","Ländlicher Raum","","","",""
"Seltener","2014","66","Städtischer Raum","","","",""
"Seltener","2014","66","Ländlicher Raum","","","",""
"Nein, nie","2015","17-29","Städtischer Raum","644","0.432179105361414","0.407437646808046","0.456920563914781"
"Nein, nie","2015","17-29","Ländlicher Raum","340","0.368421697867205","0.33489037192613","0.401953023808279"
"Nein, nie","2015","30-45","Städtischer Raum","1532","0.3687981579448","0.353504039740485","0.384092276149114"
"Nein, nie","2015","30-45","Ländlicher Raum","781","0.35851052970963","0.337841573378076","0.379179486041184"
"Nein, nie","2015","46-65","Städtischer Raum","1722","0.378220582718877","0.363754604156758","0.392686561280997"
"Nein, nie","2015","46-65","Ländlicher Raum","885","0.365052754598424","0.345875018726612","0.384230490470236"
"Nein, nie","2015","66","Städtischer Raum","","","",""
"Nein, nie","2015","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2015","17-29","Städtischer Raum","256","0.14002061893142","0.12268945434991","0.15735178351293"
"Ja, jede Woche","2015","17-29","Ländlicher Raum","115","0.148214100220411","0.12351537656992","0.172912823870902"
"Ja, jede Woche","2015","30-45","Städtischer Raum","470","0.128788119120086","0.118170045382507","0.139406192857664"
"Ja, jede Woche","2015","30-45","Ländlicher Raum","276","0.13823630900789","0.123360589377399","0.15311202863838"
"Ja, jede Woche","2015","46-65","Städtischer Raum","581","0.131548283678033","0.12146568459239","0.141630882763676"
"Ja, jede Woche","2015","46-65","Ländlicher Raum","312","0.136904111351074","0.1232114311377","0.150596791564447"
"Ja, jede Woche","2015","66","Städtischer Raum","","","",""
"Ja, jede Woche","2015","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2015","17-29","Städtischer Raum","265","0.189078707570661","0.169521880522481","0.208635534618841"
"Ja, alle 2 Wochen","2015","17-29","Ländlicher Raum","148","0.199362127903045","0.171590334768447","0.227133921037643"
"Ja, alle 2 Wochen","2015","30-45","Städtischer Raum","572","0.13585604113006","0.124994824682417","0.146717257577703"
"Ja, alle 2 Wochen","2015","30-45","Ländlicher Raum","355","0.184667188943619","0.167943381717039","0.201390996170199"
"Ja, alle 2 Wochen","2015","46-65","Städtischer Raum","611","0.158804979553989","0.147902193966924","0.169707765141053"
"Ja, alle 2 Wochen","2015","46-65","Ländlicher Raum","384","0.166494107627974","0.151655113344975","0.181333101910974"
"Ja, alle 2 Wochen","2015","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2015","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2015","17-29","Städtischer Raum","117","0.070533667110657","0.0577456622051134","0.0833216720162006"
"Ja, alle 3-4 Wochen","2015","17-29","Ländlicher Raum","58","0.0943890798114539","0.0740656862101494","0.114712473412758"
"Ja, alle 3-4 Wochen","2015","30-45","Städtischer Raum","362","0.107032242926978","0.0972323542083477","0.116832131645608"
"Ja, alle 3-4 Wochen","2015","30-45","Ländlicher Raum","205","0.0984122748144043","0.0855741541189767","0.111250395509832"
"Ja, alle 3-4 Wochen","2015","46-65","Städtischer Raum","336","0.0823279770189423","0.0741287193546372","0.0905272346832475"
"Ja, alle 3-4 Wochen","2015","46-65","Ländlicher Raum","204","0.0722439173353031","0.0619313156225266","0.0825565190480796"
"Ja, alle 3-4 Wochen","2015","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2015","66","Ländlicher Raum","","","",""
"Seltener","2015","17-29","Städtischer Raum","258","0.168187901025848","0.149507004174845","0.186868797876852"
"Seltener","2015","17-29","Ländlicher Raum","134","0.189612994197886","0.162364355579587","0.216861632816185"
"Seltener","2015","30-45","Städtischer Raum","887","0.259525438878077","0.245629401277318","0.273421476478837"
"Seltener","2015","30-45","Ländlicher Raum","451","0.220173697524457","0.202314806739428","0.238032588309487"
"Seltener","2015","46-65","Städtischer Raum","1067","0.249098177030159","0.2361968637677","0.261999490292618"
"Seltener","2015","46-65","Ländlicher Raum","636","0.259305109087225","0.2418478560188","0.276762362155651"
"Seltener","2015","66","Städtischer Raum","","","",""
"Seltener","2015","66","Ländlicher Raum","","","",""
"Nein, nie","2016","17-29","Städtischer Raum","","","",""
"Nein, nie","2016","17-29","Ländlicher Raum","","","",""
"Nein, nie","2016","30-45","Städtischer Raum","","","",""
"Nein, nie","2016","30-45","Ländlicher Raum","","","",""
"Nein, nie","2016","46-65","Städtischer Raum","","","",""
"Nein, nie","2016","46-65","Ländlicher Raum","","","",""
"Nein, nie","2016","66","Städtischer Raum","","","",""
"Nein, nie","2016","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2016","17-29","Städtischer Raum","","","",""
"Ja, jede Woche","2016","17-29","Ländlicher Raum","","","",""
"Ja, jede Woche","2016","30-45","Städtischer Raum","","","",""
"Ja, jede Woche","2016","30-45","Ländlicher Raum","","","",""
"Ja, jede Woche","2016","46-65","Städtischer Raum","","","",""
"Ja, jede Woche","2016","46-65","Ländlicher Raum","","","",""
"Ja, jede Woche","2016","66","Städtischer Raum","","","",""
"Ja, jede Woche","2016","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","17-29","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","17-29","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","30-45","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","30-45","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","46-65","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","46-65","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","66","Ländlicher Raum","","","",""
"Seltener","2016","17-29","Städtischer Raum","","","",""
"Seltener","2016","17-29","Ländlicher Raum","","","",""
"Seltener","2016","30-45","Städtischer Raum","","","",""
"Seltener","2016","30-45","Ländlicher Raum","","","",""
"Seltener","2016","46-65","Städtischer Raum","","","",""
"Seltener","2016","46-65","Ländlicher Raum","","","",""
"Seltener","2016","66","Städtischer Raum","","","",""
"Seltener","2016","66","Ländlicher Raum","","","",""
"Nein, nie","2017","17-29","Städtischer Raum","789","0.467281996362103","0.443966032001664","0.490597960722542"
"Nein, nie","2017","17-29","Ländlicher Raum","399","0.432543029416544","0.400229429595883","0.464856629237205"
"Nein, nie","2017","30-45","Städtischer Raum","1673","0.413205408452359","0.397695598847141","0.428715218057578"
"Nein, nie","2017","30-45","Ländlicher Raum","791","0.385158609854826","0.363900357571301","0.40641686213835"
"Nein, nie","2017","46-65","Städtischer Raum","2107","0.419115938307528","0.405323089600643","0.432908787014413"
"Nein, nie","2017","46-65","Ländlicher Raum","1183","0.395070677276351","0.37725658937604","0.412884765176663"
"Nein, nie","2017","66","Städtischer Raum","","","",""
"Nein, nie","2017","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2017","17-29","Städtischer Raum","300","0.16170540453353","0.144499568812309","0.178911240254751"
"Ja, jede Woche","2017","17-29","Ländlicher Raum","139","0.148244915690517","0.125068221687787","0.171421609693248"
"Ja, jede Woche","2017","30-45","Städtischer Raum","464","0.120711939321049","0.110450196684373","0.130973681957726"
"Ja, jede Woche","2017","30-45","Ländlicher Raum","252","0.122460791455454","0.108140297461227","0.13678128544968"
"Ja, jede Woche","2017","46-65","Städtischer Raum","647","0.124034125795481","0.11481995320862","0.133248298382343"
"Ja, jede Woche","2017","46-65","Ländlicher Raum","383","0.140082990426002","0.127435777039349","0.152730203812656"
"Ja, jede Woche","2017","66","Städtischer Raum","","","",""
"Ja, jede Woche","2017","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2017","17-29","Städtischer Raum","271","0.14583568253453","0.129341994231763","0.162329370837298"
"Ja, alle 2 Wochen","2017","17-29","Ländlicher Raum","162","0.190092443240802","0.164500434950638","0.215684451530966"
"Ja, alle 2 Wochen","2017","30-45","Städtischer Raum","580","0.145330615011576","0.134229718700156","0.156431511322996"
"Ja, alle 2 Wochen","2017","30-45","Ländlicher Raum","365","0.176137868885445","0.159496852708884","0.192778885062007"
"Ja, alle 2 Wochen","2017","46-65","Städtischer Raum","637","0.143442494815522","0.133644000808983","0.15324098882206"
"Ja, alle 2 Wochen","2017","46-65","Ländlicher Raum","455","0.148170734252624","0.135224860452396","0.161116608052851"
"Ja, alle 2 Wochen","2017","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2017","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2017","17-29","Städtischer Raum","140","0.073186456293585","0.061015443565442","0.0853574690217279"
"Ja, alle 3-4 Wochen","2017","17-29","Ländlicher Raum","100","0.107276082534206","0.0870917564416903","0.127460408626722"
"Ja, alle 3-4 Wochen","2017","30-45","Städtischer Raum","357","0.0949861103286948","0.0857510850011687","0.104221135656221"
"Ja, alle 3-4 Wochen","2017","30-45","Ländlicher Raum","207","0.0868314679200484","0.0745304728713407","0.0991324629687561"
"Ja, alle 3-4 Wochen","2017","46-65","Städtischer Raum","494","0.0931621983149719","0.0850371336593561","0.101287262970588"
"Ja, alle 3-4 Wochen","2017","46-65","Ländlicher Raum","292","0.0957477217529968","0.0850255464239003","0.106469897082093"
"Ja, alle 3-4 Wochen","2017","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2017","66","Ländlicher Raum","","","",""
"Seltener","2017","17-29","Städtischer Raum","259","0.151990460276251","0.135213097114838","0.168767823437665"
"Seltener","2017","17-29","Ländlicher Raum","103","0.12184352911793","0.100508590211272","0.143178468024589"
"Seltener","2017","30-45","Städtischer Raum","798","0.22576592688632","0.212597140416377","0.238934713356264"
"Seltener","2017","30-45","Ländlicher Raum","398","0.229411261884227","0.211043979657793","0.247778544110661"
"Seltener","2017","46-65","Städtischer Raum","1031","0.220245242766498","0.208660818926328","0.231829666606668"
"Seltener","2017","46-65","Ländlicher Raum","580","0.220927876292026","0.205810098221341","0.236045654362711"
"Seltener","2017","66","Städtischer Raum","","","",""
"Seltener","2017","66","Ländlicher Raum","","","",""
"Nein, nie","2018","17-29","Städtischer Raum","","","",""
"Nein, nie","2018","17-29","Ländlicher Raum","","","",""
"Nein, nie","2018","30-45","Städtischer Raum","","","",""
"Nein, nie","2018","30-45","Ländlicher Raum","","","",""
"Nein, nie","2018","46-65","Städtischer Raum","","","",""
"Nein, nie","2018","46-65","Ländlicher Raum","","","",""
"Nein, nie","2018","66","Städtischer Raum","","","",""
"Nein, nie","2018","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2018","17-29","Städtischer Raum","","","",""
"Ja, jede Woche","2018","17-29","Ländlicher Raum","","","",""
"Ja, jede Woche","2018","30-45","Städtischer Raum","","","",""
"Ja, jede Woche","2018","30-45","Ländlicher Raum","","","",""
"Ja, jede Woche","2018","46-65","Städtischer Raum","","","",""
"Ja, jede Woche","2018","46-65","Ländlicher Raum","","","",""
"Ja, jede Woche","2018","66","Städtischer Raum","","","",""
"Ja, jede Woche","2018","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","17-29","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","17-29","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","30-45","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","30-45","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","46-65","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","46-65","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","17-29","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","30-45","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","46-65","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","66","Ländlicher Raum","","","",""
"Seltener","2018","17-29","Städtischer Raum","","","",""
"Seltener","2018","17-29","Ländlicher Raum","","","",""
"Seltener","2018","30-45","Städtischer Raum","","","",""
"Seltener","2018","30-45","Ländlicher Raum","","","",""
"Seltener","2018","46-65","Städtischer Raum","","","",""
"Seltener","2018","46-65","Ländlicher Raum","","","",""
"Seltener","2018","66","Städtischer Raum","","","",""
"Seltener","2018","66","Ländlicher Raum","","","",""
"Nein, nie","2019","17-29","Städtischer Raum","767","0.466106224908608","0.441844316509885","0.490368133307332"
"Nein, nie","2019","17-29","Ländlicher Raum","348","0.444090855855581","0.409109626811116","0.479072084900046"
"Nein, nie","2019","30-45","Städtischer Raum","1382","0.418151268306712","0.401468062770693","0.434834473842731"
"Nein, nie","2019","30-45","Ländlicher Raum","718","0.405392862180711","0.382350449058355","0.428435275303067"
"Nein, nie","2019","46-65","Städtischer Raum","2207","0.438394244900529","0.425157541187472","0.451630948613585"
"Nein, nie","2019","46-65","Ländlicher Raum","1157","0.388544544369332","0.371053155943144","0.406035932795521"
"Nein, nie","2019","66","Städtischer Raum","","","",""
"Nein, nie","2019","66","Ländlicher Raum","","","",""
"Ja, jede Woche","2019","17-29","Städtischer Raum","230","0.127369572888544","0.111155090071616","0.143584055705472"
"Ja, jede Woche","2019","17-29","Ländlicher Raum","118","0.172012307438955","0.145442467308432","0.198582147569477"
"Ja, jede Woche","2019","30-45","Städtischer Raum","459","0.118446216873878","0.107516906762816","0.129375526984941"
"Ja, jede Woche","2019","30-45","Ländlicher Raum","223","0.104244185377696","0.0899026519787064","0.118585718776685"
"Ja, jede Woche","2019","46-65","Städtischer Raum","777","0.12355926145671","0.114780553917014","0.132337968996406"
"Ja, jede Woche","2019","46-65","Ländlicher Raum","451","0.14082707056652","0.128344477017853","0.153309664115187"
"Ja, jede Woche","2019","66","Städtischer Raum","","","",""
"Ja, jede Woche","2019","66","Ländlicher Raum","","","",""
"Ja, alle 2 Wochen","2019","17-29","Städtischer Raum","264","0.170063609789693","0.151791732121606","0.18833548745778"
"Ja, alle 2 Wochen","2019","17-29","Ländlicher Raum","121","0.133703357253785","0.10974253532223","0.157664179185339"
"Ja, alle 2 Wochen","2019","30-45","Städtischer Raum","483","0.140017633217817","0.128280990490567","0.151754275945066"
"Ja, alle 2 Wochen","2019","30-45","Ländlicher Raum","310","0.193075903328913","0.174551030691478","0.211600775966348"
"Ja, alle 2 Wochen","2019","46-65","Städtischer Raum","730","0.132866988864616","0.123812101399893","0.141921876329338"
"Ja, alle 2 Wochen","2019","46-65","Ländlicher Raum","466","0.148535775371634","0.135773732454338","0.16129781828893"
"Ja, alle 2 Wochen","2019","66","Städtischer Raum","","","",""
"Ja, alle 2 Wochen","2019","66","Ländlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2019","17-29","Städtischer Raum","134","0.0764241748787279","0.063502859219823","0.0893454905376327"
"Ja, alle 3-4 Wochen","2019","17-29","Ländlicher Raum","78","0.0935955390830046","0.0730893087164335","0.114101769449576"
"Ja, alle 3-4 Wochen","2019","30-45","Städtischer Raum","282","0.0831831229687605","0.0738426975860695","0.0925235483514516"
"Ja, alle 3-4 Wochen","2019","30-45","Ländlicher Raum","149","0.0785040750319064","0.0658809274222847","0.0911272226415282"
"Ja, alle 3-4 Wochen","2019","46-65","Städtischer Raum","486","0.0843434030222824","0.0769298990421203","0.0917569070024445"
"Ja, alle 3-4 Wochen","2019","46-65","Ländlicher Raum","297","0.108902860841193","0.0977238434092924","0.120081878273094"
"Ja, alle 3-4 Wochen","2019","66","Städtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2019","66","Ländlicher Raum","","","",""
"Seltener","2019","17-29","Städtischer Raum","229","0.160036417534426","0.142204636702591","0.177868198366262"
"Seltener","2019","17-29","Ländlicher Raum","110","0.156597940368675","0.131011634266271","0.182184246471079"
"Seltener","2019","30-45","Städtischer Raum","752","0.240201758632832","0.225752519504793","0.254650997760871"
"Seltener","2019","30-45","Ländlicher Raum","344","0.218782974080774","0.199380037620645","0.238185910540903"
"Seltener","2019","46-65","Städtischer Raum","1198","0.220836101755863","0.209770345548514","0.231901857963212"
"Seltener","2019","46-65","Ländlicher Raum","612","0.213189748851321","0.198492378829981","0.227887118872661"
"Seltener","2019","66","Städtischer Raum","","","",""
"Seltener","2019","66","Ländlicher Raum","","","",""
