"plb0218","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 2 Wochen","2012","Schleswig-Holstein","Westdeutschland","45","0.194824105709732","0.145430999099202","0.244217212320262"
"Ja, alle 2 Wochen","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Hamburg","Westdeutschland","24","","",""
"Ja, alle 2 Wochen","2012","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Niedersachsen","Westdeutschland","84","0.183511707559569","0.149480546554865","0.217542868564273"
"Ja, alle 2 Wochen","2012","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Bremen","Westdeutschland","9","0.16165927452074","0.0540988694913876","0.269219679550093"
"Ja, alle 2 Wochen","2012","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Nordrhein-Westfalen","Westdeutschland","173","","",""
"Ja, alle 2 Wochen","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Hessen","Westdeutschland","57","0.159155425152141","0.121418798356024","0.196892051948257"
"Ja, alle 2 Wochen","2012","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Rheinland-Pfalz,Saarland","Westdeutschland","41","0.183541017685701","0.137705033282357","0.229377002089046"
"Ja, alle 2 Wochen","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Baden-Wuerttemberg","Westdeutschland","105","","",""
"Ja, alle 2 Wochen","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Bayern","Westdeutschland","137","","",""
"Ja, alle 2 Wochen","2012","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Berlin","Westdeutschland","10","","",""
"Ja, alle 2 Wochen","2012","Berlin","Ostdeutschland","15","","",""
"Ja, alle 2 Wochen","2012","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Brandenburg","Ostdeutschland","28","","",""
"Ja, alle 2 Wochen","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Mecklenburg-Vorpommern","Ostdeutschland","23","","",""
"Ja, alle 2 Wochen","2012","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Sachsen","Ostdeutschland","55","0.169352715050614","0.125263730149235","0.213441699951993"
"Ja, alle 2 Wochen","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Sachsen-Anhalt","Ostdeutschland","23","","",""
"Ja, alle 2 Wochen","2012","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2012","Thueringen","Ostdeutschland","30","0.190471214509006","0.130189567105129","0.250752861912883"
"Ja, alle 3-4 Wochen","2012","Schleswig-Holstein","Westdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Hamburg","Westdeutschland","5","0.0412423744907546","-0.00317255476702974","0.085657303748539"
"Ja, alle 3-4 Wochen","2012","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Niedersachsen","Westdeutschland","27","","",""
"Ja, alle 3-4 Wochen","2012","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Bremen","Westdeutschland","4","0.0670164160860619","-0.00604186243998037","0.140074694612104"
"Ja, alle 3-4 Wochen","2012","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Nordrhein-Westfalen","Westdeutschland","93","0.0988533799630907","0.080464667354218","0.117242092571963"
"Ja, alle 3-4 Wochen","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Hessen","Westdeutschland","40","0.0958862693992358","0.0655135111419452","0.126259027656526"
"Ja, alle 3-4 Wochen","2012","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Rheinland-Pfalz,Saarland","Westdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Baden-Wuerttemberg","Westdeutschland","75","0.110942133163414","0.0882835275279485","0.13360073879888"
"Ja, alle 3-4 Wochen","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Bayern","Westdeutschland","87","0.0987359282049766","0.0793436074752906","0.118128248934663"
"Ja, alle 3-4 Wochen","2012","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Berlin","Westdeutschland","3","","",""
"Ja, alle 3-4 Wochen","2012","Berlin","Ostdeutschland","6","0.125277964635417","0.052738311343143","0.197817617927691"
"Ja, alle 3-4 Wochen","2012","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Brandenburg","Ostdeutschland","15","","",""
"Ja, alle 3-4 Wochen","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Mecklenburg-Vorpommern","Ostdeutschland","4","0.0400939086321359","0.0012530676072146","0.0789347496570573"
"Ja, alle 3-4 Wochen","2012","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Sachsen","Ostdeutschland","25","","",""
"Ja, alle 3-4 Wochen","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Sachsen-Anhalt","Ostdeutschland","14","","",""
"Ja, alle 3-4 Wochen","2012","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2012","Thueringen","Ostdeutschland","21","","",""
"Seltener","2012","Schleswig-Holstein","Westdeutschland","41","0.18053019729305","0.13256336707245","0.228497027513651"
"Seltener","2012","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2012","Hamburg","Westdeutschland","6","0.0517703037498622","0.00228230848440274","0.101258299015322"
"Seltener","2012","Hamburg","Ostdeutschland","","","",""
"Seltener","2012","Niedersachsen","Westdeutschland","106","","",""
"Seltener","2012","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2012","Bremen","Westdeutschland","3","","",""
"Seltener","2012","Bremen","Ostdeutschland","","","",""
"Seltener","2012","Nordrhein-Westfalen","Westdeutschland","176","","",""
"Seltener","2012","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2012","Hessen","Westdeutschland","70","0.200639761558884","0.159327947816822","0.241951575300947"
"Seltener","2012","Hessen","Ostdeutschland","","","",""
"Seltener","2012","Rheinland-Pfalz,Saarland","Westdeutschland","60","0.213185618090965","0.164691629502003","0.261679606679927"
"Seltener","2012","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2012","Baden-Wuerttemberg","Westdeutschland","166","","",""
"Seltener","2012","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2012","Bayern","Westdeutschland","190","","",""
"Seltener","2012","Bayern","Ostdeutschland","","","",""
"Seltener","2012","Saarland","Westdeutschland","","","",""
"Seltener","2012","Saarland","Ostdeutschland","","","",""
"Seltener","2012","Berlin","Westdeutschland","20","","",""
"Seltener","2012","Berlin","Ostdeutschland","21","","",""
"Seltener","2012","Brandenburg","Westdeutschland","","","",""
"Seltener","2012","Brandenburg","Ostdeutschland","33","0.20731577471687","0.145082798496119","0.269548750937621"
"Seltener","2012","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2012","Mecklenburg-Vorpommern","Ostdeutschland","14","","",""
"Seltener","2012","Sachsen","Westdeutschland","","","",""
"Seltener","2012","Sachsen","Ostdeutschland","57","0.224060745014945","0.175046485865812","0.273075004164079"
"Seltener","2012","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2012","Sachsen-Anhalt","Ostdeutschland","33","0.268062117050799","0.194949325022175","0.341174909079422"
"Seltener","2012","Thueringen","Westdeutschland","","","",""
"Seltener","2012","Thueringen","Ostdeutschland","33","0.166635017058107","0.109427243245333","0.223842790870881"
"Nein, nie","2013","Schleswig-Holstein","Westdeutschland","212","","",""
"Nein, nie","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2013","Hamburg","Westdeutschland","100","","",""
"Nein, nie","2013","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2013","Niedersachsen","Westdeutschland","540","0.373288659305978","0.348470097006938","0.398107221605017"
"Nein, nie","2013","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2013","Bremen","Westdeutschland","49","0.402803180952555","0.311970053327703","0.493636308577407"
"Nein, nie","2013","Bremen","Ostdeutschland","","","",""
"Nein, nie","2013","Nordrhein-Westfalen","Westdeutschland","1218","","",""
"Nein, nie","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2013","Hessen","Westdeutschland","385","0.324554674422666","0.297010761538817","0.352098587306514"
"Nein, nie","2013","Hessen","Ostdeutschland","","","",""
"Nein, nie","2013","Rheinland-Pfalz,Saarland","Westdeutschland","341","0.347149684381468","0.315183301997331","0.379116066765605"
"Nein, nie","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2013","Baden-Wuerttemberg","Westdeutschland","829","0.403010540130155","0.381189429185123","0.424831651075188"
"Nein, nie","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2013","Bayern","Westdeutschland","1050","","",""
"Nein, nie","2013","Bayern","Ostdeutschland","","","",""
"Nein, nie","2013","Saarland","Westdeutschland","","","",""
"Nein, nie","2013","Saarland","Ostdeutschland","","","",""
"Nein, nie","2013","Berlin","Westdeutschland","117","","",""
"Nein, nie","2013","Berlin","Ostdeutschland","99","0.318500589461767","0.26240702778531","0.374594151138224"
"Nein, nie","2013","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2013","Brandenburg","Ostdeutschland","183","","",""
"Nein, nie","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2013","Mecklenburg-Vorpommern","Ostdeutschland","119","","",""
"Nein, nie","2013","Sachsen","Westdeutschland","","","",""
"Nein, nie","2013","Sachsen","Ostdeutschland","354","0.318215519447225","0.28977001024355","0.3466610286509"
"Nein, nie","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2013","Sachsen-Anhalt","Ostdeutschland","197","","",""
"Nein, nie","2013","Thueringen","Westdeutschland","","","",""
"Nein, nie","2013","Thueringen","Ostdeutschland","203","","",""
"Ja, jede Woche","2013","Schleswig-Holstein","Westdeutschland","76","0.150718628680043","0.120598438214282","0.180838819145804"
"Ja, jede Woche","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Hamburg","Westdeutschland","25","","",""
"Ja, jede Woche","2013","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Niedersachsen","Westdeutschland","194","","",""
"Ja, jede Woche","2013","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Bremen","Westdeutschland","11","","",""
"Ja, jede Woche","2013","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Nordrhein-Westfalen","Westdeutschland","434","0.14549378411617","0.133023164980739","0.1579644032516"
"Ja, jede Woche","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Hessen","Westdeutschland","163","","",""
"Ja, jede Woche","2013","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Rheinland-Pfalz,Saarland","Westdeutschland","110","","",""
"Ja, jede Woche","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Baden-Wuerttemberg","Westdeutschland","230","","",""
"Ja, jede Woche","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Bayern","Westdeutschland","402","0.15199145417123","0.13812488016507","0.16585802817739"
"Ja, jede Woche","2013","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2013","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2013","Berlin","Westdeutschland","37","0.120783314271713","0.0845073741757507","0.157059254367676"
"Ja, jede Woche","2013","Berlin","Ostdeutschland","34","0.153794277197933","0.110359937785474","0.197228616610393"
"Ja, jede Woche","2013","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2013","Brandenburg","Ostdeutschland","70","0.176125024254002","0.14417339865819","0.208076649849815"
"Ja, jede Woche","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2013","Mecklenburg-Vorpommern","Ostdeutschland","39","0.098714985881462","0.0664840615235352","0.130945910239389"
"Ja, jede Woche","2013","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2013","Sachsen","Ostdeutschland","117","","",""
"Ja, jede Woche","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2013","Sachsen-Anhalt","Ostdeutschland","73","0.114480455133645","0.0878470516751173","0.141113858592172"
"Ja, jede Woche","2013","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2013","Thueringen","Ostdeutschland","77","0.100567470095841","0.0761541485337673","0.124980791657915"
"Ja, alle 2 Wochen","2013","Schleswig-Holstein","Westdeutschland","106","","",""
"Ja, alle 2 Wochen","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Hamburg","Westdeutschland","37","0.129802037902839","0.0875454193949229","0.172058656410755"
"Ja, alle 2 Wochen","2013","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Niedersachsen","Westdeutschland","258","","",""
"Ja, alle 2 Wochen","2013","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Bremen","Westdeutschland","13","","",""
"Ja, alle 2 Wochen","2013","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Nordrhein-Westfalen","Westdeutschland","457","0.134272338791539","0.122213871584811","0.146330805998267"
"Ja, alle 2 Wochen","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Hessen","Westdeutschland","169","","",""
"Ja, alle 2 Wochen","2013","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Rheinland-Pfalz,Saarland","Westdeutschland","126","","",""
"Ja, alle 2 Wochen","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Baden-Wuerttemberg","Westdeutschland","250","","",""
"Ja, alle 2 Wochen","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Bayern","Westdeutschland","355","0.135574506533209","0.122352046171236","0.148796966895182"
"Ja, alle 2 Wochen","2013","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Berlin","Westdeutschland","56","0.171564515977054","0.129597284041467","0.21353174791264"
"Ja, alle 2 Wochen","2013","Berlin","Ostdeutschland","34","0.18113775968251","0.13476797570033","0.22750754366469"
"Ja, alle 2 Wochen","2013","Brandenburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Brandenburg","Ostdeutschland","108","","",""
"Ja, alle 2 Wochen","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Mecklenburg-Vorpommern","Ostdeutschland","64","0.1928991079197","0.150262841695283","0.235535374144116"
"Ja, alle 2 Wochen","2013","Sachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Sachsen","Ostdeutschland","190","","",""
"Ja, alle 2 Wochen","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Sachsen-Anhalt","Ostdeutschland","90","0.171426716545226","0.139900878865908","0.202952554224544"
"Ja, alle 2 Wochen","2013","Thueringen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2013","Thueringen","Ostdeutschland","98","0.212427386424667","0.17922537692271","0.245629395926624"
"Ja, alle 3-4 Wochen","2013","Schleswig-Holstein","Westdeutschland","40","0.0558832250815276","0.036545648985244","0.0752208011778112"
"Ja, alle 3-4 Wochen","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Hamburg","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2013","Hamburg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Niedersachsen","Westdeutschland","119","","",""
"Ja, alle 3-4 Wochen","2013","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Bremen","Westdeutschland","10","","",""
"Ja, alle 3-4 Wochen","2013","Bremen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Nordrhein-Westfalen","Westdeutschland","238","","",""
"Ja, alle 3-4 Wochen","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Hessen","Westdeutschland","95","0.104799933783658","0.086781080107259","0.122818787460057"
"Ja, alle 3-4 Wochen","2013","Hessen","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Rheinland-Pfalz,Saarland","Westdeutschland","84","0.0991542847329813","0.0790860466245576","0.119222522841405"
"Ja, alle 3-4 Wochen","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Baden-Wuerttemberg","Westdeutschland","181","","",""
"Ja, alle 3-4 Wochen","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Bayern","Westdeutschland","211","","",""
"Ja, alle 3-4 Wochen","2013","Bayern","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Saarland","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Saarland","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Berlin","Westdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2013","Berlin","Ostdeutschland","26","","",""
"Ja, alle 3-4 Wochen","2013","Brandenburg","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Brandenburg","Ostdeutschland","47","0.0746505916604264","0.0526050246888885","0.0966961586319644"
"Ja, alle 3-4 Wochen","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Mecklenburg-Vorpommern","Ostdeutschland","30","0.0998838107116595","0.0674836637594939","0.132283957663825"
"Ja, alle 3-4 Wochen","2013","Sachsen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Sachsen","Ostdeutschland","102","","",""
"Ja, alle 3-4 Wochen","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Sachsen-Anhalt","Ostdeutschland","56","0.0844841665055808","0.0612202671393876","0.107748065871774"
"Ja, alle 3-4 Wochen","2013","Thueringen","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2013","Thueringen","Ostdeutschland","73","0.121887727431051","0.095331350330146","0.148444104531956"
"Seltener","2013","Schleswig-Holstein","Westdeutschland","108","","",""
"Seltener","2013","Schleswig-Holstein","Ostdeutschland","","","",""
"Seltener","2013","Hamburg","Westdeutschland","58","0.270738111198677","0.214870331677469","0.326605890719886"
"Seltener","2013","Hamburg","Ostdeutschland","","","",""
"Seltener","2013","Niedersachsen","Westdeutschland","348","0.24121713658674","0.219264672213469","0.26316960096001"
"Seltener","2013","Niedersachsen","Ostdeutschland","","","",""
"Seltener","2013","Bremen","Westdeutschland","29","","",""
"Seltener","2013","Bremen","Ostdeutschland","","","",""
"Seltener","2013","Nordrhein-Westfalen","Westdeutschland","724","0.263644024373601","0.248060666058883","0.279227382688319"
"Seltener","2013","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Seltener","2013","Hessen","Westdeutschland","298","","",""
"Seltener","2013","Hessen","Ostdeutschland","","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","Westdeutschland","191","","",""
"Seltener","2013","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Seltener","2013","Baden-Wuerttemberg","Westdeutschland","451","0.246398099561802","0.227227972442447","0.265568226681157"
"Seltener","2013","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Seltener","2013","Bayern","Westdeutschland","557","0.213484738485484","0.197657816258068","0.229311660712899"
"Seltener","2013","Bayern","Ostdeutschland","","","",""
"Seltener","2013","Saarland","Westdeutschland","","","",""
"Seltener","2013","Saarland","Ostdeutschland","","","",""
"Seltener","2013","Berlin","Westdeutschland","77","0.243487077706823","0.195710682540355","0.29126347287329"
"Seltener","2013","Berlin","Ostdeutschland","72","0.239999398903575","0.18857879191304","0.29142000589411"
"Seltener","2013","Brandenburg","Westdeutschland","","","",""
"Seltener","2013","Brandenburg","Ostdeutschland","138","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Seltener","2013","Mecklenburg-Vorpommern","Ostdeutschland","77","0.229112837946038","0.183700876438115","0.274524799453962"
"Seltener","2013","Sachsen","Westdeutschland","","","",""
"Seltener","2013","Sachsen","Ostdeutschland","267","","",""
"Seltener","2013","Sachsen-Anhalt","Westdeutschland","","","",""
"Seltener","2013","Sachsen-Anhalt","Ostdeutschland","133","","",""
"Seltener","2013","Thueringen","Westdeutschland","","","",""
"Seltener","2013","Thueringen","Ostdeutschland","132","","",""
"Nein, nie","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Nein, nie","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Nein, nie","2014","Hamburg","Westdeutschland","","","",""
"Nein, nie","2014","Hamburg","Ostdeutschland","","","",""
"Nein, nie","2014","Niedersachsen","Westdeutschland","","","",""
"Nein, nie","2014","Niedersachsen","Ostdeutschland","","","",""
"Nein, nie","2014","Bremen","Westdeutschland","","","",""
"Nein, nie","2014","Bremen","Ostdeutschland","","","",""
"Nein, nie","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Nein, nie","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Nein, nie","2014","Hessen","Westdeutschland","","","",""
"Nein, nie","2014","Hessen","Ostdeutschland","","","",""
"Nein, nie","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Nein, nie","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Nein, nie","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Nein, nie","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Nein, nie","2014","Bayern","Westdeutschland","","","",""
"Nein, nie","2014","Bayern","Ostdeutschland","","","",""
"Nein, nie","2014","Saarland","Westdeutschland","","","",""
"Nein, nie","2014","Saarland","Ostdeutschland","","","",""
"Nein, nie","2014","Berlin","Westdeutschland","","","",""
"Nein, nie","2014","Berlin","Ostdeutschland","","","",""
"Nein, nie","2014","Brandenburg","Westdeutschland","","","",""
"Nein, nie","2014","Brandenburg","Ostdeutschland","","","",""
"Nein, nie","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Nein, nie","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Nein, nie","2014","Sachsen","Westdeutschland","","","",""
"Nein, nie","2014","Sachsen","Ostdeutschland","","","",""
"Nein, nie","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Nein, nie","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Nein, nie","2014","Thueringen","Westdeutschland","","","",""
"Nein, nie","2014","Thueringen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, jede Woche","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Hamburg","Westdeutschland","","","",""
"Ja, jede Woche","2014","Hamburg","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Niedersachsen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Niedersachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Bremen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Bremen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Hessen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Hessen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, jede Woche","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Bayern","Westdeutschland","","","",""
"Ja, jede Woche","2014","Bayern","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Saarland","Westdeutschland","","","",""
"Ja, jede Woche","2014","Saarland","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Berlin","Westdeutschland","","","",""
"Ja, jede Woche","2014","Berlin","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Brandenburg","Westdeutschland","","","",""
"Ja, jede Woche","2014","Brandenburg","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Ja, jede Woche","2014","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Sachsen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Sachsen","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Sachsen-Anhalt","Westdeutschland","","","",""
"Ja, jede Woche","2014","Sachsen-Anhalt","Ostdeutschland","","","",""
"Ja, jede Woche","2014","Thueringen","Westdeutschland","","","",""
"Ja, jede Woche","2014","Thueringen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Schleswig-Holstein","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Schleswig-Holstein","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hamburg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hamburg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Niedersachsen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Niedersachsen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Bremen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Bremen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Nordrhein-Westfalen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hessen","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Hessen","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Baden-Wuerttemberg","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Bayern","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Bayern","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2014","Saarland","Westdeutschland","","","",""
