year,age_gr,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1994,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,112,12008,1.0,1.0
1994,30-45 y.,First Stage of Tertiary Education,At least once per week,0.10277233967366449,32,12008,0.10229733612334392,0.10324734322398506
1994,30-45 y.,First Stage of Tertiary Education,Seldom,0.19648148435953416,47,12008,0.1958599485340316,0.19710302018503673
1994,30-45 y.,First Stage of Tertiary Education,Never,0.7007461759668013,201,12008,0.7000298550554537,0.701462496878149
1994,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.0701159238659127,56,12008,0.06985750229759184,0.07037434543423356
1994,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.07975431616788164,72,12008,0.07948013664616393,0.08002849568959935
1994,30-45 y.,Second Stage of Tertiary Education,Seldom,0.18026813392708171,149,12008,0.17987908751659418,0.18065718033756925
1994,30-45 y.,Second Stage of Tertiary Education,Never,0.669861626039124,532,12008,0.669385692209561,0.670337559868687
1994,46-65 y.,Primary Level,Never,1.0,234,12008,1.0,1.0
1994,46-65 y.,Lower Secondary Level,At least once per week,0.04698226029431198,32,12008,0.04678264204519891,0.04718187854342505
1994,46-65 y.,Lower Secondary Level,At least once per month,0.042542923620708724,31,12008,0.042352528366508164,0.04273331887490928
1994,46-65 y.,Lower Secondary Level,Seldom,0.09152380453426681,73,12008,0.09125178092113603,0.09179582814739759
1994,46-65 y.,Lower Secondary Level,Never,0.8189510115507124,662,12008,0.8185877580490524,0.8193142650523724
1994,46-65 y.,Upper Secondary Level,At least once per week,0.08828535637438038,141,12008,0.08811839148309554,0.08845232126566523
1994,46-65 y.,Upper Secondary Level,At least once per month,0.07757579290346536,136,12008,0.07741836568792079,0.07773322011900993
1994,46-65 y.,Upper Secondary Level,Seldom,0.10496160896834933,192,12008,0.10478122936468398,0.10514198857201468
1994,46-65 y.,Upper Secondary Level,Never,0.7291772417538048,1456,12008,0.7289157183934942,0.7294387651141154
1994,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,34,12008,1.0,1.0
1994,46-65 y.,First Stage of Tertiary Education,Seldom,0.1747162151043523,38,12008,0.17404615833713405,0.17538627187157058
1994,46-65 y.,First Stage of Tertiary Education,Never,0.8252837848956478,157,12008,0.8246137281284296,0.825953841662866
1994,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.10088295758162462,49,12008,0.10053219240804183,0.10123372275520741
1994,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.11638755798951755,70,12008,0.11601406398174448,0.11676105199729063
1994,46-65 y.,Second Stage of Tertiary Education,Seldom,0.17618740004410602,89,12008,0.17574368813245797,0.17663111195575407
1994,46-65 y.,Second Stage of Tertiary Education,Never,0.6065420843847518,334,12008,0.6059731278859964,0.6071110408835071
1994,66 and older,Lower Secondary Level,Never,1.0,411,12008,1.0,1.0
1994,66 and older,Upper Secondary Level,At least once per week,0.05045903122858498,38,12008,0.050284520344518954,0.050633542112651
1994,66 and older,Upper Secondary Level,At least once per month,0.07442985509317539,49,12008,0.07422060075693657,0.07463910942941421
1994,66 and older,Upper Secondary Level,Seldom,0.0624295075248595,48,12008,0.062236624889743374,0.06262239015997563
1994,66 and older,Upper Secondary Level,Never,0.8126816061533801,595,12008,0.8123705443835975,0.8129926679231628
1994,66 and older,First Stage of Tertiary Education,Never,1.0,69,12008,1.0,1.0
1994,66 and older,Second Stage of Tertiary Education,Never,1.0,88,12008,1.0,1.0
1995,17-29 y.,Pre-primary Level,At least once per week,0.14016767373523592,32,12415,0.13948734072513724,0.1408480067453346
1995,17-29 y.,Pre-primary Level,Never,0.8598323262647641,226,12415,0.8591519932546654,0.8605126592748629
1995,17-29 y.,Primary Level,Never,1.0,72,12415,1.0,1.0
1995,17-29 y.,Lower Secondary Level,Seldom,0.08079752282745066,42,12415,0.08044658654441049,0.08114845911049083
1995,17-29 y.,Lower Secondary Level,Never,0.9192024771725493,654,12415,0.9188515408895092,0.9195534134555895
1995,17-29 y.,Upper Secondary Level,At least once per week,0.07701976242887303,106,12415,0.07681358343916207,0.07722594141858398
1995,17-29 y.,Upper Secondary Level,At least once per month,0.047042257211408034,67,12415,0.046878527303939814,0.047205987118876254
1995,17-29 y.,Upper Secondary Level,Seldom,0.10410686742856837,150,12415,0.10387070276736841,0.10434303208976832
1995,17-29 y.,Upper Secondary Level,Never,0.7718311129311507,1283,12415,0.7715065966642257,0.7721556291980757
1995,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,133,12415,1.0,1.0
1995,17-29 y.,First Stage of Tertiary Education,Never,1.0,79,12415,1.0,1.0
1995,17-29 y.,Second Stage of Tertiary Education,Never,1.0,136,12415,1.0,1.0
1995,30-45 y.,Primary Level,Never,1.0,133,12415,1.0,1.0
1995,30-45 y.,Lower Secondary Level,Seldom,0.08836465585577911,33,12415,0.08792951053258705,0.08879980117897118
1995,30-45 y.,Lower Secondary Level,Never,0.9116353441442209,394,12415,0.9112001988210288,0.912070489467413
1995,30-45 y.,Upper Secondary Level,At least once per week,0.0918122302393966,193,12415,0.09163975911882492,0.09198470135996827
1995,30-45 y.,Upper Secondary Level,At least once per month,0.048777191902671824,113,12415,0.04864853656271669,0.048905847242626956
1995,30-45 y.,Upper Secondary Level,Seldom,0.09031822483785565,192,12415,0.09014702208819853,0.09048942758751277
1995,30-45 y.,Upper Secondary Level,Never,0.769092353020076,1873,12415,0.7688406510026911,0.7693440550374608
1995,30-45 y.,Post-secondary Non-tertiary Level,Never,1.0,165,12415,1.0,1.0
1995,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11583600299048878,41,12415,0.11533006534162031,0.11634194063935725
1995,30-45 y.,First Stage of Tertiary Education,Seldom,0.08593234485944927,31,12415,0.08548927081934957,0.08637541889954897
1995,30-45 y.,First Stage of Tertiary Education,Never,0.798231652150062,222,12415,0.7975971986544201,0.7988661056457038
1995,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.07308538468029205,66,12415,0.07282745547954257,0.07334331388104152
1995,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.07171299565949829,66,12415,0.07145731054418307,0.07196868077481351
1995,30-45 y.,Second Stage of Tertiary Education,Seldom,0.14202299779578048,100,12415,0.14167707232558582,0.14236892326597514
1995,30-45 y.,Second Stage of Tertiary Education,Never,0.7131786218644292,611,12415,0.7127304234704069,0.7136268202584514
1995,46-65 y.,Primary Level,Never,1.0,251,12415,1.0,1.0
1995,46-65 y.,Lower Secondary Level,At least once per week,0.04923186911544166,32,12415,0.04902176492962091,0.04944197330126241
1995,46-65 y.,Lower Secondary Level,At least once per month,0.05940204121799058,40,12415,0.0591724914094077,0.059631591026573456
1995,46-65 y.,Lower Secondary Level,Seldom,0.08400425403252317,64,12415,0.08373487015321926,0.08427363791182707
1995,46-65 y.,Lower Secondary Level,Never,0.8073618356340446,644,12415,0.8069788526238378,0.8077448186442514
1995,46-65 y.,Upper Secondary Level,At least once per week,0.08949430028893608,152,12415,0.08932740708295651,0.08966119349491565
1995,46-65 y.,Upper Secondary Level,At least once per month,0.0656541570960867,128,12415,0.06550935175583134,0.06579896243634206
1995,46-65 y.,Upper Secondary Level,Seldom,0.08989943376538537,163,12415,0.08973220044793706,0.09006666708283367
1995,46-65 y.,Upper Secondary Level,Never,0.7549521088495919,1519,12415,0.7547006396377642,0.7552035780614195
1995,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,50,12415,1.0,1.0
1995,46-65 y.,First Stage of Tertiary Education,At least once per month,0.1567295016174463,35,12415,0.15611559161380525,0.15734341162108736
1995,46-65 y.,First Stage of Tertiary Education,Seldom,0.1452109907976813,33,12415,0.14461604816686768,0.1458059334284949
1995,46-65 y.,First Stage of Tertiary Education,Never,0.6980595075848723,147,12415,0.697284237933815,0.6988347772359297
1995,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.10712882226333073,58,12415,0.10678069344541573,0.10747695108124573
1995,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.08714035885655892,59,12415,0.08682288783927639,0.08745782987384146
1995,46-65 y.,Second Stage of Tertiary Education,Seldom,0.1278185254980023,79,12415,0.1274426943775149,0.12819435661848969
1995,46-65 y.,Second Stage of Tertiary Education,Never,0.677912293382108,383,12415,0.6773863170072193,0.6784382697569967
1995,66 and older,Primary Level,Never,1.0,35,12415,1.0,1.0
1995,66 and older,Lower Secondary Level,Never,1.0,431,12415,1.0,1.0
1995,66 and older,Upper Secondary Level,At least once per week,0.047790627249100284,37,12415,0.04762097065788604,0.047960283840314526
1995,66 and older,Upper Secondary Level,At least once per month,0.058438149283874245,38,12415,0.05825159475390248,0.05862470381384601
1995,66 and older,Upper Secondary Level,Seldom,0.058918303104856844,40,12415,0.058731031503528985,0.0591055747061847
1995,66 and older,Upper Secondary Level,Never,0.8348529203621686,614,12415,0.8345576134721209,0.8351482272522164
1995,66 and older,First Stage of Tertiary Education,Never,1.0,63,12415,1.0,1.0
1995,66 and older,Second Stage of Tertiary Education,Never,1.0,107,12415,1.0,1.0
1996,17-29 y.,Pre-primary Level,Seldom,0.20365255145748262,44,12165,0.20289148573079951,0.20441361718416573
1996,17-29 y.,Pre-primary Level,Never,0.7963474485425174,219,12165,0.7955863828158343,0.7971085142692005
1996,17-29 y.,Primary Level,Never,1.0,62,12165,1.0,1.0
1996,17-29 y.,Lower Secondary Level,Seldom,0.18892894481803293,103,12165,0.18841533231750013,0.18944255731856574
1996,17-29 y.,Lower Secondary Level,Never,0.811071055181967,560,12165,0.8105574426814341,0.8115846676824998
1996,17-29 y.,Upper Secondary Level,At least once per week,0.08131579578361652,103,12165,0.08109779326117697,0.08153379830605606
1996,17-29 y.,Upper Secondary Level,At least once per month,0.06936385233374258,90,12165,0.06916120191893753,0.06956650274854763
1996,17-29 y.,Upper Secondary Level,Seldom,0.1517771345267243,221,12165,0.15149094805642727,0.15206332099702136
1996,17-29 y.,Upper Secondary Level,Never,0.6975432173559166,1075,12165,0.6971768572634346,0.6979095774483987
1996,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.21847358425827504,33,12165,0.2175527359731143,0.21939443254343577
1996,17-29 y.,Post-secondary Non-tertiary Level,Never,0.7815264157417249,111,12165,0.7806055674565642,0.7824472640268856
1996,17-29 y.,First Stage of Tertiary Education,Never,1.0,70,12165,1.0,1.0
1996,17-29 y.,Second Stage of Tertiary Education,Never,1.0,109,12165,1.0,1.0
1996,30-45 y.,Primary Level,Never,1.0,111,12165,1.0,1.0
1996,30-45 y.,Lower Secondary Level,Seldom,0.10211322202359861,43,12165,0.10163273721186888,0.10259370683532834
1996,30-45 y.,Lower Secondary Level,Never,0.8978867779764014,357,12165,0.8974062931646717,0.8983672627881311
1996,30-45 y.,Upper Secondary Level,At least once per week,0.07708814791944092,148,12165,0.07693009220515208,0.07724620363372976
1996,30-45 y.,Upper Secondary Level,At least once per month,0.07641513669973701,169,12165,0.07625771507702493,0.0765725583224491
1996,30-45 y.,Upper Secondary Level,Seldom,0.15310935599181888,347,12165,0.15289597741374022,0.15332273456989753
1996,30-45 y.,Upper Secondary Level,Never,0.6933873593890031,1724,12165,0.6931141351203947,0.6936605836576115
1996,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.21183203004822618,34,12165,0.2110359289950019,0.21262813110145046
1996,30-45 y.,Post-secondary Non-tertiary Level,Never,0.7881679699517739,153,12165,0.7873718688985496,0.7889640710049981
1996,30-45 y.,First Stage of Tertiary Education,At least once per week,0.1352058847344335,51,12165,0.13468115060052607,0.13573061886834095
1996,30-45 y.,First Stage of Tertiary Education,At least once per month,0.08996630804375004,32,12165,0.08952721774598472,0.09040539834151536
1996,30-45 y.,First Stage of Tertiary Education,Seldom,0.19606284082197642,60,12165,0.19545359318579084,0.196672088458162
1996,30-45 y.,First Stage of Tertiary Education,Never,0.57876496639984,188,12165,0.5780072642575863,0.5795226685420937
1996,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.07414608833062662,68,12165,0.07388665735564497,0.07440551930560828
1996,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09404047325307917,81,12165,0.09375145965689188,0.09432948684926645
1996,30-45 y.,Second Stage of Tertiary Education,Seldom,0.1932706459065624,155,12165,0.19287966697840606,0.19366162483471874
1996,30-45 y.,Second Stage of Tertiary Education,Never,0.6385427925097318,545,12165,0.6380670960482056,0.639018488971258
1996,46-65 y.,Primary Level,Never,1.0,216,12165,1.0,1.0
1996,46-65 y.,Lower Secondary Level,At least once per month,0.04957327318695443,31,12165,0.04935410181438837,0.0497924445595205
1996,46-65 y.,Lower Secondary Level,Seldom,0.13894252803475093,98,12165,0.13859327967290744,0.13929177639659443
1996,46-65 y.,Lower Secondary Level,Never,0.8114841987782946,593,12165,0.8110892737821908,0.8118791237743984
1996,46-65 y.,Upper Secondary Level,At least once per week,0.08556930745989585,153,12165,0.08540802683018842,0.0857305880896033
1996,46-65 y.,Upper Secondary Level,At least once per month,0.08343873375369101,149,12165,0.0832792882022014,0.08359817930518063
1996,46-65 y.,Upper Secondary Level,Seldom,0.1529286686667654,268,12165,0.15272115235010572,0.1531361849834251
1996,46-65 y.,Upper Secondary Level,Never,0.6780632901196477,1383,12165,0.677793908368624,0.6783326718706715
1996,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,45,12165,1.0,1.0
1996,46-65 y.,First Stage of Tertiary Education,At least once per month,0.15785793977169876,33,12165,0.15724371077226537,0.15847216877113215
1996,46-65 y.,First Stage of Tertiary Education,Seldom,0.24051621628276354,49,12165,0.23979621071208124,0.24123622185344584
1996,46-65 y.,First Stage of Tertiary Education,Never,0.6016258439455379,128,12165,0.6008011111919794,0.6024505766990963
1996,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.11124434827415196,63,12165,0.11089717836351048,0.11159151818479343
1996,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.11721220342800481,70,12165,0.11685704143249706,0.11756736542351257
1996,46-65 y.,Second Stage of Tertiary Education,Seldom,0.20327152602368548,111,12165,0.2028271963119218,0.20371585573544915
1996,46-65 y.,Second Stage of Tertiary Education,Never,0.5682719222741577,352,12165,0.5677250383488273,0.5688188061994881
1996,66 and older,Primary Level,Never,1.0,39,12165,1.0,1.0
1996,66 and older,Lower Secondary Level,Never,1.0,398,12165,1.0,1.0
1996,66 and older,Upper Secondary Level,At least once per week,0.057609431534450264,38,12165,0.05742725597519287,0.05779160709370766
1996,66 and older,Upper Secondary Level,At least once per month,0.05199501814461802,36,12165,0.05182143241153792,0.05216860387769812
1996,66 and older,Upper Secondary Level,Seldom,0.06590406200046789,48,12165,0.06571007184800211,0.06609805215293367
1996,66 and older,Upper Secondary Level,Never,0.8244914883204638,636,12165,0.8241940684151731,0.8247889082257546
1996,66 and older,First Stage of Tertiary Education,Never,1.0,63,12165,1.0,1.0
1996,66 and older,Second Stage of Tertiary Education,Never,1.0,99,12165,1.0,1.0
1997,17-29 y.,Pre-primary Level,Seldom,0.19146986208861283,39,11952,0.1907280769645049,0.19221164721272077
1997,17-29 y.,Pre-primary Level,Never,0.8085301379113872,238,11952,0.8077883527872792,0.8092719230354951
1997,17-29 y.,Primary Level,Never,1.0,51,11952,1.0,1.0
1997,17-29 y.,Lower Secondary Level,At least once per week,0.07678909253348223,41,11952,0.07645080417738934,0.07712738088957513
1997,17-29 y.,Lower Secondary Level,Seldom,0.167875576917148,95,11952,0.16740070694097636,0.16835044689331963
1997,17-29 y.,Lower Secondary Level,Never,0.7553353305493697,539,11952,0.7547891423055898,0.7558815187931497
1997,17-29 y.,Upper Secondary Level,At least once per week,0.07090382909752993,87,11952,0.07069252576405888,0.07111513243100098
1997,17-29 y.,Upper Secondary Level,At least once per month,0.060600656048395964,74,11952,0.06040422734147011,0.06079708475532182
1997,17-29 y.,Upper Secondary Level,Seldom,0.15515657955603254,192,11952,0.15485851222408695,0.15545464688797814
1997,17-29 y.,Upper Secondary Level,Never,0.7133389352980415,1019,11952,0.7129666520554439,0.7137112185406391
1997,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,108,11952,1.0,1.0
1997,17-29 y.,First Stage of Tertiary Education,Never,1.0,64,11952,1.0,1.0
1997,17-29 y.,Second Stage of Tertiary Education,Never,1.0,107,11952,1.0,1.0
1997,30-45 y.,Primary Level,Never,1.0,107,11952,1.0,1.0
1997,30-45 y.,Lower Secondary Level,Seldom,0.14473729184430098,54,11952,0.14418318797684337,0.1452913957117586
1997,30-45 y.,Lower Secondary Level,Never,0.8552627081556992,350,11952,0.8547086042882416,0.8558168120231567
1997,30-45 y.,Upper Secondary Level,At least once per week,0.0808277862173768,159,11952,0.08066694961015093,0.08098862282460266
1997,30-45 y.,Upper Secondary Level,At least once per month,0.07117452077722018,152,11952,0.07102280335555074,0.07132623819888963
1997,30-45 y.,Upper Secondary Level,Seldom,0.138959934467658,299,11952,0.1387558252594199,0.1391640436758961
1997,30-45 y.,Upper Secondary Level,Never,0.7090377585377451,1733,11952,0.7087697435283505,0.7093057735471396
1997,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.15507384421593812,33,11952,0.1543711681181094,0.15577652031376685
1997,30-45 y.,Post-secondary Non-tertiary Level,Never,0.8449261557840619,153,11952,0.8442234796862332,0.8456288318818906
1997,30-45 y.,First Stage of Tertiary Education,At least once per week,0.12633650295456506,45,11952,0.12583733945850295,0.12683566645062716
1997,30-45 y.,First Stage of Tertiary Education,At least once per month,0.1158325193989052,37,11952,0.11535169243191598,0.11631334636589441
1997,30-45 y.,First Stage of Tertiary Education,Seldom,0.12343168329043816,53,11952,0.12293747217699587,0.12392589440388045
1997,30-45 y.,First Stage of Tertiary Education,Never,0.6343992943560914,195,11952,0.633675706690646,0.6351228820215369
1997,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08773993911461266,68,11952,0.08745942049118398,0.08802045773804133
1997,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.10090620118522704,85,11952,0.10060754938751637,0.10120485298293772
1997,30-45 y.,Second Stage of Tertiary Education,Seldom,0.18252138963371162,150,11952,0.18213838962295317,0.18290438964447006
1997,30-45 y.,Second Stage of Tertiary Education,Never,0.6288324700664486,528,11952,0.6283534472812832,0.629311492851614
1997,46-65 y.,Primary Level,Never,1.0,205,11952,1.0,1.0
1997,46-65 y.,Lower Secondary Level,At least once per month,0.05302985688072262,31,11952,0.05279935887126692,0.05326035489017832
1997,46-65 y.,Lower Secondary Level,Seldom,0.12230295142819089,84,11952,0.12196595166452548,0.1226399511918563
1997,46-65 y.,Lower Secondary Level,Never,0.8246671916910865,568,11952,0.8242760719276854,0.8250583114544876
1997,46-65 y.,Upper Secondary Level,At least once per week,0.09360483520707802,170,11952,0.09343819395592186,0.09377147645823418
1997,46-65 y.,Upper Secondary Level,At least once per month,0.07567425520663902,133,11952,0.07552294745132879,0.07582556296194926
1997,46-65 y.,Upper Secondary Level,Seldom,0.12032749207486423,211,11952,0.12014136158159362,0.12051362256813485
1997,46-65 y.,Upper Secondary Level,Never,0.7103934175114188,1428,11952,0.7101339229472416,0.710652912075596
1997,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,41,11952,1.0,1.0
1997,46-65 y.,First Stage of Tertiary Education,At least once per week,0.1234505618997116,32,11952,0.12292012663928004,0.12398099716014316
1997,46-65 y.,First Stage of Tertiary Education,At least once per month,0.10341041648376596,31,11952,0.10291942197998401,0.10390141098754792
1997,46-65 y.,First Stage of Tertiary Education,Seldom,0.16042557197491594,38,11952,0.1598337868536904,0.16101735709614148
1997,46-65 y.,First Stage of Tertiary Education,Never,0.6127134496416063,137,11952,0.6119279562115796,0.6134989430716331
1997,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.11020745335063784,65,11952,0.10986517896158852,0.11054972773968715
1997,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.12806178280936717,80,11952,0.12769654379081624,0.1284270218279181
1997,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16838942861855405,96,11952,0.1679804110609667,0.1687984461761414
1997,46-65 y.,Second Stage of Tertiary Education,Never,0.5933413352214408,376,11952,0.5928044371349248,0.5938782333079569
1997,66 and older,Primary Level,Never,1.0,44,11952,1.0,1.0
1997,66 and older,Lower Secondary Level,Never,1.0,396,11952,1.0,1.0
1997,66 and older,Upper Secondary Level,At least once per week,0.051668144659613016,38,11952,0.051495127204487214,0.05184116211473882
1997,66 and older,Upper Secondary Level,At least once per month,0.0703616743186154,46,11952,0.07016176943249337,0.07056157920473742
1997,66 and older,Upper Secondary Level,Seldom,0.05888651281491139,50,11952,0.058702508827729996,0.059070516802092785
1997,66 and older,Upper Secondary Level,Never,0.8190836682068603,638,11952,0.8187827826530086,0.819384553760712
1997,66 and older,First Stage of Tertiary Education,Never,1.0,59,11952,1.0,1.0
1997,66 and older,Second Stage of Tertiary Education,Never,1.0,100,11952,1.0,1.0
1998,17-29 y.,Pre-primary Level,At least once per week,0.11708563831389804,31,12981,0.11647262753550236,0.11769864909229372
1998,17-29 y.,Pre-primary Level,Never,0.8829143616861019,258,12981,0.8823013509077062,0.8835273724644976
1998,17-29 y.,Primary Level,Never,1.0,49,12981,1.0,1.0
1998,17-29 y.,Lower Secondary Level,At least once per week,0.07727534576711309,50,12981,0.07694173446248788,0.0776089570717383
1998,17-29 y.,Lower Secondary Level,Seldom,0.08923655040576095,65,12981,0.08888037953243416,0.08959272127908774
1998,17-29 y.,Lower Secondary Level,Never,0.8334881038271259,599,12981,0.8330226714899857,0.8339535361642662
1998,17-29 y.,Upper Secondary Level,At least once per week,0.0717114223847643,97,12981,0.07149763153954398,0.07192521322998462
1998,17-29 y.,Upper Secondary Level,At least once per month,0.0571120167605076,72,12981,0.056919730952648365,0.05730430256836684
1998,17-29 y.,Upper Secondary Level,Seldom,0.10061720406763613,137,12981,0.10036793875727056,0.10086646937800171
1998,17-29 y.,Upper Secondary Level,Never,0.7705593567870919,1110,12981,0.7702109459479648,0.7709077676262189
1998,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,117,12981,1.0,1.0
1998,17-29 y.,First Stage of Tertiary Education,Never,1.0,81,12981,1.0,1.0
1998,17-29 y.,Second Stage of Tertiary Education,Never,1.0,112,12981,1.0,1.0
1998,30-45 y.,Primary Level,Never,1.0,108,12981,1.0,1.0
1998,30-45 y.,Lower Secondary Level,Never,1.0,401,12981,1.0,1.0
1998,30-45 y.,Upper Secondary Level,At least once per week,0.0739363460109594,173,12981,0.07377786210539128,0.07409482991652752
1998,30-45 y.,Upper Secondary Level,At least once per month,0.07073985708778775,174,12981,0.07058456958796978,0.07089514458760572
1998,30-45 y.,Upper Secondary Level,Seldom,0.11020302847961945,260,12981,0.1100133675041159,0.110392689455123
1998,30-45 y.,Upper Secondary Level,Never,0.7451207684216336,1920,12981,0.7448568216755607,0.7453847151677064
1998,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.18136844679800646,32,12981,0.1806336996093918,0.18210319398662111
1998,30-45 y.,Post-secondary Non-tertiary Level,Never,0.8186315532019935,176,12981,0.8178968060133789,0.8193663003906082
1998,30-45 y.,First Stage of Tertiary Education,At least once per week,0.11096851812236322,46,12981,0.11048177726272042,0.11145525898200602
1998,30-45 y.,First Stage of Tertiary Education,At least once per month,0.11060493944521835,40,12981,0.11011889726625552,0.11109098162418117
1998,30-45 y.,First Stage of Tertiary Education,Seldom,0.10800110199452419,41,12981,0.1075201124968025,0.10848209149224587
1998,30-45 y.,First Stage of Tertiary Education,Never,0.6704254404378942,231,12981,0.6696970043981441,0.6711538764776444
1998,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.08377050519112915,75,12981,0.08349628899066765,0.08404472139159065
1998,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09395579678449499,92,12981,0.09366700695748771,0.09424458661150227
1998,30-45 y.,Second Stage of Tertiary Education,Seldom,0.1449841005776295,121,12981,0.14463560867438635,0.14533259248087266
1998,30-45 y.,Second Stage of Tertiary Education,Never,0.6772895974467464,636,12981,0.6768268552619253,0.6777523396315676
1998,46-65 y.,Primary Level,Never,1.0,211,12981,1.0,1.0
1998,46-65 y.,Lower Secondary Level,At least once per month,0.04958709003970204,38,12981,0.049354398317934964,0.04981978176146912
1998,46-65 y.,Lower Secondary Level,Seldom,0.09637717808804425,62,12981,0.09606086209054664,0.09669349408554186
1998,46-65 y.,Lower Secondary Level,Never,0.8540357318722538,624,12981,0.8536572877574399,0.8544141759870677
1998,46-65 y.,Upper Secondary Level,At least once per week,0.10005474240354596,211,12981,0.09988030410306631,0.10022918070402562
1998,46-65 y.,Upper Secondary Level,At least once per month,0.07829531587621424,160,12981,0.07813915265852624,0.07845147909390225
1998,46-65 y.,Upper Secondary Level,Seldom,0.10610043750792814,198,12981,0.10592141076478787,0.1062794642510684
1998,46-65 y.,Upper Secondary Level,Never,0.7155495042123116,1603,12981,0.7152872405319353,0.7158117678926879
1998,46-65 y.,Post-secondary Non-tertiary Level,Never,1.0,52,12981,1.0,1.0
1998,46-65 y.,First Stage of Tertiary Education,At least once per week,0.10737908038389499,32,12981,0.10686525141286057,0.1078929093549294
1998,46-65 y.,First Stage of Tertiary Education,At least once per month,0.12265975497926278,37,12981,0.12211530211239831,0.12320420784612725
1998,46-65 y.,First Stage of Tertiary Education,Seldom,0.15437898112521173,38,12981,0.15377931821709448,0.15497864403332898
1998,46-65 y.,First Stage of Tertiary Education,Never,0.6155821835116305,158,12981,0.61477481837593,0.6163895486473311
1998,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.1126795521458405,71,12981,0.11233974973297815,0.11301935455870284
1998,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.10816344711260674,76,12981,0.1078296776869542,0.10849721653825928
1998,46-65 y.,Second Stage of Tertiary Education,Seldom,0.16156540242673145,118,12981,0.16116987879553138,0.16196092605793153
1998,46-65 y.,Second Stage of Tertiary Education,Never,0.6175915983148214,434,12981,0.6170693487825225,0.6181138478471202
1998,66 and older,Primary Level,Never,1.0,47,12981,1.0,1.0
1998,66 and older,Lower Secondary Level,Never,1.0,475,12981,1.0,1.0
1998,66 and older,Upper Secondary Level,At least once per week,0.060382960869884914,48,12981,0.06019254034981249,0.06057338138995734
1998,66 and older,Upper Secondary Level,At least once per month,0.06018457438050342,47,12981,0.05999444686021596,0.060374701900790875
1998,66 and older,Upper Secondary Level,Seldom,0.07203962734981753,63,12981,0.07183293159986127,0.07224632309977379
1998,66 and older,Upper Secondary Level,Never,0.8073928373997942,705,12981,0.8070775840096036,0.8077080907899847
1998,66 and older,First Stage of Tertiary Education,Never,1.0,59,12981,1.0,1.0
1998,66 and older,Second Stage of Tertiary Education,Never,1.0,110,12981,1.0,1.0
1999,17-29 y.,Pre-primary Level,At least once per week,0.12769833381634124,34,12761,0.12709487958317958,0.1283017880495029
1999,17-29 y.,Pre-primary Level,Seldom,0.14285938096158582,40,12761,0.14222667956668628,0.14349208235648536
1999,17-29 y.,Pre-primary Level,Never,0.7294422852220729,215,12761,0.7286390480461574,0.7302455223979883
1999,17-29 y.,Primary Level,Never,1.0,38,12761,1.0,1.0
1999,17-29 y.,Lower Secondary Level,At least once per month,0.06264299797963822,39,12761,0.06234160115594433,0.06294439480333211
1999,17-29 y.,Lower Secondary Level,Seldom,0.18112244021663643,103,12761,0.18064342919585116,0.1816014512374217
1999,17-29 y.,Lower Secondary Level,Never,0.7562345618037254,535,12761,0.7557005335729737,0.756768590034477
1999,17-29 y.,Upper Secondary Level,At least once per week,0.08093231889197058,99,12761,0.0807074288698498,0.08115720891409137
1999,17-29 y.,Upper Secondary Level,At least once per month,0.05687198013576975,72,12761,0.05668100802577435,0.05706295224576515
1999,17-29 y.,Upper Secondary Level,Seldom,0.16381828433573034,221,12761,0.16351309667669386,0.16412347199476682
