year,age_gr,pgisced97,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2007,17-29 y.,Lower Secondary Level,At least once per week,0.07366656235300145,54,19647,0.07331485035047744,0.07401827435552547
2007,17-29 y.,Lower Secondary Level,Seldom,0.13293777284453104,66,19647,0.1324806660786033,0.1333948796104588
2007,17-29 y.,Lower Secondary Level,Never,0.7933956648024674,451,19647,0.7928505563158861,0.7939407732890487
2007,17-29 y.,Upper Secondary Level,At least once per week,0.08495213264453677,144,19647,0.08471679970628006,0.08518746558279348
2007,17-29 y.,Upper Secondary Level,At least once per month,0.0600200201948179,105,19647,0.05981953558565601,0.06022050480397979
2007,17-29 y.,Upper Secondary Level,Seldom,0.14515059069863676,210,19647,0.1448532681277194,0.1454479132695541
2007,17-29 y.,Upper Secondary Level,Never,0.7098772564620086,1104,19647,0.7094942058269977,0.7102603070970195
2007,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,190,19647,1.0,1.0
2007,17-29 y.,First Stage of Tertiary Education,Never,1.0,38,19647,1.0,1.0
2007,17-29 y.,Second Stage of Tertiary Education,Seldom,0.26450880654397807,45,19647,0.2633967023000712,0.26562091078788497
2007,17-29 y.,Second Stage of Tertiary Education,Never,0.7354911934560219,128,19647,0.734379089212115,0.7366032976999287
2007,30-45 y.,Primary Level,Never,1.0,48,19647,1.0,1.0
2007,30-45 y.,Lower Secondary Level,Never,1.0,280,19647,1.0,1.0
2007,30-45 y.,Upper Secondary Level,At least once per week,0.1015438754109297,270,19647,0.10135247814630188,0.10173527267555751
2007,30-45 y.,Upper Secondary Level,At least once per month,0.06718003628251205,225,19647,0.0670214084259504,0.0673386641390737
2007,30-45 y.,Upper Secondary Level,Seldom,0.1400179961791603,367,19647,0.13979811045533846,0.14023788190298214
2007,30-45 y.,Upper Secondary Level,Never,0.6912580921273979,1977,19647,0.6909653546481457,0.69155082960665
2007,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10511436789191961,53,19647,0.10467339001503004,0.10555534576880918
2007,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.07689776881277105,44,19647,0.07651469385457929,0.07728084377096281
2007,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.14187170329295704,67,19647,0.141370024207591,0.14237338237832306
2007,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6761161600023523,364,19647,0.6754433269913113,0.6767889930133933
2007,30-45 y.,First Stage of Tertiary Education,At least once per week,0.09639231116449173,52,19647,0.09595834778053193,0.09682627454845154
2007,30-45 y.,First Stage of Tertiary Education,At least once per month,0.13966939223011798,79,19647,0.13915967978173455,0.14017910467850142
2007,30-45 y.,First Stage of Tertiary Education,Seldom,0.17249966512040468,99,19647,0.17194411896196826,0.1730552112788411
2007,30-45 y.,First Stage of Tertiary Education,Never,0.5914386314849857,319,19647,0.5907158193660408,0.5921614436039305
2007,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.09499013272929549,144,19647,0.09471401771106686,0.09526624774752412
2007,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.07996605846884584,141,19647,0.07971062435700646,0.08022149258068523
2007,30-45 y.,Second Stage of Tertiary Education,Seldom,0.17054024439442683,230,19647,0.17018605526748753,0.17089443352136613
2007,30-45 y.,Second Stage of Tertiary Education,Never,0.6545035644074318,860,19647,0.6540557460235575,0.6549513827913062
2007,46-65 y.,Primary Level,Never,1.0,65,19647,1.0,1.0
2007,46-65 y.,Lower Secondary Level,Seldom,0.07450917407968159,34,19647,0.07412309572946707,0.07489525242989611
2007,46-65 y.,Lower Secondary Level,Never,0.9254908259203184,405,19647,0.9251047475701039,0.9258769042705329
2007,46-65 y.,Upper Secondary Level,At least once per week,0.09097941021004266,332,19647,0.09081536726989466,0.09114345315019066
2007,46-65 y.,Upper Secondary Level,At least once per month,0.08593661360899212,316,19647,0.08577674013928972,0.08609648707869451
2007,46-65 y.,Upper Secondary Level,Seldom,0.11635558540612913,425,19647,0.1161726779069111,0.11653849290534715
2007,46-65 y.,Upper Secondary Level,Never,0.7067283907748361,2522,19647,0.7064686976775895,0.7069880838720827
2007,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.1300302999183847,38,19647,0.12926481257618266,0.13079578726058672
2007,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.14246101699595762,32,19647,0.14166551985293718,0.14325651413897805
2007,46-65 y.,Post-secondary Non-tertiary Level,Never,0.7275086830856575,167,19647,0.7264953339704486,0.7285220322008664
2007,46-65 y.,First Stage of Tertiary Education,At least once per week,0.12293833843418665,85,19647,0.12245576084580308,0.12342091602257023
2007,46-65 y.,First Stage of Tertiary Education,At least once per month,0.09996560238288647,70,19647,0.09952478038045905,0.1004064243853139
2007,46-65 y.,First Stage of Tertiary Education,Seldom,0.15351974958004008,97,19647,0.15298996543481846,0.1540495337252617
2007,46-65 y.,First Stage of Tertiary Education,Never,0.6235763096028869,352,19647,0.6228642904217209,0.6242883287840529
2007,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.1348288944073466,279,19647,0.13451219711706627,0.13514559169762694
2007,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.10118505612081129,236,19647,0.10090541876419284,0.10146469347742973
2007,46-65 y.,Second Stage of Tertiary Education,Seldom,0.18576120683608086,369,19647,0.18540058230622508,0.18612183136593663
2007,46-65 y.,Second Stage of Tertiary Education,Never,0.5782248426357613,1073,19647,0.5777669214582712,0.5786827638132515
2007,66 and older,Primary Level,Never,1.0,52,19647,1.0,1.0
2007,66 and older,Lower Secondary Level,At least once per week,0.04781448480312804,37,19647,0.047576688581022555,0.048052281025233526
2007,66 and older,Lower Secondary Level,At least once per month,0.04370778859971478,37,19647,0.043479943784003904,0.04393563341542566
2007,66 and older,Lower Secondary Level,Seldom,0.0644444203184688,51,19647,0.06417077256796752,0.06471806806897007
2007,66 and older,Lower Secondary Level,Never,0.8440333062786884,629,19647,0.8436289537622678,0.8444376587951091
2007,66 and older,Upper Secondary Level,At least once per week,0.06950037944855529,166,19647,0.06932646234877848,0.0696742965483321
2007,66 and older,Upper Secondary Level,At least once per month,0.08445997882202187,191,19647,0.08426980324294266,0.08465015440110109
2007,66 and older,Upper Secondary Level,Seldom,0.08568124355823675,188,19647,0.0854898257709744,0.0858726613454991
2007,66 and older,Upper Secondary Level,Never,0.7603583981711861,1702,19647,0.7600664667261492,0.760650329616223
2007,66 and older,Post-secondary Non-tertiary Level,Never,1.0,89,19647,1.0,1.0
2007,66 and older,First Stage of Tertiary Education,At least once per week,0.11261234417428212,34,19647,0.1120249254984132,0.11319976285015104
2007,66 and older,First Stage of Tertiary Education,At least once per month,0.11864359156201883,32,19647,0.11804270016695322,0.11924448295708444
2007,66 and older,First Stage of Tertiary Education,Seldom,0.13006486053098268,34,19647,0.12943980085049922,0.13068992021146614
2007,66 and older,First Stage of Tertiary Education,Never,0.6386792037327164,199,19647,0.6377865440382887,0.639571863427144
2007,66 and older,Second Stage of Tertiary Education,At least once per week,0.14153587613250032,143,19647,0.14108709743779332,0.14198465482720732
2007,66 and older,Second Stage of Tertiary Education,At least once per month,0.12997990860086686,106,19647,0.12954695571209107,0.13041286148964265
2007,66 and older,Second Stage of Tertiary Education,Seldom,0.0912587027089086,77,19647,0.09088794075269756,0.09162946466511963
2007,66 and older,Second Stage of Tertiary Education,Never,0.6372255125577241,482,19647,0.6366064951911171,0.637844529924331
2008,17-29 y.,Pre-primary Level,At least once per week,0.21873556877414418,66,18430,0.2178969151723677,0.21957422237592067
2008,17-29 y.,Pre-primary Level,Seldom,0.12601510335457541,46,18430,0.12534183663211976,0.12668837007703107
2008,17-29 y.,Pre-primary Level,Never,0.6552493278712804,219,18430,0.6542850998724741,0.6562135558700868
2008,17-29 y.,Lower Secondary Level,At least once per week,0.09669184804130128,50,18430,0.09628752144915671,0.09709617463344584
2008,17-29 y.,Lower Secondary Level,Seldom,0.060007333272177256,35,18430,0.059682407764263604,0.06033225878009091
2008,17-29 y.,Lower Secondary Level,Never,0.8433008186865214,428,18430,0.8428034893996141,0.8437981479734287
2008,17-29 y.,Upper Secondary Level,At least once per week,0.09439539256545357,143,18430,0.0941465494970877,0.09464423563381943
2008,17-29 y.,Upper Secondary Level,At least once per month,0.05075837722464507,74,18430,0.05057155734469499,0.05094519710459514
2008,17-29 y.,Upper Secondary Level,Seldom,0.1146019065899597,155,18430,0.11433079626953807,0.11487301691038132
2008,17-29 y.,Upper Secondary Level,Never,0.7402443236199416,1037,18430,0.7398711156548818,0.7406175315850014
2008,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,162,18430,1.0,1.0
2008,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.09863737090388254,33,18430,0.09797593763119566,0.09929880417656942
2008,17-29 y.,Second Stage of Tertiary Education,Seldom,0.22456014066552824,47,18430,0.2236344712469814,0.22548581008407506
2008,17-29 y.,Second Stage of Tertiary Education,Never,0.6768024884305892,144,18430,0.6757650066054316,0.6778399702557468
2008,30-45 y.,Primary Level,Never,1.0,43,18430,1.0,1.0
2008,30-45 y.,Lower Secondary Level,Never,1.0,271,18430,1.0,1.0
2008,30-45 y.,Upper Secondary Level,At least once per week,0.09926672646604165,247,18430,0.09907605778846686,0.09945739514361644
2008,30-45 y.,Upper Secondary Level,At least once per month,0.06850851032004382,190,18430,0.06834743050991834,0.0686695901301693
2008,30-45 y.,Upper Secondary Level,Seldom,0.09801730285721154,284,18430,0.09782770654820278,0.0982068991662203
2008,30-45 y.,Upper Secondary Level,Never,0.7342074603567029,1882,18430,0.7339257776461334,0.7344891430672724
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.0870328972315714,43,18430,0.08662084463091661,0.08744494983222618
2008,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.09996865475651986,46,18430,0.0995301804841531,0.10040712902888663
2008,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.12987523649728394,58,18430,0.12938383405033385,0.13036663894423403
2008,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6831232115146249,329,18430,0.6824431031601874,0.6838033198690623
2008,30-45 y.,First Stage of Tertiary Education,At least once per week,0.08849241497801978,51,18430,0.08806302532728302,0.08892180462875654
2008,30-45 y.,First Stage of Tertiary Education,At least once per month,0.10033748046565479,51,18430,0.09988323582158694,0.10079172510972263
2008,30-45 y.,First Stage of Tertiary Education,Seldom,0.13922135467171287,73,18430,0.13869797472890397,0.13974473461452178
2008,30-45 y.,First Stage of Tertiary Education,Never,0.6719487498846126,303,18430,0.6712389150154795,0.6726585847537457
2008,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.09254407553324628,129,18430,0.09227007632011797,0.0928180747463746
2008,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09735908057264286,123,18430,0.09707879033263757,0.09763937081264816
2008,30-45 y.,Second Stage of Tertiary Education,Seldom,0.1475532846945795,187,18430,0.1472179563256672,0.14788861306349183
2008,30-45 y.,Second Stage of Tertiary Education,Never,0.6625435591995313,794,18430,0.662096486331942,0.6629906320671207
2008,46-65 y.,Primary Level,Never,1.0,57,18430,1.0,1.0
2008,46-65 y.,Lower Secondary Level,Never,1.0,371,18430,1.0,1.0
2008,46-65 y.,Upper Secondary Level,At least once per week,0.08902775988361188,326,18430,0.08886843052011469,0.08918708924710907
2008,46-65 y.,Upper Secondary Level,At least once per month,0.07561576888893001,288,18430,0.07546785363029389,0.07576368414756614
2008,46-65 y.,Upper Secondary Level,Seldom,0.09339916020585214,351,18430,0.0932363580802293,0.09356196233147497
2008,46-65 y.,Upper Secondary Level,Never,0.741957311021606,2492,18430,0.7417125085684603,0.7422021134747517
2008,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.1340602036626703,35,18430,0.13331497264449638,0.13480543468084422
2008,46-65 y.,Post-secondary Non-tertiary Level,Never,0.8659397963373296,190,18430,0.8651945653191557,0.8666850273555036
2008,46-65 y.,First Stage of Tertiary Education,At least once per week,0.1408231615515649,85,18430,0.14031834368460314,0.14132797941852668
2008,46-65 y.,First Stage of Tertiary Education,At least once per month,0.09528882946922419,66,18430,0.09486270903171634,0.09571494990673204
2008,46-65 y.,First Stage of Tertiary Education,Seldom,0.12993024190602057,66,18430,0.12944227704136382,0.1304182067706773
2008,46-65 y.,First Stage of Tertiary Education,Never,0.6339577670731903,363,18430,0.6332586463856974,0.6346568877606832
2008,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.13308705701388696,263,18430,0.13277099662934688,0.13340311739842703
2008,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.10247483939158919,215,18430,0.10219264631844639,0.10275703246473199
2008,46-65 y.,Second Stage of Tertiary Education,Seldom,0.15706674505827287,296,18430,0.15672817143150414,0.1574053186850416
2008,46-65 y.,Second Stage of Tertiary Education,Never,0.6073713585362509,1073,18430,0.6069169645733251,0.6078257524991767
2008,66 and older,Primary Level,Never,1.0,40,18430,1.0,1.0
2008,66 and older,Lower Secondary Level,At least once per week,0.05486570651033366,37,18430,0.054603367054336896,0.05512804596633042
2008,66 and older,Lower Secondary Level,Seldom,0.05558113994005367,41,18430,0.05531719556241603,0.05584508431769131
2008,66 and older,Lower Secondary Level,Never,0.8895531535496127,608,18430,0.8891920523121248,0.8899142547871006
2008,66 and older,Upper Secondary Level,At least once per week,0.09024789392361424,186,18430,0.09005459282714959,0.09044119502007889
2008,66 and older,Upper Secondary Level,At least once per month,0.061523092960845675,151,18430,0.06136099217495815,0.0616851937467332
2008,66 and older,Upper Secondary Level,Seldom,0.086467347381783,187,18430,0.08627774562792814,0.08665694913563785
2008,66 and older,Upper Secondary Level,Never,0.761761665733757,1695,18430,0.7614742770762619,0.7620490543912521
2008,66 and older,Post-secondary Non-tertiary Level,Never,1.0,82,18430,1.0,1.0
2008,66 and older,First Stage of Tertiary Education,At least once per month,0.1905106995611365,41,18430,0.1897339632466015,0.1912874358756715
2008,66 and older,First Stage of Tertiary Education,Never,0.8094893004388636,219,18430,0.8087125641243286,0.8102660367533986
2008,66 and older,Second Stage of Tertiary Education,At least once per week,0.13211707489449823,135,18430,0.1317001719818782,0.13253397780711826
2008,66 and older,Second Stage of Tertiary Education,At least once per month,0.10653528111845748,96,18430,0.10615543270713793,0.10691512952977703
2008,66 and older,Second Stage of Tertiary Education,Seldom,0.09173990407175059,86,18430,0.09138451085019005,0.09209529729331113
2008,66 and older,Second Stage of Tertiary Education,Never,0.6696077399152937,546,18430,0.6690286446058555,0.6701868352247318
2009,17-29 y.,Pre-primary Level,At least once per week,0.11823604661938081,48,17146,0.1176160422262261,0.11885605101253552
2009,17-29 y.,Pre-primary Level,At least once per month,0.09246208226982865,32,17146,0.09190584783558896,0.09301831670406834
2009,17-29 y.,Pre-primary Level,Seldom,0.1411986586199991,50,17146,0.14052999870488755,0.14186731853511067
2009,17-29 y.,Pre-primary Level,Never,0.6481032124907914,179,17146,0.6471862039418224,0.6490202210397604
2009,17-29 y.,Lower Secondary Level,At least once per week,0.05941648424050335,34,17146,0.05908513147691931,0.059747837004087395
2009,17-29 y.,Lower Secondary Level,Seldom,0.1547762826013929,67,17146,0.15426931934513988,0.1552832458576459
2009,17-29 y.,Lower Secondary Level,Never,0.7858072331581037,354,17146,0.7852321921037025,0.786382274212505
2009,17-29 y.,Upper Secondary Level,At least once per week,0.09506417115898166,130,17146,0.09480997927666852,0.0953183630412948
2009,17-29 y.,Upper Secondary Level,At least once per month,0.08601841063023331,92,17146,0.08577540922607818,0.08626141203438845
2009,17-29 y.,Upper Secondary Level,Seldom,0.1434054124690409,183,17146,0.14310166351799036,0.14370916142009144
2009,17-29 y.,Upper Secondary Level,Never,0.6755120057417441,848,17146,0.6751062541755297,0.6759177573079584
2009,17-29 y.,Post-secondary Non-tertiary Level,Never,1.0,119,17146,1.0,1.0
2009,17-29 y.,Second Stage of Tertiary Education,Seldom,0.20608261282058965,45,17146,0.20521058187700145,0.20695464376417785
2009,17-29 y.,Second Stage of Tertiary Education,Never,0.7939173871794103,155,17146,0.7930453562358221,0.7947894181229985
2009,30-45 y.,Primary Level,Never,1.0,46,17146,1.0,1.0
2009,30-45 y.,Lower Secondary Level,Never,1.0,218,17146,1.0,1.0
2009,30-45 y.,Upper Secondary Level,At least once per week,0.07791380715424824,195,17146,0.07773970916200673,0.07808790514648975
2009,30-45 y.,Upper Secondary Level,At least once per month,0.0749640820760552,201,17146,0.0747930385259537,0.0751351256261567
2009,30-45 y.,Upper Secondary Level,Seldom,0.15359252419352523,318,17146,0.1533583302959863,0.15382671809106416
2009,30-45 y.,Upper Secondary Level,Never,0.6935295865761713,1602,17146,0.6932301343377213,0.6938290388146212
2009,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10158560520967691,38,17146,0.10112901210635744,0.10204219831299638
2009,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.11536169127955935,42,17146,0.11487886756971995,0.11584451498939875
2009,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.12982287778060309,50,17146,0.12931488872372562,0.13033086683748055
2009,30-45 y.,Post-secondary Non-tertiary Level,Never,0.6532298257301608,306,17146,0.6525104947223394,0.6539491567379822
2009,30-45 y.,First Stage of Tertiary Education,At least once per week,0.10232539570235548,45,17146,0.10186959249851038,0.10278119890620058
2009,30-45 y.,First Stage of Tertiary Education,At least once per month,0.1246313212602219,56,17146,0.1241345742191751,0.1251280683012687
2009,30-45 y.,First Stage of Tertiary Education,Seldom,0.13825932141645594,72,17146,0.13774020866697106,0.13877843416594082
2009,30-45 y.,First Stage of Tertiary Education,Never,0.6347839616209666,258,17146,0.6340598357214952,0.6355080875204381
2009,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.1131943226527348,128,17146,0.11289818608327788,0.11349045922219171
2009,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.08453805196658214,113,17146,0.08427802897368683,0.08479807495947744
2009,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16177753572549217,184,17146,0.16143334097539733,0.162121730475587
2009,30-45 y.,Second Stage of Tertiary Education,Never,0.6404900896551909,718,17146,0.6400415744955027,0.6409386048148792
2009,46-65 y.,Primary Level,Never,1.0,49,17146,1.0,1.0
2009,46-65 y.,Lower Secondary Level,Never,1.0,326,17146,1.0,1.0
2009,46-65 y.,Upper Secondary Level,At least once per week,0.09997420352950799,339,17146,0.09980629483724755,0.10014211222176843
2009,46-65 y.,Upper Secondary Level,At least once per month,0.07279088340508204,266,17146,0.07264546175585852,0.07293630505430555
2009,46-65 y.,Upper Secondary Level,Seldom,0.11157542387242464,364,17146,0.11139918720224942,0.11175166054259986
2009,46-65 y.,Upper Secondary Level,Never,0.7156594891929853,2295,17146,0.7154069816763179,0.7159119967096527
2009,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.11637765576399059,36,17146,0.11571520019207432,0.11704011133590686
2009,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.14740571931397756,31,17146,0.14667337218233595,0.14813806644561917
2009,46-65 y.,Post-secondary Non-tertiary Level,Never,0.7362166249220318,180,17146,0.7353062608060806,0.7371269890379829
2009,46-65 y.,First Stage of Tertiary Education,At least once per week,0.14283595404629285,82,17146,0.1423358576464016,0.14333605044618408
2009,46-65 y.,First Stage of Tertiary Education,At least once per month,0.10293471137608963,73,17146,0.10250040526852056,0.1033690174836587
2009,46-65 y.,First Stage of Tertiary Education,Seldom,0.16816112249487036,72,17146,0.1676265761171204,0.16869566887262033
2009,46-65 y.,First Stage of Tertiary Education,Never,0.5860682120827473,312,17146,0.585364262658759,0.5867721615067356
2009,46-65 y.,Second Stage of Tertiary Education,At least once per week,0.12330784623648088,244,17146,0.12300606330415167,0.12360962916881008
2009,46-65 y.,Second Stage of Tertiary Education,At least once per month,0.1117774601728425,225,17146,0.11148824986236032,0.11206667048332468
2009,46-65 y.,Second Stage of Tertiary Education,Seldom,0.18279946985362508,305,17146,0.18244471565516793,0.18315422405208223
2009,46-65 y.,Second Stage of Tertiary Education,Never,0.5821152237370514,975,17146,0.5816625258038094,0.5825679216702934
2009,66 and older,Primary Level,Never,1.0,38,17146,1.0,1.0
2009,66 and older,Lower Secondary Level,At least once per week,0.04886160740983256,32,17146,0.04860606524407867,0.049117149575586445
2009,66 and older,Lower Secondary Level,Seldom,0.05101861935098236,33,17146,0.050757793858144884,0.05127944484381984
2009,66 and older,Lower Secondary Level,Never,0.900119773239185,559,17146,0.8997643492385575,0.9004751972398125
2009,66 and older,Upper Secondary Level,At least once per week,0.07537658101505033,152,17146,0.07519847559258348,0.07555468643751719
2009,66 and older,Upper Secondary Level,At least once per month,0.06768599231409951,148,17146,0.06751651679028423,0.0678554678379148
2009,66 and older,Upper Secondary Level,Seldom,0.08294229893569563,175,17146,0.08275623472476488,0.08312836314662637
2009,66 and older,Upper Secondary Level,Never,0.7739951277351546,1679,17146,0.7737129618567945,0.7742772936135146
2009,66 and older,Post-secondary Non-tertiary Level,Never,1.0,74,17146,1.0,1.0
2009,66 and older,First Stage of Tertiary Education,At least once per month,0.12375461270424205,35,17146,0.1231495007884048,0.12435972462007931
2009,66 and older,First Stage of Tertiary Education,Seldom,0.15332055375216125,37,17146,0.15265848691729644,0.15398262058702605
2009,66 and older,First Stage of Tertiary Education,Never,0.7229248335435967,213,17146,0.7221024251989336,0.7237472418882598
2009,66 and older,Second Stage of Tertiary Education,At least once per week,0.16031001673071804,147,17146,0.15987052959928252,0.16074950386215356
2009,66 and older,Second Stage of Tertiary Education,At least once per month,0.09116822740826232,93,17146,0.09082342534710344,0.09151302946942119
2009,66 and older,Second Stage of Tertiary Education,Seldom,0.12936751488392367,106,17146,0.12896550530753273,0.12976952446031462
2009,66 and older,Second Stage of Tertiary Education,Never,0.619154240977096,525,17146,0.6185725660621327,0.6197359158920593
2011,17-29 y.,Pre-primary Level,At least once per week,0.11583888564689067,65,27424,0.11517272589799434,0.116505045395787
2011,17-29 y.,Pre-primary Level,At least once per month,0.10986267737721617,50,27424,0.10921174017649204,0.11051361457794029
2011,17-29 y.,Pre-primary Level,Seldom,0.18506784247813682,83,27424,0.18425946965228077,0.18587621530399287
2011,17-29 y.,Pre-primary Level,Never,0.5892305944977563,274,27424,0.5882065302927577,0.5902546587027548
2011,17-29 y.,Primary Level,Never,1.0,94,27424,1.0,1.0
2011,17-29 y.,Lower Secondary Level,At least once per week,0.09521014582484368,62,27424,0.09477966095221155,0.0956406306974758
2011,17-29 y.,Lower Secondary Level,At least once per month,0.04376119501976206,40,27424,0.043461161216581626,0.0440612288229425
2011,17-29 y.,Lower Secondary Level,Seldom,0.10320816425640254,79,27424,0.10276194812331711,0.10365438038948797
2011,17-29 y.,Lower Secondary Level,Never,0.7578204948989916,582,27424,0.7571921555097794,0.7584488342882039
2011,17-29 y.,Upper Secondary Level,At least once per week,0.10480248718804593,170,27424,0.10453145312806186,0.10507352124802999
2011,17-29 y.,Upper Secondary Level,At least once per month,0.08538242649785566,137,27424,0.08513515010330512,0.08562970289240619
2011,17-29 y.,Upper Secondary Level,Seldom,0.16557861782749353,246,27424,0.16524971055128976,0.1659075251036973
2011,17-29 y.,Upper Secondary Level,Never,0.644236468486605,1222,27424,0.6438128430699733,0.6446600939032366
2011,17-29 y.,Post-secondary Non-tertiary Level,Seldom,0.2177262742605397,42,27424,0.21668342717428044,0.21876912134679896
2011,17-29 y.,Post-secondary Non-tertiary Level,Never,0.7822737257394603,178,27424,0.7812308786532011,0.7833165728257195
2011,17-29 y.,Second Stage of Tertiary Education,At least once per week,0.1147468730114191,33,27424,0.11410731971895541,0.1153864263038828
2011,17-29 y.,Second Stage of Tertiary Education,Seldom,0.21685973840324874,74,27424,0.21603278352146082,0.21768669328503665
2011,17-29 y.,Second Stage of Tertiary Education,Never,0.6683933885853321,193,27424,0.6674486748325154,0.6693381023381489
2011,30-45 y.,Primary Level,Never,1.0,141,27424,1.0,1.0
2011,30-45 y.,Lower Secondary Level,At least once per week,0.037491617607065986,34,27424,0.03714417902770186,0.03783905618643011
2011,30-45 y.,Lower Secondary Level,Seldom,0.0961988844049565,63,27424,0.09565958474641459,0.0967381840634984
2011,30-45 y.,Lower Secondary Level,Never,0.8663094979879775,602,27424,0.8656870608373426,0.8669319351386124
2011,30-45 y.,Upper Secondary Level,At least once per week,0.08884719176309613,471,27424,0.08864983361758409,0.08904454990860818
2011,30-45 y.,Upper Secondary Level,At least once per month,0.07479871386978938,444,27424,0.07461623912158992,0.07498118861798884
2011,30-45 y.,Upper Secondary Level,Seldom,0.14787702437592795,587,27424,0.14763079544298596,0.14812325330886994
2011,30-45 y.,Upper Secondary Level,Never,0.6884770699911865,3237,27424,0.6881558316729423,0.6887983083094308
2011,30-45 y.,Post-secondary Non-tertiary Level,At least once per week,0.10259526625575513,101,27424,0.1021531662425202,0.10303736626899006
2011,30-45 y.,Post-secondary Non-tertiary Level,At least once per month,0.10230443682568241,128,27424,0.1018628923431526,0.10274598130821222
2011,30-45 y.,Post-secondary Non-tertiary Level,Seldom,0.13676575425962553,132,27424,0.13626512560774048,0.13726638291151058
2011,30-45 y.,Post-secondary Non-tertiary Level,Never,0.658334542658937,701,27424,0.6576435291356826,0.6590255561821914
2011,30-45 y.,First Stage of Tertiary Education,At least once per week,0.13140264077333277,103,27424,0.13081122367355244,0.1319940578731131
2011,30-45 y.,First Stage of Tertiary Education,At least once per month,0.11311428457855371,84,27424,0.11255981830462791,0.11366875085247952
2011,30-45 y.,First Stage of Tertiary Education,Seldom,0.17349633709169868,100,27424,0.172833433877575,0.17415924030582236
2011,30-45 y.,First Stage of Tertiary Education,Never,0.5819867375564147,365,27424,0.5811232936025682,0.5828501815102612
2011,30-45 y.,Second Stage of Tertiary Education,At least once per week,0.1041922475402292,317,27424,0.10390730131350122,0.10447719376695717
2011,30-45 y.,Second Stage of Tertiary Education,At least once per month,0.09729866156336085,274,27424,0.09702224550150146,0.09757507762522025
2011,30-45 y.,Second Stage of Tertiary Education,Seldom,0.16345558595292856,405,27424,0.16311069469671552,0.1638004772091416
2011,30-45 y.,Second Stage of Tertiary Education,Never,0.6350535049434816,1451,27424,0.6346044933484705,0.6355025165384927
2011,46-65 y.,Primary Level,Never,1.0,74,27424,1.0,1.0
2011,46-65 y.,Lower Secondary Level,At least once per week,0.06602723475043407,46,27424,0.06565963500116075,0.06639483449970739
2011,46-65 y.,Lower Secondary Level,Seldom,0.07118287489278584,42,27424,0.07080224804805613,0.07156350173751555
2011,46-65 y.,Lower Secondary Level,Never,0.8627898903567801,512,27424,0.8622805687209798,0.8632992119925804
2011,46-65 y.,Upper Secondary Level,At least once per week,0.10263141898036315,520,27424,0.10246382573379047,0.10279901222693584
2011,46-65 y.,Upper Secondary Level,At least once per month,0.08064866549895877,406,27424,0.08049829235996599,0.08079903863795156
2011,46-65 y.,Upper Secondary Level,Seldom,0.1277550292098358,577,27424,0.12757068090124818,0.12793937751842344
2011,46-65 y.,Upper Secondary Level,Never,0.6889648863108422,3206,27424,0.6887092431539821,0.6892205294677023
2011,46-65 y.,Post-secondary Non-tertiary Level,At least once per week,0.10320532726943259,67,27424,0.10266815021996753,0.10374250431889764
2011,46-65 y.,Post-secondary Non-tertiary Level,At least once per month,0.10624013167740401,67,27424,0.10569603683760395,0.10678422651720407
2011,46-65 y.,Post-secondary Non-tertiary Level,Seldom,0.14899598349247414,75,27424,0.14836724077552305,0.14962472620942524
2011,46-65 y.,Post-secondary Non-tertiary Level,Never,0.6415585575606892,331,27424,0.6407118232832381,0.6424052918381404
2011,46-65 y.,First Stage of Tertiary Education,At least once per week,0.14138588515787665,124,27424,0.14088552383366487,0.14188624648208842
2011,46-65 y.,First Stage of Tertiary Education,At least once per month,0.11141068296687157,109,27424,0.1109588315421748,0.11186253439156833
