year,bula_h,pgisced97,plg0292_h,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2003,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.23076923076923078,27727,0.22580991335952524,0.23572854817893632
2003,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.75,27727,0.7449031099373213,0.7550968900626787
2003,Baden-Wuerttemberg,vocational + Abi,Vocational Retraining,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Baden-Wuerttemberg,higher vocational,Further vocational education,0.75,27727,0.7449031099373213,0.7550968900626787
2003,Baden-Wuerttemberg,higher vocational,Further general/political education,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Baden-Wuerttemberg,higher education,Others,0.6666666666666666,27727,0.6611178755872777,0.6722154577460555
2003,Baden-Wuerttemberg,higher education,Further general/political education,0.16666666666666666,27727,0.1622799621488434,0.1710533711844899
2003,Baden-Wuerttemberg,higher education,Further vocational education,0.16666666666666666,27727,0.1622799621488434,0.1710533711844899
2003,Bavaria,in school,Others,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Bavaria,in school,Further vocational education,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Bavaria,general elementary,Others,0.75,27727,0.7449031099373213,0.7550968900626787
2003,Bavaria,general elementary,Vocational Retraining,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Bavaria,middle vocational,Others,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Bavaria,middle vocational,Further vocational education,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Bavaria,middle vocational,Vocational Retraining,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Bavaria,vocational + Abi,Further vocational education,0.8333333333333334,27727,0.8289466288155102,0.8377200378511566
2003,Bavaria,vocational + Abi,Others,0.16666666666666666,27727,0.1622799621488434,0.1710533711844899
2003,Bavaria,higher vocational,Vocational Retraining,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Bavaria,higher vocational,Further vocational education,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Bavaria,higher vocational,Vocational rehabilitation,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Bavaria,higher vocational,Further general/political education,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Bavaria,higher vocational,Others,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Bavaria,higher education,Further vocational education,0.875,27727,0.8711071859131512,0.8788928140868488
2003,Bavaria,higher education,Others,0.125,27727,0.12110718591315113,0.12889281408684886
2003,Berlin,general elementary,Others,1.0,27727,1.0,1.0
2003,Berlin,middle vocational,Further vocational education,0.4444444444444444,27727,0.4385955050873468,0.45029338380154205
2003,Berlin,middle vocational,Others,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Berlin,middle vocational,Vocational rehabilitation,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Berlin,middle vocational,Vocational Retraining,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Berlin,higher vocational,Others,1.0,27727,1.0,1.0
2003,Berlin,higher education,Further vocational education,0.8,27727,0.7952916946404521,0.804708305359548
2003,Berlin,higher education,Others,0.2,27727,0.19529169464045207,0.20470830535954795
2003,Brandenburg,middle vocational,Vocational Retraining,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Brandenburg,middle vocational,Further vocational education,0.375,27727,0.3693015036730037,0.3806984963269963
2003,Brandenburg,middle vocational,Others,0.125,27727,0.12110718591315113,0.12889281408684886
2003,Brandenburg,vocational + Abi,Vocational Retraining,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Brandenburg,vocational + Abi,Further vocational education,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Brandenburg,higher vocational,Others,1.0,27727,1.0,1.0
2003,Brandenburg,higher education,Further vocational education,0.75,27727,0.7449031099373213,0.7550968900626787
2003,Brandenburg,higher education,Others,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Mecklenburg-Western Pomerania,general elementary,Others,1.0,27727,1.0,1.0
2003,Mecklenburg-Western Pomerania,middle vocational,Further vocational education,0.6,27727,0.5942335271579481,0.6057664728420519
2003,Mecklenburg-Western Pomerania,middle vocational,Others,0.2,27727,0.19529169464045207,0.20470830535954795
2003,Mecklenburg-Western Pomerania,middle vocational,Vocational Retraining,0.2,27727,0.19529169464045207,0.20470830535954795
2003,Mecklenburg-Western Pomerania,vocational + Abi,Further vocational education,1.0,27727,1.0,1.0
2003,Mecklenburg-Western Pomerania,higher education,Further vocational education,0.75,27727,0.7449031099373213,0.7550968900626787
2003,Mecklenburg-Western Pomerania,higher education,Vocational Retraining,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Saxony,general elementary,Others,1.0,27727,1.0,1.0
2003,Saxony,middle vocational,Further vocational education,0.5217391304347826,27727,0.5158593141093578,0.5276189467602074
2003,Saxony,middle vocational,Vocational Retraining,0.2608695652173913,27727,0.25570091812716617,0.26603821230761643
2003,Saxony,middle vocational,Others,0.21739130434782608,27727,0.21253620580790777,0.2222464028877444
2003,Saxony,vocational + Abi,Vocational Retraining,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Saxony,vocational + Abi,Others,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Saxony,higher education,Further vocational education,0.7142857142857143,27727,0.7089682254086609,0.7196032031627677
2003,Saxony,higher education,Others,0.2857142857142857,27727,0.2803967968372323,0.2910317745913391
2003,Saxony-Anhalt,middle vocational,Others,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Saxony-Anhalt,middle vocational,Vocational Retraining,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Saxony-Anhalt,middle vocational,Further vocational education,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Saxony-Anhalt,middle vocational,Vocational rehabilitation,0.25,27727,0.24490310993732134,0.25509689006267866
2003,Saxony-Anhalt,higher vocational,Further vocational education,1.0,27727,1.0,1.0
2003,Saxony-Anhalt,higher education,Further vocational education,0.5555555555555556,27727,0.549706616198458,0.5614044949126532
2003,Saxony-Anhalt,higher education,Vocational Retraining,0.2222222222222222,27727,0.2173286484645167,0.22711579597992773
2003,Saxony-Anhalt,higher education,Others,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Saxony-Anhalt,higher education,Further general/political education,0.1111111111111111,27727,0.1074119170581852,0.11481030516403701
2003,Thuringa,middle vocational,Vocational Retraining,0.4666666666666667,27727,0.4607943781574201,0.47253895517591327
2003,Thuringa,middle vocational,Further vocational education,0.3333333333333333,27727,0.3277845422539445,0.33888212441272214
2003,Thuringa,middle vocational,Others,0.06666666666666667,27727,0.06373052241204336,0.06960281092128998
2003,Thuringa,middle vocational,Further general/political education,0.06666666666666667,27727,0.06373052241204336,0.06960281092128998
2003,Thuringa,middle vocational,Vocational rehabilitation,0.06666666666666667,27727,0.06373052241204336,0.06960281092128998
2003,Thuringa,vocational + Abi,Further vocational education,1.0,27727,1.0,1.0
2003,Thuringa,higher education,Vocational Retraining,0.5,27727,0.4941146183005651,0.5058853816994349
2003,Thuringa,higher education,Further vocational education,0.5,27727,0.4941146183005651,0.5058853816994349
2004,Schleswig-Holstein,middle vocational,Others,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Schleswig-Holstein,middle vocational,Vocational Retraining,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Schleswig-Holstein,middle vocational,Further general/political education,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Schleswig-Holstein,middle vocational,Further vocational education,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Schleswig-Holstein,vocational + Abi,Vocational Retraining,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Schleswig-Holstein,vocational + Abi,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Hamburg,vocational + Abi,Further vocational education,0.6666666666666666,26790,0.6610216730174829,0.6723116603158503
2004,Hamburg,vocational + Abi,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Hamburg,higher education,Others,1.0,26790,1.0,1.0
2004,Lower Saxony,general elementary,Vocational Retraining,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Lower Saxony,general elementary,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Lower Saxony,middle vocational,Further vocational education,0.6666666666666666,26790,0.6610216730174829,0.6723116603158503
2004,Lower Saxony,middle vocational,Others,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Lower Saxony,middle vocational,Vocational rehabilitation,0.08333333333333333,26790,0.08002366243630404,0.08664300423036261
2004,Lower Saxony,higher vocational,Others,0.6666666666666666,26790,0.6610216730174829,0.6723116603158503
2004,Lower Saxony,higher vocational,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Lower Saxony,higher education,Further vocational education,0.6,26790,0.5941335505147262,0.6058664494852738
2004,Lower Saxony,higher education,Further general/political education,0.3,26790,0.2945124389873222,0.30548756101267777
2004,Lower Saxony,higher education,Others,0.1,26790,0.09640754803981652,0.10359245196018349
2004,Bremen,middle vocational,Others,1.0,26790,1.0,1.0
2004,Bremen,vocational + Abi,Further general/political education,1.0,26790,1.0,1.0
2004,Bremen,higher vocational,Further vocational education,1.0,26790,1.0,1.0
2004,Bremen,higher education,Further vocational education,1.0,26790,1.0,1.0
2004,North Rhine-Westphalia,general elementary,Vocational Retraining,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,general elementary,Further vocational education,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,general elementary,Vocational rehabilitation,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,general elementary,Further general/political education,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,general elementary,Others,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,middle vocational,Further vocational education,0.52,26790,0.5140173719198164,0.5259826280801836
2004,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.28,26790,0.2746233102346196,0.28537668976538044
2004,North Rhine-Westphalia,middle vocational,Others,0.12,26790,0.1161086376411546,0.12389136235884539
2004,North Rhine-Westphalia,middle vocational,Further general/political education,0.08,26790,0.07675130738100139,0.08324869261899862
2004,North Rhine-Westphalia,vocational + Abi,Further vocational education,0.8,26790,0.7952100640530887,0.8047899359469114
2004,North Rhine-Westphalia,vocational + Abi,Vocational Retraining,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,higher vocational,Further vocational education,0.6,26790,0.5941335505147262,0.6058664494852738
2004,North Rhine-Westphalia,higher vocational,Further general/political education,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,higher vocational,Others,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,higher education,Further vocational education,0.65,26790,0.6442883654099564,0.6557116345900437
2004,North Rhine-Westphalia,higher education,Others,0.2,26790,0.1952100640530887,0.20478993594691133
2004,North Rhine-Westphalia,higher education,Vocational Retraining,0.1,26790,0.09640754803981652,0.10359245196018349
2004,North Rhine-Westphalia,higher education,Further general/political education,0.05,26790,0.0473901441576726,0.052609855842327406
2004,Hesse,general elementary,Vocational Retraining,0.6666666666666666,26790,0.6610216730174829,0.6723116603158503
2004,Hesse,general elementary,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Hesse,middle vocational,Vocational Retraining,0.6,26790,0.5941335505147262,0.6058664494852738
2004,Hesse,middle vocational,Further vocational education,0.4,26790,0.39413355051472615,0.4058664494852739
2004,Hesse,vocational + Abi,Vocational Retraining,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Hesse,vocational + Abi,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Hesse,vocational + Abi,Further general/political education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Hesse,higher education,Others,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Hesse,higher education,Further vocational education,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,Hesse,higher education,Further general/political education,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,Hesse,higher education,Vocational Retraining,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.7,26790,0.6945124389873222,0.7054875610126777
2004,"Rhineland-Palatinate, Saarland",middle vocational,Others,0.1,26790,0.09640754803981652,0.10359245196018349
2004,"Rhineland-Palatinate, Saarland",middle vocational,Further general/political education,0.1,26790,0.09640754803981652,0.10359245196018349
2004,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.1,26790,0.09640754803981652,0.10359245196018349
2004,"Rhineland-Palatinate, Saarland",vocational + Abi,Further vocational education,1.0,26790,1.0,1.0
2004,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,"Rhineland-Palatinate, Saarland",higher education,Others,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Baden-Wuerttemberg,general elementary,Others,1.0,26790,1.0,1.0
2004,Baden-Wuerttemberg,middle vocational,Further vocational education,0.4666666666666667,26790,0.4606925669273551,0.47264076640597824
2004,Baden-Wuerttemberg,middle vocational,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.2,26790,0.1952100640530887,0.20478993594691133
2004,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.75,26790,0.7448147422343432,0.7551852577656568
2004,Baden-Wuerttemberg,vocational + Abi,Vocational Retraining,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Baden-Wuerttemberg,higher vocational,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Baden-Wuerttemberg,higher vocational,Others,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Baden-Wuerttemberg,higher education,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Baden-Wuerttemberg,higher education,Further general/political education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Baden-Wuerttemberg,higher education,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Bavaria,general elementary,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Bavaria,general elementary,Others,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Bavaria,middle vocational,Further vocational education,0.4090909090909091,26790,0.4032032864785988,0.4149785317032194
2004,Bavaria,middle vocational,Others,0.2727272727272727,26790,0.2673941368315692,0.2780604086229762
2004,Bavaria,middle vocational,Vocational Retraining,0.22727272727272727,26790,0.22225442870339382,0.2322910258420607
2004,Bavaria,middle vocational,Vocational rehabilitation,0.045454545454545456,26790,0.04296019953969192,0.04794889136939899
2004,Bavaria,middle vocational,Further general/political education,0.045454545454545456,26790,0.04296019953969192,0.04794889136939899
2004,Bavaria,vocational + Abi,Further vocational education,0.42857142857142855,26790,0.42264541969639213,0.43449743744646496
2004,Bavaria,vocational + Abi,Further general/political education,0.42857142857142855,26790,0.42264541969639213,0.43449743744646496
2004,Bavaria,vocational + Abi,Others,0.14285714285714285,26790,0.13866682179623296,0.14704746391805273
2004,Bavaria,higher vocational,Further vocational education,0.5555555555555556,26790,0.5496052097860202,0.5615059013250909
2004,Bavaria,higher vocational,Vocational Retraining,0.2222222222222222,26790,0.2172438057727959,0.22720063867164852
2004,Bavaria,higher vocational,Further general/political education,0.1111111111111111,26790,0.10734778201165533,0.11487444021056688
2004,Bavaria,higher vocational,Others,0.1111111111111111,26790,0.10734778201165533,0.11487444021056688
2004,Bavaria,higher education,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Bavaria,higher education,Others,0.3,26790,0.2945124389873222,0.30548756101267777
2004,Bavaria,higher education,Vocational rehabilitation,0.1,26790,0.09640754803981652,0.10359245196018349
2004,Bavaria,higher education,Further general/political education,0.1,26790,0.09640754803981652,0.10359245196018349
2004,Berlin,general elementary,Others,1.0,26790,1.0,1.0
2004,Berlin,middle vocational,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Berlin,middle vocational,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Berlin,middle vocational,Vocational Retraining,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,Berlin,middle vocational,Further general/political education,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,Berlin,vocational + Abi,Vocational Retraining,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Berlin,vocational + Abi,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Berlin,higher vocational,Further vocational education,1.0,26790,1.0,1.0
2004,Berlin,higher education,Further general/political education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Berlin,higher education,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Berlin,higher education,Vocational Retraining,0.16666666666666666,26790,0.16220390733951517,0.17112942599381814
2004,Brandenburg,general elementary,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Brandenburg,general elementary,Others,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Brandenburg,middle vocational,Further vocational education,0.5555555555555556,26790,0.5496052097860202,0.5615059013250909
2004,Brandenburg,middle vocational,Vocational Retraining,0.2222222222222222,26790,0.2172438057727959,0.22720063867164852
2004,Brandenburg,middle vocational,Further general/political education,0.1111111111111111,26790,0.10734778201165533,0.11487444021056688
2004,Brandenburg,middle vocational,Vocational rehabilitation,0.1111111111111111,26790,0.10734778201165533,0.11487444021056688
2004,Brandenburg,vocational + Abi,Further vocational education,1.0,26790,1.0,1.0
2004,Brandenburg,higher education,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Brandenburg,higher education,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Brandenburg,higher education,Further general/political education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Mecklenburg-Western Pomerania,general elementary,Vocational Retraining,1.0,26790,1.0,1.0
2004,Mecklenburg-Western Pomerania,middle vocational,Vocational Retraining,0.6,26790,0.5941335505147262,0.6058664494852738
2004,Mecklenburg-Western Pomerania,middle vocational,Further vocational education,0.4,26790,0.39413355051472615,0.4058664494852739
2004,Mecklenburg-Western Pomerania,higher education,Further vocational education,0.75,26790,0.7448147422343432,0.7551852577656568
2004,Mecklenburg-Western Pomerania,higher education,Vocational Retraining,0.25,26790,0.24481474223434316,0.25518525776565687
2004,Saxony,general elementary,Vocational Retraining,1.0,26790,1.0,1.0
2004,Saxony,middle vocational,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Saxony,middle vocational,Vocational Retraining,0.3,26790,0.2945124389873222,0.30548756101267777
2004,Saxony,middle vocational,Further general/political education,0.1,26790,0.09640754803981652,0.10359245196018349
2004,Saxony,middle vocational,Others,0.1,26790,0.09640754803981652,0.10359245196018349
2004,Saxony,vocational + Abi,Vocational Retraining,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Saxony,vocational + Abi,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Saxony,higher vocational,Vocational Retraining,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Saxony,higher vocational,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Saxony,higher vocational,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Saxony,higher education,Further vocational education,0.6,26790,0.5941335505147262,0.6058664494852738
2004,Saxony,higher education,Others,0.4,26790,0.39413355051472615,0.4058664494852739
2004,Saxony-Anhalt,in school,Others,1.0,26790,1.0,1.0
2004,Saxony-Anhalt,middle vocational,Vocational Retraining,0.5714285714285714,26790,0.565502562553535,0.5773545803036078
2004,Saxony-Anhalt,middle vocational,Further vocational education,0.2857142857142857,26790,0.2803046044862303,0.2911239669423411
2004,Saxony-Anhalt,middle vocational,Others,0.14285714285714285,26790,0.13866682179623296,0.14704746391805273
2004,Saxony-Anhalt,vocational + Abi,Others,1.0,26790,1.0,1.0
2004,Saxony-Anhalt,higher education,Further vocational education,0.6,26790,0.5941335505147262,0.6058664494852738
2004,Saxony-Anhalt,higher education,Further general/political education,0.2,26790,0.1952100640530887,0.20478993594691133
2004,Saxony-Anhalt,higher education,Others,0.2,26790,0.1952100640530887,0.20478993594691133
2004,Thuringa,general elementary,Vocational Retraining,1.0,26790,1.0,1.0
2004,Thuringa,middle vocational,Vocational Retraining,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Thuringa,middle vocational,Further vocational education,0.5,26790,0.49401258006636084,0.5059874199336392
2004,Thuringa,higher vocational,Further vocational education,1.0,26790,1.0,1.0
2004,Thuringa,higher education,Others,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Thuringa,higher education,Further vocational education,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2004,Thuringa,higher education,Vocational Retraining,0.3333333333333333,26790,0.3276883396841496,0.338978326982517
2005,Schleswig-Holstein,middle vocational,Others,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Schleswig-Holstein,middle vocational,Further general/political education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Schleswig-Holstein,middle vocational,Vocational Retraining,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Schleswig-Holstein,vocational + Abi,Vocational Retraining,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Schleswig-Holstein,vocational + Abi,Further vocational education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Schleswig-Holstein,higher vocational,Further vocational education,1.0,25520,1.0,1.0
2005,Schleswig-Holstein,higher education,Further general/political education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Schleswig-Holstein,higher education,Others,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Schleswig-Holstein,higher education,Further vocational education,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Hamburg,general elementary,Further vocational education,1.0,25520,1.0,1.0
2005,Hamburg,middle vocational,Further vocational education,1.0,25520,1.0,1.0
2005,Hamburg,vocational + Abi,Further vocational education,1.0,25520,1.0,1.0
2005,Hamburg,higher education,Others,0.75,25520,0.7446872867920342,0.7553127132079658
2005,Hamburg,higher education,Further vocational education,0.25,25520,0.24468728679203422,0.2553127132079658
2005,Lower Saxony,general elementary,Others,0.8333333333333334,25520,0.8287608778271939,0.8379057888394729
2005,Lower Saxony,general elementary,Vocational Retraining,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,Lower Saxony,middle vocational,Further vocational education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Lower Saxony,middle vocational,Others,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,Lower Saxony,middle vocational,Further general/political education,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,Lower Saxony,middle vocational,Vocational Retraining,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,Lower Saxony,vocational + Abi,Further vocational education,1.0,25520,1.0,1.0
2005,Lower Saxony,higher vocational,Further vocational education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Lower Saxony,higher vocational,Others,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Lower Saxony,higher education,Further vocational education,0.6,25520,0.5939893511426368,0.6060106488573631
2005,Lower Saxony,higher education,Others,0.4,25520,0.39398935114263695,0.4060106488573631
2005,North Rhine-Westphalia,general elementary,Others,0.5,25520,0.49386540719850736,0.5061345928014926
2005,North Rhine-Westphalia,general elementary,Further vocational education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,North Rhine-Westphalia,general elementary,Vocational Retraining,0.16666666666666666,25520,0.1620942111605272,0.17123912217280612
2005,North Rhine-Westphalia,middle vocational,Further vocational education,0.5625,25520,0.5564135223947263,0.5685864776052737
2005,North Rhine-Westphalia,middle vocational,Vocational Retraining,0.3125,25520,0.30681308026832776,0.31818691973167224
2005,North Rhine-Westphalia,middle vocational,Further general/political education,0.125,25520,0.12094234826315085,0.12905765173684913
2005,North Rhine-Westphalia,vocational + Abi,Further vocational education,0.7272727272727273,25520,0.7218085010387608,0.7327369535066938
2005,North Rhine-Westphalia,vocational + Abi,Others,0.2727272727272727,25520,0.26726304649330623,0.2781914989612392
2005,North Rhine-Westphalia,higher vocational,Further vocational education,0.4,25520,0.39398935114263695,0.4060106488573631
2005,North Rhine-Westphalia,higher vocational,Others,0.2,25520,0.1950923257588059,0.20490767424119413
2005,North Rhine-Westphalia,higher vocational,Vocational rehabilitation,0.2,25520,0.1950923257588059,0.20490767424119413
2005,North Rhine-Westphalia,higher vocational,Further general/political education,0.2,25520,0.1950923257588059,0.20490767424119413
2005,North Rhine-Westphalia,higher education,Further vocational education,0.5333333333333333,25520,0.5272123881411853,0.5394542785254813
2005,North Rhine-Westphalia,higher education,Others,0.4,25520,0.39398935114263695,0.4060106488573631
2005,North Rhine-Westphalia,higher education,Further general/political education,0.06666666666666667,25520,0.06360619407059263,0.0697271392627407
2005,Hesse,general elementary,Vocational Retraining,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Hesse,general elementary,Vocational rehabilitation,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Hesse,general elementary,Further vocational education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Hesse,middle vocational,Further vocational education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Hesse,middle vocational,Further general/political education,0.375,25520,0.36906020606101375,0.38093979393898625
2005,Hesse,middle vocational,Others,0.125,25520,0.12094234826315085,0.12905765173684913
2005,Hesse,vocational + Abi,Others,1.0,25520,1.0,1.0
2005,Hesse,higher vocational,Further vocational education,1.0,25520,1.0,1.0
2005,Hesse,higher education,Others,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,Hesse,higher education,Further vocational education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,"Rhineland-Palatinate, Saarland",middle vocational,Further vocational education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,"Rhineland-Palatinate, Saarland",middle vocational,Vocational Retraining,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,"Rhineland-Palatinate, Saarland",middle vocational,Others,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,"Rhineland-Palatinate, Saarland",vocational + Abi,Further vocational education,1.0,25520,1.0,1.0
2005,"Rhineland-Palatinate, Saarland",higher education,Further vocational education,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,"Rhineland-Palatinate, Saarland",higher education,Others,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Baden-Wuerttemberg,in school,Others,1.0,25520,1.0,1.0
2005,Baden-Wuerttemberg,middle vocational,Others,0.35714285714285715,25520,0.3512639857778207,0.3630217285078936
2005,Baden-Wuerttemberg,middle vocational,Further vocational education,0.35714285714285715,25520,0.3512639857778207,0.3630217285078936
2005,Baden-Wuerttemberg,middle vocational,Vocational Retraining,0.2857142857142857,25520,0.28017163263703143,0.29125693879153997
2005,Baden-Wuerttemberg,vocational + Abi,Further vocational education,0.6666666666666666,25520,0.6608829171069951,0.6724504162263382
2005,Baden-Wuerttemberg,vocational + Abi,Further general/political education,0.3333333333333333,25520,0.32754958377366183,0.3391170828930048
2005,Baden-Wuerttemberg,higher education,Further vocational education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Baden-Wuerttemberg,higher education,Further general/political education,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Bavaria,general elementary,Vocational Retraining,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Bavaria,general elementary,Others,0.5,25520,0.49386540719850736,0.5061345928014926
2005,Bavaria,middle vocational,Others,0.45454545454545453,25520,0.4484362638936612,0.46065464519724786
