,Unnamed: 0,year,bula_h,sampreg,marstat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
327,327,1992,Bavaria,West,Single,0.2333,379,12875,0.21937,0.2488
328,328,1992,Bavaria,West,Divorced,0.05276,60,12875,0.0459,0.05976
329,329,1992,Bavaria,West,Widowed,0.09288,94,12875,0.08314,0.10225
330,330,1992,Berlin,West,Married,0.62064,176,12875,0.56624,0.67186
331,331,1992,Berlin,West,Single,0.37936,80,12875,0.32812,0.43545
332,332,1992,Berlin,East,Married,0.59044,165,12875,0.55272,0.62614
333,333,1992,Berlin,East,Single,0.40956,75,12875,0.35267,0.46769
334,334,1992,Brandenburg,East,Married,0.61516,447,12875,0.58859,0.64514
335,335,1992,Brandenburg,East,Single,0.22306,137,12875,0.20297,0.24319
336,336,1992,Brandenburg,East,Divorced,0.0713,34,12875,0.05916,0.08301
337,337,1992,Brandenburg,East,Widowed,0.09047,41,12875,0.07876,0.10513
338,338,1992,Mecklenburg-Western Pomerania,East,Married,0.74159,286,12875,0.71517,0.78173
339,339,1992,Mecklenburg-Western Pomerania,East,Single,0.25841,88,12875,0.22688,0.29186
340,340,1992,Saxony,East,Married,0.64682,803,12875,0.62836,0.66415
341,341,1992,Saxony,East,Single,0.17806,210,12875,0.16642,0.19027
342,342,1992,Saxony,East,Divorced,0.05251,50,12875,0.04585,0.05914
343,343,1992,Saxony,East,Widowed,0.12261,87,12875,0.10907,0.13484
344,344,1992,Saxony-Anhalt,East,Married,0.62368,525,12875,0.59872,0.64977
345,345,1992,Saxony-Anhalt,East,Single,0.19465,148,12875,0.17328,0.2154
346,346,1992,Saxony-Anhalt,East,Divorced,0.08818,50,12875,0.07389,0.10651
347,347,1992,Saxony-Anhalt,East,Widowed,0.09349,42,12875,0.08003,0.10643
348,348,1992,Thuringa,East,Married,0.6318,464,12875,0.60326,0.65854
349,349,1992,Thuringa,East,Single,0.21166,135,12875,0.18368,0.23592
350,350,1992,Thuringa,East,Divorced,0.07253,42,12875,0.06019,0.08623
351,351,1992,Thuringa,East,Widowed,0.08401,36,12875,0.0714,0.09921
352,352,1993,Schleswig-Holstein,West,Married,0.71701,178,12661,0.67752,0.77218
353,353,1993,Schleswig-Holstein,West,Single,0.28299,71,12661,0.24733,0.32327
354,354,1993,Hamburg,West,Married,1.0,73,12661,0.86776,1.11692
355,355,1993,Lower Saxony,West,Married,0.5946,597,12661,0.57,0.61931
356,356,1993,Lower Saxony,West,Single,0.23614,241,12661,0.21306,0.25463
357,357,1993,Lower Saxony,West,Divorced,0.07065,53,12661,0.05765,0.08174
358,358,1993,Lower Saxony,West,Widowed,0.09862,63,12661,0.08895,0.11121
359,359,1993,Bremen,West,Married,1.0,48,12661,0.89193,1.10294
360,360,1993,North Rhine-Westphalia,West,Married,0.59491,1617,12661,0.57771,0.61418
361,361,1993,North Rhine-Westphalia,West,"Married, living apart",0.02033,58,12661,0.01676,0.02379
362,362,1993,North Rhine-Westphalia,West,Single,0.22405,565,12661,0.21171,0.23751
363,363,1993,North Rhine-Westphalia,West,Divorced,0.05555,95,12661,0.04853,0.06336
364,364,1993,North Rhine-Westphalia,West,Widowed,0.10516,149,12661,0.09914,0.11122
365,365,1993,Hesse,West,Married,0.62148,612,12661,0.58733,0.65497
366,366,1993,Hesse,West,Single,0.23588,224,12661,0.21083,0.25752
367,367,1993,Hesse,West,Divorced,0.04158,32,12661,0.03198,0.05313
368,368,1993,Hesse,West,Widowed,0.10105,48,12661,0.08893,0.11531
369,369,1993,"Rhineland-Palatinate, Saarland",West,Married,0.61426,403,12661,0.58439,0.64514
370,370,1993,"Rhineland-Palatinate, Saarland",West,Single,0.18213,124,12661,0.15873,0.20381
371,371,1993,"Rhineland-Palatinate, Saarland",West,Divorced,0.06842,34,12661,0.05697,0.08097
372,372,1993,"Rhineland-Palatinate, Saarland",West,Widowed,0.13519,60,12661,0.11867,0.15164
373,373,1993,Baden-Wuerttemberg,West,Married,0.6071,1133,12661,0.58071,0.64008
374,374,1993,Baden-Wuerttemberg,West,"Married, living apart",0.01905,46,12661,0.01447,0.02465
375,375,1993,Baden-Wuerttemberg,West,Single,0.24247,449,12661,0.22223,0.26073
376,376,1993,Baden-Wuerttemberg,West,Divorced,0.04718,65,12661,0.03904,0.05661
377,377,1993,Baden-Wuerttemberg,West,Widowed,0.0842,81,12661,0.07393,0.09423
378,378,1993,Bavaria,West,Married,0.57923,1015,12661,0.55893,0.60069
379,379,1993,Bavaria,West,"Married, living apart",0.03556,41,12661,0.02922,0.0442
380,380,1993,Bavaria,West,Single,0.22763,381,12661,0.21185,0.24277
381,381,1993,Bavaria,West,Divorced,0.05646,66,12661,0.04979,0.06446
382,382,1993,Bavaria,West,Widowed,0.10112,101,12661,0.09276,0.11155
383,383,1993,Berlin,West,Married,0.62591,165,12661,0.57042,0.68305
384,384,1993,Berlin,West,Single,0.37409,75,12661,0.33197,0.42874
385,385,1993,Berlin,East,Married,0.64194,168,12661,0.58788,0.6881
386,386,1993,Berlin,East,Single,0.35806,65,12661,0.3109,0.41318
387,387,1993,Brandenburg,East,Married,0.60306,411,12661,0.58125,0.63072
388,388,1993,Brandenburg,East,Single,0.22894,140,12661,0.20576,0.253
389,389,1993,Brandenburg,East,Divorced,0.07357,32,12661,0.06272,0.08424
390,390,1993,Brandenburg,East,Widowed,0.09444,41,12661,0.08318,0.10774
391,391,1993,Mecklenburg-Western Pomerania,East,Married,0.7288,259,12661,0.68741,0.77591
392,392,1993,Mecklenburg-Western Pomerania,East,Single,0.2712,96,12661,0.24297,0.30525
393,393,1993,Saxony,East,Married,0.63941,758,12661,0.62007,0.65753
394,394,1993,Saxony,East,Single,0.18689,211,12661,0.1749,0.2013
395,395,1993,Saxony,East,Divorced,0.05378,50,12661,0.04756,0.06062
396,396,1993,Saxony,East,Widowed,0.11991,86,12661,0.10902,0.13136
397,397,1993,Saxony-Anhalt,East,Married,0.65092,502,12661,0.62017,0.68135
398,398,1993,Saxony-Anhalt,East,Single,0.16867,135,12661,0.14868,0.1872
399,399,1993,Saxony-Anhalt,East,Divorced,0.08735,46,12661,0.07019,0.10591
400,400,1993,Saxony-Anhalt,East,Widowed,0.09306,40,12661,0.07999,0.10556
401,401,1993,Thuringa,East,Married,0.60804,434,12661,0.58051,0.63264
402,402,1993,Thuringa,East,Single,0.21506,141,12661,0.19164,0.23546
403,403,1993,Thuringa,East,Divorced,0.0798,44,12661,0.06418,0.09358
404,404,1993,Thuringa,East,Widowed,0.0971,39,12661,0.08315,0.11064
405,405,1994,Schleswig-Holstein,West,Married,0.69651,180,12464,0.64618,0.74559
406,406,1994,Schleswig-Holstein,West,Single,0.30349,76,12464,0.26642,0.33986
407,407,1994,Hamburg,West,Married,0.63458,73,12464,0.54729,0.73202
408,408,1994,Hamburg,West,Single,0.36542,32,12464,0.26306,0.46144
409,409,1994,Lower Saxony,West,Married,0.58791,585,12464,0.55817,0.61342
410,410,1994,Lower Saxony,West,Single,0.23286,236,12464,0.21229,0.25595
411,411,1994,Lower Saxony,West,Divorced,0.0754,56,12464,0.06335,0.08715
412,412,1994,Lower Saxony,West,Widowed,0.10384,65,12464,0.09224,0.11849
413,413,1994,Bremen,West,Married,1.0,48,12464,0.90682,1.10336
414,414,1994,North Rhine-Westphalia,West,Married,0.59453,1564,12464,0.57321,0.61419
415,415,1994,North Rhine-Westphalia,West,"Married, living apart",0.0219,60,12464,0.01768,0.02543
416,416,1994,North Rhine-Westphalia,West,Single,0.22255,562,12464,0.20952,0.2373
417,417,1994,North Rhine-Westphalia,West,Divorced,0.05713,100,12464,0.04965,0.06375
418,418,1994,North Rhine-Westphalia,West,Widowed,0.10389,146,12464,0.09668,0.11212
419,419,1994,Hesse,West,Married,0.61589,589,12464,0.58086,0.65053
420,420,1994,Hesse,West,Single,0.23193,226,12464,0.20882,0.26426
421,421,1994,Hesse,West,Divorced,0.0496,40,12464,0.03992,0.06018
422,422,1994,Hesse,West,Widowed,0.10258,53,12464,0.08927,0.11826
423,423,1994,"Rhineland-Palatinate, Saarland",West,Married,0.61773,408,12464,0.58546,0.64667
424,424,1994,"Rhineland-Palatinate, Saarland",West,Single,0.18443,125,12464,0.16141,0.20399
425,425,1994,"Rhineland-Palatinate, Saarland",West,Divorced,0.06796,32,12464,0.0549,0.08148
426,426,1994,"Rhineland-Palatinate, Saarland",West,Widowed,0.12988,56,12464,0.11312,0.15196
427,427,1994,Baden-Wuerttemberg,West,Married,0.60692,1111,12464,0.58047,0.63623
428,428,1994,Baden-Wuerttemberg,West,"Married, living apart",0.0212,45,12464,0.01609,0.02702
429,429,1994,Baden-Wuerttemberg,West,Single,0.2354,432,12464,0.21801,0.256
430,430,1994,Baden-Wuerttemberg,West,Divorced,0.04863,61,12464,0.03855,0.05757
431,431,1994,Baden-Wuerttemberg,West,Widowed,0.08785,78,12464,0.07668,0.09877
432,432,1994,Bavaria,West,Married,0.5775,1004,12464,0.5538,0.60181
433,433,1994,Bavaria,West,"Married, living apart",0.03046,36,12464,0.02477,0.03801
434,434,1994,Bavaria,West,Single,0.22129,357,12464,0.20588,0.23724
435,435,1994,Bavaria,West,Divorced,0.06261,71,12464,0.05457,0.07304
436,436,1994,Bavaria,West,Widowed,0.10814,102,12464,0.09795,0.118
437,437,1994,Berlin,West,Married,0.62384,154,12464,0.5631,0.68263
438,438,1994,Berlin,West,Single,0.37616,71,12464,0.31715,0.44729
439,439,1994,Berlin,East,Married,0.64436,156,12464,0.6021,0.68278
440,440,1994,Berlin,East,Single,0.35564,61,12464,0.30768,0.417
441,441,1994,Brandenburg,East,Married,0.62587,389,12464,0.59636,0.65439
442,442,1994,Brandenburg,East,Single,0.21714,135,12464,0.19695,0.23851
443,443,1994,Brandenburg,East,Divorced,0.06977,31,12464,0.05532,0.08298
444,444,1994,Brandenburg,East,Widowed,0.08721,38,12464,0.07151,0.09928
445,445,1994,Mecklenburg-Western Pomerania,East,Married,0.73224,261,12464,0.6985,0.77245
446,446,1994,Mecklenburg-Western Pomerania,East,Single,0.26776,99,12464,0.23219,0.30248
447,447,1994,Saxony,East,Married,0.63345,748,12464,0.61127,0.66014
448,448,1994,Saxony,East,Single,0.19227,229,12464,0.1794,0.20484
449,449,1994,Saxony,East,Divorced,0.04941,46,12464,0.04197,0.05657
450,450,1994,Saxony,East,Widowed,0.12487,90,12464,0.10979,0.13618
451,451,1994,Saxony-Anhalt,East,Married,0.65765,476,12464,0.6233,0.68546
452,452,1994,Saxony-Anhalt,East,Single,0.16982,135,12464,0.15059,0.194
453,453,1994,Saxony-Anhalt,East,Divorced,0.07752,41,12464,0.06305,0.09243
454,454,1994,Saxony-Anhalt,East,Widowed,0.09502,37,12464,0.07917,0.11205
455,455,1994,Thuringa,East,Married,0.59775,432,12464,0.5687,0.62767
456,456,1994,Thuringa,East,Single,0.21898,143,12464,0.1971,0.24843
457,457,1994,Thuringa,East,Divorced,0.08907,47,12464,0.07197,0.10609
458,458,1994,Thuringa,East,Widowed,0.0942,36,12464,0.07941,0.10862
459,459,1995,Schleswig-Holstein,West,Married,0.72969,189,12886,0.66935,0.78612
460,460,1995,Schleswig-Holstein,West,Single,0.27031,65,12886,0.22337,0.32049
461,461,1995,Hamburg,West,Married,0.59014,66,12886,0.48213,0.70322
462,462,1995,Hamburg,West,Single,0.40986,32,12886,0.3166,0.50199
463,463,1995,Lower Saxony,West,Married,0.59648,650,12886,0.57368,0.62466
464,464,1995,Lower Saxony,West,Single,0.21941,237,12886,0.19711,0.23978
465,465,1995,Lower Saxony,West,Divorced,0.07783,62,12886,0.06572,0.08961
466,466,1995,Lower Saxony,West,Widowed,0.10629,69,12886,0.09192,0.12112
467,467,1995,Bremen,West,Married,1.0,53,12886,0.9124,1.10455
468,468,1995,North Rhine-Westphalia,West,Married,0.58623,1654,12886,0.56463,0.60973
469,469,1995,North Rhine-Westphalia,West,"Married, living apart",0.01621,50,12886,0.01262,0.02013
470,470,1995,North Rhine-Westphalia,West,Single,0.22849,597,12886,0.21201,0.24305
471,471,1995,North Rhine-Westphalia,West,Divorced,0.06186,115,12886,0.05363,0.06929
472,472,1995,North Rhine-Westphalia,West,Widowed,0.10719,150,12886,0.09925,0.11495
473,473,1995,Hesse,West,Married,0.62218,599,12886,0.58498,0.6629
474,474,1995,Hesse,West,Single,0.2248,231,12886,0.20656,0.2446
475,475,1995,Hesse,West,Divorced,0.04962,44,12886,0.03891,0.06071
476,476,1995,Hesse,West,Widowed,0.1034,54,12886,0.08784,0.11905
477,477,1995,"Rhineland-Palatinate, Saarland",West,Married,0.64556,477,12886,0.61587,0.67902
478,478,1995,"Rhineland-Palatinate, Saarland",West,Single,0.1695,129,12886,0.15124,0.19087
479,479,1995,"Rhineland-Palatinate, Saarland",West,Divorced,0.06635,34,12886,0.05228,0.08276
480,480,1995,"Rhineland-Palatinate, Saarland",West,Widowed,0.11859,55,12886,0.10186,0.13506
481,481,1995,Baden-Wuerttemberg,West,Married,0.60463,1150,12886,0.57632,0.63791
482,482,1995,Baden-Wuerttemberg,West,"Married, living apart",0.02019,44,12886,0.01572,0.02552
483,483,1995,Baden-Wuerttemberg,West,Single,0.23438,442,12886,0.21948,0.25316
484,484,1995,Baden-Wuerttemberg,West,Divorced,0.05133,68,12886,0.04143,0.06226
485,485,1995,Baden-Wuerttemberg,West,Widowed,0.08946,81,12886,0.07662,0.10103
486,486,1995,Bavaria,West,Married,0.56945,1060,12886,0.54617,0.59032
487,487,1995,Bavaria,West,"Married, living apart",0.02742,34,12886,0.02124,0.03412
488,488,1995,Bavaria,West,Single,0.22855,400,12886,0.21606,0.24462
489,489,1995,Bavaria,West,Divorced,0.06599,78,12886,0.05433,0.07808
490,490,1995,Bavaria,West,Widowed,0.10859,104,12886,0.09738,0.11864
491,491,1995,Berlin,West,Married,0.64008,175,12886,0.58497,0.70569
492,492,1995,Berlin,West,Single,0.35992,81,12886,0.30537,0.41387
493,493,1995,Berlin,East,Married,0.67196,147,12886,0.61884,0.73059
494,494,1995,Berlin,East,Single,0.32804,57,12886,0.28654,0.38222
495,495,1995,Brandenburg,East,Married,0.62024,369,12886,0.59369,0.64518
496,496,1995,Brandenburg,East,Single,0.22742,139,12886,0.20014,0.24851
497,497,1995,Brandenburg,East,Divorced,0.07225,35,12886,0.05925,0.08857
498,498,1995,Brandenburg,East,Widowed,0.08009,35,12886,0.06771,0.09189
499,499,1995,Mecklenburg-Western Pomerania,East,Married,0.70543,253,12886,0.66668,0.74745
500,500,1995,Mecklenburg-Western Pomerania,East,Single,0.29457,109,12886,0.26078,0.33922
501,501,1995,Saxony,East,Married,0.63398,718,12886,0.6046,0.66107
502,502,1995,Saxony,East,Single,0.1889,232,12886,0.17253,0.20334
503,503,1995,Saxony,East,Divorced,0.05585,51,12886,0.04656,0.06451
504,504,1995,Saxony,East,Widowed,0.12126,85,12886,0.10952,0.13385
505,505,1995,Saxony-Anhalt,East,Married,0.6247,449,12886,0.59414,0.6573
506,506,1995,Saxony-Anhalt,East,Single,0.177,143,12886,0.15717,0.19785
507,507,1995,Saxony-Anhalt,East,Divorced,0.09354,45,12886,0.07557,0.11292
508,508,1995,Saxony-Anhalt,East,Widowed,0.10476,39,12886,0.09032,0.12184
509,509,1995,Thuringa,East,Married,0.58896,428,12886,0.55971,0.62494
510,510,1995,Thuringa,East,Single,0.2098,136,12886,0.18422,0.23657
511,511,1995,Thuringa,East,Divorced,0.10182,49,12886,0.08416,0.12183
512,512,1995,Thuringa,East,Widowed,0.09941,38,12886,0.08253,0.11691
513,513,1996,Schleswig-Holstein,West,Married,0.71876,185,12636,0.66309,0.77954
514,514,1996,Schleswig-Holstein,West,Single,0.28124,66,12636,0.229,0.33442
515,515,1996,Hamburg,West,Married,0.54578,61,12636,0.44804,0.65374
516,516,1996,Hamburg,West,Single,0.45422,33,12636,0.33969,0.59063
517,517,1996,Lower Saxony,West,Married,0.59436,637,12636,0.57033,0.62064
518,518,1996,Lower Saxony,West,Single,0.21941,237,12636,0.19719,0.24115
519,519,1996,Lower Saxony,West,Divorced,0.08391,67,12636,0.07199,0.0983
520,520,1996,Lower Saxony,West,Widowed,0.10232,72,12636,0.08654,0.1189
521,521,1996,Bremen,West,Married,1.0,55,12636,0.8872,1.11727
522,522,1996,North Rhine-Westphalia,West,Married,0.57657,1610,12636,0.55407,0.6012
523,523,1996,North Rhine-Westphalia,West,"Married, living apart",0.02299,60,12636,0.01767,0.02914
524,524,1996,North Rhine-Westphalia,West,Single,0.23786,618,12636,0.22284,0.25176
525,525,1996,North Rhine-Westphalia,West,Divorced,0.05983,113,12636,0.05246,0.06787
526,526,1996,North Rhine-Westphalia,West,Widowed,0.10275,142,12636,0.09458,0.11115
527,527,1996,Hesse,West,Married,0.6201,570,12636,0.58632,0.65806
528,528,1996,Hesse,West,Single,0.2363,227,12636,0.2117,0.26387
529,529,1996,Hesse,West,Divorced,0.04408,38,12636,0.03309,0.05373
530,530,1996,Hesse,West,Widowed,0.09953,48,12636,0.08672,0.11593
531,531,1996,"Rhineland-Palatinate, Saarland",West,Married,0.6547,464,12636,0.61894,0.69577
532,532,1996,"Rhineland-Palatinate, Saarland",West,Single,0.17279,125,12636,0.15312,0.19212
533,533,1996,"Rhineland-Palatinate, Saarland",West,Divorced,0.07235,35,12636,0.05679,0.08611
534,534,1996,"Rhineland-Palatinate, Saarland",West,Widowed,0.10016,47,12636,0.08532,0.11862
535,535,1996,Baden-Wuerttemberg,West,Married,0.60397,1087,12636,0.56867,0.63533
536,536,1996,Baden-Wuerttemberg,West,"Married, living apart",0.01914,44,12636,0.01541,0.02371
537,537,1996,Baden-Wuerttemberg,West,Single,0.23423,424,12636,0.21808,0.2546
538,538,1996,Baden-Wuerttemberg,West,Divorced,0.05521,66,12636,0.04428,0.06702
539,539,1996,Baden-Wuerttemberg,West,Widowed,0.08745,79,12636,0.07561,0.09916
540,540,1996,Bavaria,West,Married,0.56688,1047,12636,0.54376,0.59287
541,541,1996,Bavaria,West,"Married, living apart",0.02199,32,12636,0.01603,0.02846
542,542,1996,Bavaria,West,Single,0.23207,394,12636,0.2145,0.24957
543,543,1996,Bavaria,West,Divorced,0.06989,77,12636,0.05871,0.08207
544,544,1996,Bavaria,West,Widowed,0.10917,100,12636,0.09701,0.12084
545,545,1996,Berlin,West,Married,0.64461,155,12636,0.58759,0.70716
546,546,1996,Berlin,West,Single,0.35539,78,12636,0.30453,0.42069
547,547,1996,Berlin,East,Married,0.668,145,12636,0.60856,0.71837
548,548,1996,Berlin,East,Single,0.332,61,12636,0.28632,0.3762
549,549,1996,Brandenburg,East,Married,0.57985,357,12636,0.55449,0.61352
550,550,1996,Brandenburg,East,Single,0.25556,152,12636,0.22783,0.28327
551,551,1996,Brandenburg,East,Divorced,0.08045,41,12636,0.06697,0.09386
552,552,1996,Brandenburg,East,Widowed,0.08414,36,12636,0.06845,0.0969
553,553,1996,Mecklenburg-Western Pomerania,East,Married,0.72025,241,12636,0.67399,0.76465
554,554,1996,Mecklenburg-Western Pomerania,East,Single,0.27975,104,12636,0.23955,0.32054
555,555,1996,Saxony,East,Married,0.6249,719,12636,0.60034,0.65006
556,556,1996,Saxony,East,Single,0.20033,242,12636,0.18242,0.21748
557,557,1996,Saxony,East,Divorced,0.05044,47,12636,0.04332,0.05744
558,558,1996,Saxony,East,Widowed,0.12433,86,12636,0.11298,0.1365
559,559,1996,Saxony-Anhalt,East,Married,0.64863,441,12636,0.61198,0.69312
560,560,1996,Saxony-Anhalt,East,Single,0.17695,141,12636,0.15209,0.20264
561,561,1996,Saxony-Anhalt,East,Divorced,0.08278,41,12636,0.06752,0.09943
562,562,1996,Saxony-Anhalt,East,Widowed,0.09163,35,12636,0.07638,0.10873
563,563,1996,Thuringa,East,Married,0.57946,421,12636,0.54633,0.60967
564,564,1996,Thuringa,East,Single,0.22768,148,12636,0.19771,0.2522
565,565,1996,Thuringa,East,Divorced,0.09418,46,12636,0.07722,0.11331
566,566,1996,Thuringa,East,Widowed,0.09868,39,12636,0.08208,0.11497
567,567,1997,Schleswig-Holstein,West,Married,0.75841,186,12414,0.68551,0.81924
568,568,1997,Schleswig-Holstein,West,Single,0.24159,55,12414,0.19643,0.28715
569,569,1997,Hamburg,West,Married,0.54356,62,12414,0.44132,0.64696
570,570,1997,Hamburg,West,Single,0.45644,34,12414,0.36359,0.57116
571,571,1997,Lower Saxony,West,Married,0.59038,636,12414,0.55147,0.61998
572,572,1997,Lower Saxony,West,Single,0.22277,243,12414,0.20267,0.2438
573,573,1997,Lower Saxony,West,Divorced,0.0809,66,12414,0.06679,0.095
574,574,1997,Lower Saxony,West,Widowed,0.10595,69,12414,0.08969,0.12163
575,575,1997,Bremen,West,Married,1.0,54,12414,0.91516,1.10157
576,576,1997,North Rhine-Westphalia,West,Married,0.56979,1559,12414,0.55015,0.59297
577,577,1997,North Rhine-Westphalia,West,"Married, living apart",0.02346,63,12414,0.01959,0.02799
578,578,1997,North Rhine-Westphalia,West,Single,0.23332,603,12414,0.21813,0.24765
579,579,1997,North Rhine-Westphalia,West,Divorced,0.06531,120,12414,0.05695,0.07468
580,580,1997,North Rhine-Westphalia,West,Widowed,0.10811,148,12414,0.09804,0.11666
581,581,1997,Hesse,West,Married,0.62102,544,12414,0.58555,0.65551
582,582,1997,Hesse,West,Single,0.22392,197,12414,0.20115,0.24965
583,583,1997,Hesse,West,Divorced,0.05219,40,12414,0.04226,0.06489
584,584,1997,Hesse,West,Widowed,0.10288,43,12414,0.08832,0.12067
585,585,1997,"Rhineland-Palatinate, Saarland",West,Married,0.63326,457,12414,0.60059,0.66267
586,586,1997,"Rhineland-Palatinate, Saarland",West,Single,0.20116,145,12414,0.17799,0.22208
587,587,1997,"Rhineland-Palatinate, Saarland",West,Divorced,0.07558,39,12414,0.0604,0.091
588,588,1997,"Rhineland-Palatinate, Saarland",West,Widowed,0.09001,44,12414,0.07588,0.10704
589,589,1997,Baden-Wuerttemberg,West,Married,0.59632,1081,12414,0.55815,0.62415
590,590,1997,Baden-Wuerttemberg,West,"Married, living apart",0.02323,47,12414,0.01839,0.02983
591,591,1997,Baden-Wuerttemberg,West,Single,0.23799,426,12414,0.21957,0.25849
592,592,1997,Baden-Wuerttemberg,West,Divorced,0.05465,65,12414,0.0454,0.06661
593,593,1997,Baden-Wuerttemberg,West,Widowed,0.08781,82,12414,0.07369,0.09847
594,594,1997,Bavaria,West,Married,0.55993,1014,12414,0.5352,0.58425
595,595,1997,Bavaria,West,"Married, living apart",0.0205,32,12414,0.01465,0.02612
596,596,1997,Bavaria,West,Single,0.23152,384,12414,0.21482,0.24878
597,597,1997,Bavaria,West,Divorced,0.07565,81,12414,0.06454,0.08726
598,598,1997,Bavaria,West,Widowed,0.1124,103,12414,0.09959,0.12622
599,599,1997,Berlin,West,Married,0.64651,143,12414,0.57297,0.71528
600,600,1997,Berlin,West,Single,0.35349,69,12414,0.29143,0.41619
601,601,1997,Berlin,East,Married,0.64091,134,12414,0.58873,0.69601
602,602,1997,Berlin,East,Single,0.35909,64,12414,0.30525,0.41885
603,603,1997,Brandenburg,East,Married,0.54996,339,12414,0.52389,0.57807
604,604,1997,Brandenburg,East,Single,0.27851,160,12414,0.24932,0.30793
605,605,1997,Brandenburg,East,Divorced,0.08111,42,12414,0.06522,0.09803
606,606,1997,Brandenburg,East,Widowed,0.09041,39,12414,0.07722,0.10667
607,607,1997,Mecklenburg-Western Pomerania,East,Married,0.70543,230,12414,0.66152,0.75453
608,608,1997,Mecklenburg-Western Pomerania,East,Single,0.29457,105,12414,0.26096,0.33379
609,609,1997,Saxony,East,Married,0.62592,703,12414,0.60643,0.65215
610,610,1997,Saxony,East,Single,0.20542,237,12414,0.18803,0.2251
611,611,1997,Saxony,East,Divorced,0.05813,55,12414,0.04887,0.06867
612,612,1997,Saxony,East,Widowed,0.11054,79,12414,0.10078,0.12359
613,613,1997,Saxony-Anhalt,East,Married,0.6258,417,12414,0.59266,0.6593
614,614,1997,Saxony-Anhalt,East,Single,0.20137,154,12414,0.17593,0.2271
615,615,1997,Saxony-Anhalt,East,Divorced,0.08016,36,12414,0.06738,0.09466
616,616,1997,Saxony-Anhalt,East,Widowed,0.09268,35,12414,0.07875,0.10752
617,617,1997,Thuringa,East,Married,0.5765,408,12414,0.54479,0.60694
618,618,1997,Thuringa,East,Single,0.23106,157,12414,0.2014,0.26107
619,619,1997,Thuringa,East,Divorced,0.09581,47,12414,0.07513,0.11643
620,620,1997,Thuringa,East,Widowed,0.09662,39,12414,0.08051,0.11433
621,621,1998,Schleswig-Holstein,West,Married,0.72113,216,13772,0.66992,0.7836
622,622,1998,Schleswig-Holstein,West,Single,0.27887,84,13772,0.23518,0.32144
623,623,1998,Hamburg,West,Married,0.50068,69,13772,0.43013,0.5623
624,624,1998,Hamburg,West,Single,0.49932,47,13772,0.41057,0.60176
625,625,1998,Lower Saxony,West,Married,0.60998,739,13772,0.58082,0.6368
626,626,1998,Lower Saxony,West,Single,0.23899,293,13772,0.22008,0.25918
627,627,1998,Lower Saxony,West,Divorced,0.07406,74,13772,0.06354,0.08619
628,628,1998,Lower Saxony,West,Widowed,0.07697,64,13772,0.06781,0.08731
629,629,1998,Bremen,West,Married,1.0,48,13772,0.8586,1.13402
630,630,1998,North Rhine-Westphalia,West,Married,0.58286,1776,13772,0.56695,0.60004
631,631,1998,North Rhine-Westphalia,West,"Married, living apart",0.03168,81,13772,0.0274,0.03668
632,632,1998,North Rhine-Westphalia,West,Single,0.22119,658,13772,0.21039,0.23393
633,633,1998,North Rhine-Westphalia,West,Divorced,0.06037,138,13772,0.054,0.06748
634,634,1998,North Rhine-Westphalia,West,Widowed,0.10389,173,13772,0.09541,0.11178
635,635,1998,Hesse,West,Married,0.63619,613,13772,0.59782,0.66674
636,636,1998,Hesse,West,Single,0.2126,217,13772,0.18924,0.23381
637,637,1998,Hesse,West,Divorced,0.05386,47,13772,0.04487,0.06664
638,638,1998,Hesse,West,Widowed,0.09735,52,13772,0.0856,0.10907
639,639,1998,"Rhineland-Palatinate, Saarland",West,Married,0.63933,528,13772,0.61214,0.67332
640,640,1998,"Rhineland-Palatinate, Saarland",West,Single,0.18664,157,13772,0.17191,0.20425
641,641,1998,"Rhineland-Palatinate, Saarland",West,Divorced,0.076,43,13772,0.06134,0.09055
642,642,1998,"Rhineland-Palatinate, Saarland",West,Widowed,0.09804,52,13772,0.08366,0.11178
643,643,1998,Baden-Wuerttemberg,West,Married,0.58631,1136,13772,0.55849,0.61211
644,644,1998,Baden-Wuerttemberg,West,"Married, living apart",0.02468,55,13772,0.01914,0.03125
645,645,1998,Baden-Wuerttemberg,West,Single,0.23866,442,13772,0.22258,0.25678
646,646,1998,Baden-Wuerttemberg,West,Divorced,0.06332,83,13772,0.0535,0.07291
647,647,1998,Baden-Wuerttemberg,West,Widowed,0.08703,94,13772,0.07763,0.09755
648,648,1998,Bavaria,West,Married,0.58063,1174,13772,0.55983,0.59939
649,649,1998,Bavaria,West,Single,0.23544,431,13772,0.22,0.25127
650,650,1998,Bavaria,West,Divorced,0.07408,103,13772,0.06465,0.08326
651,651,1998,Bavaria,West,Widowed,0.10985,125,13772,0.10041,0.11957
652,652,1998,Berlin,West,Married,0.44219,121,13772,0.39627,0.48332
653,653,1998,Berlin,West,Single,0.3863,95,13772,0.33848,0.4373
654,654,1998,Berlin,West,Divorced,0.17151,38,13772,0.14015,0.20454
655,655,1998,Berlin,East,Married,0.62875,132,13772,0.58033,0.68502
656,656,1998,Berlin,East,Single,0.37125,64,13772,0.32073,0.42287
657,657,1998,Brandenburg,East,Married,0.54895,356,13772,0.51418,0.58153
658,658,1998,Brandenburg,East,Single,0.26663,162,13772,0.23811,0.29572
