,Unnamed: 0,year,bula_h,sampreg,marstat,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
989,989,2004,Lower Saxony,West,Married,0.59552,1167,21282,0.56602,0.62277
990,990,2004,Lower Saxony,West,Single,0.23919,444,21282,0.22154,0.25807
991,991,2004,Lower Saxony,West,Divorced,0.07542,116,21282,0.06579,0.08455
992,992,2004,Lower Saxony,West,Widowed,0.08987,124,21282,0.07946,0.09947
993,993,2004,Bremen,West,Married,0.75064,105,21282,0.64312,0.85307
994,994,2004,Bremen,West,Single,0.24936,35,21282,0.19265,0.30489
995,995,2004,North Rhine-Westphalia,West,Married,0.57946,2851,21282,0.56429,0.59527
996,996,2004,North Rhine-Westphalia,West,"Married, living apart",0.02675,111,21282,0.02293,0.03192
997,997,2004,North Rhine-Westphalia,West,Single,0.23292,1010,21282,0.22238,0.24511
998,998,2004,North Rhine-Westphalia,West,Divorced,0.0749,284,21282,0.06815,0.08184
999,999,2004,North Rhine-Westphalia,West,Widowed,0.08598,266,21282,0.08076,0.092
1000,1000,2004,Hesse,West,Married,0.60595,919,21282,0.58076,0.63814
1001,1001,2004,Hesse,West,"Married, living apart",0.02697,37,21282,0.02111,0.03338
1002,1002,2004,Hesse,West,Single,0.22872,335,21282,0.20823,0.25135
1003,1003,2004,Hesse,West,Divorced,0.06528,74,21282,0.05487,0.07452
1004,1004,2004,Hesse,West,Widowed,0.07307,69,21282,0.06387,0.08278
1005,1005,2004,"Rhineland-Palatinate, Saarland",West,Married,0.5348,786,21282,0.50494,0.57043
1006,1006,2004,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02515,34,21282,0.01972,0.03217
1007,1007,2004,"Rhineland-Palatinate, Saarland",West,Single,0.23013,272,21282,0.20888,0.25259
1008,1008,2004,"Rhineland-Palatinate, Saarland",West,Divorced,0.08488,91,21282,0.07285,0.09463
1009,1009,2004,"Rhineland-Palatinate, Saarland",West,Widowed,0.12504,113,21282,0.11321,0.13818
1010,1010,2004,Baden-Wuerttemberg,West,Married,0.57111,1611,21282,0.54747,0.59482
1011,1011,2004,Baden-Wuerttemberg,West,"Married, living apart",0.02215,62,21282,0.01788,0.02721
1012,1012,2004,Baden-Wuerttemberg,West,Single,0.25845,643,21282,0.24054,0.27564
1013,1013,2004,Baden-Wuerttemberg,West,Divorced,0.06844,135,21282,0.06213,0.07828
1014,1014,2004,Baden-Wuerttemberg,West,Widowed,0.07985,139,21282,0.07197,0.08774
1015,1015,2004,Bavaria,West,Married,0.53884,1879,21282,0.51851,0.56125
1016,1016,2004,Bavaria,West,"Married, living apart",0.01987,53,21282,0.01594,0.02381
1017,1017,2004,Bavaria,West,Single,0.26378,736,21282,0.24855,0.27651
1018,1018,2004,Bavaria,West,Divorced,0.08926,200,21282,0.08067,0.09807
1019,1019,2004,Bavaria,West,Widowed,0.08824,167,21282,0.08124,0.09667
1020,1020,2004,Berlin,West,Married,0.39947,191,21282,0.35719,0.4496
1021,1021,2004,Berlin,West,Single,0.39381,143,21282,0.34037,0.44527
1022,1022,2004,Berlin,West,Divorced,0.20672,63,21282,0.17633,0.23355
1023,1023,2004,Berlin,East,Married,0.41825,168,21282,0.35827,0.4707
1024,1024,2004,Berlin,East,Single,0.44762,138,21282,0.39012,0.50269
1025,1025,2004,Berlin,East,Divorced,0.13413,33,21282,0.11219,0.15516
1026,1026,2004,Brandenburg,East,Married,0.50697,511,21282,0.47958,0.53818
1027,1027,2004,Brandenburg,East,Single,0.2897,239,21282,0.25873,0.32381
1028,1028,2004,Brandenburg,East,Divorced,0.09514,70,21282,0.07994,0.11022
1029,1029,2004,Brandenburg,East,Widowed,0.10818,65,21282,0.09545,0.12147
1030,1030,2004,Mecklenburg-Western Pomerania,East,Married,0.49653,268,21282,0.45724,0.53723
1031,1031,2004,Mecklenburg-Western Pomerania,East,Single,0.25249,131,21282,0.22054,0.28857
1032,1032,2004,Mecklenburg-Western Pomerania,East,Divorced,0.14657,55,21282,0.12235,0.1752
1033,1033,2004,Mecklenburg-Western Pomerania,East,Widowed,0.10441,38,21282,0.08743,0.12067
1034,1034,2004,Saxony,East,Married,0.51999,902,21282,0.50139,0.54577
1035,1035,2004,Saxony,East,"Married, living apart",0.02461,31,21282,0.01791,0.03194
1036,1036,2004,Saxony,East,Single,0.27689,430,21282,0.25347,0.29561
1037,1037,2004,Saxony,East,Divorced,0.08787,106,21282,0.07659,0.0974
1038,1038,2004,Saxony,East,Widowed,0.09064,100,21282,0.0811,0.09968
1039,1039,2004,Saxony-Anhalt,East,Married,0.58795,545,21282,0.55598,0.62604
1040,1040,2004,Saxony-Anhalt,East,Single,0.24271,241,21282,0.21562,0.27315
1041,1041,2004,Saxony-Anhalt,East,Divorced,0.0662,49,21282,0.05451,0.0773
1042,1042,2004,Saxony-Anhalt,East,Widowed,0.10315,65,21282,0.08834,0.11662
1043,1043,2004,Thuringa,East,Married,0.49725,516,21282,0.46565,0.53244
1044,1044,2004,Thuringa,East,Single,0.29153,268,21282,0.26311,0.3239
1045,1045,2004,Thuringa,East,Divorced,0.11843,86,21282,0.10178,0.13825
1046,1046,2004,Thuringa,East,Widowed,0.09279,56,21282,0.0791,0.10683
1047,1047,2005,Schleswig-Holstein,West,Married,0.60185,407,20394,0.56024,0.64958
1048,1048,2005,Schleswig-Holstein,West,Single,0.25643,146,20394,0.2222,0.29172
1049,1049,2005,Schleswig-Holstein,West,Divorced,0.05987,35,20394,0.04885,0.07285
1050,1050,2005,Schleswig-Holstein,West,Widowed,0.08185,44,20394,0.06974,0.09546
1051,1051,2005,Hamburg,West,Married,0.48331,149,20394,0.42577,0.55641
1052,1052,2005,Hamburg,West,Single,0.51669,93,20394,0.43363,0.60917
1053,1053,2005,Lower Saxony,West,Married,0.57974,1087,20394,0.55013,0.60695
1054,1054,2005,Lower Saxony,West,Single,0.25361,423,20394,0.22923,0.27533
1055,1055,2005,Lower Saxony,West,Divorced,0.07737,113,20394,0.06736,0.08745
1056,1056,2005,Lower Saxony,West,Widowed,0.08929,127,20394,0.08065,0.09844
1057,1057,2005,Bremen,West,Married,0.62483,74,20394,0.51498,0.72082
1058,1058,2005,Bremen,West,Single,0.37517,41,20394,0.28629,0.47322
1059,1059,2005,North Rhine-Westphalia,West,Married,0.56838,2712,20394,0.55148,0.58534
1060,1060,2005,North Rhine-Westphalia,West,"Married, living apart",0.02751,111,20394,0.02268,0.03302
1061,1061,2005,North Rhine-Westphalia,West,Single,0.24356,983,20394,0.22971,0.25709
1062,1062,2005,North Rhine-Westphalia,West,Divorced,0.07947,279,20394,0.07345,0.08631
1063,1063,2005,North Rhine-Westphalia,West,Widowed,0.08108,258,20394,0.07527,0.08691
1064,1064,2005,Hesse,West,Married,0.58172,855,20394,0.5472,0.61393
1065,1065,2005,Hesse,West,"Married, living apart",0.03148,52,20394,0.02435,0.03798
1066,1066,2005,Hesse,West,Single,0.24576,310,20394,0.22077,0.27028
1067,1067,2005,Hesse,West,Divorced,0.07424,79,20394,0.06326,0.08499
1068,1068,2005,Hesse,West,Widowed,0.0668,67,20394,0.05751,0.07567
1069,1069,2005,"Rhineland-Palatinate, Saarland",West,Married,0.5196,739,20394,0.49412,0.55099
1070,1070,2005,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02909,35,20394,0.02154,0.03747
1071,1071,2005,"Rhineland-Palatinate, Saarland",West,Single,0.24523,264,20394,0.22085,0.2678
1072,1072,2005,"Rhineland-Palatinate, Saarland",West,Divorced,0.08596,88,20394,0.07497,0.09807
1073,1073,2005,"Rhineland-Palatinate, Saarland",West,Widowed,0.12011,109,20394,0.10654,0.13252
1074,1074,2005,Baden-Wuerttemberg,West,Married,0.55701,1514,20394,0.53207,0.58396
1075,1075,2005,Baden-Wuerttemberg,West,"Married, living apart",0.01927,49,20394,0.01585,0.02343
1076,1076,2005,Baden-Wuerttemberg,West,Single,0.27732,661,20394,0.26132,0.29773
1077,1077,2005,Baden-Wuerttemberg,West,Divorced,0.07262,143,20394,0.06216,0.08231
1078,1078,2005,Baden-Wuerttemberg,West,Widowed,0.07379,136,20394,0.06572,0.0825
1079,1079,2005,Bavaria,West,Married,0.54353,1788,20394,0.52554,0.56523
1080,1080,2005,Bavaria,West,"Married, living apart",0.02484,61,20394,0.02092,0.02983
1081,1081,2005,Bavaria,West,Single,0.26509,698,20394,0.24716,0.28389
1082,1082,2005,Bavaria,West,Divorced,0.08591,191,20394,0.07861,0.0945
1083,1083,2005,Bavaria,West,Widowed,0.08062,152,20394,0.07342,0.08826
1084,1084,2005,Berlin,West,Married,0.38442,178,20394,0.3376,0.43259
1085,1085,2005,Berlin,West,Single,0.42748,144,20394,0.3708,0.48546
1086,1086,2005,Berlin,West,Divorced,0.1881,54,20394,0.15683,0.221
1087,1087,2005,Berlin,East,Married,0.42506,156,20394,0.37629,0.48147
1088,1088,2005,Berlin,East,Single,0.4242,121,20394,0.36834,0.48082
1089,1089,2005,Berlin,East,Divorced,0.15075,35,20394,0.12302,0.18572
1090,1090,2005,Brandenburg,East,Married,0.49503,492,20394,0.464,0.52657
1091,1091,2005,Brandenburg,East,Single,0.321,250,20394,0.28552,0.35775
1092,1092,2005,Brandenburg,East,Divorced,0.08881,63,20394,0.07497,0.10199
1093,1093,2005,Brandenburg,East,Widowed,0.09516,61,20394,0.08221,0.10566
1094,1094,2005,Mecklenburg-Western Pomerania,East,Married,0.4785,261,20394,0.44409,0.51983
1095,1095,2005,Mecklenburg-Western Pomerania,East,Single,0.24658,128,20394,0.21151,0.28993
1096,1096,2005,Mecklenburg-Western Pomerania,East,Divorced,0.15868,60,20394,0.12179,0.19248
1097,1097,2005,Mecklenburg-Western Pomerania,East,Widowed,0.11624,41,20394,0.09277,0.14272
1098,1098,2005,Saxony,East,Married,0.50454,866,20394,0.48047,0.53358
1099,1099,2005,Saxony,East,"Married, living apart",0.02453,34,20394,0.01837,0.03236
1100,1100,2005,Saxony,East,Single,0.29451,419,20394,0.27359,0.31673
1101,1101,2005,Saxony,East,Divorced,0.09019,105,20394,0.07889,0.1027
1102,1102,2005,Saxony,East,Widowed,0.08623,99,20394,0.0756,0.0973
1103,1103,2005,Saxony-Anhalt,East,Married,0.59097,530,20394,0.55029,0.62955
1104,1104,2005,Saxony-Anhalt,East,Single,0.25009,236,20394,0.22033,0.27538
1105,1105,2005,Saxony-Anhalt,East,Divorced,0.06555,50,20394,0.05604,0.0798
1106,1106,2005,Saxony-Anhalt,East,Widowed,0.09339,61,20394,0.07885,0.10526
1107,1107,2005,Thuringa,East,Married,0.47858,485,20394,0.44203,0.51132
1108,1108,2005,Thuringa,East,Single,0.30027,248,20394,0.25824,0.33828
1109,1109,2005,Thuringa,East,Divorced,0.13018,85,20394,0.10866,0.15493
1110,1110,2005,Thuringa,East,Widowed,0.09096,59,20394,0.07771,0.1063
1111,1111,2006,Schleswig-Holstein,West,Married,0.56781,419,21954,0.52712,0.60518
1112,1112,2006,Schleswig-Holstein,West,Single,0.26764,158,21954,0.2376,0.29955
1113,1113,2006,Schleswig-Holstein,West,Divorced,0.07908,41,21954,0.06508,0.09367
1114,1114,2006,Schleswig-Holstein,West,Widowed,0.08547,46,21954,0.07379,0.10101
1115,1115,2006,Hamburg,West,Married,0.53664,166,21954,0.47738,0.59809
1116,1116,2006,Hamburg,West,Single,0.46336,96,21954,0.3846,0.53088
1117,1117,2006,Lower Saxony,West,Married,0.58267,1243,21954,0.55748,0.60658
1118,1118,2006,Lower Saxony,West,Single,0.25599,442,21954,0.23317,0.27571
1119,1119,2006,Lower Saxony,West,Divorced,0.07364,125,21954,0.0649,0.08067
1120,1120,2006,Lower Saxony,West,Widowed,0.08771,137,21954,0.08049,0.09566
1121,1121,2006,Bremen,West,Married,0.64274,76,21954,0.53106,0.74437
1122,1122,2006,Bremen,West,Single,0.35726,37,21954,0.26914,0.45121
1123,1123,2006,North Rhine-Westphalia,West,Married,0.56017,2857,21954,0.54245,0.57533
1124,1124,2006,North Rhine-Westphalia,West,"Married, living apart",0.02486,108,21954,0.02038,0.02931
1125,1125,2006,North Rhine-Westphalia,West,Single,0.2427,1003,21954,0.22976,0.25506
1126,1126,2006,North Rhine-Westphalia,West,Divorced,0.08476,317,21954,0.07841,0.09114
1127,1127,2006,North Rhine-Westphalia,West,Widowed,0.08751,302,21954,0.08236,0.09241
1128,1128,2006,Hesse,West,Married,0.57549,946,21954,0.54522,0.60404
1129,1129,2006,Hesse,West,"Married, living apart",0.03995,54,21954,0.03135,0.04843
1130,1130,2006,Hesse,West,Single,0.24798,333,21954,0.22819,0.27129
1131,1131,2006,Hesse,West,Divorced,0.0677,89,21954,0.05729,0.07855
1132,1132,2006,Hesse,West,Widowed,0.06889,78,21954,0.05852,0.07809
1133,1133,2006,"Rhineland-Palatinate, Saarland",West,Married,0.51337,773,21954,0.48424,0.54507
1134,1134,2006,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02879,34,21954,0.02209,0.03799
1135,1135,2006,"Rhineland-Palatinate, Saarland",West,Single,0.25007,282,21954,0.22786,0.27611
1136,1136,2006,"Rhineland-Palatinate, Saarland",West,Divorced,0.08934,98,21954,0.07648,0.10472
1137,1137,2006,"Rhineland-Palatinate, Saarland",West,Widowed,0.11842,119,21954,0.10796,0.13052
1138,1138,2006,Baden-Wuerttemberg,West,Married,0.54167,1639,21954,0.52036,0.56518
1139,1139,2006,Baden-Wuerttemberg,West,"Married, living apart",0.02173,58,21954,0.01727,0.02664
1140,1140,2006,Baden-Wuerttemberg,West,Single,0.27967,708,21954,0.26299,0.29685
1141,1141,2006,Baden-Wuerttemberg,West,Divorced,0.07995,170,21954,0.07195,0.08794
1142,1142,2006,Baden-Wuerttemberg,West,Widowed,0.07697,163,21954,0.06934,0.08437
1143,1143,2006,Bavaria,West,Married,0.54052,1940,21954,0.51935,0.55711
1144,1144,2006,Bavaria,West,"Married, living apart",0.02681,80,21954,0.02215,0.03072
1145,1145,2006,Bavaria,West,Single,0.26426,761,21954,0.24859,0.27734
1146,1146,2006,Bavaria,West,Divorced,0.08897,213,21954,0.08231,0.09715
1147,1147,2006,Bavaria,West,Widowed,0.07944,171,21954,0.07276,0.08688
1148,1148,2006,Berlin,West,Married,0.41727,200,21954,0.37299,0.45895
1149,1149,2006,Berlin,West,Single,0.40561,141,21954,0.35615,0.45684
1150,1150,2006,Berlin,West,Divorced,0.17713,53,21954,0.1462,0.20694
1151,1151,2006,Berlin,East,Married,0.40903,162,21954,0.36487,0.45451
1152,1152,2006,Berlin,East,Single,0.43472,129,21954,0.37457,0.49488
1153,1153,2006,Berlin,East,Divorced,0.15625,39,21954,0.12424,0.18219
1154,1154,2006,Brandenburg,East,Married,0.50067,536,21954,0.46775,0.52718
1155,1155,2006,Brandenburg,East,Single,0.31162,256,21954,0.2786,0.34117
1156,1156,2006,Brandenburg,East,Divorced,0.09227,68,21954,0.07822,0.1085
1157,1157,2006,Brandenburg,East,Widowed,0.09544,67,21954,0.08387,0.11034
1158,1158,2006,Mecklenburg-Western Pomerania,East,Married,0.51548,311,21954,0.47868,0.54896
1159,1159,2006,Mecklenburg-Western Pomerania,East,Single,0.26562,144,21954,0.22351,0.29882
1160,1160,2006,Mecklenburg-Western Pomerania,East,Divorced,0.13032,60,21954,0.10934,0.15672
1161,1161,2006,Mecklenburg-Western Pomerania,East,Widowed,0.08858,38,21954,0.07347,0.104
1162,1162,2006,Saxony,East,Married,0.48963,895,21954,0.46897,0.51063
1163,1163,2006,Saxony,East,"Married, living apart",0.0264,36,21954,0.01956,0.03339
1164,1164,2006,Saxony,East,Single,0.29109,437,21954,0.27051,0.31533
1165,1165,2006,Saxony,East,Divorced,0.10277,131,21954,0.09071,0.11454
1166,1166,2006,Saxony,East,Widowed,0.09011,107,21954,0.08066,0.10029
1167,1167,2006,Saxony-Anhalt,East,Married,0.56086,537,21954,0.51385,0.59452
1168,1168,2006,Saxony-Anhalt,East,Single,0.28082,253,21954,0.24408,0.32021
1169,1169,2006,Saxony-Anhalt,East,Divorced,0.07004,58,21954,0.05797,0.08367
1170,1170,2006,Saxony-Anhalt,East,Widowed,0.08827,63,21954,0.07586,0.1028
1171,1171,2006,Thuringa,East,Married,0.47494,526,21954,0.43627,0.50547
1172,1172,2006,Thuringa,East,Single,0.29229,255,21954,0.26185,0.32657
1173,1173,2006,Thuringa,East,Divorced,0.12676,91,21954,0.10718,0.14792
1174,1174,2006,Thuringa,East,Widowed,0.10601,79,21954,0.09249,0.11979
1175,1175,2007,Schleswig-Holstein,West,Married,0.56164,372,20547,0.52006,0.60531
1176,1176,2007,Schleswig-Holstein,West,Single,0.29137,158,20547,0.26123,0.33144
1177,1177,2007,Schleswig-Holstein,West,Divorced,0.06896,37,20547,0.05409,0.08161
1178,1178,2007,Schleswig-Holstein,West,Widowed,0.07803,41,20547,0.06574,0.09263
1179,1179,2007,Hamburg,West,Married,0.5011,158,20547,0.43452,0.55883
1180,1180,2007,Hamburg,West,Single,0.4989,91,20547,0.43204,0.56863
1181,1181,2007,Lower Saxony,West,Married,0.56869,1153,20547,0.54787,0.59735
1182,1182,2007,Lower Saxony,West,"Married, living apart",0.01786,32,20547,0.01235,0.02312
1183,1183,2007,Lower Saxony,West,Single,0.25218,412,20547,0.232,0.27294
1184,1184,2007,Lower Saxony,West,Divorced,0.0779,128,20547,0.06862,0.08746
1185,1185,2007,Lower Saxony,West,Widowed,0.08337,124,20547,0.07646,0.09055
1186,1186,2007,Bremen,West,Married,0.65209,77,20547,0.5531,0.75889
1187,1187,2007,Bremen,West,Single,0.34791,40,20547,0.26459,0.43027
1188,1188,2007,North Rhine-Westphalia,West,Married,0.55828,2643,20547,0.54047,0.57512
1189,1189,2007,North Rhine-Westphalia,West,"Married, living apart",0.02412,91,20547,0.01955,0.02899
1190,1190,2007,North Rhine-Westphalia,West,Single,0.245,946,20547,0.231,0.25683
1191,1191,2007,North Rhine-Westphalia,West,Divorced,0.08601,297,20547,0.07924,0.09203
1192,1192,2007,North Rhine-Westphalia,West,Widowed,0.08658,280,20547,0.08099,0.09296
1193,1193,2007,Hesse,West,Married,0.57088,880,20547,0.53913,0.60328
1194,1194,2007,Hesse,West,"Married, living apart",0.03254,51,20547,0.02452,0.03977
1195,1195,2007,Hesse,West,Single,0.25817,319,20547,0.23795,0.28172
1196,1196,2007,Hesse,West,Divorced,0.07155,87,20547,0.05992,0.08295
1197,1197,2007,Hesse,West,Widowed,0.06686,73,20547,0.05808,0.07667
1198,1198,2007,"Rhineland-Palatinate, Saarland",West,Married,0.48699,691,20547,0.45725,0.51983
1199,1199,2007,"Rhineland-Palatinate, Saarland",West,"Married, living apart",0.02678,31,20547,0.02026,0.03527
1200,1200,2007,"Rhineland-Palatinate, Saarland",West,Single,0.27952,273,20547,0.25647,0.30554
1201,1201,2007,"Rhineland-Palatinate, Saarland",West,Divorced,0.08561,84,20547,0.07393,0.10098
1202,1202,2007,"Rhineland-Palatinate, Saarland",West,Widowed,0.1211,109,20547,0.10755,0.13459
1203,1203,2007,Baden-Wuerttemberg,West,Married,0.53413,1486,20547,0.50916,0.56271
1204,1204,2007,Baden-Wuerttemberg,West,"Married, living apart",0.0304,63,20547,0.0253,0.03459
1205,1205,2007,Baden-Wuerttemberg,West,Single,0.27893,665,20547,0.25906,0.29841
1206,1206,2007,Baden-Wuerttemberg,West,Divorced,0.07976,155,20547,0.07175,0.08756
1207,1207,2007,Baden-Wuerttemberg,West,Widowed,0.07679,152,20547,0.06925,0.08562
1208,1208,2007,Bavaria,West,Married,0.54302,1836,20547,0.52344,0.56208
1209,1209,2007,Bavaria,West,"Married, living apart",0.02573,74,20547,0.02104,0.03035
1210,1210,2007,Bavaria,West,Single,0.26475,713,20547,0.24782,0.28165
1211,1211,2007,Bavaria,West,Divorced,0.08924,216,20547,0.08128,0.09679
1212,1212,2007,Bavaria,West,Widowed,0.07726,160,20547,0.06965,0.08387
1213,1213,2007,Berlin,West,Married,0.42741,188,20547,0.38405,0.47424
1214,1214,2007,Berlin,West,Single,0.41346,135,20547,0.36205,0.47215
1215,1215,2007,Berlin,West,Divorced,0.15913,48,20547,0.13346,0.185
1216,1216,2007,Berlin,East,Married,0.40833,165,20547,0.36645,0.44391
1217,1217,2007,Berlin,East,Single,0.43675,124,20547,0.39042,0.50582
1218,1218,2007,Berlin,East,Divorced,0.15492,36,20547,0.12718,0.18295
1219,1219,2007,Brandenburg,East,Married,0.4964,486,20547,0.46475,0.53356
1220,1220,2007,Brandenburg,East,Single,0.31746,243,20547,0.28699,0.35045
1221,1221,2007,Brandenburg,East,Divorced,0.09197,66,20547,0.07679,0.10788
1222,1222,2007,Brandenburg,East,Widowed,0.09417,60,20547,0.07829,0.10756
1223,1223,2007,Mecklenburg-Western Pomerania,East,Married,0.5242,293,20547,0.47898,0.56691
1224,1224,2007,Mecklenburg-Western Pomerania,East,Single,0.24809,124,20547,0.21218,0.28994
1225,1225,2007,Mecklenburg-Western Pomerania,East,Divorced,0.14101,59,20547,0.1158,0.17131
1226,1226,2007,Mecklenburg-Western Pomerania,East,Widowed,0.0867,34,20547,0.0692,0.10982
1227,1227,2007,Saxony,East,Married,0.48913,841,20547,0.46376,0.51931
1228,1228,2007,Saxony,East,Single,0.32137,438,20547,0.294,0.34993
1229,1229,2007,Saxony,East,Divorced,0.10406,131,20547,0.09098,0.11853
1230,1230,2007,Saxony,East,Widowed,0.08545,99,20547,0.07512,0.0952
1231,1231,2007,Saxony-Anhalt,East,Married,0.56031,506,20547,0.5185,0.59884
1232,1232,2007,Saxony-Anhalt,East,Single,0.28709,247,20547,0.25144,0.32481
1233,1233,2007,Saxony-Anhalt,East,Divorced,0.06697,52,20547,0.05433,0.07966
1234,1234,2007,Saxony-Anhalt,East,Widowed,0.08562,62,20547,0.07313,0.09888
1235,1235,2007,Thuringa,East,Married,0.46154,494,20547,0.42259,0.49249
1236,1236,2007,Thuringa,East,Single,0.32045,257,20547,0.28156,0.35325
1237,1237,2007,Thuringa,East,Divorced,0.12097,88,20547,0.10228,0.14245
1238,1238,2007,Thuringa,East,Widowed,0.09704,73,20547,0.08593,0.11062
1239,1239,2008,Schleswig-Holstein,West,Married,0.55923,333,19234,0.51239,0.59978
1240,1240,2008,Schleswig-Holstein,West,Single,0.28009,134,19234,0.24677,0.32973
1241,1241,2008,Schleswig-Holstein,West,Divorced,0.09092,38,19234,0.07164,0.11222
1242,1242,2008,Schleswig-Holstein,West,Widowed,0.06975,36,19234,0.05705,0.08035
1243,1243,2008,Hamburg,West,Married,0.48729,145,19234,0.43305,0.58123
1244,1244,2008,Hamburg,West,Single,0.51271,92,19234,0.4243,0.62584
1245,1245,2008,Lower Saxony,West,Married,0.55373,1090,19234,0.52422,0.5838
1246,1246,2008,Lower Saxony,West,Single,0.27623,394,19234,0.25323,0.29735
1247,1247,2008,Lower Saxony,West,Divorced,0.08011,127,19234,0.07029,0.09136
1248,1248,2008,Lower Saxony,West,Widowed,0.08993,125,19234,0.07991,0.09754
1249,1249,2008,Bremen,West,Married,0.62608,68,19234,0.51734,0.73138
1250,1250,2008,Bremen,West,Single,0.37392,40,19234,0.26653,0.50489
1251,1251,2008,North Rhine-Westphalia,West,Married,0.55227,2453,19234,0.53455,0.56929
1252,1252,2008,North Rhine-Westphalia,West,"Married, living apart",0.02093,89,19234,0.01765,0.02508
1253,1253,2008,North Rhine-Westphalia,West,Single,0.2548,889,19234,0.23918,0.27081
1254,1254,2008,North Rhine-Westphalia,West,Divorced,0.08482,267,19234,0.07594,0.09506
1255,1255,2008,North Rhine-Westphalia,West,Widowed,0.08718,265,19234,0.08084,0.09319
1256,1256,2008,Hesse,West,Married,0.56352,832,19234,0.52893,0.59913
1257,1257,2008,Hesse,West,"Married, living apart",0.03018,44,19234,0.02149,0.03792
1258,1258,2008,Hesse,West,Single,0.2642,303,19234,0.24039,0.28815
1259,1259,2008,Hesse,West,Divorced,0.07399,84,19234,0.06122,0.08765
1260,1260,2008,Hesse,West,Widowed,0.06812,71,19234,0.05724,0.07834
1261,1261,2008,"Rhineland-Palatinate, Saarland",West,Married,0.49939,644,19234,0.47113,0.53145
1262,1262,2008,"Rhineland-Palatinate, Saarland",West,Single,0.27509,252,19234,0.25365,0.30033
1263,1263,2008,"Rhineland-Palatinate, Saarland",West,Divorced,0.08951,81,19234,0.07702,0.10333
1264,1264,2008,"Rhineland-Palatinate, Saarland",West,Widowed,0.136,108,19234,0.12235,0.15048
1265,1265,2008,Baden-Wuerttemberg,West,Married,0.53167,1410,19234,0.50615,0.55884
1266,1266,2008,Baden-Wuerttemberg,West,"Married, living apart",0.02847,59,19234,0.02349,0.03438
1267,1267,2008,Baden-Wuerttemberg,West,Single,0.28136,617,19234,0.25999,0.30281
1268,1268,2008,Baden-Wuerttemberg,West,Divorced,0.07829,142,19234,0.06952,0.08813
1269,1269,2008,Baden-Wuerttemberg,West,Widowed,0.08021,152,19234,0.07264,0.09037
1270,1270,2008,Bavaria,West,Married,0.53396,1693,19234,0.51721,0.55855
1271,1271,2008,Bavaria,West,"Married, living apart",0.0259,67,19234,0.02106,0.031
1272,1272,2008,Bavaria,West,Single,0.27167,664,19234,0.25277,0.29212
1273,1273,2008,Bavaria,West,Divorced,0.09537,215,19234,0.0875,0.10379
1274,1274,2008,Bavaria,West,Widowed,0.07309,151,19234,0.06526,0.07984
1275,1275,2008,Berlin,West,Married,0.41401,173,19234,0.37113,0.47335
1276,1276,2008,Berlin,West,Single,0.4236,124,19234,0.37098,0.47898
1277,1277,2008,Berlin,West,Divorced,0.16239,46,19234,0.13479,0.19156
1278,1278,2008,Berlin,East,Married,0.40412,157,19234,0.35755,0.45578
1279,1279,2008,Berlin,East,Single,0.44301,123,19234,0.38323,0.50621
1280,1280,2008,Berlin,East,Divorced,0.15287,35,19234,0.12938,0.18659
1281,1281,2008,Brandenburg,East,Married,0.46902,457,19234,0.43163,0.5017
1282,1282,2008,Brandenburg,East,Single,0.34094,232,19234,0.29936,0.37934
1283,1283,2008,Brandenburg,East,Divorced,0.09839,64,19234,0.0791,0.11606
1284,1284,2008,Brandenburg,East,Widowed,0.09165,60,19234,0.07749,0.10699
1285,1285,2008,Mecklenburg-Western Pomerania,East,Married,0.54135,285,19234,0.49166,0.58629
1286,1286,2008,Mecklenburg-Western Pomerania,East,Single,0.22486,106,19234,0.18745,0.249
1287,1287,2008,Mecklenburg-Western Pomerania,East,Divorced,0.14928,61,19234,0.11549,0.18422
1288,1288,2008,Mecklenburg-Western Pomerania,East,Widowed,0.08452,34,19234,0.06401,0.10675
1289,1289,2008,Saxony,East,Married,0.5063,822,19234,0.47742,0.53787
1290,1290,2008,Saxony,East,Single,0.30863,390,19234,0.27874,0.33779
1291,1291,2008,Saxony,East,Divorced,0.10493,123,19234,0.08762,0.11917
1292,1292,2008,Saxony,East,Widowed,0.08013,93,19234,0.07112,0.09063
1293,1293,2008,Saxony-Anhalt,East,Married,0.55501,466,19234,0.51147,0.59395
1294,1294,2008,Saxony-Anhalt,East,Single,0.29132,233,19234,0.25363,0.34082
1295,1295,2008,Saxony-Anhalt,East,Divorced,0.07229,55,19234,0.05729,0.08881
1296,1296,2008,Saxony-Anhalt,East,Widowed,0.08138,53,19234,0.06874,0.09578
1297,1297,2008,Thuringa,East,Married,0.43876,466,19234,0.40702,0.4836
1298,1298,2008,Thuringa,East,Single,0.34012,242,19234,0.29969,0.38269
1299,1299,2008,Thuringa,East,Divorced,0.1273,90,19234,0.10664,0.14691
1300,1300,2008,Thuringa,East,Widowed,0.09382,70,19234,0.08225,0.10415
1301,1301,2009,Schleswig-Holstein,West,Married,0.58252,310,17934,0.53127,0.63727
1302,1302,2009,Schleswig-Holstein,West,Single,0.26073,121,17934,0.2243,0.29445
