"plb0219","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2009","Nordrhein-Westfalen","111","0.0587649636240796","0.0484370712805153","0.0690928559676439"
"Ja, alle 3-4 Wochen","2009","Hessen","44","0.0646670545994855","0.0467153739062546","0.0826187352927164"
"Ja, alle 3-4 Wochen","2009","Rheinland-Pfalz,Saarland","29","","",""
"Ja, alle 3-4 Wochen","2009","Baden-Wuerttemberg","64","0.0660290566195669","0.0519785592887333","0.0800795539504005"
"Ja, alle 3-4 Wochen","2009","Bayern","69","0.0393913379934841","0.0295042995620565","0.0492783764249117"
"Ja, alle 3-4 Wochen","2009","Saarland","","","",""
"Ja, alle 3-4 Wochen","2009","Berlin","27","","",""
"Ja, alle 3-4 Wochen","2009","Brandenburg","26","","",""
"Ja, alle 3-4 Wochen","2009","Mecklenburg-Vorpommern","15","","",""
"Ja, alle 3-4 Wochen","2009","Sachsen","39","0.0594990952166272","0.0422560593318356","0.0767421311014188"
"Ja, alle 3-4 Wochen","2009","Sachsen-Anhalt","27","","",""
"Ja, alle 3-4 Wochen","2009","Thueringen","31","0.137191320603939","0.10351718351142","0.170865457696458"
"Seltener","2009","Schleswig-Holstein","41","0.146243151466329","0.103126690447894","0.189359612484763"
"Seltener","2009","Hamburg","37","0.274020100560942","0.20216282581161","0.345877375310274"
"Seltener","2009","Niedersachsen","189","0.228750428991234","0.201170847900768","0.2563300100817"
"Seltener","2009","Bremen","9","","",""
"Seltener","2009","Nordrhein-Westfalen","343","0.187808128956861","0.170657109633781","0.204959148279941"
"Seltener","2009","Hessen","161","0.206963525652916","0.17739198531447","0.236535065991362"
"Seltener","2009","Rheinland-Pfalz,Saarland","112","0.198716780451481","0.165608144648238","0.231825416254725"
"Seltener","2009","Baden-Wuerttemberg","180","0.142777169899172","0.122983163010778","0.162571176787565"
"Seltener","2009","Bayern","289","0.205102357713733","0.18457970303806","0.225625012389407"
"Seltener","2009","Saarland","","","",""
"Seltener","2009","Berlin","89","0.180791431352914","0.141788391693721","0.219794471012107"
"Seltener","2009","Brandenburg","74","0.233705888817451","0.190350796010711","0.27706098162419"
"Seltener","2009","Mecklenburg-Vorpommern","42","0.144586416654861","0.0996223090680649","0.189550524241657"
"Seltener","2009","Sachsen","146","0.229165050362038","0.198528925323241","0.259801175400836"
"Seltener","2009","Sachsen-Anhalt","74","0.161617128489826","0.125589075213146","0.197645181766505"
"Seltener","2009","Thueringen","76","0.168142482234112","0.13153759233916","0.204747372129063"
"Nein, nie","2010","Schleswig-Holstein","95","0.588860695208191","0.515112598232338","0.662608792184043"
"Nein, nie","2010","Hamburg","41","0.612982817348005","0.503478669756786","0.722486964939224"
"Nein, nie","2010","Niedersachsen","227","0.506703680067235","0.459721363202965","0.553685996931505"
"Nein, nie","2010","Bremen","14","","",""
"Nein, nie","2010","Nordrhein-Westfalen","509","0.57494073124744","0.542715194501467","0.607166267993414"
"Nein, nie","2010","Hessen","182","0.542458843551193","0.489030299792787","0.595887387309599"
"Nein, nie","2010","Rheinland-Pfalz,Saarland","149","0.589329518578291","0.52858967604661","0.650069361109971"
"Nein, nie","2010","Baden-Wuerttemberg","376","0.598725991470914","0.560511848598817","0.636940134343012"
"Nein, nie","2010","Bayern","472","0.635277990056185","0.601519309440296","0.669036670672074"
"Nein, nie","2010","Saarland","","","",""
"Nein, nie","2010","Berlin","70","0.540567725765927","0.459452964096577","0.621682487435278"
"Nein, nie","2010","Brandenburg","70","0.50910348822626","0.426293622093738","0.591913354358783"
"Nein, nie","2010","Mecklenburg-Vorpommern","50","0.557908260551537","0.461052601622985","0.654763919480089"
"Nein, nie","2010","Sachsen","134","0.545139312270903","0.483658333411672","0.606620291130134"
"Nein, nie","2010","Sachsen-Anhalt","74","0.639426596758968","0.553155205226715","0.72569798829122"
"Nein, nie","2010","Thueringen","84","0.578779747760452","0.497853136073059","0.659706359447846"
"Ja, jede Woche","2010","Schleswig-Holstein","16","","",""
"Ja, jede Woche","2010","Hamburg","5","","",""
"Ja, jede Woche","2010","Niedersachsen","37","0.0876888061935664","0.0611092917402417","0.114268320646891"
"Ja, jede Woche","2010","Bremen","3","","",""
"Ja, jede Woche","2010","Nordrhein-Westfalen","61","0.0621547582309305","0.0464161379962409","0.0778933784656201"
"Ja, jede Woche","2010","Hessen","27","","",""
"Ja, jede Woche","2010","Rheinland-Pfalz,Saarland","23","","",""
"Ja, jede Woche","2010","Baden-Wuerttemberg","34","0.0537395125103192","0.0361585856963945","0.0713204393242438"
"Ja, jede Woche","2010","Bayern","55","0.0613468877741381","0.0445173803921339","0.0781763951561423"
"Ja, jede Woche","2010","Saarland","","","",""
"Ja, jede Woche","2010","Berlin","8","","",""
"Ja, jede Woche","2010","Brandenburg","14","","",""
"Ja, jede Woche","2010","Mecklenburg-Vorpommern","9","","",""
"Ja, jede Woche","2010","Sachsen","11","","",""
"Ja, jede Woche","2010","Sachsen-Anhalt","7","","",""
"Ja, jede Woche","2010","Thueringen","9","","",""
"Ja, alle 2 Wochen","2010","Schleswig-Holstein","25","","",""
"Ja, alle 2 Wochen","2010","Hamburg","16","","",""
"Ja, alle 2 Wochen","2010","Niedersachsen","45","0.119759584065695","0.0892483864597458","0.150270781671645"
"Ja, alle 2 Wochen","2010","Bremen","8","","",""
"Ja, alle 2 Wochen","2010","Nordrhein-Westfalen","107","0.115923437652795","0.0950547835788518","0.136792091726738"
"Ja, alle 2 Wochen","2010","Hessen","35","0.102792087066223","0.0702233253164038","0.135360848816042"
"Ja, alle 2 Wochen","2010","Rheinland-Pfalz,Saarland","33","0.164472414874592","0.118703064162162","0.210241765587022"
"Ja, alle 2 Wochen","2010","Baden-Wuerttemberg","67","0.10454201083581","0.0806882102480886","0.128395811423531"
"Ja, alle 2 Wochen","2010","Bayern","73","0.0775179047850656","0.0587635313352957","0.0962722782348356"
"Ja, alle 2 Wochen","2010","Saarland","","","",""
"Ja, alle 2 Wochen","2010","Berlin","16","","",""
"Ja, alle 2 Wochen","2010","Brandenburg","22","","",""
"Ja, alle 2 Wochen","2010","Mecklenburg-Vorpommern","17","","",""
"Ja, alle 2 Wochen","2010","Sachsen","27","","",""
"Ja, alle 2 Wochen","2010","Sachsen-Anhalt","11","","",""
"Ja, alle 2 Wochen","2010","Thueringen","9","","",""
"Ja, alle 3-4 Wochen","2010","Schleswig-Holstein","10","","",""
"Ja, alle 3-4 Wochen","2010","Hamburg","4","","",""
"Ja, alle 3-4 Wochen","2010","Niedersachsen","29","","",""
"Ja, alle 3-4 Wochen","2010","Bremen","2","","",""
"Ja, alle 3-4 Wochen","2010","Nordrhein-Westfalen","54","0.0592118900372805","0.043826296753088","0.074597483321473"
"Ja, alle 3-4 Wochen","2010","Hessen","24","","",""
"Ja, alle 3-4 Wochen","2010","Rheinland-Pfalz,Saarland","18","","",""
"Ja, alle 3-4 Wochen","2010","Baden-Wuerttemberg","37","0.0709019014547059","0.0508918005496937","0.090912002359718"
"Ja, alle 3-4 Wochen","2010","Bayern","48","0.0644959649913752","0.0472688846496547","0.0817230453330957"
"Ja, alle 3-4 Wochen","2010","Saarland","","","",""
"Ja, alle 3-4 Wochen","2010","Berlin","8","","",""
"Ja, alle 3-4 Wochen","2010","Brandenburg","16","","",""
"Ja, alle 3-4 Wochen","2010","Mecklenburg-Vorpommern","8","","",""
"Ja, alle 3-4 Wochen","2010","Sachsen","21","","",""
"Ja, alle 3-4 Wochen","2010","Sachsen-Anhalt","7","","",""
"Ja, alle 3-4 Wochen","2010","Thueringen","9","","",""
"Seltener","2010","Schleswig-Holstein","25","","",""
"Seltener","2010","Hamburg","10","","",""
"Seltener","2010","Niedersachsen","97","0.232033553098686","0.192364669289002","0.27170243690837"
"Seltener","2010","Bremen","9","","",""
"Seltener","2010","Nordrhein-Westfalen","173","0.187769182831553","0.162311682065875","0.213226683597232"
"Seltener","2010","Hessen","66","0.208763536586869","0.165176702343522","0.252350370830216"
"Seltener","2010","Rheinland-Pfalz,Saarland","29","","",""
"Seltener","2010","Baden-Wuerttemberg","118","0.17209058372825","0.142662667113567","0.201518500342934"
"Seltener","2010","Bayern","133","0.161361252393236","0.135561848935681","0.187160655850792"
"Seltener","2010","Saarland","","","",""
"Seltener","2010","Berlin","43","0.26309717014905","0.191428839201718","0.334765501096383"
"Seltener","2010","Brandenburg","18","","",""
"Seltener","2010","Mecklenburg-Vorpommern","17","","",""
"Seltener","2010","Sachsen","59","0.211064201015585","0.160682138638965","0.261446263392204"
"Seltener","2010","Sachsen-Anhalt","20","","",""
"Seltener","2010","Thueringen","32","0.200006688449305","0.134445697404945","0.265567679493664"
"Nein, nie","2011","Schleswig-Holstein","330","0.604361439936085","0.563789229304539","0.644933650567632"
"Nein, nie","2011","Hamburg","151","0.662410514184794","0.603196689504446","0.721624338865143"
"Nein, nie","2011","Niedersachsen","907","0.60369412557174","0.579136897856221","0.628251353287259"
"Nein, nie","2011","Bremen","57","0.779042039588048","0.697315000120338","0.860769079055759"
"Nein, nie","2011","Nordrhein-Westfalen","2035","0.610734221249971","0.594032624487918","0.627435818012025"
"Nein, nie","2011","Hessen","663","0.57719070963122","0.549228568312313","0.605152850950128"
"Nein, nie","2011","Rheinland-Pfalz,Saarland","557","0.565694920308446","0.533923920675063","0.597465919941829"
"Nein, nie","2011","Baden-Wuerttemberg","1397","0.645573172505916","0.625316206993905","0.665830138017927"
"Nein, nie","2011","Bayern","1676","0.623277232549504","0.60499630556034","0.641558159538667"
"Nein, nie","2011","Saarland","","","",""
"Nein, nie","2011","Berlin","299","0.567664960182688","0.526634126697316","0.608695793668059"
"Nein, nie","2011","Brandenburg","312","0.507327489816752","0.467489834778653","0.547165144854851"
"Nein, nie","2011","Mecklenburg-Vorpommern","213","0.658669224308512","0.608923382170856","0.708415066446167"
"Nein, nie","2011","Sachsen","594","0.558795267374327","0.528412953124202","0.589177581624453"
"Nein, nie","2011","Sachsen-Anhalt","347","0.574097715611323","0.534531878386972","0.613663552835673"
"Nein, nie","2011","Thueringen","371","0.586991048368147","0.548481915394695","0.625500181341598"
"Ja, jede Woche","2011","Schleswig-Holstein","38","0.0746252915002502","0.0528214596242047","0.0964291233762956"
"Ja, jede Woche","2011","Hamburg","18","","",""
"Ja, jede Woche","2011","Niedersachsen","112","0.064493681069501","0.0521615664383113","0.0768257957006907"
"Ja, jede Woche","2011","Bremen","12","","",""
"Ja, jede Woche","2011","Nordrhein-Westfalen","242","0.0820982174419457","0.0726950596509292","0.0915013752329623"
"Ja, jede Woche","2011","Hessen","97","0.0614255727124152","0.0478346962388726","0.0750164491859579"
"Ja, jede Woche","2011","Rheinland-Pfalz,Saarland","81","0.107662942215347","0.0877955954435302","0.127530288987164"
"Ja, jede Woche","2011","Baden-Wuerttemberg","128","0.0538149372394579","0.0442589002827643","0.0633709741961516"
"Ja, jede Woche","2011","Bayern","183","0.0672398190376221","0.057791709585907","0.0766879284893373"
"Ja, jede Woche","2011","Saarland","","","",""
"Ja, jede Woche","2011","Berlin","62","0.110752955008539","0.0847607601540314","0.136745149863047"
"Ja, jede Woche","2011","Brandenburg","51","0.0768856532117888","0.0556570798840952","0.0981142265394825"
"Ja, jede Woche","2011","Mecklenburg-Vorpommern","22","","",""
"Ja, jede Woche","2011","Sachsen","66","0.0628822587595392","0.0480285276687578","0.0777359898503205"
"Ja, jede Woche","2011","Sachsen-Anhalt","39","0.06122730041969","0.0420439152314938","0.0804106856078862"
"Ja, jede Woche","2011","Thueringen","34","0.05157114201696","0.0342740130527262","0.0688682709811939"
"Ja, alle 2 Wochen","2011","Schleswig-Holstein","52","0.0692755062301394","0.0482071129212026","0.0903438995390762"
"Ja, alle 2 Wochen","2011","Hamburg","18","","",""
"Ja, alle 2 Wochen","2011","Niedersachsen","160","0.11192547970912","0.096096796231767","0.127754163186474"
"Ja, alle 2 Wochen","2011","Bremen","6","","",""
"Ja, alle 2 Wochen","2011","Nordrhein-Westfalen","311","0.0951310635527155","0.0850811397440277","0.105180987361403"
"Ja, alle 2 Wochen","2011","Hessen","118","0.09306743959256","0.0766227803177957","0.109512098867324"
"Ja, alle 2 Wochen","2011","Rheinland-Pfalz,Saarland","87","0.0894082804749315","0.071119152231752","0.107697408718111"
"Ja, alle 2 Wochen","2011","Baden-Wuerttemberg","180","0.100963403959613","0.088204627303446","0.11372218061578"
"Ja, alle 2 Wochen","2011","Bayern","251","0.081877991429581","0.0715341837316398","0.0922217991275221"
"Ja, alle 2 Wochen","2011","Saarland","","","",""
"Ja, alle 2 Wochen","2011","Berlin","45","0.0643760641336901","0.0440493607461897","0.0847027675211906"
"Ja, alle 2 Wochen","2011","Brandenburg","79","0.107352264555456","0.0826852799628908","0.13201924914802"
"Ja, alle 2 Wochen","2011","Mecklenburg-Vorpommern","43","0.112178511201658","0.0790689793821608","0.145288043021156"
"Ja, alle 2 Wochen","2011","Sachsen","122","0.13839570165154","0.117266181227482","0.159525222075599"
"Ja, alle 2 Wochen","2011","Sachsen-Anhalt","73","0.129868382029469","0.10297058849036","0.156766175568579"
"Ja, alle 2 Wochen","2011","Thueringen","61","0.100200251375406","0.0767160601299848","0.123684442620826"
"Ja, alle 3-4 Wochen","2011","Schleswig-Holstein","34","0.0377397048891882","0.0219280792032949","0.0535513305750814"
"Ja, alle 3-4 Wochen","2011","Hamburg","18","","",""
"Ja, alle 3-4 Wochen","2011","Niedersachsen","80","0.0474673036520453","0.0367916903324932","0.0581429169715974"
"Ja, alle 3-4 Wochen","2011","Bremen","5","","",""
"Ja, alle 3-4 Wochen","2011","Nordrhein-Westfalen","165","0.047077205958138","0.0398221135078199","0.0543322984084562"
"Ja, alle 3-4 Wochen","2011","Hessen","86","0.0557674876698742","0.0427787030751844","0.068756272264564"
"Ja, alle 3-4 Wochen","2011","Rheinland-Pfalz,Saarland","62","0.0638382708249934","0.0481686573248115","0.0795078843251753"
"Ja, alle 3-4 Wochen","2011","Baden-Wuerttemberg","87","0.0410631487719477","0.0326596626667252","0.0494666348771701"
"Ja, alle 3-4 Wochen","2011","Bayern","156","0.0616977233597676","0.052620508754734","0.0707749379648013"
"Ja, alle 3-4 Wochen","2011","Saarland","","","",""
"Ja, alle 3-4 Wochen","2011","Berlin","37","0.05506471403888","0.0361721107603347","0.0739573173174253"
"Ja, alle 3-4 Wochen","2011","Brandenburg","51","0.0861227553701174","0.0637678264412317","0.108477684299003"
"Ja, alle 3-4 Wochen","2011","Mecklenburg-Vorpommern","19","","",""
"Ja, alle 3-4 Wochen","2011","Sachsen","60","0.0462967041667691","0.0334392172860015","0.0591541910475367"
"Ja, alle 3-4 Wochen","2011","Sachsen-Anhalt","46","0.059719906480911","0.0407589323268587","0.0786808806349632"
"Ja, alle 3-4 Wochen","2011","Thueringen","54","0.0739712894730147","0.0535015606296981","0.0944410183163312"
"Seltener","2011","Schleswig-Holstein","104","0.213998057444337","0.179969172627283","0.248026942261391"
"Seltener","2011","Hamburg","40","0.137132017752784","0.0940588652134724","0.180205170292096"
"Seltener","2011","Niedersachsen","265","0.172419409997593","0.153454366944388","0.191384453050798"
"Seltener","2011","Bremen","19","","",""
"Seltener","2011","Nordrhein-Westfalen","521","0.164959291797229","0.152246206258204","0.177672377336255"
"Seltener","2011","Hessen","235","0.21254879039393","0.189391931697893","0.235705649089967"
"Seltener","2011","Rheinland-Pfalz,Saarland","148","0.173395586176281","0.149128917270261","0.197662255082302"
"Seltener","2011","Baden-Wuerttemberg","350","0.158585337523065","0.143115886170001","0.17405478887613"
"Seltener","2011","Bayern","433","0.165907233623526","0.151873071569202","0.179941395677849"
"Seltener","2011","Saarland","","","",""
"Seltener","2011","Berlin","117","0.202141306636203","0.168879594353267","0.235403018919139"
"Seltener","2011","Brandenburg","112","0.222311837045886","0.189179319109142","0.255444354982631"
"Seltener","2011","Mecklenburg-Vorpommern","52","0.123403445161817","0.0888971049805532","0.157909785343081"
"Seltener","2011","Sachsen","184","0.193630068047824","0.169451644987255","0.217808491108393"
"Seltener","2011","Sachsen-Anhalt","95","0.175086695458607","0.144677621636332","0.205495769280882"
"Seltener","2011","Thueringen","108","0.187266268766473","0.156754162359344","0.217778375173602"
"Nein, nie","2012","Schleswig-Holstein","153","0.674217884827162","0.615770730901939","0.732665038752386"
"Nein, nie","2012","Hamburg","50","0.691875073626521","0.588746268231433","0.79500387902161"
"Nein, nie","2012","Niedersachsen","292","0.600086707502003","0.557018200205176","0.64315521479883"
"Nein, nie","2012","Bremen","23","","",""
"Nein, nie","2012","Nordrhein-Westfalen","627","0.647185859410863","0.617745348929962","0.676626369891764"
"Nein, nie","2012","Hessen","215","0.61937366251095","0.569287209742683","0.669460115279217"
"Nein, nie","2012","Rheinland-Pfalz,Saarland","166","0.591875736862445","0.533680922738397","0.650070550986493"
"Nein, nie","2012","Baden-Wuerttemberg","471","0.648296052246348","0.613845576779326","0.682746527713371"
"Nein, nie","2012","Bayern","580","0.662509998201322","0.631770779598745","0.6932492168039"
"Nein, nie","2012","Saarland","","","",""
"Nein, nie","2012","Berlin","76","0.47897679039296","0.398494004122919","0.559459576663001"
"Nein, nie","2012","Brandenburg","97","0.592588843026537","0.517158256776301","0.668019429276772"
"Nein, nie","2012","Mecklenburg-Vorpommern","54","0.533964840222327","0.435200373008402","0.632729307436252"
"Nein, nie","2012","Sachsen","172","0.609638419689556","0.552293441601877","0.666983397777234"
"Nein, nie","2012","Sachsen-Anhalt","86","0.634427846751437","0.554937167763639","0.713918525739235"
"Nein, nie","2012","Thueringen","107","0.680187047869208","0.608365826419955","0.752008269318461"
"Ja, jede Woche","2012","Schleswig-Holstein","18","","",""
"Ja, jede Woche","2012","Hamburg","5","","",""
"Ja, jede Woche","2012","Niedersachsen","44","0.0874400767754122","0.0626055517780733","0.112274601772751"
"Ja, jede Woche","2012","Bremen","7","","",""
"Ja, jede Woche","2012","Nordrhein-Westfalen","75","0.0665323794389209","0.0511782926321242","0.0818864662457176"
"Ja, jede Woche","2012","Hessen","34","0.0984884883576506","0.0677506824236953","0.129226294291606"
"Ja, jede Woche","2012","Rheinland-Pfalz,Saarland","24","","",""
"Ja, jede Woche","2012","Baden-Wuerttemberg","49","0.0523960047556274","0.0363198403805038","0.068472169130751"
"Ja, jede Woche","2012","Bayern","64","0.0653422200661805","0.0492768991595991","0.0814075409727619"
"Ja, jede Woche","2012","Saarland","","","",""
"Ja, jede Woche","2012","Berlin","14","","",""
"Ja, jede Woche","2012","Brandenburg","17","","",""
"Ja, jede Woche","2012","Mecklenburg-Vorpommern","12","","",""
"Ja, jede Woche","2012","Sachsen","15","","",""
"Ja, jede Woche","2012","Sachsen-Anhalt","8","","",""
"Ja, jede Woche","2012","Thueringen","7","","",""
"Ja, alle 2 Wochen","2012","Schleswig-Holstein","33","0.119106216849655","0.078711124800212","0.159501308899098"
"Ja, alle 2 Wochen","2012","Hamburg","14","","",""
"Ja, alle 2 Wochen","2012","Niedersachsen","53","0.103832297610644","0.0770140267498215","0.130650568471467"
"Ja, alle 2 Wochen","2012","Bremen","7","","",""
"Ja, alle 2 Wochen","2012","Nordrhein-Westfalen","113","0.0970058817352153","0.0787711520646611","0.115240611405769"
"Ja, alle 2 Wochen","2012","Hessen","28","","",""
"Ja, alle 2 Wochen","2012","Rheinland-Pfalz,Saarland","24","","",""
"Ja, alle 2 Wochen","2012","Baden-Wuerttemberg","65","0.094284893477188","0.0732016816023569","0.115368105352019"
"Ja, alle 2 Wochen","2012","Bayern","81","0.0834358264684582","0.0654585509552786","0.101413101981638"
"Ja, alle 2 Wochen","2012","Saarland","","","",""
"Ja, alle 2 Wochen","2012","Berlin","17","","",""
"Ja, alle 2 Wochen","2012","Brandenburg","15","","",""
"Ja, alle 2 Wochen","2012","Mecklenburg-Vorpommern","13","","",""
"Ja, alle 2 Wochen","2012","Sachsen","30","0.100841237447272","0.0654445218257996","0.136237953068744"
"Ja, alle 2 Wochen","2012","Sachsen-Anhalt","17","","",""
"Ja, alle 2 Wochen","2012","Thueringen","15","","",""
"Ja, alle 3-4 Wochen","2012","Schleswig-Holstein","21","","",""
"Ja, alle 3-4 Wochen","2012","Hamburg","3","","",""
"Ja, alle 3-4 Wochen","2012","Niedersachsen","18","","",""
"Ja, alle 3-4 Wochen","2012","Bremen","5","","",""
"Ja, alle 3-4 Wochen","2012","Nordrhein-Westfalen","50","0.0523129012701887","0.0385947773297349","0.0660310252106425"
"Ja, alle 3-4 Wochen","2012","Hessen","23","","",""
"Ja, alle 3-4 Wochen","2012","Rheinland-Pfalz,Saarland","19","","",""
"Ja, alle 3-4 Wochen","2012","Baden-Wuerttemberg","47","0.0695803108307988","0.0512232757251515","0.0879373459364461"
"Ja, alle 3-4 Wochen","2012","Bayern","51","0.0557906412724526","0.0408702237452729","0.0707110587996323"
"Ja, alle 3-4 Wochen","2012","Saarland","","","",""
"Ja, alle 3-4 Wochen","2012","Berlin","9","","",""
"Ja, alle 3-4 Wochen","2012","Brandenburg","13","","",""
"Ja, alle 3-4 Wochen","2012","Mecklenburg-Vorpommern","7","","",""
"Ja, alle 3-4 Wochen","2012","Sachsen","18","","",""
"Ja, alle 3-4 Wochen","2012","Sachsen-Anhalt","8","","",""
"Ja, alle 3-4 Wochen","2012","Thueringen","9","","",""
"Seltener","2012","Schleswig-Holstein","22","","",""
"Seltener","2012","Hamburg","5","","",""
"Seltener","2012","Niedersachsen","90","0.168865636120672","0.135929234002965","0.201802038238379"
"Seltener","2012","Bremen","3","","",""
"Seltener","2012","Nordrhein-Westfalen","147","0.136962978144812","0.115780627972098","0.158145328317526"
"Seltener","2012","Hessen","61","0.158134728189515","0.120496478797244","0.195772977581787"
"Seltener","2012","Rheinland-Pfalz,Saarland","41","0.142548960166286","0.101152853043711","0.183945067288862"
"Seltener","2012","Baden-Wuerttemberg","106","0.135442738690037","0.110754241500712","0.160131235879363"
"Seltener","2012","Bayern","133","0.132921313991586","0.110851802623845","0.154990825359328"
"Seltener","2012","Saarland","","","",""
"Seltener","2012","Berlin","32","0.211151346856226","0.145399038294959","0.276903655417493"
"Seltener","2012","Brandenburg","21","","",""
"Seltener","2012","Mecklenburg-Vorpommern","12","","",""
"Seltener","2012","Sachsen","43","0.160750846857975","0.117574312132411","0.203927381583538"
"Seltener","2012","Sachsen-Anhalt","22","","",""
"Seltener","2012","Thueringen","24","","",""
"Nein, nie","2013","Schleswig-Holstein","326","0.636559751521716","0.595916068906872","0.67720343413656"
"Nein, nie","2013","Hamburg","145","0.516158686591046","0.452802032316524","0.579515340865567"
"Nein, nie","2013","Niedersachsen","821","0.569774368094885","0.54420226541363","0.595346470776139"
"Nein, nie","2013","Bremen","67","0.650124298689338","0.561400180480353","0.738848416898323"
"Nein, nie","2013","Nordrhein-Westfalen","1900","0.60688778648896","0.589510530032106","0.624265042945815"
"Nein, nie","2013","Hessen","607","0.550047437471423","0.520594660308054","0.579500214634791"
"Nein, nie","2013","Rheinland-Pfalz,Saarland","513","0.571659255749307","0.538115764268057","0.605202747230556"
"Nein, nie","2013","Baden-Wuerttemberg","1286","0.658371815184224","0.637097402044983","0.679646228323466"
"Nein, nie","2013","Bayern","1604","0.638050543428261","0.619328488100339","0.656772598756183"
"Nein, nie","2013","Saarland","","","",""
"Nein, nie","2013","Berlin","304","0.53036758035314","0.489251908169288","0.571483252536993"
"Nein, nie","2013","Brandenburg","291","0.514554631840739","0.47236170668754","0.556747556993939"
"Nein, nie","2013","Mecklenburg-Vorpommern","190","0.590042349397474","0.536653522218722","0.643431176576227"
"Nein, nie","2013","Sachsen","585","0.545995257191431","0.515244346233779","0.576746168149082"
"Nein, nie","2013","Sachsen-Anhalt","311","0.551716175494153","0.509731760984102","0.593700590004204"
"Nein, nie","2013","Thueringen","351","0.601866270269216","0.561680235834974","0.642052304703458"
"Ja, jede Woche","2013","Schleswig-Holstein","37","0.0531490999598212","0.0341931432338824","0.0721050566857599"
"Ja, jede Woche","2013","Hamburg","11","","",""
"Ja, jede Woche","2013","Niedersachsen","102","0.0662106556800947","0.0533679879579313","0.0790533234022581"
"Ja, jede Woche","2013","Bremen","7","","",""
"Ja, jede Woche","2013","Nordrhein-Westfalen","200","0.0621387764654259","0.0535502356848328","0.070727317246019"
"Ja, jede Woche","2013","Hessen","83","0.0708561714347614","0.0556656343781414","0.0860467084913815"
"Ja, jede Woche","2013","Rheinland-Pfalz,Saarland","57","0.0600905408538384","0.0439807085756415","0.0762003731320353"
"Ja, jede Woche","2013","Baden-Wuerttemberg","100","0.0498724220588925","0.04010755536354","0.059637288754245"
"Ja, jede Woche","2013","Bayern","173","0.0626939290998656","0.0532499399896707","0.0721379182100605"
"Ja, jede Woche","2013","Saarland","","","",""
"Ja, jede Woche","2013","Berlin","45","0.080069039333171","0.0577101718435209","0.102427906822821"
"Ja, jede Woche","2013","Brandenburg","36","0.076930148704563","0.0544334248374454","0.0994268725716805"
"Ja, jede Woche","2013","Mecklenburg-Vorpommern","22","","",""
"Ja, jede Woche","2013","Sachsen","51","0.0456109852395561","0.0327246092590718","0.0584973612200403"
"Ja, jede Woche","2013","Sachsen-Anhalt","35","0.0581706871143074","0.0384104611395806","0.0779309130890341"
"Ja, jede Woche","2013","Thueringen","43","0.0526348588752818","0.03430301732156","0.0709667004290036"
"Ja, alle 2 Wochen","2013","Schleswig-Holstein","65","0.108549387993518","0.0822637037561389","0.134835072230898"
"Ja, alle 2 Wochen","2013","Hamburg","20","","",""
"Ja, alle 2 Wochen","2013","Niedersachsen","173","0.109806540622545","0.0936583767023091","0.125954704542782"
"Ja, alle 2 Wochen","2013","Bremen","9","","",""
"Ja, alle 2 Wochen","2013","Nordrhein-Westfalen","284","0.0898858154252127","0.0797101629525137","0.100061467897912"
"Ja, alle 2 Wochen","2013","Hessen","106","0.0993227023859059","0.0816154292774602","0.117029975494352"
"Ja, alle 2 Wochen","2013","Rheinland-Pfalz,Saarland","71","0.0963864282329978","0.0763811650869099","0.116391691379086"
"Ja, alle 2 Wochen","2013","Baden-Wuerttemberg","142","0.0785465163690406","0.066478238556091","0.0906147941819902"
"Ja, alle 2 Wochen","2013","Bayern","217","0.0815032187732636","0.070843930242993","0.0921625073035342"
"Ja, alle 2 Wochen","2013","Saarland","","","",""
"Ja, alle 2 Wochen","2013","Berlin","59","0.112188665560231","0.0861885840675523","0.13818874705291"
"Ja, alle 2 Wochen","2013","Brandenburg","73","0.123732988677287","0.0959349156775949","0.151531061676978"
"Ja, alle 2 Wochen","2013","Mecklenburg-Vorpommern","39","0.126616208212499","0.0905179284199453","0.162714488005053"
"Ja, alle 2 Wochen","2013","Sachsen","123","0.137297870228118","0.116041177678364","0.158554562777873"
"Ja, alle 2 Wochen","2013","Sachsen-Anhalt","58","0.0968139480477929","0.0718501141112142","0.121777781984372"
"Ja, alle 2 Wochen","2013","Thueringen","56","0.123969261810786","0.0969155198594534","0.151023003762118"
"Ja, alle 3-4 Wochen","2013","Schleswig-Holstein","31","0.0352503693810919","0.019667547741306","0.0508331910208778"
"Ja, alle 3-4 Wochen","2013","Hamburg","16","","",""
"Ja, alle 3-4 Wochen","2013","Niedersachsen","74","0.0492099645421512","0.0380378422273933","0.060382086856909"
"Ja, alle 3-4 Wochen","2013","Bremen","5","","",""
"Ja, alle 3-4 Wochen","2013","Nordrhein-Westfalen","131","0.052622055791947","0.0446785121931316","0.0605655993907624"
"Ja, alle 3-4 Wochen","2013","Hessen","67","0.0730178310507948","0.057615268956978","0.0884203931446117"
"Ja, alle 3-4 Wochen","2013","Rheinland-Pfalz,Saarland","57","0.0592203395883282","0.0432201783669325","0.0752205008097238"
"Ja, alle 3-4 Wochen","2013","Baden-Wuerttemberg","83","0.049824587835684","0.0400641594752023","0.0595850161961656"
