"plb0219","year","age_gr","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein, nie","2016","66 +","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","17-34","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","17-34","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","35-65","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","35-65","Laendlicher Raum","","","",""
"Ja, jede Woche","2016","66 +","Staedtischer Raum","","","",""
"Ja, jede Woche","2016","66 +","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","17-34","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","17-34","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","35-65","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","35-65","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2016","66 +","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2016","66 +","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","17-34","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","17-34","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","35-65","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","35-65","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2016","66 +","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2016","66 +","Laendlicher Raum","","","",""
"Seltener","2016","17-34","Staedtischer Raum","","","",""
"Seltener","2016","17-34","Laendlicher Raum","","","",""
"Seltener","2016","35-65","Staedtischer Raum","","","",""
"Seltener","2016","35-65","Laendlicher Raum","","","",""
"Seltener","2016","66 +","Staedtischer Raum","","","",""
"Seltener","2016","66 +","Laendlicher Raum","","","",""
"Nein, nie","2017","17-34","Staedtischer Raum","1760","","",""
"Nein, nie","2017","17-34","Laendlicher Raum","884","0.685161187172426","0.660200141197566","0.710122233147287"
"Nein, nie","2017","35-65","Staedtischer Raum","4812","0.610003476724264","0.599133151693634","0.620873801754895"
"Nein, nie","2017","35-65","Laendlicher Raum","2724","","",""
"Nein, nie","2017","66 +","Staedtischer Raum","173","","",""
"Nein, nie","2017","66 +","Laendlicher Raum","90","0.671159470255362","0.589773670211342","0.752545270299381"
"Ja, jede Woche","2017","17-34","Staedtischer Raum","185","","",""
"Ja, jede Woche","2017","17-34","Laendlicher Raum","92","0.06098839488931","0.0481271990251156","0.0738495907535045"
"Ja, jede Woche","2017","35-65","Staedtischer Raum","528","0.065663618562512","0.0601433520810682","0.0711838850439557"
"Ja, jede Woche","2017","35-65","Laendlicher Raum","284","","",""
"Ja, jede Woche","2017","66 +","Staedtischer Raum","18","","",""
"Ja, jede Woche","2017","66 +","Laendlicher Raum","10","","",""
"Ja, alle 2 Wochen","2017","17-34","Staedtischer Raum","280","","",""
"Ja, alle 2 Wochen","2017","17-34","Laendlicher Raum","150","","",""
"Ja, alle 2 Wochen","2017","35-65","Staedtischer Raum","698","0.0939752727256611","0.0874721368253304","0.100478408625992"
"Ja, alle 2 Wochen","2017","35-65","Laendlicher Raum","464","0.102281040130614","0.0933214976810001","0.111240582580227"
"Ja, alle 2 Wochen","2017","66 +","Staedtischer Raum","15","","",""
"Ja, alle 2 Wochen","2017","66 +","Laendlicher Raum","6","0.027518497491076","-0.000821260664641929","0.0558582556467939"
"Ja, alle 3-4 Wochen","2017","17-34","Staedtischer Raum","140","","",""
"Ja, alle 3-4 Wochen","2017","17-34","Laendlicher Raum","72","0.0393357029909594","0.028888463420351","0.0497829425615679"
"Ja, alle 3-4 Wochen","2017","35-65","Staedtischer Raum","518","0.063744923765625","0.0583003247176701","0.0691895228135799"
"Ja, alle 3-4 Wochen","2017","35-65","Laendlicher Raum","291","","",""
"Ja, alle 3-4 Wochen","2017","66 +","Staedtischer Raum","8","0.0167207377827576","0.0010442890184466","0.0323971865470686"
"Ja, alle 3-4 Wochen","2017","66 +","Laendlicher Raum","4","0.0344188116913268","0.00283711630143844","0.0660005070812151"
"Seltener","2017","17-34","Staedtischer Raum","312","0.131504718312247","0.118702704106207","0.144306732518287"
"Seltener","2017","17-34","Laendlicher Raum","132","","",""
"Seltener","2017","35-65","Staedtischer Raum","1178","","",""
"Seltener","2017","35-65","Laendlicher Raum","631","0.164430774986595","0.153471020269876","0.175390529703313"
"Seltener","2017","66 +","Staedtischer Raum","43","0.179908329312706","0.132947218065351","0.22686944056006"
"Seltener","2017","66 +","Laendlicher Raum","18","","",""
"Nein, nie","2018","17-34","Staedtischer Raum","","","",""
"Nein, nie","2018","17-34","Laendlicher Raum","","","",""
"Nein, nie","2018","35-65","Staedtischer Raum","","","",""
"Nein, nie","2018","35-65","Laendlicher Raum","","","",""
"Nein, nie","2018","66 +","Staedtischer Raum","","","",""
"Nein, nie","2018","66 +","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","17-34","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","17-34","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","35-65","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","35-65","Laendlicher Raum","","","",""
"Ja, jede Woche","2018","66 +","Staedtischer Raum","","","",""
"Ja, jede Woche","2018","66 +","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","17-34","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","17-34","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","35-65","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","35-65","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2018","66 +","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2018","66 +","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","17-34","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","17-34","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","35-65","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","35-65","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","66 +","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","66 +","Laendlicher Raum","","","",""
"Seltener","2018","17-34","Staedtischer Raum","","","",""
"Seltener","2018","17-34","Laendlicher Raum","","","",""
"Seltener","2018","35-65","Staedtischer Raum","","","",""
"Seltener","2018","35-65","Laendlicher Raum","","","",""
"Seltener","2018","66 +","Staedtischer Raum","","","",""
"Seltener","2018","66 +","Laendlicher Raum","","","",""
"Nein, nie","2019","17-34","Staedtischer Raum","1572","","",""
"Nein, nie","2019","17-34","Laendlicher Raum","737","0.676697059447576","0.649205608013798","0.704188510881353"
"Nein, nie","2019","35-65","Staedtischer Raum","4691","0.624235369062401","0.613529702640928","0.634941035483874"
"Nein, nie","2019","35-65","Laendlicher Raum","2629","","",""
"Nein, nie","2019","66 +","Staedtischer Raum","269","","",""
"Nein, nie","2019","66 +","Laendlicher Raum","121","","",""
"Ja, jede Woche","2019","17-34","Staedtischer Raum","162","","",""
"Ja, jede Woche","2019","17-34","Laendlicher Raum","81","0.0655190183957823","0.0509756628337402","0.0800623739578244"
"Ja, jede Woche","2019","35-65","Staedtischer Raum","571","0.0678645274236797","0.0623049407710058","0.0734241140763535"
"Ja, jede Woche","2019","35-65","Laendlicher Raum","308","0.0632567783377673","0.0559894752968075","0.0705240813787272"
"Ja, jede Woche","2019","66 +","Staedtischer Raum","29","","",""
"Ja, jede Woche","2019","66 +","Laendlicher Raum","11","","",""
"Ja, alle 2 Wochen","2019","17-34","Staedtischer Raum","257","","",""
"Ja, alle 2 Wochen","2019","17-34","Laendlicher Raum","119","","",""
"Ja, alle 2 Wochen","2019","35-65","Staedtischer Raum","712","0.0879835503308963","0.081721974442845","0.0942451262189475"
"Ja, alle 2 Wochen","2019","35-65","Laendlicher Raum","461","0.102857385403989","0.0937884159449392","0.111926354863039"
"Ja, alle 2 Wochen","2019","66 +","Staedtischer Raum","26","","",""
"Ja, alle 2 Wochen","2019","66 +","Laendlicher Raum","7","0.0147545893775444","-0.00208186942430375","0.0315910481793926"
"Ja, alle 3-4 Wochen","2019","17-34","Staedtischer Raum","132","","",""
"Ja, alle 3-4 Wochen","2019","17-34","Laendlicher Raum","60","0.0435214881530732","0.0315296661181073","0.0555133101880391"
"Ja, alle 3-4 Wochen","2019","35-65","Staedtischer Raum","503","0.0568365676175296","0.0517187009202033","0.0619544343148558"
"Ja, alle 3-4 Wochen","2019","35-65","Laendlicher Raum","266","","",""
"Ja, alle 3-4 Wochen","2019","66 +","Staedtischer Raum","20","","",""
"Ja, alle 3-4 Wochen","2019","66 +","Laendlicher Raum","11","","",""
"Seltener","2019","17-34","Staedtischer Raum","283","","",""
"Seltener","2019","17-34","Laendlicher Raum","115","","",""
"Seltener","2019","35-65","Staedtischer Raum","1385","","",""
"Seltener","2019","35-65","Laendlicher Raum","646","0.160050537896258","0.149104307041516","0.170996768751001"
"Seltener","2019","66 +","Staedtischer Raum","89","0.187503639225438","0.150739897560466","0.22426738089041"
"Seltener","2019","66 +","Laendlicher Raum","47","0.254364257443787","0.193549863975361","0.315178650912213"
