"hlf0001_h","year","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","1998","Alleinerziehende","35","0.0378667092036654","0.0266125422063042","0.0491208762010266"
"Untermieter","1998","Paar mit Kind(ern)","250","","",""
"Untermieter","1998","Sonstige","29","","",""
"Eigentuemer","1998","1-Pers.- Haushalt","370","0.251155784702729","0.230576706859191","0.271734862546266"
"Eigentuemer","1998","(Ehe-)Paar ohne Kind(er)","1824","","",""
"Eigentuemer","1998","Alleinerziehende","271","","",""
"Eigentuemer","1998","Paar mit Kind(ern)","5247","0.567056095660599","0.557615638218695","0.576496553102503"
"Eigentuemer","1998","Sonstige","515","0.543325765055436","0.512529470475952","0.57412205963492"
"Altersheim/Seniorenwohnheim","1998","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1998","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1998","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1998","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1998","Sonstige","","","",""
"Mieter","1998","1-Pers.- Haushalt","","","",""
"Mieter","1998","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1998","Alleinerziehende","","","",""
"Mieter","1998","Paar mit Kind(ern)","","","",""
"Mieter","1998","Sonstige","","","",""
"Hauptmieter","1999","1-Pers.- Haushalt","1188","","",""
"Hauptmieter","1999","(Ehe-)Paar ohne Kind(er)","2392","","",""
"Hauptmieter","1999","Alleinerziehende","786","0.694742812800888","0.667712215799408","0.721773409802367"
"Hauptmieter","1999","Paar mit Kind(ern)","4783","0.400565779590783","0.391082782840507","0.410048776341059"
"Hauptmieter","1999","Sonstige","300","0.36680592876338","0.330204539532079","0.403407317994681"
"Untermieter","1999","1-Pers.- Haushalt","80","0.0453003047243856","0.0352292467503694","0.0553713626984018"
"Untermieter","1999","(Ehe-)Paar ohne Kind(er)","112","","",""
"Untermieter","1999","Alleinerziehende","49","0.0414150383859935","0.0297199099077474","0.0531101668642396"
"Untermieter","1999","Paar mit Kind(ern)","180","","",""
"Untermieter","1999","Sonstige","14","","",""
"Eigentuemer","1999","1-Pers.- Haushalt","370","0.255820235334588","0.234690331635145","0.27695013903403"
"Eigentuemer","1999","(Ehe-)Paar ohne Kind(er)","1808","","",""
"Eigentuemer","1999","Alleinerziehende","280","","",""
"Eigentuemer","1999","Paar mit Kind(ern)","5294","0.581213273210846","0.571665499235553","0.590761047186139"
"Eigentuemer","1999","Sonstige","352","0.591966473475009","0.554640816870094","0.629292130079925"
"Altersheim/Seniorenwohnheim","1999","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1999","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1999","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1999","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1999","Sonstige","","","",""
"Mieter","1999","1-Pers.- Haushalt","","","",""
"Mieter","1999","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1999","Alleinerziehende","","","",""
"Mieter","1999","Paar mit Kind(ern)","","","",""
"Mieter","1999","Sonstige","","","",""
"Hauptmieter","2000","1-Pers.- Haushalt","2286","","",""
"Hauptmieter","2000","(Ehe-)Paar ohne Kind(er)","3828","0.478005531812935","0.467015557608519","0.488995506017351"
"Hauptmieter","2000","Alleinerziehende","1389","","",""
"Hauptmieter","2000","Paar mit Kind(ern)","7590","0.430493091555808","0.423157471270342","0.437828711841274"
"Hauptmieter","2000","Sonstige","377","0.323182303479865","0.29669856316439","0.34966604379534"
"Untermieter","2000","1-Pers.- Haushalt","105","","",""
"Untermieter","2000","(Ehe-)Paar ohne Kind(er)","126","","",""
"Untermieter","2000","Alleinerziehende","23","","",""
"Untermieter","2000","Paar mit Kind(ern)","141","","",""
"Untermieter","2000","Sonstige","32","0.0423378815951781","0.0309356358107728","0.0537401273795833"
"Eigentuemer","2000","1-Pers.- Haushalt","869","0.260208351792121","0.245147323687622","0.275269379896619"
"Eigentuemer","2000","(Ehe-)Paar ohne Kind(er)","3982","0.507295235385217","0.496295783757512","0.518294687012921"
"Eigentuemer","2000","Alleinerziehende","499","0.243395254829187","0.224155110241508","0.262635399416865"
"Eigentuemer","2000","Paar mit Kind(ern)","9771","0.558846978300386","0.551490917097621","0.566203039503151"
"Eigentuemer","2000","Sonstige","789","0.634479814924957","0.607209869451876","0.661749760398037"
"Altersheim/Seniorenwohnheim","2000","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2000","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2000","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2000","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2000","Sonstige","","","",""
"Mieter","2000","1-Pers.- Haushalt","","","",""
"Mieter","2000","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2000","Alleinerziehende","","","",""
"Mieter","2000","Paar mit Kind(ern)","","","",""
"Mieter","2000","Sonstige","","","",""
"Hauptmieter","2001","1-Pers.- Haushalt","2054","","",""
"Hauptmieter","2001","(Ehe-)Paar ohne Kind(er)","3482","0.466736410076707","0.455195151514199","0.478277668639215"
"Hauptmieter","2001","Alleinerziehende","1276","","",""
"Hauptmieter","2001","Paar mit Kind(ern)","6725","0.425218082588705","0.417508968958731","0.43292719621868"
"Hauptmieter","2001","Sonstige","317","0.31646097140642","0.288528135890863","0.344393806921977"
"Untermieter","2001","1-Pers.- Haushalt","98","0.0349806346983321","0.0283234165724929","0.0416378528241713"
"Untermieter","2001","(Ehe-)Paar ohne Kind(er)","134","","",""
"Untermieter","2001","Alleinerziehende","14","","",""
"Untermieter","2001","Paar mit Kind(ern)","128","","",""
"Untermieter","2001","Sonstige","12","","",""
"Eigentuemer","2001","1-Pers.- Haushalt","773","0.263486733968702","0.247524980671978","0.279448487265427"
"Eigentuemer","2001","(Ehe-)Paar ohne Kind(er)","3562","0.51481045348531","0.503248645295996","0.526372261674624"
"Eigentuemer","2001","Alleinerziehende","471","0.258627792714762","0.238176340102323","0.279079245327201"
"Eigentuemer","2001","Paar mit Kind(ern)","8945","0.565296769558361","0.557566729902381","0.573026809214341"
"Eigentuemer","2001","Sonstige","736","0.676023572986614","0.647916804728002","0.704130341245227"
"Altersheim/Seniorenwohnheim","2001","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2001","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2001","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2001","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2001","Sonstige","","","",""
"Mieter","2001","1-Pers.- Haushalt","","","",""
"Mieter","2001","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2001","Alleinerziehende","","","",""
"Mieter","2001","Paar mit Kind(ern)","","","",""
"Mieter","2001","Sonstige","","","",""
"Hauptmieter","2002","1-Pers.- Haushalt","2068","","",""
"Hauptmieter","2002","(Ehe-)Paar ohne Kind(er)","3542","0.455932017559677","0.444881920546451","0.466982114572904"
"Hauptmieter","2002","Alleinerziehende","1234","","",""
"Hauptmieter","2002","Paar mit Kind(ern)","6335","0.415340547381367","0.407841071482333","0.422840023280401"
"Hauptmieter","2002","Sonstige","290","","",""
"Untermieter","2002","1-Pers.- Haushalt","109","","",""
"Untermieter","2002","(Ehe-)Paar ohne Kind(er)","138","","",""
"Untermieter","2002","Alleinerziehende","28","","",""
"Untermieter","2002","Paar mit Kind(ern)","148","","",""
"Untermieter","2002","Sonstige","14","","",""
"Eigentuemer","2002","1-Pers.- Haushalt","760","0.26606053558673","0.250081794999094","0.282039276174366"
"Eigentuemer","2002","(Ehe-)Paar ohne Kind(er)","4124","0.523767961169634","0.512687234811189","0.534848687528079"
"Eigentuemer","2002","Alleinerziehende","508","0.255507257483702","0.235188679398092","0.275825835569312"
"Eigentuemer","2002","Paar mit Kind(ern)","10103","","",""
"Eigentuemer","2002","Sonstige","714","0.677066874760457","0.64834278447613","0.705790965044785"
"Altersheim/Seniorenwohnheim","2002","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2002","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2002","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2002","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2002","Sonstige","","","",""
"Mieter","2002","1-Pers.- Haushalt","","","",""
"Mieter","2002","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2002","Alleinerziehende","","","",""
"Mieter","2002","Paar mit Kind(ern)","","","",""
"Mieter","2002","Sonstige","","","",""
"Hauptmieter","2003","1-Pers.- Haushalt","2013","","",""
"Hauptmieter","2003","(Ehe-)Paar ohne Kind(er)","3448","0.456191844505097","0.445020337868388","0.467363351141806"
"Hauptmieter","2003","Alleinerziehende","1250","","",""
"Hauptmieter","2003","Paar mit Kind(ern)","5815","0.41039491582823","0.402682227586831","0.418107604069629"
"Hauptmieter","2003","Sonstige","272","","",""
"Untermieter","2003","1-Pers.- Haushalt","116","","",""
"Untermieter","2003","(Ehe-)Paar ohne Kind(er)","150","","",""
"Untermieter","2003","Alleinerziehende","27","","",""
"Untermieter","2003","Paar mit Kind(ern)","176","","",""
"Untermieter","2003","Sonstige","29","","",""
"Eigentuemer","2003","1-Pers.- Haushalt","789","0.269955538735369","0.253850869114177","0.286060208356562"
"Eigentuemer","2003","(Ehe-)Paar ohne Kind(er)","4038","0.523186608653299","0.511984038741389","0.534389178565209"
"Eigentuemer","2003","Alleinerziehende","465","0.230935829741244","0.211145594139564","0.250726065342924"
"Eigentuemer","2003","Paar mit Kind(ern)","9635","0.574286750501354","0.566534154321592","0.582039346681115"
"Eigentuemer","2003","Sonstige","568","0.595665422292232","0.563035965829877","0.628294878754587"
"Altersheim/Seniorenwohnheim","2003","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2003","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2003","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2003","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2003","Sonstige","","","",""
"Mieter","2003","1-Pers.- Haushalt","","","",""
"Mieter","2003","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2003","Alleinerziehende","","","",""
"Mieter","2003","Paar mit Kind(ern)","","","",""
"Mieter","2003","Sonstige","","","",""
"Hauptmieter","2004","1-Pers.- Haushalt","1943","","",""
"Hauptmieter","2004","(Ehe-)Paar ohne Kind(er)","3484","0.465877027223166","0.454690003976938","0.477064050469394"
"Hauptmieter","2004","Alleinerziehende","1210","","",""
"Hauptmieter","2004","Paar mit Kind(ern)","5494","0.414003045740449","0.406106802443794","0.421899289037104"
"Hauptmieter","2004","Sonstige","238","","",""
"Untermieter","2004","1-Pers.- Haushalt","113","","",""
"Untermieter","2004","(Ehe-)Paar ohne Kind(er)","156","","",""
"Untermieter","2004","Alleinerziehende","21","","",""
"Untermieter","2004","Paar mit Kind(ern)","161","","",""
"Untermieter","2004","Sonstige","19","","",""
"Eigentuemer","2004","1-Pers.- Haushalt","803","0.279753250882438","0.263305088438853","0.296201413326024"
"Eigentuemer","2004","(Ehe-)Paar ohne Kind(er)","3996","0.507222571861038","0.496010575369376","0.518434568352701"
"Eigentuemer","2004","Alleinerziehende","455","0.21928457776178","0.199534458176825","0.239034697346734"
"Eigentuemer","2004","Paar mit Kind(ern)","9292","0.572802776704112","0.564872509118874","0.580733044289349"
"Eigentuemer","2004","Sonstige","542","0.603469711809643","0.569550900569114","0.637388523050172"
"Altersheim/Seniorenwohnheim","2004","1-Pers.- Haushalt","2","","",""
"Altersheim/Seniorenwohnheim","2004","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2004","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2004","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2004","Sonstige","","","",""
"Mieter","2004","1-Pers.- Haushalt","","","",""
"Mieter","2004","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2004","Alleinerziehende","","","",""
"Mieter","2004","Paar mit Kind(ern)","","","",""
"Mieter","2004","Sonstige","","","",""
"Hauptmieter","2005","1-Pers.- Haushalt","1954","","",""
"Hauptmieter","2005","(Ehe-)Paar ohne Kind(er)","3302","0.461500131455907","0.450129594806307","0.472870668105508"
"Hauptmieter","2005","Alleinerziehende","1207","","",""
"Hauptmieter","2005","Paar mit Kind(ern)","5086","0.417484768923497","0.409293710109639","0.425675827737355"
"Hauptmieter","2005","Sonstige","234","","",""
"Untermieter","2005","1-Pers.- Haushalt","151","","",""
"Untermieter","2005","(Ehe-)Paar ohne Kind(er)","142","","",""
"Untermieter","2005","Alleinerziehende","44","0.0220641702065692","0.0151542630959884","0.02897407731715"
"Untermieter","2005","Paar mit Kind(ern)","127","","",""
"Untermieter","2005","Sonstige","19","","",""
"Eigentuemer","2005","1-Pers.- Haushalt","807","0.273439617559013","0.257250656393933","0.289628578724093"
"Eigentuemer","2005","(Ehe-)Paar ohne Kind(er)","3938","0.513280215176254","0.501879843529475","0.524680586823034"
"Eigentuemer","2005","Alleinerziehende","485","0.210658116400977","0.19147607152141","0.229840161280544"
"Eigentuemer","2005","Paar mit Kind(ern)","8711","0.572205167382225","0.563987288454108","0.580423046310342"
"Eigentuemer","2005","Sonstige","496","0.630297411761583","0.595726869677641","0.664867953845526"
"Altersheim/Seniorenwohnheim","2005","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2005","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2005","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2005","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2005","Sonstige","","","",""
"Mieter","2005","1-Pers.- Haushalt","","","",""
"Mieter","2005","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2005","Alleinerziehende","","","",""
"Mieter","2005","Paar mit Kind(ern)","","","",""
"Mieter","2005","Sonstige","","","",""
"Hauptmieter","2006","1-Pers.- Haushalt","2208","","",""
"Hauptmieter","2006","(Ehe-)Paar ohne Kind(er)","3564","0.465584969421262","0.454864108586514","0.476305830256011"
"Hauptmieter","2006","Alleinerziehende","1347","","",""
"Hauptmieter","2006","Paar mit Kind(ern)","5197","0.427607385368592","0.419522706621908","0.435692064115275"
"Hauptmieter","2006","Sonstige","204","","",""
"Untermieter","2006","1-Pers.- Haushalt","131","","",""
"Untermieter","2006","(Ehe-)Paar ohne Kind(er)","134","","",""
"Untermieter","2006","Alleinerziehende","23","","",""
"Untermieter","2006","Paar mit Kind(ern)","159","","",""
"Untermieter","2006","Sonstige","19","","",""
"Eigentuemer","2006","1-Pers.- Haushalt","960","0.278859228691291","0.263556831542478","0.294161625840103"
"Eigentuemer","2006","(Ehe-)Paar ohne Kind(er)","4616","0.515646891137522","0.504905807498774","0.52638797477627"
"Eigentuemer","2006","Alleinerziehende","554","0.221780481256456","0.203217048996742","0.24034391351617"
"Eigentuemer","2006","Paar mit Kind(ern)","9029","0.559112550480893","0.550999080259448","0.567226020702339"
"Eigentuemer","2006","Sonstige","517","0.630312781478398","0.595532947393865","0.665092615562931"
"Altersheim/Seniorenwohnheim","2006","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2006","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2006","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2006","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2006","Sonstige","","","",""
"Mieter","2006","1-Pers.- Haushalt","","","",""
"Mieter","2006","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2006","Alleinerziehende","","","",""
"Mieter","2006","Paar mit Kind(ern)","","","",""
"Mieter","2006","Sonstige","","","",""
"Hauptmieter","2007","1-Pers.- Haushalt","2082","","",""
"Hauptmieter","2007","(Ehe-)Paar ohne Kind(er)","3272","0.444086122902462","0.433025525928445","0.455146719876478"
"Hauptmieter","2007","Alleinerziehende","1231","","",""
"Hauptmieter","2007","Paar mit Kind(ern)","4802","0.415117127714184","0.406757709772519","0.423476545655849"
"Hauptmieter","2007","Sonstige","183","","",""
"Untermieter","2007","1-Pers.- Haushalt","139","","",""
"Untermieter","2007","(Ehe-)Paar ohne Kind(er)","136","","",""
"Untermieter","2007","Alleinerziehende","25","","",""
"Untermieter","2007","Paar mit Kind(ern)","127","","",""
"Untermieter","2007","Sonstige","17","","",""
"Eigentuemer","2007","1-Pers.- Haushalt","900","0.280807148131892","0.265040914159774","0.29657338210401"
"Eigentuemer","2007","(Ehe-)Paar ohne Kind(er)","4342","0.532088678906059","0.520981212846661","0.543196144965456"
"Eigentuemer","2007","Alleinerziehende","518","0.228536903637988","0.208997692277985","0.24807611499799"
"Eigentuemer","2007","Paar mit Kind(ern)","8418","0.573104951056038","0.564713561171632","0.581496340940443"
"Eigentuemer","2007","Sonstige","424","0.605971279124306","0.567631839936636","0.644310718311976"
"Altersheim/Seniorenwohnheim","2007","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2007","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2007","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2007","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2007","Sonstige","","","",""
"Mieter","2007","1-Pers.- Haushalt","","","",""
"Mieter","2007","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2007","Alleinerziehende","","","",""
"Mieter","2007","Paar mit Kind(ern)","","","",""
"Mieter","2007","Sonstige","","","",""
"Hauptmieter","2008","1-Pers.- Haushalt","1973","","",""
"Hauptmieter","2008","(Ehe-)Paar ohne Kind(er)","3094","0.435229760862393","0.423985235448853","0.446474286275932"
"Hauptmieter","2008","Alleinerziehende","1201","","",""
"Hauptmieter","2008","Paar mit Kind(ern)","4235","0.390720033870717","0.382048324067906","0.399391743673528"
"Hauptmieter","2008","Sonstige","165","","",""
"Untermieter","2008","1-Pers.- Haushalt","120","","",""
"Untermieter","2008","(Ehe-)Paar ohne Kind(er)","148","","",""
"Untermieter","2008","Alleinerziehende","14","","",""
"Untermieter","2008","Paar mit Kind(ern)","115","","",""
"Untermieter","2008","Sonstige","23","","",""
"Eigentuemer","2008","1-Pers.- Haushalt","904","0.292964714232113","0.276670518777024","0.309258909687203"
"Eigentuemer","2008","(Ehe-)Paar ohne Kind(er)","4224","0.539373176345665","0.528068315496019","0.550678037195311"
"Eigentuemer","2008","Alleinerziehende","499","0.236241838140064","0.216132442394645","0.256351233885483"
"Eigentuemer","2008","Paar mit Kind(ern)","7811","0.594867275849954","0.586142140992018","0.60359241070789"
"Eigentuemer","2008","Sonstige","349","0.621421346426036","0.580397904723047","0.662444788129024"
"Altersheim/Seniorenwohnheim","2008","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2008","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2008","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2008","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2008","Sonstige","","","",""
"Mieter","2008","1-Pers.- Haushalt","","","",""
"Mieter","2008","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2008","Alleinerziehende","","","",""
"Mieter","2008","Paar mit Kind(ern)","","","",""
"Mieter","2008","Sonstige","","","",""
"Hauptmieter","2009","1-Pers.- Haushalt","1877","","",""
"Hauptmieter","2009","(Ehe-)Paar ohne Kind(er)","2934","","",""
"Hauptmieter","2009","Alleinerziehende","1088","","",""
"Hauptmieter","2009","Paar mit Kind(ern)","3846","0.373486367674017","0.364538912547764","0.382433822800271"
"Hauptmieter","2009","Sonstige","123","","",""
"Untermieter","2009","1-Pers.- Haushalt","112","","",""
"Untermieter","2009","(Ehe-)Paar ohne Kind(er)","160","","",""
"Untermieter","2009","Alleinerziehende","18","","",""
"Untermieter","2009","Paar mit Kind(ern)","135","","",""
"Untermieter","2009","Sonstige","33","0.090685078801284","0.0639745994437155","0.117395558158853"
"Eigentuemer","2009","1-Pers.- Haushalt","871","0.301679972476859","0.284858439816302","0.318501505137416"
"Eigentuemer","2009","(Ehe-)Paar ohne Kind(er)","4004","0.545548318717457","0.533966430080851","0.557130207354063"
"Eigentuemer","2009","Alleinerziehende","483","0.242171410553622","0.221107787669298","0.263235033437945"
"Eigentuemer","2009","Paar mit Kind(ern)","7247","0.613605637218896","0.604599118617196","0.622612155820595"
"Eigentuemer","2009","Sonstige","288","","",""
"Altersheim/Seniorenwohnheim","2009","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2009","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2009","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2009","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2009","Sonstige","","","",""
"Mieter","2009","1-Pers.- Haushalt","","","",""
"Mieter","2009","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2009","Alleinerziehende","","","",""
"Mieter","2009","Paar mit Kind(ern)","","","",""
"Mieter","2009","Sonstige","","","",""
"Hauptmieter","2010","1-Pers.- Haushalt","1733","","",""
"Hauptmieter","2010","(Ehe-)Paar ohne Kind(er)","2786","","",""
"Hauptmieter","2010","Alleinerziehende","3634","0.7452019462894","0.732806176028923","0.757597716549878"
"Hauptmieter","2010","Paar mit Kind(ern)","10148","","",""
"Hauptmieter","2010","Sonstige","205","","",""
"Untermieter","2010","1-Pers.- Haushalt","116","","",""
"Untermieter","2010","(Ehe-)Paar ohne Kind(er)","120","","",""
"Untermieter","2010","Alleinerziehende","68","0.00711298720828222","0.00472234598505107","0.00950362843151337"
"Untermieter","2010","Paar mit Kind(ern)","238","","",""
"Untermieter","2010","Sonstige","13","","",""
"Eigentuemer","2010","1-Pers.- Haushalt","862","0.318065343950555","0.300534093709197","0.335596594191914"
"Eigentuemer","2010","(Ehe-)Paar ohne Kind(er)","3834","0.558937494254674","0.547087421895696","0.570787566613652"
"Eigentuemer","2010","Alleinerziehende","1042","","",""
"Eigentuemer","2010","Paar mit Kind(ern)","12281","","",""
"Eigentuemer","2010","Sonstige","381","0.720970271609088","0.685051738112258","0.756888805105918"
"Altersheim/Seniorenwohnheim","2010","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2010","(Ehe-)Paar ohne Kind(er)","4","0.000272564000345635","-0.000121407097739845","0.000666535098431114"
"Altersheim/Seniorenwohnheim","2010","Alleinerziehende","3","","",""
"Altersheim/Seniorenwohnheim","2010","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2010","Sonstige","","","",""
"Mieter","2010","1-Pers.- Haushalt","","","",""
"Mieter","2010","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2010","Alleinerziehende","","","",""
"Mieter","2010","Paar mit Kind(ern)","","","",""
"Mieter","2010","Sonstige","","","",""
"Hauptmieter","2011","1-Pers.- Haushalt","2343","","",""
"Hauptmieter","2011","(Ehe-)Paar ohne Kind(er)","3592","0.418167332887925","0.407830968625509","0.428503697150342"
"Hauptmieter","2011","Alleinerziehende","4512","0.728019413769307","0.716632199445804","0.739406628092809"
"Hauptmieter","2011","Paar mit Kind(ern)","10444","","",""
"Hauptmieter","2011","Sonstige","272","","",""
"Untermieter","2011","1-Pers.- Haushalt","124","","",""
"Untermieter","2011","(Ehe-)Paar ohne Kind(er)","124","","",""
"Untermieter","2011","Alleinerziehende","54","0.00960882082246895","0.0071124132510897","0.0121052283938482"
"Untermieter","2011","Paar mit Kind(ern)","208","","",""
"Untermieter","2011","Sonstige","37","0.051911429480988","0.0363624939063487","0.0674603650556273"
"Eigentuemer","2011","1-Pers.- Haushalt","1084","","",""
"Eigentuemer","2011","(Ehe-)Paar ohne Kind(er)","5028","0.567109663059194","0.556726822779393","0.577492503338995"
"Eigentuemer","2011","Alleinerziehende","1297","","",""
"Eigentuemer","2011","Paar mit Kind(ern)","14402","","",""
"Eigentuemer","2011","Sonstige","473","0.608239543963612","0.574026450901563","0.642452637025662"
"Altersheim/Seniorenwohnheim","2011","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2011","(Ehe-)Paar ohne Kind(er)","4","0.00021355492907669","-9.26429131837533e-05","0.000519752771337134"
"Altersheim/Seniorenwohnheim","2011","Alleinerziehende","3","","",""
"Altersheim/Seniorenwohnheim","2011","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2011","Sonstige","","","",""
"Mieter","2011","1-Pers.- Haushalt","","","",""
"Mieter","2011","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2011","Alleinerziehende","","","",""
"Mieter","2011","Paar mit Kind(ern)","","","",""
"Mieter","2011","Sonstige","","","",""
"Hauptmieter","2012","1-Pers.- Haushalt","2459","","",""
"Hauptmieter","2012","(Ehe-)Paar ohne Kind(er)","3656","0.415117594417846","0.404880588914721","0.425354599920971"
"Hauptmieter","2012","Alleinerziehende","4262","0.720988572643472","0.709234161766","0.732742983520943"
"Hauptmieter","2012","Paar mit Kind(ern)","9622","0.377412790099766","0.371210451520825","0.383615128678706"
"Hauptmieter","2012","Sonstige","276","","",""
"Untermieter","2012","1-Pers.- Haushalt","130","","",""
"Untermieter","2012","(Ehe-)Paar ohne Kind(er)","136","","",""
"Untermieter","2012","Alleinerziehende","48","0.011957939851929","0.00910927353836498","0.014806606165493"
"Untermieter","2012","Paar mit Kind(ern)","139","","",""
"Untermieter","2012","Sonstige","24","","",""
"Eigentuemer","2012","1-Pers.- Haushalt","1093","","",""
"Eigentuemer","2012","(Ehe-)Paar ohne Kind(er)","5106","0.56670698787044","0.556412062228749","0.577001913512131"
"Eigentuemer","2012","Alleinerziehende","1280","","",""
"Eigentuemer","2012","Paar mit Kind(ern)","13703","","",""
"Eigentuemer","2012","Sonstige","466","0.60894731982432","0.574389908580683","0.643504731067958"
"Altersheim/Seniorenwohnheim","2012","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2012","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2012","Alleinerziehende","3","","",""
"Altersheim/Seniorenwohnheim","2012","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2012","Sonstige","","","",""
"Mieter","2012","1-Pers.- Haushalt","","","",""
"Mieter","2012","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2012","Alleinerziehende","","","",""
"Mieter","2012","Paar mit Kind(ern)","","","",""
"Mieter","2012","Sonstige","","","",""
"Hauptmieter","2013","1-Pers.- Haushalt","2635","","",""
"Hauptmieter","2013","(Ehe-)Paar ohne Kind(er)","4096","0.406967124409922","0.396970808890699","0.416963439929145"
"Hauptmieter","2013","Alleinerziehende","4492","0.719768282768203","0.708212104694748","0.731324460841659"
"Hauptmieter","2013","Paar mit Kind(ern)","12603","","",""
"Hauptmieter","2013","Sonstige","1101","","",""
"Untermieter","2013","1-Pers.- Haushalt","148","","",""
"Untermieter","2013","(Ehe-)Paar ohne Kind(er)","134","","",""
"Untermieter","2013","Alleinerziehende","49","0.0131715988612431","0.0102380096702372","0.016105188052249"
"Untermieter","2013","Paar mit Kind(ern)","171","","",""
