"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Altersheim","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1988","Sachsen","Westdeutschland","","","",""
"Altersheim","1988","Sachsen","Ostdeutschland","","","",""
"Altersheim","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1988","Thüringen","Westdeutschland","","","",""
"Altersheim","1988","Thüringen","Ostdeutschland","","","",""
"Mieter","1988","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1988","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1988","Hamburg","Westdeutschland","","","",""
"Mieter","1988","Hamburg","Ostdeutschland","","","",""
"Mieter","1988","Niedersachsen","Westdeutschland","","","",""
"Mieter","1988","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1988","Bremen","Westdeutschland","","","",""
"Mieter","1988","Bremen","Ostdeutschland","","","",""
"Mieter","1988","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","1988","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1988","Hessen","Westdeutschland","","","",""
"Mieter","1988","Hessen","Ostdeutschland","","","",""
"Mieter","1988","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1988","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1988","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","1988","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1988","Bayern","Westdeutschland","","","",""
"Mieter","1988","Bayern","Ostdeutschland","","","",""
"Mieter","1988","Saarland","Westdeutschland","","","",""
"Mieter","1988","Saarland","Ostdeutschland","","","",""
"Mieter","1988","Berlin","Westdeutschland","","","",""
"Mieter","1988","Berlin","Ostdeutschland","","","",""
"Mieter","1988","Brandenburg","Westdeutschland","","","",""
"Mieter","1988","Brandenburg","Ostdeutschland","","","",""
"Mieter","1988","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1988","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","1988","Sachsen","Westdeutschland","","","",""
"Mieter","1988","Sachsen","Ostdeutschland","","","",""
"Mieter","1988","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1988","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","1988","Thüringen","Westdeutschland","","","",""
"Mieter","1988","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","1989","Schleswig-Holstein","Westdeutschland","73","0.458294398616322","0.37985465243037","0.536734144802274"
"Hauptmieter","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","1989","Hamburg","Westdeutschland","94","0.849779473436916","0.784193129288468","0.915365817585363"
"Hauptmieter","1989","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","1989","Niedersachsen","Westdeutschland","261","0.522842352348711","0.47834422499823","0.567340479699193"
"Hauptmieter","1989","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","1989","Bremen","Westdeutschland","44","0.763467055521304","0.657689575585948","0.869244535456659"
"Hauptmieter","1989","Bremen","Ostdeutschland","","","",""
"Hauptmieter","1989","Nordrhein-Westfalen","Westdeutschland","820","0.639539247981249","0.612869064193874","0.666209431768624"
"Hauptmieter","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","1989","Hessen","Westdeutschland","309","0.571914170646601","0.527370113079852","0.616458228213351"
"Hauptmieter","1989","Hessen","Ostdeutschland","","","",""
"Hauptmieter","1989","Rheinland-Pfalz,Saarland","Westdeutschland","139","0.415772471948354","0.361856871173868","0.469688072722841"
"Hauptmieter","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","1989","Baden-Württemberg","Westdeutschland","468","0.447895413309101","0.413983128383434","0.481807698234768"
"Hauptmieter","1989","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","1989","Bayern","Westdeutschland","437","0.529637577446795","0.494632722807477","0.564642432086112"
"Hauptmieter","1989","Bayern","Ostdeutschland","","","",""
"Hauptmieter","1989","Saarland","Westdeutschland","","","",""
"Hauptmieter","1989","Saarland","Ostdeutschland","","","",""
"Hauptmieter","1989","Berlin","Westdeutschland","160","0.843865053898095","0.791700177956113","0.896029929840078"
"Hauptmieter","1989","Berlin","Ostdeutschland","","","",""
"Hauptmieter","1989","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","1989","Brandenburg","Ostdeutschland","","","",""
"Hauptmieter","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Hauptmieter","1989","Sachsen","Westdeutschland","","","",""
"Hauptmieter","1989","Sachsen","Ostdeutschland","","","",""
"Hauptmieter","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Hauptmieter","1989","Thüringen","Westdeutschland","","","",""
"Hauptmieter","1989","Thüringen","Ostdeutschland","","","",""
"Untermieter","1989","Schleswig-Holstein","Westdeutschland","5","","",""
"Untermieter","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","1989","Hamburg","Westdeutschland","1","","",""
"Untermieter","1989","Hamburg","Ostdeutschland","","","",""
"Untermieter","1989","Niedersachsen","Westdeutschland","14","","",""
"Untermieter","1989","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","1989","Bremen","Westdeutschland","5","","",""
"Untermieter","1989","Bremen","Ostdeutschland","","","",""
"Untermieter","1989","Nordrhein-Westfalen","Westdeutschland","19","","",""
"Untermieter","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","1989","Hessen","Westdeutschland","15","","",""
"Untermieter","1989","Hessen","Ostdeutschland","","","",""
"Untermieter","1989","Rheinland-Pfalz,Saarland","Westdeutschland","10","","",""
"Untermieter","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","1989","Baden-Württemberg","Westdeutschland","21","","",""
"Untermieter","1989","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","1989","Bayern","Westdeutschland","17","","",""
"Untermieter","1989","Bayern","Ostdeutschland","","","",""
"Untermieter","1989","Saarland","Westdeutschland","","","",""
"Untermieter","1989","Saarland","Ostdeutschland","","","",""
"Untermieter","1989","Berlin","Westdeutschland","12","","",""
"Untermieter","1989","Berlin","Ostdeutschland","","","",""
"Untermieter","1989","Brandenburg","Westdeutschland","","","",""
"Untermieter","1989","Brandenburg","Ostdeutschland","","","",""
"Untermieter","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Untermieter","1989","Sachsen","Westdeutschland","","","",""
"Untermieter","1989","Sachsen","Ostdeutschland","","","",""
"Untermieter","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Untermieter","1989","Thüringen","Westdeutschland","","","",""
"Untermieter","1989","Thüringen","Ostdeutschland","","","",""
"Eigentümer","1989","Schleswig-Holstein","Westdeutschland","77","0.491910200027145","0.413206455744981","0.570613944309308"
"Eigentümer","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","1989","Hamburg","Westdeutschland","19","","",""
"Eigentümer","1989","Hamburg","Ostdeutschland","","","",""
"Eigentümer","1989","Niedersachsen","Westdeutschland","208","0.437791140674055","0.39359261966238","0.48198966168573"
"Eigentümer","1989","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","1989","Bremen","Westdeutschland","13","","",""
"Eigentümer","1989","Bremen","Ostdeutschland","","","",""
"Eigentümer","1989","Nordrhein-Westfalen","Westdeutschland","402","0.340659739628627","0.314334119029965","0.366985360227289"
"Eigentümer","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1989","Hessen","Westdeutschland","149","0.38678217671476","0.342939250625806","0.430625102803714"
"Eigentümer","1989","Hessen","Ostdeutschland","","","",""
"Eigentümer","1989","Rheinland-Pfalz,Saarland","Westdeutschland","172","0.535307397742312","0.480746679750958","0.589868115733665"
"Eigentümer","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1989","Baden-Württemberg","Westdeutschland","335","0.511556293901243","0.477467468072627","0.54564511972986"
"Eigentümer","1989","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1989","Bayern","Westdeutschland","327","0.444807080757161","0.409954866164645","0.479659295349677"
"Eigentümer","1989","Bayern","Ostdeutschland","","","",""
"Eigentümer","1989","Saarland","Westdeutschland","","","",""
"Eigentümer","1989","Saarland","Ostdeutschland","","","",""
"Eigentümer","1989","Berlin","Westdeutschland","11","","",""
"Eigentümer","1989","Berlin","Ostdeutschland","","","",""
"Eigentümer","1989","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1989","Brandenburg","Ostdeutschland","","","",""
"Eigentümer","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Eigentümer","1989","Sachsen","Westdeutschland","","","",""
"Eigentümer","1989","Sachsen","Ostdeutschland","","","",""
"Eigentümer","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Eigentümer","1989","Thüringen","Westdeutschland","","","",""
"Eigentümer","1989","Thüringen","Ostdeutschland","","","",""
"Altersheim","1989","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","1989","Hamburg","Westdeutschland","","","",""
"Altersheim","1989","Hamburg","Ostdeutschland","","","",""
"Altersheim","1989","Niedersachsen","Westdeutschland","","","",""
"Altersheim","1989","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","1989","Bremen","Westdeutschland","","","",""
"Altersheim","1989","Bremen","Ostdeutschland","","","",""
"Altersheim","1989","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","1989","Hessen","Westdeutschland","","","",""
"Altersheim","1989","Hessen","Ostdeutschland","","","",""
"Altersheim","1989","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","1989","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","1989","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","1989","Bayern","Westdeutschland","","","",""
"Altersheim","1989","Bayern","Ostdeutschland","","","",""
"Altersheim","1989","Saarland","Westdeutschland","","","",""
"Altersheim","1989","Saarland","Ostdeutschland","","","",""
"Altersheim","1989","Berlin","Westdeutschland","","","",""
"Altersheim","1989","Berlin","Ostdeutschland","","","",""
"Altersheim","1989","Brandenburg","Westdeutschland","","","",""
"Altersheim","1989","Brandenburg","Ostdeutschland","","","",""
"Altersheim","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1989","Sachsen","Westdeutschland","","","",""
"Altersheim","1989","Sachsen","Ostdeutschland","","","",""
"Altersheim","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1989","Thüringen","Westdeutschland","","","",""
"Altersheim","1989","Thüringen","Ostdeutschland","","","",""
"Mieter","1989","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1989","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1989","Hamburg","Westdeutschland","","","",""
"Mieter","1989","Hamburg","Ostdeutschland","","","",""
"Mieter","1989","Niedersachsen","Westdeutschland","1","","",""
"Mieter","1989","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1989","Bremen","Westdeutschland","","","",""
"Mieter","1989","Bremen","Ostdeutschland","","","",""
"Mieter","1989","Nordrhein-Westfalen","Westdeutschland","4","","",""
"Mieter","1989","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1989","Hessen","Westdeutschland","1","","",""
"Mieter","1989","Hessen","Ostdeutschland","","","",""
"Mieter","1989","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1989","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1989","Baden-Württemberg","Westdeutschland","2","","",""
"Mieter","1989","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1989","Bayern","Westdeutschland","","","",""
"Mieter","1989","Bayern","Ostdeutschland","","","",""
"Mieter","1989","Saarland","Westdeutschland","","","",""
"Mieter","1989","Saarland","Ostdeutschland","","","",""
"Mieter","1989","Berlin","Westdeutschland","3","","",""
"Mieter","1989","Berlin","Ostdeutschland","","","",""
"Mieter","1989","Brandenburg","Westdeutschland","","","",""
"Mieter","1989","Brandenburg","Ostdeutschland","","","",""
"Mieter","1989","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1989","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","1989","Sachsen","Westdeutschland","","","",""
"Mieter","1989","Sachsen","Ostdeutschland","","","",""
"Mieter","1989","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1989","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","1989","Thüringen","Westdeutschland","","","",""
"Mieter","1989","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","1990","Schleswig-Holstein","Westdeutschland","76","0.507601217693555","0.427327242563036","0.587875192824074"
"Hauptmieter","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","1990","Hamburg","Westdeutschland","88","0.866015045676421","0.801168642329782","0.930861449023059"
"Hauptmieter","1990","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","1990","Niedersachsen","Westdeutschland","251","0.50608177609794","0.461494350234592","0.550669201961287"
"Hauptmieter","1990","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","1990","Bremen","Westdeutschland","44","0.818438403905891","0.720076464977243","0.916800342834539"
"Hauptmieter","1990","Bremen","Ostdeutschland","","","",""
"Hauptmieter","1990","Nordrhein-Westfalen","Westdeutschland","785","0.632097890452178","0.605082223629441","0.659113557274914"
"Hauptmieter","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","1990","Hessen","Westdeutschland","299","0.564673380503706","0.519657950572937","0.609688810434474"
"Hauptmieter","1990","Hessen","Ostdeutschland","","","",""
"Hauptmieter","1990","Rheinland-Pfalz,Saarland","Westdeutschland","147","0.448880929364283","0.394128075960306","0.50363378276826"
"Hauptmieter","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","1990","Baden-Württemberg","Westdeutschland","452","0.44257188719386","0.40861729429388","0.47652648009384"
"Hauptmieter","1990","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","1990","Bayern","Westdeutschland","421","0.508479741625387","0.473529968847014","0.543429514403761"
"Hauptmieter","1990","Bayern","Ostdeutschland","","","",""
"Hauptmieter","1990","Saarland","Westdeutschland","","","",""
"Hauptmieter","1990","Saarland","Ostdeutschland","","","",""
"Hauptmieter","1990","Berlin","Westdeutschland","156","0.862173498461212","0.811674207957242","0.912672788965183"
"Hauptmieter","1990","Berlin","Ostdeutschland","160","0.964400419237723","0.936298175741812","0.992502662733635"
"Hauptmieter","1990","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","1990","Brandenburg","Ostdeutschland","220","0.661155552170963","0.611568752432235","0.710742351909692"
"Hauptmieter","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","1990","Mecklenburg-Vorpommern","Ostdeutschland","160","0.734537661332568","0.677345192804927","0.79173012986021"
"Hauptmieter","1990","Sachsen","Westdeutschland","","","",""
"Hauptmieter","1990","Sachsen","Ostdeutschland","475","0.743757404799706","0.710375837791815","0.777138971807598"
"Hauptmieter","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","1990","Sachsen-Anhalt","Ostdeutschland","243","0.633178256205325","0.585530511669078","0.680826000741571"
"Hauptmieter","1990","Thüringen","Westdeutschland","","","",""
"Hauptmieter","1990","Thüringen","Ostdeutschland","193","0.592612993629281","0.541644340855122","0.643581646403439"
"Untermieter","1990","Schleswig-Holstein","Westdeutschland","2","","",""
"Untermieter","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","1990","Hamburg","Westdeutschland","4","","",""
"Untermieter","1990","Hamburg","Ostdeutschland","","","",""
"Untermieter","1990","Niedersachsen","Westdeutschland","17","","",""
"Untermieter","1990","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","1990","Bremen","Westdeutschland","1","","",""
"Untermieter","1990","Bremen","Ostdeutschland","","","",""
"Untermieter","1990","Nordrhein-Westfalen","Westdeutschland","28","","",""
"Untermieter","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","1990","Hessen","Westdeutschland","10","","",""
"Untermieter","1990","Hessen","Ostdeutschland","","","",""
"Untermieter","1990","Rheinland-Pfalz,Saarland","Westdeutschland","6","","",""
"Untermieter","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","1990","Baden-Württemberg","Westdeutschland","28","","",""
"Untermieter","1990","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","1990","Bayern","Westdeutschland","27","","",""
"Untermieter","1990","Bayern","Ostdeutschland","","","",""
"Untermieter","1990","Saarland","Westdeutschland","","","",""
"Untermieter","1990","Saarland","Ostdeutschland","","","",""
"Untermieter","1990","Berlin","Westdeutschland","9","","",""
"Untermieter","1990","Berlin","Ostdeutschland","","","",""
"Untermieter","1990","Brandenburg","Westdeutschland","","","",""
"Untermieter","1990","Brandenburg","Ostdeutschland","7","","",""
"Untermieter","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","1990","Mecklenburg-Vorpommern","Ostdeutschland","5","","",""
"Untermieter","1990","Sachsen","Westdeutschland","","","",""
"Untermieter","1990","Sachsen","Ostdeutschland","29","","",""
"Untermieter","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","1990","Sachsen-Anhalt","Ostdeutschland","15","","",""
"Untermieter","1990","Thüringen","Westdeutschland","","","",""
"Untermieter","1990","Thüringen","Ostdeutschland","19","","",""
"Eigentümer","1990","Schleswig-Holstein","Westdeutschland","71","0.480328978506746","0.400107880669585","0.560550076343907"
"Eigentümer","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","1990","Hamburg","Westdeutschland","14","","",""
"Eigentümer","1990","Hamburg","Ostdeutschland","","","",""
"Eigentümer","1990","Niedersachsen","Westdeutschland","214","0.455194497729284","0.410783168674264","0.499605826784304"
"Eigentümer","1990","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","1990","Bremen","Westdeutschland","14","","",""
"Eigentümer","1990","Bremen","Ostdeutschland","","","",""
"Eigentümer","1990","Nordrhein-Westfalen","Westdeutschland","411","0.344026067187685","0.317412913111391","0.370639221263979"
"Eigentümer","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","1990","Hessen","Westdeutschland","156","0.402398760979118","0.357875271463044","0.446922250495192"
"Eigentümer","1990","Hessen","Ostdeutschland","","","",""
"Eigentümer","1990","Rheinland-Pfalz,Saarland","Westdeutschland","164","0.530615625869311","0.475677632653361","0.585553619085261"
"Eigentümer","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","1990","Baden-Württemberg","Westdeutschland","342","0.505359164747194","0.471180331070156","0.539537998424231"
"Eigentümer","1990","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","1990","Bayern","Westdeutschland","338","0.454231837045436","0.419423786399793","0.489039887691079"
"Eigentümer","1990","Bayern","Ostdeutschland","","","",""
"Eigentümer","1990","Saarland","Westdeutschland","","","",""
"Eigentümer","1990","Saarland","Ostdeutschland","","","",""
"Eigentümer","1990","Berlin","Westdeutschland","14","","",""
"Eigentümer","1990","Berlin","Ostdeutschland","7","","",""
"Eigentümer","1990","Brandenburg","Westdeutschland","","","",""
"Eigentümer","1990","Brandenburg","Ostdeutschland","123","0.326200527199959","0.277084669598974","0.375316384800945"
"Eigentümer","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","1990","Mecklenburg-Vorpommern","Ostdeutschland","63","0.230835182208461","0.176260520022619","0.285409844394303"
"Eigentümer","1990","Sachsen","Westdeutschland","","","",""
"Eigentümer","1990","Sachsen","Ostdeutschland","152","0.210864636272249","0.17967264973201","0.242056622812489"
"Eigentümer","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","1990","Sachsen-Anhalt","Ostdeutschland","135","0.329177121585903","0.282718045340035","0.37563619783177"
"Eigentümer","1990","Thüringen","Westdeutschland","","","",""
"Eigentümer","1990","Thüringen","Ostdeutschland","144","0.348655544288749","0.299222468780219","0.398088619797279"
"Altersheim","1990","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","1990","Hamburg","Westdeutschland","","","",""
"Altersheim","1990","Hamburg","Ostdeutschland","","","",""
"Altersheim","1990","Niedersachsen","Westdeutschland","","","",""
"Altersheim","1990","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","1990","Bremen","Westdeutschland","","","",""
"Altersheim","1990","Bremen","Ostdeutschland","","","",""
"Altersheim","1990","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","1990","Hessen","Westdeutschland","","","",""
"Altersheim","1990","Hessen","Ostdeutschland","","","",""
"Altersheim","1990","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","1990","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","1990","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","1990","Bayern","Westdeutschland","","","",""
"Altersheim","1990","Bayern","Ostdeutschland","","","",""
"Altersheim","1990","Saarland","Westdeutschland","","","",""
"Altersheim","1990","Saarland","Ostdeutschland","","","",""
"Altersheim","1990","Berlin","Westdeutschland","","","",""
"Altersheim","1990","Berlin","Ostdeutschland","","","",""
"Altersheim","1990","Brandenburg","Westdeutschland","","","",""
"Altersheim","1990","Brandenburg","Ostdeutschland","","","",""
"Altersheim","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","1990","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","1990","Sachsen","Westdeutschland","","","",""
"Altersheim","1990","Sachsen","Ostdeutschland","","","",""
"Altersheim","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","1990","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","1990","Thüringen","Westdeutschland","","","",""
"Altersheim","1990","Thüringen","Ostdeutschland","","","",""
"Mieter","1990","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","1990","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","1990","Hamburg","Westdeutschland","","","",""
"Mieter","1990","Hamburg","Ostdeutschland","","","",""
"Mieter","1990","Niedersachsen","Westdeutschland","1","","",""
"Mieter","1990","Niedersachsen","Ostdeutschland","","","",""
"Mieter","1990","Bremen","Westdeutschland","","","",""
"Mieter","1990","Bremen","Ostdeutschland","","","",""
"Mieter","1990","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","1990","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","1990","Hessen","Westdeutschland","1","","",""
"Mieter","1990","Hessen","Ostdeutschland","","","",""
"Mieter","1990","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","1990","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","1990","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","1990","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","1990","Bayern","Westdeutschland","","","",""
"Mieter","1990","Bayern","Ostdeutschland","","","",""
"Mieter","1990","Saarland","Westdeutschland","","","",""
"Mieter","1990","Saarland","Ostdeutschland","","","",""
"Mieter","1990","Berlin","Westdeutschland","","","",""
"Mieter","1990","Berlin","Ostdeutschland","","","",""
"Mieter","1990","Brandenburg","Westdeutschland","","","",""
"Mieter","1990","Brandenburg","Ostdeutschland","","","",""
"Mieter","1990","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","1990","Mecklenburg-Vorpommern","Ostdeutschland","1","","",""
"Mieter","1990","Sachsen","Westdeutschland","","","",""
"Mieter","1990","Sachsen","Ostdeutschland","1","","",""
"Mieter","1990","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","1990","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","1990","Thüringen","Westdeutschland","","","",""
"Mieter","1990","Thüringen","Ostdeutschland","1","","",""
"Hauptmieter","1991","Schleswig-Holstein","Westdeutschland","78","0.508568683179631","0.429611080866382","0.58752628549288"
"Hauptmieter","1991","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","1991","Hamburg","Westdeutschland","86","0.874832912252383","0.810615080846164","0.939050743658602"
"Hauptmieter","1991","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","1991","Niedersachsen","Westdeutschland","249","0.50891638576838","0.464053227846681","0.55377954369008"
"Hauptmieter","1991","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","1991","Bremen","Westdeutschland","39","0.799115872013314","0.695102696965373","0.903129047061254"
"Hauptmieter","1991","Bremen","Ostdeutschland","","","",""
"Hauptmieter","1991","Nordrhein-Westfalen","Westdeutschland","804","0.625890798802633","0.599054949139709","0.652726648465557"
"Hauptmieter","1991","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","1991","Hessen","Westdeutschland","292","0.549901397465468","0.504388132418073","0.595414662512864"
"Hauptmieter","1991","Hessen","Ostdeutschland","","","",""
"Hauptmieter","1991","Rheinland-Pfalz,Saarland","Westdeutschland","159","0.474669545720474","0.420628574852896","0.528710516588052"
"Hauptmieter","1991","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","1991","Baden-Württemberg","Westdeutschland","455","0.455294375029612","0.421476005698109","0.489112744361114"
"Hauptmieter","1991","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","1991","Bayern","Westdeutschland","438","0.517558751050398","0.482889162309395","0.5522283397914"
"Hauptmieter","1991","Bayern","Ostdeutschland","","","",""
"Hauptmieter","1991","Saarland","Westdeutschland","","","",""
"Hauptmieter","1991","Saarland","Ostdeutschland","","","",""
"Hauptmieter","1991","Berlin","Westdeutschland","155","0.876612164105251","0.82816131663963","0.925063011570873"
"Hauptmieter","1991","Berlin","Ostdeutschland","134","0.943763741850117","0.905872069707544","0.98165541399269"
"Hauptmieter","1991","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","1991","Brandenburg","Ostdeutschland","185","0.600635444297889","0.54714078910526","0.654130099490517"
"Hauptmieter","1991","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","1991","Mecklenburg-Vorpommern","Ostdeutschland","153","0.725437524437285","0.666597539434414","0.784277509440157"
"Hauptmieter","1991","Sachsen","Westdeutschland","","","",""
"Hauptmieter","1991","Sachsen","Ostdeutschland","434","0.74369422757971","0.708643151128412","0.778745304031009"
"Hauptmieter","1991","Sachsen-Anhalt","Westdeutschland","","","",""
