"hlf0001_h","year","bula_h","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentümer","2004","Baden-Württemberg","Westdeutschland","698","0.489454956722671","0.462877601552246","0.516032311893096"
"Eigentümer","2004","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2004","Bayern","Westdeutschland","890","0.485485773636108","0.461095433592704","0.509876113679513"
"Eigentümer","2004","Bayern","Ostdeutschland","","","",""
"Eigentümer","2004","Saarland","Westdeutschland","","","",""
"Eigentümer","2004","Saarland","Ostdeutschland","","","",""
"Eigentümer","2004","Berlin","Westdeutschland","58","0.146018150298994","0.103897608347342","0.188138692250647"
"Eigentümer","2004","Berlin","Ostdeutschland","23","","",""
"Eigentümer","2004","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2004","Brandenburg","Ostdeutschland","195","0.352345094287246","0.309787080147682","0.394903108426809"
"Eigentümer","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2004","Mecklenburg-Vorpommern","Ostdeutschland","116","0.371321486783076","0.314729046087257","0.427913927478895"
"Eigentümer","2004","Sachsen","Westdeutschland","","","",""
"Eigentümer","2004","Sachsen","Ostdeutschland","314","0.305761974544997","0.274208144931157","0.337315804158837"
"Eigentümer","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2004","Sachsen-Anhalt","Ostdeutschland","223","0.389886209507249","0.346299918843384","0.433472500171114"
"Eigentümer","2004","Thüringen","Westdeutschland","","","",""
"Eigentümer","2004","Thüringen","Ostdeutschland","234","0.372005151448141","0.32881068931761","0.415199613578672"
"Altersheim","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2004","Hamburg","Westdeutschland","","","",""
"Altersheim","2004","Hamburg","Ostdeutschland","","","",""
"Altersheim","2004","Niedersachsen","Westdeutschland","1","","",""
"Altersheim","2004","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2004","Bremen","Westdeutschland","","","",""
"Altersheim","2004","Bremen","Ostdeutschland","","","",""
"Altersheim","2004","Nordrhein-Westfalen","Westdeutschland","1","","",""
"Altersheim","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2004","Hessen","Westdeutschland","","","",""
"Altersheim","2004","Hessen","Ostdeutschland","","","",""
"Altersheim","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2004","Baden-Württemberg","Westdeutschland","1","","",""
"Altersheim","2004","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2004","Bayern","Westdeutschland","","","",""
"Altersheim","2004","Bayern","Ostdeutschland","","","",""
"Altersheim","2004","Saarland","Westdeutschland","","","",""
"Altersheim","2004","Saarland","Ostdeutschland","","","",""
"Altersheim","2004","Berlin","Westdeutschland","","","",""
"Altersheim","2004","Berlin","Ostdeutschland","","","",""
"Altersheim","2004","Brandenburg","Westdeutschland","","","",""
"Altersheim","2004","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2004","Sachsen","Westdeutschland","","","",""
"Altersheim","2004","Sachsen","Ostdeutschland","","","",""
"Altersheim","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2004","Thüringen","Westdeutschland","","","",""
"Altersheim","2004","Thüringen","Ostdeutschland","","","",""
"Mieter","2004","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2004","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2004","Hamburg","Westdeutschland","","","",""
"Mieter","2004","Hamburg","Ostdeutschland","","","",""
"Mieter","2004","Niedersachsen","Westdeutschland","","","",""
"Mieter","2004","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2004","Bremen","Westdeutschland","","","",""
"Mieter","2004","Bremen","Ostdeutschland","","","",""
"Mieter","2004","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2004","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2004","Hessen","Westdeutschland","","","",""
"Mieter","2004","Hessen","Ostdeutschland","","","",""
"Mieter","2004","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2004","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2004","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2004","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2004","Bayern","Westdeutschland","","","",""
"Mieter","2004","Bayern","Ostdeutschland","","","",""
"Mieter","2004","Saarland","Westdeutschland","","","",""
"Mieter","2004","Saarland","Ostdeutschland","","","",""
"Mieter","2004","Berlin","Westdeutschland","","","",""
"Mieter","2004","Berlin","Ostdeutschland","","","",""
"Mieter","2004","Brandenburg","Westdeutschland","","","",""
"Mieter","2004","Brandenburg","Ostdeutschland","","","",""
"Mieter","2004","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2004","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2004","Sachsen","Westdeutschland","","","",""
"Mieter","2004","Sachsen","Ostdeutschland","","","",""
"Mieter","2004","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2004","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2004","Thüringen","Westdeutschland","","","",""
"Mieter","2004","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2005","Schleswig-Holstein","Westdeutschland","150","0.453926386614416","0.402353090574146","0.505499682654686"
"Hauptmieter","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2005","Hamburg","Westdeutschland","124","0.805315674134885","0.746817767239025","0.863813581030746"
"Hauptmieter","2005","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2005","Niedersachsen","Westdeutschland","352","0.424835365626688","0.393335482581139","0.456335248672237"
"Hauptmieter","2005","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2005","Bremen","Westdeutschland","46","0.560802586935717","0.456517224323455","0.665087949547979"
"Hauptmieter","2005","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2005","Nordrhein-Westfalen","Westdeutschland","1239","0.601730377363203","0.581992257142897","0.621468497583509"
"Hauptmieter","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2005","Hessen","Westdeutschland","374","0.542054186394947","0.506748409579938","0.577359963209955"
"Hauptmieter","2005","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2005","Rheinland-Pfalz,Saarland","Westdeutschland","269","0.444362640183906","0.40693277650221","0.481792503865602"
"Hauptmieter","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2005","Baden-Württemberg","Westdeutschland","619","0.491687049424719","0.46472787092234","0.518646227927097"
"Hauptmieter","2005","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2005","Bayern","Westdeutschland","652","0.478408798722076","0.453580463415672","0.503237134028481"
"Hauptmieter","2005","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2005","Saarland","Westdeutschland","","","",""
"Hauptmieter","2005","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2005","Berlin","Westdeutschland","194","0.816779196127512","0.769666502556094","0.86389188969893"
"Hauptmieter","2005","Berlin","Ostdeutschland","171","0.904739015278088","0.863950232473946","0.945527798082231"
"Hauptmieter","2005","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2005","Brandenburg","Ostdeutschland","269","0.6155236070775","0.571590205113664","0.659457009041336"
"Hauptmieter","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2005","Mecklenburg-Vorpommern","Ostdeutschland","153","0.624252167355855","0.567010797864993","0.681493536846717"
"Hauptmieter","2005","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2005","Sachsen","Ostdeutschland","466","0.649799696957949","0.616988801173099","0.682610592742798"
"Hauptmieter","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2005","Sachsen-Anhalt","Ostdeutschland","237","0.583024321008463","0.538495998381741","0.627552643635185"
"Hauptmieter","2005","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2005","Thüringen","Ostdeutschland","214","0.561350556626853","0.516151073801733","0.606550039451972"
"Untermieter","2005","Schleswig-Holstein","Westdeutschland","5","","",""
"Untermieter","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","2005","Hamburg","Westdeutschland","6","","",""
"Untermieter","2005","Hamburg","Ostdeutschland","","","",""
"Untermieter","2005","Niedersachsen","Westdeutschland","26","","",""
"Untermieter","2005","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","2005","Bremen","Westdeutschland","2","","",""
"Untermieter","2005","Bremen","Ostdeutschland","","","",""
"Untermieter","2005","Nordrhein-Westfalen","Westdeutschland","37","0.0186954316285886","0.0132342592033682","0.0241566040538089"
"Untermieter","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","2005","Hessen","Westdeutschland","21","","",""
"Untermieter","2005","Hessen","Ostdeutschland","","","",""
"Untermieter","2005","Rheinland-Pfalz,Saarland","Westdeutschland","22","","",""
"Untermieter","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","2005","Baden-Württemberg","Westdeutschland","30","0.0274365497438528","0.018627675652201","0.0362454238355047"
"Untermieter","2005","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","2005","Bayern","Westdeutschland","48","0.0391369008342799","0.0294984581792365","0.0487753434893233"
"Untermieter","2005","Bayern","Ostdeutschland","","","",""
"Untermieter","2005","Saarland","Westdeutschland","","","",""
"Untermieter","2005","Saarland","Ostdeutschland","","","",""
"Untermieter","2005","Berlin","Westdeutschland","11","","",""
"Untermieter","2005","Berlin","Ostdeutschland","4","","",""
"Untermieter","2005","Brandenburg","Westdeutschland","","","",""
"Untermieter","2005","Brandenburg","Ostdeutschland","16","","",""
"Untermieter","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2005","Mecklenburg-Vorpommern","Ostdeutschland","5","","",""
"Untermieter","2005","Sachsen","Westdeutschland","","","",""
"Untermieter","2005","Sachsen","Ostdeutschland","20","","",""
"Untermieter","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2005","Sachsen-Anhalt","Ostdeutschland","11","","",""
"Untermieter","2005","Thüringen","Westdeutschland","","","",""
"Untermieter","2005","Thüringen","Ostdeutschland","19","","",""
"Eigentümer","2005","Schleswig-Holstein","Westdeutschland","203","0.530626754168224","0.478930352506971","0.582323155829477"
"Eigentümer","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2005","Hamburg","Westdeutschland","46","0.149675740287763","0.0969697777079095","0.202381702867617"
"Eigentümer","2005","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2005","Niedersachsen","Westdeutschland","568","0.545968675334695","0.514241654466136","0.577695696203253"
"Eigentümer","2005","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2005","Bremen","Westdeutschland","39","0.398955077560704","0.296057789340014","0.501852365781393"
"Eigentümer","2005","Bremen","Ostdeutschland","","","",""
"Eigentümer","2005","Nordrhein-Westfalen","Westdeutschland","1087","0.379574191008208","0.360007855527859","0.399140526488558"
"Eigentümer","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2005","Hessen","Westdeutschland","370","0.423649187861358","0.388633390745825","0.458664984976891"
"Eigentümer","2005","Hessen","Ostdeutschland","","","",""
"Eigentümer","2005","Rheinland-Pfalz,Saarland","Westdeutschland","386","0.509200923708419","0.471543533685396","0.546858313731443"
"Eigentümer","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2005","Baden-Württemberg","Westdeutschland","672","0.480876400831429","0.4539332240565","0.507819577606358"
"Eigentümer","2005","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2005","Bayern","Westdeutschland","855","0.482454300443644","0.457618089637163","0.507290511250125"
"Eigentümer","2005","Bayern","Ostdeutschland","","","",""
"Eigentümer","2005","Saarland","Westdeutschland","","","",""
"Eigentümer","2005","Saarland","Ostdeutschland","","","",""
"Eigentümer","2005","Berlin","Westdeutschland","54","0.138799055887695","0.0966930823063756","0.180905029469015"
"Eigentümer","2005","Berlin","Ostdeutschland","24","","",""
"Eigentümer","2005","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2005","Brandenburg","Ostdeutschland","186","0.334068646375567","0.291472508153953","0.37666478459718"
"Eigentümer","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2005","Mecklenburg-Vorpommern","Ostdeutschland","117","0.366981802520168","0.310016277247838","0.423947327792497"
"Eigentümer","2005","Sachsen","Westdeutschland","","","",""
"Eigentümer","2005","Sachsen","Ostdeutschland","325","0.322895836814291","0.290734874050231","0.355056799578352"
"Eigentümer","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2005","Sachsen-Anhalt","Ostdeutschland","223","0.384457364683006","0.340524370838884","0.428390358527128"
"Eigentümer","2005","Thüringen","Westdeutschland","","","",""
"Eigentümer","2005","Thüringen","Ostdeutschland","230","0.381183890921896","0.336944853345572","0.425422928498219"
"Altersheim","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2005","Hamburg","Westdeutschland","","","",""
"Altersheim","2005","Hamburg","Ostdeutschland","","","",""
"Altersheim","2005","Niedersachsen","Westdeutschland","","","",""
"Altersheim","2005","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2005","Bremen","Westdeutschland","","","",""
"Altersheim","2005","Bremen","Ostdeutschland","","","",""
"Altersheim","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2005","Hessen","Westdeutschland","","","",""
"Altersheim","2005","Hessen","Ostdeutschland","","","",""
"Altersheim","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2005","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","2005","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2005","Bayern","Westdeutschland","","","",""
"Altersheim","2005","Bayern","Ostdeutschland","","","",""
"Altersheim","2005","Saarland","Westdeutschland","","","",""
"Altersheim","2005","Saarland","Ostdeutschland","","","",""
"Altersheim","2005","Berlin","Westdeutschland","","","",""
"Altersheim","2005","Berlin","Ostdeutschland","","","",""
"Altersheim","2005","Brandenburg","Westdeutschland","","","",""
"Altersheim","2005","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2005","Sachsen","Westdeutschland","","","",""
"Altersheim","2005","Sachsen","Ostdeutschland","1","","",""
"Altersheim","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2005","Thüringen","Westdeutschland","","","",""
"Altersheim","2005","Thüringen","Ostdeutschland","","","",""
"Mieter","2005","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2005","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2005","Hamburg","Westdeutschland","","","",""
"Mieter","2005","Hamburg","Ostdeutschland","","","",""
"Mieter","2005","Niedersachsen","Westdeutschland","","","",""
"Mieter","2005","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2005","Bremen","Westdeutschland","","","",""
"Mieter","2005","Bremen","Ostdeutschland","","","",""
"Mieter","2005","Nordrhein-Westfalen","Westdeutschland","","","",""
"Mieter","2005","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Mieter","2005","Hessen","Westdeutschland","","","",""
"Mieter","2005","Hessen","Ostdeutschland","","","",""
"Mieter","2005","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Mieter","2005","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Mieter","2005","Baden-Württemberg","Westdeutschland","","","",""
"Mieter","2005","Baden-Württemberg","Ostdeutschland","","","",""
"Mieter","2005","Bayern","Westdeutschland","","","",""
"Mieter","2005","Bayern","Ostdeutschland","","","",""
"Mieter","2005","Saarland","Westdeutschland","","","",""
"Mieter","2005","Saarland","Ostdeutschland","","","",""
"Mieter","2005","Berlin","Westdeutschland","","","",""
"Mieter","2005","Berlin","Ostdeutschland","","","",""
"Mieter","2005","Brandenburg","Westdeutschland","","","",""
"Mieter","2005","Brandenburg","Ostdeutschland","","","",""
"Mieter","2005","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Mieter","2005","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Mieter","2005","Sachsen","Westdeutschland","","","",""
"Mieter","2005","Sachsen","Ostdeutschland","","","",""
"Mieter","2005","Sachsen-Anhalt","Westdeutschland","","","",""
"Mieter","2005","Sachsen-Anhalt","Ostdeutschland","","","",""
"Mieter","2005","Thüringen","Westdeutschland","","","",""
"Mieter","2005","Thüringen","Ostdeutschland","","","",""
"Hauptmieter","2006","Schleswig-Holstein","Westdeutschland","167","0.463817150073275","0.414260361933017","0.513373938213533"
"Hauptmieter","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Hauptmieter","2006","Hamburg","Westdeutschland","145","0.833761196579406","0.781372901177768","0.886149491981045"
"Hauptmieter","2006","Hamburg","Ostdeutschland","","","",""
"Hauptmieter","2006","Niedersachsen","Westdeutschland","416","0.449764379700146","0.420012608204011","0.47951615119628"
"Hauptmieter","2006","Niedersachsen","Ostdeutschland","","","",""
"Hauptmieter","2006","Bremen","Westdeutschland","52","0.59204163118641","0.490507774493105","0.693575487879715"
"Hauptmieter","2006","Bremen","Ostdeutschland","","","",""
"Hauptmieter","2006","Nordrhein-Westfalen","Westdeutschland","1302","0.597362767565677","0.5782827696266","0.616442765504754"
"Hauptmieter","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Hauptmieter","2006","Hessen","Westdeutschland","399","0.555946889739085","0.52244619240792","0.589447587070251"
"Hauptmieter","2006","Hessen","Ostdeutschland","","","",""
"Hauptmieter","2006","Rheinland-Pfalz,Saarland","Westdeutschland","305","0.47530420738718","0.439003047161514","0.511605367612846"
"Hauptmieter","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Hauptmieter","2006","Baden-Württemberg","Westdeutschland","659","0.49423265163155","0.468700475674723","0.519764827588377"
"Hauptmieter","2006","Baden-Württemberg","Ostdeutschland","","","",""
"Hauptmieter","2006","Bayern","Westdeutschland","720","0.491369563352565","0.467812001623663","0.514927125081467"
"Hauptmieter","2006","Bayern","Ostdeutschland","","","",""
"Hauptmieter","2006","Saarland","Westdeutschland","","","",""
"Hauptmieter","2006","Saarland","Ostdeutschland","","","",""
"Hauptmieter","2006","Berlin","Westdeutschland","204","0.816048123722313","0.770338931523315","0.86175731592131"
"Hauptmieter","2006","Berlin","Ostdeutschland","177","0.906556895585667","0.86690772742129","0.946206063750044"
"Hauptmieter","2006","Brandenburg","Westdeutschland","","","",""
"Hauptmieter","2006","Brandenburg","Ostdeutschland","295","0.60217689205988","0.560585896057326","0.643767888062433"
"Hauptmieter","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Hauptmieter","2006","Mecklenburg-Vorpommern","Ostdeutschland","157","0.57047337627534","0.51482864700146","0.62611810554922"
"Hauptmieter","2006","Sachsen","Westdeutschland","","","",""
"Hauptmieter","2006","Sachsen","Ostdeutschland","504","0.664073353602351","0.632814103976782","0.695332603227921"
"Hauptmieter","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Hauptmieter","2006","Sachsen-Anhalt","Ostdeutschland","263","0.637358086943375","0.594876934640067","0.679839239246683"
"Hauptmieter","2006","Thüringen","Westdeutschland","","","",""
"Hauptmieter","2006","Thüringen","Ostdeutschland","231","0.530058444296972","0.486953381669253","0.573163506924691"
"Untermieter","2006","Schleswig-Holstein","Westdeutschland","7","","",""
"Untermieter","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Untermieter","2006","Hamburg","Westdeutschland","1","","",""
"Untermieter","2006","Hamburg","Ostdeutschland","","","",""
"Untermieter","2006","Niedersachsen","Westdeutschland","19","","",""
"Untermieter","2006","Niedersachsen","Ostdeutschland","","","",""
"Untermieter","2006","Bremen","Westdeutschland","2","","",""
"Untermieter","2006","Bremen","Ostdeutschland","","","",""
"Untermieter","2006","Nordrhein-Westfalen","Westdeutschland","32","0.0173218091833697","0.0122460084284722","0.0223976099382672"
"Untermieter","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Untermieter","2006","Hessen","Westdeutschland","20","","",""
"Untermieter","2006","Hessen","Ostdeutschland","","","",""
"Untermieter","2006","Rheinland-Pfalz,Saarland","Westdeutschland","14","","",""
"Untermieter","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Untermieter","2006","Baden-Württemberg","Westdeutschland","28","","",""
"Untermieter","2006","Baden-Württemberg","Ostdeutschland","","","",""
"Untermieter","2006","Bayern","Westdeutschland","39","0.0247913733624072","0.0174644086552179","0.0321183380695965"
"Untermieter","2006","Bayern","Ostdeutschland","","","",""
"Untermieter","2006","Saarland","Westdeutschland","","","",""
"Untermieter","2006","Saarland","Ostdeutschland","","","",""
"Untermieter","2006","Berlin","Westdeutschland","11","","",""
"Untermieter","2006","Berlin","Ostdeutschland","5","","",""
"Untermieter","2006","Brandenburg","Westdeutschland","","","",""
"Untermieter","2006","Brandenburg","Ostdeutschland","20","","",""
"Untermieter","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Untermieter","2006","Mecklenburg-Vorpommern","Ostdeutschland","9","","",""
"Untermieter","2006","Sachsen","Westdeutschland","","","",""
"Untermieter","2006","Sachsen","Ostdeutschland","29","","",""
"Untermieter","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Untermieter","2006","Sachsen-Anhalt","Ostdeutschland","7","","",""
"Untermieter","2006","Thüringen","Westdeutschland","","","",""
"Untermieter","2006","Thüringen","Ostdeutschland","20","","",""
"Eigentümer","2006","Schleswig-Holstein","Westdeutschland","215","0.509499404045709","0.459821312869027","0.559177495222391"
"Eigentümer","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Eigentümer","2006","Hamburg","Westdeutschland","48","0.156066056817449","0.104997253393495","0.207134860241403"
"Eigentümer","2006","Hamburg","Ostdeutschland","","","",""
"Eigentümer","2006","Niedersachsen","Westdeutschland","639","0.525422751383338","0.495558347895447","0.555287154871228"
"Eigentümer","2006","Niedersachsen","Ostdeutschland","","","",""
"Eigentümer","2006","Bremen","Westdeutschland","36","0.391607185871079","0.290764547335605","0.492449824406554"
"Eigentümer","2006","Bremen","Ostdeutschland","","","",""
"Eigentümer","2006","Nordrhein-Westfalen","Westdeutschland","1204","0.385315423250953","0.36638167332083","0.404249173181076"
"Eigentümer","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Eigentümer","2006","Hessen","Westdeutschland","426","0.409981570135394","0.376820029999083","0.443143110271704"
"Eigentümer","2006","Hessen","Ostdeutschland","","","",""
"Eigentümer","2006","Rheinland-Pfalz,Saarland","Westdeutschland","408","0.493970595882473","0.457627718301521","0.530313473463425"
"Eigentümer","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Eigentümer","2006","Baden-Württemberg","Westdeutschland","786","0.479772809150017","0.454259836881633","0.505285781418402"
"Eigentümer","2006","Baden-Württemberg","Ostdeutschland","","","",""
"Eigentümer","2006","Bayern","Westdeutschland","971","0.483839063285028","0.46029030181148","0.507387824758575"
"Eigentümer","2006","Bayern","Ostdeutschland","","","",""
"Eigentümer","2006","Saarland","Westdeutschland","","","",""
"Eigentümer","2006","Saarland","Ostdeutschland","","","",""
"Eigentümer","2006","Berlin","Westdeutschland","61","0.14503972314319","0.103495561484129","0.186583884802251"
"Eigentümer","2006","Berlin","Ostdeutschland","25","","",""
"Eigentümer","2006","Brandenburg","Westdeutschland","","","",""
"Eigentümer","2006","Brandenburg","Ostdeutschland","217","0.342699678865062","0.302369416634337","0.383029941095787"
"Eigentümer","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Eigentümer","2006","Mecklenburg-Vorpommern","Ostdeutschland","138","0.401754686182877","0.346644557196047","0.456864815169708"
"Eigentümer","2006","Sachsen","Westdeutschland","","","",""
"Eigentümer","2006","Sachsen","Ostdeutschland","343","0.30540331449126","0.274920748640181","0.335885880342339"
"Eigentümer","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Eigentümer","2006","Sachsen-Anhalt","Ostdeutschland","222","0.349117536863916","0.306996150466925","0.391238923260908"
"Eigentümer","2006","Thüringen","Westdeutschland","","","",""
"Eigentümer","2006","Thüringen","Ostdeutschland","264","0.41736709998182","0.374777742844982","0.459956457118657"
"Altersheim","2006","Schleswig-Holstein","Westdeutschland","","","",""
"Altersheim","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Altersheim","2006","Hamburg","Westdeutschland","","","",""
"Altersheim","2006","Hamburg","Ostdeutschland","","","",""
"Altersheim","2006","Niedersachsen","Westdeutschland","","","",""
"Altersheim","2006","Niedersachsen","Ostdeutschland","","","",""
"Altersheim","2006","Bremen","Westdeutschland","","","",""
"Altersheim","2006","Bremen","Ostdeutschland","","","",""
"Altersheim","2006","Nordrhein-Westfalen","Westdeutschland","","","",""
"Altersheim","2006","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Altersheim","2006","Hessen","Westdeutschland","","","",""
"Altersheim","2006","Hessen","Ostdeutschland","","","",""
"Altersheim","2006","Rheinland-Pfalz,Saarland","Westdeutschland","","","",""
"Altersheim","2006","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Altersheim","2006","Baden-Württemberg","Westdeutschland","","","",""
"Altersheim","2006","Baden-Württemberg","Ostdeutschland","","","",""
"Altersheim","2006","Bayern","Westdeutschland","","","",""
"Altersheim","2006","Bayern","Ostdeutschland","","","",""
"Altersheim","2006","Saarland","Westdeutschland","","","",""
"Altersheim","2006","Saarland","Ostdeutschland","","","",""
"Altersheim","2006","Berlin","Westdeutschland","","","",""
"Altersheim","2006","Berlin","Ostdeutschland","","","",""
"Altersheim","2006","Brandenburg","Westdeutschland","","","",""
"Altersheim","2006","Brandenburg","Ostdeutschland","","","",""
"Altersheim","2006","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Altersheim","2006","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Altersheim","2006","Sachsen","Westdeutschland","","","",""
"Altersheim","2006","Sachsen","Ostdeutschland","1","","",""
"Altersheim","2006","Sachsen-Anhalt","Westdeutschland","","","",""
"Altersheim","2006","Sachsen-Anhalt","Ostdeutschland","","","",""
"Altersheim","2006","Thüringen","Westdeutschland","","","",""
"Altersheim","2006","Thüringen","Ostdeutschland","","","",""
"Mieter","2006","Schleswig-Holstein","Westdeutschland","","","",""
"Mieter","2006","Schleswig-Holstein","Ostdeutschland","","","",""
"Mieter","2006","Hamburg","Westdeutschland","","","",""
"Mieter","2006","Hamburg","Ostdeutschland","","","",""
"Mieter","2006","Niedersachsen","Westdeutschland","","","",""
"Mieter","2006","Niedersachsen","Ostdeutschland","","","",""
"Mieter","2006","Bremen","Westdeutschland","","","",""
"Mieter","2006","Bremen","Ostdeutschland","","","",""
