"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentümer","1995","Sachsen-Anhalt","Städtischer Raum","5","","",""
"Eigentümer","1995","Sachsen-Anhalt","Ländlicher Raum","109","0.386573371294345","0.328595705656018","0.444551036932672"
"Eigentümer","1995","Thüringen","Städtischer Raum","28","","",""
"Eigentümer","1995","Thüringen","Ländlicher Raum","108","0.40050491575007","0.336762003550572","0.464247827949569"
"Altersheim","1995","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1995","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1995","Hamburg","Städtischer Raum","","","",""
"Altersheim","1995","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1995","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1995","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1995","Bremen","Städtischer Raum","","","",""
"Altersheim","1995","Bremen","Ländlicher Raum","","","",""
"Altersheim","1995","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1995","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","1995","Hessen","Städtischer Raum","","","",""
"Altersheim","1995","Hessen","Ländlicher Raum","","","",""
"Altersheim","1995","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","1995","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","1995","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","1995","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","1995","Bayern","Städtischer Raum","","","",""
"Altersheim","1995","Bayern","Ländlicher Raum","","","",""
"Altersheim","1995","Saarland","Städtischer Raum","","","",""
"Altersheim","1995","Saarland","Ländlicher Raum","","","",""
"Altersheim","1995","Berlin","Städtischer Raum","","","",""
"Altersheim","1995","Berlin","Ländlicher Raum","","","",""
"Altersheim","1995","Brandenburg","Städtischer Raum","","","",""
"Altersheim","1995","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","1995","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","1995","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","1995","Sachsen","Städtischer Raum","","","",""
"Altersheim","1995","Sachsen","Ländlicher Raum","","","",""
"Altersheim","1995","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","1995","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","1995","Thüringen","Städtischer Raum","","","",""
"Altersheim","1995","Thüringen","Ländlicher Raum","","","",""
"Mieter","1995","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","1995","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","1995","Hamburg","Städtischer Raum","","","",""
"Mieter","1995","Hamburg","Ländlicher Raum","","","",""
"Mieter","1995","Niedersachsen","Städtischer Raum","","","",""
"Mieter","1995","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","1995","Bremen","Städtischer Raum","","","",""
"Mieter","1995","Bremen","Ländlicher Raum","","","",""
"Mieter","1995","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","1995","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","1995","Hessen","Städtischer Raum","","","",""
"Mieter","1995","Hessen","Ländlicher Raum","","","",""
"Mieter","1995","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","1995","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","1995","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","1995","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","1995","Bayern","Städtischer Raum","","","",""
"Mieter","1995","Bayern","Ländlicher Raum","","","",""
"Mieter","1995","Saarland","Städtischer Raum","","","",""
"Mieter","1995","Saarland","Ländlicher Raum","","","",""
"Mieter","1995","Berlin","Städtischer Raum","","","",""
"Mieter","1995","Berlin","Ländlicher Raum","","","",""
"Mieter","1995","Brandenburg","Städtischer Raum","","","",""
"Mieter","1995","Brandenburg","Ländlicher Raum","","","",""
"Mieter","1995","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","1995","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","1995","Sachsen","Städtischer Raum","","","",""
"Mieter","1995","Sachsen","Ländlicher Raum","","","",""
"Mieter","1995","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","1995","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","1995","Thüringen","Städtischer Raum","","","",""
"Mieter","1995","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","1996","Schleswig-Holstein","Städtischer Raum","39","0.572751995580452","0.456868283618587","0.688635707542318"
"Hauptmieter","1996","Schleswig-Holstein","Ländlicher Raum","30","0.335044055904046","0.230960543294465","0.439127568513627"
"Hauptmieter","1996","Hamburg","Städtischer Raum","69","0.859388168754163","0.783685498442667","0.935090839065659"
"Hauptmieter","1996","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","1996","Niedersachsen","Städtischer Raum","171","0.593190406480502","0.535444879979843","0.65093593298116"
"Hauptmieter","1996","Niedersachsen","Ländlicher Raum","107","0.390867418993565","0.330741949489351","0.45099288849778"
"Hauptmieter","1996","Bremen","Städtischer Raum","36","0.758027675188049","0.642726021619136","0.873329328756963"
"Hauptmieter","1996","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","1996","Nordrhein-Westfalen","Städtischer Raum","818","0.590702596179415","0.563520409738549","0.617884782620282"
"Hauptmieter","1996","Nordrhein-Westfalen","Ländlicher Raum","8","","",""
"Hauptmieter","1996","Hessen","Städtischer Raum","249","0.538941765814732","0.489658369671678","0.588225161957787"
"Hauptmieter","1996","Hessen","Ländlicher Raum","40","0.481864069074156","0.368018440823856","0.595709697324456"
"Hauptmieter","1996","Rheinland-Pfalz,Saarland","Städtischer Raum","145","0.48631368602674","0.428589330802489","0.544038041250991"
"Hauptmieter","1996","Rheinland-Pfalz,Saarland","Ländlicher Raum","27","","",""
"Hauptmieter","1996","Baden-Württemberg","Städtischer Raum","411","0.444474936337692","0.408526870520271","0.480423002155112"
"Hauptmieter","1996","Baden-Württemberg","Ländlicher Raum","47","0.349799230370644","0.259011256747585","0.440587203993702"
"Hauptmieter","1996","Bayern","Städtischer Raum","255","0.578872986110301","0.531876719953813","0.625869252266788"
"Hauptmieter","1996","Bayern","Ländlicher Raum","216","0.449157608392008","0.402521701078558","0.495793515705458"
"Hauptmieter","1996","Saarland","Städtischer Raum","","","",""
"Hauptmieter","1996","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","1996","Berlin","Städtischer Raum","271","0.872227127497315","0.835064931614801","0.90938932337983"
"Hauptmieter","1996","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","1996","Brandenburg","Städtischer Raum","17","","",""
"Hauptmieter","1996","Brandenburg","Ländlicher Raum","165","0.594306586754447","0.536996932685473","0.651616240823421"
"Hauptmieter","1996","Mecklenburg-Vorpommern","Städtischer Raum","23","","",""
"Hauptmieter","1996","Mecklenburg-Vorpommern","Ländlicher Raum","117","0.704502178219155","0.636512442739798","0.772491913698511"
"Hauptmieter","1996","Sachsen","Städtischer Raum","226","0.7956701251637","0.74918311340181","0.84215713692559"
"Hauptmieter","1996","Sachsen","Ländlicher Raum","147","0.623524438180372","0.564518822825243","0.6825300535355"
"Hauptmieter","1996","Sachsen-Anhalt","Städtischer Raum","66","0.899899181962788","0.832421984499742","0.967376379425835"
"Hauptmieter","1996","Sachsen-Anhalt","Ländlicher Raum","139","0.561783916136974","0.500765625098438","0.62280220717551"
"Hauptmieter","1996","Thüringen","Städtischer Raum","61","0.712020196250109","0.620480106023895","0.803560286476323"
"Hauptmieter","1996","Thüringen","Ländlicher Raum","105","0.514420051863789","0.450107844614037","0.578732259113541"
"Untermieter","1996","Schleswig-Holstein","Städtischer Raum","2","","",""
"Untermieter","1996","Schleswig-Holstein","Ländlicher Raum","4","","",""
"Untermieter","1996","Hamburg","Städtischer Raum","","","",""
"Untermieter","1996","Hamburg","Ländlicher Raum","","","",""
"Untermieter","1996","Niedersachsen","Städtischer Raum","11","","",""
"Untermieter","1996","Niedersachsen","Ländlicher Raum","7","","",""
"Untermieter","1996","Bremen","Städtischer Raum","3","","",""
"Untermieter","1996","Bremen","Ländlicher Raum","","","",""
"Untermieter","1996","Nordrhein-Westfalen","Städtischer Raum","33","0.0281195133623382","0.0189806794698403","0.0372583472548361"
"Untermieter","1996","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Untermieter","1996","Hessen","Städtischer Raum","16","","",""
"Untermieter","1996","Hessen","Ländlicher Raum","5","","",""
"Untermieter","1996","Rheinland-Pfalz,Saarland","Städtischer Raum","6","","",""
"Untermieter","1996","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Untermieter","1996","Baden-Württemberg","Städtischer Raum","33","0.036367480197498","0.0228245577832207","0.0499104026117754"
"Untermieter","1996","Baden-Württemberg","Ländlicher Raum","7","","",""
"Untermieter","1996","Bayern","Städtischer Raum","14","","",""
"Untermieter","1996","Bayern","Ländlicher Raum","19","","",""
"Untermieter","1996","Saarland","Städtischer Raum","","","",""
"Untermieter","1996","Saarland","Ländlicher Raum","","","",""
"Untermieter","1996","Berlin","Städtischer Raum","12","","",""
"Untermieter","1996","Berlin","Ländlicher Raum","","","",""
"Untermieter","1996","Brandenburg","Städtischer Raum","1","","",""
"Untermieter","1996","Brandenburg","Ländlicher Raum","8","","",""
"Untermieter","1996","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","1996","Mecklenburg-Vorpommern","Ländlicher Raum","1","","",""
"Untermieter","1996","Sachsen","Städtischer Raum","8","","",""
"Untermieter","1996","Sachsen","Ländlicher Raum","9","","",""
"Untermieter","1996","Sachsen-Anhalt","Städtischer Raum","2","","",""
"Untermieter","1996","Sachsen-Anhalt","Ländlicher Raum","11","","",""
"Untermieter","1996","Thüringen","Städtischer Raum","3","","",""
"Untermieter","1996","Thüringen","Ländlicher Raum","16","","",""
"Eigentümer","1996","Schleswig-Holstein","Städtischer Raum","29","","",""
"Eigentümer","1996","Schleswig-Holstein","Ländlicher Raum","45","0.60378163869186","0.495926263233597","0.711637014150124"
"Eigentümer","1996","Hamburg","Städtischer Raum","12","","",""
"Eigentümer","1996","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","1996","Niedersachsen","Städtischer Raum","96","0.350951007939059","0.294847801886019","0.4070542139921"
"Eigentümer","1996","Niedersachsen","Ländlicher Raum","139","0.577944624985","0.517086907088344","0.638802342881656"
"Eigentümer","1996","Bremen","Städtischer Raum","14","","",""
"Eigentümer","1996","Bremen","Ländlicher Raum","","","",""
"Eigentümer","1996","Nordrhein-Westfalen","Städtischer Raum","406","0.381177890458247","0.354328946136603","0.40802683477989"
"Eigentümer","1996","Nordrhein-Westfalen","Ländlicher Raum","24","","",""
"Eigentümer","1996","Hessen","Städtischer Raum","128","0.406450376584657","0.357889770574958","0.455010982594355"
"Eigentümer","1996","Hessen","Ländlicher Raum","29","","",""
"Eigentümer","1996","Rheinland-Pfalz,Saarland","Städtischer Raum","137","0.487671461520383","0.429943025465317","0.545399897575449"
"Eigentümer","1996","Rheinland-Pfalz,Saarland","Ländlicher Raum","32","0.559034409783603","0.432344010110814","0.685724809456392"
"Eigentümer","1996","Baden-Württemberg","Städtischer Raum","290","0.51915758346481","0.483012348876814","0.555302818052806"
"Eigentümer","1996","Baden-Württemberg","Ländlicher Raum","52","0.57847246342618","0.484467782681652","0.672477144170707"
"Eigentümer","1996","Bayern","Städtischer Raum","155","0.398140447910887","0.351546351725922","0.444734544095853"
"Eigentümer","1996","Bayern","Ländlicher Raum","202","0.517024027286137","0.470172311664779","0.563875742907494"
"Eigentümer","1996","Saarland","Städtischer Raum","","","",""
"Eigentümer","1996","Saarland","Ländlicher Raum","","","",""
"Eigentümer","1996","Berlin","Städtischer Raum","27","","",""
"Eigentümer","1996","Berlin","Ländlicher Raum","","","",""
"Eigentümer","1996","Brandenburg","Städtischer Raum","","","",""
"Eigentümer","1996","Brandenburg","Ländlicher Raum","109","0.37625633521881","0.319714679582607","0.432797990855013"
"Eigentümer","1996","Mecklenburg-Vorpommern","Städtischer Raum","3","","",""
"Eigentümer","1996","Mecklenburg-Vorpommern","Ländlicher Raum","55","0.291951226434501","0.224200839656897","0.359701613212104"
"Eigentümer","1996","Sachsen","Städtischer Raum","55","0.181121803249733","0.136720656146807","0.22552295035266"
"Eigentümer","1996","Sachsen","Ländlicher Raum","103","0.348522501286579","0.290491063572663","0.406553939000495"
"Eigentümer","1996","Sachsen-Anhalt","Städtischer Raum","8","","",""
"Eigentümer","1996","Sachsen-Anhalt","Ländlicher Raum","104","0.377074392685596","0.317472116582986","0.436676668788206"
"Eigentümer","1996","Thüringen","Städtischer Raum","30","0.234156261786362","0.148549684165217","0.319762839407506"
"Eigentümer","1996","Thüringen","Ländlicher Raum","111","0.398898631601263","0.335888667796966","0.46190859540556"
"Altersheim","1996","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1996","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1996","Hamburg","Städtischer Raum","","","",""
"Altersheim","1996","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1996","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1996","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1996","Bremen","Städtischer Raum","","","",""
"Altersheim","1996","Bremen","Ländlicher Raum","","","",""
"Altersheim","1996","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1996","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","1996","Hessen","Städtischer Raum","","","",""
"Altersheim","1996","Hessen","Ländlicher Raum","","","",""
"Altersheim","1996","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","1996","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","1996","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","1996","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","1996","Bayern","Städtischer Raum","","","",""
"Altersheim","1996","Bayern","Ländlicher Raum","","","",""
"Altersheim","1996","Saarland","Städtischer Raum","","","",""
"Altersheim","1996","Saarland","Ländlicher Raum","","","",""
"Altersheim","1996","Berlin","Städtischer Raum","","","",""
"Altersheim","1996","Berlin","Ländlicher Raum","","","",""
"Altersheim","1996","Brandenburg","Städtischer Raum","","","",""
"Altersheim","1996","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","1996","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","1996","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","1996","Sachsen","Städtischer Raum","","","",""
"Altersheim","1996","Sachsen","Ländlicher Raum","","","",""
"Altersheim","1996","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","1996","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","1996","Thüringen","Städtischer Raum","","","",""
"Altersheim","1996","Thüringen","Ländlicher Raum","","","",""
"Mieter","1996","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","1996","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","1996","Hamburg","Städtischer Raum","","","",""
"Mieter","1996","Hamburg","Ländlicher Raum","","","",""
"Mieter","1996","Niedersachsen","Städtischer Raum","","","",""
"Mieter","1996","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","1996","Bremen","Städtischer Raum","","","",""
"Mieter","1996","Bremen","Ländlicher Raum","","","",""
"Mieter","1996","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","1996","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","1996","Hessen","Städtischer Raum","","","",""
"Mieter","1996","Hessen","Ländlicher Raum","","","",""
"Mieter","1996","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","1996","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","1996","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","1996","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","1996","Bayern","Städtischer Raum","","","",""
"Mieter","1996","Bayern","Ländlicher Raum","","","",""
"Mieter","1996","Saarland","Städtischer Raum","","","",""
"Mieter","1996","Saarland","Ländlicher Raum","","","",""
"Mieter","1996","Berlin","Städtischer Raum","","","",""
"Mieter","1996","Berlin","Ländlicher Raum","","","",""
"Mieter","1996","Brandenburg","Städtischer Raum","","","",""
"Mieter","1996","Brandenburg","Ländlicher Raum","","","",""
"Mieter","1996","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","1996","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","1996","Sachsen","Städtischer Raum","","","",""
"Mieter","1996","Sachsen","Ländlicher Raum","","","",""
"Mieter","1996","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","1996","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","1996","Thüringen","Städtischer Raum","","","",""
"Mieter","1996","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","1997","Schleswig-Holstein","Städtischer Raum","34","0.533184030597067","0.412822544258172","0.653545516935961"
"Hauptmieter","1997","Schleswig-Holstein","Ländlicher Raum","28","","",""
"Hauptmieter","1997","Hamburg","Städtischer Raum","65","0.843384825643507","0.763242054364404","0.92352759692261"
"Hauptmieter","1997","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","1997","Niedersachsen","Städtischer Raum","168","0.602015459362188","0.543738032395409","0.660292886328967"
"Hauptmieter","1997","Niedersachsen","Ländlicher Raum","102","0.35880180774762","0.300274075915313","0.417329539579928"
"Hauptmieter","1997","Bremen","Städtischer Raum","38","0.775403285901298","0.665114269413214","0.885692302389382"
"Hauptmieter","1997","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","1997","Nordrhein-Westfalen","Städtischer Raum","793","0.596107996973961","0.568830304562135","0.623385689385787"
"Hauptmieter","1997","Nordrhein-Westfalen","Ländlicher Raum","10","","",""
"Hauptmieter","1997","Hessen","Städtischer Raum","229","0.5463422553773","0.495477057079683","0.597207453674917"
"Hauptmieter","1997","Hessen","Ländlicher Raum","36","0.467834802640298","0.350103203433077","0.585566401847519"
"Hauptmieter","1997","Rheinland-Pfalz,Saarland","Städtischer Raum","158","0.491281037585286","0.434520836825699","0.548041238344874"
"Hauptmieter","1997","Rheinland-Pfalz,Saarland","Ländlicher Raum","27","","",""
"Hauptmieter","1997","Baden-Württemberg","Städtischer Raum","417","0.45012373432535","0.4141568460885","0.4860906225622"
"Hauptmieter","1997","Baden-Württemberg","Ländlicher Raum","50","0.417997496430027","0.322744478294121","0.513250514565932"
"Hauptmieter","1997","Bayern","Städtischer Raum","239","0.55835603287297","0.510636829674334","0.606075236071607"
"Hauptmieter","1997","Bayern","Ländlicher Raum","205","0.434405125515243","0.387554643199129","0.481255607831357"
"Hauptmieter","1997","Saarland","Städtischer Raum","","","",""
"Hauptmieter","1997","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","1997","Berlin","Städtischer Raum","264","0.879735274121687","0.842989281876888","0.916481266366486"
"Hauptmieter","1997","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","1997","Brandenburg","Städtischer Raum","14","","",""
"Hauptmieter","1997","Brandenburg","Ländlicher Raum","170","0.612830864841037","0.556768711966788","0.668893017715285"
"Hauptmieter","1997","Mecklenburg-Vorpommern","Städtischer Raum","23","","",""
"Hauptmieter","1997","Mecklenburg-Vorpommern","Ländlicher Raum","106","0.654189394139989","0.582266963841244","0.726111824438734"
"Hauptmieter","1997","Sachsen","Städtischer Raum","218","0.790917391838635","0.743539100898608","0.838295682778661"
"Hauptmieter","1997","Sachsen","Ländlicher Raum","137","0.563655360210985","0.502904874896823","0.624405845525146"
"Hauptmieter","1997","Sachsen-Anhalt","Städtischer Raum","63","0.878597992217444","0.804186456265801","0.953009528169086"
"Hauptmieter","1997","Sachsen-Anhalt","Ländlicher Raum","128","0.539160266681646","0.477738581388835","0.600581951974457"
"Hauptmieter","1997","Thüringen","Städtischer Raum","62","0.710740720130247","0.619563669911102","0.801917770349391"
"Hauptmieter","1997","Thüringen","Ländlicher Raum","107","0.557822375396157","0.492638225500728","0.623006525291586"
"Untermieter","1997","Schleswig-Holstein","Städtischer Raum","2","","",""
"Untermieter","1997","Schleswig-Holstein","Ländlicher Raum","4","","",""
"Untermieter","1997","Hamburg","Städtischer Raum","","","",""
"Untermieter","1997","Hamburg","Ländlicher Raum","","","",""
"Untermieter","1997","Niedersachsen","Städtischer Raum","7","","",""
"Untermieter","1997","Niedersachsen","Ländlicher Raum","9","","",""
"Untermieter","1997","Bremen","Städtischer Raum","2","","",""
"Untermieter","1997","Bremen","Ländlicher Raum","","","",""
"Untermieter","1997","Nordrhein-Westfalen","Städtischer Raum","29","","",""
"Untermieter","1997","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Untermieter","1997","Hessen","Städtischer Raum","15","","",""
"Untermieter","1997","Hessen","Ländlicher Raum","5","","",""
"Untermieter","1997","Rheinland-Pfalz,Saarland","Städtischer Raum","3","","",""
"Untermieter","1997","Rheinland-Pfalz,Saarland","Ländlicher Raum","1","","",""
"Untermieter","1997","Baden-Württemberg","Städtischer Raum","29","","",""
"Untermieter","1997","Baden-Württemberg","Ländlicher Raum","6","","",""
"Untermieter","1997","Bayern","Städtischer Raum","11","","",""
"Untermieter","1997","Bayern","Ländlicher Raum","13","","",""
"Untermieter","1997","Saarland","Städtischer Raum","","","",""
"Untermieter","1997","Saarland","Ländlicher Raum","","","",""
"Untermieter","1997","Berlin","Städtischer Raum","10","","",""
"Untermieter","1997","Berlin","Ländlicher Raum","","","",""
"Untermieter","1997","Brandenburg","Städtischer Raum","","","",""
"Untermieter","1997","Brandenburg","Ländlicher Raum","11","","",""
"Untermieter","1997","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","1997","Mecklenburg-Vorpommern","Ländlicher Raum","3","","",""
"Untermieter","1997","Sachsen","Städtischer Raum","12","","",""
"Untermieter","1997","Sachsen","Ländlicher Raum","13","","",""
"Untermieter","1997","Sachsen-Anhalt","Städtischer Raum","3","","",""
"Untermieter","1997","Sachsen-Anhalt","Ländlicher Raum","11","","",""
"Untermieter","1997","Thüringen","Städtischer Raum","2","","",""
"Untermieter","1997","Thüringen","Ländlicher Raum","9","","",""
"Eigentümer","1997","Schleswig-Holstein","Städtischer Raum","30","0.452636055994355","0.332551048560753","0.572721063427957"
"Eigentümer","1997","Schleswig-Holstein","Ländlicher Raum","42","0.591429174736698","0.479429366488237","0.70342898298516"
"Eigentümer","1997","Hamburg","Städtischer Raum","14","","",""
"Eigentümer","1997","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","1997","Niedersachsen","Städtischer Raum","96","0.353123208373359","0.296219920399982","0.410026496346736"
"Eigentümer","1997","Niedersachsen","Ländlicher Raum","147","0.600377346459508","0.540608422635753","0.660146270283263"
"Eigentümer","1997","Bremen","Städtischer Raum","15","","",""
"Eigentümer","1997","Bremen","Ländlicher Raum","","","",""
"Eigentümer","1997","Nordrhein-Westfalen","Städtischer Raum","421","0.380941419455509","0.353944917263187","0.40793792164783"
"Eigentümer","1997","Nordrhein-Westfalen","Ländlicher Raum","25","","",""
"Eigentümer","1997","Hessen","Städtischer Raum","124","0.412273656206529","0.36198100238487","0.462566310028189"
"Eigentümer","1997","Hessen","Ländlicher Raum","28","","",""
"Eigentümer","1997","Rheinland-Pfalz,Saarland","Städtischer Raum","137","0.493460210303966","0.436696233803118","0.550224186804814"
"Eigentümer","1997","Rheinland-Pfalz,Saarland","Ländlicher Raum","32","0.51887691712403","0.392451982385409","0.645301851862651"
"Eigentümer","1997","Baden-Württemberg","Städtischer Raum","289","0.503945239144182","0.467799184077576","0.540091294210787"
"Eigentümer","1997","Baden-Württemberg","Ländlicher Raum","47","0.502536711072607","0.40597745888971","0.599095963255504"
"Eigentümer","1997","Bayern","Städtischer Raum","166","0.424227309125559","0.376734673898598","0.471719944352519"
"Eigentümer","1997","Bayern","Ländlicher Raum","212","0.544204756292704","0.49713088405731","0.591278628528098"
"Eigentümer","1997","Saarland","Städtischer Raum","","","",""
"Eigentümer","1997","Saarland","Ländlicher Raum","","","",""
"Eigentümer","1997","Berlin","Städtischer Raum","27","","",""
"Eigentümer","1997","Berlin","Ländlicher Raum","","","",""
"Eigentümer","1997","Brandenburg","Städtischer Raum","1","","",""
"Eigentümer","1997","Brandenburg","Ländlicher Raum","109","0.352331837380595","0.297352270922711","0.407311403838478"
"Eigentümer","1997","Mecklenburg-Vorpommern","Städtischer Raum","4","","",""
"Eigentümer","1997","Mecklenburg-Vorpommern","Ländlicher Raum","59","0.336221895706431","0.26478576756507","0.407658023847793"
"Eigentümer","1997","Sachsen","Städtischer Raum","53","0.169281849286587","0.12559135878383","0.212972339789343"
"Eigentümer","1997","Sachsen","Ländlicher Raum","106","0.377495386517867","0.318113331948443","0.436877441087291"
"Eigentümer","1997","Sachsen-Anhalt","Städtischer Raum","8","","",""
"Eigentümer","1997","Sachsen-Anhalt","Ländlicher Raum","114","0.403238045595618","0.342791825966438","0.463684265224797"
"Eigentümer","1997","Thüringen","Städtischer Raum","31","0.236600331657072","0.151138942800486","0.322061720513658"
"Eigentümer","1997","Thüringen","Ländlicher Raum","107","0.404869907582651","0.340444175221944","0.469295639943358"
"Altersheim","1997","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","1997","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","1997","Hamburg","Städtischer Raum","","","",""
"Altersheim","1997","Hamburg","Ländlicher Raum","","","",""
"Altersheim","1997","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","1997","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","1997","Bremen","Städtischer Raum","","","",""
"Altersheim","1997","Bremen","Ländlicher Raum","","","",""
"Altersheim","1997","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Altersheim","1997","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","1997","Hessen","Städtischer Raum","","","",""
"Altersheim","1997","Hessen","Ländlicher Raum","","","",""
"Altersheim","1997","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","1997","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","1997","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","1997","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","1997","Bayern","Städtischer Raum","","","",""
"Altersheim","1997","Bayern","Ländlicher Raum","","","",""
"Altersheim","1997","Saarland","Städtischer Raum","","","",""
"Altersheim","1997","Saarland","Ländlicher Raum","","","",""
"Altersheim","1997","Berlin","Städtischer Raum","","","",""
"Altersheim","1997","Berlin","Ländlicher Raum","","","",""
"Altersheim","1997","Brandenburg","Städtischer Raum","","","",""
"Altersheim","1997","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","1997","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","1997","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","1997","Sachsen","Städtischer Raum","","","",""
"Altersheim","1997","Sachsen","Ländlicher Raum","","","",""
"Altersheim","1997","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","1997","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","1997","Thüringen","Städtischer Raum","","","",""
"Altersheim","1997","Thüringen","Ländlicher Raum","","","",""
"Mieter","1997","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","1997","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","1997","Hamburg","Städtischer Raum","","","",""
