"hlf0001_h","year","bula_h","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentümer","2003","Brandenburg","Ländlicher Raum","197","0.376087071902642","0.33186859054746","0.420305553257824"
"Eigentümer","2003","Mecklenburg-Vorpommern","Städtischer Raum","7","","",""
"Eigentümer","2003","Mecklenburg-Vorpommern","Ländlicher Raum","105","0.393401205783102","0.331726344063944","0.455076067502261"
"Eigentümer","2003","Sachsen","Städtischer Raum","120","0.223789404234634","0.183977166698634","0.263601641770635"
"Eigentümer","2003","Sachsen","Ländlicher Raum","197","0.410634169402128","0.363529810366674","0.457738528437582"
"Eigentümer","2003","Sachsen-Anhalt","Städtischer Raum","22","","",""
"Eigentümer","2003","Sachsen-Anhalt","Ländlicher Raum","199","0.456808463797884","0.407179389268872","0.506437538326896"
"Eigentümer","2003","Thüringen","Städtischer Raum","58","0.271145684986318","0.198283567954606","0.34400780201803"
"Eigentümer","2003","Thüringen","Ländlicher Raum","178","0.42141270876","0.368848939365602","0.473976478154399"
"Altersheim","2003","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2003","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2003","Hamburg","Städtischer Raum","","","",""
"Altersheim","2003","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2003","Niedersachsen","Städtischer Raum","","","",""
"Altersheim","2003","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2003","Bremen","Städtischer Raum","","","",""
"Altersheim","2003","Bremen","Ländlicher Raum","","","",""
"Altersheim","2003","Nordrhein-Westfalen","Städtischer Raum","1","","",""
"Altersheim","2003","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2003","Hessen","Städtischer Raum","","","",""
"Altersheim","2003","Hessen","Ländlicher Raum","","","",""
"Altersheim","2003","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2003","Baden-Württemberg","Städtischer Raum","","","",""
"Altersheim","2003","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2003","Bayern","Städtischer Raum","","","",""
"Altersheim","2003","Bayern","Ländlicher Raum","","","",""
"Altersheim","2003","Saarland","Städtischer Raum","","","",""
"Altersheim","2003","Saarland","Ländlicher Raum","","","",""
"Altersheim","2003","Berlin","Städtischer Raum","","","",""
"Altersheim","2003","Berlin","Ländlicher Raum","","","",""
"Altersheim","2003","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2003","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2003","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2003","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2003","Sachsen","Städtischer Raum","","","",""
"Altersheim","2003","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2003","Sachsen-Anhalt","Städtischer Raum","","","",""
"Altersheim","2003","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Altersheim","2003","Thüringen","Städtischer Raum","","","",""
"Altersheim","2003","Thüringen","Ländlicher Raum","","","",""
"Mieter","2003","Schleswig-Holstein","Städtischer Raum","","","",""
"Mieter","2003","Schleswig-Holstein","Ländlicher Raum","","","",""
"Mieter","2003","Hamburg","Städtischer Raum","","","",""
"Mieter","2003","Hamburg","Ländlicher Raum","","","",""
"Mieter","2003","Niedersachsen","Städtischer Raum","","","",""
"Mieter","2003","Niedersachsen","Ländlicher Raum","","","",""
"Mieter","2003","Bremen","Städtischer Raum","","","",""
"Mieter","2003","Bremen","Ländlicher Raum","","","",""
"Mieter","2003","Nordrhein-Westfalen","Städtischer Raum","","","",""
"Mieter","2003","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Mieter","2003","Hessen","Städtischer Raum","","","",""
"Mieter","2003","Hessen","Ländlicher Raum","","","",""
"Mieter","2003","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Mieter","2003","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Mieter","2003","Baden-Württemberg","Städtischer Raum","","","",""
"Mieter","2003","Baden-Württemberg","Ländlicher Raum","","","",""
"Mieter","2003","Bayern","Städtischer Raum","","","",""
"Mieter","2003","Bayern","Ländlicher Raum","","","",""
"Mieter","2003","Saarland","Städtischer Raum","","","",""
"Mieter","2003","Saarland","Ländlicher Raum","","","",""
"Mieter","2003","Berlin","Städtischer Raum","","","",""
"Mieter","2003","Berlin","Ländlicher Raum","","","",""
"Mieter","2003","Brandenburg","Städtischer Raum","","","",""
"Mieter","2003","Brandenburg","Ländlicher Raum","","","",""
"Mieter","2003","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Mieter","2003","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Mieter","2003","Sachsen","Städtischer Raum","","","",""
"Mieter","2003","Sachsen","Ländlicher Raum","","","",""
"Mieter","2003","Sachsen-Anhalt","Städtischer Raum","","","",""
"Mieter","2003","Sachsen-Anhalt","Ländlicher Raum","","","",""
"Mieter","2003","Thüringen","Städtischer Raum","","","",""
"Mieter","2003","Thüringen","Ländlicher Raum","","","",""
"Hauptmieter","2004","Schleswig-Holstein","Städtischer Raum","70","0.554271335079547","0.477012879777081","0.631529790382012"
"Hauptmieter","2004","Schleswig-Holstein","Ländlicher Raum","67","0.331310223075926","0.266720597406494","0.395899848745358"
"Hauptmieter","2004","Hamburg","Städtischer Raum","122","0.770559357482739","0.709472100897741","0.831646614067737"
"Hauptmieter","2004","Hamburg","Ländlicher Raum","","","",""
"Hauptmieter","2004","Niedersachsen","Städtischer Raum","225","0.51938254149257","0.474963068537259","0.563802014447881"
"Hauptmieter","2004","Niedersachsen","Ländlicher Raum","159","0.37513580934316","0.332698272497876","0.417573346188445"
"Hauptmieter","2004","Bremen","Städtischer Raum","51","0.590571856457898","0.492207513793613","0.688936199122184"
"Hauptmieter","2004","Bremen","Ländlicher Raum","","","",""
"Hauptmieter","2004","Nordrhein-Westfalen","Städtischer Raum","1257","0.601542610865204","0.581856994668945","0.621228227061462"
"Hauptmieter","2004","Nordrhein-Westfalen","Ländlicher Raum","18","","",""
"Hauptmieter","2004","Hessen","Städtischer Raum","335","0.56971285156534","0.531650237769086","0.607775465361594"
"Hauptmieter","2004","Hessen","Ländlicher Raum","50","0.427707387961305","0.342660414989693","0.512754360932917"
"Hauptmieter","2004","Rheinland-Pfalz,Saarland","Städtischer Raum","224","0.449732477058055","0.407851913807893","0.491613040308218"
"Hauptmieter","2004","Rheinland-Pfalz,Saarland","Ländlicher Raum","59","0.453951939127313","0.377284500160175","0.530619378094451"
"Hauptmieter","2004","Baden-Württemberg","Städtischer Raum","581","0.485517885260686","0.45769994272054","0.513335827800833"
"Hauptmieter","2004","Baden-Württemberg","Ländlicher Raum","46","0.432669911395994","0.343653339289115","0.521686483502873"
"Hauptmieter","2004","Bayern","Städtischer Raum","390","0.559858377136269","0.525524280192781","0.594192474079757"
"Hauptmieter","2004","Bayern","Ländlicher Raum","296","0.407534505680538","0.373695366592587","0.441373644768489"
"Hauptmieter","2004","Saarland","Städtischer Raum","","","",""
"Hauptmieter","2004","Saarland","Ländlicher Raum","","","",""
"Hauptmieter","2004","Berlin","Städtischer Raum","388","0.856305678526273","0.82511935561387","0.887492001438676"
"Hauptmieter","2004","Berlin","Ländlicher Raum","","","",""
"Hauptmieter","2004","Brandenburg","Städtischer Raum","34","0.943131620701238","0.870447863974362","1.01581537742811"
"Hauptmieter","2004","Brandenburg","Ländlicher Raum","236","0.57438340788201","0.52844474993486","0.62032206582916"
"Hauptmieter","2004","Mecklenburg-Vorpommern","Städtischer Raum","36","0.852022754714865","0.745893056537989","0.958152452891741"
"Hauptmieter","2004","Mecklenburg-Vorpommern","Ländlicher Raum","126","0.581072160543221","0.518257854909461","0.643886466176981"
"Hauptmieter","2004","Sachsen","Städtischer Raum","278","0.759877989870357","0.718731211417708","0.801024768323005"
"Hauptmieter","2004","Sachsen","Ländlicher Raum","202","0.568770608573362","0.520537713623493","0.617003503523231"
"Hauptmieter","2004","Sachsen-Anhalt","Städtischer Raum","77","0.868902381415164","0.803080498867099","0.934724263963229"
"Hauptmieter","2004","Sachsen-Anhalt","Ländlicher Raum","171","0.522999754792022","0.472780954140139","0.573218555443904"
"Hauptmieter","2004","Thüringen","Städtischer Raum","83","0.721742492613817","0.6480338350437","0.795451150183934"
"Hauptmieter","2004","Thüringen","Ländlicher Raum","144","0.496502377319206","0.443278363863973","0.549726390774439"
"Untermieter","2004","Schleswig-Holstein","Städtischer Raum","6","","",""
"Untermieter","2004","Schleswig-Holstein","Ländlicher Raum","5","","",""
"Untermieter","2004","Hamburg","Städtischer Raum","4","","",""
"Untermieter","2004","Hamburg","Ländlicher Raum","","","",""
"Untermieter","2004","Niedersachsen","Städtischer Raum","14","","",""
"Untermieter","2004","Niedersachsen","Ländlicher Raum","9","","",""
"Untermieter","2004","Bremen","Städtischer Raum","1","","",""
"Untermieter","2004","Bremen","Ländlicher Raum","","","",""
"Untermieter","2004","Nordrhein-Westfalen","Städtischer Raum","25","","",""
"Untermieter","2004","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Untermieter","2004","Hessen","Städtischer Raum","12","","",""
"Untermieter","2004","Hessen","Ländlicher Raum","1","","",""
"Untermieter","2004","Rheinland-Pfalz,Saarland","Städtischer Raum","13","","",""
"Untermieter","2004","Rheinland-Pfalz,Saarland","Ländlicher Raum","1","","",""
"Untermieter","2004","Baden-Württemberg","Städtischer Raum","29","","",""
"Untermieter","2004","Baden-Württemberg","Ländlicher Raum","4","","",""
"Untermieter","2004","Bayern","Städtischer Raum","13","","",""
"Untermieter","2004","Bayern","Ländlicher Raum","24","","",""
"Untermieter","2004","Saarland","Städtischer Raum","","","",""
"Untermieter","2004","Saarland","Ländlicher Raum","","","",""
"Untermieter","2004","Berlin","Städtischer Raum","17","","",""
"Untermieter","2004","Berlin","Ländlicher Raum","","","",""
"Untermieter","2004","Brandenburg","Städtischer Raum","","","",""
"Untermieter","2004","Brandenburg","Ländlicher Raum","19","","",""
"Untermieter","2004","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Untermieter","2004","Mecklenburg-Vorpommern","Ländlicher Raum","2","","",""
"Untermieter","2004","Sachsen","Städtischer Raum","13","","",""
"Untermieter","2004","Sachsen","Ländlicher Raum","12","","",""
"Untermieter","2004","Sachsen-Anhalt","Städtischer Raum","2","","",""
"Untermieter","2004","Sachsen-Anhalt","Ländlicher Raum","8","","",""
"Untermieter","2004","Thüringen","Städtischer Raum","1","","",""
"Untermieter","2004","Thüringen","Ländlicher Raum","19","","",""
"Eigentümer","2004","Schleswig-Holstein","Städtischer Raum","83","0.38701695217471","0.311309478330132","0.462724426019288"
"Eigentümer","2004","Schleswig-Holstein","Ländlicher Raum","132","0.643498953789931","0.577772933850123","0.709224973729738"
"Eigentümer","2004","Hamburg","Städtischer Raum","56","0.187712261478278","0.130982146105477","0.244442376851079"
"Eigentümer","2004","Hamburg","Ländlicher Raum","","","",""
"Eigentümer","2004","Niedersachsen","Städtischer Raum","246","0.44508819217762","0.400904197698988","0.489272186656252"
"Eigentümer","2004","Niedersachsen","Ländlicher Raum","332","0.60556881833746","0.562730692575735","0.648406944099186"
"Eigentümer","2004","Bremen","Städtischer Raum","44","0.385819228129747","0.288443096809178","0.483195359450315"
"Eigentümer","2004","Bremen","Ländlicher Raum","","","",""
"Eigentümer","2004","Nordrhein-Westfalen","Städtischer Raum","1093","0.381106045413874","0.36157812879306","0.400633962034689"
"Eigentümer","2004","Nordrhein-Westfalen","Ländlicher Raum","35","0.569933149803747","0.436645441973818","0.703220857633676"
"Eigentümer","2004","Hessen","Städtischer Raum","303","0.396474987067882","0.358869869869342","0.434080104266422"
"Eigentümer","2004","Hessen","Ländlicher Raum","79","0.570883642467336","0.485801630864603","0.655965654070068"
"Eigentümer","2004","Rheinland-Pfalz,Saarland","Städtischer Raum","305","0.523287299940339","0.481239148653538","0.565335451227139"
"Eigentümer","2004","Rheinland-Pfalz,Saarland","Ländlicher Raum","102","0.540651934991265","0.463912179658885","0.617391690323645"
"Eigentümer","2004","Baden-Württemberg","Städtischer Raum","629","0.485977766365719","0.45815909391361","0.513796438817828"
"Eigentümer","2004","Baden-Württemberg","Ländlicher Raum","69","0.522382591621591","0.432637845769094","0.612127337474088"
"Eigentümer","2004","Bayern","Städtischer Raum","400","0.420877246577835","0.386730183530728","0.455024309624943"
"Eigentümer","2004","Bayern","Ländlicher Raum","490","0.551974945135569","0.517728427644369","0.58622146262677"
"Eigentümer","2004","Saarland","Städtischer Raum","","","",""
"Eigentümer","2004","Saarland","Ländlicher Raum","","","",""
"Eigentümer","2004","Berlin","Städtischer Raum","81","0.113370064741363","0.0851829678170114","0.141557161665715"
"Eigentümer","2004","Berlin","Ländlicher Raum","","","",""
"Eigentümer","2004","Brandenburg","Städtischer Raum","5","","",""
"Eigentümer","2004","Brandenburg","Ländlicher Raum","190","0.376189102400461","0.331180278012499","0.421197926788423"
"Eigentümer","2004","Mecklenburg-Vorpommern","Städtischer Raum","7","","",""
"Eigentümer","2004","Mecklenburg-Vorpommern","Ländlicher Raum","109","0.411569860463403","0.348916675315485","0.474223045611321"
"Eigentümer","2004","Sachsen","Städtischer Raum","123","0.215899219966377","0.17626599613146","0.255532443801293"
"Eigentümer","2004","Sachsen","Ländlicher Raum","191","0.387841521789768","0.340386774512825","0.435296269066712"
"Eigentümer","2004","Sachsen-Anhalt","Städtischer Raum","22","","",""
"Eigentümer","2004","Sachsen-Anhalt","Ländlicher Raum","201","0.455568122779605","0.405494993915738","0.505641251643472"
"Eigentümer","2004","Thüringen","Städtischer Raum","58","0.274661698207127","0.201248646965723","0.348074749448532"
"Eigentümer","2004","Thüringen","Ländlicher Raum","176","0.41015386497042","0.357794904548759","0.462512825392082"
"Altersheim","2004","Schleswig-Holstein","Städtischer Raum","","","",""
"Altersheim","2004","Schleswig-Holstein","Ländlicher Raum","","","",""
"Altersheim","2004","Hamburg","Städtischer Raum","","","",""
"Altersheim","2004","Hamburg","Ländlicher Raum","","","",""
"Altersheim","2004","Niedersachsen","Städtischer Raum","1","","",""
"Altersheim","2004","Niedersachsen","Ländlicher Raum","","","",""
"Altersheim","2004","Bremen","Städtischer Raum","","","",""
"Altersheim","2004","Bremen","Ländlicher Raum","","","",""
"Altersheim","2004","Nordrhein-Westfalen","Städtischer Raum","1","","",""
"Altersheim","2004","Nordrhein-Westfalen","Ländlicher Raum","","","",""
"Altersheim","2004","Hessen","Städtischer Raum","","","",""
"Altersheim","2004","Hessen","Ländlicher Raum","","","",""
"Altersheim","2004","Rheinland-Pfalz,Saarland","Städtischer Raum","","","",""
"Altersheim","2004","Rheinland-Pfalz,Saarland","Ländlicher Raum","","","",""
"Altersheim","2004","Baden-Württemberg","Städtischer Raum","1","","",""
"Altersheim","2004","Baden-Württemberg","Ländlicher Raum","","","",""
"Altersheim","2004","Bayern","Städtischer Raum","","","",""
"Altersheim","2004","Bayern","Ländlicher Raum","","","",""
"Altersheim","2004","Saarland","Städtischer Raum","","","",""
"Altersheim","2004","Saarland","Ländlicher Raum","","","",""
"Altersheim","2004","Berlin","Städtischer Raum","","","",""
"Altersheim","2004","Berlin","Ländlicher Raum","","","",""
"Altersheim","2004","Brandenburg","Städtischer Raum","","","",""
"Altersheim","2004","Brandenburg","Ländlicher Raum","","","",""
"Altersheim","2004","Mecklenburg-Vorpommern","Städtischer Raum","","","",""
"Altersheim","2004","Mecklenburg-Vorpommern","Ländlicher Raum","","","",""
"Altersheim","2004","Sachsen","Städtischer Raum","","","",""
"Altersheim","2004","Sachsen","Ländlicher Raum","","","",""
"Altersheim","2004","Sachsen-Anhalt","Städtischer Raum","","","",""
