"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Mieter","1993","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1993","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1993","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1993","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1993","Sonstige","Westdeutschland","","","",""
"Mieter","1993","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1994","1-Pers.- Haushalt","Westdeutschland","735","0.688041938758643","0.659952341814999","0.716131535702288"
"Hauptmieter","1994","1-Pers.- Haushalt","Ostdeutschland","251","0.813781513639734","0.770792436684427","0.856770590595042"
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1442","0.494316726437823","0.474926646835114","0.513706806040532"
"Hauptmieter","1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","666","0.664826479186341","0.635332080479003","0.694320877893679"
"Hauptmieter","1994","Alleinerziehende","Westdeutschland","428","0.625399535842651","0.587300395267918","0.663498676417384"
"Hauptmieter","1994","Alleinerziehende","Ostdeutschland","202","0.76691547364552","0.71572043004942","0.81811051724162"
"Hauptmieter","1994","Paar mit Kind(ern)","Westdeutschland","3732","0.404848595915713","0.393363558808008","0.416333633023419"
"Hauptmieter","1994","Paar mit Kind(ern)","Ostdeutschland","1886","0.614684661665356","0.597678626659908","0.631690696670804"
"Hauptmieter","1994","Sonstige","Westdeutschland","390","0.366404853613093","0.334295869362958","0.398513837863228"
"Hauptmieter","1994","Sonstige","Ostdeutschland","152","0.540039853326958","0.485854810901355","0.594224895752561"
"Untermieter","1994","1-Pers.- Haushalt","Westdeutschland","64","0.0515223238956823","0.0381193483773496","0.064925299414015"
"Untermieter","1994","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","86","0.0341045553727749","0.0270655888543174","0.0411435218912324"
"Untermieter","1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","32","0.0235190718452819","0.0140503248165558","0.032987818874008"
"Untermieter","1994","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1994","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1994","Paar mit Kind(ern)","Westdeutschland","106","0.012958643122371","0.0103124606250442","0.0156048256196978"
"Untermieter","1994","Paar mit Kind(ern)","Ostdeutschland","67","0.0211907039716791","0.0161581265271928","0.0262232814161654"
"Untermieter","1994","Sonstige","Westdeutschland","","","",""
"Untermieter","1994","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1994","1-Pers.- Haushalt","Westdeutschland","246","0.260435737345675","0.233826759403843","0.287044715287506"
"Eigentuemer","1994","1-Pers.- Haushalt","Ostdeutschland","42","0.129108895372471","0.0920789710785737","0.166138819666367"
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1026","0.471578718189402","0.452218738672338","0.490938697706467"
"Eigentuemer","1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","286","0.311654448968377","0.282714986362512","0.340593911574242"
"Eigentuemer","1994","Alleinerziehende","Westdeutschland","175","0.32586250103224","0.288969525635065","0.362755476429415"
"Eigentuemer","1994","Alleinerziehende","Ostdeutschland","51","0.201241572003545","0.152694390328403","0.249788753678688"
"Eigentuemer","1994","Paar mit Kind(ern)","Westdeutschland","3179","0.582192760961916","0.570653081820817","0.593732440103015"
"Eigentuemer","1994","Paar mit Kind(ern)","Ostdeutschland","1193","0.364124634362965","0.347310296768783","0.380938971957146"
"Eigentuemer","1994","Sonstige","Westdeutschland","451","0.59705856303008","0.564371984103463","0.629745141956697"
"Eigentuemer","1994","Sonstige","Ostdeutschland","156","0.392257431965349","0.339174875641816","0.445339988288881"
"Altersheim/Seniorenwohnheim","1994","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1994","Sonstige","Ostdeutschland","","","",""
"Mieter","1994","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1994","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1994","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1994","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1994","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1994","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1994","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1994","Sonstige","Westdeutschland","","","",""
"Mieter","1994","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1995","1-Pers.- Haushalt","Westdeutschland","760","0.675559049441659","0.647624809499089","0.703493289384229"
"Hauptmieter","1995","1-Pers.- Haushalt","Ostdeutschland","258","0.80842467093728","0.765639233171167","0.851210108703393"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1526","0.495232918624874","0.476232746407879","0.514233090841869"
"Hauptmieter","1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","660","0.64313472945652","0.613352443954789","0.672917014958251"
"Hauptmieter","1995","Alleinerziehende","Westdeutschland","470","0.627463789252446","0.590717300366579","0.664210278138312"
"Hauptmieter","1995","Alleinerziehende","Ostdeutschland","220","0.76731898390721","0.717559409885078","0.817078557929341"
"Hauptmieter","1995","Paar mit Kind(ern)","Westdeutschland","4178","0.407701280921146","0.396609434369751","0.418793127472541"
"Hauptmieter","1995","Paar mit Kind(ern)","Ostdeutschland","1715","0.582896952945418","0.565202422673216","0.600591483217621"
"Hauptmieter","1995","Sonstige","Westdeutschland","424","0.367912409625294","0.336528626218511","0.399296193032078"
"Hauptmieter","1995","Sonstige","Ostdeutschland","130","0.549181953864163","0.491107877407532","0.607256030320795"
"Untermieter","1995","1-Pers.- Haushalt","Westdeutschland","70","0.0532590144293478","0.0398607198921259","0.0666573089665697"
"Untermieter","1995","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","88","0.0382580488475088","0.0309685451337429","0.0455475525612747"
"Untermieter","1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","32","0.0255834173362885","0.0157680510827044","0.0353987835898725"
"Untermieter","1995","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1995","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1995","Paar mit Kind(ern)","Westdeutschland","114","0.0152280231975829","0.0124639341905467","0.017992112204619"
"Untermieter","1995","Paar mit Kind(ern)","Ostdeutschland","84","0.0292478547207964","0.0232010958243349","0.0352946136172579"
"Untermieter","1995","Sonstige","Westdeutschland","","","",""
"Untermieter","1995","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1995","1-Pers.- Haushalt","Westdeutschland","249","0.271181936128994","0.244655597385296","0.297708274872691"
"Eigentuemer","1995","1-Pers.- Haushalt","Ostdeutschland","43","0.135215006346194","0.0980381272218719","0.172391885470517"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1046","0.466509032527617","0.447550669438895","0.485467395616339"
"Eigentuemer","1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","302","0.331281853207192","0.302021788875325","0.360541917539058"
"Eigentuemer","1995","Alleinerziehende","Westdeutschland","182","0.348464483408927","0.312249726371371","0.384679240446483"
"Eigentuemer","1995","Alleinerziehende","Ostdeutschland","48","0.203028242078318","0.155657749636089","0.250398734520548"
"Eigentuemer","1995","Paar mit Kind(ern)","Westdeutschland","3248","0.577070695881271","0.565919772866178","0.588221618896365"
"Eigentuemer","1995","Paar mit Kind(ern)","Ostdeutschland","1184","0.387855192333785","0.370369478994039","0.405340905673532"
"Eigentuemer","1995","Sonstige","Westdeutschland","454","0.582821870477903","0.55073161800563","0.614912122950177"
"Eigentuemer","1995","Sonstige","Ostdeutschland","134","0.389886085276785","0.332961762866848","0.446810407686721"
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1995","Sonstige","Ostdeutschland","","","",""
"Mieter","1995","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1995","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1995","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1995","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1995","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1995","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1995","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1995","Sonstige","Westdeutschland","","","",""
"Mieter","1995","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1996","1-Pers.- Haushalt","Westdeutschland","774","0.680746675108236","0.653058481055992","0.70843486916048"
"Hauptmieter","1996","1-Pers.- Haushalt","Ostdeutschland","280","0.826042950267943","0.785984771433758","0.866101129102128"
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1486","0.488483387736718","0.469313645400891","0.507653130072546"
"Hauptmieter","1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","706","0.637675998043415","0.608875182231786","0.666476813855043"
"Hauptmieter","1996","Alleinerziehende","Westdeutschland","477","0.623430648682116","0.587511497699183","0.659349799665048"
"Hauptmieter","1996","Alleinerziehende","Ostdeutschland","199","0.762330650342182","0.710591451850296","0.814069848834068"
"Hauptmieter","1996","Paar mit Kind(ern)","Westdeutschland","3891","0.400805131740684","0.389585556651755","0.412024706829613"
"Hauptmieter","1996","Paar mit Kind(ern)","Ostdeutschland","1565","0.570471729713736","0.552227676567447","0.588715782860026"
"Hauptmieter","1996","Sonstige","Westdeutschland","360","0.292883671245294","0.261601576206493","0.324165766284095"
"Hauptmieter","1996","Sonstige","Ostdeutschland","142","0.551683386273521","0.494932264240805","0.608434508306237"
"Untermieter","1996","1-Pers.- Haushalt","Westdeutschland","63","0.0543094577271323","0.0408494159691602","0.0677694994851044"
"Untermieter","1996","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","80","0.021109568362504","0.0155968193133272","0.0266223174116808"
"Untermieter","1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Untermieter","1996","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1996","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1996","Paar mit Kind(ern)","Westdeutschland","151","0.0139667990328266","0.0112800942931729","0.0166535037724803"
"Untermieter","1996","Paar mit Kind(ern)","Ostdeutschland","61","0.0244780681807046","0.0187827829746237","0.0301733533867855"
"Untermieter","1996","Sonstige","Westdeutschland","44","0.0738703563782057","0.0558910137803725","0.0918496989760389"
"Untermieter","1996","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1996","1-Pers.- Haushalt","Westdeutschland","252","0.264943867164632","0.238733606542837","0.291154127786427"
"Eigentuemer","1996","1-Pers.- Haushalt","Ostdeutschland","41","0.11515709138487","0.0814246868008002","0.148889495968939"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1046","0.490407043900778","0.471235743929237","0.509578343872318"
"Eigentuemer","1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","336","0.333646661271435","0.305394486585462","0.361898835957407"
"Eigentuemer","1996","Alleinerziehende","Westdeutschland","199","0.340387860442191","0.305260877114306","0.375514843770076"
"Eigentuemer","1996","Alleinerziehende","Ostdeutschland","52","0.20912891416071","0.159695420218398","0.258562408103023"
"Eigentuemer","1996","Paar mit Kind(ern)","Westdeutschland","3287","0.585228069226489","0.573948487810741","0.596507650642237"
"Eigentuemer","1996","Paar mit Kind(ern)","Ostdeutschland","1202","0.405050202105559","0.3869575190349","0.423142885176218"
"Eigentuemer","1996","Sonstige","Westdeutschland","409","0.6332459723765","0.600119401468425","0.666372543284575"
"Eigentuemer","1996","Sonstige","Ostdeutschland","138","0.39424042284546","0.338474639958266","0.450006205732655"
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1996","Sonstige","Ostdeutschland","","","",""
"Mieter","1996","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1996","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1996","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1996","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1996","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1996","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1996","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1996","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1996","Sonstige","Westdeutschland","","","",""
"Mieter","1996","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1997","1-Pers.- Haushalt","Westdeutschland","744","0.683276174307557","0.655178368195445","0.711373980419669"
"Hauptmieter","1997","1-Pers.- Haushalt","Ostdeutschland","286","0.825660078720365","0.785855370603554","0.865464786837175"
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1492","0.478802583238533","0.459825763373121","0.497779403103946"
"Hauptmieter","1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","712","0.632191284591917","0.603643127752477","0.660739441431357"
"Hauptmieter","1997","Alleinerziehende","Westdeutschland","477","0.650965076222467","0.615164680944334","0.6867654715006"
"Hauptmieter","1997","Alleinerziehende","Ostdeutschland","216","0.729970858129807","0.678516382832188","0.781425333427426"
"Hauptmieter","1997","Paar mit Kind(ern)","Westdeutschland","3670","0.387404171405123","0.376093344767189","0.398714998043058"
"Hauptmieter","1997","Paar mit Kind(ern)","Ostdeutschland","1388","0.524363656089614","0.505456139003579","0.543271173175649"
"Hauptmieter","1997","Sonstige","Westdeutschland","372","0.35831998083303","0.325133922049511","0.39150603961655"
"Hauptmieter","1997","Sonstige","Ostdeutschland","122","0.577713470964785","0.519015444458184","0.636411497471385"
"Untermieter","1997","1-Pers.- Haushalt","Westdeutschland","63","0.0516162492690118","0.038252781235978","0.0649797173020455"
"Untermieter","1997","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","66","0.0241896394977869","0.0183532875129399","0.0300259914826338"
"Untermieter","1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","38","0.0298630029823462","0.0197861229940477","0.0399398829706448"
"Untermieter","1997","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1997","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1997","Paar mit Kind(ern)","Westdeutschland","109","0.0134114801396867","0.0107407404146944","0.0160822198646789"
"Untermieter","1997","Paar mit Kind(ern)","Ostdeutschland","88","0.0459761855446652","0.0380470330512707","0.0539053380380596"
"Untermieter","1997","Sonstige","Westdeutschland","","","",""
"Untermieter","1997","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1997","1-Pers.- Haushalt","Westdeutschland","246","0.265107576423431","0.238447778073021","0.291767374773841"
"Eigentuemer","1997","1-Pers.- Haushalt","Ostdeutschland","44","0.129313540531069","0.0941098435488539","0.164517237513284"
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1104","0.49700777726368","0.478014220771282","0.516001333756078"
"Eigentuemer","1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","346","0.337945712425736","0.309942162721226","0.365949262130247"
"Eigentuemer","1997","Alleinerziehende","Westdeutschland","189","0.328435295044208","0.29316221550789","0.363708374580526"
"Eigentuemer","1997","Alleinerziehende","Ostdeutschland","54","0.181106454658926","0.136474514832424","0.225738394485427"
"Eigentuemer","1997","Paar mit Kind(ern)","Westdeutschland","3347","0.59918434845519","0.587806038811507","0.610562658098873"
"Eigentuemer","1997","Paar mit Kind(ern)","Ostdeutschland","1204","0.429660158365721","0.410918410479931","0.448401906251512"
"Eigentuemer","1997","Sonstige","Westdeutschland","411","0.612558459081814","0.578842325227846","0.646274592935783"
"Eigentuemer","1997","Sonstige","Ostdeutschland","146","0.418998331902422","0.360363123153881","0.477633540650963"
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1997","Sonstige","Ostdeutschland","","","",""
"Mieter","1997","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1997","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1997","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1997","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1997","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1997","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1997","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1997","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1997","Sonstige","Westdeutschland","","","",""
"Mieter","1997","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1998","1-Pers.- Haushalt","Westdeutschland","916","0.674943287170523","0.649510784784476","0.700375789556569"
"Hauptmieter","1998","1-Pers.- Haushalt","Ostdeutschland","308","0.760209373119412","0.718524519623486","0.801894226615338"
"Hauptmieter","1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1676","0.464283255883372","0.446900193880013","0.481666317886731"
"Hauptmieter","1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","738","0.603859658480099","0.576140818867698","0.631578498092501"
"Hauptmieter","1998","Alleinerziehende","Westdeutschland","548","0.645313065865221","0.612222961051548","0.678403170678893"
"Hauptmieter","1998","Alleinerziehende","Ostdeutschland","251","0.858982906359606","0.819729914871823","0.898235897847388"
"Hauptmieter","1998","Paar mit Kind(ern)","Westdeutschland","3727","0.393407261047595","0.382577332157228","0.404237189937961"
"Hauptmieter","1998","Paar mit Kind(ern)","Ostdeutschland","1358","0.487940236937363","0.469312261999143","0.506568211875582"
"Hauptmieter","1998","Sonstige","Westdeutschland","330","0.360203246487023","0.325568282730408","0.394838210243638"
"Hauptmieter","1998","Sonstige","Ostdeutschland","131","0.655045209083131","0.598027575572515","0.712062842593747"
"Untermieter","1998","1-Pers.- Haushalt","Westdeutschland","80","0.0578538955333084","0.045177338489336","0.0705304525772808"
"Untermieter","1998","1-Pers.- Haushalt","Ostdeutschland","32","0.0687728800678227","0.0440651992878986","0.0934805608477469"
"Untermieter","1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","82","0.0264747658150358","0.0208790348200211","0.0320704968100505"
"Untermieter","1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","38","0.0285160171685394","0.0190831274453903","0.0379489068916886"
"Untermieter","1998","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","1998","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1998","Paar mit Kind(ern)","Westdeutschland","175","0.0203266940867782","0.0171982396910901","0.0234551484824663"
"Untermieter","1998","Paar mit Kind(ern)","Ostdeutschland","75","0.0332906154084255","0.0266051617578473","0.0399760690590036"
"Untermieter","1998","Sonstige","Westdeutschland","","","",""
"Untermieter","1998","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1998","1-Pers.- Haushalt","Westdeutschland","307","0.267202817296169","0.243176439867285","0.291229194725052"
"Eigentuemer","1998","1-Pers.- Haushalt","Ostdeutschland","63","0.171017746812765","0.134256623413373","0.207778870212158"
"Eigentuemer","1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1404","0.509241978301592","0.49181737256886","0.526666584034324"
"Eigentuemer","1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","420","0.367624324351361","0.3402985675329","0.394950081169823"
"Eigentuemer","1998","Alleinerziehende","Westdeutschland","228","0.313577335667777","0.281488167547802","0.345666503787752"
"Eigentuemer","1998","Alleinerziehende","Ostdeutschland","43","0.116546030132872","0.0803563016073818","0.152735758658361"
"Eigentuemer","1998","Paar mit Kind(ern)","Westdeutschland","3914","0.586266044865627","0.575347524992294","0.59718456473896"
"Eigentuemer","1998","Paar mit Kind(ern)","Ostdeutschland","1333","0.478769147654212","0.460152557475046","0.497385737833378"
"Eigentuemer","1998","Sonstige","Westdeutschland","386","0.604288291531829","0.569008058084514","0.639568524979143"
"Eigentuemer","1998","Sonstige","Ostdeutschland","129","0.339056521045803","0.282274522774102","0.395838519317503"
"Altersheim/Seniorenwohnheim","1998","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","1998","Sonstige","Ostdeutschland","","","",""
"Mieter","1998","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","1998","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","1998","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","1998","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","1998","Alleinerziehende","Westdeutschland","","","",""
"Mieter","1998","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","1998","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","1998","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","1998","Sonstige","Westdeutschland","","","",""
"Mieter","1998","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","1999","1-Pers.- Haushalt","Westdeutschland","859","0.680921866395028","0.654776940150696","0.70706679263936"
"Hauptmieter","1999","1-Pers.- Haushalt","Ostdeutschland","329","0.783399259274308","0.743862450647334","0.822936067901281"
"Hauptmieter","1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1630","0.46833722016282","0.450788524953621","0.485885915372019"
"Hauptmieter","1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","762","0.609640959842589","0.582108587962853","0.637173331722325"
"Hauptmieter","1999","Alleinerziehende","Westdeutschland","516","0.651876770879273","0.618359667043485","0.685393874715061"
"Hauptmieter","1999","Alleinerziehende","Ostdeutschland","270","0.849136063142357","0.811035657174839","0.887236469109875"
"Hauptmieter","1999","Paar mit Kind(ern)","Westdeutschland","3523","0.38102871196307","0.370111838869836","0.391945585056303"
"Hauptmieter","1999","Paar mit Kind(ern)","Ostdeutschland","1260","0.493596805886993","0.474579446368385","0.512614165405602"
"Hauptmieter","1999","Sonstige","Westdeutschland","241","0.327552862148058","0.28690077157046","0.368204952725656"
"Hauptmieter","1999","Sonstige","Ostdeutschland","59","0.568224076144744","0.489993458831435","0.646454693458052"
"Untermieter","1999","1-Pers.- Haushalt","Westdeutschland","66","0.0497570496931161","0.0375605587435015","0.0619535406427306"
"Untermieter","1999","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Untermieter","1999","(Ehe-)Paar ohne Kind(er)","Westdeutschland","80","0.021180379855836","0.0161167078065335","0.0262440519051385"
"Untermieter","1999","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","32","0.0289194027040547","0.0194614587760729","0.0383773466320365"
"Untermieter","1999","Alleinerziehende","Westdeutschland","33","0.0429155150245737","0.0286561714665916","0.0571748585825559"
"Untermieter","1999","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","1999","Paar mit Kind(ern)","Westdeutschland","126","0.016964942156168","0.014061956746143","0.0198679275661931"
"Untermieter","1999","Paar mit Kind(ern)","Ostdeutschland","54","0.0242017545711022","0.0183562867918763","0.0300472223503281"
"Untermieter","1999","Sonstige","Westdeutschland","","","",""
"Untermieter","1999","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","1999","1-Pers.- Haushalt","Westdeutschland","296","0.269321083911856","0.244438886934534","0.294203280889177"
"Eigentuemer","1999","1-Pers.- Haushalt","Ostdeutschland","74","0.192276698186539","0.154452067411065","0.230101328962014"
