"hlf0001_h","year","hhtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"Eigentuemer","2008","Alleinerziehende","Ostdeutschland","119","0.175681987503528","0.139671379184357","0.211692595822698"
"Eigentuemer","2008","Paar mit Kind(ern)","Westdeutschland","6280","0.60015269562969","0.590355540559983","0.609949850699396"
"Eigentuemer","2008","Paar mit Kind(ern)","Ostdeutschland","1531","0.565202733850035","0.545988270635314","0.584417197064755"
"Eigentuemer","2008","Sonstige","Westdeutschland","272","0.640596767492218","0.59392347537372","0.687270059610717"
"Eigentuemer","2008","Sonstige","Ostdeutschland","77","0.514476263072342","0.428890732412513","0.600061793732171"
"Altersheim/Seniorenwohnheim","2008","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2008","Sonstige","Ostdeutschland","","","",""
"Mieter","2008","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2008","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2008","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2008","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2008","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2008","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2008","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2008","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2008","Sonstige","Westdeutschland","","","",""
"Mieter","2008","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2009","1-Pers.- Haushalt","Westdeutschland","1339","0.641020698263012","0.620658473755445","0.66138292277058"
"Hauptmieter","2009","1-Pers.- Haushalt","Ostdeutschland","538","0.755144015309293","0.723908213722602","0.786379816895984"
"Hauptmieter","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2000","0.400378455402844","0.387058464821683","0.413698445984005"
"Hauptmieter","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","934","0.529596554803746","0.507165450375403","0.552027659232089"
"Hauptmieter","2009","Alleinerziehende","Westdeutschland","792","0.73234470970834","0.70688867718262","0.757800742234061"
"Hauptmieter","2009","Alleinerziehende","Ostdeutschland","296","0.800630121178547","0.762735297691626","0.838524944665468"
"Hauptmieter","2009","Paar mit Kind(ern)","Westdeutschland","2975","0.370154692428656","0.360069318855479","0.380240066001833"
"Hauptmieter","2009","Paar mit Kind(ern)","Ostdeutschland","871","0.391358983109273","0.371925992282473","0.410791973936073"
"Hauptmieter","2009","Sonstige","Westdeutschland","94","0.278840757780534","0.231315032638743","0.326366482922325"
"Hauptmieter","2009","Sonstige","Ostdeutschland","","","",""
"Untermieter","2009","1-Pers.- Haushalt","Westdeutschland","81","0.034421000780833","0.026682440976795","0.0421595605848709"
"Untermieter","2009","1-Pers.- Haushalt","Ostdeutschland","31","0.0430498295847566","0.0283059158322193","0.057793743337294"
"Untermieter","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","110","0.0271134207971197","0.0226981919677358","0.0315286496265036"
"Untermieter","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","50","0.0308917581749601","0.0231158648952596","0.0386676514546606"
"Untermieter","2009","Alleinerziehende","Westdeutschland","","","",""
"Untermieter","2009","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2009","Paar mit Kind(ern)","Westdeutschland","62","0.0100661138559132","0.00798105928793294","0.0121511684238934"
"Untermieter","2009","Paar mit Kind(ern)","Ostdeutschland","73","0.0281531336558132","0.0215669524645545","0.034739314847072"
"Untermieter","2009","Sonstige","Westdeutschland","30","0.095304817054851","0.0641845293780868","0.126425104731615"
"Untermieter","2009","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2009","1-Pers.- Haushalt","Westdeutschland","712","0.324558300956155","0.304683866202044","0.344432735710266"
"Eigentuemer","2009","1-Pers.- Haushalt","Ostdeutschland","159","0.20180615510595","0.172651776276345","0.230960533935555"
"Eigentuemer","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3088","0.572508123800036","0.559059287316555","0.585956960283518"
"Eigentuemer","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","916","0.439233838282664","0.416929896155803","0.461537780409526"
"Eigentuemer","2009","Alleinerziehende","Westdeutschland","358","0.256473293767504","0.231365162658853","0.281581424876156"
"Eigentuemer","2009","Alleinerziehende","Ostdeutschland","125","0.191558040035179","0.154232270599252","0.228883809471106"
"Eigentuemer","2009","Paar mit Kind(ern)","Westdeutschland","5768","0.619779193715431","0.609639616509155","0.629918770921707"
"Eigentuemer","2009","Paar mit Kind(ern)","Ostdeutschland","1479","0.580487883234914","0.560838893852766","0.600136872617062"
"Eigentuemer","2009","Sonstige","Westdeutschland","218","0.625854425164615","0.574569230519673","0.677139619809557"
"Eigentuemer","2009","Sonstige","Ostdeutschland","70","0.63198743453491","0.538396550254461","0.72557831881536"
"Altersheim/Seniorenwohnheim","2009","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2009","Sonstige","Ostdeutschland","","","",""
"Mieter","2009","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2009","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2009","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2009","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2009","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2009","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2009","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2009","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2009","Sonstige","Westdeutschland","","","",""
"Mieter","2009","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2010","1-Pers.- Haushalt","Westdeutschland","1235","0.615412455288627","0.594238847504442","0.636586063072812"
"Hauptmieter","2010","1-Pers.- Haushalt","Ostdeutschland","498","0.744863909380853","0.712170353890853","0.777557464870854"
"Hauptmieter","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","1900","0.398514866387072","0.384873183241449","0.412156549532696"
"Hauptmieter","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","886","0.518664556296135","0.495556568388511","0.541772544203759"
"Hauptmieter","2010","Alleinerziehende","Westdeutschland","2828","0.738119486139568","0.723996826243908","0.752242146035227"
"Hauptmieter","2010","Alleinerziehende","Ostdeutschland","806","0.777814542097507","0.752352457463268","0.803276626731747"
"Hauptmieter","2010","Paar mit Kind(ern)","Westdeutschland","8059","0.368073827578564","0.361098302345662","0.375049352811466"
"Hauptmieter","2010","Paar mit Kind(ern)","Ostdeutschland","2089","0.401558397959183","0.386913133966618","0.416203661951747"
"Hauptmieter","2010","Sonstige","Westdeutschland","157","0.249134837810336","0.210280203771789","0.287989471848883"
"Hauptmieter","2010","Sonstige","Ostdeutschland","48","0.328435107693857","0.245437740786198","0.411432474601515"
"Untermieter","2010","1-Pers.- Haushalt","Westdeutschland","78","0.038243885287936","0.0298969394160373","0.0465908311598347"
"Untermieter","2010","1-Pers.- Haushalt","Ostdeutschland","38","0.0573510712110394","0.0399136003290428","0.074788542093036"
"Untermieter","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","88","0.0193855412949294","0.0155438597807268","0.023227222809132"
"Untermieter","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","32","0.0141510376269312","0.00868850228829352","0.019613572965569"
"Untermieter","2010","Alleinerziehende","Westdeutschland","48","0.00541020051301538","0.00305390229977641","0.00776649872625436"
"Untermieter","2010","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2010","Paar mit Kind(ern)","Westdeutschland","145","0.00920538163707402","0.00782407851789653","0.0105866847562515"
"Untermieter","2010","Paar mit Kind(ern)","Ostdeutschland","93","0.014080434105132","0.0105604498196004","0.0176004183906636"
"Untermieter","2010","Sonstige","Westdeutschland","","","",""
"Untermieter","2010","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2010","1-Pers.- Haushalt","Westdeutschland","715","0.346343659423437","0.325635453475508","0.367051865371366"
"Eigentuemer","2010","1-Pers.- Haushalt","Ostdeutschland","147","0.197785019408107","0.16791195190834","0.227658086907875"
"Eigentuemer","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2960","0.582099592317998","0.568357011789626","0.59584217284637"
"Eigentuemer","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","874","0.465816018988924","0.442746020570067","0.488886017407781"
"Eigentuemer","2010","Alleinerziehende","Westdeutschland","844","0.256237547286663","0.242214574789265","0.270260519784061"
"Eigentuemer","2010","Alleinerziehende","Ostdeutschland","198","0.207231650828606","0.18240607633078","0.232057225326432"
"Eigentuemer","2010","Paar mit Kind(ern)","Westdeutschland","10159","0.622720790784362","0.61571020362025","0.629731377948473"
"Eigentuemer","2010","Paar mit Kind(ern)","Ostdeutschland","2122","0.584361167935685","0.569637680441716","0.599084655429654"
"Eigentuemer","2010","Sonstige","Westdeutschland","308","0.742175853908578","0.702878815702634","0.781472892114522"
"Eigentuemer","2010","Sonstige","Ostdeutschland","73","0.582190111432215","0.495030094718503","0.669350128145927"
"Altersheim/Seniorenwohnheim","2010","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2010","Sonstige","Ostdeutschland","","","",""
"Mieter","2010","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2010","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2010","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2010","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2010","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2010","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2010","Paar mit Kind(ern)","Westdeutschland","","","",""
"Mieter","2010","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Mieter","2010","Sonstige","Westdeutschland","","","",""
"Mieter","2010","Sonstige","Ostdeutschland","","","",""
"Hauptmieter","2011","1-Pers.- Haushalt","Westdeutschland","1667","0.619005816766048","0.600540411169612","0.637471222362485"
"Hauptmieter","2011","1-Pers.- Haushalt","Ostdeutschland","676","0.766316013264554","0.738576568836464","0.794055457692645"
"Hauptmieter","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","2498","0.395962861470573","0.384135426557916","0.407790296383231"
"Hauptmieter","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1094","0.512368417132918","0.491385931563355","0.533350902702482"
"Hauptmieter","2011","Alleinerziehende","Westdeutschland","3428","0.711887852655428","0.698744546304968","0.725031159005887"
"Hauptmieter","2011","Alleinerziehende","Ostdeutschland","1084","0.794613815330101","0.772695533613956","0.816532097046247"
"Hauptmieter","2011","Paar mit Kind(ern)","Westdeutschland","8226","0.364908344188917","0.358311162427825","0.371505525950009"
"Hauptmieter","2011","Paar mit Kind(ern)","Ostdeutschland","2218","0.43445760969303","0.420131684731845","0.448783534654215"
"Hauptmieter","2011","Sonstige","Westdeutschland","202","0.32806254498001","0.290925558859583","0.365199531100438"
"Hauptmieter","2011","Sonstige","Ostdeutschland","70","0.400970201496625","0.326860730552189","0.475079672441062"
"Untermieter","2011","1-Pers.- Haushalt","Westdeutschland","90","0.0390646984425077","0.031697682223376","0.0464317146616393"
"Untermieter","2011","1-Pers.- Haushalt","Ostdeutschland","34","0.0463777612735876","0.0325922649367838","0.0601632576103913"
"Untermieter","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","98","0.0152830541546183","0.0123162266210583","0.0182498816881782"
"Untermieter","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Untermieter","2011","Alleinerziehende","Westdeutschland","39","0.00774814125495403","0.00520349287278454","0.0102927896371235"
"Untermieter","2011","Alleinerziehende","Ostdeutschland","","","",""
"Untermieter","2011","Paar mit Kind(ern)","Westdeutschland","134","0.00865651313910935","0.00738701542214418","0.00992601085607451"
"Untermieter","2011","Paar mit Kind(ern)","Ostdeutschland","74","0.0142643644024895","0.0108372955701768","0.0176914332348022"
"Untermieter","2011","Sonstige","Westdeutschland","","","",""
"Untermieter","2011","Sonstige","Ostdeutschland","","","",""
"Eigentuemer","2011","1-Pers.- Haushalt","Westdeutschland","900","0.341929484791444","0.323892796241939","0.359966173340949"
"Eigentuemer","2011","1-Pers.- Haushalt","Ostdeutschland","184","0.187306225461858","0.161731033378153","0.212881417545563"
"Eigentuemer","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","3972","0.588754084374808","0.576854020725085","0.600654148024532"
"Eigentuemer","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","1056","0.475284556419055","0.454321306159528","0.496247806678581"
"Eigentuemer","2011","Alleinerziehende","Westdeutschland","1091","0.280179250194003","0.267146135412602","0.293212364975404"
"Eigentuemer","2011","Alleinerziehende","Ostdeutschland","206","0.188096095963911","0.166893695119598","0.209298496808224"
"Eigentuemer","2011","Paar mit Kind(ern)","Westdeutschland","12095","0.626435142671974","0.61980581611453","0.633064469229418"
"Eigentuemer","2011","Paar mit Kind(ern)","Ostdeutschland","2307","0.551278025904481","0.53690360372858","0.565652448080382"
"Eigentuemer","2011","Sonstige","Westdeutschland","385","0.631634304348939","0.593480631675669","0.669787977022209"
"Eigentuemer","2011","Sonstige","Ostdeutschland","88","0.486921300425581","0.411339918297812","0.562502682553349"
"Altersheim/Seniorenwohnheim","2011","1-Pers.- Haushalt","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Alleinerziehende","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Alleinerziehende","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Paar mit Kind(ern)","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Paar mit Kind(ern)","Ostdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Sonstige","Westdeutschland","","","",""
"Altersheim/Seniorenwohnheim","2011","Sonstige","Ostdeutschland","","","",""
"Mieter","2011","1-Pers.- Haushalt","Westdeutschland","","","",""
"Mieter","2011","1-Pers.- Haushalt","Ostdeutschland","","","",""
"Mieter","2011","(Ehe-)Paar ohne Kind(er)","Westdeutschland","","","",""
"Mieter","2011","(Ehe-)Paar ohne Kind(er)","Ostdeutschland","","","",""
"Mieter","2011","Alleinerziehende","Westdeutschland","","","",""
"Mieter","2011","Alleinerziehende","Ostdeutschland","","","",""
"Mieter","2011","Paar mit Kind(ern)","Westdeutschland","","","",""
