"hlf0001_h","year","bula_h","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Eigentuemer","1992","Rheinland-Pfalz,Saarland","Alleinerziehende","24","","",""
"Eigentuemer","1992","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","274","0.651301520352788","0.608713090804538","0.693889949901039"
"Eigentuemer","1992","Rheinland-Pfalz,Saarland","Sonstige","51","0.671705139017953","0.567492074419853","0.775918203616054"
"Eigentuemer","1992","Baden-Wuerttemberg","1-Pers.- Haushalt","42","0.355717257693992","0.277796205746544","0.43363830964144"
"Eigentuemer","1992","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","182","0.573069775782886","0.523979215343492","0.622160336222281"
"Eigentuemer","1992","Baden-Wuerttemberg","Alleinerziehende","33","0.25195366797259","0.180798792359533","0.323108543585648"
"Eigentuemer","1992","Baden-Wuerttemberg","Paar mit Kind(ern)","716","0.60941309984583","0.585187245942609","0.633638953749051"
"Eigentuemer","1992","Baden-Wuerttemberg","Sonstige","73","0.737715053169545","0.673983639510846","0.801446466828244"
"Eigentuemer","1992","Bayern","1-Pers.- Haushalt","52","0.309386589251882","0.241096134737012","0.377677043766752"
"Eigentuemer","1992","Bayern","(Ehe-)Paar ohne Kind(er)","180","0.503927233062294","0.456779281883826","0.551075184240761"
"Eigentuemer","1992","Bayern","Alleinerziehende","34","0.41887268656811","0.323125797899144","0.514619575237076"
"Eigentuemer","1992","Bayern","Paar mit Kind(ern)","700","0.635576410624372","0.609544691261215","0.661608129987529"
"Eigentuemer","1992","Bayern","Sonstige","67","0.686301948214977","0.606541067369176","0.766062829060778"
"Eigentuemer","1992","Saarland","1-Pers.- Haushalt","","","",""
"Eigentuemer","1992","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Eigentuemer","1992","Saarland","Alleinerziehende","","","",""
"Eigentuemer","1992","Saarland","Paar mit Kind(ern)","","","",""
"Eigentuemer","1992","Saarland","Sonstige","","","",""
"Eigentuemer","1992","Berlin","1-Pers.- Haushalt","3","","",""
"Eigentuemer","1992","Berlin","(Ehe-)Paar ohne Kind(er)","12","","",""
"Eigentuemer","1992","Berlin","Alleinerziehende","2","","",""
"Eigentuemer","1992","Berlin","Paar mit Kind(ern)","36","0.0927261504881957","0.065562924446489","0.119889376529902"
"Eigentuemer","1992","Berlin","Sonstige","4","","",""
"Eigentuemer","1992","Brandenburg","1-Pers.- Haushalt","14","","",""
"Eigentuemer","1992","Brandenburg","(Ehe-)Paar ohne Kind(er)","56","0.40010354643156","0.320634864323726","0.479572228539393"
"Eigentuemer","1992","Brandenburg","Alleinerziehende","15","","",""
"Eigentuemer","1992","Brandenburg","Paar mit Kind(ern)","205","0.322980193861923","0.285438523359459","0.360521864364386"
"Eigentuemer","1992","Brandenburg","Sonstige","18","","",""
"Eigentuemer","1992","Mecklenburg-Vorpommern","1-Pers.- Haushalt","1","","",""
"Eigentuemer","1992","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","30","0.316478960162696","0.2214398103685","0.411518109956891"
"Eigentuemer","1992","Mecklenburg-Vorpommern","Alleinerziehende","3","","",""
"Eigentuemer","1992","Mecklenburg-Vorpommern","Paar mit Kind(ern)","132","0.320981910705922","0.275173777428211","0.366790043983633"
"Eigentuemer","1992","Mecklenburg-Vorpommern","Sonstige","21","","",""
"Eigentuemer","1992","Sachsen","1-Pers.- Haushalt","15","","",""
"Eigentuemer","1992","Sachsen","(Ehe-)Paar ohne Kind(er)","60","0.206060524098064","0.160741716341407","0.251379331854722"
"Eigentuemer","1992","Sachsen","Alleinerziehende","12","","",""
"Eigentuemer","1992","Sachsen","Paar mit Kind(ern)","288","0.287124558731108","0.259055695946585","0.315193421515631"
"Eigentuemer","1992","Sachsen","Sonstige","54","0.406004513450502","0.318503635790504","0.4935053911105"
"Eigentuemer","1992","Sachsen-Anhalt","1-Pers.- Haushalt","6","","",""
"Eigentuemer","1992","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","68","0.373856740537243","0.303948456517856","0.443765024556631"
"Eigentuemer","1992","Sachsen-Anhalt","Alleinerziehende","14","","",""
"Eigentuemer","1992","Sachsen-Anhalt","Paar mit Kind(ern)","232","0.360088572470737","0.323411070702706","0.396766074238768"
"Eigentuemer","1992","Sachsen-Anhalt","Sonstige","25","","",""
"Eigentuemer","1992","Thueringen","1-Pers.- Haushalt","6","","",""
"Eigentuemer","1992","Thueringen","(Ehe-)Paar ohne Kind(er)","58","0.422479221726162","0.340066352957132","0.504892090495193"
"Eigentuemer","1992","Thueringen","Alleinerziehende","6","","",""
"Eigentuemer","1992","Thueringen","Paar mit Kind(ern)","328","0.464769687400009","0.426219024266882","0.503320350533135"
"Eigentuemer","1992","Thueringen","Sonstige","43","0.5818872082082","0.464651538951278","0.699122877465121"
"Altersheim/Seniorenwohnheim","1992","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Schleswig-Holstein","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Schleswig-Holstein","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Hamburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Hamburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Hamburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Hamburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Niedersachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Niedersachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Niedersachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Niedersachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Bremen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Bremen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Bremen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Bremen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Nordrhein-Westfalen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Hessen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Hessen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Hessen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Hessen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Baden-Wuerttemberg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Baden-Wuerttemberg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Bayern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Bayern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Bayern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Bayern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Berlin","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Berlin","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Berlin","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Berlin","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Brandenburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Brandenburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Brandenburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Brandenburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Mecklenburg-Vorpommern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen-Anhalt","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Sachsen-Anhalt","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","1992","Thueringen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","1992","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","1992","Thueringen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","1992","Thueringen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","1992","Thueringen","Sonstige","","","",""
"Mieter","1992","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Mieter","1992","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Schleswig-Holstein","Alleinerziehende","","","",""
"Mieter","1992","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Mieter","1992","Schleswig-Holstein","Sonstige","","","",""
"Mieter","1992","Hamburg","1-Pers.- Haushalt","","","",""
"Mieter","1992","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Hamburg","Alleinerziehende","","","",""
"Mieter","1992","Hamburg","Paar mit Kind(ern)","","","",""
"Mieter","1992","Hamburg","Sonstige","","","",""
"Mieter","1992","Niedersachsen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Niedersachsen","(Ehe-)Paar ohne Kind(er)","2","","",""
"Mieter","1992","Niedersachsen","Alleinerziehende","","","",""
"Mieter","1992","Niedersachsen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Niedersachsen","Sonstige","","","",""
"Mieter","1992","Bremen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Bremen","Alleinerziehende","","","",""
"Mieter","1992","Bremen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Bremen","Sonstige","","","",""
"Mieter","1992","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Mieter","1992","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Nordrhein-Westfalen","Sonstige","","","",""
"Mieter","1992","Hessen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Hessen","Alleinerziehende","","","",""
"Mieter","1992","Hessen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Hessen","Sonstige","","","",""
"Mieter","1992","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Mieter","1992","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Mieter","1992","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Mieter","1992","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Mieter","1992","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Mieter","1992","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Mieter","1992","Baden-Wuerttemberg","Paar mit Kind(ern)","4","","",""
"Mieter","1992","Baden-Wuerttemberg","Sonstige","","","",""
"Mieter","1992","Bayern","1-Pers.- Haushalt","","","",""
"Mieter","1992","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Bayern","Alleinerziehende","","","",""
"Mieter","1992","Bayern","Paar mit Kind(ern)","","","",""
"Mieter","1992","Bayern","Sonstige","","","",""
"Mieter","1992","Saarland","1-Pers.- Haushalt","","","",""
"Mieter","1992","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Saarland","Alleinerziehende","","","",""
"Mieter","1992","Saarland","Paar mit Kind(ern)","","","",""
"Mieter","1992","Saarland","Sonstige","","","",""
"Mieter","1992","Berlin","1-Pers.- Haushalt","1","","",""
"Mieter","1992","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Berlin","Alleinerziehende","","","",""
"Mieter","1992","Berlin","Paar mit Kind(ern)","","","",""
"Mieter","1992","Berlin","Sonstige","","","",""
"Mieter","1992","Brandenburg","1-Pers.- Haushalt","","","",""
"Mieter","1992","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Brandenburg","Alleinerziehende","","","",""
"Mieter","1992","Brandenburg","Paar mit Kind(ern)","","","",""
"Mieter","1992","Brandenburg","Sonstige","","","",""
"Mieter","1992","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Mieter","1992","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Mieter","1992","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Mieter","1992","Mecklenburg-Vorpommern","Sonstige","","","",""
"Mieter","1992","Sachsen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Sachsen","Alleinerziehende","","","",""
"Mieter","1992","Sachsen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Sachsen","Sonstige","","","",""
"Mieter","1992","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Mieter","1992","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","2","","",""
"Mieter","1992","Sachsen-Anhalt","Alleinerziehende","","","",""
"Mieter","1992","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Mieter","1992","Sachsen-Anhalt","Sonstige","","","",""
"Mieter","1992","Thueringen","1-Pers.- Haushalt","","","",""
"Mieter","1992","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","1992","Thueringen","Alleinerziehende","","","",""
"Mieter","1992","Thueringen","Paar mit Kind(ern)","","","",""
"Mieter","1992","Thueringen","Sonstige","","","",""
"Hauptmieter","1993","Schleswig-Holstein","1-Pers.- Haushalt","30","0.61907661214876","0.475589541121131","0.762563683176388"
"Hauptmieter","1993","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","38","0.333648669144203","0.239327579856439","0.427969758431966"
"Hauptmieter","1993","Schleswig-Holstein","Alleinerziehende","6","","",""
"Hauptmieter","1993","Schleswig-Holstein","Paar mit Kind(ern)","111","0.470375393295541","0.405012622165007","0.535738164426076"
"Hauptmieter","1993","Schleswig-Holstein","Sonstige","12","","",""
"Hauptmieter","1993","Hamburg","1-Pers.- Haushalt","38","0.930581584861289","0.852783172062494","1.00837999766008"
"Hauptmieter","1993","Hamburg","(Ehe-)Paar ohne Kind(er)","46","0.832281740357187","0.732631909003837","0.931931571710537"
"Hauptmieter","1993","Hamburg","Alleinerziehende","2","","",""
"Hauptmieter","1993","Hamburg","Paar mit Kind(ern)","50","0.686240946759024","0.576754593005944","0.795727300512103"
"Hauptmieter","1993","Hamburg","Sonstige","8","","",""
"Hauptmieter","1993","Niedersachsen","1-Pers.- Haushalt","82","0.729894243422843","0.6480278310863","0.811760655759386"
"Hauptmieter","1993","Niedersachsen","(Ehe-)Paar ohne Kind(er)","148","0.443393405235552","0.38679932267813","0.499987487792974"
"Hauptmieter","1993","Niedersachsen","Alleinerziehende","45","0.688920815398047","0.572748324068021","0.805093306728073"
"Hauptmieter","1993","Niedersachsen","Paar mit Kind(ern)","294","0.32301259598813","0.287942434766126","0.358082757210133"
"Hauptmieter","1993","Niedersachsen","Sonstige","39","0.257601074546521","0.182714331006437","0.332487818086604"
"Hauptmieter","1993","Bremen","1-Pers.- Haushalt","20","","",""
"Hauptmieter","1993","Bremen","(Ehe-)Paar ohne Kind(er)","24","","",""
"Hauptmieter","1993","Bremen","Alleinerziehende","9","","",""
"Hauptmieter","1993","Bremen","Paar mit Kind(ern)","12","","",""
"Hauptmieter","1993","Bremen","Sonstige","","","",""
"Hauptmieter","1993","Nordrhein-Westfalen","1-Pers.- Haushalt","205","0.735756537226622","0.683831430577524","0.78768164387572"
"Hauptmieter","1993","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","406","0.563528156090779","0.525460142139085","0.601596170042473"
"Hauptmieter","1993","Nordrhein-Westfalen","Alleinerziehende","102","0.65131071888583","0.577469048724451","0.725152389047209"
"Hauptmieter","1993","Nordrhein-Westfalen","Paar mit Kind(ern)","1227","0.477524260307277","0.456068766549921","0.498979754064632"
"Hauptmieter","1993","Nordrhein-Westfalen","Sonstige","114","0.42427019781695","0.35661490481658","0.49192549081732"
"Hauptmieter","1993","Hessen","1-Pers.- Haushalt","61","0.671449767812497","0.572754548161215","0.770144987463779"
"Hauptmieter","1993","Hessen","(Ehe-)Paar ohne Kind(er)","174","0.505247747806985","0.448290588829873","0.562204906784096"
"Hauptmieter","1993","Hessen","Alleinerziehende","28","","",""
"Hauptmieter","1993","Hessen","Paar mit Kind(ern)","452","0.470194470586928","0.433167568146961","0.507221373026896"
"Hauptmieter","1993","Hessen","Sonstige","31","0.299969276373177","0.212734008962595","0.387204543783759"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","36","0.606413054489695","0.483813811898957","0.729012297080433"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","80","0.414561167046341","0.340505431023317","0.488616903069366"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","Alleinerziehende","27","","",""
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","206","0.353209256230839","0.310627521870001","0.395790990591677"
"Hauptmieter","1993","Rheinland-Pfalz,Saarland","Sonstige","17","","",""
"Hauptmieter","1993","Baden-Wuerttemberg","1-Pers.- Haushalt","103","0.563935433560357","0.487336055427596","0.640534811693118"
"Hauptmieter","1993","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","200","0.397066747426835","0.348753485819478","0.445380009034191"
"Hauptmieter","1993","Baden-Wuerttemberg","Alleinerziehende","97","0.670011957691675","0.588233934402925","0.751789980980424"
"Hauptmieter","1993","Baden-Wuerttemberg","Paar mit Kind(ern)","819","0.338847577877877","0.315177184657873","0.362517971097881"
"Hauptmieter","1993","Baden-Wuerttemberg","Sonstige","92","0.228772638294221","0.170265514226425","0.287279762362018"
"Hauptmieter","1993","Bayern","1-Pers.- Haushalt","132","0.664508840313308","0.598742084715851","0.730275595910764"
"Hauptmieter","1993","Bayern","(Ehe-)Paar ohne Kind(er)","222","0.4615447302144","0.413523903261214","0.509565557167587"
"Hauptmieter","1993","Bayern","Alleinerziehende","69","0.547897585254454","0.453594845862865","0.642200324646042"
"Hauptmieter","1993","Bayern","Paar mit Kind(ern)","575","0.353581724205787","0.327215488292984","0.379947960118591"
"Hauptmieter","1993","Bayern","Sonstige","63","0.282244480101045","0.210216131032186","0.354272829169903"
"Hauptmieter","1993","Saarland","1-Pers.- Haushalt","","","",""
"Hauptmieter","1993","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Hauptmieter","1993","Saarland","Alleinerziehende","","","",""
"Hauptmieter","1993","Saarland","Paar mit Kind(ern)","","","",""
"Hauptmieter","1993","Saarland","Sonstige","","","",""
"Hauptmieter","1993","Berlin","1-Pers.- Haushalt","79","0.872724667258532","0.80386933433192","0.941580000185144"
"Hauptmieter","1993","Berlin","(Ehe-)Paar ohne Kind(er)","124","0.863617684732438","0.807563681023221","0.919671688441656"
"Hauptmieter","1993","Berlin","Alleinerziehende","70","0.917545343591071","0.85487622420885","0.980214462973292"
"Hauptmieter","1993","Berlin","Paar mit Kind(ern)","395","0.89122724793634","0.861764467366109","0.920690028506571"
"Hauptmieter","1993","Berlin","Sonstige","37","1","1","1"
"Hauptmieter","1993","Brandenburg","1-Pers.- Haushalt","35","0.736070537324281","0.613899927149494","0.858241147499068"
"Hauptmieter","1993","Brandenburg","(Ehe-)Paar ohne Kind(er)","92","0.544302828849817","0.468080076108602","0.620525581591032"
"Hauptmieter","1993","Brandenburg","Alleinerziehende","41","0.661539410476969","0.537606687533372","0.785472133420566"
"Hauptmieter","1993","Brandenburg","Paar mit Kind(ern)","341","0.635657180860633","0.594763249772309","0.676551111948958"
"Hauptmieter","1993","Brandenburg","Sonstige","18","","",""
"Hauptmieter","1993","Mecklenburg-Vorpommern","1-Pers.- Haushalt","24","","",""
"Hauptmieter","1993","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","68","0.652953575731795","0.558706042420459","0.747201109043132"
"Hauptmieter","1993","Mecklenburg-Vorpommern","Alleinerziehende","34","0.803982572009267","0.683923742127335","0.924041401891199"
"Hauptmieter","1993","Mecklenburg-Vorpommern","Paar mit Kind(ern)","209","0.570345213339708","0.519560806231108","0.621129620448309"
"Hauptmieter","1993","Mecklenburg-Vorpommern","Sonstige","14","","",""
"Hauptmieter","1993","Sachsen","1-Pers.- Haushalt","67","0.856539224561026","0.779240067086971","0.933838382035081"
"Hauptmieter","1993","Sachsen","(Ehe-)Paar ohne Kind(er)","244","0.751955095156815","0.704033429758751","0.799876760554879"
"Hauptmieter","1993","Sachsen","Alleinerziehende","61","0.781626722459405","0.688125582690782","0.875127862228029"
"Hauptmieter","1993","Sachsen","Paar mit Kind(ern)","634","0.660997877508256","0.630607130446799","0.691388624569713"
"Hauptmieter","1993","Sachsen","Sonstige","63","0.666419957238492","0.57446790398054","0.758372010496443"
"Hauptmieter","1993","Sachsen-Anhalt","1-Pers.- Haushalt","47","0.854980822411281","0.761921978708242","0.948039666114319"
"Hauptmieter","1993","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","106","0.577844487082148","0.5052874049177","0.650401569246596"
"Hauptmieter","1993","Sachsen-Anhalt","Alleinerziehende","35","0.736919519923868","0.620554864085697","0.85328417576204"
"Hauptmieter","1993","Sachsen-Anhalt","Paar mit Kind(ern)","382","0.569867209485642","0.531359353563236","0.608375065408049"
"Hauptmieter","1993","Sachsen-Anhalt","Sonstige","28","","",""
"Hauptmieter","1993","Thueringen","1-Pers.- Haushalt","45","0.825626193846014","0.725349709036885","0.925902678655142"
"Hauptmieter","1993","Thueringen","(Ehe-)Paar ohne Kind(er)","78","0.596754591212018","0.515496489332","0.678012693092036"
"Hauptmieter","1993","Thueringen","Alleinerziehende","29","","",""
"Hauptmieter","1993","Thueringen","Paar mit Kind(ern)","267","0.464468088455039","0.42459485340026","0.504341323509817"
"Hauptmieter","1993","Thueringen","Sonstige","22","","",""
"Untermieter","1993","Schleswig-Holstein","1-Pers.- Haushalt","3","","",""
"Untermieter","1993","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","1993","Schleswig-Holstein","Alleinerziehende","2","","",""
"Untermieter","1993","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Untermieter","1993","Schleswig-Holstein","Sonstige","","","",""
"Untermieter","1993","Hamburg","1-Pers.- Haushalt","1","","",""
"Untermieter","1993","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1993","Hamburg","Alleinerziehende","","","",""
"Untermieter","1993","Hamburg","Paar mit Kind(ern)","","","",""
"Untermieter","1993","Hamburg","Sonstige","","","",""
"Untermieter","1993","Niedersachsen","1-Pers.- Haushalt","10","","",""
"Untermieter","1993","Niedersachsen","(Ehe-)Paar ohne Kind(er)","14","","",""
"Untermieter","1993","Niedersachsen","Alleinerziehende","","","",""
"Untermieter","1993","Niedersachsen","Paar mit Kind(ern)","18","","",""
"Untermieter","1993","Niedersachsen","Sonstige","","","",""
"Untermieter","1993","Bremen","1-Pers.- Haushalt","2","","",""
"Untermieter","1993","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","1993","Bremen","Alleinerziehende","","","",""
"Untermieter","1993","Bremen","Paar mit Kind(ern)","3","","",""
"Untermieter","1993","Bremen","Sonstige","3","","",""
