"hlf0001_h","year","bula_h","hhtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Untermieter","2014","Hessen","1-Pers.- Haushalt","8","","",""
"Untermieter","2014","Hessen","(Ehe-)Paar ohne Kind(er)","10","","",""
"Untermieter","2014","Hessen","Alleinerziehende","4","","",""
"Untermieter","2014","Hessen","Paar mit Kind(ern)","6","","",""
"Untermieter","2014","Hessen","Sonstige","","","",""
"Untermieter","2014","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","16","","",""
"Untermieter","2014","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","6","","",""
"Untermieter","2014","Rheinland-Pfalz,Saarland","Alleinerziehende","3","","",""
"Untermieter","2014","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","4","","",""
"Untermieter","2014","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Untermieter","2014","Baden-Wuerttemberg","1-Pers.- Haushalt","9","","",""
"Untermieter","2014","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","10","","",""
"Untermieter","2014","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Untermieter","2014","Baden-Wuerttemberg","Paar mit Kind(ern)","7","","",""
"Untermieter","2014","Baden-Wuerttemberg","Sonstige","2","","",""
"Untermieter","2014","Bayern","1-Pers.- Haushalt","14","","",""
"Untermieter","2014","Bayern","(Ehe-)Paar ohne Kind(er)","20","","",""
"Untermieter","2014","Bayern","Alleinerziehende","7","","",""
"Untermieter","2014","Bayern","Paar mit Kind(ern)","13","","",""
"Untermieter","2014","Bayern","Sonstige","16","","",""
"Untermieter","2014","Saarland","1-Pers.- Haushalt","","","",""
"Untermieter","2014","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Untermieter","2014","Saarland","Alleinerziehende","","","",""
"Untermieter","2014","Saarland","Paar mit Kind(ern)","","","",""
"Untermieter","2014","Saarland","Sonstige","","","",""
"Untermieter","2014","Berlin","1-Pers.- Haushalt","7","","",""
"Untermieter","2014","Berlin","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2014","Berlin","Alleinerziehende","","","",""
"Untermieter","2014","Berlin","Paar mit Kind(ern)","16","","",""
"Untermieter","2014","Berlin","Sonstige","2","","",""
"Untermieter","2014","Brandenburg","1-Pers.- Haushalt","6","","",""
"Untermieter","2014","Brandenburg","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2014","Brandenburg","Alleinerziehende","2","","",""
"Untermieter","2014","Brandenburg","Paar mit Kind(ern)","9","","",""
"Untermieter","2014","Brandenburg","Sonstige","2","","",""
"Untermieter","2014","Mecklenburg-Vorpommern","1-Pers.- Haushalt","5","","",""
"Untermieter","2014","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2014","Mecklenburg-Vorpommern","Alleinerziehende","2","","",""
"Untermieter","2014","Mecklenburg-Vorpommern","Paar mit Kind(ern)","11","","",""
"Untermieter","2014","Mecklenburg-Vorpommern","Sonstige","","","",""
"Untermieter","2014","Sachsen","1-Pers.- Haushalt","8","","",""
"Untermieter","2014","Sachsen","(Ehe-)Paar ohne Kind(er)","16","","",""
"Untermieter","2014","Sachsen","Alleinerziehende","","","",""
"Untermieter","2014","Sachsen","Paar mit Kind(ern)","17","","",""
"Untermieter","2014","Sachsen","Sonstige","","","",""
"Untermieter","2014","Sachsen-Anhalt","1-Pers.- Haushalt","3","","",""
"Untermieter","2014","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","4","","",""
"Untermieter","2014","Sachsen-Anhalt","Alleinerziehende","2","","",""
"Untermieter","2014","Sachsen-Anhalt","Paar mit Kind(ern)","10","","",""
"Untermieter","2014","Sachsen-Anhalt","Sonstige","","","",""
"Untermieter","2014","Thueringen","1-Pers.- Haushalt","6","","",""
"Untermieter","2014","Thueringen","(Ehe-)Paar ohne Kind(er)","8","","",""
"Untermieter","2014","Thueringen","Alleinerziehende","","","",""
"Untermieter","2014","Thueringen","Paar mit Kind(ern)","7","","",""
"Untermieter","2014","Thueringen","Sonstige","","","",""
"Eigentuemer","2014","Schleswig-Holstein","1-Pers.- Haushalt","36","0.318215067136243","0.240502256376265","0.395927877896221"
"Eigentuemer","2014","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","182","0.694609446859748","0.642317103875781","0.746901789843715"
"Eigentuemer","2014","Schleswig-Holstein","Alleinerziehende","54","0.36757444410821","0.297139333877929","0.43800955433849"
"Eigentuemer","2014","Schleswig-Holstein","Paar mit Kind(ern)","424","0.558562985939917","0.524002332375597","0.593123639504238"
"Eigentuemer","2014","Schleswig-Holstein","Sonstige","25","","",""
"Eigentuemer","2014","Hamburg","1-Pers.- Haushalt","8","","",""
"Eigentuemer","2014","Hamburg","(Ehe-)Paar ohne Kind(er)","64","0.437613057982435","0.358223165846587","0.517002950118283"
"Eigentuemer","2014","Hamburg","Alleinerziehende","18","","",""
"Eigentuemer","2014","Hamburg","Paar mit Kind(ern)","103","0.305391339330261","0.256578564853031","0.35420411380749"
"Eigentuemer","2014","Hamburg","Sonstige","4","","",""
"Eigentuemer","2014","Niedersachsen","1-Pers.- Haushalt","96","0.369495334501454","0.312859067409433","0.426131601593475"
"Eigentuemer","2014","Niedersachsen","(Ehe-)Paar ohne Kind(er)","544","0.670783940407566","0.639229525766445","0.702338355048686"
"Eigentuemer","2014","Niedersachsen","Alleinerziehende","142","0.351798758278816","0.307872698827638","0.395724817729994"
"Eigentuemer","2014","Niedersachsen","Paar mit Kind(ern)","1352","0.630362169455269","0.610531140929497","0.650193197981042"
"Eigentuemer","2014","Niedersachsen","Sonstige","51","0.404899826900329","0.321475808671954","0.488323845128704"
"Eigentuemer","2014","Bremen","1-Pers.- Haushalt","8","","",""
"Eigentuemer","2014","Bremen","(Ehe-)Paar ohne Kind(er)","20","","",""
"Eigentuemer","2014","Bremen","Alleinerziehende","13","","",""
"Eigentuemer","2014","Bremen","Paar mit Kind(ern)","76","0.571532218527114","0.499038392753758","0.64402604430047"
"Eigentuemer","2014","Bremen","Sonstige","","","",""
"Eigentuemer","2014","Nordrhein-Westfalen","1-Pers.- Haushalt","170","0.303006590735991","0.267121157847987","0.338892023623995"
"Eigentuemer","2014","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","908","0.556499815387897","0.532743840094571","0.580255790681223"
"Eigentuemer","2014","Nordrhein-Westfalen","Alleinerziehende","215","0.203053489058306","0.178790966795092","0.22731601132152"
"Eigentuemer","2014","Nordrhein-Westfalen","Paar mit Kind(ern)","2625","0.603858680365334","0.590595757750021","0.617121602980648"
"Eigentuemer","2014","Nordrhein-Westfalen","Sonstige","115","0.496029915639506","0.439918078901275","0.552141752377738"
"Eigentuemer","2014","Hessen","1-Pers.- Haushalt","73","0.377081344816603","0.31471686691838","0.439445822714826"
"Eigentuemer","2014","Hessen","(Ehe-)Paar ohne Kind(er)","346","0.591858538674971","0.552333783832808","0.631383293517134"
"Eigentuemer","2014","Hessen","Alleinerziehende","98","0.354224711117899","0.301069232237677","0.407380189998121"
"Eigentuemer","2014","Hessen","Paar mit Kind(ern)","905","0.598238902279259","0.574975145748314","0.621502658810205"
"Eigentuemer","2014","Hessen","Sonstige","52","0.426817170867988","0.346031493229964","0.507602848506013"
"Eigentuemer","2014","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","82","0.346390287369463","0.285294364102794","0.407486210636132"
"Eigentuemer","2014","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","308","0.659551237662248","0.616802111533939","0.702300363790557"
"Eigentuemer","2014","Rheinland-Pfalz,Saarland","Alleinerziehende","81","0.335242006140715","0.279243329073551","0.39124068320788"
"Eigentuemer","2014","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","851","0.68704897121849","0.662043864015158","0.712054078421821"
"Eigentuemer","2014","Rheinland-Pfalz,Saarland","Sonstige","69","0.742256877566194","0.658991239136289","0.825522515996099"
"Eigentuemer","2014","Baden-Wuerttemberg","1-Pers.- Haushalt","139","0.39903334395997","0.349403595745169","0.448663092174771"
"Eigentuemer","2014","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","616","0.668746090425074","0.638561465248408","0.69893071560174"
"Eigentuemer","2014","Baden-Wuerttemberg","Alleinerziehende","118","0.2831448985395","0.240807562934641","0.325482234144358"
"Eigentuemer","2014","Baden-Wuerttemberg","Paar mit Kind(ern)","1927","0.661942020400679","0.645534074964601","0.678349965836756"
"Eigentuemer","2014","Baden-Wuerttemberg","Sonstige","75","0.620169704505286","0.548465960766865","0.691873448243706"
"Eigentuemer","2014","Bayern","1-Pers.- Haushalt","203","0.408568177680003","0.367854654090379","0.449281701269628"
"Eigentuemer","2014","Bayern","(Ehe-)Paar ohne Kind(er)","756","0.584043933867346","0.557594482616585","0.610493385118106"
"Eigentuemer","2014","Bayern","Alleinerziehende","186","0.305677762577727","0.271838526165223","0.33951699899023"
"Eigentuemer","2014","Bayern","Paar mit Kind(ern)","2307","0.642407373398284","0.627405371847721","0.657409374948847"
"Eigentuemer","2014","Bayern","Sonstige","114","0.451608344280495","0.391001090360552","0.512215598200439"
"Eigentuemer","2014","Saarland","1-Pers.- Haushalt","","","",""
"Eigentuemer","2014","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Eigentuemer","2014","Saarland","Alleinerziehende","","","",""
"Eigentuemer","2014","Saarland","Paar mit Kind(ern)","","","",""
"Eigentuemer","2014","Saarland","Sonstige","","","",""
"Eigentuemer","2014","Berlin","1-Pers.- Haushalt","23","","",""
"Eigentuemer","2014","Berlin","(Ehe-)Paar ohne Kind(er)","92","0.31670426096971","0.268381203879165","0.365027318060255"
"Eigentuemer","2014","Berlin","Alleinerziehende","21","","",""
"Eigentuemer","2014","Berlin","Paar mit Kind(ern)","132","0.30995017896958","0.273721950832251","0.34617840710691"
"Eigentuemer","2014","Berlin","Sonstige","","","",""
"Eigentuemer","2014","Brandenburg","1-Pers.- Haushalt","41","0.242562071758183","0.17327146018918","0.311852683327187"
"Eigentuemer","2014","Brandenburg","(Ehe-)Paar ohne Kind(er)","242","0.572746711888519","0.525771656524623","0.619721767252414"
"Eigentuemer","2014","Brandenburg","Alleinerziehende","36","0.255181235192385","0.193515040586661","0.316847429798108"
"Eigentuemer","2014","Brandenburg","Paar mit Kind(ern)","300","0.535487279133192","0.49746652328389","0.573508034982494"
"Eigentuemer","2014","Brandenburg","Sonstige","12","","",""
"Eigentuemer","2014","Mecklenburg-Vorpommern","1-Pers.- Haushalt","13","","",""
"Eigentuemer","2014","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","106","0.50959339918149","0.4449871953129","0.574199603050081"
"Eigentuemer","2014","Mecklenburg-Vorpommern","Alleinerziehende","4","","",""
"Eigentuemer","2014","Mecklenburg-Vorpommern","Paar mit Kind(ern)","139","0.499869923698759","0.446005243742806","0.553734603654711"
"Eigentuemer","2014","Mecklenburg-Vorpommern","Sonstige","12","","",""
"Eigentuemer","2014","Sachsen","1-Pers.- Haushalt","48","0.20884402529732","0.157630757059473","0.260057293535167"
"Eigentuemer","2014","Sachsen","(Ehe-)Paar ohne Kind(er)","232","0.358869853826203","0.321113170780437","0.396626536871968"
"Eigentuemer","2014","Sachsen","Alleinerziehende","30","0.141902804242309","0.0989044769855142","0.184901131499104"
"Eigentuemer","2014","Sachsen","Paar mit Kind(ern)","575","0.566972670306166","0.538532150360882","0.595413190251449"
"Eigentuemer","2014","Sachsen","Sonstige","17","","",""
"Eigentuemer","2014","Sachsen-Anhalt","1-Pers.- Haushalt","32","0.239679676634214","0.172691262497986","0.306668090770443"
"Eigentuemer","2014","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","186","0.527183164352554","0.47603444308841","0.578331885616698"
"Eigentuemer","2014","Sachsen-Anhalt","Alleinerziehende","42","0.260801148824154","0.196835885028801","0.324766412619507"
"Eigentuemer","2014","Sachsen-Anhalt","Paar mit Kind(ern)","342","0.618135566687403","0.580436185350614","0.655834948024192"
"Eigentuemer","2014","Sachsen-Anhalt","Sonstige","24","","",""
"Eigentuemer","2014","Thueringen","1-Pers.- Haushalt","40","0.251657972485245","0.182668676704525","0.320647268265965"
"Eigentuemer","2014","Thueringen","(Ehe-)Paar ohne Kind(er)","198","0.560147974083111","0.509155969836389","0.611139978329833"
"Eigentuemer","2014","Thueringen","Alleinerziehende","25","","",""
"Eigentuemer","2014","Thueringen","Paar mit Kind(ern)","439","0.537869732107224","0.501678356821214","0.574061107393233"
"Eigentuemer","2014","Thueringen","Sonstige","10","","",""
"Altersheim/Seniorenwohnheim","2014","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Schleswig-Holstein","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Schleswig-Holstein","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Hamburg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Hamburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Hamburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Hamburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Niedersachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Niedersachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Niedersachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Niedersachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Bremen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Bremen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Bremen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Bremen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Nordrhein-Westfalen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Hessen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Hessen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Hessen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Hessen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Baden-Wuerttemberg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Baden-Wuerttemberg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Bayern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Bayern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Bayern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Bayern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Saarland","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Saarland","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Saarland","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Saarland","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Berlin","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Berlin","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Berlin","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Berlin","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Brandenburg","1-Pers.- Haushalt","1","","",""
"Altersheim/Seniorenwohnheim","2014","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Brandenburg","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Brandenburg","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Brandenburg","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Mecklenburg-Vorpommern","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen","(Ehe-)Paar ohne Kind(er)","2","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen-Anhalt","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Sachsen-Anhalt","Sonstige","","","",""
"Altersheim/Seniorenwohnheim","2014","Thueringen","1-Pers.- Haushalt","","","",""
"Altersheim/Seniorenwohnheim","2014","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Altersheim/Seniorenwohnheim","2014","Thueringen","Alleinerziehende","","","",""
"Altersheim/Seniorenwohnheim","2014","Thueringen","Paar mit Kind(ern)","","","",""
"Altersheim/Seniorenwohnheim","2014","Thueringen","Sonstige","","","",""
"Mieter","2014","Schleswig-Holstein","1-Pers.- Haushalt","","","",""
"Mieter","2014","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Schleswig-Holstein","Alleinerziehende","","","",""
"Mieter","2014","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Mieter","2014","Schleswig-Holstein","Sonstige","","","",""
"Mieter","2014","Hamburg","1-Pers.- Haushalt","","","",""
"Mieter","2014","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Hamburg","Alleinerziehende","","","",""
"Mieter","2014","Hamburg","Paar mit Kind(ern)","","","",""
"Mieter","2014","Hamburg","Sonstige","","","",""
"Mieter","2014","Niedersachsen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Niedersachsen","Alleinerziehende","","","",""
"Mieter","2014","Niedersachsen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Niedersachsen","Sonstige","","","",""
"Mieter","2014","Bremen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Bremen","Alleinerziehende","","","",""
"Mieter","2014","Bremen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Bremen","Sonstige","","","",""
"Mieter","2014","Nordrhein-Westfalen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Mieter","2014","Nordrhein-Westfalen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Nordrhein-Westfalen","Sonstige","","","",""
"Mieter","2014","Hessen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Hessen","Alleinerziehende","","","",""
"Mieter","2014","Hessen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Hessen","Sonstige","","","",""
"Mieter","2014","Rheinland-Pfalz,Saarland","1-Pers.- Haushalt","","","",""
"Mieter","2014","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Mieter","2014","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Mieter","2014","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Mieter","2014","Baden-Wuerttemberg","1-Pers.- Haushalt","","","",""
"Mieter","2014","Baden-Wuerttemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Baden-Wuerttemberg","Alleinerziehende","","","",""
"Mieter","2014","Baden-Wuerttemberg","Paar mit Kind(ern)","","","",""
"Mieter","2014","Baden-Wuerttemberg","Sonstige","","","",""
"Mieter","2014","Bayern","1-Pers.- Haushalt","","","",""
"Mieter","2014","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Bayern","Alleinerziehende","","","",""
"Mieter","2014","Bayern","Paar mit Kind(ern)","","","",""
"Mieter","2014","Bayern","Sonstige","","","",""
"Mieter","2014","Saarland","1-Pers.- Haushalt","","","",""
"Mieter","2014","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Saarland","Alleinerziehende","","","",""
"Mieter","2014","Saarland","Paar mit Kind(ern)","","","",""
"Mieter","2014","Saarland","Sonstige","","","",""
"Mieter","2014","Berlin","1-Pers.- Haushalt","","","",""
"Mieter","2014","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Berlin","Alleinerziehende","","","",""
"Mieter","2014","Berlin","Paar mit Kind(ern)","","","",""
"Mieter","2014","Berlin","Sonstige","","","",""
"Mieter","2014","Brandenburg","1-Pers.- Haushalt","","","",""
"Mieter","2014","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Brandenburg","Alleinerziehende","","","",""
"Mieter","2014","Brandenburg","Paar mit Kind(ern)","","","",""
"Mieter","2014","Brandenburg","Sonstige","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","1-Pers.- Haushalt","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Mieter","2014","Mecklenburg-Vorpommern","Sonstige","","","",""
"Mieter","2014","Sachsen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Sachsen","Alleinerziehende","","","",""
"Mieter","2014","Sachsen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Sachsen","Sonstige","","","",""
"Mieter","2014","Sachsen-Anhalt","1-Pers.- Haushalt","","","",""
"Mieter","2014","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Sachsen-Anhalt","Alleinerziehende","","","",""
"Mieter","2014","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Mieter","2014","Sachsen-Anhalt","Sonstige","","","",""
"Mieter","2014","Thueringen","1-Pers.- Haushalt","","","",""
"Mieter","2014","Thueringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Mieter","2014","Thueringen","Alleinerziehende","","","",""
"Mieter","2014","Thueringen","Paar mit Kind(ern)","","","",""
"Mieter","2014","Thueringen","Sonstige","","","",""
"Hauptmieter","2015","Schleswig-Holstein","1-Pers.- Haushalt","95","0.625211950044339","0.544448465093708","0.705975434994971"
"Hauptmieter","2015","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","116","0.296413241626858","0.243670891642694","0.349155591611022"
"Hauptmieter","2015","Schleswig-Holstein","Alleinerziehende","121","0.677621944326312","0.60797508993836","0.747268798714263"
"Hauptmieter","2015","Schleswig-Holstein","Paar mit Kind(ern)","353","0.341481995906968","0.307656642143149","0.375307349670787"
"Hauptmieter","2015","Schleswig-Holstein","Sonstige","24","","",""
"Hauptmieter","2015","Hamburg","1-Pers.- Haushalt","62","0.821938307806013","0.73231851610837","0.911558099503657"
"Hauptmieter","2015","Hamburg","(Ehe-)Paar ohne Kind(er)","88","0.533909006911742","0.455121617679534","0.61269639614395"
"Hauptmieter","2015","Hamburg","Alleinerziehende","66","0.831080513666365","0.748458462752397","0.913702564580332"
"Hauptmieter","2015","Hamburg","Paar mit Kind(ern)","267","0.66769158281933","0.620393425137054","0.714989740501605"
"Hauptmieter","2015","Hamburg","Sonstige","22","","",""
"Hauptmieter","2015","Niedersachsen","1-Pers.- Haushalt","186","0.571007109908259","0.515187033744014","0.626827186072505"
"Hauptmieter","2015","Niedersachsen","(Ehe-)Paar ohne Kind(er)","308","0.296223800600998","0.265672358855351","0.326775242346646"
"Hauptmieter","2015","Niedersachsen","Alleinerziehende","322","0.681774473079457","0.639255232058485","0.724293714100428"
"Hauptmieter","2015","Niedersachsen","Paar mit Kind(ern)","946","0.343035453422867","0.32337631175579","0.362694595089943"
"Hauptmieter","2015","Niedersachsen","Sonstige","96","0.388536574544854","0.310534948278738","0.46653820081097"
"Hauptmieter","2015","Bremen","1-Pers.- Haushalt","22","","",""
"Hauptmieter","2015","Bremen","(Ehe-)Paar ohne Kind(er)","24","","",""
"Hauptmieter","2015","Bremen","Alleinerziehende","61","0.780455618909016","0.682070615787051","0.878840622030981"
"Hauptmieter","2015","Bremen","Paar mit Kind(ern)","82","0.404075511994687","0.326573208157475","0.4815778158319"
"Hauptmieter","2015","Bremen","Sonstige","","","",""
