"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2010","46-65","Hamburg","61","0.600494009047228","0.504972012389385","0.696016005705072"
"Einige Sorgen","2010","46-65","Niedersachsen","340","0.497070694113717","0.456726166367322","0.537415221860112"
"Einige Sorgen","2010","46-65","Bremen","21","","",""
"Einige Sorgen","2010","46-65","Nordrhein-Westfalen","817","0.592665423638836","0.566798373216318","0.618532474061354"
"Einige Sorgen","2010","46-65","Hessen","314","0.608289635243281","0.566574566959899","0.650004703526663"
"Einige Sorgen","2010","46-65","Rheinland-Pfalz,Saarland","256","0.5475533857926","0.500288327575897","0.594818444009302"
"Einige Sorgen","2010","46-65","Baden-Württemberg","466","0.593078394702721","0.558602764321905","0.627554025083538"
"Einige Sorgen","2010","46-65","Bayern","644","0.611068885087264","0.581482809235245","0.640654960939283"
"Einige Sorgen","2010","46-65","Saarland","","","",""
"Einige Sorgen","2010","46-65","Berlin","156","0.513912146797685","0.456387903058244","0.571436390537126"
"Einige Sorgen","2010","46-65","Brandenburg","188","0.619621711184718","0.564867718562119","0.674375703807318"
"Einige Sorgen","2010","46-65","Mecklenburg-Vorpommern","138","0.707611326303561","0.643604707395655","0.771617945211467"
"Einige Sorgen","2010","46-65","Sachsen","301","0.580845956633113","0.537509765816032","0.624182147450195"
"Einige Sorgen","2010","46-65","Sachsen-Anhalt","187","0.647841814484986","0.591895374430631","0.703788254539342"
"Einige Sorgen","2010","46-65","Thüringen","171","0.590846077705624","0.534643664493717","0.647048490917531"
"Einige Sorgen","2010","66","Schleswig-Holstein","","","",""
"Einige Sorgen","2010","66","Hamburg","","","",""
"Einige Sorgen","2010","66","Niedersachsen","","","",""
"Einige Sorgen","2010","66","Bremen","","","",""
"Einige Sorgen","2010","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","2010","66","Hessen","","","",""
"Einige Sorgen","2010","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","2010","66","Baden-Württemberg","","","",""
"Einige Sorgen","2010","66","Bayern","","","",""
"Einige Sorgen","2010","66","Saarland","","","",""
"Einige Sorgen","2010","66","Berlin","","","",""
"Einige Sorgen","2010","66","Brandenburg","","","",""
"Einige Sorgen","2010","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","2010","66","Sachsen","","","",""
"Einige Sorgen","2010","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","2010","66","Thüringen","","","",""
"Keine Sorgen","2010","17-29","Schleswig-Holstein","26","","",""
"Keine Sorgen","2010","17-29","Hamburg","9","","",""
"Keine Sorgen","2010","17-29","Niedersachsen","57","0.15257606174073","0.114522562806739","0.190629560674722"
"Keine Sorgen","2010","17-29","Bremen","4","","",""
"Keine Sorgen","2010","17-29","Nordrhein-Westfalen","174","0.223610633687885","0.194916600451495","0.252304666924275"
"Keine Sorgen","2010","17-29","Hessen","35","0.173059676770651","0.126166126337981","0.219953227203322"
"Keine Sorgen","2010","17-29","Rheinland-Pfalz,Saarland","33","0.132917618490244","0.0886572191541611","0.177178017826327"
"Keine Sorgen","2010","17-29","Baden-Württemberg","78","0.159494374751777","0.127272541178446","0.191716208325109"
"Keine Sorgen","2010","17-29","Bayern","117","0.228357795630056","0.19333954395227","0.263376047307842"
"Keine Sorgen","2010","17-29","Saarland","","","",""
"Keine Sorgen","2010","17-29","Berlin","22","","",""
"Keine Sorgen","2010","17-29","Brandenburg","22","","",""
"Keine Sorgen","2010","17-29","Mecklenburg-Vorpommern","28","","",""
"Keine Sorgen","2010","17-29","Sachsen","65","0.240958114882676","0.192072838483084","0.289843391282269"
"Keine Sorgen","2010","17-29","Sachsen-Anhalt","33","0.186134728973968","0.125826293276483","0.246443164671453"
"Keine Sorgen","2010","17-29","Thüringen","38","0.300430317521971","0.228946635227708","0.371913999816234"
"Keine Sorgen","2010","30-45","Schleswig-Holstein","28","","",""
"Keine Sorgen","2010","30-45","Hamburg","18","","",""
"Keine Sorgen","2010","30-45","Niedersachsen","109","0.137113850062846","0.113825244052631","0.16040245607306"
"Keine Sorgen","2010","30-45","Bremen","5","","",""
"Keine Sorgen","2010","30-45","Nordrhein-Westfalen","225","0.117217783404999","0.102991190985243","0.131444375824756"
"Keine Sorgen","2010","30-45","Hessen","67","0.11877935275014","0.0941527709089323","0.143405934591347"
"Keine Sorgen","2010","30-45","Rheinland-Pfalz,Saarland","41","0.0927888291076875","0.066071008356776","0.119506649858599"
"Keine Sorgen","2010","30-45","Baden-Württemberg","114","0.0976357406411364","0.0806928876039059","0.114578593678367"
"Keine Sorgen","2010","30-45","Bayern","142","0.108384139322168","0.0922833064748354","0.124484972169501"
"Keine Sorgen","2010","30-45","Saarland","","","",""
"Keine Sorgen","2010","30-45","Berlin","26","","",""
"Keine Sorgen","2010","30-45","Brandenburg","40","0.146579198051817","0.106820781264455","0.18633761483918"
"Keine Sorgen","2010","30-45","Mecklenburg-Vorpommern","39","0.198351066200457","0.140734342533848","0.255967789867065"
"Keine Sorgen","2010","30-45","Sachsen","103","0.163416453510004","0.133273436279605","0.193559470740403"
"Keine Sorgen","2010","30-45","Sachsen-Anhalt","51","0.223140908806812","0.176027102879494","0.270254714734129"
"Keine Sorgen","2010","30-45","Thüringen","44","0.125341056171824","0.0885422319819162","0.162139880361731"
"Keine Sorgen","2010","46-65","Schleswig-Holstein","22","","",""
"Keine Sorgen","2010","46-65","Hamburg","9","","",""
"Keine Sorgen","2010","46-65","Niedersachsen","63","0.149986009055088","0.121174865467708","0.178797152642467"
"Keine Sorgen","2010","46-65","Bremen","4","","",""
"Keine Sorgen","2010","46-65","Nordrhein-Westfalen","151","0.110264152699069","0.0937743981021445","0.126753907295994"
"Keine Sorgen","2010","46-65","Hessen","36","0.0600269904146458","0.0397274504702832","0.0803265303590084"
"Keine Sorgen","2010","46-65","Rheinland-Pfalz,Saarland","46","0.101562937433736","0.0728779444701891","0.130247930397283"
"Keine Sorgen","2010","46-65","Baden-Württemberg","69","0.0756612041483905","0.0571022711114398","0.0942201371853411"
"Keine Sorgen","2010","46-65","Bayern","109","0.10231375188729","0.0839214863568407","0.120706017417739"
"Keine Sorgen","2010","46-65","Saarland","","","",""
"Keine Sorgen","2010","46-65","Berlin","28","","",""
"Keine Sorgen","2010","46-65","Brandenburg","37","0.121210446262201","0.0844011861872583","0.158019706337144"
"Keine Sorgen","2010","46-65","Mecklenburg-Vorpommern","20","","",""
"Keine Sorgen","2010","46-65","Sachsen","80","0.162632176466381","0.130221000322966","0.195043352609796"
"Keine Sorgen","2010","46-65","Sachsen-Anhalt","23","","",""
"Keine Sorgen","2010","46-65","Thüringen","36","0.126949883384316","0.0888950200777021","0.165004746690929"
"Keine Sorgen","2010","66","Schleswig-Holstein","","","",""
"Keine Sorgen","2010","66","Hamburg","","","",""
"Keine Sorgen","2010","66","Niedersachsen","","","",""
"Keine Sorgen","2010","66","Bremen","","","",""
"Keine Sorgen","2010","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","2010","66","Hessen","","","",""
"Keine Sorgen","2010","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","2010","66","Baden-Württemberg","","","",""
"Keine Sorgen","2010","66","Bayern","","","",""
"Keine Sorgen","2010","66","Saarland","","","",""
"Keine Sorgen","2010","66","Berlin","","","",""
"Keine Sorgen","2010","66","Brandenburg","","","",""
"Keine Sorgen","2010","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","2010","66","Sachsen","","","",""
"Keine Sorgen","2010","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","2010","66","Thüringen","","","",""
"Grosse Sorgen","2011","17-29","Schleswig-Holstein","30","0.22398760701246","0.149393624999229","0.298581589025691"
"Grosse Sorgen","2011","17-29","Hamburg","14","","",""
"Grosse Sorgen","2011","17-29","Niedersachsen","63","0.262224672482249","0.207260540083395","0.317188804881103"
"Grosse Sorgen","2011","17-29","Bremen","12","","",""
"Grosse Sorgen","2011","17-29","Nordrhein-Westfalen","178","0.284295172933508","0.248351527643196","0.32023881822382"
"Grosse Sorgen","2011","17-29","Hessen","63","0.343190611071172","0.274960041910325","0.41142118023202"
"Grosse Sorgen","2011","17-29","Rheinland-Pfalz,Saarland","40","0.195251006083986","0.136353035841675","0.254148976326297"
"Grosse Sorgen","2011","17-29","Baden-Württemberg","122","0.265201134720618","0.222048532306208","0.308353737135028"
"Grosse Sorgen","2011","17-29","Bayern","117","0.268334661941041","0.226886005303697","0.309783318578385"
"Grosse Sorgen","2011","17-29","Saarland","","","",""
"Grosse Sorgen","2011","17-29","Berlin","31","0.316493317006675","0.227951421932104","0.405035212081247"
"Grosse Sorgen","2011","17-29","Brandenburg","16","","",""
"Grosse Sorgen","2011","17-29","Mecklenburg-Vorpommern","8","","",""
"Grosse Sorgen","2011","17-29","Sachsen","39","0.27797772172412","0.215258544858695","0.340696898589546"
"Grosse Sorgen","2011","17-29","Sachsen-Anhalt","19","","",""
"Grosse Sorgen","2011","17-29","Thüringen","35","0.275225784448273","0.199885521232557","0.35056604766399"
"Grosse Sorgen","2011","30-45","Schleswig-Holstein","39","0.263017408721708","0.188472746049697","0.33756207139372"
"Grosse Sorgen","2011","30-45","Hamburg","28","","",""
"Grosse Sorgen","2011","30-45","Niedersachsen","125","0.299406897423803","0.257689094837072","0.341124700010533"
"Grosse Sorgen","2011","30-45","Bremen","13","","",""
"Grosse Sorgen","2011","30-45","Nordrhein-Westfalen","309","0.310530700385556","0.281649225241176","0.339412175529936"
"Grosse Sorgen","2011","30-45","Hessen","116","0.317843818163688","0.269130991973574","0.366556644353801"
"Grosse Sorgen","2011","30-45","Rheinland-Pfalz,Saarland","84","0.320719836588584","0.263543610616021","0.377896062561147"
"Grosse Sorgen","2011","30-45","Baden-Württemberg","199","0.307763457269282","0.271313793897438","0.344213120641125"
"Grosse Sorgen","2011","30-45","Bayern","260","0.346369878651833","0.31208770750534","0.380652049798326"
"Grosse Sorgen","2011","30-45","Saarland","","","",""
"Grosse Sorgen","2011","30-45","Berlin","58","0.372130238001684","0.296520013214565","0.447740462788803"
"Grosse Sorgen","2011","30-45","Brandenburg","48","0.341932295060649","0.270202630509513","0.413661959611785"
"Grosse Sorgen","2011","30-45","Mecklenburg-Vorpommern","22","","",""
"Grosse Sorgen","2011","30-45","Sachsen","86","0.325874317088","0.276272620134657","0.375476014041344"
"Grosse Sorgen","2011","30-45","Sachsen-Anhalt","46","0.211394524884089","0.154233919889273","0.268555129878905"
"Grosse Sorgen","2011","30-45","Thüringen","46","0.258119062147724","0.195399295604294","0.320838828691154"
"Grosse Sorgen","2011","46-65","Schleswig-Holstein","89","0.395801421546625","0.331903702364613","0.459699140728637"
"Grosse Sorgen","2011","46-65","Hamburg","22","","",""
"Grosse Sorgen","2011","46-65","Niedersachsen","229","0.352645059016836","0.316654060816131","0.388636057217541"
"Grosse Sorgen","2011","46-65","Bremen","13","","",""
"Grosse Sorgen","2011","46-65","Nordrhein-Westfalen","514","0.334700481090296","0.310962215844232","0.358438746336359"
"Grosse Sorgen","2011","46-65","Hessen","188","0.313041037021753","0.274803500829916","0.351278573213589"
"Grosse Sorgen","2011","46-65","Rheinland-Pfalz,Saarland","147","0.31163290513903","0.269760214619204","0.353505595658856"
"Grosse Sorgen","2011","46-65","Baden-Württemberg","295","0.324632463752385","0.293887406691645","0.355377520813124"
"Grosse Sorgen","2011","46-65","Bayern","397","0.333660675320481","0.306904249217381","0.360417101423582"
"Grosse Sorgen","2011","46-65","Saarland","","","",""
"Grosse Sorgen","2011","46-65","Berlin","110","0.412521752900143","0.356722058646473","0.468321447153814"
"Grosse Sorgen","2011","46-65","Brandenburg","93","0.251993114970651","0.207207182053542","0.296779047887759"
"Grosse Sorgen","2011","46-65","Mecklenburg-Vorpommern","57","0.206835293517734","0.152694717119109","0.260975869916358"
"Grosse Sorgen","2011","46-65","Sachsen","117","0.246497238782031","0.208909097081245","0.284085380482818"
"Grosse Sorgen","2011","46-65","Sachsen-Anhalt","94","0.284451979791644","0.235553192643243","0.333350766940046"
"Grosse Sorgen","2011","46-65","Thüringen","93","0.27999556668253","0.231698337946223","0.328292795418837"
"Grosse Sorgen","2011","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","2011","66","Hamburg","","","",""
"Grosse Sorgen","2011","66","Niedersachsen","","","",""
"Grosse Sorgen","2011","66","Bremen","","","",""
"Grosse Sorgen","2011","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","2011","66","Hessen","","","",""
"Grosse Sorgen","2011","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","2011","66","Baden-Württemberg","","","",""
"Grosse Sorgen","2011","66","Bayern","","","",""
"Grosse Sorgen","2011","66","Saarland","","","",""
"Grosse Sorgen","2011","66","Berlin","","","",""
"Grosse Sorgen","2011","66","Brandenburg","","","",""
"Grosse Sorgen","2011","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","2011","66","Sachsen","","","",""
"Grosse Sorgen","2011","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","2011","66","Thüringen","","","",""
"Einige Sorgen","2011","17-29","Schleswig-Holstein","69","0.628892667596434","0.542456500328329","0.715328834864539"
"Einige Sorgen","2011","17-29","Hamburg","26","","",""
"Einige Sorgen","2011","17-29","Niedersachsen","139","0.584443024720236","0.522859163426199","0.646026886014273"
"Einige Sorgen","2011","17-29","Bremen","6","","",""
"Einige Sorgen","2011","17-29","Nordrhein-Westfalen","330","0.544964542790027","0.505284041824715","0.584645043755339"
"Einige Sorgen","2011","17-29","Hessen","100","0.512057065595697","0.440222194416248","0.583891936775145"
"Einige Sorgen","2011","17-29","Rheinland-Pfalz,Saarland","99","0.619191505366847","0.547041016928252","0.691341993805442"
"Einige Sorgen","2011","17-29","Baden-Württemberg","214","0.523639426487815","0.474817024923024","0.572461828052606"
"Einige Sorgen","2011","17-29","Bayern","256","0.566355817823632","0.519997541900519","0.612714093746744"
"Einige Sorgen","2011","17-29","Saarland","","","",""
"Einige Sorgen","2011","17-29","Berlin","61","0.543554713195469","0.44873226701851","0.638377159372429"
"Einige Sorgen","2011","17-29","Brandenburg","61","0.628179851320037","0.532979411450236","0.723380291189838"
"Einige Sorgen","2011","17-29","Mecklenburg-Vorpommern","39","0.549625635772585","0.426769136036706","0.672482135508463"
"Einige Sorgen","2011","17-29","Sachsen","103","0.420621749107605","0.351510775367502","0.489732722847709"
"Einige Sorgen","2011","17-29","Sachsen-Anhalt","73","0.599851954063572","0.511077594207229","0.688626313919915"
"Einige Sorgen","2011","17-29","Thüringen","61","0.443170009887384","0.359373159145008","0.52696686062976"
"Einige Sorgen","2011","30-45","Schleswig-Holstein","81","0.621400838692423","0.539276585522137","0.70352509186271"
"Einige Sorgen","2011","30-45","Hamburg","46","0.651191101456271","0.547401561224429","0.754980641688113"
"Einige Sorgen","2011","30-45","Niedersachsen","265","0.52898069434018","0.483513635601188","0.574447753079173"
"Einige Sorgen","2011","30-45","Bremen","11","","",""
"Einige Sorgen","2011","30-45","Nordrhein-Westfalen","570","0.556511265979837","0.525502255358234","0.58752027660144"
"Einige Sorgen","2011","30-45","Hessen","205","0.574277743645766","0.522550575509838","0.626004911781694"
"Einige Sorgen","2011","30-45","Rheinland-Pfalz,Saarland","143","0.580275056293366","0.519820721147689","0.640729391439044"
"Einige Sorgen","2011","30-45","Baden-Württemberg","350","0.586660449624443","0.547773433365937","0.62554746588295"
"Einige Sorgen","2011","30-45","Bayern","404","0.54915823171094","0.513307910403879","0.585008553018"
"Einige Sorgen","2011","30-45","Saarland","","","",""
"Einige Sorgen","2011","30-45","Berlin","86","0.578631396720986","0.501393516065366","0.655869277376606"
"Einige Sorgen","2011","30-45","Brandenburg","97","0.53437826444192","0.458949939145068","0.609806589738772"
"Einige Sorgen","2011","30-45","Mecklenburg-Vorpommern","65","0.55329651579977","0.457748855020729","0.648844176578812"
"Einige Sorgen","2011","30-45","Sachsen","206","0.537958781910776","0.485197432814068","0.590720131007483"
"Einige Sorgen","2011","30-45","Sachsen-Anhalt","121","0.66877278017531","0.602882347519243","0.734663212831377"
"Einige Sorgen","2011","30-45","Thüringen","118","0.605908760450367","0.535871476781453","0.67594604411928"
"Einige Sorgen","2011","46-65","Schleswig-Holstein","119","0.536394990215974","0.471236164538498","0.601553815893451"
"Einige Sorgen","2011","46-65","Hamburg","51","0.565254433696422","0.462265003049677","0.668243864343167"
"Einige Sorgen","2011","46-65","Niedersachsen","381","0.515448659862","0.477802874340501","0.5530944453835"
"Einige Sorgen","2011","46-65","Bremen","25","","",""
"Einige Sorgen","2011","46-65","Nordrhein-Westfalen","871","0.57708311772716","0.552231257582604","0.601934977871716"
"Einige Sorgen","2011","46-65","Hessen","333","0.607449040380921","0.567184122847477","0.647713957914364"
"Einige Sorgen","2011","46-65","Rheinland-Pfalz,Saarland","283","0.607215216778418","0.563063477903289","0.651366955653547"
"Einige Sorgen","2011","46-65","Baden-Württemberg","506","0.582488189430525","0.55010741855123","0.61486896030982"
"Einige Sorgen","2011","46-65","Bayern","699","0.585143021135941","0.557184893437528","0.613101148834353"
"Einige Sorgen","2011","46-65","Saarland","","","",""
"Einige Sorgen","2011","46-65","Berlin","161","0.487905566665184","0.431248327134967","0.544562806195402"
"Einige Sorgen","2011","46-65","Brandenburg","225","0.627127742800704","0.57724474644114","0.677010739160269"
"Einige Sorgen","2011","46-65","Mecklenburg-Vorpommern","137","0.718304356102736","0.658176851983785","0.778431860221688"
"Einige Sorgen","2011","46-65","Sachsen","311","0.603993141046015","0.561338159401251","0.646648122690779"
"Einige Sorgen","2011","46-65","Sachsen-Anhalt","206","0.637569242399543","0.585467719586549","0.689670765212538"
"Einige Sorgen","2011","46-65","Thüringen","195","0.594844587025396","0.542037570819297","0.647651603231495"
"Einige Sorgen","2011","66","Schleswig-Holstein","","","",""
"Einige Sorgen","2011","66","Hamburg","","","",""
"Einige Sorgen","2011","66","Niedersachsen","","","",""
"Einige Sorgen","2011","66","Bremen","","","",""
"Einige Sorgen","2011","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","2011","66","Hessen","","","",""
"Einige Sorgen","2011","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","2011","66","Baden-Württemberg","","","",""
"Einige Sorgen","2011","66","Bayern","","","",""
"Einige Sorgen","2011","66","Saarland","","","",""
"Einige Sorgen","2011","66","Berlin","","","",""
"Einige Sorgen","2011","66","Brandenburg","","","",""
"Einige Sorgen","2011","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","2011","66","Sachsen","","","",""
"Einige Sorgen","2011","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","2011","66","Thüringen","","","",""
"Keine Sorgen","2011","17-29","Schleswig-Holstein","21","","",""
"Keine Sorgen","2011","17-29","Hamburg","9","","",""
"Keine Sorgen","2011","17-29","Niedersachsen","44","0.153332302797515","0.108307288253534","0.198357317341497"
"Keine Sorgen","2011","17-29","Bremen","7","","",""
"Keine Sorgen","2011","17-29","Nordrhein-Westfalen","97","0.170740284276465","0.140756690315255","0.200723878237675"
"Keine Sorgen","2011","17-29","Hessen","23","","",""
"Keine Sorgen","2011","17-29","Rheinland-Pfalz,Saarland","35","0.185557488549166","0.127795394803697","0.243319582294636"
"Keine Sorgen","2011","17-29","Baden-Württemberg","66","0.211159438791567","0.171262926600249","0.251055950982884"
"Keine Sorgen","2011","17-29","Bayern","66","0.165309520235327","0.130561705791403","0.200057334679251"
"Keine Sorgen","2011","17-29","Saarland","","","",""
"Keine Sorgen","2011","17-29","Berlin","14","","",""
"Keine Sorgen","2011","17-29","Brandenburg","22","","",""
"Keine Sorgen","2011","17-29","Mecklenburg-Vorpommern","16","","",""
"Keine Sorgen","2011","17-29","Sachsen","54","0.301400529168274","0.237160432359646","0.365640625976903"
"Keine Sorgen","2011","17-29","Sachsen-Anhalt","25","","",""
"Keine Sorgen","2011","17-29","Thüringen","39","0.281604205664342","0.205732007664931","0.357476403663754"
"Keine Sorgen","2011","30-45","Schleswig-Holstein","14","","",""
"Keine Sorgen","2011","30-45","Hamburg","7","","",""
"Keine Sorgen","2011","30-45","Niedersachsen","73","0.171612408236017","0.137268577824425","0.205956238647609"
"Keine Sorgen","2011","30-45","Bremen","3","","",""
"Keine Sorgen","2011","30-45","Nordrhein-Westfalen","107","0.132958033634608","0.111765299756664","0.154150767512551"
"Keine Sorgen","2011","30-45","Hessen","30","0.107878438190546","0.075424016412219","0.140332859968874"
"Keine Sorgen","2011","30-45","Rheinland-Pfalz,Saarland","29","","",""
"Keine Sorgen","2011","30-45","Baden-Württemberg","67","0.105576093106275","0.0813093089249085","0.129842877287642"
"Keine Sorgen","2011","30-45","Bayern","76","0.104471889637228","0.0824339206493235","0.126509858625132"
"Keine Sorgen","2011","30-45","Saarland","","","",""
"Keine Sorgen","2011","30-45","Berlin","13","","",""
"Keine Sorgen","2011","30-45","Brandenburg","23","","",""
"Keine Sorgen","2011","30-45","Mecklenburg-Vorpommern","17","","",""
"Keine Sorgen","2011","30-45","Sachsen","51","0.136166901001224","0.0998714892085804","0.172462312793868"
"Keine Sorgen","2011","30-45","Sachsen-Anhalt","29","","",""
"Keine Sorgen","2011","30-45","Thüringen","23","","",""
"Keine Sorgen","2011","46-65","Schleswig-Holstein","17","","",""
"Keine Sorgen","2011","46-65","Hamburg","16","","",""
"Keine Sorgen","2011","46-65","Niedersachsen","67","0.131906281121164","0.10641628309923","0.157396279143098"
"Keine Sorgen","2011","46-65","Bremen","5","","",""
"Keine Sorgen","2011","46-65","Nordrhein-Westfalen","133","0.0882164011825444","0.0739493978900556","0.102483404475033"
"Keine Sorgen","2011","46-65","Hessen","44","0.0795099225973266","0.0572027725724254","0.101817072622228"
"Keine Sorgen","2011","46-65","Rheinland-Pfalz,Saarland","40","0.0811518780825518","0.0564647644774093","0.105838991687694"
"Keine Sorgen","2011","46-65","Baden-Württemberg","90","0.0928793468170903","0.0738202927195079","0.111938400914673"
"Keine Sorgen","2011","46-65","Bayern","97","0.0811963035435781","0.0656971719614611","0.0966954351256951"
"Keine Sorgen","2011","46-65","Saarland","","","",""
"Keine Sorgen","2011","46-65","Berlin","28","","",""
"Keine Sorgen","2011","46-65","Brandenburg","43","0.120879142228645","0.0872516510915026","0.154506633365787"
"Keine Sorgen","2011","46-65","Mecklenburg-Vorpommern","21","","",""
"Keine Sorgen","2011","46-65","Sachsen","77","0.149509620171954","0.118408812053689","0.180610428290219"
"Keine Sorgen","2011","46-65","Sachsen-Anhalt","27","","",""
"Keine Sorgen","2011","46-65","Thüringen","44","0.125159846292074","0.089565918601088","0.16075377398306"
"Keine Sorgen","2011","66","Schleswig-Holstein","","","",""
"Keine Sorgen","2011","66","Hamburg","","","",""
"Keine Sorgen","2011","66","Niedersachsen","","","",""
"Keine Sorgen","2011","66","Bremen","","","",""
"Keine Sorgen","2011","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","2011","66","Hessen","","","",""
"Keine Sorgen","2011","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","2011","66","Baden-Württemberg","","","",""
"Keine Sorgen","2011","66","Bayern","","","",""
"Keine Sorgen","2011","66","Saarland","","","",""
"Keine Sorgen","2011","66","Berlin","","","",""
"Keine Sorgen","2011","66","Brandenburg","","","",""
"Keine Sorgen","2011","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","2011","66","Sachsen","","","",""
"Keine Sorgen","2011","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","2011","66","Thüringen","","","",""
"Grosse Sorgen","2012","17-29","Schleswig-Holstein","30","0.302058501550398","0.218140677666945","0.385976325433851"
"Grosse Sorgen","2012","17-29","Hamburg","12","","",""
"Grosse Sorgen","2012","17-29","Niedersachsen","53","0.238371611494496","0.183778356328462","0.29296486666053"
"Grosse Sorgen","2012","17-29","Bremen","10","","",""
"Grosse Sorgen","2012","17-29","Nordrhein-Westfalen","158","0.267014372598991","0.231586120308909","0.302442624889074"
"Grosse Sorgen","2012","17-29","Hessen","54","0.345030162636176","0.27577566469684","0.414284660575512"
"Grosse Sorgen","2012","17-29","Rheinland-Pfalz,Saarland","38","0.193425400507199","0.135562446884491","0.251288354129907"
"Grosse Sorgen","2012","17-29","Baden-Württemberg","79","0.206817501011089","0.164862205688891","0.248772796333287"
"Grosse Sorgen","2012","17-29","Bayern","119","0.239106199183027","0.199564823901741","0.278647574464313"
"Grosse Sorgen","2012","17-29","Saarland","","","",""
"Grosse Sorgen","2012","17-29","Berlin","33","0.289619559440371","0.206355974196427","0.372883144684316"
"Grosse Sorgen","2012","17-29","Brandenburg","8","","",""
"Grosse Sorgen","2012","17-29","Mecklenburg-Vorpommern","15","","",""
"Grosse Sorgen","2012","17-29","Sachsen","40","0.237574865750089","0.177992340727142","0.297157390773036"
"Grosse Sorgen","2012","17-29","Sachsen-Anhalt","20","","",""
"Grosse Sorgen","2012","17-29","Thüringen","27","","",""
"Grosse Sorgen","2012","30-45","Schleswig-Holstein","42","0.365819004356752","0.282049494571546","0.449588514141958"
"Grosse Sorgen","2012","30-45","Hamburg","22","","",""
"Grosse Sorgen","2012","30-45","Niedersachsen","112","0.262640924301057","0.221615066494989","0.303666782107125"
"Grosse Sorgen","2012","30-45","Bremen","10","","",""
"Grosse Sorgen","2012","30-45","Nordrhein-Westfalen","268","0.279259885744173","0.250457148669533","0.308062622818813"
"Grosse Sorgen","2012","30-45","Hessen","87","0.257792090892279","0.210526213342626","0.305057968441933"
"Grosse Sorgen","2012","30-45","Rheinland-Pfalz,Saarland","70","0.293233649605766","0.234904586964937","0.351562712246594"
"Grosse Sorgen","2012","30-45","Baden-Württemberg","160","0.289135674420702","0.251177788914424","0.32709355992698"
"Grosse Sorgen","2012","30-45","Bayern","230","0.320115769574028","0.286180539406901","0.354050999741154"
"Grosse Sorgen","2012","30-45","Saarland","","","",""
"Grosse Sorgen","2012","30-45","Berlin","60","0.327150514636661","0.259542996549944","0.394758032723377"
"Grosse Sorgen","2012","30-45","Brandenburg","43","0.332225269634379","0.257591788791795","0.406858750476963"
"Grosse Sorgen","2012","30-45","Mecklenburg-Vorpommern","19","","",""
"Grosse Sorgen","2012","30-45","Sachsen","74","0.218878535419498","0.173993645539439","0.263763425299557"
"Grosse Sorgen","2012","30-45","Sachsen-Anhalt","35","0.185302822423634","0.128541701744204","0.242063943103063"
"Grosse Sorgen","2012","30-45","Thüringen","40","0.241184392338989","0.177436215747597","0.304932568930381"
"Grosse Sorgen","2012","46-65","Schleswig-Holstein","59","0.285191756793811","0.224557012611423","0.345826500976198"
"Grosse Sorgen","2012","46-65","Hamburg","30","0.307825502553751","0.214512049695215","0.401138955412288"
"Grosse Sorgen","2012","46-65","Niedersachsen","203","0.331193234358172","0.295767056297311","0.366619412419034"
"Grosse Sorgen","2012","46-65","Bremen","12","","",""
"Grosse Sorgen","2012","46-65","Nordrhein-Westfalen","444","0.277142342736827","0.25458177469787","0.299702910775784"
"Grosse Sorgen","2012","46-65","Hessen","184","0.316623528944949","0.27880003640031","0.354447021489588"
"Grosse Sorgen","2012","46-65","Rheinland-Pfalz,Saarland","143","0.303901181743584","0.263093697398337","0.34470866608883"
"Grosse Sorgen","2012","46-65","Baden-Württemberg","261","0.284857687564466","0.255171678373422","0.314543696755511"
"Grosse Sorgen","2012","46-65","Bayern","354","0.274650979989748","0.249344704638384","0.299957255341112"
"Grosse Sorgen","2012","46-65","Saarland","","","",""
"Grosse Sorgen","2012","46-65","Berlin","112","0.357718400881593","0.303387628744885","0.412049173018301"
"Grosse Sorgen","2012","46-65","Brandenburg","87","0.246526838859179","0.202730014847213","0.290323662871145"
"Grosse Sorgen","2012","46-65","Mecklenburg-Vorpommern","52","0.244028464081263","0.186211787278169","0.301845140884357"
