"plh0036","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1992","46-65","Sachsen-Anhalt","138","0.632052932091105","0.568758565525057","0.695347298657154"
"Grosse Sorgen","1992","46-65","Thüringen","118","0.613350040903328","0.545689613572196","0.681010468234459"
"Grosse Sorgen","1992","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1992","66","Hamburg","","","",""
"Grosse Sorgen","1992","66","Niedersachsen","","","",""
"Grosse Sorgen","1992","66","Bremen","","","",""
"Grosse Sorgen","1992","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1992","66","Hessen","","","",""
"Grosse Sorgen","1992","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1992","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1992","66","Bayern","","","",""
"Grosse Sorgen","1992","66","Saarland","","","",""
"Grosse Sorgen","1992","66","Berlin","","","",""
"Grosse Sorgen","1992","66","Brandenburg","","","",""
"Grosse Sorgen","1992","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1992","66","Sachsen","","","",""
"Grosse Sorgen","1992","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1992","66","Thüringen","","","",""
"Einige Sorgen","1992","17-29","Schleswig-Holstein","25","","",""
"Einige Sorgen","1992","17-29","Hamburg","10","","",""
"Einige Sorgen","1992","17-29","Niedersachsen","92","0.361171899277721","0.304088132738804","0.418255665816638"
"Einige Sorgen","1992","17-29","Bremen","7","","",""
"Einige Sorgen","1992","17-29","Nordrhein-Westfalen","217","0.26904079094338","0.236490193614744","0.301591388272016"
"Einige Sorgen","1992","17-29","Hessen","102","0.381548659406717","0.322388962187941","0.440708356625493"
"Einige Sorgen","1992","17-29","Rheinland-Pfalz,Saarland","74","0.418146587995187","0.344431746007109","0.491861429983265"
"Einige Sorgen","1992","17-29","Baden-Württemberg","182","0.280342429196091","0.242458189436205","0.318226668955977"
"Einige Sorgen","1992","17-29","Bayern","156","0.280601318653562","0.240323697261955","0.320878940045168"
"Einige Sorgen","1992","17-29","Saarland","","","",""
"Einige Sorgen","1992","17-29","Berlin","52","0.301135649217693","0.229147116570462","0.373124181864923"
"Einige Sorgen","1992","17-29","Brandenburg","69","0.426111039362178","0.346709250835184","0.505512827889172"
"Einige Sorgen","1992","17-29","Mecklenburg-Vorpommern","41","0.433280436097861","0.334155911590967","0.532404960604755"
"Einige Sorgen","1992","17-29","Sachsen","93","0.374986400749933","0.314366176127575","0.435606625372291"
"Einige Sorgen","1992","17-29","Sachsen-Anhalt","73","0.414328626089816","0.342761782122339","0.485895470057292"
"Einige Sorgen","1992","17-29","Thüringen","67","0.379408450856212","0.307309342219907","0.451507559492517"
"Einige Sorgen","1992","30-45","Schleswig-Holstein","30","0.369757337733437","0.26330704869622","0.476207626770655"
"Einige Sorgen","1992","30-45","Hamburg","16","","",""
"Einige Sorgen","1992","30-45","Niedersachsen","81","0.285162108585874","0.229195656290841","0.341128560880908"
"Einige Sorgen","1992","30-45","Bremen","9","","",""
"Einige Sorgen","1992","30-45","Nordrhein-Westfalen","285","0.330933991245918","0.298960386664364","0.362907595827473"
"Einige Sorgen","1992","30-45","Hessen","122","0.35660638416719","0.301381845036935","0.411830923297446"
"Einige Sorgen","1992","30-45","Rheinland-Pfalz,Saarland","80","0.425454610173852","0.356238236169876","0.494670984177827"
"Einige Sorgen","1992","30-45","Baden-Württemberg","180","0.297790063400181","0.258636523418682","0.336943603381679"
"Einige Sorgen","1992","30-45","Bayern","194","0.377101686662469","0.33396815320262","0.420235220122319"
"Einige Sorgen","1992","30-45","Saarland","","","",""
"Einige Sorgen","1992","30-45","Berlin","62","0.267707691833794","0.206344809057676","0.329070574609913"
"Einige Sorgen","1992","30-45","Brandenburg","114","0.456273567389466","0.394283068884392","0.51826406589454"
"Einige Sorgen","1992","30-45","Mecklenburg-Vorpommern","67","0.488753180582496","0.407669814240658","0.569836546924333"
"Einige Sorgen","1992","30-45","Sachsen","177","0.425802757393508","0.378114895482444","0.473490619304573"
"Einige Sorgen","1992","30-45","Sachsen-Anhalt","99","0.371006297206254","0.313491812269149","0.42852078214336"
"Einige Sorgen","1992","30-45","Thüringen","92","0.363643861265393","0.30213999615612","0.425147726374666"
"Einige Sorgen","1992","46-65","Schleswig-Holstein","42","0.462696961692915","0.360253235451897","0.565140687933934"
"Einige Sorgen","1992","46-65","Hamburg","13","","",""
"Einige Sorgen","1992","46-65","Niedersachsen","156","0.501771666673885","0.447495824744415","0.556047508603355"
"Einige Sorgen","1992","46-65","Bremen","6","","",""
"Einige Sorgen","1992","46-65","Nordrhein-Westfalen","279","0.364009773007564","0.328815855491176","0.399203690523952"
"Einige Sorgen","1992","46-65","Hessen","137","0.401217222871626","0.344998483989181","0.457435961754071"
"Einige Sorgen","1992","46-65","Rheinland-Pfalz,Saarland","103","0.506977272961541","0.436260050946936","0.577694494976146"
"Einige Sorgen","1992","46-65","Baden-Württemberg","217","0.371790634420971","0.330091727920034","0.413489540921907"
"Einige Sorgen","1992","46-65","Bayern","214","0.423207090112643","0.378203825474328","0.468210354750958"
"Einige Sorgen","1992","46-65","Saarland","","","",""
"Einige Sorgen","1992","46-65","Berlin","58","0.276151883009404","0.213075444250648","0.339228321768161"
"Einige Sorgen","1992","46-65","Brandenburg","90","0.458614736380635","0.389209423917652","0.528020048843619"
"Einige Sorgen","1992","46-65","Mecklenburg-Vorpommern","55","0.361350319804903","0.282887770204485","0.439812869405321"
"Einige Sorgen","1992","46-65","Sachsen","144","0.374034073479711","0.324929198972782","0.42313894798664"
"Einige Sorgen","1992","46-65","Sachsen-Anhalt","84","0.364923465040299","0.301739105489806","0.428107824590791"
"Einige Sorgen","1992","46-65","Thüringen","79","0.380769564757605","0.313304519892668","0.448234609622543"
"Einige Sorgen","1992","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1992","66","Hamburg","","","",""
"Einige Sorgen","1992","66","Niedersachsen","","","",""
"Einige Sorgen","1992","66","Bremen","","","",""
"Einige Sorgen","1992","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1992","66","Hessen","","","",""
"Einige Sorgen","1992","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1992","66","Baden-Württemberg","","","",""
"Einige Sorgen","1992","66","Bayern","","","",""
"Einige Sorgen","1992","66","Saarland","","","",""
"Einige Sorgen","1992","66","Berlin","","","",""
"Einige Sorgen","1992","66","Brandenburg","","","",""
"Einige Sorgen","1992","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1992","66","Sachsen","","","",""
"Einige Sorgen","1992","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1992","66","Thüringen","","","",""
"Keine Sorgen","1992","17-29","Schleswig-Holstein","5","","",""
"Keine Sorgen","1992","17-29","Hamburg","2","","",""
"Keine Sorgen","1992","17-29","Niedersachsen","9","","",""
"Keine Sorgen","1992","17-29","Bremen","","","",""
"Keine Sorgen","1992","17-29","Nordrhein-Westfalen","42","0.0389268272747574","0.024729517533021","0.0531241370164938"
"Keine Sorgen","1992","17-29","Hessen","9","","",""
"Keine Sorgen","1992","17-29","Rheinland-Pfalz,Saarland","3","","",""
"Keine Sorgen","1992","17-29","Baden-Württemberg","44","0.0418926176042309","0.0249949387045312","0.0587902965039306"
"Keine Sorgen","1992","17-29","Bayern","22","","",""
"Keine Sorgen","1992","17-29","Saarland","","","",""
"Keine Sorgen","1992","17-29","Berlin","9","","",""
"Keine Sorgen","1992","17-29","Brandenburg","2","","",""
"Keine Sorgen","1992","17-29","Mecklenburg-Vorpommern","5","","",""
"Keine Sorgen","1992","17-29","Sachsen","11","","",""
"Keine Sorgen","1992","17-29","Sachsen-Anhalt","6","","",""
"Keine Sorgen","1992","17-29","Thüringen","5","","",""
"Keine Sorgen","1992","30-45","Schleswig-Holstein","3","","",""
"Keine Sorgen","1992","30-45","Hamburg","1","","",""
"Keine Sorgen","1992","30-45","Niedersachsen","6","","",""
"Keine Sorgen","1992","30-45","Bremen","1","","",""
"Keine Sorgen","1992","30-45","Nordrhein-Westfalen","39","0.0288880881131411","0.0175070869277971","0.0402690892984851"
"Keine Sorgen","1992","30-45","Hessen","8","","",""
"Keine Sorgen","1992","30-45","Rheinland-Pfalz,Saarland","2","","",""
"Keine Sorgen","1992","30-45","Baden-Württemberg","31","0.027701310445801","0.0136494944262239","0.0417531264653781"
"Keine Sorgen","1992","30-45","Bayern","8","","",""
"Keine Sorgen","1992","30-45","Saarland","","","",""
"Keine Sorgen","1992","30-45","Berlin","6","","",""
"Keine Sorgen","1992","30-45","Brandenburg","6","","",""
"Keine Sorgen","1992","30-45","Mecklenburg-Vorpommern","6","","",""
"Keine Sorgen","1992","30-45","Sachsen","14","","",""
"Keine Sorgen","1992","30-45","Sachsen-Anhalt","4","","",""
"Keine Sorgen","1992","30-45","Thüringen","2","","",""
"Keine Sorgen","1992","46-65","Schleswig-Holstein","7","","",""
"Keine Sorgen","1992","46-65","Hamburg","5","","",""
"Keine Sorgen","1992","46-65","Niedersachsen","11","","",""
"Keine Sorgen","1992","46-65","Bremen","1","","",""
"Keine Sorgen","1992","46-65","Nordrhein-Westfalen","51","0.0483053133642409","0.0326222050059983","0.0639884217224836"
"Keine Sorgen","1992","46-65","Hessen","25","","",""
"Keine Sorgen","1992","46-65","Rheinland-Pfalz,Saarland","4","","",""
"Keine Sorgen","1992","46-65","Baden-Württemberg","44","0.0427298956698134","0.0252794547616558","0.0601803365779711"
"Keine Sorgen","1992","46-65","Bayern","17","","",""
"Keine Sorgen","1992","46-65","Saarland","","","",""
"Keine Sorgen","1992","46-65","Berlin","7","","",""
"Keine Sorgen","1992","46-65","Brandenburg","4","","",""
"Keine Sorgen","1992","46-65","Mecklenburg-Vorpommern","4","","",""
"Keine Sorgen","1992","46-65","Sachsen","13","","",""
"Keine Sorgen","1992","46-65","Sachsen-Anhalt","1","","",""
"Keine Sorgen","1992","46-65","Thüringen","2","","",""
"Keine Sorgen","1992","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1992","66","Hamburg","","","",""
"Keine Sorgen","1992","66","Niedersachsen","","","",""
"Keine Sorgen","1992","66","Bremen","","","",""
"Keine Sorgen","1992","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1992","66","Hessen","","","",""
"Keine Sorgen","1992","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1992","66","Baden-Württemberg","","","",""
"Keine Sorgen","1992","66","Bayern","","","",""
"Keine Sorgen","1992","66","Saarland","","","",""
"Keine Sorgen","1992","66","Berlin","","","",""
"Keine Sorgen","1992","66","Brandenburg","","","",""
"Keine Sorgen","1992","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1992","66","Sachsen","","","",""
"Keine Sorgen","1992","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1992","66","Thüringen","","","",""
"Grosse Sorgen","1993","17-29","Schleswig-Holstein","41","0.616320106465087","0.501581060581527","0.731059152348646"
"Grosse Sorgen","1993","17-29","Hamburg","12","","",""
"Grosse Sorgen","1993","17-29","Niedersachsen","157","0.588606098432413","0.531274219286121","0.645937977578706"
"Grosse Sorgen","1993","17-29","Bremen","12","","",""
"Grosse Sorgen","1993","17-29","Nordrhein-Westfalen","416","0.61455247869906","0.578211167220054","0.650893790178066"
"Grosse Sorgen","1993","17-29","Hessen","131","0.608072730478099","0.547679016896535","0.668466444059664"
"Grosse Sorgen","1993","17-29","Rheinland-Pfalz,Saarland","76","0.507199997171761","0.4289970290058","0.585402965337723"
"Grosse Sorgen","1993","17-29","Baden-Württemberg","287","0.563508905092335","0.522358977320198","0.604658832864473"
"Grosse Sorgen","1993","17-29","Bayern","263","0.622108494396084","0.577703483335473","0.666513505456695"
"Grosse Sorgen","1993","17-29","Saarland","","","",""
"Grosse Sorgen","1993","17-29","Berlin","81","0.613507623846755","0.533416503909507","0.693598743784002"
"Grosse Sorgen","1993","17-29","Brandenburg","66","0.503060493468887","0.420532667785861","0.585588319151912"
"Grosse Sorgen","1993","17-29","Mecklenburg-Vorpommern","45","0.442305311483083","0.342432880787902","0.542177742178264"
"Grosse Sorgen","1993","17-29","Sachsen","129","0.526055933171448","0.461804383679399","0.590307482663496"
"Grosse Sorgen","1993","17-29","Sachsen-Anhalt","85","0.46329859051499","0.3896289391655","0.536968241864481"
"Grosse Sorgen","1993","17-29","Thüringen","85","0.463321655904899","0.386296339946118","0.54034697186368"
"Grosse Sorgen","1993","30-45","Schleswig-Holstein","43","0.557474485064085","0.447948743848157","0.667000226280013"
"Grosse Sorgen","1993","30-45","Hamburg","30","0.751151552442613","0.623403877300884","0.878899227584342"
"Grosse Sorgen","1993","30-45","Niedersachsen","142","0.541542114862595","0.481207952589109","0.601876277136082"
"Grosse Sorgen","1993","30-45","Bremen","14","","",""
"Grosse Sorgen","1993","30-45","Nordrhein-Westfalen","468","0.5641210282686","0.530547639074094","0.597694417463105"
"Grosse Sorgen","1993","30-45","Hessen","152","0.605134843093057","0.547981002715348","0.662288683470766"
"Grosse Sorgen","1993","30-45","Rheinland-Pfalz,Saarland","104","0.54081395330835","0.47175000885946","0.609877897757241"
"Grosse Sorgen","1993","30-45","Baden-Württemberg","259","0.537756570108367","0.494780068936966","0.580733071279767"
"Grosse Sorgen","1993","30-45","Bayern","269","0.570428004632401","0.526236074346843","0.614619934917958"
"Grosse Sorgen","1993","30-45","Saarland","","","",""
"Grosse Sorgen","1993","30-45","Berlin","114","0.563822149317821","0.494396024334745","0.633248274300898"
"Grosse Sorgen","1993","30-45","Brandenburg","108","0.482128304840999","0.417691424994797","0.5465651846872"
"Grosse Sorgen","1993","30-45","Mecklenburg-Vorpommern","62","0.436219443554408","0.354364277970127","0.518074609138689"
"Grosse Sorgen","1993","30-45","Sachsen","190","0.463061524589511","0.414795917408754","0.511327131770268"
"Grosse Sorgen","1993","30-45","Sachsen-Anhalt","121","0.486142878038039","0.424062897597355","0.548222858478723"
"Grosse Sorgen","1993","30-45","Thüringen","109","0.463424451424536","0.399257854077176","0.527591048771896"
"Grosse Sorgen","1993","46-65","Schleswig-Holstein","38","0.408220935649083","0.31090981174901","0.505532059549157"
"Grosse Sorgen","1993","46-65","Hamburg","16","","",""
"Grosse Sorgen","1993","46-65","Niedersachsen","123","0.405518991717585","0.351037952178181","0.460000031256989"
"Grosse Sorgen","1993","46-65","Bremen","16","","",""
"Grosse Sorgen","1993","46-65","Nordrhein-Westfalen","327","0.486541719602042","0.449541721149081","0.523541718055003"
"Grosse Sorgen","1993","46-65","Hessen","118","0.467838115667897","0.409704871897101","0.525971359438694"
"Grosse Sorgen","1993","46-65","Rheinland-Pfalz,Saarland","74","0.414972795005687","0.343389738037114","0.486555851974259"
"Grosse Sorgen","1993","46-65","Baden-Württemberg","197","0.40742700464108","0.365595258840422","0.449258750441737"
"Grosse Sorgen","1993","46-65","Bayern","195","0.479801469315453","0.434146871367612","0.525456067263295"
"Grosse Sorgen","1993","46-65","Saarland","","","",""
"Grosse Sorgen","1993","46-65","Berlin","115","0.643820979930262","0.575001981356049","0.712639978504476"
"Grosse Sorgen","1993","46-65","Brandenburg","88","0.469184432353639","0.397847769533519","0.54052109517376"
"Grosse Sorgen","1993","46-65","Mecklenburg-Vorpommern","72","0.546471216105753","0.46371001890791","0.629232413303597"
"Grosse Sorgen","1993","46-65","Sachsen","158","0.456601917321928","0.404267621455561","0.508936213188294"
"Grosse Sorgen","1993","46-65","Sachsen-Anhalt","126","0.53602878643222","0.472131894012088","0.599925678852352"
"Grosse Sorgen","1993","46-65","Thüringen","92","0.478696610962857","0.40803672580743","0.549356496118283"
"Grosse Sorgen","1993","66","Schleswig-Holstein","","","",""
"Grosse Sorgen","1993","66","Hamburg","","","",""
"Grosse Sorgen","1993","66","Niedersachsen","","","",""
"Grosse Sorgen","1993","66","Bremen","","","",""
"Grosse Sorgen","1993","66","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1993","66","Hessen","","","",""
"Grosse Sorgen","1993","66","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1993","66","Baden-Württemberg","","","",""
"Grosse Sorgen","1993","66","Bayern","","","",""
"Grosse Sorgen","1993","66","Saarland","","","",""
"Grosse Sorgen","1993","66","Berlin","","","",""
"Grosse Sorgen","1993","66","Brandenburg","","","",""
"Grosse Sorgen","1993","66","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1993","66","Sachsen","","","",""
"Grosse Sorgen","1993","66","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1993","66","Thüringen","","","",""
"Einige Sorgen","1993","17-29","Schleswig-Holstein","26","","",""
"Einige Sorgen","1993","17-29","Hamburg","9","","",""
"Einige Sorgen","1993","17-29","Niedersachsen","117","0.389580976327839","0.332765353218996","0.446396599436682"
"Einige Sorgen","1993","17-29","Bremen","6","","",""
"Einige Sorgen","1993","17-29","Nordrhein-Westfalen","234","0.342738456868636","0.307298840694129","0.378178073043144"
"Einige Sorgen","1993","17-29","Hessen","108","0.346791830312889","0.287911333858693","0.405672326767085"
"Einige Sorgen","1993","17-29","Rheinland-Pfalz,Saarland","75","0.439919432334882","0.362275040901789","0.517563823767975"
"Einige Sorgen","1993","17-29","Baden-Württemberg","236","0.402452509202751","0.361763742645229","0.443141275760274"
"Einige Sorgen","1993","17-29","Bayern","169","0.331388509274798","0.288279207107052","0.374497811442543"
"Einige Sorgen","1993","17-29","Saarland","","","",""
"Einige Sorgen","1993","17-29","Berlin","57","0.379243815756905","0.299439992143036","0.459047639370775"
"Einige Sorgen","1993","17-29","Brandenburg","74","0.487240743159297","0.404738247133414","0.56974323918518"
"Einige Sorgen","1993","17-29","Mecklenburg-Vorpommern","48","0.54479959996521","0.444659966854801","0.644939233075619"
"Einige Sorgen","1993","17-29","Sachsen","95","0.426563265037064","0.362922032797698","0.49020449727643"
"Einige Sorgen","1993","17-29","Sachsen-Anhalt","85","0.51823785683968","0.444418091634126","0.592057622045234"
"Einige Sorgen","1993","17-29","Thüringen","72","0.505815817566373","0.428587641783599","0.583043993349147"
"Einige Sorgen","1993","30-45","Schleswig-Holstein","33","0.421516624162069","0.31262678895651","0.530406459367628"
"Einige Sorgen","1993","30-45","Hamburg","12","","",""
"Einige Sorgen","1993","30-45","Niedersachsen","111","0.429029070218216","0.369098583595127","0.488959556841306"
"Einige Sorgen","1993","30-45","Bremen","5","","",""
"Einige Sorgen","1993","30-45","Nordrhein-Westfalen","331","0.407344481209102","0.3740779003359","0.440611062082303"
"Einige Sorgen","1993","30-45","Hessen","121","0.386310056448879","0.32938054703625","0.443239565861507"
"Einige Sorgen","1993","30-45","Rheinland-Pfalz,Saarland","89","0.436198470395878","0.367469745405661","0.504927195386094"
"Einige Sorgen","1993","30-45","Baden-Württemberg","223","0.426506559463246","0.383875129094406","0.469137989832086"
"Einige Sorgen","1993","30-45","Bayern","198","0.401322863689155","0.357563816259205","0.445081911119105"
"Einige Sorgen","1993","30-45","Saarland","","","",""
"Einige Sorgen","1993","30-45","Berlin","78","0.414955511398807","0.345976769317077","0.483934253480537"
"Einige Sorgen","1993","30-45","Brandenburg","120","0.507061026654185","0.442589375199284","0.571532678109087"
"Einige Sorgen","1993","30-45","Mecklenburg-Vorpommern","76","0.548834349819731","0.466699552368008","0.630969147271453"
"Einige Sorgen","1993","30-45","Sachsen","201","0.481309977859131","0.432945941165336","0.529674014552926"
"Einige Sorgen","1993","30-45","Sachsen-Anhalt","126","0.505975285286202","0.4438758848016","0.568074685770805"
"Einige Sorgen","1993","30-45","Thüringen","120","0.520841358539212","0.456558305838474","0.585124411239951"
"Einige Sorgen","1993","46-65","Schleswig-Holstein","54","0.550549035637656","0.45206310012604","0.649034971149272"
"Einige Sorgen","1993","46-65","Hamburg","17","","",""
"Einige Sorgen","1993","46-65","Niedersachsen","175","0.548958574701708","0.493744627448381","0.604172521955035"
"Einige Sorgen","1993","46-65","Bremen","5","","",""
"Einige Sorgen","1993","46-65","Nordrhein-Westfalen","334","0.47679396974028","0.439820447128857","0.513767492351702"
"Einige Sorgen","1993","46-65","Hessen","145","0.489669458245512","0.431428010509508","0.547910905981516"
"Einige Sorgen","1993","46-65","Rheinland-Pfalz,Saarland","97","0.523925181157467","0.451367292209711","0.596483070105223"
"Einige Sorgen","1993","46-65","Baden-Württemberg","290","0.547298422354746","0.504921612634867","0.589675232074625"
"Einige Sorgen","1993","46-65","Bayern","244","0.472032929969916","0.426412566447467","0.517653293492366"
"Einige Sorgen","1993","46-65","Saarland","","","",""
"Einige Sorgen","1993","46-65","Berlin","67","0.336454308724996","0.268551133502797","0.404357483947196"
"Einige Sorgen","1993","46-65","Brandenburg","94","0.492066960994018","0.420603425052149","0.563530496935887"
"Einige Sorgen","1993","46-65","Mecklenburg-Vorpommern","65","0.446658448279067","0.364011825957464","0.52930507060067"
"Einige Sorgen","1993","46-65","Sachsen","179","0.511019845084049","0.458500056531189","0.56353963363691"
"Einige Sorgen","1993","46-65","Sachsen-Anhalt","104","0.447457281905417","0.383748561507477","0.511166002303357"
"Einige Sorgen","1993","46-65","Thüringen","94","0.501658433434039","0.430934714094729","0.572382152773348"
"Einige Sorgen","1993","66","Schleswig-Holstein","","","",""
"Einige Sorgen","1993","66","Hamburg","","","",""
"Einige Sorgen","1993","66","Niedersachsen","","","",""
"Einige Sorgen","1993","66","Bremen","","","",""
"Einige Sorgen","1993","66","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1993","66","Hessen","","","",""
"Einige Sorgen","1993","66","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1993","66","Baden-Württemberg","","","",""
"Einige Sorgen","1993","66","Bayern","","","",""
"Einige Sorgen","1993","66","Saarland","","","",""
"Einige Sorgen","1993","66","Berlin","","","",""
"Einige Sorgen","1993","66","Brandenburg","","","",""
"Einige Sorgen","1993","66","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1993","66","Sachsen","","","",""
"Einige Sorgen","1993","66","Sachsen-Anhalt","","","",""
"Einige Sorgen","1993","66","Thüringen","","","",""
"Keine Sorgen","1993","17-29","Schleswig-Holstein","2","","",""
"Keine Sorgen","1993","17-29","Hamburg","2","","",""
"Keine Sorgen","1993","17-29","Niedersachsen","9","","",""
"Keine Sorgen","1993","17-29","Bremen","2","","",""
"Keine Sorgen","1993","17-29","Nordrhein-Westfalen","39","0.0427090644323034","0.0276110275336376","0.0578071013309693"
"Keine Sorgen","1993","17-29","Hessen","12","","",""
"Keine Sorgen","1993","17-29","Rheinland-Pfalz,Saarland","6","","",""
"Keine Sorgen","1993","17-29","Baden-Württemberg","35","0.0340385857049135","0.0189934318121228","0.0490837395977042"
"Keine Sorgen","1993","17-29","Bayern","26","","",""
"Keine Sorgen","1993","17-29","Saarland","","","",""
"Keine Sorgen","1993","17-29","Berlin","4","","",""
"Keine Sorgen","1993","17-29","Brandenburg","1","","",""
"Keine Sorgen","1993","17-29","Mecklenburg-Vorpommern","2","","",""
"Keine Sorgen","1993","17-29","Sachsen","8","","",""
"Keine Sorgen","1993","17-29","Sachsen-Anhalt","6","","",""
"Keine Sorgen","1993","17-29","Thüringen","4","","",""
"Keine Sorgen","1993","30-45","Schleswig-Holstein","3","","",""
"Keine Sorgen","1993","30-45","Hamburg","2","","",""
"Keine Sorgen","1993","30-45","Niedersachsen","9","","",""
"Keine Sorgen","1993","30-45","Bremen","1","","",""
"Keine Sorgen","1993","30-45","Nordrhein-Westfalen","39","0.0285344905222985","0.0172618713275882","0.0398071097170087"
"Keine Sorgen","1993","30-45","Hessen","8","","",""
"Keine Sorgen","1993","30-45","Rheinland-Pfalz,Saarland","7","","",""
"Keine Sorgen","1993","30-45","Baden-Württemberg","35","0.0357368704283871","0.0197354381164353","0.0517383027403389"
"Keine Sorgen","1993","30-45","Bayern","15","","",""
"Keine Sorgen","1993","30-45","Saarland","","","",""
"Keine Sorgen","1993","30-45","Berlin","4","","",""
"Keine Sorgen","1993","30-45","Brandenburg","3","","",""
"Keine Sorgen","1993","30-45","Mecklenburg-Vorpommern","3","","",""
"Keine Sorgen","1993","30-45","Sachsen","19","","",""
"Keine Sorgen","1993","30-45","Sachsen-Anhalt","2","","",""
"Keine Sorgen","1993","30-45","Thüringen","3","","",""
"Keine Sorgen","1993","46-65","Schleswig-Holstein","6","","",""
"Keine Sorgen","1993","46-65","Hamburg","5","","",""
"Keine Sorgen","1993","46-65","Niedersachsen","14","","",""
"Keine Sorgen","1993","46-65","Bremen","3","","",""
"Keine Sorgen","1993","46-65","Nordrhein-Westfalen","40","0.0366643106576779","0.0227519871099882","0.0505766342053676"
"Keine Sorgen","1993","46-65","Hessen","20","","",""
"Keine Sorgen","1993","46-65","Rheinland-Pfalz,Saarland","11","","",""
"Keine Sorgen","1993","46-65","Baden-Württemberg","43","0.045274573004174","0.0275744378581555","0.0629747081501926"
"Keine Sorgen","1993","46-65","Bayern","21","","",""
"Keine Sorgen","1993","46-65","Saarland","","","",""
"Keine Sorgen","1993","46-65","Berlin","4","","",""
"Keine Sorgen","1993","46-65","Brandenburg","6","","",""
"Keine Sorgen","1993","46-65","Mecklenburg-Vorpommern","2","","",""
"Keine Sorgen","1993","46-65","Sachsen","11","","",""
"Keine Sorgen","1993","46-65","Sachsen-Anhalt","4","","",""
"Keine Sorgen","1993","46-65","Thüringen","6","","",""
"Keine Sorgen","1993","66","Schleswig-Holstein","","","",""
"Keine Sorgen","1993","66","Hamburg","","","",""
"Keine Sorgen","1993","66","Niedersachsen","","","",""
"Keine Sorgen","1993","66","Bremen","","","",""
"Keine Sorgen","1993","66","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1993","66","Hessen","","","",""
"Keine Sorgen","1993","66","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1993","66","Baden-Württemberg","","","",""
"Keine Sorgen","1993","66","Bayern","","","",""
"Keine Sorgen","1993","66","Saarland","","","",""
"Keine Sorgen","1993","66","Berlin","","","",""
"Keine Sorgen","1993","66","Brandenburg","","","",""
"Keine Sorgen","1993","66","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1993","66","Sachsen","","","",""
"Keine Sorgen","1993","66","Sachsen-Anhalt","","","",""
"Keine Sorgen","1993","66","Thüringen","","","",""
"Grosse Sorgen","1994","17-29","Schleswig-Holstein","33","0.498243637738549","0.378520520916322","0.617966754560776"
"Grosse Sorgen","1994","17-29","Hamburg","12","","",""
"Grosse Sorgen","1994","17-29","Niedersachsen","112","0.377621512269956","0.320633784220863","0.434609240319049"
"Grosse Sorgen","1994","17-29","Bremen","10","","",""
"Grosse Sorgen","1994","17-29","Nordrhein-Westfalen","334","0.509880680384189","0.471655407403991","0.548105953364386"
"Grosse Sorgen","1994","17-29","Hessen","103","0.467328294228696","0.404853346531444","0.529803241925947"
"Grosse Sorgen","1994","17-29","Rheinland-Pfalz,Saarland","55","0.375701326872282","0.29793841274517","0.453464240999395"
"Grosse Sorgen","1994","17-29","Baden-Württemberg","223","0.473159023169755","0.431164610401846","0.515153435937663"
"Grosse Sorgen","1994","17-29","Bayern","184","0.455534064995067","0.40807450653949","0.502993623450644"
"Grosse Sorgen","1994","17-29","Saarland","","","",""
"Grosse Sorgen","1994","17-29","Berlin","66","0.544550341127322","0.457246713001613","0.63185396925303"
"Grosse Sorgen","1994","17-29","Brandenburg","53","0.420103816265926","0.336844153885305","0.503363478646547"
"Grosse Sorgen","1994","17-29","Mecklenburg-Vorpommern","42","0.447802230763913","0.349848508483744","0.545755953044082"
"Grosse Sorgen","1994","17-29","Sachsen","110","0.432059576332919","0.369257739122764","0.494861413543074"
"Grosse Sorgen","1994","17-29","Sachsen-Anhalt","66","0.419746146310343","0.34327625459587","0.496216038024816"
