year,age_gr,migback,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,17-29 y.,Indirect migration background,No,0.39004,231,474,0.34608,0.43399
2010,30-45 y.,No migration background,Yes,0.04597,282,7074,0.04109,0.05085
2010,30-45 y.,No migration background,No,0.95403,6792,7074,0.94915,0.95891
2010,30-45 y.,Direct migration background,Yes,0.06450,79,1453,0.05187,0.07714
2010,30-45 y.,Direct migration background,No,0.93550,1374,1453,0.92286,0.94813
2010,30-45 y.,Indirect migration background,Yes,0.06530,35,544,0.04452,0.08608
2010,30-45 y.,Indirect migration background,No,0.93470,509,544,0.91392,0.95548
2010,46-65 y.,No migration background,Yes,0.00919,62,6178,0.00681,0.01157
2010,46-65 y.,No migration background,No,0.99081,6116,6178,0.98843,0.99319
2010,46-65 y.,Direct migration background,No,0.99111,686,686,0.98408,0.99814
2010,46-65 y.,Indirect migration background,No,0.97946,77,77,0.94757,1.01135
2010,66 and older,No migration background,No,0.99899,3697,3697,0.99797,1.00001
2011,17-29 y.,No migration background,Yes,0.44576,1570,3210,0.42856,0.46296
2011,17-29 y.,No migration background,No,0.48321,1640,3210,0.46592,0.50050
2011,17-29 y.,Direct migration background,Yes,0.36024,134,437,0.31517,0.40530
2011,17-29 y.,Direct migration background,No,0.60648,303,437,0.56063,0.65234
2011,17-29 y.,Indirect migration background,Yes,0.47451,292,527,0.43183,0.51718
2011,17-29 y.,Indirect migration background,No,0.42091,235,527,0.37872,0.46310
2011,30-45 y.,No migration background,Yes,0.05513,371,7830,0.05007,0.06018
2011,30-45 y.,No migration background,No,0.94487,7459,7830,0.93982,0.94993
2011,30-45 y.,Direct migration background,Yes,0.05596,73,1494,0.04430,0.06762
2011,30-45 y.,Direct migration background,No,0.94404,1421,1494,0.93238,0.95570
2011,30-45 y.,Indirect migration background,Yes,0.07051,34,607,0.05013,0.09090
2011,30-45 y.,Indirect migration background,No,0.92949,573,607,0.90910,0.94987
2011,46-65 y.,No migration background,Yes,0.00940,89,8059,0.00729,0.01150
2011,46-65 y.,No migration background,No,0.99060,7970,8059,0.98850,0.99271
2011,46-65 y.,Direct migration background,No,0.99635,941,941,0.99250,1.00021
2011,46-65 y.,Indirect migration background,No,0.99486,116,116,0.98178,1.00793
2011,66 and older,No migration background,No,0.99905,4712,4712,0.99817,0.99993
2011,66 and older,Direct migration background,No,0.99865,419,419,0.99514,1.00217
2012,17-29 y.,No migration background,Yes,0.45154,1589,3092,0.43399,0.46908
2012,17-29 y.,No migration background,No,0.48019,1503,3092,0.46258,0.49780
2012,17-29 y.,Direct migration background,Yes,0.35467,131,387,0.30694,0.40240
2012,17-29 y.,Direct migration background,No,0.61976,256,387,0.57133,0.66818
2012,17-29 y.,Indirect migration background,Yes,0.46249,279,502,0.41883,0.50615
2012,17-29 y.,Indirect migration background,No,0.42919,223,502,0.38585,0.47253
2012,30-45 y.,No migration background,Yes,0.05187,333,7104,0.04671,0.05703
2012,30-45 y.,No migration background,No,0.94813,6771,7104,0.94297,0.95329
2012,30-45 y.,Direct migration background,Yes,0.05235,66,1398,0.04067,0.06403
2012,30-45 y.,Direct migration background,No,0.94765,1332,1398,0.93597,0.95933
2012,30-45 y.,Indirect migration background,No,0.93565,547,547,0.91507,0.95623
2012,46-65 y.,No migration background,Yes,0.01053,99,8304,0.00833,0.01272
2012,46-65 y.,No migration background,No,0.98945,8205,8304,0.98725,0.99165
2012,46-65 y.,Direct migration background,No,0.99657,924,924,0.99279,1.00034
2012,66 and older,No migration background,No,0.99890,4779,4779,0.99796,0.99984
2013,17-29 y.,No migration background,Yes,0.47819,1586,2915,0.46006,0.49633
2013,17-29 y.,No migration background,No,0.44501,1329,2915,0.42697,0.46306
2013,17-29 y.,Direct migration background,Yes,0.34990,365,1094,0.32162,0.37817
2013,17-29 y.,Direct migration background,No,0.64196,729,1094,0.61353,0.67038
2013,17-29 y.,Indirect migration background,Yes,0.43661,519,1015,0.40608,0.46714
2013,17-29 y.,Indirect migration background,No,0.48883,496,1015,0.45806,0.51960
2013,30-45 y.,No migration background,Yes,0.06112,330,6454,0.05528,0.06697
2013,30-45 y.,No migration background,No,0.93884,6124,6454,0.93300,0.94469
2013,30-45 y.,Direct migration background,Yes,0.06076,175,3036,0.05226,0.06926
2013,30-45 y.,Direct migration background,No,0.93924,2861,3036,0.93074,0.94774
2013,30-45 y.,Indirect migration background,Yes,0.07906,53,872,0.06114,0.09698
2013,30-45 y.,Indirect migration background,No,0.92094,819,872,0.90302,0.93886
2013,46-65 y.,No migration background,Yes,0.01094,99,8107,0.00868,0.01320
2013,46-65 y.,No migration background,No,0.98906,8008,8107,0.98680,0.99132
2013,46-65 y.,Direct migration background,No,0.99136,1887,1887,0.98719,0.99554
2013,46-65 y.,Indirect migration background,No,0.98989,166,166,0.97462,1.00515
2013,66 and older,No migration background,No,0.99913,4582,4582,0.99828,0.99998
2014,17-29 y.,No migration background,Yes,0.48161,1492,2669,0.46265,0.50057
2014,17-29 y.,No migration background,No,0.44839,1177,2669,0.42952,0.46726
2014,17-29 y.,Direct migration background,Yes,0.40056,314,790,0.36636,0.43475
2014,17-29 y.,Direct migration background,No,0.56814,476,790,0.53358,0.60270
2014,17-29 y.,Indirect migration background,Yes,0.45401,434,837,0.42026,0.48776
2014,17-29 y.,Indirect migration background,No,0.45546,403,837,0.42171,0.48922
2014,30-45 y.,No migration background,Yes,0.06235,274,5430,0.05592,0.06878
2014,30-45 y.,No migration background,No,0.93765,5156,5430,0.93122,0.94408
2014,30-45 y.,Direct migration background,Yes,0.06174,144,2387,0.05209,0.07140
2014,30-45 y.,Direct migration background,No,0.93826,2243,2387,0.92860,0.94791
2014,30-45 y.,Indirect migration background,Yes,0.09417,38,702,0.07255,0.11579
2014,30-45 y.,Indirect migration background,No,0.90583,664,702,0.88421,0.92745
2014,46-65 y.,No migration background,Yes,0.01019,99,7540,0.00792,0.01245
2014,46-65 y.,No migration background,No,0.98981,7441,7540,0.98755,0.99208
2014,46-65 y.,Direct migration background,No,0.99151,1572,1572,0.98697,0.99605
2014,46-65 y.,Indirect migration background,No,0.99894,175,175,0.99409,1.00378
2014,66 and older,No migration background,No,0.99832,4495,4495,0.99712,0.99952
2014,66 and older,Direct migration background,No,0.99765,446,446,0.99314,1.00215
2015,17-29 y.,No migration background,Yes,0.47252,1421,2579,0.45324,0.49179
2015,17-29 y.,No migration background,No,0.45212,1158,2579,0.43291,0.47133
2015,17-29 y.,Direct migration background,Yes,0.34889,351,1077,0.32041,0.37737
2015,17-29 y.,Direct migration background,No,0.62541,726,1077,0.59649,0.65433
2015,17-29 y.,Indirect migration background,Yes,0.47556,450,806,0.44106,0.51006
2015,17-29 y.,Indirect migration background,No,0.46099,356,806,0.42656,0.49543
2015,30-45 y.,No migration background,Yes,0.06595,247,4833,0.05895,0.07294
2015,30-45 y.,No migration background,No,0.93405,4586,4833,0.92706,0.94105
2015,30-45 y.,Direct migration background,Yes,0.04610,142,2820,0.03836,0.05384
2015,30-45 y.,Direct migration background,No,0.95365,2678,2820,0.94589,0.96141
2015,30-45 y.,Indirect migration background,Yes,0.09305,34,633,0.07040,0.11570
2015,30-45 y.,Indirect migration background,No,0.90695,599,633,0.88430,0.92960
2015,46-65 y.,No migration background,Yes,0.00937,71,7303,0.00716,0.01158
2015,46-65 y.,No migration background,No,0.99063,7232,7303,0.98842,0.99284
2015,46-65 y.,Direct migration background,No,0.99494,1642,1642,0.99151,0.99837
2015,66 and older,No migration background,No,0.99742,4450,4450,0.99593,0.99891
2016,17-29 y.,No migration background,Yes,0.47771,1285,2371,0.45760,0.49782
2016,17-29 y.,No migration background,No,0.44502,1086,2371,0.42501,0.46503
2016,17-29 y.,Direct migration background,Yes,0.26071,356,1764,0.24021,0.28120
2016,17-29 y.,Direct migration background,No,0.71893,1408,1764,0.69795,0.73992
2016,17-29 y.,Indirect migration background,Yes,0.49717,416,729,0.46085,0.53349
2016,17-29 y.,Indirect migration background,No,0.41528,313,729,0.37949,0.45108
2016,30-45 y.,No migration background,Yes,0.06204,199,4252,0.05479,0.06929
2016,30-45 y.,No migration background,No,0.93792,4053,4252,0.93066,0.94517
2016,30-45 y.,Direct migration background,Yes,0.06402,183,3794,0.05623,0.07181
2016,30-45 y.,Direct migration background,No,0.93575,3611,3794,0.92795,0.94356
2016,30-45 y.,Indirect migration background,Yes,0.08245,34,575,0.05995,0.10495
2016,30-45 y.,Indirect migration background,No,0.91755,541,575,0.89505,0.94005
2016,46-65 y.,No migration background,Yes,0.00708,67,6885,0.00510,0.00906
2016,46-65 y.,No migration background,No,0.99292,6818,6885,0.99094,0.99490
2016,46-65 y.,Direct migration background,Yes,0.00754,35,1962,0.00371,0.01136
2016,46-65 y.,Direct migration background,No,0.99238,1927,1962,0.98853,0.99623
2016,46-65 y.,Indirect migration background,No,0.96704,183,183,0.94110,0.99298
2016,66 and older,No migration background,No,0.99854,4296,4296,0.99739,0.99968
2017,17-29 y.,No migration background,Yes,0.47915,1597,2939,0.46108,0.49721
2017,17-29 y.,No migration background,No,0.45218,1342,2939,0.43418,0.47018
2017,17-29 y.,Direct migration background,Yes,0.29959,438,2073,0.27987,0.31932
2017,17-29 y.,Direct migration background,No,0.64688,1635,2073,0.62630,0.66746
2017,17-29 y.,Indirect migration background,Yes,0.52929,457,804,0.49476,0.56381
2017,17-29 y.,Indirect migration background,No,0.39087,347,804,0.35712,0.42462
2017,30-45 y.,No migration background,Yes,0.06210,225,4563,0.05510,0.06911
2017,30-45 y.,No migration background,No,0.93790,4338,4563,0.93089,0.94490
2017,30-45 y.,Direct migration background,Yes,0.07107,224,3973,0.06308,0.07906
2017,30-45 y.,Direct migration background,No,0.92887,3749,3973,0.92087,0.93686
2017,30-45 y.,Indirect migration background,No,0.94588,562,562,0.92716,0.96460
2017,46-65 y.,No migration background,Yes,0.00887,99,8152,0.00683,0.01090
2017,46-65 y.,No migration background,No,0.99113,8053,8152,0.98910,0.99317
2017,46-65 y.,Direct migration background,Yes,0.01259,37,2201,0.00793,0.01725
2017,46-65 y.,Direct migration background,No,0.98737,2164,2201,0.98270,0.99203
2017,46-65 y.,Indirect migration background,No,0.99704,224,224,0.98991,1.00417
2017,66 and older,No migration background,No,0.99934,4499,4499,0.99858,1.00009
2018,17-29 y.,No migration background,Yes,0.45745,1510,2913,0.43936,0.47555
2018,17-29 y.,No migration background,No,0.47774,1403,2913,0.45959,0.49588
2018,17-29 y.,Direct migration background,Yes,0.30475,463,1765,0.28327,0.32623
2018,17-29 y.,Direct migration background,No,0.66196,1302,1765,0.63989,0.68404
2018,17-29 y.,Indirect migration background,Yes,0.46502,433,811,0.43067,0.49937
2018,17-29 y.,Indirect migration background,No,0.46267,378,811,0.42834,0.49701
2018,30-45 y.,No migration background,Yes,0.06099,203,4219,0.05377,0.06821
2018,30-45 y.,No migration background,No,0.93897,4016,4219,0.93175,0.94619
2018,30-45 y.,Direct migration background,Yes,0.06688,251,3659,0.05878,0.07497
2018,30-45 y.,Direct migration background,No,0.93226,3408,3659,0.92411,0.94040
2018,30-45 y.,Indirect migration background,No,0.94026,536,536,0.92018,0.96034
2018,46-65 y.,No migration background,Yes,0.00455,61,7810,0.00305,0.00604
2018,46-65 y.,No migration background,No,0.99545,7749,7810,0.99396,0.99695
2018,46-65 y.,Direct migration background,Yes,0.01379,45,2212,0.00893,0.01865
2018,46-65 y.,Direct migration background,No,0.98621,2167,2212,0.98135,0.99107
2018,46-65 y.,Indirect migration background,No,0.99314,234,234,0.98254,1.00374
2018,66 and older,No migration background,No,0.99693,4505,4505,0.99531,0.99854
2019,17-29 y.,No migration background,Yes,0.44232,1424,2711,0.42362,0.46102
2019,17-29 y.,No migration background,No,0.48018,1287,2711,0.46137,0.49899
2019,17-29 y.,Direct migration background,Yes,0.27081,394,1425,0.24773,0.29389
2019,17-29 y.,Direct migration background,No,0.68603,1031,1425,0.66193,0.71014
2019,17-29 y.,Indirect migration background,Yes,0.47551,390,709,0.43873,0.51230
2019,17-29 y.,Indirect migration background,No,0.43831,319,709,0.40176,0.47486
2019,30-45 y.,No migration background,Yes,0.06310,231,4139,0.05569,0.07050
2019,30-45 y.,No migration background,No,0.93690,3908,4139,0.92950,0.94431
2019,30-45 y.,Direct migration background,Yes,0.07259,186,3273,0.06370,0.08148
2019,30-45 y.,Direct migration background,No,0.92741,3087,3273,0.91852,0.93630
2019,30-45 y.,Indirect migration background,No,0.94378,524,524,0.92403,0.96352
2019,46-65 y.,No migration background,Yes,0.00741,90,8624,0.00560,0.00922
2019,46-65 y.,No migration background,No,0.99259,8534,8624,0.99078,0.99440
2019,46-65 y.,Direct migration background,Yes,0.01386,43,2145,0.00891,0.01881
2019,46-65 y.,Direct migration background,No,0.98611,2102,2145,0.98116,0.99106
2019,46-65 y.,Indirect migration background,No,0.98755,287,287,0.97470,1.00040
2019,66 and older,No migration background,No,0.99793,4696,4696,0.99662,0.99923
2019,66 and older,Direct migration background,No,0.99992,471,471,0.99910,1.00074
2020,17-29 y.,No migration background,Yes,0.45168,1359,2553,0.43238,0.47099
2020,17-29 y.,No migration background,No,0.46906,1194,2553,0.44970,0.48843
2020,17-29 y.,Direct migration background,Yes,0.29952,592,2204,0.28039,0.31865
2020,17-29 y.,Direct migration background,No,0.66465,1612,2204,0.64493,0.68436
2020,17-29 y.,Indirect migration background,Yes,0.49958,380,708,0.46272,0.53643
2020,17-29 y.,Indirect migration background,No,0.43009,328,708,0.39360,0.46659
2020,30-45 y.,No migration background,Yes,0.06410,199,3700,0.05621,0.07200
2020,30-45 y.,No migration background,No,0.93579,3501,3700,0.92789,0.94369
2020,30-45 y.,Direct migration background,Yes,0.05666,267,4260,0.04972,0.06360
2020,30-45 y.,Direct migration background,No,0.94306,3993,4260,0.93611,0.95002
2020,30-45 y.,Indirect migration background,Yes,0.06832,31,531,0.04684,0.08980
2020,30-45 y.,Indirect migration background,No,0.93144,500,531,0.90993,0.95295
2020,46-65 y.,No migration background,Yes,0.00954,95,7915,0.00740,0.01168
2020,46-65 y.,No migration background,No,0.99046,7820,7915,0.98832,0.99260
2020,46-65 y.,Direct migration background,Yes,0.00580,34,2343,0.00273,0.00888
2020,46-65 y.,Direct migration background,No,0.99420,2309,2343,0.99112,0.99727
2020,46-65 y.,Indirect migration background,No,0.99618,259,259,0.98865,1.00371
2020,66 and older,No migration background,No,0.99780,4403,4403,0.99641,0.99918
2021,17-29 y.,No migration background,Yes,0.47417,960,1780,0.45097,0.49738
2021,17-29 y.,No migration background,No,0.45750,820,1780,0.43435,0.48065
2021,17-29 y.,Direct migration background,Yes,0.29682,374,1096,0.26976,0.32388
2021,17-29 y.,Direct migration background,No,0.65028,722,1096,0.62203,0.67852
2021,17-29 y.,Indirect migration background,Yes,0.39445,220,402,0.34661,0.44228
2021,17-29 y.,Indirect migration background,No,0.54761,182,402,0.49889,0.59633
2021,30-45 y.,No migration background,Yes,0.06819,154,2614,0.05852,0.07785
2021,30-45 y.,No migration background,No,0.93181,2460,2614,0.92215,0.94148
2021,30-45 y.,Direct migration background,Yes,0.06679,188,2417,0.05683,0.07674
2021,30-45 y.,Direct migration background,No,0.93196,2229,2417,0.92192,0.94200
2021,30-45 y.,Indirect migration background,No,0.89605,283,283,0.86042,0.93167
2021,46-65 y.,No migration background,Yes,0.00807,75,5588,0.00573,0.01042
2021,46-65 y.,No migration background,No,0.98997,5513,5588,0.98736,0.99259
2021,46-65 y.,Direct migration background,Yes,0.00619,43,1532,0.00226,0.01012
2021,46-65 y.,Direct migration background,No,0.99330,1489,1532,0.98922,0.99739
2021,46-65 y.,Indirect migration background,No,0.99528,194,194,0.98561,1.00495
2021,66 and older,No migration background,No,0.98726,3206,3206,0.98338,0.99114
2021,66 and older,Direct migration background,No,0.99322,333,333,0.98439,1.00205
