year,bula_h,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,"Rhineland-Palatinate, Saarland",No,0.74375,1341,1462,0.72136,0.76613
2000,Baden-Wuerttemberg,Yes,0.07765,323,2957,0.06800,0.08729
2000,Baden-Wuerttemberg,No,0.72645,2634,2957,0.71038,0.74252
2000,Bavaria,Yes,0.08205,334,3373,0.07279,0.09132
2000,Bavaria,No,0.75511,3039,3373,0.74059,0.76962
2000,Berlin,Yes,0.10936,120,811,0.08786,0.13085
2000,Berlin,No,0.70338,691,811,0.67192,0.73484
2000,Brandenburg,Yes,0.09086,129,1017,0.07318,0.10853
2000,Brandenburg,No,0.76956,888,1017,0.74367,0.79546
2000,Mecklenburg-Western Pomerania,Yes,0.08877,72,566,0.06532,0.11223
2000,Mecklenburg-Western Pomerania,No,0.75959,494,566,0.72435,0.79483
2000,Saxony,Yes,0.08854,233,1776,0.07533,0.10176
2000,Saxony,No,0.74967,1543,1776,0.72951,0.76982
2000,Saxony-Anhalt,Yes,0.09357,133,1060,0.07603,0.11111
2000,Saxony-Anhalt,No,0.78047,927,1060,0.75554,0.80540
2000,Thuringa,Yes,0.07776,116,1052,0.06157,0.09395
2000,Thuringa,No,0.77054,936,1052,0.74512,0.79596
2001,Schleswig-Holstein,Yes,0.06786,63,647,0.04846,0.08725
2001,Schleswig-Holstein,No,0.75943,584,647,0.72647,0.79239
2001,Hamburg,Yes,0.12398,38,274,0.08489,0.16307
2001,Hamburg,No,0.74300,236,274,0.69116,0.79483
2001,Lower Saxony,Yes,0.07533,187,1853,0.06331,0.08736
2001,Lower Saxony,No,0.73681,1666,1853,0.71675,0.75686
2001,Bremen,No,0.77482,140,140,0.70538,0.84426
2001,North Rhine-Westphalia,Yes,0.07978,505,4647,0.07199,0.08757
2001,North Rhine-Westphalia,No,0.74993,4142,4647,0.73747,0.76238
2001,Hesse,Yes,0.06743,153,1482,0.05466,0.08020
2001,Hesse,No,0.75364,1329,1482,0.73170,0.77559
2001,"Rhineland-Palatinate, Saarland",Yes,0.06835,123,1353,0.05490,0.08180
2001,"Rhineland-Palatinate, Saarland",No,0.72811,1230,1353,0.70439,0.75183
2001,Baden-Wuerttemberg,Yes,0.07763,279,2600,0.06734,0.08791
2001,Baden-Wuerttemberg,No,0.72597,2321,2600,0.70882,0.74312
2001,Bavaria,Yes,0.08552,313,3039,0.07557,0.09546
2001,Bavaria,No,0.75654,2726,3039,0.74128,0.77180
2001,Berlin,Yes,0.11812,125,790,0.09560,0.14064
2001,Berlin,No,0.69713,665,790,0.66507,0.72920
2001,Brandenburg,Yes,0.10434,136,956,0.08495,0.12373
2001,Brandenburg,No,0.75987,820,956,0.73277,0.78696
2001,Mecklenburg-Western Pomerania,Yes,0.06358,52,512,0.04242,0.08473
2001,Mecklenburg-Western Pomerania,No,0.78917,460,512,0.75380,0.82453
2001,Saxony,Yes,0.08912,197,1642,0.07533,0.10290
2001,Saxony,No,0.76176,1445,1642,0.74115,0.78238
2001,Saxony-Anhalt,Yes,0.09168,128,1002,0.07381,0.10956
2001,Saxony-Anhalt,No,0.78480,874,1002,0.75934,0.81026
2001,Thuringa,Yes,0.09465,128,967,0.07619,0.11311
2001,Thuringa,No,0.77194,839,967,0.74549,0.79840
2002,Schleswig-Holstein,Yes,0.07385,76,719,0.05472,0.09298
2002,Schleswig-Holstein,No,0.75931,643,719,0.72804,0.79058
2002,Hamburg,Yes,0.09125,34,325,0.05989,0.12260
2002,Hamburg,No,0.78596,291,325,0.74129,0.83062
2002,Lower Saxony,Yes,0.07562,207,1978,0.06396,0.08727
2002,Lower Saxony,No,0.73998,1771,1978,0.72065,0.75932
2002,Bremen,No,0.78867,151,151,0.72333,0.85400
2002,North Rhine-Westphalia,Yes,0.07854,530,4869,0.07098,0.08609
2002,North Rhine-Westphalia,No,0.75664,4339,4869,0.74459,0.76869
2002,Hesse,Yes,0.07383,176,1639,0.06117,0.08650
2002,Hesse,No,0.73802,1463,1639,0.71672,0.75931
2002,"Rhineland-Palatinate, Saarland",Yes,0.07769,136,1376,0.06354,0.09184
2002,"Rhineland-Palatinate, Saarland",No,0.72194,1240,1376,0.69826,0.74563
2002,Baden-Wuerttemberg,Yes,0.08182,313,2800,0.07166,0.09197
2002,Baden-Wuerttemberg,No,0.72622,2487,2800,0.70971,0.74274
2002,Bavaria,Yes,0.07826,345,3256,0.06903,0.08749
2002,Bavaria,No,0.75566,2911,3256,0.74090,0.77042
2002,Berlin,Yes,0.12383,136,828,0.10138,0.14628
2002,Berlin,No,0.70658,692,828,0.67555,0.73762
2002,Brandenburg,Yes,0.10489,127,961,0.08551,0.12428
2002,Brandenburg,No,0.76779,834,961,0.74107,0.79450
2002,Mecklenburg-Western Pomerania,Yes,0.07777,66,517,0.05466,0.10088
2002,Mecklenburg-Western Pomerania,No,0.78121,451,517,0.74554,0.81688
2002,Saxony,Yes,0.09927,198,1648,0.08483,0.11371
2002,Saxony,No,0.75990,1450,1648,0.73927,0.78053
2002,Saxony-Anhalt,Yes,0.10093,131,971,0.08197,0.11988
2002,Saxony-Anhalt,No,0.77742,840,971,0.75124,0.80360
2002,Thuringa,Yes,0.09917,132,967,0.08032,0.11802
2002,Thuringa,No,0.76072,835,967,0.73382,0.78763
2003,Schleswig-Holstein,Yes,0.08103,73,667,0.06031,0.10176
2003,Schleswig-Holstein,No,0.75476,594,667,0.72209,0.78744
2003,Hamburg,Yes,0.08878,31,294,0.05621,0.12135
2003,Hamburg,No,0.77163,263,294,0.72356,0.81970
2003,Lower Saxony,Yes,0.07656,196,1907,0.06462,0.08849
2003,Lower Saxony,No,0.74814,1711,1907,0.72866,0.76763
2003,Bremen,No,0.76303,149,149,0.69452,0.83154
2003,North Rhine-Westphalia,Yes,0.07800,508,4668,0.07030,0.08569
2003,North Rhine-Westphalia,No,0.75271,4160,4668,0.74033,0.76509
2003,Hesse,Yes,0.08349,162,1498,0.06948,0.09751
2003,Hesse,No,0.73026,1336,1498,0.70778,0.75275
2003,"Rhineland-Palatinate, Saarland",Yes,0.08265,146,1352,0.06797,0.09734
2003,"Rhineland-Palatinate, Saarland",No,0.73472,1206,1352,0.71118,0.75826
2003,Baden-Wuerttemberg,Yes,0.07517,287,2687,0.06520,0.08514
2003,Baden-Wuerttemberg,No,0.72982,2400,2687,0.71302,0.74661
2003,Bavaria,Yes,0.07140,328,3126,0.06237,0.08043
2003,Bavaria,No,0.76405,2798,3126,0.74916,0.77894
2003,Berlin,Yes,0.12619,137,823,0.10349,0.14889
2003,Berlin,No,0.71275,686,823,0.68181,0.74368
2003,Brandenburg,Yes,0.08775,109,942,0.06967,0.10583
2003,Brandenburg,No,0.78198,833,942,0.75559,0.80836
2003,Mecklenburg-Western Pomerania,Yes,0.08958,73,526,0.06515,0.11401
2003,Mecklenburg-Western Pomerania,No,0.77674,453,526,0.74112,0.81237
2003,Saxony,Yes,0.10568,202,1611,0.09066,0.12069
2003,Saxony,No,0.75596,1409,1611,0.73498,0.77694
2003,Saxony-Anhalt,Yes,0.08281,114,934,0.06512,0.10049
2003,Saxony-Anhalt,No,0.79303,820,934,0.76703,0.81902
2003,Thuringa,Yes,0.08594,120,956,0.06816,0.10372
2003,Thuringa,No,0.78516,836,956,0.75911,0.81121
2004,Schleswig-Holstein,Yes,0.05654,61,669,0.03903,0.07406
2004,Schleswig-Holstein,No,0.78849,608,669,0.75753,0.81946
2004,Hamburg,Yes,0.09893,34,294,0.06475,0.13312
2004,Hamburg,No,0.76841,260,294,0.72011,0.81672
2004,Lower Saxony,Yes,0.08416,215,1885,0.07162,0.09669
2004,Lower Saxony,No,0.73858,1670,1885,0.71874,0.75842
2004,Bremen,No,0.80765,147,147,0.74372,0.87159
2004,North Rhine-Westphalia,Yes,0.08158,497,4543,0.07362,0.08955
2004,North Rhine-Westphalia,No,0.75712,4046,4543,0.74465,0.76959
2004,Hesse,Yes,0.07941,161,1442,0.06545,0.09337
2004,Hesse,No,0.72375,1281,1442,0.70066,0.74684
2004,"Rhineland-Palatinate, Saarland",Yes,0.08028,144,1304,0.06552,0.09503
2004,"Rhineland-Palatinate, Saarland",No,0.73798,1160,1304,0.71410,0.76185
2004,Baden-Wuerttemberg,Yes,0.08133,302,2605,0.07084,0.09183
2004,Baden-Wuerttemberg,No,0.72756,2303,2605,0.71046,0.74466
2004,Bavaria,Yes,0.07855,343,3045,0.06899,0.08811
2004,Bavaria,No,0.76626,2702,3045,0.75123,0.78130
2004,Berlin,Yes,0.14245,143,805,0.11829,0.16660
2004,Berlin,No,0.70276,662,805,0.67117,0.73435
2004,Brandenburg,Yes,0.09662,105,903,0.07734,0.11590
2004,Brandenburg,No,0.77287,798,903,0.74553,0.80021
2004,Mecklenburg-Western Pomerania,Yes,0.06896,61,511,0.04697,0.09096
2004,Mecklenburg-Western Pomerania,No,0.79409,450,511,0.75899,0.82918
2004,Saxony,Yes,0.09259,194,1571,0.07825,0.10692
2004,Saxony,No,0.78002,1377,1571,0.75953,0.80051
2004,Saxony-Anhalt,Yes,0.09111,116,923,0.07253,0.10968
2004,Saxony-Anhalt,No,0.79060,807,923,0.76433,0.81686
2004,Thuringa,Yes,0.08480,115,945,0.06703,0.10257
2004,Thuringa,No,0.78672,830,945,0.76059,0.81285
2005,Schleswig-Holstein,Yes,0.07713,75,646,0.05654,0.09772
2005,Schleswig-Holstein,No,0.76998,571,646,0.73751,0.80246
2005,Hamburg,Yes,0.11934,44,287,0.08177,0.15691
2005,Hamburg,No,0.77532,243,287,0.72695,0.82369
2005,Lower Saxony,Yes,0.08471,196,1783,0.07178,0.09764
2005,Lower Saxony,No,0.74497,1587,1783,0.72473,0.76521
2005,Bremen,No,0.77361,125,125,0.69995,0.84727
2005,North Rhine-Westphalia,Yes,0.08645,475,4360,0.07811,0.09479
2005,North Rhine-Westphalia,No,0.75034,3885,4360,0.73749,0.76319
2005,Hesse,Yes,0.08491,150,1368,0.07013,0.09969
2005,Hesse,No,0.74216,1218,1368,0.71897,0.76535
2005,"Rhineland-Palatinate, Saarland",Yes,0.07972,122,1240,0.06464,0.09480
2005,"Rhineland-Palatinate, Saarland",No,0.74762,1118,1240,0.72343,0.77181
2005,Baden-Wuerttemberg,Yes,0.08729,299,2519,0.07626,0.09831
2005,Baden-Wuerttemberg,No,0.73438,2220,2519,0.71712,0.75163
2005,Bavaria,Yes,0.07945,317,2899,0.06960,0.08929
2005,Bavaria,No,0.76363,2582,2899,0.74816,0.77909
2005,Berlin,Yes,0.13476,129,755,0.11039,0.15914
2005,Berlin,No,0.70669,626,755,0.67420,0.73919
2005,Brandenburg,Yes,0.09581,109,882,0.07638,0.11525
2005,Brandenburg,No,0.76694,773,882,0.73902,0.79485
2005,Mecklenburg-Western Pomerania,Yes,0.09811,62,502,0.07206,0.12416
2005,Mecklenburg-Western Pomerania,No,0.77444,440,502,0.73784,0.81104
2005,Saxony,Yes,0.10609,196,1524,0.09062,0.12155
2005,Saxony,No,0.76794,1328,1524,0.74674,0.78914
2005,Saxony-Anhalt,Yes,0.09043,104,896,0.07164,0.10922
2005,Saxony-Anhalt,No,0.79887,792,896,0.77261,0.82513
2005,Thuringa,Yes,0.09585,101,891,0.07651,0.11519
2005,Thuringa,No,0.77015,790,891,0.74250,0.79779
2006,Schleswig-Holstein,Yes,0.06048,61,673,0.04246,0.07851
2006,Schleswig-Holstein,No,0.76939,612,673,0.73755,0.80124
2006,Hamburg,Yes,0.07926,42,304,0.04884,0.10968
2006,Hamburg,No,0.78853,262,304,0.74255,0.83451
2006,Lower Saxony,Yes,0.06169,158,1962,0.05104,0.07234
2006,Lower Saxony,No,0.75641,1804,1962,0.73741,0.77541
2006,Bremen,No,0.78037,130,130,0.70892,0.85181
2006,North Rhine-Westphalia,Yes,0.07088,395,4548,0.06342,0.07834
2006,North Rhine-Westphalia,No,0.76075,4153,4548,0.74835,0.77315
2006,Hesse,Yes,0.07736,133,1481,0.06375,0.09097
2006,Hesse,No,0.73596,1348,1481,0.71350,0.75842
2006,"Rhineland-Palatinate, Saarland",Yes,0.06484,92,1290,0.05139,0.07828
2006,"Rhineland-Palatinate, Saarland",No,0.75019,1198,1290,0.72656,0.77382
2006,Baden-Wuerttemberg,Yes,0.08071,288,2716,0.07046,0.09095
2006,Baden-Wuerttemberg,No,0.73900,2428,2716,0.72248,0.75552
2006,Bavaria,Yes,0.06794,280,3140,0.05913,0.07674
2006,Bavaria,No,0.76258,2860,3140,0.74770,0.77747
2006,Berlin,Yes,0.11927,108,780,0.09651,0.14203
2006,Berlin,No,0.74308,672,780,0.71239,0.77376
2006,Brandenburg,Yes,0.06076,79,938,0.04547,0.07606
2006,Brandenburg,No,0.79971,859,938,0.77409,0.82534
2006,Mecklenburg-Western Pomerania,Yes,0.07273,51,549,0.05099,0.09447
2006,Mecklenburg-Western Pomerania,No,0.79935,498,549,0.76582,0.83288
2006,Saxony,Yes,0.10286,185,1581,0.08788,0.11783
2006,Saxony,No,0.77109,1396,1581,0.75038,0.79181
2006,Saxony-Anhalt,Yes,0.07934,88,913,0.06180,0.09688
2006,Saxony-Anhalt,No,0.78522,825,913,0.75857,0.81187
2006,Thuringa,Yes,0.07196,93,948,0.05550,0.08842
2006,Thuringa,No,0.79181,855,948,0.76595,0.81767
2007,Schleswig-Holstein,Yes,0.06409,57,613,0.04469,0.08350
2007,Schleswig-Holstein,No,0.77651,556,613,0.74350,0.80951
2007,Hamburg,Yes,0.05360,32,293,0.02777,0.07944
2007,Hamburg,No,0.82335,261,293,0.77961,0.86710
2007,Lower Saxony,Yes,0.07087,165,1826,0.05909,0.08264
2007,Lower Saxony,No,0.75640,1661,1826,0.73670,0.77609
2007,Bremen,No,0.77517,129,129,0.70285,0.84749
2007,North Rhine-Westphalia,Yes,0.06560,367,4203,0.05811,0.07308
2007,North Rhine-Westphalia,No,0.75901,3836,4203,0.74608,0.77195
2007,Hesse,Yes,0.08091,128,1393,0.06658,0.09523
2007,Hesse,No,0.73710,1265,1393,0.71397,0.76022
2007,"Rhineland-Palatinate, Saarland",Yes,0.07103,93,1174,0.05633,0.08573
2007,"Rhineland-Palatinate, Saarland",No,0.74459,1081,1174,0.71964,0.76955
2007,Baden-Wuerttemberg,Yes,0.08040,259,2488,0.06971,0.09109
2007,Baden-Wuerttemberg,No,0.73728,2229,2488,0.71998,0.75458
2007,Bavaria,Yes,0.06412,257,2954,0.05528,0.07295
2007,Bavaria,No,0.76399,2697,2954,0.74867,0.77930
2007,Berlin,Yes,0.10639,95,751,0.08432,0.12846
2007,Berlin,No,0.75583,656,751,0.72508,0.78657
2007,Brandenburg,Yes,0.07569,75,861,0.05801,0.09337
2007,Brandenburg,No,0.79238,786,861,0.76527,0.81949
2007,Mecklenburg-Western Pomerania,Yes,0.08360,54,509,0.05953,0.10767
2007,Mecklenburg-Western Pomerania,No,0.79954,455,509,0.76472,0.83435
2007,Saxony,Yes,0.11139,178,1516,0.09554,0.12723
2007,Saxony,No,0.77153,1338,1516,0.75038,0.79267
2007,Saxony-Anhalt,Yes,0.08491,98,871,0.06638,0.10343
2007,Saxony-Anhalt,No,0.78098,773,871,0.75349,0.80846
2007,Thuringa,Yes,0.07564,102,910,0.05845,0.09283
2007,Thuringa,No,0.79332,808,910,0.76700,0.81965
2008,Schleswig-Holstein,Yes,0.08349,51,553,0.06041,0.10656
2008,Schleswig-Holstein,No,0.75809,502,553,0.72236,0.79381
2008,Hamburg,Yes,0.06507,31,280,0.03613,0.09401
2008,Hamburg,No,0.81844,249,280,0.77321,0.86367
2008,Lower Saxony,Yes,0.07892,156,1740,0.06625,0.09159
2008,Lower Saxony,No,0.75817,1584,1740,0.73804,0.77830
2008,Bremen,No,0.77995,120,120,0.70552,0.85439
2008,North Rhine-Westphalia,Yes,0.07490,361,3928,0.06666,0.08313
2008,North Rhine-Westphalia,No,0.75980,3567,3928,0.74643,0.77316
2008,Hesse,Yes,0.07889,118,1314,0.06431,0.09347
2008,Hesse,No,0.73645,1196,1314,0.71262,0.76028
2008,"Rhineland-Palatinate, Saarland",Yes,0.05822,80,1097,0.04435,0.07208
2008,"Rhineland-Palatinate, Saarland",No,0.76442,1017,1097,0.73930,0.78955
2008,Baden-Wuerttemberg,Yes,0.07986,254,2359,0.06892,0.09080
2008,Baden-Wuerttemberg,No,0.74186,2105,2359,0.72420,0.75953
2008,Bavaria,Yes,0.06647,255,2751,0.05716,0.07578
2008,Bavaria,No,0.76761,2496,2751,0.75182,0.78339
2008,Berlin,Yes,0.09818,86,721,0.07644,0.11991
2008,Berlin,No,0.76985,635,721,0.73910,0.80059
2008,Brandenburg,Yes,0.07594,84,823,0.05783,0.09405
2008,Brandenburg,No,0.78543,739,823,0.75736,0.81349
2008,Mecklenburg-Western Pomerania,Yes,0.08607,51,490,0.06121,0.11092
2008,Mecklenburg-Western Pomerania,No,0.80271,439,490,0.76744,0.83798
2008,Saxony,Yes,0.08696,145,1433,0.07237,0.10156
2008,Saxony,No,0.78226,1288,1433,0.76088,0.80363
2008,Saxony-Anhalt,Yes,0.08176,87,815,0.06294,0.10059
2008,Saxony-Anhalt,No,0.79918,728,815,0.77165,0.82670
2008,Thuringa,Yes,0.08636,92,875,0.06774,0.10498
2008,Thuringa,No,0.79021,783,875,0.76321,0.81720
2009,Schleswig-Holstein,Yes,0.07330,46,510,0.05066,0.09594
2009,Schleswig-Holstein,No,0.77111,464,510,0.73462,0.80761
2009,Hamburg,No,0.84029,237,237,0.79355,0.88703
2009,Lower Saxony,Yes,0.06886,133,1633,0.05657,0.08115
2009,Lower Saxony,No,0.77916,1500,1633,0.75904,0.79929
2009,Bremen,No,0.83506,108,108,0.76474,0.90538
2009,North Rhine-Westphalia,Yes,0.08546,331,3628,0.07636,0.09456
2009,North Rhine-Westphalia,No,0.75152,3297,3628,0.73746,0.76559
2009,Hesse,Yes,0.09928,127,1217,0.08248,0.11609
2009,Hesse,No,0.71916,1090,1217,0.69390,0.74442
2009,"Rhineland-Palatinate, Saarland",Yes,0.07933,91,1024,0.06277,0.09589
2009,"Rhineland-Palatinate, Saarland",No,0.74449,933,1024,0.71777,0.77122
2009,Baden-Wuerttemberg,Yes,0.09124,240,2107,0.07894,0.10354
2009,Baden-Wuerttemberg,No,0.73805,1867,2107,0.71927,0.75682
2009,Bavaria,Yes,0.06244,239,2609,0.05315,0.07172
2009,Bavaria,No,0.77697,2370,2609,0.76100,0.79295
2009,Berlin,Yes,0.10215,79,683,0.07942,0.12488
2009,Berlin,No,0.76491,604,683,0.73308,0.79673
2009,Brandenburg,Yes,0.06585,66,789,0.04853,0.08317
2009,Brandenburg,No,0.78590,723,789,0.75726,0.81454
2009,Mecklenburg-Western Pomerania,Yes,0.06858,38,470,0.04571,0.09145
2009,Mecklenburg-Western Pomerania,No,0.81661,432,470,0.78158,0.85163
2009,Saxony,Yes,0.07877,127,1369,0.06450,0.09305
2009,Saxony,No,0.78698,1242,1369,0.76528,0.80867
2009,Saxony-Anhalt,Yes,0.10271,84,769,0.08124,0.12418
2009,Saxony-Anhalt,No,0.78193,685,769,0.75273,0.81114
2009,Thuringa,Yes,0.08022,73,823,0.06165,0.09879
2009,Thuringa,No,0.76986,750,823,0.74108,0.79863
2010,Schleswig-Holstein,Yes,0.08566,73,733,0.06538,0.10593
2010,Schleswig-Holstein,No,0.76760,660,733,0.73700,0.79820
2010,Hamburg,Yes,0.11104,43,384,0.07957,0.14250
2010,Hamburg,No,0.78353,341,384,0.74229,0.82478
2010,Lower Saxony,Yes,0.07134,190,2186,0.06055,0.08213
2010,Lower Saxony,No,0.76274,1996,2186,0.74490,0.78058
2010,Bremen,No,0.79998,153,153,0.73638,0.86357
2010,North Rhine-Westphalia,Yes,0.09181,468,4983,0.08379,0.09982
2010,North Rhine-Westphalia,No,0.74146,4515,4983,0.72930,0.75361
2010,Hesse,Yes,0.09486,156,1674,0.08082,0.10891
2010,Hesse,No,0.72646,1518,1674,0.70510,0.74782
2010,"Rhineland-Palatinate, Saarland",Yes,0.09876,121,1341,0.08279,0.11474
2010,"Rhineland-Palatinate, Saarland",No,0.74516,1220,1341,0.72183,0.76849
2010,Baden-Wuerttemberg,Yes,0.09506,287,2896,0.08438,0.10575
2010,Baden-Wuerttemberg,No,0.73513,2609,2896,0.71906,0.75121
2010,Bavaria,Yes,0.06981,294,3583,0.06146,0.07815
2010,Bavaria,No,0.77434,3289,3583,0.76065,0.78803
2010,Berlin,Yes,0.08773,107,925,0.06949,0.10597
2010,Berlin,No,0.78497,818,925,0.75848,0.81146
2010,Brandenburg,Yes,0.07910,84,954,0.06196,0.09623
2010,Brandenburg,No,0.78466,870,954,0.75856,0.81075
2010,Mecklenburg-Western Pomerania,Yes,0.05509,47,592,0.03670,0.07349
2010,Mecklenburg-Western Pomerania,No,0.82272,545,592,0.79193,0.85351
2010,Saxony,Yes,0.09283,164,1679,0.07894,0.10671
2010,Saxony,No,0.77952,1515,1679,0.75969,0.79936
2010,Saxony-Anhalt,Yes,0.10402,91,910,0.08417,0.12386
2010,Saxony-Anhalt,No,0.77800,819,910,0.75099,0.80502
2010,Thuringa,Yes,0.09050,82,955,0.07230,0.10871
2010,Thuringa,No,0.78689,873,955,0.76090,0.81287
2011,Schleswig-Holstein,Yes,0.07536,94,984,0.05886,0.09186
2011,Schleswig-Holstein,No,0.76184,890,984,0.73521,0.78847
2011,Hamburg,Yes,0.07010,51,430,0.04594,0.09426
2011,Hamburg,No,0.80659,379,430,0.76921,0.84397
2011,Lower Saxony,Yes,0.07180,225,2636,0.06195,0.08166
2011,Lower Saxony,No,0.76037,2411,2636,0.74408,0.77667
2011,Bremen,No,0.73295,171,171,0.66645,0.79946
2011,North Rhine-Westphalia,Yes,0.08567,542,5721,0.07842,0.09292
2011,North Rhine-Westphalia,No,0.74741,5179,5721,0.73615,0.75867
2011,Hesse,Yes,0.07734,184,1966,0.06553,0.08915
2011,Hesse,No,0.73140,1782,1966,0.71180,0.75100
2011,"Rhineland-Palatinate, Saarland",Yes,0.07788,141,1612,0.06479,0.09097
2011,"Rhineland-Palatinate, Saarland",No,0.74992,1471,1612,0.72878,0.77107
2011,Baden-Wuerttemberg,Yes,0.09302,358,3534,0.08344,0.10260
2011,Baden-Wuerttemberg,No,0.73109,3176,3534,0.71647,0.74571
2011,Bavaria,Yes,0.06862,356,4435,0.06118,0.07606
2011,Bavaria,No,0.77430,4079,4435,0.76199,0.78660
2011,Berlin,Yes,0.08444,114,1018,0.06735,0.10153
2011,Berlin,No,0.78198,904,1018,0.75660,0.80735
2011,Brandenburg,Yes,0.05808,87,1143,0.04452,0.07165
2011,Brandenburg,No,0.80840,1056,1143,0.78558,0.83123
2011,Mecklenburg-Western Pomerania,Yes,0.07885,63,658,0.05825,0.09946
2011,Mecklenburg-Western Pomerania,No,0.79015,595,658,0.75901,0.82128
2011,Saxony,Yes,0.07530,160,1839,0.06323,0.08736
2011,Saxony,No,0.78055,1679,1839,0.76163,0.79947
2011,Saxony-Anhalt,Yes,0.08591,91,1101,0.06935,0.10248
2011,Saxony-Anhalt,No,0.77738,1010,1101,0.75280,0.80197
2011,Thuringa,Yes,0.07018,94,1106,0.05512,0.08524
2011,Thuringa,No,0.80354,1012,1106,0.78012,0.82697
2012,Schleswig-Holstein,Yes,0.10414,121,985,0.08505,0.12322
2012,Schleswig-Holstein,No,0.73904,864,985,0.71160,0.76648
2012,Hamburg,Yes,0.07817,43,438,0.05301,0.10334
2012,Hamburg,No,0.79742,395,438,0.75974,0.83510
2012,Lower Saxony,Yes,0.07683,210,2567,0.06652,0.08713
2012,Lower Saxony,No,0.76149,2357,2567,0.74500,0.77798
2012,Bremen,No,0.73772,175,175,0.67236,0.80308
2012,North Rhine-Westphalia,Yes,0.08531,553,5535,0.07795,0.09267
2012,North Rhine-Westphalia,No,0.74913,4982,5535,0.73771,0.76055
2012,Hesse,Yes,0.07641,188,1905,0.06448,0.08834
2012,Hesse,No,0.73330,1717,1905,0.71344,0.75317
2012,"Rhineland-Palatinate, Saarland",Yes,0.08506,131,1570,0.07126,0.09887
2012,"Rhineland-Palatinate, Saarland",No,0.75119,1439,1570,0.72980,0.77258
2012,Baden-Wuerttemberg,Yes,0.08372,312,3337,0.07432,0.09312
2012,Baden-Wuerttemberg,No,0.74188,3025,3337,0.72703,0.75673
2012,Bavaria,Yes,0.06464,378,4356,0.05734,0.07195
2012,Bavaria,No,0.77902,3978,4356,0.76670,0.79134
2012,Berlin,Yes,0.08434,115,1042,0.06745,0.10122
2012,Berlin,No,0.76863,927,1042,0.74302,0.79425
2012,Brandenburg,Yes,0.03847,82,1098,0.02708,0.04985
2012,Brandenburg,No,0.82707,1016,1098,0.80469,0.84945
2012,Mecklenburg-Western Pomerania,Yes,0.05213,47,641,0.03491,0.06935
2012,Mecklenburg-Western Pomerania,No,0.81283,594,641,0.78261,0.84305
2012,Saxony,Yes,0.08033,158,1847,0.06793,0.09273
2012,Saxony,No,0.78048,1689,1847,0.76160,0.79936
2012,Saxony-Anhalt,Yes,0.07127,84,1038,0.05561,0.08693
2012,Saxony-Anhalt,No,0.79673,954,1038,0.77224,0.82123
2012,Thuringa,Yes,0.07192,91,1079,0.05650,0.08734
2012,Thuringa,No,0.79669,988,1079,0.77267,0.82072
2013,Schleswig-Holstein,Yes,0.09614,133,1080,0.07855,0.11373
2013,Schleswig-Holstein,No,0.74535,947,1080,0.71935,0.77134
2013,Hamburg,Yes,0.06177,56,564,0.04188,0.08165
2013,Hamburg,No,0.81408,508,564,0.78194,0.84622
2013,Lower Saxony,Yes,0.08343,299,2899,0.07336,0.09349
2013,Lower Saxony,No,0.76094,2600,2899,0.74541,0.77647
2013,Bremen,No,0.76367,217,217,0.70701,0.82032
2013,North Rhine-Westphalia,Yes,0.09229,726,6422,0.08521,0.09936
2013,North Rhine-Westphalia,No,0.73854,5696,6422,0.72779,0.74929
2013,Hesse,Yes,0.08611,239,2202,0.07439,0.09783
2013,Hesse,No,0.74399,1963,2202,0.72576,0.76222
2013,"Rhineland-Palatinate, Saarland",Yes,0.07871,180,1771,0.06616,0.09125
2013,"Rhineland-Palatinate, Saarland",No,0.75579,1591,1771,0.73578,0.77581
2013,Baden-Wuerttemberg,Yes,0.08434,401,3780,0.07548,0.09321
2013,Baden-Wuerttemberg,No,0.74780,3379,3780,0.73395,0.76165
2013,Bavaria,Yes,0.07152,495,4864,0.06428,0.07876
2013,Bavaria,No,0.76881,4369,4864,0.75696,0.78065
2013,Berlin,Yes,0.11151,148,1169,0.09346,0.12956
2013,Berlin,No,0.74162,1021,1169,0.71651,0.76672
2013,Brandenburg,Yes,0.04459,95,1124,0.03252,0.05667
2013,Brandenburg,No,0.81693,1029,1124,0.79431,0.83955
2013,Mecklenburg-Western Pomerania,Yes,0.07327,43,604,0.05247,0.09407
2013,Mecklenburg-Western Pomerania,No,0.78507,561,604,0.75228,0.81786
2013,Saxony,Yes,0.06634,146,1784,0.05479,0.07790
2013,Saxony,No,0.79836,1638,1784,0.77973,0.81698
2013,Saxony-Anhalt,Yes,0.07314,87,1074,0.05756,0.08872
2013,Saxony-Anhalt,No,0.80162,987,1074,0.77776,0.82548
2013,Thuringa,Yes,0.06030,87,1042,0.04584,0.07476
2013,Thuringa,No,0.80918,955,1042,0.78531,0.83306
2014,Schleswig-Holstein,Yes,0.09489,110,927,0.07602,0.11377
2014,Schleswig-Holstein,No,0.75991,817,927,0.73240,0.78742
2014,Hamburg,Yes,0.05738,45,445,0.03574,0.07901
2014,Hamburg,No,0.80377,400,445,0.76683,0.84071
2014,Lower Saxony,Yes,0.08103,284,2607,0.07056,0.09151
2014,Lower Saxony,No,0.76321,2323,2607,0.74689,0.77953
2014,Bremen,Yes,0.12292,38,214,0.07883,0.16702
