year,bula_h,quintil_oecd_hh,hgeqpmglass,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Lower Saxony,5th Quintile,Yes,0.99225,263,263,0.98163,1.00287
2019,North Rhine-Westphalia,1st Quintile,Yes,0.92271,473,514,0.89960,0.94582
2019,North Rhine-Westphalia,1st Quintile,No,0.07729,41,514,0.05418,0.10040
2019,North Rhine-Westphalia,2nd Quintile,Yes,0.97561,511,511,0.96222,0.98899
2019,North Rhine-Westphalia,3rd Quintile,Yes,0.94796,457,457,0.92758,0.96835
2019,North Rhine-Westphalia,4th Quintile,Yes,0.98256,500,500,0.97108,0.99405
2019,North Rhine-Westphalia,5th Quintile,Yes,0.98753,550,550,0.97825,0.99681
2019,Hesse,1st Quintile,Yes,0.87545,119,119,0.81587,0.93503
2019,Hesse,2nd Quintile,Yes,0.91726,125,125,0.86877,0.96575
2019,Hesse,3rd Quintile,Yes,0.95114,156,156,0.91720,0.98508
2019,Hesse,4th Quintile,Yes,0.93480,152,152,0.89542,0.97418
2019,Hesse,5th Quintile,Yes,0.96887,221,221,0.94592,0.99182
2019,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.92666,143,143,0.88378,0.96954
2019,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.93220,142,142,0.89071,0.97370
2019,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.98845,133,133,0.97022,1.00668
2019,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.98986,134,134,0.97283,1.00689
2019,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.97963,140,140,0.95615,1.00311
2019,Baden-Wuerttemberg,1st Quintile,Yes,0.95050,156,156,0.91635,0.98465
2019,Baden-Wuerttemberg,2nd Quintile,Yes,0.91001,199,199,0.87015,0.94987
2019,Baden-Wuerttemberg,3rd Quintile,Yes,0.94292,256,256,0.91445,0.97140
2019,Baden-Wuerttemberg,4th Quintile,Yes,0.98125,291,291,0.96564,0.99686
2019,Baden-Wuerttemberg,5th Quintile,Yes,0.95871,353,353,0.93793,0.97950
2019,Bavaria,1st Quintile,Yes,0.83410,228,228,0.78571,0.88249
2019,Bavaria,2nd Quintile,Yes,0.91307,363,363,0.88404,0.94209
2019,Bavaria,3rd Quintile,Yes,0.94016,379,379,0.91625,0.96407
2019,Bavaria,4th Quintile,Yes,0.96370,401,401,0.94537,0.98203
2019,Bavaria,5th Quintile,Yes,0.95152,449,449,0.93163,0.97140
2019,Berlin,1st Quintile,Yes,0.76108,104,104,0.67872,0.84343
2019,Berlin,2nd Quintile,Yes,0.95921,100,100,0.92025,0.99818
2019,Berlin,3rd Quintile,Yes,0.90026,95,95,0.83968,0.96084
2019,Berlin,4th Quintile,Yes,0.80608,90,90,0.72393,0.88822
2019,Berlin,5th Quintile,Yes,0.88497,87,87,0.81753,0.95240
2019,Brandenburg,1st Quintile,Yes,0.89276,139,139,0.84113,0.94438
2019,Brandenburg,2nd Quintile,Yes,0.93038,119,119,0.88446,0.97630
2019,Brandenburg,3rd Quintile,Yes,0.90294,110,110,0.84736,0.95851
2019,Brandenburg,4th Quintile,Yes,0.91956,87,87,0.86208,0.97704
2019,Brandenburg,5th Quintile,Yes,0.93761,67,67,0.87926,0.99596
2019,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.90682,84,84,0.84429,0.96936
2019,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.98167,81,81,0.95228,1.01107
2019,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.97748,61,61,0.93995,1.01502
2019,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.83708,34,34,0.71108,0.96308
2019,Saxony,1st Quintile,Yes,0.88987,163,163,0.84166,0.93807
2019,Saxony,2nd Quintile,Yes,0.94664,210,210,0.91617,0.97711
2019,Saxony,3rd Quintile,Yes,0.92286,187,187,0.88452,0.96121
2019,Saxony,4th Quintile,Yes,0.92656,121,121,0.87989,0.97323
2019,Saxony,5th Quintile,Yes,0.96003,96,96,0.92064,0.99942
2019,Saxony-Anhalt,1st Quintile,Yes,0.97946,121,121,0.95408,1.00484
2019,Saxony-Anhalt,2nd Quintile,Yes,0.93536,120,120,0.89119,0.97954
2019,Saxony-Anhalt,3rd Quintile,Yes,0.95821,82,82,0.91462,1.00179
2019,Saxony-Anhalt,4th Quintile,Yes,0.96224,67,67,0.91625,1.00823
2019,Thuringa,1st Quintile,Yes,0.97142,107,107,0.93970,1.00314
2019,Thuringa,2nd Quintile,Yes,0.97638,124,124,0.94954,1.00322
2019,Thuringa,3rd Quintile,Yes,0.91862,106,106,0.86632,0.97092
2019,Thuringa,4th Quintile,Yes,0.99810,69,69,0.98776,1.00845
2020,Schleswig-Holstein,1st Quintile,Yes,0.95850,95,95,0.91819,0.99882
2020,Schleswig-Holstein,2nd Quintile,Yes,0.91706,99,99,0.86246,0.97167
2020,Schleswig-Holstein,3rd Quintile,Yes,0.99229,103,103,0.97531,1.00926
2020,Schleswig-Holstein,4th Quintile,Yes,0.96455,100,100,0.92812,1.00097
2020,Schleswig-Holstein,5th Quintile,Yes,0.96926,124,124,0.93875,0.99976
2020,Hamburg,1st Quintile,Yes,0.92064,56,56,0.84921,0.99208
2020,Hamburg,2nd Quintile,Yes,0.99564,55,55,0.97806,1.01322
2020,Hamburg,3rd Quintile,Yes,0.96222,53,53,0.91040,1.01404
2020,Hamburg,4th Quintile,Yes,0.97254,62,62,0.93152,1.01355
2020,Hamburg,5th Quintile,Yes,0.98306,111,111,0.95895,1.00718
2020,Lower Saxony,1st Quintile,Yes,0.90619,280,326,0.87449,0.93789
2020,Lower Saxony,1st Quintile,No,0.09381,46,326,0.06211,0.12551
2020,Lower Saxony,2nd Quintile,Yes,0.97007,295,295,0.95059,0.98955
2020,Lower Saxony,3rd Quintile,Yes,0.96669,231,231,0.94350,0.98988
2020,Lower Saxony,4th Quintile,Yes,0.96547,261,261,0.94328,0.98767
2020,Lower Saxony,5th Quintile,Yes,0.98315,324,324,0.96912,0.99719
2020,Bremen,1st Quintile,Yes,0.83193,34,34,0.70434,0.95951
2020,North Rhine-Westphalia,1st Quintile,Yes,0.90502,675,790,0.88456,0.92548
2020,North Rhine-Westphalia,1st Quintile,No,0.09498,115,790,0.07452,0.11544
2020,North Rhine-Westphalia,2nd Quintile,Yes,0.94682,607,682,0.92997,0.96368
2020,North Rhine-Westphalia,2nd Quintile,No,0.05318,75,682,0.03632,0.07003
2020,North Rhine-Westphalia,3rd Quintile,Yes,0.93969,529,571,0.92015,0.95924
2020,North Rhine-Westphalia,3rd Quintile,No,0.06031,42,571,0.04076,0.07985
2020,North Rhine-Westphalia,4th Quintile,Yes,0.97435,542,542,0.96103,0.98768
2020,North Rhine-Westphalia,5th Quintile,Yes,0.97686,762,762,0.96618,0.98754
2020,Hesse,1st Quintile,Yes,0.89851,173,173,0.85338,0.94364
2020,Hesse,2nd Quintile,Yes,0.87298,173,173,0.82321,0.92274
2020,Hesse,3rd Quintile,Yes,0.92154,183,183,0.88247,0.96060
2020,Hesse,4th Quintile,Yes,0.92481,195,195,0.88770,0.96191
2020,Hesse,5th Quintile,Yes,0.98320,307,307,0.96880,0.99760
2020,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.91000,173,173,0.86723,0.95277
2020,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.97572,173,173,0.95272,0.99872
2020,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.97667,159,159,0.95313,1.00021
2020,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.97347,138,138,0.94656,1.00038
2020,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.97252,172,172,0.94802,0.99702
2020,Baden-Wuerttemberg,1st Quintile,Yes,0.86747,259,304,0.82929,0.90565
2020,Baden-Wuerttemberg,1st Quintile,No,0.13253,45,304,0.09435,0.17071
2020,Baden-Wuerttemberg,2nd Quintile,Yes,0.94166,247,247,0.91237,0.97095
2020,Baden-Wuerttemberg,3rd Quintile,Yes,0.94785,270,270,0.92128,0.97442
2020,Baden-Wuerttemberg,4th Quintile,Yes,0.93698,339,339,0.91108,0.96289
2020,Baden-Wuerttemberg,5th Quintile,Yes,0.94325,505,505,0.92305,0.96345
2020,Bavaria,1st Quintile,Yes,0.86788,379,443,0.83631,0.89945
2020,Bavaria,1st Quintile,No,0.13212,64,443,0.10055,0.16369
2020,Bavaria,2nd Quintile,Yes,0.92515,477,528,0.90269,0.94762
2020,Bavaria,2nd Quintile,No,0.07485,51,528,0.05238,0.09731
2020,Bavaria,3rd Quintile,Yes,0.90513,443,477,0.87880,0.93145
2020,Bavaria,3rd Quintile,No,0.09487,34,477,0.06855,0.12120
2020,Bavaria,4th Quintile,Yes,0.93217,489,489,0.90987,0.95448
2020,Bavaria,5th Quintile,Yes,0.95414,630,662,0.93819,0.97009
2020,Bavaria,5th Quintile,No,0.04586,32,662,0.02991,0.06181
2020,Berlin,1st Quintile,Yes,0.82830,157,199,0.77577,0.88083
2020,Berlin,1st Quintile,No,0.17170,42,199,0.11917,0.22423
2020,Berlin,2nd Quintile,Yes,0.86666,148,148,0.81171,0.92162
2020,Berlin,3rd Quintile,Yes,0.88019,121,121,0.82209,0.93830
2020,Berlin,4th Quintile,Yes,0.88022,129,129,0.82397,0.93648
2020,Berlin,5th Quintile,Yes,0.93339,160,160,0.89463,0.97215
2020,Brandenburg,1st Quintile,Yes,0.92384,143,143,0.88021,0.96747
2020,Brandenburg,2nd Quintile,Yes,0.95302,150,150,0.91905,0.98700
2020,Brandenburg,3rd Quintile,Yes,0.96761,124,124,0.93632,0.99889
2020,Brandenburg,4th Quintile,Yes,0.96058,103,103,0.92281,0.99834
2020,Brandenburg,5th Quintile,Yes,0.97366,118,118,0.94465,1.00268
2020,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.87213,78,78,0.79753,0.94672
2020,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.90963,93,93,0.85104,0.96822
2020,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.98153,53,53,0.94494,1.01813
2020,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.83958,35,35,0.71622,0.96294
2020,Saxony,1st Quintile,Yes,0.88579,177,177,0.83879,0.93278
2020,Saxony,2nd Quintile,Yes,0.93701,251,251,0.90689,0.96713
2020,Saxony,3rd Quintile,Yes,0.95997,204,204,0.93301,0.98694
2020,Saxony,4th Quintile,Yes,0.93356,136,136,0.89154,0.97557
2020,Saxony,5th Quintile,Yes,0.96018,158,158,0.92960,0.99077
2020,Saxony-Anhalt,1st Quintile,Yes,0.91707,151,151,0.87294,0.96120
2020,Saxony-Anhalt,2nd Quintile,Yes,0.96727,117,117,0.93489,0.99965
2020,Saxony-Anhalt,3rd Quintile,Yes,0.95246,94,94,0.90921,0.99571
2020,Saxony-Anhalt,4th Quintile,Yes,0.99466,85,85,0.97907,1.01025
2020,Saxony-Anhalt,5th Quintile,Yes,0.95348,85,85,0.90844,0.99852
2020,Thuringa,1st Quintile,Yes,0.92557,136,136,0.88130,0.96985
2020,Thuringa,2nd Quintile,Yes,0.97528,140,140,0.94947,1.00109
2020,Thuringa,3rd Quintile,Yes,0.99713,100,100,0.98659,1.00767
2020,Thuringa,4th Quintile,Yes,0.99830,89,89,0.98970,1.00690
2020,Thuringa,5th Quintile,Yes,0.98026,87,87,0.95086,1.00966
2021,Schleswig-Holstein,1st Quintile,Yes,0.99117,62,62,0.96768,1.01465
2021,Schleswig-Holstein,2nd Quintile,Yes,0.93809,74,74,0.88280,0.99337
2021,Schleswig-Holstein,3rd Quintile,Yes,0.98858,64,64,0.96235,1.01482
2021,Schleswig-Holstein,4th Quintile,Yes,0.96408,74,74,0.92138,1.00677
2021,Schleswig-Holstein,5th Quintile,Yes,0.98741,90,90,0.96425,1.01057
2021,Hamburg,1st Quintile,Yes,0.98456,40,40,0.94587,1.02326
2021,Hamburg,2nd Quintile,Yes,0.94467,43,43,0.87553,1.01381
2021,Hamburg,3rd Quintile,Yes,0.99975,36,36,0.99451,1.00499
2021,Hamburg,4th Quintile,Yes,0.98845,40,40,0.95491,1.02199
2021,Hamburg,5th Quintile,Yes,0.99972,67,67,0.99569,1.00375
2021,Lower Saxony,1st Quintile,Yes,0.90825,146,146,0.86127,0.95524
2021,Lower Saxony,2nd Quintile,Yes,0.93843,176,176,0.90282,0.97405
2021,Lower Saxony,3rd Quintile,Yes,0.93587,179,179,0.89988,0.97186
2021,Lower Saxony,4th Quintile,Yes,0.99906,183,183,0.99459,1.00352
2021,Lower Saxony,5th Quintile,Yes,0.99462,223,223,0.98499,1.00424
2021,North Rhine-Westphalia,1st Quintile,Yes,0.87346,342,392,0.84051,0.90642
2021,North Rhine-Westphalia,1st Quintile,No,0.12654,50,392,0.09358,0.15949
2021,North Rhine-Westphalia,2nd Quintile,Yes,0.96292,380,380,0.94389,0.98194
2021,North Rhine-Westphalia,3rd Quintile,Yes,0.96781,341,341,0.94905,0.98657
2021,North Rhine-Westphalia,4th Quintile,Yes,0.98250,368,368,0.96908,0.99591
2021,North Rhine-Westphalia,5th Quintile,Yes,0.98722,512,512,0.97748,0.99696
2021,Hesse,1st Quintile,Yes,0.86044,86,86,0.78677,0.93411
2021,Hesse,2nd Quintile,Yes,0.88328,78,78,0.81157,0.95500
2021,Hesse,3rd Quintile,Yes,0.92172,107,107,0.87058,0.97286
2021,Hesse,4th Quintile,Yes,0.99696,115,115,0.98685,1.00707
2021,Hesse,5th Quintile,Yes,0.97099,188,188,0.94693,0.99504
2021,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.92181,82,82,0.86334,0.98027
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.99130,100,100,0.97301,1.00959
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.99587,95,95,0.98290,1.00884
2021,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.95163,83,83,0.90520,0.99807
2021,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.99891,103,103,0.99250,1.00532
2021,Baden-Wuerttemberg,1st Quintile,Yes,0.89938,121,121,0.84556,0.95321
2021,Baden-Wuerttemberg,2nd Quintile,Yes,0.88505,142,142,0.83240,0.93770
2021,Baden-Wuerttemberg,3rd Quintile,Yes,0.93382,187,187,0.89809,0.96954
2021,Baden-Wuerttemberg,4th Quintile,Yes,0.93181,208,208,0.89747,0.96615
2021,Baden-Wuerttemberg,5th Quintile,Yes,0.96129,325,325,0.94029,0.98230
2021,Bavaria,1st Quintile,Yes,0.85454,180,180,0.80289,0.90619
2021,Bavaria,2nd Quintile,Yes,0.92566,294,294,0.89562,0.95570
2021,Bavaria,3rd Quintile,Yes,0.89485,263,263,0.85771,0.93200
2021,Bavaria,4th Quintile,Yes,0.94382,328,328,0.91886,0.96878
2021,Bavaria,5th Quintile,Yes,0.92852,400,400,0.90324,0.95380
2021,Berlin,1st Quintile,Yes,0.81084,92,92,0.73037,0.89131
2021,Berlin,2nd Quintile,Yes,0.84880,70,70,0.76427,0.93333
2021,Berlin,3rd Quintile,Yes,0.82463,73,73,0.73679,0.91247
2021,Berlin,4th Quintile,Yes,0.92917,89,89,0.87557,0.98277
2021,Berlin,5th Quintile,Yes,0.87620,113,113,0.81520,0.93720
2021,Brandenburg,1st Quintile,Yes,0.97609,79,79,0.94219,1.00999
2021,Brandenburg,2nd Quintile,Yes,0.92819,90,90,0.87456,0.98183
2021,Brandenburg,3rd Quintile,Yes,0.98224,70,70,0.95108,1.01340
2021,Brandenburg,4th Quintile,Yes,0.96669,68,68,0.92372,1.00966
2021,Brandenburg,5th Quintile,Yes,0.93751,74,74,0.88198,0.99303
2021,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.93658,52,52,0.86969,1.00347
2021,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.99401,58,58,0.97397,1.01404
2021,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.97648,41,41,0.92952,1.02345
2021,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.94915,34,34,0.87419,1.02411
2021,Saxony,1st Quintile,Yes,0.94911,135,135,0.91190,0.98632
2021,Saxony,2nd Quintile,Yes,0.94982,156,156,0.91545,0.98419
2021,Saxony,3rd Quintile,Yes,0.92718,147,147,0.88503,0.96933
2021,Saxony,4th Quintile,Yes,0.91310,95,95,0.85616,0.97005
2021,Saxony,5th Quintile,Yes,0.96173,111,111,0.92588,0.99758
2021,Saxony-Anhalt,1st Quintile,Yes,0.92497,72,72,0.86369,0.98625
2021,Saxony-Anhalt,2nd Quintile,Yes,0.99328,77,77,0.97492,1.01165
2021,Saxony-Anhalt,3rd Quintile,Yes,0.90014,61,61,0.82428,0.97601
2021,Saxony-Anhalt,4th Quintile,Yes,0.98774,57,57,0.95893,1.01656
2021,Saxony-Anhalt,5th Quintile,Yes,0.97855,44,44,0.93525,1.02185
2021,Thuringa,1st Quintile,Yes,0.93722,74,74,0.88158,0.99287
2021,Thuringa,2nd Quintile,Yes,0.98766,87,87,0.96433,1.01099
2021,Thuringa,3rd Quintile,Yes,0.99694,65,65,0.98342,1.01047
2022,Schleswig-Holstein,1st Quintile,Yes,0.95100,117,117,0.91171,0.99028
2022,Schleswig-Holstein,2nd Quintile,Yes,0.93994,109,109,0.89513,0.98475
2022,Schleswig-Holstein,3rd Quintile,Yes,0.97128,128,128,0.94223,1.00033
2022,Schleswig-Holstein,4th Quintile,Yes,0.95647,125,125,0.92055,0.99238
2022,Schleswig-Holstein,5th Quintile,Yes,0.97907,133,133,0.95464,1.00349
2022,Hamburg,1st Quintile,Yes,0.90387,86,86,0.84121,0.96654
2022,Hamburg,2nd Quintile,Yes,0.95655,75,75,0.91010,1.00300
2022,Hamburg,3rd Quintile,Yes,0.95012,59,59,0.89409,1.00615
2022,Hamburg,4th Quintile,Yes,0.96904,93,93,0.93365,1.00443
2022,Hamburg,5th Quintile,Yes,0.99562,98,98,0.98247,1.00876
2022,Lower Saxony,1st Quintile,Yes,0.88813,360,403,0.85732,0.91894
2022,Lower Saxony,1st Quintile,No,0.11187,43,403,0.08106,0.14268
2022,Lower Saxony,2nd Quintile,Yes,0.96328,317,317,0.94254,0.98401
2022,Lower Saxony,3rd Quintile,Yes,0.94081,244,244,0.91114,0.97048
2022,Lower Saxony,4th Quintile,Yes,0.97549,296,296,0.95785,0.99314
2022,Lower Saxony,5th Quintile,Yes,0.96979,320,320,0.95100,0.98857
2022,Bremen,1st Quintile,Yes,0.87309,38,38,0.76583,0.98035
2022,North Rhine-Westphalia,1st Quintile,Yes,0.89947,822,933,0.88016,0.91877
2022,North Rhine-Westphalia,1st Quintile,No,0.10053,111,933,0.08123,0.11984
2022,North Rhine-Westphalia,2nd Quintile,Yes,0.94257,722,781,0.92624,0.95889
2022,North Rhine-Westphalia,2nd Quintile,No,0.05743,59,781,0.04111,0.07376
2022,North Rhine-Westphalia,3rd Quintile,Yes,0.96382,653,653,0.94949,0.97816
2022,North Rhine-Westphalia,4th Quintile,Yes,0.97620,641,641,0.96440,0.98801
2022,North Rhine-Westphalia,5th Quintile,Yes,0.98695,805,805,0.97910,0.99479
2022,Hesse,1st Quintile,Yes,0.90784,223,223,0.86979,0.94589
2022,Hesse,2nd Quintile,Yes,0.96113,220,220,0.93553,0.98673
2022,Hesse,3rd Quintile,Yes,0.94035,228,228,0.90954,0.97116
2022,Hesse,4th Quintile,Yes,0.95786,229,229,0.93178,0.98394
2022,Hesse,5th Quintile,Yes,0.97289,270,270,0.95349,0.99230
2022,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.86160,185,185,0.81171,0.91150
2022,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.95449,162,162,0.92229,0.98668
2022,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.96645,162,162,0.93864,0.99427
2022,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,0.99107,157,157,0.97631,1.00583
2022,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,0.98608,163,163,0.96803,1.00412
2022,Baden-Wuerttemberg,1st Quintile,Yes,0.88800,461,519,0.86085,0.91516
2022,Baden-Wuerttemberg,1st Quintile,No,0.11200,58,519,0.08484,0.13915
2022,Baden-Wuerttemberg,2nd Quintile,Yes,0.92278,367,420,0.89722,0.94834
2022,Baden-Wuerttemberg,2nd Quintile,No,0.07722,53,420,0.05166,0.10278
2022,Baden-Wuerttemberg,3rd Quintile,Yes,0.95899,334,334,0.93769,0.98029
2022,Baden-Wuerttemberg,4th Quintile,Yes,0.94051,409,409,0.91756,0.96346
2022,Baden-Wuerttemberg,5th Quintile,Yes,0.94699,505,505,0.92743,0.96655
2022,Bavaria,Not included in this version of the questionnaire,Yes,0.92183,33,33,0.82882,1.01484
2022,Bavaria,1st Quintile,Yes,0.84393,526,624,0.81543,0.87243
2022,Bavaria,1st Quintile,No,0.15607,98,624,0.12757,0.18457
2022,Bavaria,2nd Quintile,Yes,0.91195,513,566,0.88859,0.93532
2022,Bavaria,2nd Quintile,No,0.08805,53,566,0.06468,0.11141
2022,Bavaria,3rd Quintile,Yes,0.88758,480,533,0.86074,0.91442
2022,Bavaria,3rd Quintile,No,0.11242,53,533,0.08558,0.13926
2022,Bavaria,4th Quintile,Yes,0.93013,585,620,0.91005,0.95021
2022,Bavaria,4th Quintile,No,0.06987,35,620,0.04979,0.08995
2022,Bavaria,5th Quintile,Yes,0.94484,695,731,0.92828,0.96140
2022,Bavaria,5th Quintile,No,0.05516,36,731,0.03860,0.07172
2022,Berlin,1st Quintile,Yes,0.77449,220,274,0.72492,0.82407
2022,Berlin,1st Quintile,No,0.22551,54,274,0.17593,0.27508
2022,Berlin,2nd Quintile,Yes,0.87994,198,198,0.83455,0.92533
2022,Berlin,3rd Quintile,Yes,0.91066,175,175,0.86828,0.95304
2022,Berlin,4th Quintile,Yes,0.93946,182,182,0.90472,0.97421
2022,Berlin,5th Quintile,Yes,0.92225,211,211,0.88604,0.95847
2022,Brandenburg,1st Quintile,Yes,0.90716,167,167,0.86301,0.95131
2022,Brandenburg,2nd Quintile,Yes,0.94998,152,152,0.91521,0.98475
2022,Brandenburg,3rd Quintile,Yes,0.95490,137,137,0.92002,0.98978
2022,Brandenburg,4th Quintile,Yes,0.96076,117,117,0.92542,0.99609
2022,Brandenburg,5th Quintile,Yes,0.97872,114,114,0.95211,1.00533
2022,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.96710,108,108,0.93330,1.00090
2022,Mecklenburg-Western Pomerania,2nd Quintile,Yes,0.95770,107,107,0.91938,0.99601
2022,Mecklenburg-Western Pomerania,3rd Quintile,Yes,0.98438,81,81,0.95721,1.01155
2022,Mecklenburg-Western Pomerania,4th Quintile,Yes,0.85738,44,44,0.75286,0.96190
2022,Mecklenburg-Western Pomerania,5th Quintile,Yes,0.95017,54,54,0.89159,1.00875
2022,Saxony,1st Quintile,Yes,0.89381,324,360,0.86194,0.92568
2022,Saxony,1st Quintile,No,0.10619,36,360,0.07432,0.13806
2022,Saxony,2nd Quintile,Yes,0.94344,289,289,0.91677,0.97012
2022,Saxony,3rd Quintile,Yes,0.94703,242,242,0.91876,0.97531
2022,Saxony,4th Quintile,Yes,0.97168,189,189,0.94796,0.99539
2022,Saxony,5th Quintile,Yes,0.94186,150,150,0.90429,0.97944
2022,Saxony-Anhalt,1st Quintile,Yes,0.93530,182,182,0.89946,0.97114
2022,Saxony-Anhalt,2nd Quintile,Yes,0.92756,150,150,0.88593,0.96918
2022,Saxony-Anhalt,3rd Quintile,Yes,0.92544,119,119,0.87805,0.97284
2022,Saxony-Anhalt,4th Quintile,Yes,0.97698,97,97,0.94698,1.00698
2022,Saxony-Anhalt,5th Quintile,Yes,0.99406,74,74,0.97644,1.01169
2022,Thuringa,1st Quintile,Yes,0.90411,137,137,0.85462,0.95359
2022,Thuringa,2nd Quintile,Yes,0.95600,126,126,0.92005,0.99196
2022,Thuringa,3rd Quintile,Yes,0.95999,107,107,0.92268,0.99730
2022,Thuringa,4th Quintile,Yes,0.98374,76,76,0.95512,1.01236
