year,age_gr,migback,plj0046,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,66 and older,No migration background,Very concerned,0.32160,1505,4688,0.30823,0.33497
2019,66 and older,No migration background,Somewhat concerned,0.46436,2173,4688,0.45008,0.47863
2019,66 and older,No migration background,Not concerned at all,0.20956,1010,4688,0.19791,0.22122
2019,66 and older,Direct migration background,Very concerned,0.27668,140,435,0.23459,0.31877
2019,66 and older,Direct migration background,Somewhat concerned,0.43521,190,435,0.38857,0.48186
2019,66 and older,Direct migration background,Not concerned at all,0.27351,105,435,0.23157,0.31545
2020,17-29 y.,No migration background,Very concerned,0.15403,405,2537,0.13998,0.16808
2020,17-29 y.,No migration background,Somewhat concerned,0.31094,822,2537,0.29292,0.32895
2020,17-29 y.,No migration background,Not concerned at all,0.45372,1310,2537,0.43435,0.47310
2020,17-29 y.,Direct migration background,Very concerned,0.07814,115,1051,0.06190,0.09437
2020,17-29 y.,Direct migration background,Somewhat concerned,0.35376,430,1051,0.32484,0.38269
2020,17-29 y.,Direct migration background,Not concerned at all,0.30822,506,1051,0.28029,0.33615
2020,17-29 y.,Indirect migration background,Very concerned,0.16337,102,705,0.13606,0.19068
2020,17-29 y.,Indirect migration background,Somewhat concerned,0.35457,277,705,0.31923,0.38991
2020,17-29 y.,Indirect migration background,Not concerned at all,0.40844,326,705,0.37213,0.44475
2020,30-45 y.,No migration background,Very concerned,0.23093,855,3692,0.21734,0.24453
2020,30-45 y.,No migration background,Somewhat concerned,0.38102,1390,3692,0.36535,0.39668
2020,30-45 y.,No migration background,Not concerned at all,0.38633,1447,3692,0.37062,0.40203
2020,30-45 y.,Direct migration background,Very concerned,0.16266,423,2353,0.14774,0.17757
2020,30-45 y.,Direct migration background,Somewhat concerned,0.39508,1018,2353,0.37533,0.41484
2020,30-45 y.,Direct migration background,Not concerned at all,0.35781,912,2353,0.33843,0.37718
2020,30-45 y.,Indirect migration background,Very concerned,0.24278,129,532,0.20631,0.27925
2020,30-45 y.,Indirect migration background,Somewhat concerned,0.40274,207,532,0.36102,0.44445
2020,30-45 y.,Indirect migration background,Not concerned at all,0.35358,196,532,0.31291,0.39424
2020,46-65 y.,No migration background,Very concerned,0.30505,2153,7888,0.29489,0.31521
2020,46-65 y.,No migration background,Somewhat concerned,0.40067,3091,7888,0.38985,0.41148
2020,46-65 y.,No migration background,Not concerned at all,0.29029,2644,7888,0.28027,0.30031
2020,46-65 y.,Direct migration background,Very concerned,0.25768,400,1605,0.23627,0.27908
2020,46-65 y.,Direct migration background,Somewhat concerned,0.45368,706,1605,0.42931,0.47804
2020,46-65 y.,Direct migration background,Not concerned at all,0.26309,499,1605,0.24154,0.28464
2020,46-65 y.,Indirect migration background,Very concerned,0.29618,58,263,0.24089,0.35146
2020,46-65 y.,Indirect migration background,Somewhat concerned,0.29952,100,263,0.24405,0.35498
2020,46-65 y.,Indirect migration background,Not concerned at all,0.39120,105,263,0.33210,0.45029
2020,66 and older,No migration background,Very concerned,0.29817,1263,4383,0.28462,0.31171
2020,66 and older,No migration background,Somewhat concerned,0.45980,2000,4383,0.44504,0.47456
2020,66 and older,No migration background,Not concerned at all,0.23435,1120,4383,0.22181,0.24689
2020,66 and older,Direct migration background,Very concerned,0.22576,130,434,0.18638,0.26514
2020,66 and older,Direct migration background,Somewhat concerned,0.47289,184,434,0.42586,0.51992
2020,66 and older,Direct migration background,Not concerned at all,0.28526,120,434,0.24273,0.32780
2021,17-29 y.,No migration background,Very concerned,0.10311,172,1771,0.08894,0.11727
2021,17-29 y.,No migration background,Somewhat concerned,0.29838,502,1771,0.27707,0.31970
2021,17-29 y.,No migration background,Not concerned at all,0.52904,1097,1771,0.50578,0.55229
2021,17-29 y.,Direct migration background,Very concerned,0.07463,82,511,0.05182,0.09743
2021,17-29 y.,Direct migration background,Somewhat concerned,0.27733,206,511,0.23848,0.31618
2021,17-29 y.,Direct migration background,Not concerned at all,0.32939,223,511,0.28860,0.37018
2021,17-29 y.,Indirect migration background,Very concerned,0.13443,41,399,0.10092,0.16795
2021,17-29 y.,Indirect migration background,Somewhat concerned,0.24906,118,399,0.20657,0.29155
2021,17-29 y.,Indirect migration background,Not concerned at all,0.55172,240,399,0.50286,0.60058
2021,30-45 y.,No migration background,Very concerned,0.20803,473,2609,0.19245,0.22360
2021,30-45 y.,No migration background,Somewhat concerned,0.36130,964,2609,0.34287,0.37974
2021,30-45 y.,No migration background,Not concerned at all,0.42990,1172,2609,0.41090,0.44890
2021,30-45 y.,Direct migration background,Very concerned,0.16551,218,1206,0.14453,0.18649
2021,30-45 y.,Direct migration background,Somewhat concerned,0.36260,513,1206,0.33545,0.38974
2021,30-45 y.,Direct migration background,Not concerned at all,0.37205,475,1206,0.34476,0.39934
2021,30-45 y.,Indirect migration background,Very concerned,0.21107,58,314,0.16586,0.25628
2021,30-45 y.,Indirect migration background,Somewhat concerned,0.35834,122,314,0.30522,0.41147
2021,30-45 y.,Indirect migration background,Not concerned at all,0.42920,134,314,0.37437,0.48404
2021,46-65 y.,No migration background,Very concerned,0.26851,1281,5575,0.25687,0.28014
2021,46-65 y.,No migration background,Somewhat concerned,0.39406,2147,5575,0.38123,0.40688
2021,46-65 y.,No migration background,Not concerned at all,0.33248,2147,5575,0.32011,0.34485
2021,46-65 y.,Direct migration background,Very concerned,0.24185,254,992,0.21519,0.26851
2021,46-65 y.,Direct migration background,Somewhat concerned,0.41268,420,992,0.38203,0.44334
2021,46-65 y.,Direct migration background,Not concerned at all,0.31377,318,992,0.28488,0.34267
2021,46-65 y.,Indirect migration background,Very concerned,0.17474,32,198,0.12171,0.22777
2021,46-65 y.,Indirect migration background,Somewhat concerned,0.41783,64,198,0.34896,0.48670
2021,46-65 y.,Indirect migration background,Not concerned at all,0.40116,102,198,0.33272,0.46961
2021,66 and older,No migration background,Very concerned,0.29204,841,3209,0.27631,0.30778
2021,66 and older,No migration background,Somewhat concerned,0.42388,1390,3209,0.40678,0.44098
2021,66 and older,No migration background,Not concerned at all,0.27255,978,3209,0.25714,0.28796
2021,66 and older,Direct migration background,Very concerned,0.25986,84,292,0.20947,0.31025
2021,66 and older,Direct migration background,Somewhat concerned,0.39376,115,292,0.33763,0.44990
2021,66 and older,Direct migration background,Not concerned at all,0.33051,93,292,0.27647,0.38456
