year,bula_h,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Thuringa,First Stage of Tertiary Education,No,0.99925,68,68,0.99268,1.00582
2015,Thuringa,Second Stage of Tertiary Education,No,0.86267,203,203,0.81521,0.91014
2016,Schleswig-Holstein,Primary Level,No,0.99245,67,67,0.97157,1.01333
2016,Schleswig-Holstein,Lower Secondary Level,No,0.83001,118,118,0.76195,0.89807
2016,Schleswig-Holstein,Upper Secondary Level,Yes,0.06218,33,415,0.03892,0.08544
2016,Schleswig-Holstein,Upper Secondary Level,No,0.93782,382,415,0.91456,0.96108
2016,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.98253,79,79,0.95345,1.01161
2016,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.93909,175,175,0.90355,0.97462
2016,Hamburg,Lower Secondary Level,No,0.87182,42,42,0.76950,0.97415
2016,Hamburg,Upper Secondary Level,No,0.88660,137,137,0.83331,0.93989
2016,Hamburg,Post-secondary Non-tertiary Level,No,0.91834,41,41,0.83347,1.00320
2016,Hamburg,Second Stage of Tertiary Education,No,0.95133,150,150,0.91678,0.98588
2016,Lower Saxony,Pre-primary Level,Yes,0.50058,32,32,0.32457,0.67660
2016,Lower Saxony,Primary Level,No,0.87078,186,186,0.82244,0.91911
2016,Lower Saxony,Lower Secondary Level,Yes,0.13661,63,363,0.10123,0.17199
2016,Lower Saxony,Lower Secondary Level,No,0.83652,300,363,0.79842,0.87461
2016,Lower Saxony,Upper Secondary Level,Yes,0.08009,94,1147,0.06437,0.09581
2016,Lower Saxony,Upper Secondary Level,No,0.91959,1053,1147,0.90385,0.93533
2016,Lower Saxony,Post-secondary Non-tertiary Level,No,0.88568,190,190,0.84032,0.93105
2016,Lower Saxony,First Stage of Tertiary Education,No,0.98797,105,105,0.96701,1.00892
2016,Lower Saxony,Second Stage of Tertiary Education,Yes,0.06819,45,574,0.04755,0.08883
2016,Lower Saxony,Second Stage of Tertiary Education,No,0.93181,529,574,0.91117,0.95245
2016,Bremen,Upper Secondary Level,No,0.87022,82,82,0.79703,0.94340
2016,Bremen,Second Stage of Tertiary Education,No,0.65210,43,43,0.50805,0.79615
2016,North Rhine-Westphalia,Pre-primary Level,Yes,0.46653,97,97,0.36673,0.56632
2016,North Rhine-Westphalia,Primary Level,No,0.98899,347,347,0.97800,0.99999
2016,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14483,112,728,0.11925,0.17041
2016,North Rhine-Westphalia,Lower Secondary Level,No,0.83565,616,728,0.80871,0.86259
2016,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08608,203,2273,0.07455,0.09762
2016,North Rhine-Westphalia,Upper Secondary Level,No,0.91373,2070,2273,0.90219,0.92528
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.08508,38,574,0.06224,0.10793
2016,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.91492,536,574,0.89207,0.93776
2016,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.96089,244,244,0.93652,0.98526
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.07719,72,1228,0.06226,0.09212
2016,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.92281,1156,1228,0.90788,0.93774
2016,Hesse,Primary Level,No,0.99138,100,100,0.97318,1.00959
2016,Hesse,Lower Secondary Level,Yes,0.15429,33,217,0.10611,0.20246
2016,Hesse,Lower Secondary Level,No,0.82557,184,217,0.77497,0.87618
2016,Hesse,Upper Secondary Level,Yes,0.09889,71,719,0.07706,0.12073
2016,Hesse,Upper Secondary Level,No,0.90111,648,719,0.87927,0.92294
2016,Hesse,Post-secondary Non-tertiary Level,No,0.97633,148,148,0.95175,1.00090
2016,Hesse,First Stage of Tertiary Education,No,0.94700,69,69,0.89375,1.00025
2016,Hesse,Second Stage of Tertiary Education,Yes,0.08766,32,504,0.06294,0.11237
2016,Hesse,Second Stage of Tertiary Education,No,0.91234,472,504,0.88763,0.93706
2016,"Rhineland-Palatinate, Saarland",Primary Level,No,0.97714,91,91,0.94627,1.00802
2016,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.85438,278,278,0.81284,0.89592
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.08879,49,721,0.06802,0.10957
2016,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.91094,672,721,0.89013,0.93174
2016,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.94568,126,126,0.90595,0.98541
2016,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.99346,86,86,0.97632,1.01060
2016,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94587,301,301,0.92026,0.97147
2016,Baden-Wuerttemberg,Pre-primary Level,Yes,0.49694,37,37,0.33361,0.66027
2016,Baden-Wuerttemberg,Primary Level,No,0.90023,137,137,0.84986,0.95060
2016,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11821,65,399,0.08649,0.14992
2016,Baden-Wuerttemberg,Lower Secondary Level,No,0.85676,334,399,0.82234,0.89118
2016,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06836,94,1251,0.05437,0.08235
2016,Baden-Wuerttemberg,Upper Secondary Level,No,0.93142,1157,1251,0.91740,0.94543
2016,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.95856,252,252,0.93391,0.98322
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.07147,50,829,0.05393,0.08902
2016,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92853,779,829,0.91098,0.94607
2016,Bavaria,Pre-primary Level,Yes,0.56262,48,48,0.42079,0.70444
2016,Bavaria,Primary Level,No,0.93073,166,166,0.89199,0.96948
2016,Bavaria,Lower Secondary Level,Yes,0.12127,77,464,0.09154,0.15101
2016,Bavaria,Lower Secondary Level,No,0.84575,387,464,0.81285,0.87865
2016,Bavaria,Upper Secondary Level,Yes,0.05162,112,1927,0.04174,0.06150
2016,Bavaria,Upper Secondary Level,No,0.94766,1815,1927,0.93771,0.95761
2016,Bavaria,Post-secondary Non-tertiary Level,No,0.86242,278,278,0.82185,0.90298
2016,Bavaria,First Stage of Tertiary Education,No,0.95091,236,236,0.92329,0.97854
2016,Bavaria,Second Stage of Tertiary Education,Yes,0.06180,49,976,0.04669,0.07692
2016,Bavaria,Second Stage of Tertiary Education,No,0.93820,927,976,0.92308,0.95331
2016,Berlin,Primary Level,No,0.90690,38,38,0.81327,1.00053
2016,Berlin,Lower Secondary Level,No,0.85141,72,72,0.76868,0.93415
2016,Berlin,Upper Secondary Level,Yes,0.10348,36,342,0.07115,0.13581
2016,Berlin,Upper Secondary Level,No,0.89652,306,342,0.86419,0.92885
2016,Berlin,Post-secondary Non-tertiary Level,No,0.88144,57,57,0.79677,0.96611
2016,Berlin,First Stage of Tertiary Education,No,0.93441,50,50,0.86508,1.00373
2016,Berlin,Second Stage of Tertiary Education,No,0.89886,361,361,0.86771,0.93001
2016,Brandenburg,Primary Level,No,0.95122,52,52,0.89210,1.01034
2016,Brandenburg,Lower Secondary Level,No,0.85434,72,72,0.77229,0.93640
2016,Brandenburg,Upper Secondary Level,No,0.97020,466,466,0.95475,0.98566
2016,Brandenburg,Post-secondary Non-tertiary Level,No,0.82962,62,62,0.73527,0.92397
2016,Brandenburg,Second Stage of Tertiary Education,No,0.95630,249,249,0.93086,0.98175
2016,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.93311,33,33,0.84655,1.01967
2016,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.97296,272,272,0.95365,0.99227
2016,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.93802,143,143,0.89836,0.97768
2016,Saxony,Primary Level,No,0.98859,60,60,0.96150,1.01569
2016,Saxony,Lower Secondary Level,No,0.67599,84,84,0.57531,0.77668
2016,Saxony,Upper Secondary Level,Yes,0.06836,42,765,0.05047,0.08626
2016,Saxony,Upper Secondary Level,No,0.93141,723,765,0.91348,0.94933
2016,Saxony,Post-secondary Non-tertiary Level,No,0.89359,66,66,0.81863,0.96856
2016,Saxony,First Stage of Tertiary Education,No,0.97642,110,110,0.94793,1.00491
2016,Saxony,Second Stage of Tertiary Education,No,0.96636,399,399,0.94865,0.98408
2016,Saxony-Anhalt,Lower Secondary Level,No,0.80071,65,65,0.70284,0.89858
2016,Saxony-Anhalt,Upper Secondary Level,No,0.95724,431,431,0.93811,0.97636
2016,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.95630,31,31,0.88316,1.02945
2016,Saxony-Anhalt,First Stage of Tertiary Education,No,0.98705,60,60,0.95819,1.01590
2016,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.81303,205,205,0.75952,0.86653
2016,Thuringa,Lower Secondary Level,No,0.81014,61,61,0.71090,0.90938
2016,Thuringa,Upper Secondary Level,No,0.94849,492,492,0.92894,0.96805
2016,Thuringa,Post-secondary Non-tertiary Level,No,0.98360,44,44,0.94564,1.02156
2016,Thuringa,First Stage of Tertiary Education,No,0.99933,67,67,0.99310,1.00557
2016,Thuringa,Second Stage of Tertiary Education,No,0.82697,208,208,0.77544,0.87850
2017,Schleswig-Holstein,Primary Level,No,0.95180,101,101,0.90981,0.99378
2017,Schleswig-Holstein,Lower Secondary Level,No,0.87448,138,138,0.81901,0.92996
2017,Schleswig-Holstein,Upper Secondary Level,Yes,0.08614,40,466,0.06064,0.11164
2017,Schleswig-Holstein,Upper Secondary Level,No,0.91386,426,466,0.88836,0.93936
2017,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.89934,86,86,0.83537,0.96330
2017,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.95690,234,234,0.93082,0.98297
2017,Hamburg,Lower Secondary Level,No,0.94246,49,49,0.87657,1.00834
2017,Hamburg,Upper Secondary Level,No,0.91179,145,145,0.86546,0.95811
2017,Hamburg,Post-secondary Non-tertiary Level,No,0.89195,44,44,0.79916,0.98474
2017,Hamburg,Second Stage of Tertiary Education,No,0.93675,175,175,0.90058,0.97292
2017,Lower Saxony,Pre-primary Level,Yes,0.41877,33,33,0.24783,0.58971
2017,Lower Saxony,Primary Level,No,0.93688,265,265,0.90755,0.96622
2017,Lower Saxony,Lower Secondary Level,Yes,0.15788,77,450,0.12415,0.19161
2017,Lower Saxony,Lower Secondary Level,No,0.82383,373,450,0.78859,0.85907
2017,Lower Saxony,Upper Secondary Level,Yes,0.06887,116,1327,0.05524,0.08250
2017,Lower Saxony,Upper Secondary Level,No,0.93076,1211,1327,0.91709,0.94442
2017,Lower Saxony,Post-secondary Non-tertiary Level,No,0.89152,214,214,0.84975,0.93328
2017,Lower Saxony,First Stage of Tertiary Education,No,0.97660,129,129,0.95042,1.00279
2017,Lower Saxony,Second Stage of Tertiary Education,Yes,0.10839,54,648,0.08443,0.13234
2017,Lower Saxony,Second Stage of Tertiary Education,No,0.89159,594,648,0.86764,0.91555
2017,Bremen,Primary Level,No,0.99703,34,34,0.97848,1.01559
2017,Bremen,Upper Secondary Level,No,0.85505,99,99,0.78535,0.92475
2017,Bremen,Second Stage of Tertiary Education,No,0.88529,50,50,0.79607,0.97452
2017,North Rhine-Westphalia,Pre-primary Level,Yes,0.51998,115,115,0.42827,0.61169
2017,North Rhine-Westphalia,Primary Level,No,0.97620,432,432,0.96181,0.99059
2017,North Rhine-Westphalia,Lower Secondary Level,Yes,0.12650,112,823,0.10378,0.14922
2017,North Rhine-Westphalia,Lower Secondary Level,No,0.84337,711,823,0.81853,0.86822
2017,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08503,240,2537,0.07417,0.09588
2017,North Rhine-Westphalia,Upper Secondary Level,No,0.91462,2297,2537,0.90375,0.92550
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.09484,54,657,0.07242,0.11727
2017,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.90516,603,657,0.88273,0.92758
2017,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.98096,257,257,0.96422,0.99770
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.09004,106,1408,0.07509,0.10500
2017,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.90996,1302,1408,0.89500,0.92491
2017,Hesse,Pre-primary Level,Yes,0.55517,41,41,0.40116,0.70917
2017,Hesse,Primary Level,No,0.97083,156,156,0.94433,0.99732
2017,Hesse,Lower Secondary Level,Yes,0.23449,45,278,0.18459,0.28438
2017,Hesse,Lower Secondary Level,No,0.75720,233,278,0.70670,0.80769
2017,Hesse,Upper Secondary Level,Yes,0.09787,83,807,0.07735,0.11838
2017,Hesse,Upper Secondary Level,No,0.90185,724,807,0.88131,0.92239
2017,Hesse,Post-secondary Non-tertiary Level,No,0.90876,150,150,0.86253,0.95500
2017,Hesse,First Stage of Tertiary Education,No,0.95719,79,79,0.91226,1.00211
2017,Hesse,Second Stage of Tertiary Education,No,0.94698,531,531,0.92791,0.96606
2017,"Rhineland-Palatinate, Saarland",Primary Level,No,0.98336,98,98,0.95791,1.00882
2017,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.90582,265,265,0.87059,0.94105
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.05275,51,762,0.03687,0.06863
2017,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94620,711,762,0.93017,0.96223
2017,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.93355,132,132,0.89090,0.97620
2017,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.97793,81,81,0.94573,1.01012
2017,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94719,309,309,0.92221,0.97217
2017,Baden-Wuerttemberg,Pre-primary Level,Yes,0.45881,38,38,0.29824,0.61937
2017,Baden-Wuerttemberg,Primary Level,No,0.99852,184,184,0.99296,1.00409
2017,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.08091,66,411,0.05451,0.10731
2017,Baden-Wuerttemberg,Lower Secondary Level,No,0.89958,345,411,0.87049,0.92867
2017,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07950,111,1346,0.06504,0.09396
2017,Baden-Wuerttemberg,Upper Secondary Level,No,0.92050,1235,1346,0.90604,0.93496
2017,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.95058,255,255,0.92392,0.97723
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.07595,73,948,0.05908,0.09282
2017,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92405,875,948,0.90718,0.94092
2017,Bavaria,Pre-primary Level,Yes,0.55924,56,56,0.42803,0.69045
2017,Bavaria,Primary Level,No,0.95190,200,200,0.92216,0.98163
2017,Bavaria,Lower Secondary Level,Yes,0.14415,89,511,0.11366,0.17463
2017,Bavaria,Lower Secondary Level,No,0.82692,422,511,0.79409,0.85975
2017,Bavaria,Upper Secondary Level,Yes,0.05668,151,2064,0.04670,0.06666
2017,Bavaria,Upper Secondary Level,No,0.94274,1913,2064,0.93271,0.95276
2017,Bavaria,Post-secondary Non-tertiary Level,No,0.85491,278,278,0.81344,0.89639
2017,Bavaria,First Stage of Tertiary Education,No,0.94915,263,263,0.92255,0.97575
2017,Bavaria,Second Stage of Tertiary Education,Yes,0.08808,80,1100,0.07132,0.10484
2017,Bavaria,Second Stage of Tertiary Education,No,0.91190,1020,1100,0.89514,0.92866
2017,Berlin,Primary Level,No,0.89737,36,36,0.79683,0.99791
2017,Berlin,Lower Secondary Level,No,0.88574,75,75,0.81326,0.95822
2017,Berlin,Upper Secondary Level,Yes,0.07808,36,371,0.05074,0.10542
2017,Berlin,Upper Secondary Level,No,0.92179,335,371,0.89443,0.94915
2017,Berlin,Post-secondary Non-tertiary Level,No,0.83741,63,63,0.74556,0.92926
2017,Berlin,First Stage of Tertiary Education,No,0.93485,59,59,0.87133,0.99836
2017,Berlin,Second Stage of Tertiary Education,Yes,0.13340,43,419,0.10081,0.16600
2017,Berlin,Second Stage of Tertiary Education,No,0.86660,376,419,0.83400,0.89919
2017,Brandenburg,Primary Level,No,0.93906,63,63,0.87951,0.99860
2017,Brandenburg,Lower Secondary Level,No,0.94247,93,93,0.89488,0.99005
2017,Brandenburg,Upper Secondary Level,No,0.95960,517,517,0.94261,0.97659
2017,Brandenburg,Post-secondary Non-tertiary Level,No,0.96063,72,72,0.91540,1.00587
2017,Brandenburg,Second Stage of Tertiary Education,No,0.94741,254,254,0.91991,0.97492
2017,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.91447,33,33,0.81757,1.01137
2017,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94349,295,295,0.91709,0.96988
2017,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,No,0.90596,31,31,0.80150,1.01041
2017,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.99267,45,45,0.96748,1.01787
2017,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.95762,143,143,0.92448,0.99075
2017,Saxony,Primary Level,No,0.98577,72,72,0.95821,1.01332
2017,Saxony,Lower Secondary Level,No,0.83279,117,117,0.76488,0.90070
2017,Saxony,Upper Secondary Level,Yes,0.05619,57,869,0.04087,0.07151
2017,Saxony,Upper Secondary Level,No,0.94381,812,869,0.92849,0.95913
2017,Saxony,Post-secondary Non-tertiary Level,No,0.91993,79,79,0.85970,0.98016
2017,Saxony,First Stage of Tertiary Education,No,0.94776,115,115,0.90692,0.98861
2017,Saxony,Second Stage of Tertiary Education,No,0.94703,434,434,0.92594,0.96813
2017,Saxony-Anhalt,Primary Level,No,0.98989,54,54,0.96296,1.01682
2017,Saxony-Anhalt,Lower Secondary Level,No,0.75082,82,82,0.65662,0.84501
2017,Saxony-Anhalt,Upper Secondary Level,Yes,0.05774,32,499,0.03725,0.07822
2017,Saxony-Anhalt,Upper Secondary Level,No,0.94226,467,499,0.92178,0.96275
2017,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.88500,41,41,0.78614,0.98387
2017,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.91245,223,223,0.87527,0.94963
2017,Thuringa,Primary Level,No,0.99532,36,36,0.97269,1.01794
2017,Thuringa,Lower Secondary Level,No,0.80087,51,51,0.69018,0.91157
2017,Thuringa,Upper Secondary Level,No,0.92196,545,545,0.89942,0.94450
2017,Thuringa,Post-secondary Non-tertiary Level,No,0.82491,49,49,0.71740,0.93243
2017,Thuringa,First Stage of Tertiary Education,No,0.99496,65,65,0.97762,1.01231
2017,Thuringa,Second Stage of Tertiary Education,No,0.91858,227,227,0.88293,0.95424
2018,Schleswig-Holstein,Primary Level,No,0.96841,80,80,0.92984,1.00698
2018,Schleswig-Holstein,Lower Secondary Level,No,0.87368,119,119,0.81374,0.93362
2018,Schleswig-Holstein,Upper Secondary Level,Yes,0.05682,34,462,0.03569,0.07795
2018,Schleswig-Holstein,Upper Secondary Level,No,0.94318,428,462,0.92205,0.96431
2018,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.90516,85,85,0.84250,0.96782
2018,Schleswig-Holstein,First Stage of Tertiary Education,No,0.99784,52,52,0.98511,1.01058
2018,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.96108,207,207,0.93467,0.98749
2018,Hamburg,Lower Secondary Level,No,0.85719,55,55,0.76387,0.95051
2018,Hamburg,Upper Secondary Level,No,0.92707,159,159,0.88652,0.96761
2018,Hamburg,Post-secondary Non-tertiary Level,No,0.89763,42,42,0.80485,0.99042
2018,Hamburg,Second Stage of Tertiary Education,No,0.96012,175,175,0.93105,0.98920
2018,Lower Saxony,Pre-primary Level,Yes,0.49415,38,38,0.33305,0.65525
2018,Lower Saxony,Primary Level,No,0.94362,256,256,0.91531,0.97193
2018,Lower Saxony,Lower Secondary Level,Yes,0.13177,79,449,0.10045,0.16309
2018,Lower Saxony,Lower Secondary Level,No,0.85241,370,449,0.81956,0.88525
2018,Lower Saxony,Upper Secondary Level,Yes,0.07549,110,1225,0.06069,0.09029
2018,Lower Saxony,Upper Secondary Level,No,0.92448,1115,1225,0.90967,0.93928
2018,Lower Saxony,Post-secondary Non-tertiary Level,No,0.89010,213,213,0.84800,0.93220
2018,Lower Saxony,First Stage of Tertiary Education,No,0.98715,115,115,0.96648,1.00783
2018,Lower Saxony,Second Stage of Tertiary Education,Yes,0.06712,49,606,0.04718,0.08706
2018,Lower Saxony,Second Stage of Tertiary Education,No,0.93282,557,606,0.91288,0.95277
2018,Bremen,Primary Level,No,0.99908,43,43,0.98990,1.00826
2018,Bremen,Upper Secondary Level,No,0.96157,92,92,0.92207,1.00106
2018,Bremen,Second Stage of Tertiary Education,No,0.72394,58,58,0.60789,0.84000
2018,North Rhine-Westphalia,Pre-primary Level,Yes,0.60870,100,100,0.51256,0.70484
2018,North Rhine-Westphalia,Primary Level,No,0.94704,408,408,0.92528,0.96879
2018,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14199,133,802,0.11782,0.16616
2018,North Rhine-Westphalia,Lower Secondary Level,No,0.85011,669,802,0.82539,0.87483
2018,North Rhine-Westphalia,Upper Secondary Level,Yes,0.08037,265,2418,0.06953,0.09121
2018,North Rhine-Westphalia,Upper Secondary Level,No,0.91940,2153,2418,0.90855,0.93025
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.10451,47,634,0.08068,0.12834
2018,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89549,587,634,0.87166,0.91932
2018,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.98594,248,248,0.97125,1.00062
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.09524,105,1352,0.07958,0.11089
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.90463,1247,1352,0.88896,0.92029
2018,Hesse,Pre-primary Level,Yes,0.80800,34,34,0.67361,0.94239
2018,Hesse,Primary Level,No,0.98745,177,177,0.97100,1.00390
2018,Hesse,Lower Secondary Level,Yes,0.18672,49,260,0.13926,0.23418
2018,Hesse,Lower Secondary Level,No,0.78840,211,260,0.73865,0.83814
2018,Hesse,Upper Secondary Level,Yes,0.10228,88,776,0.08095,0.12362
2018,Hesse,Upper Secondary Level,No,0.89731,688,776,0.87594,0.91868
2018,Hesse,Post-secondary Non-tertiary Level,No,0.89815,148,148,0.84925,0.94704
2018,Hesse,Second Stage of Tertiary Education,Yes,0.07649,40,535,0.05395,0.09904
2018,Hesse,Second Stage of Tertiary Education,No,0.92351,495,535,0.90096,0.94605
2018,"Rhineland-Palatinate, Saarland",Primary Level,No,0.92765,90,90,0.87383,0.98147
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.86346,252,252,0.82098,0.90594
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.04915,45,716,0.03331,0.06500
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.95082,671,716,0.93497,0.96667
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.95233,123,123,0.91452,0.99014
2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.98429,85,85,0.95769,1.01088
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.95985,299,299,0.93755,0.98214
2018,Baden-Wuerttemberg,Pre-primary Level,Yes,0.47152,31,31,0.29289,0.65015
2018,Baden-Wuerttemberg,Primary Level,No,0.97436,152,152,0.94915,0.99957
2018,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11790,60,357,0.08440,0.15140
2018,Baden-Wuerttemberg,Lower Secondary Level,No,0.84799,297,357,0.81069,0.88529
2018,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06660,94,1224,0.05262,0.08057
2018,Baden-Wuerttemberg,Upper Secondary Level,No,0.93310,1130,1224,0.91910,0.94710
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.93887,226,226,0.90756,0.97017
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.99851,164,164,0.99258,1.00443
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.06736,57,885,0.05083,0.08388
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.93264,828,885,0.91612,0.94917
2018,Bavaria,Pre-primary Level,Yes,0.62373,34,34,0.45844,0.78902
2018,Bavaria,Primary Level,No,0.85453,151,151,0.79811,0.91095
2018,Bavaria,Lower Secondary Level,Yes,0.10518,85,473,0.07750,0.13286
2018,Bavaria,Lower Secondary Level,No,0.87437,388,473,0.84447,0.90427
2018,Bavaria,Upper Secondary Level,Yes,0.05461,152,1963,0.04456,0.06467
2018,Bavaria,Upper Secondary Level,No,0.94534,1811,1963,0.93528,0.95540
2018,Bavaria,Post-secondary Non-tertiary Level,No,0.89750,264,264,0.86084,0.93416
2018,Bavaria,First Stage of Tertiary Education,No,0.95150,248,248,0.92471,0.97829
2018,Bavaria,Second Stage of Tertiary Education,Yes,0.05754,67,1037,0.04336,0.07172
2018,Bavaria,Second Stage of Tertiary Education,No,0.94210,970,1037,0.92787,0.95632
2018,Berlin,Primary Level,No,0.99327,50,50,0.97038,1.01616
2018,Berlin,Lower Secondary Level,No,0.84130,90,90,0.76538,0.91721
2018,Berlin,Upper Secondary Level,Yes,0.08462,34,368,0.05615,0.11310
2018,Berlin,Upper Secondary Level,No,0.91532,334,368,0.88683,0.94380
2018,Berlin,Post-secondary Non-tertiary Level,No,0.82397,59,59,0.72596,0.92199
2018,Berlin,First Stage of Tertiary Education,No,0.96179,47,47,0.90639,1.01719
2018,Berlin,Second Stage of Tertiary Education,Yes,0.12119,47,452,0.09107,0.15130
2018,Berlin,Second Stage of Tertiary Education,No,0.87881,405,452,0.84870,0.90893
2018,Brandenburg,Primary Level,No,0.98770,57,57,0.95884,1.01657
2018,Brandenburg,Lower Secondary Level,No,0.94164,98,98,0.89499,0.98829
2018,Brandenburg,Upper Secondary Level,No,0.97806,512,512,0.96536,0.99076
2018,Brandenburg,Post-secondary Non-tertiary Level,No,0.99201,74,74,0.97158,1.01243
2018,Brandenburg,Second Stage of Tertiary Education,No,0.95502,244,244,0.92896,0.98108
2018,Mecklenburg-Western Pomerania,Lower Secondary Level,No,0.84118,41,41,0.72790,0.95445
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.92362,288,288,0.89289,0.95435
2018,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,No,0.95056,33,33,0.87544,1.02567
2018,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.99333,48,48,0.97007,1.01660
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.96412,153,153,0.93455,0.99369
2018,Saxony,Primary Level,No,0.98021,52,52,0.94198,1.01844
2018,Saxony,Lower Secondary Level,No,0.81520,115,115,0.74395,0.88645
2018,Saxony,Upper Secondary Level,Yes,0.08458,54,848,0.06584,0.10332
2018,Saxony,Upper Secondary Level,No,0.91542,794,848,0.89668,0.93416
2018,Saxony,Post-secondary Non-tertiary Level,No,0.94496,74,74,0.89265,0.99728
2018,Saxony,First Stage of Tertiary Education,No,0.96980,113,113,0.93810,1.00149
2018,Saxony,Second Stage of Tertiary Education,No,0.95215,418,418,0.93167,0.97264
2018,Saxony-Anhalt,Primary Level,No,0.90072,42,42,0.80918,0.99226
2018,Saxony-Anhalt,Lower Secondary Level,No,0.85275,79,79,0.77411,0.93139
2018,Saxony-Anhalt,Upper Secondary Level,No,0.95818,465,465,0.93997,0.97639
2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,No,0.86393,48,48,0.76591,0.96196
2018,Saxony-Anhalt,First Stage of Tertiary Education,No,0.99722,64,64,0.98423,1.01022
