year,bula_h,pgisced97,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Bavaria,Upper Secondary Level,No,0.94589,784,833,0.93051,0.96126
1997,Bavaria,Post-secondary Non-tertiary Level,No,0.88509,47,47,0.79293,0.97725
1997,Bavaria,First Stage of Tertiary Education,No,0.96614,100,100,0.93051,1.00177
1997,Bavaria,Second Stage of Tertiary Education,No,0.92804,163,163,0.88825,0.96784
1997,Berlin,Lower Secondary Level,No,0.93922,49,49,0.87163,1.00681
1997,Berlin,Upper Secondary Level,No,0.93678,207,207,0.90354,0.97001
1997,Berlin,First Stage of Tertiary Education,No,0.98469,36,36,0.94400,1.02537
1997,Berlin,Second Stage of Tertiary Education,No,0.94200,131,131,0.90182,0.98218
1997,Brandenburg,Lower Secondary Level,No,0.71193,37,37,0.56399,0.85986
1997,Brandenburg,Upper Secondary Level,No,0.92529,278,278,0.89433,0.95625
1997,Brandenburg,First Stage of Tertiary Education,No,0.94835,37,37,0.87606,1.02065
1997,Brandenburg,Second Stage of Tertiary Education,No,0.94345,141,141,0.90518,0.98171
1997,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.93217,202,202,0.89741,0.96694
1997,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.93190,81,81,0.87670,0.98711
1997,Saxony,Lower Secondary Level,Yes,0.22564,38,115,0.14891,0.30237
1997,Saxony,Lower Secondary Level,No,0.77436,77,115,0.69763,0.85109
1997,Saxony,Upper Secondary Level,Yes,0.05426,41,604,0.03618,0.07234
1997,Saxony,Upper Secondary Level,No,0.94574,563,604,0.92766,0.96382
1997,Saxony,First Stage of Tertiary Education,No,0.97668,60,60,0.93818,1.01519
1997,Saxony,Second Stage of Tertiary Education,No,0.93995,221,221,0.90855,0.97134
1997,Saxony-Anhalt,Lower Secondary Level,No,0.75892,49,49,0.63792,0.87993
1997,Saxony-Anhalt,Upper Secondary Level,Yes,0.07196,31,353,0.04496,0.09896
1997,Saxony-Anhalt,Upper Secondary Level,No,0.92804,322,353,0.90104,0.95504
1997,Saxony-Anhalt,First Stage of Tertiary Education,No,0.96541,50,50,0.91424,1.01658
1997,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.96992,135,135,0.94100,0.99884
1997,Thuringa,Lower Secondary Level,No,0.76982,40,40,0.63770,0.90193
1997,Thuringa,Upper Secondary Level,No,0.95191,381,381,0.93039,0.97342
1997,Thuringa,Second Stage of Tertiary Education,No,0.90418,111,111,0.84918,0.95919
1998,Schleswig-Holstein,Lower Secondary Level,No,0.81988,37,37,0.69435,0.94542
1998,Schleswig-Holstein,Upper Secondary Level,No,0.93555,172,172,0.89875,0.97236
1998,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.92235,34,34,0.83104,1.01366
1998,Hamburg,Upper Secondary Level,No,0.93355,74,74,0.87641,0.99068
1998,Lower Saxony,Primary Level,No,0.93265,33,33,0.84582,1.01949
1998,Lower Saxony,Lower Secondary Level,Yes,0.11893,37,228,0.07682,0.16105
1998,Lower Saxony,Lower Secondary Level,No,0.88107,191,228,0.83895,0.92318
1998,Lower Saxony,Upper Secondary Level,Yes,0.06466,42,576,0.04456,0.08476
1998,Lower Saxony,Upper Secondary Level,No,0.93534,534,576,0.91524,0.95544
1998,Lower Saxony,Post-secondary Non-tertiary Level,No,0.86591,54,54,0.77417,0.95765
1998,Lower Saxony,First Stage of Tertiary Education,No,0.94006,72,72,0.88485,0.99528
1998,Lower Saxony,Second Stage of Tertiary Education,No,0.92811,117,117,0.88110,0.97511
1998,Bremen,Upper Secondary Level,No,0.98747,51,51,0.95663,1.01830
1998,North Rhine-Westphalia,Pre-primary Level,Yes,0.98524,67,67,0.95615,1.01433
1998,North Rhine-Westphalia,Primary Level,No,0.95838,118,118,0.92218,0.99457
1998,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09227,64,536,0.06775,0.11680
1998,North Rhine-Westphalia,Lower Secondary Level,No,0.90773,472,536,0.88320,0.93225
1998,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05892,94,1355,0.04637,0.07146
1998,North Rhine-Westphalia,Upper Secondary Level,No,0.94108,1261,1355,0.92854,0.95363
1998,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.84585,116,116,0.77985,0.91185
1998,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.96956,159,159,0.94277,0.99635
1998,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.92969,290,290,0.90021,0.95917
1998,Hesse,Primary Level,No,0.93873,47,47,0.86942,1.00804
1998,Hesse,Lower Secondary Level,No,0.87084,175,175,0.82101,0.92067
1998,Hesse,Upper Secondary Level,Yes,0.07629,34,437,0.05137,0.10121
1998,Hesse,Upper Secondary Level,No,0.92371,403,437,0.89879,0.94863
1998,Hesse,Post-secondary Non-tertiary Level,No,0.87681,36,36,0.76793,0.98570
1998,Hesse,Second Stage of Tertiary Education,No,0.92673,111,111,0.87803,0.97542
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89175,187,187,0.84710,0.93640
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.95144,369,369,0.92948,0.97340
1998,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.88862,38,38,0.78725,0.98999
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.94767,60,60,0.89084,1.00449
1998,Baden-Wuerttemberg,Pre-primary Level,Yes,0.90915,33,33,0.80957,1.00873
1998,Baden-Wuerttemberg,Primary Level,No,0.99096,123,123,0.97417,1.00776
1998,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11239,63,448,0.08311,0.14167
1998,Baden-Wuerttemberg,Lower Secondary Level,No,0.88761,385,448,0.85833,0.91689
1998,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.08496,65,803,0.06567,0.10426
1998,Baden-Wuerttemberg,Upper Secondary Level,No,0.91504,738,803,0.89574,0.93433
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.88189,65,65,0.80282,0.96096
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.92972,92,92,0.87720,0.98224
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.95660,141,141,0.92285,0.99035
1998,Bavaria,Pre-primary Level,Yes,0.99290,35,35,0.96467,1.02113
1998,Bavaria,Primary Level,No,0.93975,52,52,0.87445,1.00506
1998,Bavaria,Lower Secondary Level,Yes,0.12860,55,387,0.09521,0.16200
1998,Bavaria,Lower Secondary Level,No,0.87140,332,387,0.83800,0.90479
1998,Bavaria,Upper Secondary Level,Yes,0.07577,67,922,0.05868,0.09287
1998,Bavaria,Upper Secondary Level,No,0.92423,855,922,0.90713,0.94132
1998,Bavaria,Post-secondary Non-tertiary Level,No,0.86179,53,53,0.76798,0.95559
1998,Bavaria,First Stage of Tertiary Education,No,0.99058,114,114,0.97277,1.00839
1998,Bavaria,Second Stage of Tertiary Education,No,0.95741,191,191,0.92870,0.98613
1998,Berlin,Lower Secondary Level,No,0.87523,46,46,0.77867,0.97178
1998,Berlin,Upper Secondary Level,No,0.91247,204,204,0.87359,0.95135
1998,Berlin,First Stage of Tertiary Education,No,0.89718,31,31,0.78849,1.00586
1998,Berlin,Second Stage of Tertiary Education,No,0.92403,152,152,0.88176,0.96629
1998,Brandenburg,Lower Secondary Level,No,0.78685,39,39,0.65664,0.91706
1998,Brandenburg,Upper Secondary Level,No,0.94164,298,298,0.91497,0.96830
1998,Brandenburg,First Stage of Tertiary Education,No,0.98642,39,39,0.94962,1.02322
1998,Brandenburg,Second Stage of Tertiary Education,No,0.94734,145,145,0.91086,0.98382
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94841,210,210,0.91842,0.97840
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.94449,89,89,0.89665,0.99233
1998,Saxony,Lower Secondary Level,Yes,0.26469,42,119,0.18509,0.34429
1998,Saxony,Lower Secondary Level,No,0.73531,77,119,0.65571,0.81491
1998,Saxony,Upper Secondary Level,Yes,0.04614,42,655,0.03006,0.06222
1998,Saxony,Upper Secondary Level,No,0.95386,613,655,0.93778,0.96994
1998,Saxony,First Stage of Tertiary Education,No,0.99293,65,65,0.97241,1.01346
1998,Saxony,Second Stage of Tertiary Education,No,0.97337,234,234,0.95270,0.99405
1998,Saxony-Anhalt,Lower Secondary Level,No,0.79479,58,58,0.68995,0.89964
1998,Saxony-Anhalt,Upper Secondary Level,No,0.95373,335,335,0.93120,0.97626
1998,Saxony-Anhalt,First Stage of Tertiary Education,No,0.97465,52,52,0.93151,1.01779
1998,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.97651,145,145,0.95177,1.00125
1998,Thuringa,Lower Secondary Level,No,0.73949,42,42,0.60514,0.87384
1998,Thuringa,Upper Secondary Level,No,0.97133,427,427,0.95548,0.98718
1998,Thuringa,First Stage of Tertiary Education,No,0.93468,35,35,0.85162,1.01774
1998,Thuringa,Second Stage of Tertiary Education,No,0.93791,124,124,0.89526,0.98056
1999,Schleswig-Holstein,Lower Secondary Level,No,0.87401,36,36,0.76407,0.98395
1999,Schleswig-Holstein,Upper Secondary Level,No,0.94128,177,177,0.90655,0.97602
1999,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.92152,34,34,0.82977,1.01328
1999,Hamburg,Upper Secondary Level,No,0.90745,70,70,0.83907,0.97583
1999,Lower Saxony,Primary Level,No,0.92021,32,32,0.82482,1.01560
1999,Lower Saxony,Lower Secondary Level,Yes,0.14546,45,240,0.10076,0.19016
1999,Lower Saxony,Lower Secondary Level,No,0.85454,195,240,0.80984,0.89924
1999,Lower Saxony,Upper Secondary Level,Yes,0.06601,40,586,0.04589,0.08613
1999,Lower Saxony,Upper Secondary Level,No,0.93399,546,586,0.91387,0.95411
1999,Lower Saxony,Post-secondary Non-tertiary Level,No,0.89393,54,54,0.81103,0.97683
1999,Lower Saxony,First Stage of Tertiary Education,No,0.90448,64,64,0.83189,0.97706
1999,Lower Saxony,Second Stage of Tertiary Education,No,0.89854,109,109,0.84160,0.95549
1999,Bremen,Upper Secondary Level,No,0.95803,46,46,0.89944,1.01662
1999,North Rhine-Westphalia,Pre-primary Level,Yes,0.97031,73,73,0.93110,1.00951
1999,North Rhine-Westphalia,Primary Level,No,0.97919,117,117,0.95322,1.00517
1999,North Rhine-Westphalia,Lower Secondary Level,Yes,0.09935,62,500,0.07310,0.12560
1999,North Rhine-Westphalia,Lower Secondary Level,No,0.90065,438,500,0.87440,0.92690
1999,North Rhine-Westphalia,Upper Secondary Level,Yes,0.04880,81,1323,0.03718,0.06041
1999,North Rhine-Westphalia,Upper Secondary Level,No,0.95120,1242,1323,0.93959,0.96282
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.86833,117,117,0.80680,0.92987
1999,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.96995,154,154,0.94290,0.99700
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.93680,285,285,0.90849,0.96510
1999,Hesse,Primary Level,No,0.90430,41,41,0.81314,0.99547
1999,Hesse,Lower Secondary Level,No,0.89472,164,164,0.84760,0.94184
1999,Hesse,Upper Secondary Level,Yes,0.07311,32,424,0.04830,0.09792
1999,Hesse,Upper Secondary Level,No,0.92689,392,424,0.90208,0.95170
1999,Hesse,Post-secondary Non-tertiary Level,No,0.88090,36,36,0.77359,0.98821
1999,Hesse,First Stage of Tertiary Education,No,0.97252,34,34,0.91674,1.02830
1999,Hesse,Second Stage of Tertiary Education,No,0.96830,115,115,0.93614,1.00046
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.87528,171,171,0.82561,0.92494
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94054,362,362,0.91615,0.96494
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.98707,44,44,0.95331,1.02084
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.95008,56,56,0.89253,1.00764
1999,Baden-Wuerttemberg,Pre-primary Level,Yes,0.95569,33,33,0.88440,1.02699
1999,Baden-Wuerttemberg,Primary Level,No,0.99232,124,124,0.97690,1.00775
1999,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.11971,59,430,0.08899,0.15043
1999,Baden-Wuerttemberg,Lower Secondary Level,No,0.88029,371,430,0.84957,0.91101
1999,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.07682,58,775,0.05806,0.09558
1999,Baden-Wuerttemberg,Upper Secondary Level,No,0.92318,717,775,0.90442,0.94194
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.88243,60,60,0.80024,0.96462
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.92715,90,90,0.87316,0.98115
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92553,141,141,0.88204,0.96902
1999,Bavaria,Primary Level,No,0.92029,46,46,0.84116,0.99943
1999,Bavaria,Lower Secondary Level,Yes,0.14196,48,375,0.10658,0.17733
1999,Bavaria,Lower Secondary Level,No,0.85804,327,375,0.82267,0.89342
1999,Bavaria,Upper Secondary Level,Yes,0.07007,59,927,0.05363,0.08652
1999,Bavaria,Upper Secondary Level,No,0.92993,868,927,0.91348,0.94637
1999,Bavaria,Post-secondary Non-tertiary Level,No,0.82543,47,47,0.71573,0.93513
1999,Bavaria,First Stage of Tertiary Education,No,0.96769,111,111,0.93464,1.00073
1999,Bavaria,Second Stage of Tertiary Education,No,0.93786,194,194,0.90380,0.97192
1999,Berlin,Lower Secondary Level,No,0.78658,41,41,0.65960,0.91355
1999,Berlin,Upper Secondary Level,No,0.88990,189,189,0.84515,0.93464
1999,Berlin,Second Stage of Tertiary Education,No,0.88473,138,138,0.83126,0.93821
1999,Brandenburg,Lower Secondary Level,No,0.75069,35,35,0.60527,0.89611
1999,Brandenburg,Upper Secondary Level,No,0.94573,294,294,0.91979,0.97167
1999,Brandenburg,Second Stage of Tertiary Education,No,0.94905,139,139,0.91237,0.98574
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94287,208,208,0.91125,0.97449
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.89151,84,84,0.82460,0.95841
1999,Saxony,Pre-primary Level,Yes,0.97070,31,31,0.91035,1.03105
1999,Saxony,Lower Secondary Level,Yes,0.29687,45,118,0.21408,0.37966
1999,Saxony,Lower Secondary Level,No,0.70313,73,118,0.62034,0.78592
1999,Saxony,Upper Secondary Level,Yes,0.04158,39,641,0.02612,0.05705
1999,Saxony,Upper Secondary Level,No,0.95842,602,641,0.94295,0.97388
1999,Saxony,First Stage of Tertiary Education,No,0.97604,67,67,0.93915,1.01293
1999,Saxony,Second Stage of Tertiary Education,No,0.95840,230,230,0.93253,0.98426
1999,Saxony-Anhalt,Lower Secondary Level,No,0.78768,57,57,0.68057,0.89479
1999,Saxony-Anhalt,Upper Secondary Level,Yes,0.07348,31,362,0.04656,0.10039
1999,Saxony-Anhalt,Upper Secondary Level,No,0.92652,331,362,0.89961,0.95344
1999,Saxony-Anhalt,First Stage of Tertiary Education,No,0.97198,53,53,0.92712,1.01684
1999,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.95976,140,140,0.92709,0.99243
1999,Thuringa,Lower Secondary Level,No,0.73003,44,44,0.59733,0.86272
1999,Thuringa,Upper Secondary Level,No,0.95913,420,420,0.94017,0.97809
1999,Thuringa,First Stage of Tertiary Education,No,0.98766,39,39,0.95256,1.02276
1999,Thuringa,Second Stage of Tertiary Education,No,0.93146,125,125,0.88699,0.97594
2000,Schleswig-Holstein,Lower Secondary Level,No,0.84300,82,82,0.76378,0.92223
2000,Schleswig-Holstein,Upper Secondary Level,No,0.96400,376,376,0.94514,0.98285
2000,Schleswig-Holstein,Post-secondary Non-tertiary Level,No,0.85923,31,31,0.73478,0.98368
2000,Schleswig-Holstein,First Stage of Tertiary Education,No,0.99512,57,57,0.97688,1.01337
2000,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.92382,91,91,0.86901,0.97863
2000,Hamburg,Upper Secondary Level,No,0.91033,140,140,0.86283,0.95783
2000,Hamburg,Second Stage of Tertiary Education,No,0.95661,64,64,0.90631,1.00692
2000,Lower Saxony,Pre-primary Level,Yes,0.97060,36,36,0.91463,1.02656
2000,Lower Saxony,Lower Secondary Level,Yes,0.14099,64,323,0.10297,0.17900
2000,Lower Saxony,Lower Secondary Level,No,0.85901,259,323,0.82100,0.89703
2000,Lower Saxony,Upper Secondary Level,Yes,0.05960,67,1147,0.04589,0.07331
2000,Lower Saxony,Upper Secondary Level,No,0.94040,1080,1147,0.92669,0.95411
2000,Lower Saxony,Post-secondary Non-tertiary Level,No,0.85041,106,106,0.78218,0.91863
2000,Lower Saxony,First Stage of Tertiary Education,No,0.96507,128,128,0.93314,0.99700
2000,Lower Saxony,Second Stage of Tertiary Education,No,0.90159,214,214,0.86159,0.94159
2000,Bremen,Upper Secondary Level,No,0.96388,83,83,0.92349,1.00427
2000,North Rhine-Westphalia,Pre-primary Level,Yes,0.93683,106,106,0.89030,0.98336
2000,North Rhine-Westphalia,Primary Level,No,0.95916,146,146,0.92695,0.99138
2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14616,139,796,0.12160,0.17072
2000,North Rhine-Westphalia,Lower Secondary Level,No,0.85384,657,796,0.82928,0.87840
2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05198,154,2632,0.04350,0.06047
2000,North Rhine-Westphalia,Upper Secondary Level,No,0.94802,2478,2632,0.93953,0.95650
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.15085,52,340,0.11275,0.18895
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.84915,288,340,0.81105,0.88725
2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.97589,388,388,0.96060,0.99117
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.04485,34,690,0.02939,0.06030
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.95515,656,690,0.93970,0.97061
2000,Hesse,Primary Level,No,0.97771,34,34,0.92733,1.02808
2000,Hesse,Lower Secondary Level,Yes,0.12872,50,283,0.08963,0.16781
2000,Hesse,Lower Secondary Level,No,0.86358,233,283,0.82352,0.90364
2000,Hesse,Upper Secondary Level,Yes,0.06095,60,838,0.04474,0.07715
2000,Hesse,Upper Secondary Level,No,0.93905,778,838,0.92285,0.95526
2000,Hesse,Post-secondary Non-tertiary Level,No,0.82206,88,88,0.74170,0.90243
2000,Hesse,First Stage of Tertiary Education,No,0.95832,98,98,0.91855,0.99809
2000,Hesse,Second Stage of Tertiary Education,No,0.95807,258,258,0.93356,0.98257
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.10633,38,298,0.07127,0.14139
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89367,260,298,0.85861,0.92873
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.05229,43,787,0.03672,0.06785
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94771,744,787,0.93215,0.96328
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.90836,52,52,0.82917,0.98754
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.95969,109,109,0.92259,0.99678
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.97856,143,143,0.95474,1.00238
2000,Baden-Wuerttemberg,Pre-primary Level,Yes,0.97665,61,61,0.93844,1.01486
2000,Baden-Wuerttemberg,Primary Level,No,0.97319,79,79,0.93734,1.00904
2000,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.14264,94,611,0.11489,0.17040
2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.85736,517,611,0.82960,0.88511
2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.06764,111,1427,0.05460,0.08067
2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.93236,1316,1427,0.91933,0.94540
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.92366,111,111,0.87403,0.97328
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.95613,227,227,0.92943,0.98283
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.07916,34,408,0.05293,0.10540
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.92084,374,408,0.89460,0.94707
2000,Bavaria,Pre-primary Level,Yes,0.97855,46,46,0.93621,1.02088
2000,Bavaria,Primary Level,No,0.98537,39,39,0.94719,1.02355
2000,Bavaria,Lower Secondary Level,Yes,0.19750,101,514,0.16305,0.23195
2000,Bavaria,Lower Secondary Level,No,0.80250,413,514,0.76805,0.83695
2000,Bavaria,Upper Secondary Level,Yes,0.05640,109,1902,0.04603,0.06677
2000,Bavaria,Upper Secondary Level,No,0.94360,1793,1902,0.93323,0.95397
2000,Bavaria,Post-secondary Non-tertiary Level,No,0.79411,116,116,0.72021,0.86802
2000,Bavaria,First Stage of Tertiary Education,No,0.97247,242,242,0.95181,0.99313
2000,Bavaria,Second Stage of Tertiary Education,Yes,0.08677,37,467,0.06121,0.11232
2000,Bavaria,Second Stage of Tertiary Education,No,0.91323,430,467,0.88768,0.93879
2000,Berlin,Lower Secondary Level,No,0.77965,53,53,0.66700,0.89231
2000,Berlin,Upper Secondary Level,Yes,0.10499,39,357,0.07314,0.13683
2000,Berlin,Upper Secondary Level,No,0.89501,318,357,0.86317,0.92686
2000,Berlin,First Stage of Tertiary Education,No,0.95375,67,67,0.90307,1.00442
2000,Berlin,Second Stage of Tertiary Education,No,0.92205,218,218,0.88637,0.95772
2000,Brandenburg,Lower Secondary Level,Yes,0.32396,41,109,0.23569,0.41222
2000,Brandenburg,Lower Secondary Level,No,0.67604,68,109,0.58778,0.76431
2000,Brandenburg,Upper Secondary Level,Yes,0.07116,43,514,0.04892,0.09341
2000,Brandenburg,Upper Secondary Level,No,0.92884,471,514,0.90659,0.95108
2000,Brandenburg,First Stage of Tertiary Education,No,0.98810,80,80,0.96419,1.01201
2000,Brandenburg,Second Stage of Tertiary Education,No,0.96035,248,248,0.93602,0.98469
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.94414,304,304,0.91828,0.97000
2000,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,No,0.96745,40,40,0.91175,1.02314
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.94066,115,115,0.89729,0.98403
2000,Saxony,Lower Secondary Level,Yes,0.30711,64,160,0.23541,0.37882
2000,Saxony,Lower Secondary Level,No,0.69289,96,160,0.62118,0.76459
2000,Saxony,Upper Secondary Level,Yes,0.07460,94,1010,0.05839,0.09081
2000,Saxony,Upper Secondary Level,No,0.92540,916,1010,0.90919,0.94161
2000,Saxony,Post-secondary Non-tertiary Level,No,0.85460,41,41,0.74535,0.96384
2000,Saxony,First Stage of Tertiary Education,No,0.95957,138,138,0.92658,0.99255
2000,Saxony,Second Stage of Tertiary Education,No,0.94957,348,348,0.92654,0.97259
2000,Saxony-Anhalt,Lower Secondary Level,Yes,0.24997,32,98,0.16380,0.33613
2000,Saxony-Anhalt,Lower Secondary Level,No,0.75003,66,98,0.66387,0.83620
2000,Saxony-Anhalt,Upper Secondary Level,Yes,0.08377,53,560,0.06080,0.10673
2000,Saxony-Anhalt,Upper Secondary Level,No,0.91623,507,560,0.89327,0.93920
2000,Saxony-Anhalt,First Stage of Tertiary Education,No,0.94335,109,109,0.89975,0.98695
2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.95865,222,222,0.93240,0.98490
2000,Thuringa,Lower Secondary Level,Yes,0.35361,38,78,0.24683,0.46040
2000,Thuringa,Lower Secondary Level,No,0.64639,40,78,0.53960,0.75317
2000,Thuringa,Upper Secondary Level,Yes,0.05011,41,668,0.03355,0.06666
2000,Thuringa,Upper Secondary Level,No,0.94989,627,668,0.93334,0.96645
2000,Thuringa,First Stage of Tertiary Education,No,0.94688,85,85,0.89891,0.99484
2000,Thuringa,Second Stage of Tertiary Education,No,0.95516,166,166,0.92358,0.98674
2001,Schleswig-Holstein,Lower Secondary Level,No,0.83512,73,73,0.74941,0.92084
2001,Schleswig-Holstein,Upper Secondary Level,No,0.96313,350,350,0.94336,0.98290
2001,Schleswig-Holstein,First Stage of Tertiary Education,No,0.96379,50,50,0.91149,1.01610
2001,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.94109,76,76,0.88780,0.99438
2001,Hamburg,Upper Secondary Level,No,0.88275,124,124,0.82589,0.93960
2001,Hamburg,Second Stage of Tertiary Education,No,0.86574,61,61,0.77948,0.95201
2001,Lower Saxony,Pre-primary Level,Yes,0.96804,47,47,0.91720,1.01887
2001,Lower Saxony,Lower Secondary Level,Yes,0.12238,54,294,0.08486,0.15991
2001,Lower Saxony,Lower Secondary Level,No,0.87762,240,294,0.84009,0.91514
2001,Lower Saxony,Upper Secondary Level,Yes,0.05585,53,1014,0.04171,0.06999
2001,Lower Saxony,Upper Secondary Level,No,0.94415,961,1014,0.93001,0.95829
2001,Lower Saxony,Post-secondary Non-tertiary Level,No,0.86391,96,96,0.79496,0.93286
2001,Lower Saxony,First Stage of Tertiary Education,No,0.96377,118,118,0.92991,0.99763
2001,Lower Saxony,Second Stage of Tertiary Education,No,0.93059,219,219,0.89686,0.96433
2001,Bremen,Upper Secondary Level,No,0.89704,71,71,0.82584,0.96823
2001,North Rhine-Westphalia,Pre-primary Level,Yes,0.96081,116,116,0.92535,0.99628
2001,North Rhine-Westphalia,Primary Level,No,0.95087,114,114,0.91102,0.99072
2001,North Rhine-Westphalia,Lower Secondary Level,Yes,0.14438,120,696,0.11825,0.17051
2001,North Rhine-Westphalia,Lower Secondary Level,No,0.85562,576,696,0.82949,0.88175
2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.05992,161,2372,0.05036,0.06947
2001,North Rhine-Westphalia,Upper Secondary Level,No,0.94008,2211,2372,0.93053,0.94964
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.89405,292,292,0.85869,0.92942
2001,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.97243,339,339,0.95498,0.98989
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.07344,46,638,0.05318,0.09370
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.92656,592,638,0.90630,0.94682
2001,Hesse,Lower Secondary Level,Yes,0.12438,38,236,0.08218,0.16657
2001,Hesse,Lower Secondary Level,No,0.87562,198,236,0.83343,0.91782
2001,Hesse,Upper Secondary Level,Yes,0.05140,49,754,0.03563,0.06717
2001,Hesse,Upper Secondary Level,No,0.94860,705,754,0.93283,0.96437
2001,Hesse,Post-secondary Non-tertiary Level,No,0.85583,93,93,0.78405,0.92761
2001,Hesse,First Stage of Tertiary Education,No,0.96506,81,81,0.92483,1.00530
2001,Hesse,Second Stage of Tertiary Education,No,0.97368,226,226,0.95276,0.99460
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.89428,212,212,0.85279,0.93577
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.05594,40,737,0.03933,0.07254
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.94406,697,737,0.92746,0.96067
2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.89881,53,53,0.81684,0.98078
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.96973,101,101,0.93615,1.00331
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.96847,134,134,0.93877,0.99817
