year,bula_h,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Brandenburg,Urban regions,No,0.79707,46,46,0.67956,0.91458
1994,Brandenburg,Rural regions,Yes,0.13130,84,548,0.10300,0.15960
1994,Brandenburg,Rural regions,No,0.86870,464,548,0.84040,0.89700
1994,Mecklenburg-Western Pomerania,Urban regions,No,0.83608,46,46,0.72791,0.94425
1994,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10943,46,355,0.07691,0.14195
1994,Mecklenburg-Western Pomerania,Rural regions,No,0.89057,309,355,0.85805,0.92309
1994,Saxony,Urban regions,Yes,0.11966,85,584,0.09332,0.14601
1994,Saxony,Urban regions,No,0.88034,499,584,0.85399,0.90668
1994,Saxony,Rural regions,Yes,0.09268,64,544,0.06829,0.11707
1994,Saxony,Rural regions,No,0.90732,480,544,0.88293,0.93171
1994,Saxony-Anhalt,Urban regions,No,0.92528,142,142,0.88188,0.96868
1994,Saxony-Anhalt,Rural regions,Yes,0.07938,55,546,0.05668,0.10207
1994,Saxony-Anhalt,Rural regions,No,0.92062,491,546,0.89793,0.94332
1994,Thuringa,Urban regions,No,0.90259,169,169,0.85776,0.94743
1994,Thuringa,Rural regions,Yes,0.09591,63,474,0.06937,0.12245
1994,Thuringa,Rural regions,No,0.90409,411,474,0.87755,0.93063
1995,Schleswig-Holstein,Urban regions,No,0.91396,128,128,0.86518,0.96273
1995,Schleswig-Holstein,Rural regions,No,0.87239,122,122,0.81293,0.93184
1995,Hamburg,Urban regions,No,0.92499,121,121,0.87786,0.97212
1995,Lower Saxony,Urban regions,Yes,0.08724,60,519,0.06294,0.11154
1995,Lower Saxony,Urban regions,No,0.91276,459,519,0.88846,0.93706
1995,Lower Saxony,Rural regions,Yes,0.09101,57,524,0.06636,0.11566
1995,Lower Saxony,Rural regions,No,0.90899,467,524,0.88434,0.93364
1995,Bremen,Urban regions,No,0.92690,85,85,0.87123,0.98256
1995,North Rhine-Westphalia,Urban regions,Yes,0.11210,330,2512,0.09976,0.12444
1995,North Rhine-Westphalia,Urban regions,No,0.88790,2182,2512,0.87556,0.90024
1995,North Rhine-Westphalia,Rural regions,No,0.88903,64,64,0.81147,0.96659
1995,Hesse,Urban regions,Yes,0.08060,76,803,0.06176,0.09944
1995,Hesse,Urban regions,No,0.91940,727,803,0.90056,0.93824
1995,Hesse,Rural regions,No,0.87202,121,121,0.81225,0.93179
1995,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09431,59,577,0.07044,0.11817
1995,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90569,518,577,0.88183,0.92956
1995,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93646,122,122,0.89299,0.97992
1995,Baden-Wuerttemberg,Urban regions,Yes,0.10240,179,1567,0.08738,0.11741
1995,Baden-Wuerttemberg,Urban regions,No,0.89760,1388,1567,0.88259,0.91262
1995,Baden-Wuerttemberg,Rural regions,No,0.92377,203,203,0.88718,0.96037
1995,Bavaria,Urban regions,Yes,0.09895,90,854,0.07891,0.11899
1995,Bavaria,Urban regions,No,0.90105,764,854,0.88101,0.92109
1995,Bavaria,Rural regions,Yes,0.09839,93,835,0.07817,0.11860
1995,Bavaria,Rural regions,No,0.90161,742,835,0.88140,0.92183
1995,Berlin,Urban regions,Yes,0.12542,78,568,0.09816,0.15268
1995,Berlin,Urban regions,No,0.87458,490,568,0.84732,0.90184
1995,Brandenburg,Rural regions,Yes,0.11684,87,569,0.09042,0.14326
1995,Brandenburg,Rural regions,No,0.88316,482,569,0.85674,0.90958
1995,Mecklenburg-Western Pomerania,Urban regions,No,0.73703,41,41,0.60059,0.87346
1995,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09361,46,361,0.06352,0.12370
1995,Mecklenburg-Western Pomerania,Rural regions,No,0.90639,315,361,0.87630,0.93648
1995,Saxony,Urban regions,Yes,0.11880,91,577,0.09238,0.14522
1995,Saxony,Urban regions,No,0.88120,486,577,0.85478,0.90762
1995,Saxony,Rural regions,Yes,0.07284,55,522,0.05052,0.09515
1995,Saxony,Rural regions,No,0.92716,467,522,0.90485,0.94948
1995,Saxony-Anhalt,Urban regions,No,0.95209,118,118,0.91339,0.99079
1995,Saxony-Anhalt,Rural regions,Yes,0.11434,80,561,0.08799,0.14070
1995,Saxony-Anhalt,Rural regions,No,0.88566,481,561,0.85930,0.91201
1995,Thuringa,Urban regions,No,0.89905,168,168,0.85336,0.94474
1995,Thuringa,Rural regions,Yes,0.10952,59,463,0.08104,0.13800
1995,Thuringa,Rural regions,No,0.89048,404,463,0.86200,0.91896
1996,Schleswig-Holstein,Urban regions,No,0.89628,126,126,0.84283,0.94973
1996,Schleswig-Holstein,Rural regions,No,0.88524,125,125,0.82914,0.94134
1996,Hamburg,Urban regions,No,0.90872,112,112,0.85514,0.96230
1996,Lower Saxony,Urban regions,Yes,0.09096,60,513,0.06606,0.11587
1996,Lower Saxony,Urban regions,No,0.90904,453,513,0.88413,0.93394
1996,Lower Saxony,Rural regions,Yes,0.08839,60,529,0.06418,0.11260
1996,Lower Saxony,Rural regions,No,0.91161,469,529,0.88740,0.93582
1996,Bremen,Urban regions,No,0.90765,83,83,0.84498,0.97031
1996,North Rhine-Westphalia,Urban regions,Yes,0.11181,309,2491,0.09943,0.12419
1996,North Rhine-Westphalia,Urban regions,No,0.88819,2182,2491,0.87581,0.90057
1996,North Rhine-Westphalia,Rural regions,No,0.89364,56,56,0.81216,0.97512
1996,Hesse,Urban regions,Yes,0.07231,65,767,0.05396,0.09065
1996,Hesse,Urban regions,No,0.92769,702,767,0.90935,0.94604
1996,Hesse,Rural regions,No,0.90332,124,124,0.85109,0.95554
1996,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07450,51,556,0.05265,0.09634
1996,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92550,505,556,0.90366,0.94735
1996,"Rhineland-Palatinate, Saarland",Rural regions,No,0.93074,123,123,0.88568,0.97579
1996,Baden-Wuerttemberg,Urban regions,Yes,0.09639,151,1485,0.08138,0.11141
1996,Baden-Wuerttemberg,Urban regions,No,0.90361,1334,1485,0.88859,0.91862
1996,Baden-Wuerttemberg,Rural regions,No,0.95687,204,204,0.92892,0.98482
1996,Bavaria,Urban regions,Yes,0.08774,85,829,0.06847,0.10701
1996,Bavaria,Urban regions,No,0.91226,744,829,0.89299,0.93153
1996,Bavaria,Rural regions,Yes,0.09208,83,830,0.07239,0.11176
1996,Bavaria,Rural regions,No,0.90792,747,830,0.88824,0.92761
1996,Berlin,Urban regions,Yes,0.11449,73,542,0.08766,0.14132
1996,Berlin,Urban regions,No,0.88551,469,542,0.85868,0.91234
1996,Brandenburg,Rural regions,Yes,0.12369,83,566,0.09655,0.15084
1996,Brandenburg,Rural regions,No,0.87631,483,566,0.84916,0.90345
1996,Mecklenburg-Western Pomerania,Urban regions,No,0.80972,41,41,0.68807,0.93136
1996,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10087,44,346,0.06909,0.13264
1996,Mecklenburg-Western Pomerania,Rural regions,No,0.89913,302,346,0.86736,0.93091
1996,Saxony,Urban regions,Yes,0.10725,81,570,0.08183,0.13268
1996,Saxony,Urban regions,No,0.89275,489,570,0.86732,0.91817
1996,Saxony,Rural regions,Yes,0.09701,61,539,0.07200,0.12202
1996,Saxony,Rural regions,No,0.90299,478,539,0.87798,0.92800
1996,Saxony-Anhalt,Urban regions,No,0.89478,130,130,0.84183,0.94773
1996,Saxony-Anhalt,Rural regions,Yes,0.09744,70,525,0.07205,0.12283
1996,Saxony-Anhalt,Rural regions,No,0.90256,455,525,0.87717,0.92795
1996,Thuringa,Urban regions,No,0.89719,166,166,0.85084,0.94353
1996,Thuringa,Rural regions,Yes,0.09254,59,469,0.06629,0.11880
1996,Thuringa,Rural regions,No,0.90746,410,469,0.88120,0.93371
1997,Schleswig-Holstein,Urban regions,No,0.87901,115,115,0.81914,0.93887
1997,Schleswig-Holstein,Rural regions,No,0.88283,121,121,0.82529,0.94038
1997,Hamburg,Urban regions,No,0.90118,108,108,0.84464,0.95773
1997,Lower Saxony,Urban regions,Yes,0.10244,64,515,0.07622,0.12865
1997,Lower Saxony,Urban regions,No,0.89756,451,515,0.87135,0.92378
1997,Lower Saxony,Rural regions,Yes,0.09763,57,522,0.07214,0.12311
1997,Lower Saxony,Rural regions,No,0.90237,465,522,0.87689,0.92786
1997,Bremen,Urban regions,No,0.94751,84,84,0.89954,0.99549
1997,North Rhine-Westphalia,Urban regions,Yes,0.11564,314,2439,0.10295,0.12834
1997,North Rhine-Westphalia,Urban regions,No,0.88436,2125,2439,0.87166,0.89705
1997,North Rhine-Westphalia,Rural regions,No,0.94729,62,62,0.89121,1.00337
1997,Hesse,Urban regions,Yes,0.08869,73,717,0.06787,0.10952
1997,Hesse,Urban regions,No,0.91131,644,717,0.89048,0.93213
1997,Hesse,Rural regions,No,0.89010,113,113,0.83218,0.94803
1997,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08148,52,570,0.05900,0.10396
1997,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91852,518,570,0.89604,0.94100
1997,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91956,127,127,0.87208,0.96705
1997,Baden-Wuerttemberg,Urban regions,Yes,0.10108,155,1499,0.08581,0.11634
1997,Baden-Wuerttemberg,Urban regions,No,0.89892,1344,1499,0.88366,0.91419
1997,Baden-Wuerttemberg,Rural regions,No,0.91660,186,186,0.87676,0.95644
1997,Bavaria,Urban regions,Yes,0.08898,85,817,0.06945,0.10852
1997,Bavaria,Urban regions,No,0.91102,732,817,0.89148,0.93055
1997,Bavaria,Rural regions,Yes,0.08274,70,806,0.06371,0.10177
1997,Bavaria,Rural regions,No,0.91726,736,806,0.89823,0.93629
1997,Berlin,Urban regions,Yes,0.08643,60,510,0.06202,0.11085
1997,Berlin,Urban regions,No,0.91357,450,510,0.88915,0.93798
1997,Brandenburg,Rural regions,Yes,0.13145,86,567,0.10361,0.15929
1997,Brandenburg,Rural regions,No,0.86855,481,567,0.84071,0.89639
1997,Mecklenburg-Western Pomerania,Urban regions,No,0.81882,42,42,0.70092,0.93672
1997,Mecklenburg-Western Pomerania,Rural regions,Yes,0.09313,38,333,0.06187,0.12439
1997,Mecklenburg-Western Pomerania,Rural regions,No,0.90687,295,333,0.87561,0.93813
1997,Saxony,Urban regions,Yes,0.09246,75,557,0.06838,0.11653
1997,Saxony,Urban regions,No,0.90754,482,557,0.88347,0.93162
1997,Saxony,Rural regions,Yes,0.08654,59,530,0.06258,0.11050
1997,Saxony,Rural regions,No,0.91346,471,530,0.88950,0.93742
1997,Saxony-Anhalt,Urban regions,No,0.86997,120,120,0.80954,0.93040
1997,Saxony-Anhalt,Rural regions,Yes,0.10713,76,526,0.08067,0.13358
1997,Saxony-Anhalt,Rural regions,No,0.89287,450,526,0.86642,0.91933
1997,Thuringa,Urban regions,No,0.88724,169,169,0.83941,0.93507
1997,Thuringa,Rural regions,Yes,0.09314,62,467,0.06676,0.11953
1997,Thuringa,Rural regions,No,0.90686,405,467,0.88047,0.93324
1998,Schleswig-Holstein,Urban regions,No,0.90462,168,168,0.86007,0.94917
1998,Schleswig-Holstein,Rural regions,No,0.86746,142,142,0.81149,0.92343
1998,Hamburg,Urban regions,No,0.88214,133,133,0.82713,0.93715
1998,Lower Saxony,Urban regions,Yes,0.10280,74,580,0.07806,0.12754
1998,Lower Saxony,Urban regions,No,0.89720,506,580,0.87246,0.92194
1998,Lower Saxony,Rural regions,Yes,0.09137,69,616,0.06860,0.11414
1998,Lower Saxony,Rural regions,No,0.90863,547,616,0.88586,0.93140
1998,Bremen,Urban regions,No,0.92905,90,90,0.87571,0.98239
1998,North Rhine-Westphalia,Urban regions,Yes,0.09163,288,2776,0.08090,0.10237
1998,North Rhine-Westphalia,Urban regions,No,0.90837,2488,2776,0.89763,0.91910
1998,North Rhine-Westphalia,Rural regions,No,0.94450,58,58,0.88507,1.00394
1998,Hesse,Urban regions,Yes,0.09574,83,798,0.07531,0.11616
1998,Hesse,Urban regions,No,0.90426,715,798,0.88384,0.92469
1998,Hesse,Rural regions,No,0.91541,135,135,0.86830,0.96253
1998,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09812,65,621,0.07471,0.12154
1998,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90188,556,621,0.87846,0.92529
1998,"Rhineland-Palatinate, Saarland",Rural regions,No,0.91548,164,164,0.87278,0.95819
1998,Baden-Wuerttemberg,Urban regions,Yes,0.10051,167,1608,0.08580,0.11521
1998,Baden-Wuerttemberg,Urban regions,No,0.89949,1441,1608,0.88479,0.91420
1998,Baden-Wuerttemberg,Rural regions,No,0.90761,185,185,0.86577,0.94945
1998,Bavaria,Urban regions,Yes,0.10263,92,916,0.08297,0.12230
1998,Bavaria,Urban regions,No,0.89737,824,916,0.87770,0.91703
1998,Bavaria,Rural regions,Yes,0.09418,96,955,0.07565,0.11272
1998,Bavaria,Rural regions,No,0.90582,859,955,0.88728,0.92435
1998,Berlin,Urban regions,Yes,0.12536,72,530,0.09714,0.15357
1998,Berlin,Urban regions,No,0.87464,458,530,0.84643,0.90286
1998,Brandenburg,Rural regions,Yes,0.10358,76,590,0.07897,0.12819
1998,Brandenburg,Rural regions,No,0.89642,514,590,0.87181,0.92103
1998,Mecklenburg-Western Pomerania,Urban regions,No,0.86787,42,42,0.76421,0.97152
1998,Mecklenburg-Western Pomerania,Rural regions,Yes,0.08644,39,355,0.05717,0.11572
1998,Mecklenburg-Western Pomerania,Rural regions,No,0.91356,316,355,0.88428,0.94283
1998,Saxony,Urban regions,Yes,0.08063,70,582,0.05849,0.10277
1998,Saxony,Urban regions,No,0.91937,512,582,0.89723,0.94151
1998,Saxony,Rural regions,Yes,0.08876,67,598,0.06594,0.11157
1998,Saxony,Rural regions,No,0.91124,531,598,0.88843,0.93406
1998,Saxony-Anhalt,Urban regions,No,0.90319,123,123,0.85072,0.95566
1998,Saxony-Anhalt,Rural regions,Yes,0.08908,67,555,0.06536,0.11280
1998,Saxony-Anhalt,Rural regions,No,0.91092,488,555,0.88720,0.93464
1998,Thuringa,Urban regions,No,0.89711,191,191,0.85391,0.94031
1998,Thuringa,Rural regions,Yes,0.07239,55,512,0.04992,0.09485
1998,Thuringa,Rural regions,No,0.92761,457,512,0.90515,0.95008
1999,Schleswig-Holstein,Urban regions,No,0.92731,150,150,0.88562,0.96900
1999,Schleswig-Holstein,Rural regions,No,0.89203,143,143,0.84098,0.94307
1999,Hamburg,Urban regions,No,0.86745,121,121,0.80678,0.92812
1999,Lower Saxony,Urban regions,Yes,0.11984,77,575,0.09327,0.14641
1999,Lower Saxony,Urban regions,No,0.88016,498,575,0.85359,0.90673
1999,Lower Saxony,Rural regions,Yes,0.09561,71,591,0.07188,0.11934
1999,Lower Saxony,Rural regions,No,0.90439,520,591,0.88066,0.92812
1999,Bremen,Urban regions,No,0.93362,81,81,0.87907,0.98817
1999,North Rhine-Westphalia,Urban regions,Yes,0.08809,277,2631,0.07726,0.09892
1999,North Rhine-Westphalia,Urban regions,No,0.91191,2354,2631,0.90108,0.92274
1999,North Rhine-Westphalia,Rural regions,No,0.94711,60,60,0.89000,1.00422
1999,Hesse,Urban regions,Yes,0.07999,78,754,0.06061,0.09937
1999,Hesse,Urban regions,No,0.92001,676,754,0.90063,0.93939
1999,Hesse,Rural regions,No,0.87237,122,122,0.81291,0.93183
1999,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.11908,70,593,0.09299,0.14517
1999,"Rhineland-Palatinate, Saarland",Urban regions,No,0.88092,523,593,0.85483,0.90701
1999,"Rhineland-Palatinate, Saarland",Rural regions,No,0.94346,164,164,0.90800,0.97892
1999,Baden-Wuerttemberg,Urban regions,Yes,0.10646,163,1529,0.09099,0.12192
1999,Baden-Wuerttemberg,Urban regions,No,0.89354,1366,1529,0.87808,0.90901
1999,Baden-Wuerttemberg,Rural regions,No,0.91579,177,177,0.87477,0.95682
1999,Bavaria,Urban regions,Yes,0.09791,85,893,0.07841,0.11742
1999,Bavaria,Urban regions,No,0.90209,808,893,0.88258,0.92159
1999,Bavaria,Rural regions,Yes,0.09348,85,900,0.07445,0.11250
1999,Bavaria,Rural regions,No,0.90652,815,900,0.88750,0.92555
1999,Berlin,Urban regions,Yes,0.16144,96,515,0.12963,0.19325
1999,Berlin,Urban regions,No,0.83856,419,515,0.80675,0.87037
1999,Brandenburg,Rural regions,Yes,0.08537,63,559,0.06219,0.10856
1999,Brandenburg,Rural regions,No,0.91463,496,559,0.89144,0.93781
1999,Mecklenburg-Western Pomerania,Urban regions,No,0.89737,43,43,0.80558,0.98915
1999,Mecklenburg-Western Pomerania,Rural regions,Yes,0.10661,47,347,0.07409,0.13913
1999,Mecklenburg-Western Pomerania,Rural regions,No,0.89339,300,347,0.86087,0.92591
1999,Saxony,Urban regions,Yes,0.08455,67,561,0.06151,0.10760
1999,Saxony,Urban regions,No,0.91545,494,561,0.89240,0.93849
1999,Saxony,Rural regions,Yes,0.09876,72,590,0.07467,0.12286
1999,Saxony,Rural regions,No,0.90124,518,590,0.87714,0.92533
1999,Saxony-Anhalt,Urban regions,No,0.86099,116,116,0.79776,0.92422
1999,Saxony-Anhalt,Rural regions,Yes,0.11202,77,556,0.08578,0.13826
1999,Saxony-Anhalt,Rural regions,No,0.88798,479,556,0.86174,0.91422
1999,Thuringa,Urban regions,No,0.90624,202,202,0.86595,0.94654
1999,Thuringa,Rural regions,Yes,0.07753,52,493,0.05390,0.10116
1999,Thuringa,Rural regions,No,0.92247,441,493,0.89884,0.94610
2000,Schleswig-Holstein,Urban regions,No,0.91666,266,266,0.88338,0.94994
2000,Schleswig-Holstein,Rural regions,Yes,0.06909,36,418,0.04475,0.09343
2000,Schleswig-Holstein,Rural regions,No,0.93091,382,418,0.90657,0.95525
2000,Hamburg,Urban regions,Yes,0.11098,32,299,0.07531,0.14664
2000,Hamburg,Urban regions,No,0.88902,267,299,0.85336,0.92469
2000,Lower Saxony,Urban regions,Yes,0.10525,111,969,0.08592,0.12459
2000,Lower Saxony,Urban regions,No,0.89475,858,969,0.87541,0.91408
2000,Lower Saxony,Rural regions,Yes,0.08751,102,1057,0.07047,0.10456
2000,Lower Saxony,Rural regions,No,0.91249,955,1057,0.89544,0.92953
2000,Bremen,Urban regions,No,0.93266,170,170,0.89488,0.97045
2000,North Rhine-Westphalia,Urban regions,Yes,0.08703,495,4999,0.07922,0.09485
2000,North Rhine-Westphalia,Urban regions,No,0.91297,4504,4999,0.90515,0.92078
2000,North Rhine-Westphalia,Rural regions,No,0.93146,132,132,0.88819,0.97473
2000,Hesse,Urban regions,Yes,0.08267,134,1339,0.06791,0.09743
2000,Hesse,Urban regions,No,0.91733,1205,1339,0.90257,0.93209
2000,Hesse,Rural regions,Yes,0.11767,44,332,0.08296,0.15238
2000,Hesse,Rural regions,No,0.88233,288,332,0.84762,0.91704
2000,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.07444,88,1101,0.05893,0.08995
2000,"Rhineland-Palatinate, Saarland",Urban regions,No,0.92556,1013,1101,0.91005,0.94107
2000,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.07745,33,361,0.04984,0.10506
2000,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92255,328,361,0.89494,0.95016
2000,Baden-Wuerttemberg,Urban regions,Yes,0.09696,294,2654,0.08570,0.10822
2000,Baden-Wuerttemberg,Urban regions,No,0.90304,2360,2654,0.89178,0.91430
2000,Baden-Wuerttemberg,Rural regions,No,0.90657,274,274,0.87205,0.94110
2000,Bavaria,Urban regions,Yes,0.09739,156,1623,0.08296,0.11182
2000,Bavaria,Urban regions,No,0.90261,1467,1623,0.88818,0.91704
2000,Bavaria,Rural regions,Yes,0.09865,178,1750,0.08468,0.11263
2000,Bavaria,Rural regions,No,0.90135,1572,1750,0.88737,0.91532
2000,Berlin,Urban regions,Yes,0.13455,120,811,0.11105,0.15805
2000,Berlin,Urban regions,No,0.86545,691,811,0.84195,0.88895
2000,Brandenburg,Urban regions,No,0.79016,56,56,0.68254,0.89778
2000,Brandenburg,Rural regions,Yes,0.09794,116,948,0.07901,0.11687
2000,Brandenburg,Rural regions,No,0.90206,832,948,0.88313,0.92099
2000,Mecklenburg-Western Pomerania,Urban regions,No,0.94856,70,70,0.89644,1.00068
2000,Mecklenburg-Western Pomerania,Rural regions,Yes,0.11201,65,489,0.08403,0.14000
2000,Mecklenburg-Western Pomerania,Rural regions,No,0.88799,424,489,0.86000,0.91597
2000,Saxony,Urban regions,Yes,0.11693,122,839,0.09518,0.13869
2000,Saxony,Urban regions,No,0.88307,717,839,0.86131,0.90482
2000,Saxony,Rural regions,Yes,0.09661,111,937,0.07768,0.11553
2000,Saxony,Rural regions,No,0.90339,826,937,0.88447,0.92232
2000,Saxony-Anhalt,Urban regions,No,0.86058,177,177,0.80941,0.91176
2000,Saxony-Anhalt,Rural regions,Yes,0.09883,104,854,0.07881,0.11886
2000,Saxony-Anhalt,Rural regions,No,0.90117,750,854,0.88114,0.92119
2000,Thuringa,Urban regions,Yes,0.09834,36,284,0.06365,0.13304
2000,Thuringa,Urban regions,No,0.90166,248,284,0.86696,0.93635
2000,Thuringa,Rural regions,Yes,0.08921,80,768,0.06903,0.10938
2000,Thuringa,Rural regions,No,0.91079,688,768,0.89062,0.93097
2001,Schleswig-Holstein,Urban regions,No,0.91632,250,250,0.88193,0.95072
2001,Schleswig-Holstein,Rural regions,Yes,0.08081,37,371,0.05304,0.10858
2001,Schleswig-Holstein,Rural regions,No,0.91919,334,371,0.89142,0.94696
2001,Hamburg,Urban regions,Yes,0.14300,38,274,0.10147,0.18453
2001,Hamburg,Urban regions,No,0.85700,236,274,0.81547,0.89853
2001,Lower Saxony,Urban regions,Yes,0.09377,91,889,0.07460,0.11294
2001,Lower Saxony,Urban regions,No,0.90623,798,889,0.88706,0.92540
2001,Lower Saxony,Rural regions,Yes,0.09184,96,964,0.07360,0.11008
2001,Lower Saxony,Rural regions,No,0.90816,868,964,0.88992,0.92640
2001,Bremen,Urban regions,No,0.89679,140,140,0.84621,0.94736
2001,North Rhine-Westphalia,Urban regions,Yes,0.09598,491,4528,0.08739,0.10456
2001,North Rhine-Westphalia,Urban regions,No,0.90402,4037,4528,0.89544,0.91261
2001,North Rhine-Westphalia,Rural regions,No,0.89691,105,105,0.83847,0.95535
2001,Hesse,Urban regions,Yes,0.07943,116,1180,0.06399,0.09486
2001,Hesse,Urban regions,No,0.92057,1064,1180,0.90514,0.93601
2001,Hesse,Rural regions,Yes,0.09395,37,302,0.06099,0.12691
2001,Hesse,Rural regions,No,0.90605,265,302,0.87309,0.93901
2001,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.08941,94,1025,0.07193,0.10688
2001,"Rhineland-Palatinate, Saarland",Urban regions,No,0.91059,931,1025,0.89312,0.92807
2001,"Rhineland-Palatinate, Saarland",Rural regions,No,0.92575,299,299,0.89598,0.95552
2001,Baden-Wuerttemberg,Urban regions,Yes,0.09796,255,2344,0.08593,0.11000
2001,Baden-Wuerttemberg,Urban regions,No,0.90204,2089,2344,0.89000,0.91407
2001,Baden-Wuerttemberg,Rural regions,No,0.91485,232,232,0.87885,0.95084
2001,Bavaria,Urban regions,Yes,0.10668,153,1479,0.09094,0.12242
2001,Bavaria,Urban regions,No,0.89332,1326,1479,0.87758,0.90906
2001,Bavaria,Rural regions,Yes,0.09627,160,1560,0.08163,0.11091
2001,Bavaria,Rural regions,No,0.90373,1400,1560,0.88909,0.91837
2001,Berlin,Urban regions,Yes,0.14487,125,790,0.12031,0.16943
2001,Berlin,Urban regions,No,0.85513,665,790,0.83057,0.87969
2001,Brandenburg,Urban regions,No,0.79649,55,55,0.68910,0.90387
2001,Brandenburg,Rural regions,Yes,0.11426,122,887,0.09332,0.13521
2001,Brandenburg,Rural regions,No,0.88574,765,887,0.86479,0.90668
2001,Mecklenburg-Western Pomerania,Urban regions,No,0.95760,61,61,0.90662,1.00859
2001,Mecklenburg-Western Pomerania,Rural regions,Yes,0.07898,46,445,0.05389,0.10407
2001,Mecklenburg-Western Pomerania,Rural regions,No,0.92102,399,445,0.89593,0.94611
2001,Saxony,Urban regions,Yes,0.11565,106,790,0.09334,0.13797
2001,Saxony,Urban regions,No,0.88435,684,790,0.86203,0.90666
2001,Saxony,Rural regions,Yes,0.09546,91,852,0.07572,0.11520
2001,Saxony,Rural regions,No,0.90454,761,852,0.88480,0.92428
2001,Saxony-Anhalt,Urban regions,No,0.86238,162,162,0.80916,0.91559
2001,Saxony-Anhalt,Rural regions,Yes,0.09648,102,814,0.07618,0.11677
2001,Saxony-Anhalt,Rural regions,No,0.90352,712,814,0.88323,0.92382
2001,Thuringa,Urban regions,Yes,0.15045,46,280,0.10850,0.19240
2001,Thuringa,Urban regions,No,0.84955,234,280,0.80760,0.89150
2001,Thuringa,Rural regions,Yes,0.09274,82,687,0.07104,0.11445
2001,Thuringa,Rural regions,No,0.90726,605,687,0.88555,0.92896
2002,Schleswig-Holstein,Urban regions,Yes,0.07392,33,308,0.04466,0.10319
2002,Schleswig-Holstein,Urban regions,No,0.92608,275,308,0.89681,0.95534
2002,Schleswig-Holstein,Rural regions,Yes,0.09824,43,411,0.06943,0.12706
2002,Schleswig-Holstein,Rural regions,No,0.90176,368,411,0.87294,0.93057
2002,Hamburg,Urban regions,Yes,0.10401,34,325,0.07077,0.13725
2002,Hamburg,Urban regions,No,0.89599,291,325,0.86275,0.92923
2002,Lower Saxony,Urban regions,Yes,0.08511,99,961,0.06746,0.10276
2002,Lower Saxony,Urban regions,No,0.91489,862,961,0.89724,0.93254
2002,Lower Saxony,Rural regions,Yes,0.09988,108,1017,0.08144,0.11831
2002,Lower Saxony,Rural regions,No,0.90012,909,1017,0.88169,0.91856
2002,Bremen,Urban regions,No,0.90992,151,151,0.86411,0.95574
2002,North Rhine-Westphalia,Urban regions,Yes,0.09377,517,4751,0.08548,0.10206
2002,North Rhine-Westphalia,Urban regions,No,0.90623,4234,4751,0.89794,0.91452
2002,North Rhine-Westphalia,Rural regions,No,0.89755,105,105,0.83927,0.95583
2002,Hesse,Urban regions,Yes,0.08439,132,1337,0.06948,0.09929
2002,Hesse,Urban regions,No,0.91561,1205,1337,0.90071,0.93052
2002,Hesse,Rural regions,Yes,0.12002,44,302,0.08330,0.15673
2002,Hesse,Rural regions,No,0.87998,258,302,0.84327,0.91670
2002,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.09362,98,1037,0.07588,0.11136
2002,"Rhineland-Palatinate, Saarland",Urban regions,No,0.90638,939,1037,0.88864,0.92412
2002,"Rhineland-Palatinate, Saarland",Rural regions,Yes,0.10793,38,339,0.07485,0.14101
2002,"Rhineland-Palatinate, Saarland",Rural regions,No,0.89207,301,339,0.85899,0.92515
2002,Baden-Wuerttemberg,Urban regions,Yes,0.10366,290,2542,0.09181,0.11551
2002,Baden-Wuerttemberg,Urban regions,No,0.89634,2252,2542,0.88449,0.90819
2002,Baden-Wuerttemberg,Rural regions,No,0.92051,235,235,0.88585,0.95517
2002,Bavaria,Urban regions,Yes,0.09585,161,1636,0.08158,0.11011
2002,Bavaria,Urban regions,No,0.90415,1475,1636,0.88989,0.91842
2002,Bavaria,Rural regions,Yes,0.09170,184,1620,0.07764,0.10576
2002,Bavaria,Rural regions,No,0.90830,1436,1620,0.89424,0.92236
2002,Berlin,Urban regions,Yes,0.14907,136,828,0.12479,0.17334
2002,Berlin,Urban regions,No,0.85093,692,828,0.82666,0.87521
2002,Brandenburg,Urban regions,No,0.80205,56,56,0.69674,0.90735
2002,Brandenburg,Rural regions,Yes,0.11500,116,894,0.09408,0.13593
