year,bula_h,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,Schleswig-Holstein,2nd Quintile,No,0.92601,147,147,0.88355,0.96847
2015,Schleswig-Holstein,3rd Quintile,No,0.93727,158,158,0.89934,0.97520
2015,Schleswig-Holstein,4th Quintile,No,0.89740,160,160,0.85023,0.94456
2015,Schleswig-Holstein,5th Quintile,No,0.92829,129,129,0.88359,0.97299
2015,Hamburg,1st Quintile,No,0.88794,52,52,0.80137,0.97452
2015,Hamburg,2nd Quintile,No,0.93609,70,70,0.87838,0.99381
2015,Hamburg,3rd Quintile,No,0.96112,81,81,0.91877,1.00348
2015,Hamburg,4th Quintile,No,0.98235,73,73,0.95193,1.01277
2015,Hamburg,5th Quintile,No,0.91737,111,111,0.86592,0.96882
2015,Lower Saxony,1st Quintile,Yes,0.15434,77,533,0.12364,0.18504
2015,Lower Saxony,1st Quintile,No,0.84566,456,533,0.81496,0.87636
2015,Lower Saxony,2nd Quintile,Yes,0.09579,59,466,0.06904,0.12254
2015,Lower Saxony,2nd Quintile,No,0.90421,407,466,0.87746,0.93096
2015,Lower Saxony,3rd Quintile,Yes,0.14974,49,459,0.11706,0.18242
2015,Lower Saxony,3rd Quintile,No,0.85026,410,459,0.81758,0.88294
2015,Lower Saxony,4th Quintile,Yes,0.07372,50,495,0.05067,0.09676
2015,Lower Saxony,4th Quintile,No,0.92628,445,495,0.90324,0.94933
2015,Lower Saxony,5th Quintile,No,0.95477,452,452,0.93559,0.97395
2015,Bremen,1st Quintile,No,0.71121,40,40,0.56898,0.85345
2015,Bremen,2nd Quintile,No,0.71789,37,37,0.57088,0.86489
2015,North Rhine-Westphalia,1st Quintile,Yes,0.18010,205,1204,0.15838,0.20181
2015,North Rhine-Westphalia,1st Quintile,No,0.81990,999,1204,0.79819,0.84162
2015,North Rhine-Westphalia,2nd Quintile,Yes,0.10313,117,998,0.08425,0.12200
2015,North Rhine-Westphalia,2nd Quintile,No,0.89687,881,998,0.87800,0.91575
2015,North Rhine-Westphalia,3rd Quintile,Yes,0.10721,101,926,0.08727,0.12715
2015,North Rhine-Westphalia,3rd Quintile,No,0.89279,825,926,0.87285,0.91273
2015,North Rhine-Westphalia,4th Quintile,Yes,0.09326,98,983,0.07507,0.11145
2015,North Rhine-Westphalia,4th Quintile,No,0.90674,885,983,0.88855,0.92493
2015,North Rhine-Westphalia,5th Quintile,Yes,0.07123,79,1077,0.05586,0.08660
2015,North Rhine-Westphalia,5th Quintile,No,0.92877,998,1077,0.91340,0.94414
2015,Hesse,1st Quintile,Yes,0.18917,70,332,0.14698,0.23136
2015,Hesse,1st Quintile,No,0.81083,262,332,0.76864,0.85302
2015,Hesse,2nd Quintile,Yes,0.13420,36,288,0.09476,0.17364
2015,Hesse,2nd Quintile,No,0.86580,252,288,0.82636,0.90524
2015,Hesse,3rd Quintile,Yes,0.10580,33,326,0.07236,0.13924
2015,Hesse,3rd Quintile,No,0.89420,293,326,0.86076,0.92764
2015,Hesse,4th Quintile,No,0.92770,289,289,0.89779,0.95761
2015,Hesse,5th Quintile,Yes,0.08149,33,459,0.05643,0.10654
2015,Hesse,5th Quintile,No,0.91851,426,459,0.89346,0.94357
2015,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.14286,47,317,0.10428,0.18144
2015,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.85714,270,317,0.81856,0.89572
2015,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.92381,284,284,0.89289,0.95472
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,0.15906,41,322,0.11905,0.19907
2015,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.84094,281,322,0.80093,0.88095
2015,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.95757,248,248,0.93243,0.98271
2015,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.92666,266,266,0.89527,0.95805
2015,Baden-Wuerttemberg,1st Quintile,Yes,0.16456,60,375,0.12698,0.20213
2015,Baden-Wuerttemberg,1st Quintile,No,0.83544,315,375,0.79787,0.87302
2015,Baden-Wuerttemberg,2nd Quintile,Yes,0.09182,64,521,0.06700,0.11664
2015,Baden-Wuerttemberg,2nd Quintile,No,0.90818,457,521,0.88336,0.93300
2015,Baden-Wuerttemberg,3rd Quintile,Yes,0.11116,72,648,0.08694,0.13538
2015,Baden-Wuerttemberg,3rd Quintile,No,0.88884,576,648,0.86462,0.91306
2015,Baden-Wuerttemberg,4th Quintile,Yes,0.07802,58,655,0.05747,0.09858
2015,Baden-Wuerttemberg,4th Quintile,No,0.92198,597,655,0.90142,0.94253
2015,Baden-Wuerttemberg,5th Quintile,Yes,0.05263,39,794,0.03709,0.06818
2015,Baden-Wuerttemberg,5th Quintile,No,0.94737,755,794,0.93182,0.96291
2015,Bavaria,1st Quintile,Yes,0.13090,94,609,0.10409,0.15771
2015,Bavaria,1st Quintile,No,0.86910,515,609,0.84229,0.89591
2015,Bavaria,2nd Quintile,Yes,0.08916,84,815,0.06958,0.10874
2015,Bavaria,2nd Quintile,No,0.91084,731,815,0.89126,0.93042
2015,Bavaria,3rd Quintile,Yes,0.05120,64,755,0.03547,0.06693
2015,Bavaria,3rd Quintile,No,0.94880,691,755,0.93307,0.96453
2015,Bavaria,4th Quintile,Yes,0.08147,78,853,0.06310,0.09984
2015,Bavaria,4th Quintile,No,0.91853,775,853,0.90016,0.93690
2015,Bavaria,5th Quintile,Yes,0.08088,86,1013,0.06408,0.09768
2015,Bavaria,5th Quintile,No,0.91912,927,1013,0.90232,0.93592
2015,Berlin,1st Quintile,Yes,0.18100,46,213,0.12918,0.23283
2015,Berlin,1st Quintile,No,0.81900,167,213,0.76717,0.87082
2015,Berlin,2nd Quintile,No,0.90479,179,179,0.86167,0.94791
2015,Berlin,3rd Quintile,No,0.91562,127,127,0.86709,0.96415
2015,Berlin,4th Quintile,No,0.92268,162,162,0.88142,0.96394
2015,Berlin,5th Quintile,No,0.89710,172,172,0.85156,0.94264
2015,Brandenburg,1st Quintile,Yes,0.08730,32,264,0.05319,0.12142
2015,Brandenburg,1st Quintile,No,0.91270,232,264,0.87858,0.94681
2015,Brandenburg,2nd Quintile,No,0.96766,215,215,0.94395,0.99136
2015,Brandenburg,3rd Quintile,No,0.95726,200,200,0.92915,0.98536
2015,Brandenburg,4th Quintile,No,0.95936,140,140,0.92653,0.99218
2015,Brandenburg,5th Quintile,No,0.95953,119,119,0.92397,0.99509
2015,Mecklenburg-Western Pomerania,1st Quintile,No,0.84278,114,114,0.77566,0.90989
2015,Mecklenburg-Western Pomerania,2nd Quintile,No,0.94953,172,172,0.91671,0.98234
2015,Mecklenburg-Western Pomerania,3rd Quintile,No,0.91823,101,101,0.86452,0.97194
2015,Mecklenburg-Western Pomerania,4th Quintile,No,0.99768,65,65,0.98589,1.00947
2015,Mecklenburg-Western Pomerania,5th Quintile,No,0.99276,61,61,0.97131,1.01421
2015,Saxony,1st Quintile,Yes,0.12195,41,327,0.08643,0.15747
2015,Saxony,1st Quintile,No,0.87805,286,327,0.84253,0.91357
2015,Saxony,2nd Quintile,Yes,0.05734,36,470,0.03630,0.07839
2015,Saxony,2nd Quintile,No,0.94266,434,470,0.92161,0.96370
2015,Saxony,3rd Quintile,No,0.92558,284,284,0.89500,0.95616
2015,Saxony,4th Quintile,No,0.92558,243,243,0.89251,0.95865
2015,Saxony,5th Quintile,No,0.95525,146,146,0.92159,0.98890
2015,Saxony-Anhalt,1st Quintile,Yes,0.10375,31,258,0.06647,0.14103
2015,Saxony-Anhalt,1st Quintile,No,0.89625,227,258,0.85897,0.93353
2015,Saxony-Anhalt,2nd Quintile,No,0.95220,229,229,0.92450,0.97989
2015,Saxony-Anhalt,3rd Quintile,No,0.91303,156,156,0.86867,0.95740
2015,Saxony-Anhalt,4th Quintile,No,0.90762,122,122,0.85603,0.95922
2015,Saxony-Anhalt,5th Quintile,No,0.91332,82,82,0.85205,0.97460
2015,Thuringa,1st Quintile,No,0.87684,192,192,0.83024,0.92345
2015,Thuringa,2nd Quintile,No,0.97014,242,242,0.94865,0.99163
2015,Thuringa,3rd Quintile,No,0.97952,178,178,0.95865,1.00038
2015,Thuringa,4th Quintile,No,0.92563,133,133,0.88088,0.97039
2015,Thuringa,5th Quintile,No,0.96337,106,106,0.92743,0.99930
2016,Schleswig-Holstein,1st Quintile,Yes,0.14164,33,198,0.09294,0.19033
2016,Schleswig-Holstein,1st Quintile,No,0.85836,165,198,0.80967,0.90706
2016,Schleswig-Holstein,2nd Quintile,No,0.93595,152,152,0.89689,0.97500
2016,Schleswig-Holstein,3rd Quintile,No,0.94910,155,155,0.91438,0.98381
2016,Schleswig-Holstein,4th Quintile,No,0.97813,136,136,0.95346,1.00280
2016,Schleswig-Holstein,5th Quintile,No,0.89146,134,134,0.83860,0.94433
2016,Hamburg,1st Quintile,No,0.77011,59,59,0.66183,0.87840
2016,Hamburg,2nd Quintile,No,0.88618,69,69,0.81069,0.96167
2016,Hamburg,3rd Quintile,No,0.94558,54,54,0.88451,1.00665
2016,Hamburg,4th Quintile,No,0.94185,89,89,0.89295,0.99075
2016,Hamburg,5th Quintile,No,0.95579,110,110,0.91721,0.99438
2016,Lower Saxony,1st Quintile,Yes,0.22236,100,564,0.18801,0.25671
2016,Lower Saxony,1st Quintile,No,0.77764,464,564,0.74329,0.81199
2016,Lower Saxony,2nd Quintile,Yes,0.10273,60,427,0.07390,0.13156
2016,Lower Saxony,2nd Quintile,No,0.89727,367,427,0.86844,0.92610
2016,Lower Saxony,3rd Quintile,Yes,0.09754,46,431,0.06950,0.12558
2016,Lower Saxony,3rd Quintile,No,0.90246,385,431,0.87442,0.93050
2016,Lower Saxony,4th Quintile,Yes,0.06708,43,481,0.04470,0.08946
2016,Lower Saxony,4th Quintile,No,0.93292,438,481,0.91054,0.95530
2016,Lower Saxony,5th Quintile,Yes,0.07049,32,477,0.04749,0.09348
2016,Lower Saxony,5th Quintile,No,0.92951,445,477,0.90652,0.95251
2016,Bremen,1st Quintile,No,0.67802,55,55,0.55340,0.80264
2016,Bremen,2nd Quintile,No,0.83706,35,35,0.71292,0.96120
2016,North Rhine-Westphalia,1st Quintile,Yes,0.16408,202,1169,0.14284,0.18532
2016,North Rhine-Westphalia,1st Quintile,No,0.83592,967,1169,0.81468,0.85716
2016,North Rhine-Westphalia,2nd Quintile,Yes,0.13111,122,997,0.11015,0.15207
2016,North Rhine-Westphalia,2nd Quintile,No,0.86889,875,997,0.84793,0.88985
2016,North Rhine-Westphalia,3rd Quintile,Yes,0.11952,104,900,0.09831,0.14072
2016,North Rhine-Westphalia,3rd Quintile,No,0.88048,796,900,0.85928,0.90169
2016,North Rhine-Westphalia,4th Quintile,Yes,0.07635,83,946,0.05942,0.09328
2016,North Rhine-Westphalia,4th Quintile,No,0.92365,863,946,0.90672,0.94058
2016,North Rhine-Westphalia,5th Quintile,Yes,0.08075,79,1057,0.06432,0.09719
2016,North Rhine-Westphalia,5th Quintile,No,0.91925,978,1057,0.90281,0.93568
2016,Hesse,1st Quintile,Yes,0.21870,65,310,0.17261,0.26479
2016,Hesse,1st Quintile,No,0.78130,245,310,0.73521,0.82739
2016,Hesse,2nd Quintile,Yes,0.12667,35,296,0.08871,0.16462
2016,Hesse,2nd Quintile,No,0.87333,261,296,0.83538,0.91129
2016,Hesse,3rd Quintile,No,0.95072,262,262,0.92446,0.97698
2016,Hesse,4th Quintile,No,0.92228,273,273,0.89046,0.95410
2016,Hesse,5th Quintile,Yes,0.08593,38,438,0.05965,0.11221
2016,Hesse,5th Quintile,No,0.91407,400,438,0.88779,0.94035
2016,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.15700,45,348,0.11872,0.19528
2016,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.84300,303,348,0.80472,0.88128
2016,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93173,294,294,0.90285,0.96061
2016,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.86841,256,256,0.82692,0.90990
2016,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.92950,237,237,0.89684,0.96216
2016,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.92608,256,256,0.89396,0.95819
2016,Baden-Wuerttemberg,1st Quintile,Yes,0.11686,48,357,0.08349,0.15023
2016,Baden-Wuerttemberg,1st Quintile,No,0.88314,309,357,0.84977,0.91651
2016,Baden-Wuerttemberg,2nd Quintile,Yes,0.11362,68,523,0.08640,0.14085
2016,Baden-Wuerttemberg,2nd Quintile,No,0.88638,455,523,0.85915,0.91360
2016,Baden-Wuerttemberg,3rd Quintile,Yes,0.11273,61,593,0.08726,0.13821
2016,Baden-Wuerttemberg,3rd Quintile,No,0.88727,532,593,0.86179,0.91274
2016,Baden-Wuerttemberg,4th Quintile,Yes,0.07474,60,653,0.05455,0.09492
2016,Baden-Wuerttemberg,4th Quintile,No,0.92526,593,653,0.90508,0.94545
2016,Baden-Wuerttemberg,5th Quintile,Yes,0.05154,43,723,0.03541,0.06767
2016,Baden-Wuerttemberg,5th Quintile,No,0.94846,680,723,0.93233,0.96459
2016,Bavaria,1st Quintile,Yes,0.12227,76,566,0.09526,0.14929
2016,Bavaria,1st Quintile,No,0.87773,490,566,0.85071,0.90474
2016,Bavaria,2nd Quintile,Yes,0.09071,75,822,0.07106,0.11036
2016,Bavaria,2nd Quintile,No,0.90929,747,822,0.88964,0.92894
2016,Bavaria,3rd Quintile,Yes,0.08128,64,743,0.06162,0.10094
2016,Bavaria,3rd Quintile,No,0.91872,679,743,0.89906,0.93838
2016,Bavaria,4th Quintile,Yes,0.08138,74,826,0.06272,0.10004
2016,Bavaria,4th Quintile,No,0.91862,752,826,0.89996,0.93728
2016,Bavaria,5th Quintile,Yes,0.07244,68,938,0.05584,0.08903
2016,Bavaria,5th Quintile,No,0.92756,870,938,0.91097,0.94416
2016,Berlin,1st Quintile,Yes,0.24192,55,223,0.18559,0.29826
2016,Berlin,1st Quintile,No,0.75808,168,223,0.70174,0.81441
2016,Berlin,2nd Quintile,No,0.94491,156,156,0.90900,0.98083
2016,Berlin,3rd Quintile,No,0.86460,141,141,0.80793,0.92128
2016,Berlin,4th Quintile,No,0.94275,174,174,0.90813,0.97737
2016,Berlin,5th Quintile,No,0.94439,168,168,0.90963,0.97915
2016,Brandenburg,1st Quintile,Yes,0.10462,34,228,0.06480,0.14443
2016,Brandenburg,1st Quintile,No,0.89538,194,228,0.85557,0.93520
2016,Brandenburg,2nd Quintile,No,0.93566,241,241,0.90462,0.96670
2016,Brandenburg,3rd Quintile,No,0.95578,198,198,0.92707,0.98449
2016,Brandenburg,4th Quintile,No,0.99013,127,127,0.97287,1.00739
2016,Brandenburg,5th Quintile,No,0.97921,116,116,0.95314,1.00529
2016,Mecklenburg-Western Pomerania,1st Quintile,No,0.92188,132,132,0.87593,0.96784
2016,Mecklenburg-Western Pomerania,2nd Quintile,No,0.95571,126,126,0.91965,0.99178
2016,Mecklenburg-Western Pomerania,3rd Quintile,No,0.97547,109,109,0.94629,1.00464
2016,Mecklenburg-Western Pomerania,4th Quintile,No,0.99754,74,74,0.98618,1.00890
2016,Mecklenburg-Western Pomerania,5th Quintile,No,0.96947,54,54,0.92315,1.01579
2016,Saxony,1st Quintile,Yes,0.12691,45,330,0.09094,0.16288
2016,Saxony,1st Quintile,No,0.87309,285,330,0.83712,0.90906
2016,Saxony,2nd Quintile,Yes,0.08563,32,411,0.05854,0.11271
2016,Saxony,2nd Quintile,No,0.91437,379,411,0.88729,0.94146
2016,Saxony,3rd Quintile,No,0.93997,310,310,0.91349,0.96646
2016,Saxony,4th Quintile,No,0.89682,213,213,0.85587,0.93777
2016,Saxony,5th Quintile,No,0.94928,139,139,0.91268,0.98589
2016,Saxony-Anhalt,1st Quintile,Yes,0.15226,35,256,0.10816,0.19636
2016,Saxony-Anhalt,1st Quintile,No,0.84774,221,256,0.80364,0.89184
2016,Saxony-Anhalt,2nd Quintile,No,0.97024,204,204,0.94686,0.99362
2016,Saxony-Anhalt,3rd Quintile,No,0.84922,146,146,0.79098,0.90746
2016,Saxony-Anhalt,4th Quintile,No,0.95200,122,122,0.91391,0.99009
2016,Saxony-Anhalt,5th Quintile,No,0.93550,74,74,0.87915,0.99185
2016,Thuringa,1st Quintile,No,0.86055,195,195,0.81180,0.90929
2016,Thuringa,2nd Quintile,No,0.95876,233,233,0.93317,0.98435
2016,Thuringa,3rd Quintile,No,0.95072,173,173,0.91837,0.98307
2016,Thuringa,4th Quintile,No,0.93325,145,145,0.89249,0.97402
2016,Thuringa,5th Quintile,No,0.96221,96,96,0.92386,1.00055
2017,Schleswig-Holstein,1st Quintile,Yes,0.13942,45,287,0.09927,0.17956
2017,Schleswig-Holstein,1st Quintile,No,0.86058,242,287,0.82044,0.90073
2017,Schleswig-Holstein,2nd Quintile,No,0.96464,152,152,0.93519,0.99410
2017,Schleswig-Holstein,3rd Quintile,No,0.97685,173,173,0.95437,0.99932
2017,Schleswig-Holstein,4th Quintile,No,0.92889,136,136,0.88553,0.97224
2017,Schleswig-Holstein,5th Quintile,No,0.82462,111,111,0.75355,0.89569
2017,Hamburg,1st Quintile,No,0.87813,73,73,0.80257,0.95370
2017,Hamburg,2nd Quintile,No,0.88866,50,50,0.80058,0.97673
2017,Hamburg,3rd Quintile,No,0.89166,67,67,0.81668,0.96665
2017,Hamburg,4th Quintile,No,0.98097,73,73,0.94942,1.01253
2017,Hamburg,5th Quintile,No,0.91609,103,103,0.86228,0.96990
2017,Lower Saxony,1st Quintile,Yes,0.21720,115,681,0.18621,0.24819
2017,Lower Saxony,1st Quintile,No,0.78280,566,681,0.75181,0.81379
2017,Lower Saxony,2nd Quintile,Yes,0.07129,50,466,0.04791,0.09468
2017,Lower Saxony,2nd Quintile,No,0.92871,416,466,0.90532,0.95209
2017,Lower Saxony,3rd Quintile,Yes,0.10480,44,407,0.07501,0.13459
2017,Lower Saxony,3rd Quintile,No,0.89520,363,407,0.86541,0.92499
2017,Lower Saxony,4th Quintile,Yes,0.07863,43,434,0.05327,0.10398
2017,Lower Saxony,4th Quintile,No,0.92137,391,434,0.89602,0.94673
2017,Lower Saxony,5th Quintile,No,0.94444,396,396,0.92185,0.96703
2017,Bremen,1st Quintile,No,0.69520,58,58,0.57569,0.81470
2017,Bremen,2nd Quintile,No,0.93282,40,40,0.85426,1.01139
2017,Bremen,5th Quintile,No,0.86685,33,33,0.74913,0.98456
2017,North Rhine-Westphalia,1st Quintile,Yes,0.16236,230,1401,0.14304,0.18168
2017,North Rhine-Westphalia,1st Quintile,No,0.83764,1171,1401,0.81832,0.85696
2017,North Rhine-Westphalia,2nd Quintile,Yes,0.13010,111,945,0.10864,0.15156
2017,North Rhine-Westphalia,2nd Quintile,No,0.86990,834,945,0.84844,0.89136
2017,North Rhine-Westphalia,3rd Quintile,Yes,0.09954,101,848,0.07938,0.11970
2017,North Rhine-Westphalia,3rd Quintile,No,0.90046,747,848,0.88030,0.92062
2017,North Rhine-Westphalia,4th Quintile,Yes,0.11181,94,885,0.09103,0.13258
2017,North Rhine-Westphalia,4th Quintile,No,0.88819,791,885,0.86742,0.90897
2017,North Rhine-Westphalia,5th Quintile,Yes,0.07216,63,994,0.05606,0.08825
2017,North Rhine-Westphalia,5th Quintile,No,0.92784,931,994,0.91175,0.94394
2017,Hesse,1st Quintile,Yes,0.21343,74,483,0.17685,0.25001
2017,Hesse,1st Quintile,No,0.78657,409,483,0.74999,0.82315
2017,Hesse,2nd Quintile,Yes,0.18732,46,262,0.13999,0.23466
2017,Hesse,2nd Quintile,No,0.81268,216,262,0.76534,0.86001
2017,Hesse,3rd Quintile,No,0.93403,261,261,0.90385,0.96420
2017,Hesse,4th Quintile,No,0.92412,278,278,0.89294,0.95531
2017,Hesse,5th Quintile,Yes,0.09327,32,389,0.06433,0.12220
2017,Hesse,5th Quintile,No,0.90673,357,389,0.87780,0.93567
2017,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.11776,42,380,0.08531,0.15021
2017,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.88224,338,380,0.84979,0.91469
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,0.09682,42,342,0.06544,0.12821
2017,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.90318,300,342,0.87179,0.93456
2017,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93323,240,240,0.90159,0.96488
2017,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.95592,249,249,0.93037,0.98147
2017,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.95264,231,231,0.92519,0.98009
2017,Baden-Wuerttemberg,1st Quintile,Yes,0.16720,67,567,0.13646,0.19795
2017,Baden-Wuerttemberg,1st Quintile,No,0.83280,500,567,0.80205,0.86354
2017,Baden-Wuerttemberg,2nd Quintile,Yes,0.08594,47,448,0.05996,0.11193
2017,Baden-Wuerttemberg,2nd Quintile,No,0.91406,401,448,0.88807,0.94004
2017,Baden-Wuerttemberg,3rd Quintile,Yes,0.06408,54,527,0.04315,0.08501
2017,Baden-Wuerttemberg,3rd Quintile,No,0.93592,473,527,0.91499,0.95685
2017,Baden-Wuerttemberg,4th Quintile,Yes,0.06279,51,639,0.04397,0.08162
2017,Baden-Wuerttemberg,4th Quintile,No,0.93721,588,639,0.91838,0.95603
2017,Baden-Wuerttemberg,5th Quintile,Yes,0.07058,57,712,0.05175,0.08940
2017,Baden-Wuerttemberg,5th Quintile,No,0.92942,655,712,0.91060,0.94825
2017,Bavaria,1st Quintile,Yes,0.10716,94,672,0.08376,0.13057
2017,Bavaria,1st Quintile,No,0.89284,578,672,0.86943,0.91624
2017,Bavaria,2nd Quintile,Yes,0.09649,82,776,0.07571,0.11728
2017,Bavaria,2nd Quintile,No,0.90351,694,776,0.88272,0.92429
2017,Bavaria,3rd Quintile,Yes,0.06406,72,741,0.04641,0.08170
2017,Bavaria,3rd Quintile,No,0.93594,669,741,0.91830,0.95359
2017,Bavaria,4th Quintile,Yes,0.11090,80,789,0.08898,0.13283
2017,Bavaria,4th Quintile,No,0.88910,709,789,0.86717,0.91102
2017,Bavaria,5th Quintile,Yes,0.06119,62,829,0.04486,0.07751
2017,Bavaria,5th Quintile,No,0.93881,767,829,0.92249,0.95514
2017,Berlin,1st Quintile,Yes,0.20064,50,263,0.15215,0.24914
2017,Berlin,1st Quintile,No,0.79936,213,263,0.75086,0.84785
2017,Berlin,2nd Quintile,No,0.86881,171,171,0.81806,0.91956
2017,Berlin,3rd Quintile,No,0.94627,137,137,0.90837,0.98417
2017,Berlin,4th Quintile,No,0.95727,143,143,0.92401,0.99054
2017,Berlin,5th Quintile,No,0.95536,165,165,0.92375,0.98697
2017,Brandenburg,1st Quintile,Yes,0.11274,32,280,0.07563,0.14985
2017,Brandenburg,1st Quintile,No,0.88726,248,280,0.85015,0.92437
2017,Brandenburg,2nd Quintile,No,0.94642,216,216,0.91632,0.97652
2017,Brandenburg,3rd Quintile,No,0.95895,209,209,0.93198,0.98591
2017,Brandenburg,4th Quintile,No,0.95167,109,109,0.91122,0.99212
2017,Brandenburg,5th Quintile,No,0.97430,99,99,0.94298,1.00563
2017,Mecklenburg-Western Pomerania,1st Quintile,No,0.89836,142,142,0.84848,0.94823
2017,Mecklenburg-Western Pomerania,2nd Quintile,No,0.99556,131,131,0.98412,1.00699
2017,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95211,98,98,0.90961,0.99460
2017,Mecklenburg-Western Pomerania,4th Quintile,No,0.96358,57,57,0.91452,1.01265
2017,Mecklenburg-Western Pomerania,5th Quintile,No,0.94062,59,59,0.87980,1.00144
2017,Saxony,1st Quintile,Yes,0.13311,58,380,0.09891,0.16732
2017,Saxony,1st Quintile,No,0.86689,322,380,0.83268,0.90109
2017,Saxony,2nd Quintile,No,0.97371,358,358,0.95711,0.99031
2017,Saxony,3rd Quintile,No,0.92076,293,293,0.88977,0.95174
2017,Saxony,4th Quintile,No,0.89698,213,213,0.85606,0.93790
2017,Saxony,5th Quintile,No,0.93722,137,137,0.89645,0.97799
2017,Saxony-Anhalt,1st Quintile,Yes,0.10876,36,290,0.07287,0.14466
2017,Saxony-Anhalt,1st Quintile,No,0.89124,254,290,0.85534,0.92713
2017,Saxony-Anhalt,2nd Quintile,No,0.93027,171,171,0.89199,0.96856
2017,Saxony-Anhalt,3rd Quintile,No,0.93471,139,139,0.89349,0.97593
2017,Saxony-Anhalt,4th Quintile,No,0.88435,109,109,0.82403,0.94466
2017,Saxony-Anhalt,5th Quintile,No,0.86930,87,87,0.79806,0.94054
2017,Thuringa,1st Quintile,No,0.83021,189,189,0.77654,0.88388
2017,Thuringa,2nd Quintile,No,0.90591,245,245,0.86927,0.94254
2017,Thuringa,3rd Quintile,No,0.90597,149,149,0.85895,0.95300
2017,Thuringa,4th Quintile,No,0.97267,125,125,0.94397,1.00137
2017,Thuringa,5th Quintile,No,0.89926,97,97,0.83905,0.95947
2018,Schleswig-Holstein,1st Quintile,Yes,0.10938,31,289,0.07333,0.14542
2018,Schleswig-Holstein,1st Quintile,No,0.89062,258,289,0.85458,0.92667
2018,Schleswig-Holstein,2nd Quintile,No,0.94863,209,209,0.91863,0.97863
2018,Schleswig-Holstein,3rd Quintile,No,0.97474,181,181,0.95182,0.99766
2018,Schleswig-Holstein,4th Quintile,No,0.91902,141,141,0.87383,0.96421
2018,Schleswig-Holstein,5th Quintile,No,0.94957,151,151,0.91455,0.98459
2018,Hamburg,1st Quintile,No,0.85008,88,88,0.77507,0.92510
2018,Hamburg,2nd Quintile,No,0.93278,69,69,0.87327,0.99230
2018,Hamburg,3rd Quintile,No,0.88730,75,75,0.81525,0.95935
2018,Hamburg,4th Quintile,No,0.94922,76,76,0.89954,0.99891
2018,Hamburg,5th Quintile,No,0.96796,108,108,0.93459,1.00133
2018,Lower Saxony,1st Quintile,Yes,0.18975,127,818,0.16287,0.21664
2018,Lower Saxony,1st Quintile,No,0.81025,691,818,0.78336,0.83713
2018,Lower Saxony,2nd Quintile,Yes,0.08252,57,496,0.05828,0.10676
2018,Lower Saxony,2nd Quintile,No,0.91748,439,496,0.89324,0.94172
2018,Lower Saxony,3rd Quintile,Yes,0.09857,44,489,0.07212,0.12502
2018,Lower Saxony,3rd Quintile,No,0.90143,445,489,0.87498,0.92788
2018,Lower Saxony,4th Quintile,Yes,0.07964,50,463,0.05496,0.10433
2018,Lower Saxony,4th Quintile,No,0.92036,413,463,0.89567,0.94504
2018,Lower Saxony,5th Quintile,Yes,0.04481,37,529,0.02716,0.06245
2018,Lower Saxony,5th Quintile,No,0.95519,492,529,0.93755,0.97284
2018,Bremen,1st Quintile,No,0.64828,90,90,0.54908,0.74749
2018,Bremen,2nd Quintile,No,0.95013,47,47,0.88722,1.01303
2018,Bremen,5th Quintile,No,0.93523,46,46,0.86331,1.00714
2018,North Rhine-Westphalia,1st Quintile,Yes,0.19519,271,1588,0.17569,0.21469
2018,North Rhine-Westphalia,1st Quintile,No,0.80481,1317,1588,0.78531,0.82431
2018,North Rhine-Westphalia,2nd Quintile,Yes,0.12165,146,1102,0.10234,0.14096
2018,North Rhine-Westphalia,2nd Quintile,No,0.87835,956,1102,0.85904,0.89766
2018,North Rhine-Westphalia,3rd Quintile,Yes,0.11383,133,1019,0.09432,0.13334
2018,North Rhine-Westphalia,3rd Quintile,No,0.88617,886,1019,0.86666,0.90568
2018,North Rhine-Westphalia,4th Quintile,Yes,0.09095,94,985,0.07299,0.10892
2018,North Rhine-Westphalia,4th Quintile,No,0.90905,891,985,0.89108,0.92701
2018,North Rhine-Westphalia,5th Quintile,Yes,0.05877,66,1082,0.04475,0.07279
