year,quintil_oecd,regtyp,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,4th Quintile,Rural regions,Yes,0.06125,109,1508,0.04914,0.07336
2019,4th Quintile,Rural regions,No,0.93875,1399,1508,0.92664,0.95086
2019,5th Quintile,Urban regions,Yes,0.05589,227,3515,0.04829,0.06348
2019,5th Quintile,Urban regions,No,0.94411,3288,3515,0.93652,0.95171
2019,5th Quintile,Rural regions,Yes,0.04215,71,1306,0.03125,0.05305
2019,5th Quintile,Rural regions,No,0.95785,1235,1306,0.94695,0.96875
2020,1st Quintile,Urban regions,Yes,0.17927,686,4400,0.16793,0.19060
2020,1st Quintile,Urban regions,No,0.82073,3714,4400,0.80940,0.83207
2020,1st Quintile,Rural regions,Yes,0.08743,212,2185,0.07559,0.09928
2020,1st Quintile,Rural regions,No,0.91257,1973,2185,0.90072,0.92441
2020,2nd Quintile,Urban regions,Yes,0.10280,337,2892,0.09173,0.11388
2020,2nd Quintile,Urban regions,No,0.89720,2555,2892,0.88612,0.90827
2020,2nd Quintile,Rural regions,Yes,0.06173,162,1946,0.05103,0.07242
2020,2nd Quintile,Rural regions,No,0.93827,1784,1946,0.92758,0.94897
2020,3rd Quintile,Urban regions,Yes,0.10560,312,2730,0.09407,0.11714
2020,3rd Quintile,Urban regions,No,0.89440,2418,2730,0.88286,0.90593
2020,3rd Quintile,Rural regions,Yes,0.07130,105,1540,0.05844,0.08415
2020,3rd Quintile,Rural regions,No,0.92870,1435,1540,0.91585,0.94156
2020,4th Quintile,Urban regions,Yes,0.08175,274,2950,0.07186,0.09164
2020,4th Quintile,Urban regions,No,0.91825,2676,2950,0.90836,0.92814
2020,4th Quintile,Rural regions,Yes,0.07505,109,1577,0.06204,0.08806
2020,4th Quintile,Rural regions,No,0.92495,1468,1577,0.91194,0.93796
2020,5th Quintile,Urban regions,Yes,0.05841,283,4370,0.05146,0.06537
2020,5th Quintile,Urban regions,No,0.94159,4087,4370,0.93463,0.94854
2020,5th Quintile,Rural regions,Yes,0.05822,91,1590,0.04671,0.06974
2020,5th Quintile,Rural regions,No,0.94178,1499,1590,0.93026,0.95329
2021,1st Quintile,Urban regions,Yes,0.18600,594,3338,0.17279,0.19920
2021,1st Quintile,Urban regions,No,0.81400,2744,3338,0.80080,0.82721
2021,1st Quintile,Rural regions,Yes,0.06421,157,1450,0.05159,0.07683
2021,1st Quintile,Rural regions,No,0.93579,1293,1450,0.92317,0.94841
2021,2nd Quintile,Urban regions,Yes,0.11638,254,2191,0.10295,0.12981
2021,2nd Quintile,Urban regions,No,0.88362,1937,2191,0.87019,0.89705
2021,2nd Quintile,Rural regions,Yes,0.07337,119,1355,0.05948,0.08726
2021,2nd Quintile,Rural regions,No,0.92663,1236,1355,0.91274,0.94052
2021,3rd Quintile,Urban regions,Yes,0.10740,232,2007,0.09385,0.12095
2021,3rd Quintile,Urban regions,No,0.89260,1775,2007,0.87905,0.90615
2021,3rd Quintile,Rural regions,Yes,0.04573,80,1135,0.03357,0.05789
2021,3rd Quintile,Rural regions,No,0.95427,1055,1135,0.94211,0.96643
2021,4th Quintile,Urban regions,Yes,0.07458,189,2113,0.06338,0.08579
2021,4th Quintile,Urban regions,No,0.92542,1924,2113,0.91421,0.93662
2021,4th Quintile,Rural regions,Yes,0.08633,84,1081,0.06958,0.10308
2021,4th Quintile,Rural regions,No,0.91367,997,1081,0.89692,0.93042
2021,5th Quintile,Urban regions,Yes,0.05775,196,3170,0.04963,0.06587
2021,5th Quintile,Urban regions,No,0.94225,2974,3170,0.93413,0.95037
2021,5th Quintile,Rural regions,Yes,0.05964,70,1116,0.04574,0.07354
2021,5th Quintile,Rural regions,No,0.94036,1046,1116,0.92646,0.95426
2022,1st Quintile,Urban regions,Yes,0.17727,547,2970,0.16353,0.19101
2022,1st Quintile,Urban regions,No,0.82273,2423,2970,0.80899,0.83647
2022,1st Quintile,Rural regions,Yes,0.07424,144,1281,0.05988,0.08860
2022,1st Quintile,Rural regions,No,0.92576,1137,1281,0.91140,0.94012
2022,2nd Quintile,Urban regions,Yes,0.10060,215,1987,0.08737,0.11383
2022,2nd Quintile,Urban regions,No,0.89940,1772,1987,0.88617,0.91263
2022,2nd Quintile,Rural regions,Yes,0.05654,109,1223,0.04359,0.06949
2022,2nd Quintile,Rural regions,No,0.94346,1114,1223,0.93051,0.95641
2022,3rd Quintile,Urban regions,Yes,0.06565,197,1899,0.05451,0.07679
2022,3rd Quintile,Urban regions,No,0.93435,1702,1899,0.92321,0.94549
2022,3rd Quintile,Rural regions,Yes,0.06540,76,1053,0.05046,0.08034
2022,3rd Quintile,Rural regions,No,0.93460,977,1053,0.91966,0.94954
2022,4th Quintile,Urban regions,Yes,0.06709,168,2055,0.05627,0.07791
2022,4th Quintile,Urban regions,No,0.93291,1887,2055,0.92209,0.94373
2022,4th Quintile,Rural regions,Yes,0.04548,64,1048,0.03286,0.05810
2022,4th Quintile,Rural regions,No,0.95452,984,1048,0.94190,0.96714
2022,5th Quintile,Urban regions,Yes,0.06407,185,2942,0.05522,0.07292
2022,5th Quintile,Urban regions,No,0.93593,2757,2942,0.92708,0.94478
2022,5th Quintile,Rural regions,Yes,0.05345,53,1057,0.03988,0.06701
2022,5th Quintile,Rural regions,No,0.94655,1004,1057,0.93299,0.96012
