year,bula_h,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony,female,Yes,0.12052,95,598,0.09440,0.14663
1993,Saxony,female,No,0.87948,503,598,0.85337,0.90560
1993,Saxony-Anhalt,male,Yes,0.12584,42,348,0.09094,0.16073
1993,Saxony-Anhalt,male,No,0.87416,306,348,0.83927,0.90906
1993,Saxony-Anhalt,female,Yes,0.11767,54,391,0.08569,0.14965
1993,Saxony-Anhalt,female,No,0.88233,337,391,0.85035,0.91431
1993,Thuringa,male,Yes,0.16004,53,318,0.11968,0.20040
1993,Thuringa,male,No,0.83996,265,318,0.79960,0.88032
1993,Thuringa,female,Yes,0.10010,43,345,0.06838,0.13182
1993,Thuringa,female,No,0.89990,302,345,0.86818,0.93162
1994,Schleswig-Holstein,male,No,0.86057,116,116,0.79726,0.92388
1994,Schleswig-Holstein,female,No,0.88499,133,133,0.83057,0.93942
1994,Hamburg,male,No,0.92803,59,59,0.86151,0.99454
1994,Hamburg,female,No,0.96121,75,75,0.91721,1.00521
1994,Lower Saxony,male,Yes,0.09780,60,481,0.07123,0.12437
1994,Lower Saxony,male,No,0.90220,421,481,0.87563,0.92877
1994,Lower Saxony,female,Yes,0.07131,41,486,0.04841,0.09422
1994,Lower Saxony,female,No,0.92869,445,486,0.90578,0.95159
1994,Bremen,male,No,0.94909,40,40,0.88009,1.01808
1994,Bremen,female,No,0.96804,44,44,0.91546,1.02061
1994,North Rhine-Westphalia,male,Yes,0.12480,159,1180,0.10594,0.14367
1994,North Rhine-Westphalia,male,No,0.87520,1021,1180,0.85633,0.89406
1994,North Rhine-Westphalia,female,Yes,0.08889,131,1268,0.07322,0.10456
1994,North Rhine-Westphalia,female,No,0.91111,1137,1268,0.89544,0.92678
1994,Hesse,male,Yes,0.11220,57,449,0.08297,0.14142
1994,Hesse,male,No,0.88780,392,449,0.85858,0.91703
1994,Hesse,female,Yes,0.08334,50,471,0.05835,0.10833
1994,Hesse,female,No,0.91666,421,471,0.89167,0.94165
1994,"Rhineland-Palatinate, Saarland",male,Yes,0.09032,31,300,0.05783,0.12281
1994,"Rhineland-Palatinate, Saarland",male,No,0.90968,269,300,0.87719,0.94217
1994,"Rhineland-Palatinate, Saarland",female,No,0.95374,313,313,0.93043,0.97705
1994,Baden-Wuerttemberg,male,Yes,0.12131,105,861,0.09949,0.14314
1994,Baden-Wuerttemberg,male,No,0.87869,756,861,0.85686,0.90051
1994,Baden-Wuerttemberg,female,Yes,0.07986,83,871,0.06185,0.09787
1994,Baden-Wuerttemberg,female,No,0.92014,788,871,0.90213,0.93815
1994,Bavaria,male,Yes,0.10564,84,770,0.08391,0.12736
1994,Bavaria,male,No,0.89436,686,770,0.87264,0.91609
1994,Bavaria,female,Yes,0.06146,63,817,0.04498,0.07794
1994,Bavaria,female,No,0.93854,754,817,0.92206,0.95502
1994,Berlin,male,Yes,0.15430,37,260,0.11030,0.19829
1994,Berlin,male,No,0.84570,223,260,0.80171,0.88970
1994,Berlin,female,Yes,0.09981,35,292,0.06537,0.13425
1994,Berlin,female,No,0.90019,257,292,0.86575,0.93463
1994,Brandenburg,male,Yes,0.14844,49,293,0.10766,0.18922
1994,Brandenburg,male,No,0.85156,244,293,0.81078,0.89234
1994,Brandenburg,female,Yes,0.13125,47,313,0.09378,0.16872
1994,Brandenburg,female,No,0.86875,266,313,0.83128,0.90622
1994,Mecklenburg-Western Pomerania,male,No,0.90389,178,178,0.86047,0.94731
1994,Mecklenburg-Western Pomerania,female,Yes,0.13679,31,208,0.08998,0.18360
1994,Mecklenburg-Western Pomerania,female,No,0.86321,177,208,0.81640,0.91002
1994,Saxony,male,Yes,0.10025,59,527,0.07459,0.12592
1994,Saxony,male,No,0.89975,468,527,0.87408,0.92541
1994,Saxony,female,Yes,0.11210,90,601,0.08686,0.13735
1994,Saxony,female,No,0.88790,511,601,0.86265,0.91314
1994,Saxony-Anhalt,male,No,0.92420,303,303,0.89435,0.95405
1994,Saxony-Anhalt,female,Yes,0.08066,43,373,0.05299,0.10833
1994,Saxony-Anhalt,female,No,0.91934,330,373,0.89167,0.94701
1994,Thuringa,male,Yes,0.11176,39,316,0.07697,0.14656
1994,Thuringa,male,No,0.88824,277,316,0.85344,0.92303
1994,Thuringa,female,Yes,0.08222,45,348,0.05331,0.11112
1994,Thuringa,female,No,0.91778,303,348,0.88888,0.94669
1995,Schleswig-Holstein,male,No,0.87991,118,118,0.82101,0.93882
1995,Schleswig-Holstein,female,No,0.89988,132,132,0.84848,0.95128
1995,Hamburg,male,No,0.91704,55,55,0.84348,0.99061
1995,Hamburg,female,No,0.93201,66,66,0.87081,0.99321
1995,Lower Saxony,male,Yes,0.11183,73,521,0.08474,0.13892
1995,Lower Saxony,male,No,0.88817,448,521,0.86108,0.91526
1995,Lower Saxony,female,Yes,0.06733,44,522,0.04581,0.08885
1995,Lower Saxony,female,No,0.93267,478,522,0.91115,0.95419
1995,Bremen,male,No,0.95952,40,40,0.89766,1.02137
1995,Bremen,female,No,0.90021,45,45,0.81165,0.98877
1995,North Rhine-Westphalia,male,Yes,0.12928,179,1242,0.11061,0.14795
1995,North Rhine-Westphalia,male,No,0.87072,1063,1242,0.85205,0.88939
1995,North Rhine-Westphalia,female,Yes,0.09683,157,1340,0.08099,0.11268
1995,North Rhine-Westphalia,female,No,0.90317,1183,1340,0.88732,0.91901
1995,Hesse,male,Yes,0.10013,51,455,0.07252,0.12775
1995,Hesse,male,No,0.89987,404,455,0.87225,0.92748
1995,Hesse,female,Yes,0.07723,45,489,0.05355,0.10092
1995,Hesse,female,No,0.92277,444,489,0.89908,0.94645
1995,"Rhineland-Palatinate, Saarland",male,Yes,0.10893,40,343,0.07591,0.14195
1995,"Rhineland-Palatinate, Saarland",male,No,0.89107,303,343,0.85805,0.92409
1995,"Rhineland-Palatinate, Saarland",female,Yes,0.06852,32,369,0.04271,0.09434
1995,"Rhineland-Palatinate, Saarland",female,No,0.93148,337,369,0.90566,0.95729
1995,Baden-Wuerttemberg,male,Yes,0.10862,108,880,0.08805,0.12919
1995,Baden-Wuerttemberg,male,No,0.89138,772,880,0.87081,0.91195
1995,Baden-Wuerttemberg,female,Yes,0.08980,91,910,0.07121,0.10838
1995,Baden-Wuerttemberg,female,No,0.91020,819,910,0.89162,0.92879
1995,Bavaria,male,Yes,0.13121,107,824,0.10814,0.15428
1995,Bavaria,male,No,0.86879,717,824,0.84572,0.89186
1995,Bavaria,female,Yes,0.06765,76,865,0.05091,0.08440
1995,Bavaria,female,No,0.93235,789,865,0.91560,0.94909
1995,Berlin,male,Yes,0.13972,36,268,0.09813,0.18130
1995,Berlin,male,No,0.86028,232,268,0.81870,0.90187
1995,Berlin,female,Yes,0.11213,42,300,0.07636,0.14789
1995,Berlin,female,No,0.88787,258,300,0.85211,0.92364
1995,Brandenburg,male,Yes,0.13772,47,280,0.09729,0.17816
1995,Brandenburg,male,No,0.86228,233,280,0.82184,0.90271
1995,Brandenburg,female,Yes,0.10960,44,308,0.07465,0.14454
1995,Brandenburg,female,No,0.89040,264,308,0.85546,0.92535
1995,Mecklenburg-Western Pomerania,male,No,0.91685,180,180,0.87640,0.95730
1995,Mecklenburg-Western Pomerania,female,Yes,0.15033,36,212,0.10211,0.19856
1995,Mecklenburg-Western Pomerania,female,No,0.84967,176,212,0.80144,0.89789
1995,Saxony,male,Yes,0.08991,61,518,0.06526,0.11457
1995,Saxony,male,No,0.91009,457,518,0.88543,0.93474
1995,Saxony,female,Yes,0.10227,85,581,0.07761,0.12693
1995,Saxony,female,No,0.89773,496,581,0.87307,0.92239
1995,Saxony-Anhalt,male,Yes,0.10372,38,319,0.07021,0.13723
1995,Saxony-Anhalt,male,No,0.89628,281,319,0.86277,0.92979
1995,Saxony-Anhalt,female,Yes,0.09984,52,370,0.06926,0.13043
1995,Saxony-Anhalt,female,No,0.90016,318,370,0.86957,0.93074
1995,Thuringa,male,Yes,0.14150,44,314,0.10289,0.18011
1995,Thuringa,male,No,0.85850,270,314,0.81989,0.89711
1995,Thuringa,female,Yes,0.07436,36,338,0.04635,0.10237
1995,Thuringa,female,No,0.92564,302,338,0.89763,0.95365
1996,Schleswig-Holstein,male,No,0.88410,120,120,0.82659,0.94162
1996,Schleswig-Holstein,female,No,0.89577,131,131,0.84324,0.94829
1996,Hamburg,male,No,0.89711,50,50,0.81204,0.98218
1996,Hamburg,female,No,0.91799,62,62,0.84913,0.98685
1996,Lower Saxony,male,Yes,0.09943,64,508,0.07338,0.12548
1996,Lower Saxony,male,No,0.90057,444,508,0.87452,0.92662
1996,Lower Saxony,female,Yes,0.08060,56,534,0.05749,0.10371
1996,Lower Saxony,female,No,0.91940,478,534,0.89629,0.94251
1996,Bremen,male,No,0.91973,40,40,0.83446,1.00501
1996,Bremen,female,No,0.89637,43,43,0.80419,0.98854
1996,North Rhine-Westphalia,male,Yes,0.12539,162,1216,0.10677,0.14401
1996,North Rhine-Westphalia,male,No,0.87461,1054,1216,0.85599,0.89323
1996,North Rhine-Westphalia,female,Yes,0.09963,154,1338,0.08357,0.11568
1996,North Rhine-Westphalia,female,No,0.90037,1184,1338,0.88432,0.91643
1996,Hesse,male,Yes,0.09278,45,440,0.06564,0.11992
1996,Hesse,male,No,0.90722,395,440,0.88008,0.93436
1996,Hesse,female,Yes,0.06085,35,466,0.03912,0.08257
1996,Hesse,female,No,0.93915,431,466,0.91743,0.96088
1996,"Rhineland-Palatinate, Saarland",male,Yes,0.09106,36,336,0.06025,0.12186
1996,"Rhineland-Palatinate, Saarland",male,No,0.90894,300,336,0.87814,0.93975
1996,"Rhineland-Palatinate, Saarland",female,No,0.94432,328,328,0.91947,0.96917
1996,Baden-Wuerttemberg,male,Yes,0.08136,85,835,0.06280,0.09991
1996,Baden-Wuerttemberg,male,No,0.91864,750,835,0.90009,0.93720
1996,Baden-Wuerttemberg,female,Yes,0.09524,81,869,0.07571,0.11477
1996,Baden-Wuerttemberg,female,No,0.90476,788,869,0.88523,0.92429
1996,Bavaria,male,Yes,0.11238,96,818,0.09072,0.13403
1996,Bavaria,male,No,0.88762,722,818,0.86597,0.90928
1996,Bavaria,female,Yes,0.06793,72,841,0.05092,0.08495
1996,Bavaria,female,No,0.93207,769,841,0.91505,0.94908
1996,Berlin,male,Yes,0.12047,32,256,0.08052,0.16042
1996,Berlin,male,No,0.87953,224,256,0.83958,0.91948
1996,Berlin,female,Yes,0.10903,41,286,0.07285,0.14522
1996,Berlin,female,No,0.89097,245,286,0.85478,0.92715
1996,Brandenburg,male,Yes,0.14465,44,285,0.10374,0.18556
1996,Brandenburg,male,No,0.85535,241,285,0.81444,0.89626
1996,Brandenburg,female,Yes,0.11631,45,313,0.08073,0.15188
1996,Brandenburg,female,No,0.88369,268,313,0.84812,0.91927
1996,Mecklenburg-Western Pomerania,male,No,0.90767,173,173,0.86441,0.95093
1996,Mecklenburg-Western Pomerania,female,Yes,0.13510,32,202,0.08784,0.18236
1996,Mecklenburg-Western Pomerania,female,No,0.86490,170,202,0.81764,0.91216
1996,Saxony,male,Yes,0.08507,56,525,0.06118,0.10896
1996,Saxony,male,No,0.91493,469,525,0.89104,0.93882
1996,Saxony,female,Yes,0.11780,86,584,0.09163,0.14396
1996,Saxony,female,No,0.88220,498,584,0.85604,0.90837
1996,Saxony-Anhalt,male,Yes,0.10712,42,314,0.07286,0.14139
1996,Saxony-Anhalt,male,No,0.89288,272,314,0.85861,0.92714
1996,Saxony-Anhalt,female,Yes,0.09241,47,360,0.06246,0.12237
1996,Saxony-Anhalt,female,No,0.90759,313,360,0.87763,0.93754
1996,Thuringa,male,Yes,0.10556,45,319,0.07179,0.13934
1996,Thuringa,male,No,0.89444,274,319,0.86066,0.92821
1996,Thuringa,female,Yes,0.08689,39,341,0.05695,0.11684
1996,Thuringa,female,No,0.91311,302,341,0.88316,0.94305
1997,Schleswig-Holstein,male,No,0.85617,113,113,0.79118,0.92116
1997,Schleswig-Holstein,female,No,0.90611,123,123,0.85435,0.95787
1997,Hamburg,male,No,0.88497,49,49,0.79471,0.97523
1997,Hamburg,female,No,0.91576,59,59,0.84428,0.98724
1997,Lower Saxony,male,Yes,0.10173,64,507,0.07539,0.12807
1997,Lower Saxony,male,No,0.89827,443,507,0.87193,0.92461
1997,Lower Saxony,female,Yes,0.09846,57,530,0.07307,0.12385
1997,Lower Saxony,female,No,0.90154,473,530,0.87615,0.92693
1997,Bremen,male,No,0.97002,42,42,0.91783,1.02222
1997,Bremen,female,No,0.92540,42,42,0.84497,1.00583
1997,North Rhine-Westphalia,male,Yes,0.11855,160,1199,0.10025,0.13686
1997,North Rhine-Westphalia,male,No,0.88145,1039,1199,0.86314,0.89975
1997,North Rhine-Westphalia,female,Yes,0.10964,160,1308,0.09270,0.12658
1997,North Rhine-Westphalia,female,No,0.89036,1148,1308,0.87342,0.90730
1997,Hesse,male,Yes,0.11879,53,414,0.08759,0.15000
1997,Hesse,male,No,0.88121,361,414,0.85000,0.91241
1997,Hesse,female,Yes,0.06634,37,433,0.04287,0.08981
1997,Hesse,female,No,0.93366,396,433,0.91019,0.95713
1997,"Rhineland-Palatinate, Saarland",male,Yes,0.09343,35,340,0.06245,0.12441
1997,"Rhineland-Palatinate, Saarland",male,No,0.90657,305,340,0.87559,0.93755
1997,"Rhineland-Palatinate, Saarland",female,Yes,0.06948,31,371,0.04357,0.09539
1997,"Rhineland-Palatinate, Saarland",female,No,0.93052,340,371,0.90461,0.95643
1997,Baden-Wuerttemberg,male,Yes,0.09804,93,844,0.07796,0.11811
1997,Baden-Wuerttemberg,male,No,0.90196,751,844,0.88189,0.92204
1997,Baden-Wuerttemberg,female,Yes,0.09905,83,862,0.07909,0.11900
1997,Baden-Wuerttemberg,female,No,0.90095,779,862,0.88100,0.92091
1997,Bavaria,male,Yes,0.10181,89,796,0.08079,0.12284
1997,Bavaria,male,No,0.89819,707,796,0.87716,0.91921
1997,Bavaria,female,Yes,0.07071,66,827,0.05323,0.08819
1997,Bavaria,female,No,0.92929,761,827,0.91181,0.94677
1997,Berlin,male,No,0.91227,218,218,0.87463,0.94991
1997,Berlin,female,Yes,0.08517,33,265,0.05150,0.11884
1997,Berlin,female,No,0.91483,232,265,0.88116,0.94850
1997,Brandenburg,male,Yes,0.15569,48,291,0.11396,0.19742
1997,Brandenburg,male,No,0.84431,243,291,0.80258,0.88604
1997,Brandenburg,female,Yes,0.11240,42,303,0.07678,0.14803
1997,Brandenburg,female,No,0.88760,261,303,0.85197,0.92322
1997,Mecklenburg-Western Pomerania,male,No,0.91476,170,170,0.87267,0.95686
1997,Mecklenburg-Western Pomerania,female,No,0.87197,167,167,0.82114,0.92280
1997,Saxony,male,Yes,0.07717,56,516,0.05412,0.10022
1997,Saxony,male,No,0.92283,460,516,0.89978,0.94588
1997,Saxony,female,Yes,0.10088,78,571,0.07615,0.12560
1997,Saxony,female,No,0.89912,493,571,0.87440,0.92385
1997,Saxony-Anhalt,male,Yes,0.14183,49,310,0.10293,0.18073
1997,Saxony-Anhalt,male,No,0.85817,261,310,0.81927,0.89707
1997,Saxony-Anhalt,female,Yes,0.08690,47,356,0.05760,0.11621
1997,Saxony-Anhalt,female,No,0.91310,309,356,0.88379,0.94240
1997,Thuringa,male,Yes,0.11985,47,318,0.08410,0.15561
1997,Thuringa,male,No,0.88015,271,318,0.84439,0.91590
1997,Thuringa,female,Yes,0.08111,40,343,0.05217,0.11004
1997,Thuringa,female,No,0.91889,303,343,0.88996,0.94783
1998,Schleswig-Holstein,male,No,0.85167,143,143,0.79320,0.91013
1998,Schleswig-Holstein,female,No,0.91640,167,167,0.87430,0.95851
1998,Hamburg,male,No,0.87474,58,58,0.78881,0.96068
1998,Hamburg,female,No,0.88795,75,75,0.81608,0.95982
1998,Lower Saxony,male,Yes,0.10428,83,595,0.07970,0.12885
1998,Lower Saxony,male,No,0.89572,512,595,0.87115,0.92030
1998,Lower Saxony,female,Yes,0.08997,60,601,0.06707,0.11286
1998,Lower Saxony,female,No,0.91003,541,601,0.88714,0.93293
1998,Bremen,male,No,0.94764,42,42,0.87946,1.01583
1998,Bremen,female,No,0.91142,48,48,0.83018,0.99265
1998,North Rhine-Westphalia,male,Yes,0.09592,146,1368,0.08031,0.11153
1998,North Rhine-Westphalia,male,No,0.90408,1222,1368,0.88847,0.91969
1998,North Rhine-Westphalia,female,Yes,0.08615,148,1472,0.07181,0.10049
1998,North Rhine-Westphalia,female,No,0.91385,1324,1472,0.89951,0.92819
1998,Hesse,male,Yes,0.11990,56,465,0.09034,0.14945
1998,Hesse,male,No,0.88010,409,465,0.85055,0.90966
1998,Hesse,female,Yes,0.06828,41,482,0.04574,0.09082
1998,Hesse,female,No,0.93172,441,482,0.90918,0.95426
1998,"Rhineland-Palatinate, Saarland",male,Yes,0.11938,48,387,0.08704,0.15173
1998,"Rhineland-Palatinate, Saarland",male,No,0.88062,339,387,0.84827,0.91296
1998,"Rhineland-Palatinate, Saarland",female,Yes,0.07234,37,418,0.04747,0.09720
1998,"Rhineland-Palatinate, Saarland",female,No,0.92766,381,418,0.90280,0.95253
1998,Baden-Wuerttemberg,male,Yes,0.11913,104,882,0.09774,0.14052
1998,Baden-Wuerttemberg,male,No,0.88087,778,882,0.85948,0.90226
1998,Baden-Wuerttemberg,female,Yes,0.08147,86,934,0.06392,0.09903
1998,Baden-Wuerttemberg,female,No,0.91853,848,934,0.90097,0.93608
1998,Bavaria,male,Yes,0.11567,104,906,0.09484,0.13651
1998,Bavaria,male,No,0.88433,802,906,0.86349,0.90516
1998,Bavaria,female,Yes,0.08249,84,965,0.06512,0.09986
1998,Bavaria,female,No,0.91751,881,965,0.90014,0.93488
1998,Berlin,male,Yes,0.12716,34,251,0.08586,0.16846
1998,Berlin,male,No,0.87284,217,251,0.83154,0.91414
1998,Berlin,female,Yes,0.12370,38,279,0.08500,0.16240
1998,Berlin,female,No,0.87630,241,279,0.83760,0.91500
1998,Brandenburg,male,Yes,0.12337,45,303,0.08628,0.16046
1998,Brandenburg,male,No,0.87663,258,303,0.83954,0.91372
1998,Brandenburg,female,Yes,0.09933,38,317,0.06635,0.13231
1998,Brandenburg,female,No,0.90067,279,317,0.86769,0.93365
1998,Mecklenburg-Western Pomerania,male,No,0.91634,177,177,0.87544,0.95725
1998,Mecklenburg-Western Pomerania,female,No,0.89913,181,181,0.85514,0.94313
1998,Saxony,male,Yes,0.07494,63,570,0.05331,0.09658
1998,Saxony,male,No,0.92506,507,570,0.90342,0.94669
1998,Saxony,female,Yes,0.09434,74,610,0.07113,0.11756
1998,Saxony,female,No,0.90566,536,610,0.88244,0.92887
1998,Saxony-Anhalt,male,Yes,0.10837,42,331,0.07483,0.14191
1998,Saxony-Anhalt,male,No,0.89163,289,331,0.85809,0.92517
1998,Saxony-Anhalt,female,Yes,0.07438,38,360,0.04724,0.10152
1998,Saxony-Anhalt,female,No,0.92562,322,360,0.89848,0.95276
1998,Thuringa,male,Yes,0.08983,42,353,0.05995,0.11970
1998,Thuringa,male,No,0.91017,311,353,0.88030,0.94005
1998,Thuringa,female,Yes,0.07474,41,378,0.04820,0.10129
1998,Thuringa,female,No,0.92526,337,378,0.89871,0.95180
1999,Schleswig-Holstein,male,No,0.90473,138,138,0.85556,0.95389
1999,Schleswig-Holstein,female,No,0.91131,155,155,0.86641,0.95621
1999,Hamburg,male,No,0.82939,53,53,0.72714,0.93163
1999,Hamburg,female,No,0.89933,68,68,0.82728,0.97138
1999,Lower Saxony,male,Yes,0.11964,83,584,0.09329,0.14598
1999,Lower Saxony,male,No,0.88036,501,584,0.85402,0.90671
1999,Lower Saxony,female,Yes,0.09634,65,582,0.07235,0.12033
1999,Lower Saxony,female,No,0.90366,517,582,0.87967,0.92765
1999,Bremen,male,No,0.97823,38,38,0.93121,1.02525
1999,Bremen,female,No,0.89393,43,43,0.80080,0.98706
1999,North Rhine-Westphalia,male,Yes,0.10326,148,1302,0.08673,0.11980
1999,North Rhine-Westphalia,male,No,0.89674,1154,1302,0.88020,0.91327
1999,North Rhine-Westphalia,female,Yes,0.07239,135,1395,0.05878,0.08599
1999,North Rhine-Westphalia,female,No,0.92761,1260,1395,0.91401,0.94122
1999,Hesse,male,Yes,0.10249,52,434,0.07392,0.13105
1999,Hesse,male,No,0.89751,382,434,0.86895,0.92608
1999,Hesse,female,Yes,0.07250,45,461,0.04880,0.09619
1999,Hesse,female,No,0.92750,416,461,0.90381,0.95120
1999,"Rhineland-Palatinate, Saarland",male,Yes,0.12261,46,367,0.08901,0.15621
1999,"Rhineland-Palatinate, Saarland",male,No,0.87739,321,367,0.84379,0.91099
1999,"Rhineland-Palatinate, Saarland",female,Yes,0.08682,38,404,0.05933,0.11431
1999,"Rhineland-Palatinate, Saarland",female,No,0.91318,366,404,0.88569,0.94067
1999,Baden-Wuerttemberg,male,Yes,0.12961,106,846,0.10696,0.15225
1999,Baden-Wuerttemberg,male,No,0.87039,740,846,0.84775,0.89304
1999,Baden-Wuerttemberg,female,Yes,0.07933,79,882,0.06148,0.09717
1999,Baden-Wuerttemberg,female,No,0.92067,803,882,0.90283,0.93852
1999,Bavaria,male,Yes,0.10801,85,869,0.08736,0.12866
1999,Bavaria,male,No,0.89199,784,869,0.87134,0.91264
1999,Bavaria,female,Yes,0.08427,85,924,0.06635,0.10219
1999,Bavaria,female,No,0.91573,839,924,0.89781,0.93365
1999,Berlin,male,Yes,0.17592,47,246,0.12824,0.22359
1999,Berlin,male,No,0.82408,199,246,0.77641,0.87176
1999,Berlin,female,Yes,0.14844,49,269,0.10587,0.19100
1999,Berlin,female,No,0.85156,220,269,0.80900,0.89413
1999,Brandenburg,male,Yes,0.10347,37,284,0.06799,0.13896
1999,Brandenburg,male,No,0.89653,247,284,0.86104,0.93201
1999,Brandenburg,female,Yes,0.09509,37,312,0.06249,0.12770
1999,Brandenburg,female,No,0.90491,275,312,0.87230,0.93751
1999,Mecklenburg-Western Pomerania,male,No,0.91237,168,168,0.86948,0.95525
1999,Mecklenburg-Western Pomerania,female,No,0.87571,175,175,0.82669,0.92473
1999,Saxony,male,Yes,0.08492,63,547,0.06153,0.10830
1999,Saxony,male,No,0.91508,484,547,0.89170,0.93847
1999,Saxony,female,Yes,0.09870,76,604,0.07489,0.12250
1999,Saxony,female,No,0.90130,528,604,0.87750,0.92511
1999,Saxony-Anhalt,male,Yes,0.13368,51,332,0.09702,0.17034
1999,Saxony-Anhalt,male,No,0.86632,281,332,0.82966,0.90298
1999,Saxony-Anhalt,female,Yes,0.10242,46,360,0.07106,0.13379
1999,Saxony-Anhalt,female,No,0.89758,314,360,0.86621,0.92894
1999,Thuringa,male,Yes,0.07550,31,349,0.04774,0.10325
1999,Thuringa,male,No,0.92450,318,349,0.89675,0.95226
1999,Thuringa,female,Yes,0.08995,45,370,0.06076,0.11915
1999,Thuringa,female,No,0.91005,325,370,0.88085,0.93924
2000,Schleswig-Holstein,male,Yes,0.08830,31,335,0.05787,0.11872
2000,Schleswig-Holstein,male,No,0.91170,304,335,0.88128,0.94213
2000,Schleswig-Holstein,female,No,0.93730,344,344,0.91165,0.96296
2000,Hamburg,male,No,0.84451,115,115,0.77799,0.91103
2000,Hamburg,female,No,0.92608,152,152,0.88434,0.96781
2000,Lower Saxony,male,Yes,0.11235,119,998,0.09275,0.13195
2000,Lower Saxony,male,No,0.88765,879,998,0.86805,0.90725
2000,Lower Saxony,female,Yes,0.08045,94,1028,0.06382,0.09709
2000,Lower Saxony,female,No,0.91955,934,1028,0.90291,0.93618
2000,Bremen,male,No,0.94886,79,79,0.89998,0.99775
2000,Bremen,female,No,0.91884,91,91,0.86242,0.97526
2000,North Rhine-Westphalia,male,Yes,0.09548,255,2476,0.08390,0.10705
2000,North Rhine-Westphalia,male,No,0.90452,2221,2476,0.89295,0.91610
2000,North Rhine-Westphalia,female,Yes,0.07808,250,2665,0.06789,0.08826
2000,North Rhine-Westphalia,female,No,0.92192,2415,2665,0.91174,0.93211
2000,Hesse,male,Yes,0.09220,91,813,0.07230,0.11210
2000,Hesse,male,No,0.90780,722,813,0.88790,0.92770
2000,Hesse,female,Yes,0.08606,87,858,0.06728,0.10483
2000,Hesse,female,No,0.91394,771,858,0.89517,0.93272
2000,"Rhineland-Palatinate, Saarland",male,Yes,0.08490,62,681,0.06395,0.10585
2000,"Rhineland-Palatinate, Saarland",male,No,0.91510,619,681,0.89415,0.93605
2000,"Rhineland-Palatinate, Saarland",female,Yes,0.06652,59,781,0.04903,0.08401
2000,"Rhineland-Palatinate, Saarland",female,No,0.93348,722,781,0.91599,0.95097
2000,Baden-Wuerttemberg,male,Yes,0.10760,172,1438,0.09158,0.12363
2000,Baden-Wuerttemberg,male,No,0.89240,1266,1438,0.87637,0.90842
2000,Baden-Wuerttemberg,female,Yes,0.08613,151,1519,0.07202,0.10024
2000,Baden-Wuerttemberg,female,No,0.91387,1368,1519,0.89976,0.92798
2000,Bavaria,male,Yes,0.09913,156,1620,0.08458,0.11369
2000,Bavaria,male,No,0.90087,1464,1620,0.88631,0.91542
2000,Bavaria,female,Yes,0.09696,178,1753,0.08311,0.11082
2000,Bavaria,female,No,0.90304,1575,1753,0.88918,0.91689
2000,Berlin,male,Yes,0.15039,65,386,0.11468,0.18609
2000,Berlin,male,No,0.84961,321,386,0.81391,0.88532
2000,Berlin,female,Yes,0.12014,55,425,0.08919,0.15109
2000,Berlin,female,No,0.87986,370,425,0.84891,0.91081
2000,Brandenburg,male,Yes,0.11750,63,498,0.08919,0.14581
2000,Brandenburg,male,No,0.88250,435,498,0.85419,0.91081
2000,Brandenburg,female,Yes,0.09394,66,519,0.06882,0.11906
2000,Brandenburg,female,No,0.90606,453,519,0.88094,0.93118
2000,Mecklenburg-Western Pomerania,male,Yes,0.11029,34,262,0.07228,0.14829
2000,Mecklenburg-Western Pomerania,male,No,0.88971,228,262,0.85171,0.92772
2000,Mecklenburg-Western Pomerania,female,Yes,0.09968,38,304,0.06595,0.13342
2000,Mecklenburg-Western Pomerania,female,No,0.90032,266,304,0.86658,0.93405
2000,Saxony,male,Yes,0.11474,114,853,0.09334,0.13614
2000,Saxony,male,No,0.88526,739,853,0.86386,0.90666
2000,Saxony,female,Yes,0.09712,119,923,0.07801,0.11623
2000,Saxony,female,No,0.90288,804,923,0.88377,0.92199
2000,Saxony-Anhalt,male,Yes,0.09531,55,492,0.06933,0.12128
2000,Saxony-Anhalt,male,No,0.90469,437,492,0.87872,0.93067
2000,Saxony-Anhalt,female,Yes,0.11725,78,568,0.09077,0.14374
2000,Saxony-Anhalt,female,No,0.88275,490,568,0.85626,0.90923
2000,Thuringa,male,Yes,0.08808,55,512,0.06350,0.11265
2000,Thuringa,male,No,0.91192,457,512,0.88735,0.93650
2000,Thuringa,female,Yes,0.09512,61,540,0.07035,0.11989
2000,Thuringa,female,No,0.90488,479,540,0.88011,0.92965
2001,Schleswig-Holstein,male,Yes,0.09158,31,308,0.05931,0.12384
2001,Schleswig-Holstein,male,No,0.90842,277,308,0.87616,0.94069
2001,Schleswig-Holstein,female,Yes,0.07304,32,339,0.04530,0.10078
2001,Schleswig-Holstein,female,No,0.92696,307,339,0.89922,0.95470
2001,Hamburg,male,No,0.84545,105,105,0.77598,0.91493
2001,Hamburg,female,No,0.86657,131,131,0.80812,0.92503
2001,Lower Saxony,male,Yes,0.10315,96,909,0.08337,0.12294
2001,Lower Saxony,male,No,0.89685,813,909,0.87706,0.91663
2001,Lower Saxony,female,Yes,0.08234,91,944,0.06480,0.09989
2001,Lower Saxony,female,No,0.91766,853,944,0.90011,0.93520
2001,Bremen,male,No,0.93572,66,66,0.87610,0.99534
2001,Bremen,female,No,0.86310,74,74,0.78425,0.94196
2001,North Rhine-Westphalia,male,Yes,0.10476,256,2234,0.09206,0.11747
