year,plh0039,bula_h,sampreg,proportion,n,lower_confidence,upper_confidence
2013,Somewhat concerned,Bremen,West,0.006568492425045026,44486,0.005817827352367935,0.007319157497722116
2013,Not concerned at all,North Rhine-Westphalia,West,0.1636777682892115,44486,0.16023960846729293,0.16711592811113005
2013,Not concerned at all,Bavaria,West,0.1628237973242243,44486,0.15939286801893368,0.16625472662951493
2013,Not concerned at all,Baden-Wuerttemberg,West,0.12325647594648449,44486,0.12020165648137476,0.12631129541159422
2013,Not concerned at all,Lower Saxony,West,0.09735269000853972,44486,0.09459797029570177,0.10010740972137766
2013,Not concerned at all,Saxony,East,0.08397381155707373,44486,0.08139648012253849,0.08655114299160897
2013,Not concerned at all,Hesse,West,0.0694563051522915,44486,0.06709382256473863,0.07181878773984436
2013,Not concerned at all,Thuringa,East,0.0569313976658127,44486,0.054778160047527204,0.05908463528409819
2013,Not concerned at all,"Rhineland-Palatinate, Saarland",West,0.04668374608596641,44486,0.04472334136089124,0.048644150811041585
2013,Not concerned at all,Saxony-Anhalt,East,0.03700540848277825,44486,0.035251168853049485,0.03875964811250702
2013,Not concerned at all,Brandenburg,East,0.035012809564474806,44486,0.03330468850310732,0.036720930625842294
2013,Not concerned at all,Berlin,West,0.03017364076288073,44486,0.02858397711778531,0.03176330440797615
2013,Not concerned at all,Schleswig-Holstein,West,0.027611727867919156,44486,0.026089039461951468,0.029134416273886844
2013,Not concerned at all,Hamburg,West,0.023341873042983206,44486,0.021938789508762577,0.024744956577203835
2013,Not concerned at all,Mecklenburg-Western Pomerania,East,0.02220324508966695,44486,0.020834013485426402,0.0235724766939075
2013,Not concerned at all,Berlin,East,0.014517506404782237,44486,0.013405992595631614,0.015629020213932858
2013,Not concerned at all,Bremen,West,0.005977796754910333,44486,0.005261466972897364,0.006694126536923302
2018,Very concerned,North Rhine-Westphalia,West,0.22277081070405846,43121,0.21884331830407566,0.22669830310404127
2018,Very concerned,Bavaria,West,0.14594647970771205,43121,0.14261412659599404,0.14927883281943005
2018,Very concerned,Baden-Wuerttemberg,West,0.09499358151476252,43121,0.09222610069192934,0.0977610623375957
2018,Very concerned,Lower Saxony,West,0.0931174089068826,43121,0.09037455527129828,0.0958602625424669
2018,Very concerned,Saxony,East,0.06862841907771304,43121,0.06624211849220575,0.07101471966322033
2018,Very concerned,Hesse,West,0.062012441986768044,43121,0.059736036544753394,0.0642888474287827
2018,Very concerned,"Rhineland-Palatinate, Saarland",West,0.0609262367927323,43121,0.05866855001277198,0.06318392357269262
2018,Very concerned,Brandenburg,East,0.04354695368816036,43121,0.04162066055462359,0.045473246821697136
2018,Very concerned,Saxony-Anhalt,East,0.04206576478720253,43121,0.04017104975241961,0.04396047982198545
2018,Very concerned,Thuringa,East,0.041572035153549916,43121,0.039687986816352154,0.04345608349074768
2018,Very concerned,Schleswig-Holstein,West,0.03702972252394589,43121,0.03524737113199948,0.038812073915892295
2018,Very concerned,Mecklenburg-Western Pomerania,East,0.026167670583588428,43121,0.02466093763433886,0.027674403532837996
2018,Very concerned,Berlin,West,0.01886047200552977,43121,0.017576506594059165,0.020144437417000376
2018,Very concerned,Hamburg,West,0.018564234225338205,43121,0.01729019992823984,0.019838268522436572
2018,Very concerned,Berlin,East,0.013133208255159476,43121,0.012058658962791404,0.014207757547527547
2018,Very concerned,Bremen,West,0.010664560086896415,43121,0.009695044232359588,0.011634075941433243
2018,Somewhat concerned,North Rhine-Westphalia,West,0.2090376569037657,43121,0.2051996846770787,0.2128756291304527
2018,Somewhat concerned,Bavaria,West,0.15631799163179916,43121,0.15289027006787817,0.15974571319572015
2018,Somewhat concerned,Baden-Wuerttemberg,West,0.11723849372384937,43121,0.11420202740660199,0.12027496004109675
2018,Somewhat concerned,Lower Saxony,West,0.10108786610878662,43121,0.0982426202800315,0.10393311193754173
2018,Somewhat concerned,Hesse,West,0.07146443514644352,43121,0.06903303793911714,0.0738958323537699
2018,Somewhat concerned,Saxony,East,0.059414225941422594,43121,0.05718293560707237,0.06164551627577282
2018,Somewhat concerned,"Rhineland-Palatinate, Saarland",West,0.058744769874476986,43121,0.05652529637424592,0.06096424337470805
2018,Somewhat concerned,Brandenburg,East,0.03899581589958159,43121,0.03716862760483514,0.04082300419432804
2018,Somewhat concerned,Schleswig-Holstein,West,0.037573221757322174,43121,0.035778344617030056,0.03936809889761429
2018,Somewhat concerned,Saxony-Anhalt,East,0.031297071129707116,43121,0.029653612355727842,0.032940529903686386
2018,Somewhat concerned,Thuringa,East,0.029121338912133893,43121,0.02753425530198418,0.030708422522283604
2018,Somewhat concerned,Berlin,West,0.024518828451882847,43121,0.02305910373242087,0.02597855317134482
2018,Somewhat concerned,Mecklenburg-Western Pomerania,East,0.022426778242677824,43121,0.021029220527294813,0.023824335958060834
2018,Somewhat concerned,Hamburg,West,0.01882845188284519,43121,0.01754555591865378,0.0201113478470366
2018,Somewhat concerned,Berlin,East,0.016569037656903766,43121,0.015364189713498594,0.017773885600308938
2018,Somewhat concerned,Bremen,West,0.007364016736401673,43121,0.006557034360434555,0.008170999112368791
2018,Not concerned at all,North Rhine-Westphalia,West,0.18829296424452133,43121,0.18460294729634005,0.1919829811927026
2018,Not concerned at all,Bavaria,West,0.1767589388696655,43121,0.1731584135925322,0.18035946414679882
2018,Not concerned at all,Baden-Wuerttemberg,West,0.11937716262975778,43121,0.11631683969104831,0.12243748556846726
2018,Not concerned at all,Lower Saxony,West,0.10697808535178778,43121,0.10406072465257646,0.1098954460509991
2018,Not concerned at all,Hesse,West,0.06170703575547866,43121,0.05943587313607139,0.06397819837488593
2018,Not concerned at all,Saxony,East,0.06026528258362168,43121,0.05801908531954952,0.06251147984769385
2018,Not concerned at all,Thuringa,East,0.047001153402537486,43121,0.045003536956862863,0.04899876984821211
2018,Not concerned at all,"Rhineland-Palatinate, Saarland",West,0.04671280276816609,43121,0.04472102214746696,0.04870458338886522
2018,Not concerned at all,Brandenburg,East,0.03431372549019608,43121,0.032595565407211015,0.03603188557318115
2018,Not concerned at all,Berlin,West,0.03373702422145329,43121,0.03203285500758971,0.03544119343531687
2018,Not concerned at all,Saxony-Anhalt,East,0.031718569780853516,43121,0.03006444122493796,0.03337269833676907
2018,Not concerned at all,Schleswig-Holstein,West,0.029411764705882353,43121,0.027817025349212453,0.031006504062552252
2018,Not concerned at all,Hamburg,West,0.020472895040369088,43121,0.01913627022933296,0.021809519851405217
2018,Not concerned at all,Mecklenburg-Western Pomerania,East,0.017589388696655134,43121,0.016348640779188284,0.018830136614121983
2018,Not concerned at all,Berlin,East,0.01730103806228374,43121,0.01607032165939334,0.018531754465174136
2018,Not concerned at all,Bremen,West,0.008362168396770472,43121,0.007502664880988468,0.009221671912552475
