year,age_gr,bula_h,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,30-45 y.,Hesse,No,0.63693,260,384,0.58876,0.68509
2008,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.32016,100,273,0.26472,0.37561
2008,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.67984,173,273,0.62439,0.73528
2008,30-45 y.,Baden-Wuerttemberg,Yes,0.33485,194,665,0.29896,0.37075
2008,30-45 y.,Baden-Wuerttemberg,No,0.66445,471,665,0.62854,0.70037
2008,30-45 y.,Bavaria,Yes,0.29411,228,794,0.26240,0.32583
2008,30-45 y.,Bavaria,No,0.70589,566,794,0.67417,0.73760
2008,30-45 y.,Berlin,Yes,0.41421,66,157,0.33691,0.49151
2008,30-45 y.,Berlin,No,0.58579,91,157,0.50849,0.66309
2008,30-45 y.,Brandenburg,Yes,0.38594,70,197,0.31779,0.45410
2008,30-45 y.,Brandenburg,No,0.61173,127,197,0.54351,0.67996
2008,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.36339,43,114,0.27471,0.45208
2008,30-45 y.,Mecklenburg-Western Pomerania,No,0.63661,71,114,0.54792,0.72529
2008,30-45 y.,Saxony,Yes,0.35302,110,363,0.30379,0.40225
2008,30-45 y.,Saxony,No,0.64698,253,363,0.59775,0.69621
2008,30-45 y.,Saxony-Anhalt,Yes,0.35838,76,188,0.28965,0.42711
2008,30-45 y.,Saxony-Anhalt,No,0.64162,112,188,0.57289,0.71035
2008,30-45 y.,Thuringa,Yes,0.37221,73,215,0.30744,0.43697
2008,30-45 y.,Thuringa,No,0.62779,142,215,0.56303,0.69256
2008,46-65 y.,Schleswig-Holstein,Yes,0.30730,52,195,0.24238,0.37223
2008,46-65 y.,Schleswig-Holstein,No,0.69270,143,195,0.62777,0.75762
2008,46-65 y.,Hamburg,No,0.56376,69,69,0.44588,0.68163
2008,46-65 y.,Lower Saxony,Yes,0.29508,160,561,0.25730,0.33285
2008,46-65 y.,Lower Saxony,No,0.70492,401,561,0.66715,0.74270
2008,46-65 y.,Bremen,No,0.71419,32,32,0.55515,0.87324
2008,46-65 y.,North Rhine-Westphalia,Yes,0.32612,389,1325,0.30087,0.35137
2008,46-65 y.,North Rhine-Westphalia,No,0.66840,936,1325,0.64304,0.69376
2008,46-65 y.,Hesse,Yes,0.31111,128,479,0.26961,0.35261
2008,46-65 y.,Hesse,No,0.68889,351,479,0.64739,0.73039
2008,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.31082,124,414,0.26618,0.35546
2008,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.68918,290,414,0.64454,0.73382
2008,46-65 y.,Baden-Wuerttemberg,Yes,0.25879,180,766,0.22775,0.28983
2008,46-65 y.,Baden-Wuerttemberg,No,0.74121,586,766,0.71017,0.77225
2008,46-65 y.,Bavaria,Yes,0.32270,279,958,0.29308,0.35232
2008,46-65 y.,Bavaria,No,0.67553,679,958,0.64587,0.70519
2008,46-65 y.,Berlin,Yes,0.35308,92,287,0.29769,0.40847
2008,46-65 y.,Berlin,No,0.64476,195,287,0.58929,0.70023
2008,46-65 y.,Brandenburg,Yes,0.32210,75,280,0.26727,0.37693
2008,46-65 y.,Brandenburg,No,0.67790,205,280,0.62307,0.73273
2008,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.36480,59,192,0.29653,0.43307
2008,46-65 y.,Mecklenburg-Western Pomerania,No,0.63520,133,192,0.56693,0.70347
2008,46-65 y.,Saxony,Yes,0.25932,126,509,0.22121,0.29743
2008,46-65 y.,Saxony,No,0.74040,383,509,0.70227,0.77852
2008,46-65 y.,Saxony-Anhalt,Yes,0.34426,98,289,0.28939,0.39914
2008,46-65 y.,Saxony-Anhalt,No,0.63481,191,289,0.57920,0.69041
2008,46-65 y.,Thuringa,Yes,0.28576,80,289,0.23358,0.33794
2008,46-65 y.,Thuringa,No,0.70359,209,289,0.65085,0.75633
2008,66 and older,Schleswig-Holstein,No,0.85939,122,122,0.79745,0.92133
2008,66 and older,Hamburg,No,0.86828,57,57,0.77970,0.95685
2008,66 and older,Lower Saxony,Yes,0.09253,39,423,0.06488,0.12018
2008,66 and older,Lower Saxony,No,0.90747,384,423,0.87982,0.93512
2008,66 and older,North Rhine-Westphalia,Yes,0.12637,121,896,0.10461,0.14814
2008,66 and older,North Rhine-Westphalia,No,0.87363,775,896,0.85186,0.89539
2008,66 and older,Hesse,Yes,0.12381,31,254,0.08323,0.16440
2008,66 and older,Hesse,No,0.85784,223,254,0.81481,0.90088
2008,66 and older,"Rhineland-Palatinate, Saarland",No,0.93288,228,228,0.90032,0.96543
2008,66 and older,Baden-Wuerttemberg,Yes,0.10945,51,478,0.08143,0.13747
2008,66 and older,Baden-Wuerttemberg,No,0.88817,427,478,0.85989,0.91645
2008,66 and older,Bavaria,Yes,0.11833,66,570,0.09179,0.14487
2008,66 and older,Bavaria,No,0.88098,504,570,0.85437,0.90758
2008,66 and older,Berlin,No,0.84238,119,119,0.77663,0.90812
2008,66 and older,Brandenburg,No,0.85846,197,197,0.80966,0.90726
2008,66 and older,Mecklenburg-Western Pomerania,No,0.85727,95,95,0.78655,0.92798
2008,66 and older,Saxony,No,0.90939,290,290,0.87629,0.94248
2008,66 and older,Saxony-Anhalt,No,0.88647,163,163,0.83762,0.93532
2008,66 and older,Thuringa,No,0.95266,199,199,0.92308,0.98224
2010,17-29 y.,Schleswig-Holstein,No,0.53380,47,47,0.38964,0.67796
2010,17-29 y.,Hamburg,No,0.41084,35,35,0.24546,0.57621
2010,17-29 y.,Lower Saxony,Yes,0.28583,66,195,0.22225,0.34941
2010,17-29 y.,Lower Saxony,No,0.51085,129,195,0.44051,0.58119
2010,17-29 y.,North Rhine-Westphalia,Yes,0.24058,164,502,0.20315,0.27801
2010,17-29 y.,North Rhine-Westphalia,No,0.56525,338,502,0.52184,0.60866
2010,17-29 y.,Hesse,Yes,0.26436,49,158,0.19538,0.33335
2010,17-29 y.,Hesse,No,0.55113,109,158,0.47333,0.62894
2010,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.26406,46,147,0.19255,0.33556
2010,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.54436,101,147,0.46357,0.62515
2010,17-29 y.,Baden-Wuerttemberg,Yes,0.25719,108,353,0.21153,0.30286
2010,17-29 y.,Baden-Wuerttemberg,No,0.57995,245,353,0.52839,0.63151
2010,17-29 y.,Bavaria,Yes,0.24830,103,366,0.20398,0.29262
2010,17-29 y.,Bavaria,No,0.57199,263,366,0.52123,0.62275
2010,17-29 y.,Berlin,Yes,0.28243,31,100,0.19375,0.37111
2010,17-29 y.,Berlin,No,0.52806,69,100,0.42972,0.62640
2010,17-29 y.,Brandenburg,Yes,0.39000,35,88,0.28751,0.49249
2010,17-29 y.,Brandenburg,No,0.41877,53,88,0.31510,0.52245
2010,17-29 y.,Saxony,Yes,0.26018,52,183,0.19644,0.32392
2010,17-29 y.,Saxony,No,0.59894,131,183,0.52773,0.67015
2010,17-29 y.,Saxony-Anhalt,Yes,0.33987,49,117,0.25367,0.42607
2010,17-29 y.,Saxony-Anhalt,No,0.57782,68,117,0.48794,0.66770
2010,17-29 y.,Thuringa,Yes,0.34210,48,118,0.25614,0.42807
2010,17-29 y.,Thuringa,No,0.51961,70,118,0.42908,0.61014
2010,30-45 y.,Schleswig-Holstein,No,0.52389,69,69,0.40519,0.64260
2010,30-45 y.,Hamburg,No,0.48718,46,46,0.34114,0.63322
2010,30-45 y.,Lower Saxony,Yes,0.29595,135,402,0.25127,0.34063
2010,30-45 y.,Lower Saxony,No,0.47709,267,402,0.42820,0.52598
2010,30-45 y.,North Rhine-Westphalia,Yes,0.28125,315,876,0.25146,0.31104
2010,30-45 y.,North Rhine-Westphalia,No,0.48054,561,876,0.44744,0.51365
2010,30-45 y.,Hesse,Yes,0.27349,82,279,0.22109,0.32589
2010,30-45 y.,Hesse,No,0.47451,197,279,0.41581,0.53321
2010,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.26423,81,203,0.20342,0.32503
2010,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.47752,122,203,0.40864,0.54640
2010,30-45 y.,Baden-Wuerttemberg,Yes,0.21996,139,517,0.18422,0.25570
2010,30-45 y.,Baden-Wuerttemberg,No,0.52867,378,517,0.48560,0.57174
2010,30-45 y.,Bavaria,Yes,0.27421,192,618,0.23901,0.30941
2010,30-45 y.,Bavaria,No,0.48410,426,618,0.44466,0.52353
2010,30-45 y.,Berlin,Yes,0.30300,49,131,0.22400,0.38200
2010,30-45 y.,Berlin,No,0.45765,82,131,0.37200,0.54329
2010,30-45 y.,Brandenburg,Yes,0.28340,53,146,0.21005,0.35676
2010,30-45 y.,Brandenburg,No,0.44118,93,146,0.36036,0.52200
2010,30-45 y.,Mecklenburg-Western Pomerania,No,0.48708,58,58,0.35732,0.61684
2010,30-45 y.,Saxony,Yes,0.20158,90,309,0.15677,0.24638
2010,30-45 y.,Saxony,No,0.60122,219,309,0.54653,0.65590
2010,30-45 y.,Saxony-Anhalt,Yes,0.30437,70,172,0.23540,0.37334
2010,30-45 y.,Saxony-Anhalt,No,0.48367,102,172,0.40877,0.55858
2010,30-45 y.,Thuringa,Yes,0.29612,68,173,0.22789,0.36435
2010,30-45 y.,Thuringa,No,0.44330,105,173,0.36906,0.51754
2010,46-65 y.,Schleswig-Holstein,Yes,0.28844,34,149,0.21545,0.36143
2010,46-65 y.,Schleswig-Holstein,No,0.65062,115,149,0.57380,0.72743
2010,46-65 y.,Hamburg,No,0.59064,63,63,0.46824,0.71304
2010,46-65 y.,Lower Saxony,Yes,0.31403,160,496,0.27314,0.35491
2010,46-65 y.,Lower Saxony,No,0.63371,336,496,0.59126,0.67615
2010,46-65 y.,North Rhine-Westphalia,Yes,0.31769,345,1190,0.29122,0.34415
2010,46-65 y.,North Rhine-Westphalia,No,0.64181,845,1190,0.61456,0.66907
2010,46-65 y.,Hesse,Yes,0.29255,124,451,0.25052,0.33459
2010,46-65 y.,Hesse,No,0.66694,327,451,0.62339,0.71048
2010,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.28405,116,386,0.23901,0.32910
2010,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.68459,270,386,0.63817,0.73100
2010,46-65 y.,Baden-Wuerttemberg,Yes,0.26381,157,652,0.22996,0.29767
2010,46-65 y.,Baden-Wuerttemberg,No,0.69124,495,652,0.65575,0.72673
2010,46-65 y.,Bavaria,Yes,0.34657,267,884,0.31519,0.37796
2010,46-65 y.,Bavaria,No,0.61360,617,884,0.58148,0.64571
2010,46-65 y.,Berlin,Yes,0.35728,86,258,0.29869,0.41586
2010,46-65 y.,Berlin,No,0.60888,172,258,0.54922,0.66855
2010,46-65 y.,Brandenburg,Yes,0.28264,72,264,0.22822,0.33706
2010,46-65 y.,Brandenburg,No,0.68052,192,264,0.62416,0.73687
2010,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.35804,63,180,0.28781,0.42828
2010,46-65 y.,Mecklenburg-Western Pomerania,No,0.61697,117,180,0.54575,0.68819
2010,46-65 y.,Saxony,Yes,0.23056,107,440,0.19116,0.26996
2010,46-65 y.,Saxony,No,0.73141,333,440,0.68994,0.77287
2010,46-65 y.,Saxony-Anhalt,Yes,0.34031,90,259,0.28249,0.39812
2010,46-65 y.,Saxony-Anhalt,No,0.62796,169,259,0.56898,0.68694
2010,46-65 y.,Thuringa,Yes,0.25483,72,272,0.20295,0.30672
2010,46-65 y.,Thuringa,No,0.71907,200,272,0.66556,0.77259
2010,66 and older,Schleswig-Holstein,No,0.86143,117,117,0.79856,0.92431
2010,66 and older,Hamburg,No,0.85934,54,54,0.76574,0.95294
2010,66 and older,Lower Saxony,Yes,0.07600,39,408,0.05025,0.10174
2010,66 and older,Lower Saxony,No,0.91865,369,408,0.89209,0.94521
2010,66 and older,North Rhine-Westphalia,Yes,0.13462,117,811,0.11112,0.15813
2010,66 and older,North Rhine-Westphalia,No,0.86411,694,811,0.84051,0.88770
2010,66 and older,Hesse,Yes,0.12985,31,229,0.08622,0.17348
2010,66 and older,Hesse,No,0.86711,198,229,0.82305,0.91117
2010,66 and older,"Rhineland-Palatinate, Saarland",No,0.93376,202,202,0.89938,0.96815
2010,66 and older,Baden-Wuerttemberg,Yes,0.08662,36,431,0.06004,0.11321
2010,66 and older,Baden-Wuerttemberg,No,0.91295,395,431,0.88630,0.93959
2010,66 and older,Bavaria,Yes,0.11197,58,547,0.08552,0.13842
2010,66 and older,Bavaria,No,0.88757,489,547,0.86107,0.91407
2010,66 and older,Berlin,No,0.80086,132,132,0.73247,0.86925
2010,66 and older,Brandenburg,No,0.92644,193,193,0.88952,0.96337
2010,66 and older,Mecklenburg-Western Pomerania,No,0.88132,95,95,0.81594,0.94670
2010,66 and older,Saxony,No,0.91113,281,281,0.87780,0.94446
2010,66 and older,Saxony-Anhalt,No,0.92732,152,152,0.88591,0.96873
2010,66 and older,Thuringa,No,0.92111,176,176,0.88118,0.96105
2012,17-29 y.,Schleswig-Holstein,No,0.64246,87,87,0.54116,0.74375
2012,17-29 y.,Hamburg,No,0.57555,40,40,0.42043,0.73067
2012,17-29 y.,Lower Saxony,Yes,0.23426,77,237,0.18023,0.28830
2012,17-29 y.,Lower Saxony,No,0.56960,160,237,0.50643,0.63277
2012,17-29 y.,North Rhine-Westphalia,Yes,0.23491,164,602,0.20102,0.26881
2012,17-29 y.,North Rhine-Westphalia,No,0.60336,438,602,0.56425,0.64247
2012,17-29 y.,Hesse,Yes,0.26696,55,183,0.20269,0.33122
2012,17-29 y.,Hesse,No,0.54564,128,183,0.47331,0.61798
2012,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.23012,56,181,0.16863,0.29161
2012,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.62702,125,181,0.55637,0.69767
2012,17-29 y.,Baden-Wuerttemberg,Yes,0.22075,98,358,0.17772,0.26377
2012,17-29 y.,Baden-Wuerttemberg,No,0.62111,260,358,0.57079,0.67144
2012,17-29 y.,Bavaria,Yes,0.29190,133,447,0.24971,0.33409
2012,17-29 y.,Bavaria,No,0.53853,314,447,0.49226,0.58480
2012,17-29 y.,Berlin,Yes,0.28305,35,115,0.20036,0.36575
2012,17-29 y.,Berlin,No,0.54502,80,115,0.45361,0.63643
2012,17-29 y.,Brandenburg,Yes,0.46489,39,86,0.35885,0.57092
2012,17-29 y.,Brandenburg,No,0.38603,47,86,0.28253,0.48953
2012,17-29 y.,Mecklenburg-Western Pomerania,No,0.55322,38,38,0.39302,0.71341
2012,17-29 y.,Saxony,Yes,0.30623,66,196,0.24153,0.37092
2012,17-29 y.,Saxony,No,0.57441,130,196,0.50501,0.64381
2012,17-29 y.,Saxony-Anhalt,Yes,0.31121,43,99,0.21954,0.40288
2012,17-29 y.,Saxony-Anhalt,No,0.54254,56,99,0.44390,0.64117
2012,17-29 y.,Thuringa,Yes,0.41123,50,118,0.32207,0.50040
2012,17-29 y.,Thuringa,No,0.45378,68,118,0.36357,0.54400
2012,30-45 y.,Schleswig-Holstein,Yes,0.21818,44,127,0.14607,0.29030
2012,30-45 y.,Schleswig-Holstein,No,0.48605,83,127,0.39878,0.57332
2012,30-45 y.,Hamburg,Yes,0.29857,33,91,0.20402,0.39311
2012,30-45 y.,Hamburg,No,0.58494,58,91,0.48314,0.68674
2012,30-45 y.,Lower Saxony,Yes,0.29649,148,440,0.25376,0.33921
2012,30-45 y.,Lower Saxony,No,0.49350,292,440,0.44673,0.54027
2012,30-45 y.,North Rhine-Westphalia,Yes,0.28292,319,931,0.25397,0.31187
2012,30-45 y.,North Rhine-Westphalia,No,0.51671,612,931,0.48459,0.54883
2012,30-45 y.,Hesse,Yes,0.22031,93,329,0.17545,0.26516
2012,30-45 y.,Hesse,No,0.56517,236,329,0.51152,0.61882
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.29789,100,236,0.23942,0.35636
2012,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.48912,136,236,0.42520,0.55303
2012,30-45 y.,Baden-Wuerttemberg,Yes,0.23418,140,548,0.19869,0.26967
2012,30-45 y.,Baden-Wuerttemberg,No,0.55200,408,548,0.51033,0.59368
2012,30-45 y.,Bavaria,Yes,0.25642,217,735,0.22483,0.28801
2012,30-45 y.,Bavaria,No,0.54017,518,735,0.50412,0.57623
2012,30-45 y.,Berlin,Yes,0.27154,63,185,0.20728,0.33581
2012,30-45 y.,Berlin,No,0.54322,122,185,0.47125,0.61520
2012,30-45 y.,Brandenburg,Yes,0.32285,62,152,0.24828,0.39743
2012,30-45 y.,Brandenburg,No,0.41312,90,152,0.33458,0.49165
2012,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.37458,40,93,0.27568,0.47349
2012,30-45 y.,Mecklenburg-Western Pomerania,No,0.40207,53,93,0.30188,0.50226
2012,30-45 y.,Saxony,Yes,0.25106,95,326,0.20392,0.29821
2012,30-45 y.,Saxony,No,0.56462,231,326,0.51072,0.61853
2012,30-45 y.,Saxony-Anhalt,Yes,0.26338,74,180,0.19886,0.32791
2012,30-45 y.,Saxony-Anhalt,No,0.54369,106,180,0.47073,0.61666
2012,30-45 y.,Thuringa,Yes,0.25481,66,173,0.18968,0.31993
2012,30-45 y.,Thuringa,No,0.50070,107,173,0.42598,0.57543
2012,46-65 y.,Schleswig-Holstein,Yes,0.30101,59,212,0.23912,0.36291
2012,46-65 y.,Schleswig-Holstein,No,0.63412,153,212,0.56913,0.69912
2012,46-65 y.,Hamburg,No,0.57279,67,67,0.45345,0.69213
2012,46-65 y.,Lower Saxony,Yes,0.32795,225,678,0.29259,0.36332
2012,46-65 y.,Lower Saxony,No,0.61986,453,678,0.58330,0.65643
2012,46-65 y.,North Rhine-Westphalia,Yes,0.29323,442,1512,0.27027,0.31618
2012,46-65 y.,North Rhine-Westphalia,No,0.65844,1070,1512,0.63452,0.68235
2012,46-65 y.,Hesse,Yes,0.27303,160,577,0.23665,0.30942
2012,46-65 y.,Hesse,No,0.65737,417,577,0.61861,0.69613
2012,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.29012,160,492,0.24997,0.33026
2012,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.66986,332,492,0.62826,0.71146
2012,46-65 y.,Baden-Wuerttemberg,Yes,0.27787,234,889,0.24841,0.30733
2012,46-65 y.,Baden-Wuerttemberg,No,0.67580,655,889,0.64502,0.70659
2012,46-65 y.,Bavaria,Yes,0.31143,336,1196,0.28518,0.33769
2012,46-65 y.,Bavaria,No,0.63310,860,1196,0.60577,0.66042
2012,46-65 y.,Berlin,Yes,0.33238,106,300,0.27899,0.38578
2012,46-65 y.,Berlin,No,0.60371,194,300,0.54826,0.65915
2012,46-65 y.,Brandenburg,Yes,0.32496,121,372,0.27730,0.37262
2012,46-65 y.,Brandenburg,No,0.64263,251,372,0.59386,0.69139
2012,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.34678,72,212,0.28256,0.41100
2012,46-65 y.,Mecklenburg-Western Pomerania,No,0.61187,140,212,0.54611,0.67762
2012,46-65 y.,Saxony,Yes,0.25753,149,548,0.22088,0.29417
2012,46-65 y.,Saxony,No,0.69189,399,548,0.65320,0.73058
2012,46-65 y.,Saxony-Anhalt,Yes,0.36739,119,336,0.31577,0.41902
2012,46-65 y.,Saxony-Anhalt,No,0.60195,217,336,0.54953,0.65437
2012,46-65 y.,Thuringa,Yes,0.25747,92,346,0.21133,0.30360
2012,46-65 y.,Thuringa,No,0.70696,254,346,0.65893,0.75499
2012,66 and older,Schleswig-Holstein,No,0.86187,166,166,0.80922,0.91452
2012,66 and older,Hamburg,No,0.82556,84,84,0.74392,0.90721
2012,66 and older,Lower Saxony,Yes,0.12107,65,511,0.09276,0.14939
2012,66 and older,Lower Saxony,No,0.86694,446,511,0.83746,0.89642
2012,66 and older,North Rhine-Westphalia,Yes,0.13437,130,984,0.11305,0.15569
2012,66 and older,North Rhine-Westphalia,No,0.86103,854,984,0.83941,0.88266
2012,66 and older,Hesse,Yes,0.12909,39,304,0.09133,0.16684
2012,66 and older,Hesse,No,0.87091,265,304,0.83316,0.90867
2012,66 and older,"Rhineland-Palatinate, Saarland",No,0.92135,268,268,0.88907,0.95364
2012,66 and older,Baden-Wuerttemberg,Yes,0.07010,38,576,0.04923,0.09097
2012,66 and older,Baden-Wuerttemberg,No,0.91662,538,576,0.89403,0.93922
2012,66 and older,Bavaria,Yes,0.10983,81,793,0.08806,0.13161
2012,66 and older,Bavaria,No,0.88041,712,793,0.85781,0.90301
2012,66 and older,Berlin,Yes,0.15472,34,211,0.10581,0.20363
2012,66 and older,Berlin,No,0.83573,177,211,0.78561,0.88584
2012,66 and older,Brandenburg,No,0.90410,222,222,0.86527,0.94292
2012,66 and older,Mecklenburg-Western Pomerania,No,0.83345,112,112,0.76414,0.90276
2012,66 and older,Saxony,No,0.92056,346,346,0.89202,0.94909
2012,66 and older,Saxony-Anhalt,No,0.93657,192,192,0.90200,0.97113
2012,66 and older,Thuringa,No,0.84742,195,195,0.79682,0.89802
2014,17-29 y.,Schleswig-Holstein,Yes,0.33925,53,163,0.26634,0.41215
2014,17-29 y.,Schleswig-Holstein,No,0.59148,110,163,0.51578,0.66718
2014,17-29 y.,Hamburg,No,0.62508,44,44,0.48038,0.76977
2014,17-29 y.,Lower Saxony,Yes,0.24873,159,454,0.20892,0.28854
2014,17-29 y.,Lower Saxony,No,0.68069,295,454,0.63776,0.72362
2014,17-29 y.,Bremen,No,0.68444,39,39,0.53667,0.83220
2014,17-29 y.,North Rhine-Westphalia,Yes,0.25319,287,964,0.22573,0.28066
2014,17-29 y.,North Rhine-Westphalia,No,0.66666,677,964,0.63688,0.69643
2014,17-29 y.,Hesse,Yes,0.29656,82,294,0.24426,0.34886
2014,17-29 y.,Hesse,No,0.61212,212,294,0.55632,0.66791
2014,17-29 y.,"Rhineland-Palatinate, Saarland",Yes,0.29068,89,266,0.23601,0.34535
2014,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.64075,177,266,0.58298,0.69851
2014,17-29 y.,Baden-Wuerttemberg,Yes,0.22120,155,525,0.18566,0.25674
2014,17-29 y.,Baden-Wuerttemberg,No,0.70455,370,525,0.66548,0.74361
2014,17-29 y.,Bavaria,Yes,0.26644,218,709,0.23387,0.29900
2014,17-29 y.,Bavaria,No,0.66668,491,709,0.63196,0.70140
2014,17-29 y.,Berlin,Yes,0.21719,34,151,0.15120,0.28318
2014,17-29 y.,Berlin,No,0.70560,117,151,0.63266,0.77853
2014,17-29 y.,Brandenburg,Yes,0.50902,52,105,0.41294,0.60511
2014,17-29 y.,Brandenburg,No,0.42422,53,105,0.32923,0.51921
2014,17-29 y.,Mecklenburg-Western Pomerania,Yes,0.26161,31,71,0.15865,0.36458
2014,17-29 y.,Mecklenburg-Western Pomerania,No,0.70438,40,71,0.59748,0.81128
2014,17-29 y.,Saxony,Yes,0.32207,77,209,0.25857,0.38557
2014,17-29 y.,Saxony,No,0.62171,132,209,0.55581,0.68762
2014,17-29 y.,Saxony-Anhalt,Yes,0.52269,61,138,0.43905,0.60633
2014,17-29 y.,Saxony-Anhalt,No,0.43364,77,138,0.35065,0.51662
2014,17-29 y.,Thuringa,Yes,0.46552,57,126,0.37807,0.55296
2014,17-29 y.,Thuringa,No,0.47255,69,126,0.38503,0.56007
2014,30-45 y.,Schleswig-Holstein,Yes,0.35356,107,305,0.29982,0.40730
2014,30-45 y.,Schleswig-Holstein,No,0.64278,198,305,0.58892,0.69665
2014,30-45 y.,Hamburg,Yes,0.31367,39,158,0.24109,0.38625
2014,30-45 y.,Hamburg,No,0.68633,119,158,0.61375,0.75891
2014,30-45 y.,Lower Saxony,Yes,0.34260,283,795,0.30959,0.37561
2014,30-45 y.,Lower Saxony,No,0.65740,512,795,0.62439,0.69041
2014,30-45 y.,Bremen,No,0.73974,55,55,0.62270,0.85677
2014,30-45 y.,North Rhine-Westphalia,Yes,0.35845,637,1801,0.33630,0.38060
2014,30-45 y.,North Rhine-Westphalia,No,0.64145,1164,1801,0.61929,0.66361
2014,30-45 y.,Hesse,Yes,0.29569,163,581,0.25855,0.33283
2014,30-45 y.,Hesse,No,0.70323,418,581,0.66605,0.74041
2014,30-45 y.,"Rhineland-Palatinate, Saarland",Yes,0.35238,161,472,0.30924,0.39553
2014,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.64762,311,472,0.60447,0.69076
2014,30-45 y.,Baden-Wuerttemberg,Yes,0.27058,286,1121,0.24457,0.29660
2014,30-45 y.,Baden-Wuerttemberg,No,0.72919,835,1121,0.70317,0.75522
2014,30-45 y.,Bavaria,Yes,0.27011,360,1418,0.24699,0.29323
2014,30-45 y.,Bavaria,No,0.72980,1058,1418,0.70667,0.75292
2014,30-45 y.,Berlin,Yes,0.34912,104,314,0.29631,0.40193
2014,30-45 y.,Berlin,No,0.65088,210,314,0.59807,0.70369
2014,30-45 y.,Brandenburg,Yes,0.51116,110,266,0.45098,0.57135
2014,30-45 y.,Brandenburg,No,0.48760,156,266,0.42742,0.54778
2014,30-45 y.,Mecklenburg-Western Pomerania,Yes,0.36894,59,153,0.29223,0.44565
2014,30-45 y.,Mecklenburg-Western Pomerania,No,0.63106,94,153,0.55435,0.70777
2014,30-45 y.,Saxony,Yes,0.27853,149,486,0.23863,0.31842
2014,30-45 y.,Saxony,No,0.72147,337,486,0.68158,0.76137
2014,30-45 y.,Saxony-Anhalt,Yes,0.41693,130,282,0.35928,0.47458
2014,30-45 y.,Saxony-Anhalt,No,0.57725,152,282,0.51949,0.63501
2014,30-45 y.,Thuringa,Yes,0.31350,93,288,0.25983,0.36717
2014,30-45 y.,Thuringa,No,0.68650,195,288,0.63283,0.74017
2014,46-65 y.,Schleswig-Holstein,Yes,0.33110,82,273,0.27517,0.38703
2014,46-65 y.,Schleswig-Holstein,No,0.66890,191,273,0.61297,0.72483
2014,46-65 y.,Hamburg,Yes,0.33159,34,130,0.25035,0.41283
2014,46-65 y.,Hamburg,No,0.65397,96,130,0.57188,0.73606
2014,46-65 y.,Lower Saxony,Yes,0.32610,269,869,0.29491,0.35729
2014,46-65 y.,Lower Saxony,No,0.67225,600,869,0.64102,0.70348
2014,46-65 y.,Bremen,No,0.67544,31,31,0.50789,0.84299
2014,46-65 y.,North Rhine-Westphalia,Yes,0.33967,585,1938,0.31858,0.36076
2014,46-65 y.,North Rhine-Westphalia,No,0.66019,1353,1938,0.63910,0.68129
2014,46-65 y.,Hesse,Yes,0.30957,198,724,0.27587,0.34327
2014,46-65 y.,Hesse,No,0.67911,526,724,0.64508,0.71314
2014,46-65 y.,"Rhineland-Palatinate, Saarland",Yes,0.32451,179,556,0.28556,0.36346
2014,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.67549,377,556,0.63654,0.71444
2014,46-65 y.,Baden-Wuerttemberg,Yes,0.27742,264,1024,0.24998,0.30486
2014,46-65 y.,Baden-Wuerttemberg,No,0.71211,760,1024,0.68437,0.73986
2014,46-65 y.,Bavaria,Yes,0.31120,437,1498,0.28774,0.33465
2014,46-65 y.,Bavaria,No,0.68630,1061,1498,0.66280,0.70981
2014,46-65 y.,Berlin,Yes,0.40338,121,324,0.34988,0.45688
2014,46-65 y.,Berlin,No,0.59662,203,324,0.54312,0.65012
2014,46-65 y.,Brandenburg,Yes,0.31960,123,413,0.27457,0.36463
2014,46-65 y.,Brandenburg,No,0.68040,290,413,0.63537,0.72543
2014,46-65 y.,Mecklenburg-Western Pomerania,Yes,0.38670,76,212,0.32099,0.45241
2014,46-65 y.,Mecklenburg-Western Pomerania,No,0.61330,136,212,0.54759,0.67901
2014,46-65 y.,Saxony,Yes,0.27810,145,572,0.24135,0.31485
