year,age_gr,quintil_oecd,ple0081_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,66 and older,2nd Quintile,Yes,0.14285,158,1189,0.12295,0.16275
2018,66 and older,2nd Quintile,No,0.85528,1031,1189,0.83527,0.87528
2018,66 and older,3rd Quintile,Yes,0.07288,80,1028,0.05698,0.08878
2018,66 and older,3rd Quintile,No,0.92500,948,1028,0.90889,0.94111
2018,66 and older,4th Quintile,Yes,0.09787,88,849,0.07787,0.11787
2018,66 and older,4th Quintile,No,0.90149,761,849,0.88143,0.92155
2018,66 and older,5th Quintile,Yes,0.09193,96,967,0.07371,0.11015
2018,66 and older,5th Quintile,No,0.90640,871,967,0.88803,0.92477
2020,17-29 y.,1st Quintile,Yes,0.23927,459,1695,0.21895,0.25959
2020,17-29 y.,1st Quintile,No,0.70644,1236,1695,0.68475,0.72813
2020,17-29 y.,2nd Quintile,Yes,0.19617,198,802,0.16867,0.22367
2020,17-29 y.,2nd Quintile,No,0.69917,604,802,0.66741,0.73093
2020,17-29 y.,3rd Quintile,Yes,0.21931,151,694,0.18850,0.25012
2020,17-29 y.,3rd Quintile,No,0.72324,543,694,0.68993,0.75655
2020,17-29 y.,4th Quintile,Yes,0.19380,127,606,0.16230,0.22529
2020,17-29 y.,4th Quintile,No,0.74274,479,606,0.70791,0.77757
2020,17-29 y.,5th Quintile,Yes,0.15875,63,477,0.12592,0.19158
2020,17-29 y.,5th Quintile,No,0.72580,414,477,0.68573,0.76588
2020,30-45 y.,1st Quintile,Yes,0.42301,894,2353,0.40304,0.44298
2020,30-45 y.,1st Quintile,No,0.57610,1459,2353,0.55613,0.59607
2020,30-45 y.,2nd Quintile,Yes,0.33554,440,1242,0.30927,0.36181
2020,30-45 y.,2nd Quintile,No,0.66322,802,1242,0.63693,0.68952
2020,30-45 y.,3rd Quintile,Yes,0.25126,284,1123,0.22588,0.27664
2020,30-45 y.,3rd Quintile,No,0.74874,839,1123,0.72336,0.77412
2020,30-45 y.,4th Quintile,Yes,0.20071,194,1062,0.17661,0.22481
2020,30-45 y.,4th Quintile,No,0.79844,868,1062,0.77430,0.82258
2020,30-45 y.,5th Quintile,Yes,0.17941,182,1141,0.15713,0.20168
2020,30-45 y.,5th Quintile,No,0.82038,959,1141,0.79809,0.84266
2020,46-65 y.,1st Quintile,Yes,0.44584,729,1776,0.42272,0.46897
2020,46-65 y.,1st Quintile,No,0.55363,1047,1776,0.53050,0.57675
2020,46-65 y.,2nd Quintile,Yes,0.34870,510,1496,0.32454,0.37285
2020,46-65 y.,2nd Quintile,No,0.64961,986,1496,0.62543,0.67380
2020,46-65 y.,3rd Quintile,Yes,0.29029,449,1597,0.26802,0.31255
2020,46-65 y.,3rd Quintile,No,0.70944,1148,1597,0.68716,0.73171
2020,46-65 y.,4th Quintile,Yes,0.26460,439,1966,0.24510,0.28411
2020,46-65 y.,4th Quintile,No,0.73464,1527,1966,0.71512,0.75417
2020,46-65 y.,5th Quintile,Yes,0.16783,508,3214,0.15490,0.18075
2020,46-65 y.,5th Quintile,No,0.82974,2706,3214,0.81675,0.84274
2020,66 and older,1st Quintile,Yes,0.16362,155,794,0.13787,0.18937
2020,66 and older,1st Quintile,No,0.83301,639,794,0.80705,0.85897
2020,66 and older,2nd Quintile,Yes,0.12152,129,1160,0.10271,0.14034
2020,66 and older,2nd Quintile,No,0.87494,1031,1160,0.85590,0.89398
2020,66 and older,3rd Quintile,Yes,0.08672,100,988,0.06917,0.10428
2020,66 and older,3rd Quintile,No,0.91260,888,988,0.89498,0.93022
2020,66 and older,4th Quintile,Yes,0.13959,99,789,0.11539,0.16379
2020,66 and older,4th Quintile,No,0.86041,690,789,0.83621,0.88461
2020,66 and older,5th Quintile,Yes,0.12677,136,1163,0.10764,0.14590
2020,66 and older,5th Quintile,No,0.86592,1027,1163,0.84633,0.88551
