year,bula_h,quintil_oecd_hh,hlf0180,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2021,Lower Saxony,4th Quintile,Yes,1.00000,198,11951,1.00000,1.00000
2021,Lower Saxony,5th Quintile,Yes,1.00000,247,11951,1.00000,1.00000
2021,North Rhine-Westphalia,1st Quintile,Yes,0.53640,446,11951,0.53566,0.53713
2021,North Rhine-Westphalia,1st Quintile,No,0.46360,353,11951,0.46287,0.46434
2021,North Rhine-Westphalia,2nd Quintile,Yes,0.77191,387,11951,0.77128,0.77253
2021,North Rhine-Westphalia,2nd Quintile,No,0.22809,103,11951,0.22747,0.22872
2021,North Rhine-Westphalia,3rd Quintile,Yes,0.88118,359,11951,0.88069,0.88167
2021,North Rhine-Westphalia,3rd Quintile,No,0.11882,59,11951,0.11833,0.11931
2021,North Rhine-Westphalia,4th Quintile,Yes,0.86068,384,11951,0.86015,0.86121
2021,North Rhine-Westphalia,4th Quintile,No,0.13932,40,11951,0.13879,0.13985
2021,North Rhine-Westphalia,5th Quintile,Yes,0.92483,517,11951,0.92446,0.92520
2021,North Rhine-Westphalia,5th Quintile,No,0.07517,32,11951,0.07480,0.07554
2021,Hesse,1st Quintile,Yes,0.50407,135,11951,0.50277,0.50537
2021,Hesse,1st Quintile,No,0.49593,105,11951,0.49463,0.49723
2021,Hesse,2nd Quintile,Yes,1.00000,104,11951,1.00000,1.00000
2021,Hesse,3rd Quintile,Yes,1.00000,100,11951,1.00000,1.00000
2021,Hesse,4th Quintile,Yes,1.00000,126,11951,1.00000,1.00000
2021,Hesse,5th Quintile,Yes,1.00000,203,11951,1.00000,1.00000
2021,"Rhineland-Palatinate, Saarland",1st Quintile,Yes,0.62995,121,11951,0.62859,0.63130
2021,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.37005,78,11951,0.36870,0.37141
2021,"Rhineland-Palatinate, Saarland",2nd Quintile,Yes,1.00000,110,11951,1.00000,1.00000
2021,"Rhineland-Palatinate, Saarland",3rd Quintile,Yes,1.00000,90,11951,1.00000,1.00000
2021,"Rhineland-Palatinate, Saarland",4th Quintile,Yes,1.00000,81,11951,1.00000,1.00000
2021,"Rhineland-Palatinate, Saarland",5th Quintile,Yes,1.00000,120,11951,1.00000,1.00000
2021,Baden-Wuerttemberg,1st Quintile,Yes,0.59622,156,11951,0.59518,0.59726
2021,Baden-Wuerttemberg,1st Quintile,No,0.40378,109,11951,0.40274,0.40482
2021,Baden-Wuerttemberg,2nd Quintile,Yes,0.83617,176,11951,0.83538,0.83696
2021,Baden-Wuerttemberg,2nd Quintile,No,0.16383,44,11951,0.16304,0.16462
2021,Baden-Wuerttemberg,3rd Quintile,Yes,0.86063,184,11951,0.85995,0.86130
2021,Baden-Wuerttemberg,3rd Quintile,No,0.13937,33,11951,0.13870,0.14005
2021,Baden-Wuerttemberg,4th Quintile,Yes,1.00000,244,11951,1.00000,1.00000
2021,Baden-Wuerttemberg,5th Quintile,Yes,1.00000,360,11951,1.00000,1.00000
2021,Bavaria,1st Quintile,Yes,0.56273,216,11951,0.56178,0.56368
2021,Bavaria,1st Quintile,No,0.43727,125,11951,0.43632,0.43822
2021,Bavaria,2nd Quintile,Yes,0.79784,299,11951,0.79716,0.79852
2021,Bavaria,2nd Quintile,No,0.20216,55,11951,0.20148,0.20284
2021,Bavaria,3rd Quintile,Yes,0.87179,301,11951,0.87125,0.87233
2021,Bavaria,3rd Quintile,No,0.12821,38,11951,0.12767,0.12875
2021,Bavaria,4th Quintile,Yes,0.91391,343,11951,0.91343,0.91438
2021,Bavaria,4th Quintile,No,0.08609,31,11951,0.08562,0.08657
2021,Bavaria,5th Quintile,Yes,0.90432,428,11951,0.90382,0.90483
2021,Bavaria,5th Quintile,No,0.09568,36,11951,0.09517,0.09618
2021,Berlin,1st Quintile,Yes,0.29103,63,11951,0.28977,0.29229
2021,Berlin,1st Quintile,No,0.70897,132,11951,0.70771,0.71023
2021,Berlin,2nd Quintile,Yes,0.62241,60,11951,0.62070,0.62411
2021,Berlin,2nd Quintile,No,0.37759,48,11951,0.37589,0.37930
2021,Berlin,3rd Quintile,Yes,0.57283,54,11951,0.57127,0.57439
2021,Berlin,3rd Quintile,No,0.42717,48,11951,0.42561,0.42873
2021,Berlin,4th Quintile,Yes,0.53930,66,11951,0.53770,0.54090
2021,Berlin,4th Quintile,No,0.46070,41,11951,0.45910,0.46230
2021,Berlin,5th Quintile,Yes,0.66993,78,11951,0.66837,0.67149
2021,Berlin,5th Quintile,No,0.33007,64,11951,0.32851,0.33163
2021,Brandenburg,1st Quintile,Yes,0.67379,79,11951,0.67209,0.67549
2021,Brandenburg,1st Quintile,No,0.32621,42,11951,0.32451,0.32791
2021,Brandenburg,2nd Quintile,Yes,1.00000,77,11951,1.00000,1.00000
2021,Brandenburg,3rd Quintile,Yes,1.00000,84,11951,1.00000,1.00000
2021,Brandenburg,4th Quintile,Yes,1.00000,65,11951,1.00000,1.00000
2021,Brandenburg,5th Quintile,Yes,1.00000,92,11951,1.00000,1.00000
2021,Mecklenburg-Western Pomerania,1st Quintile,Yes,0.51261,37,11951,0.51083,0.51439
2021,Mecklenburg-Western Pomerania,1st Quintile,No,0.48739,41,11951,0.48561,0.48917
2021,Mecklenburg-Western Pomerania,2nd Quintile,Yes,1.00000,56,11951,1.00000,1.00000
2021,Mecklenburg-Western Pomerania,3rd Quintile,Yes,1.00000,38,11951,1.00000,1.00000
2021,Mecklenburg-Western Pomerania,4th Quintile,Yes,1.00000,37,11951,1.00000,1.00000
2021,Mecklenburg-Western Pomerania,5th Quintile,Yes,1.00000,38,11951,1.00000,1.00000
2021,Saxony,1st Quintile,Yes,0.51758,90,11951,0.51615,0.51901
2021,Saxony,1st Quintile,No,0.48242,90,11951,0.48099,0.48385
2021,Saxony,2nd Quintile,Yes,0.74783,170,11951,0.74667,0.74898
2021,Saxony,2nd Quintile,No,0.25217,35,11951,0.25102,0.25333
2021,Saxony,3rd Quintile,Yes,1.00000,146,11951,1.00000,1.00000
2021,Saxony,4th Quintile,Yes,1.00000,99,11951,1.00000,1.00000
2021,Saxony,5th Quintile,Yes,1.00000,108,11951,1.00000,1.00000
2021,Saxony-Anhalt,1st Quintile,Yes,0.35513,54,11951,0.35352,0.35674
2021,Saxony-Anhalt,1st Quintile,No,0.64487,68,11951,0.64326,0.64648
2021,Saxony-Anhalt,2nd Quintile,Yes,1.00000,81,11951,1.00000,1.00000
2021,Saxony-Anhalt,3rd Quintile,Yes,1.00000,58,11951,1.00000,1.00000
2021,Saxony-Anhalt,4th Quintile,Yes,1.00000,52,11951,1.00000,1.00000
2021,Saxony-Anhalt,5th Quintile,Yes,1.00000,53,11951,1.00000,1.00000
2021,Thuringa,1st Quintile,Yes,0.42922,69,11951,0.42749,0.43096
2021,Thuringa,1st Quintile,No,0.57078,57,11951,0.56904,0.57251
2021,Thuringa,2nd Quintile,Yes,1.00000,82,11951,1.00000,1.00000
2021,Thuringa,3rd Quintile,Yes,1.00000,61,11951,1.00000,1.00000
2021,Thuringa,4th Quintile,Yes,1.00000,63,11951,1.00000,1.00000
2021,Thuringa,5th Quintile,Yes,1.00000,56,11951,1.00000,1.00000
