year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Lower Saxony,Upper Secondary Level,No,0.34249,382,1143,0.31497,0.37001
2000,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.60334,71,121,0.51581,0.69087
2000,Lower Saxony,Post-secondary Non-tertiary Level,No,0.39666,50,121,0.30913,0.48419
2000,Lower Saxony,First Stage of Tertiary Education,Yes,0.70688,92,132,0.62893,0.78483
2000,Lower Saxony,First Stage of Tertiary Education,No,0.29312,40,132,0.21517,0.37107
2000,Lower Saxony,Second Stage of Tertiary Education,Yes,0.67278,156,236,0.61279,0.73277
2000,Lower Saxony,Second Stage of Tertiary Education,No,0.32722,80,236,0.26723,0.38721
2000,Bremen,Upper Secondary Level,Yes,0.70350,60,60,0.58696,0.82004
2000,North Rhine-Westphalia,Pre-primary Level,Yes,0.46777,56,114,0.37577,0.55977
2000,North Rhine-Westphalia,Pre-primary Level,No,0.53223,58,114,0.44023,0.62423
2000,North Rhine-Westphalia,Primary Level,Yes,0.54411,87,152,0.46467,0.62356
2000,North Rhine-Westphalia,Primary Level,No,0.45589,65,152,0.37644,0.53533
2000,North Rhine-Westphalia,Lower Secondary Level,Yes,0.69488,544,790,0.66275,0.72701
2000,North Rhine-Westphalia,Lower Secondary Level,No,0.30512,246,790,0.27299,0.33725
2000,North Rhine-Westphalia,Upper Secondary Level,Yes,0.68311,1752,2625,0.66531,0.70091
2000,North Rhine-Westphalia,Upper Secondary Level,No,0.31689,873,2625,0.29909,0.33469
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.65242,215,339,0.60165,0.70319
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.34758,124,339,0.29681,0.39835
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.69052,276,401,0.64522,0.73582
2000,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.30948,125,401,0.26418,0.35478
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.67814,457,685,0.64313,0.71315
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.32186,228,685,0.28685,0.35687
2000,Hesse,Lower Secondary Level,Yes,0.74505,202,281,0.69400,0.79610
2000,Hesse,Lower Secondary Level,No,0.25495,79,281,0.20390,0.30600
2000,Hesse,Upper Secondary Level,Yes,0.70899,583,835,0.67816,0.73982
2000,Hesse,Upper Secondary Level,No,0.29101,252,835,0.26018,0.32184
2000,Hesse,Post-secondary Non-tertiary Level,Yes,0.69535,74,108,0.60814,0.78256
2000,Hesse,Post-secondary Non-tertiary Level,No,0.30465,34,108,0.21744,0.39186
2000,Hesse,First Stage of Tertiary Education,Yes,0.66670,67,101,0.57431,0.75909
2000,Hesse,First Stage of Tertiary Education,No,0.33330,34,101,0.24091,0.42569
2000,Hesse,Second Stage of Tertiary Education,Yes,0.61821,169,270,0.56015,0.67626
2000,Hesse,Second Stage of Tertiary Education,No,0.38179,101,270,0.32374,0.43985
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.75339,216,296,0.70420,0.80258
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.24661,80,296,0.19742,0.29580
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.68496,523,786,0.65247,0.71746
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.31504,263,786,0.28254,0.34753
2000,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.73106,39,39,0.59008,0.87205
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.68317,81,114,0.59739,0.76895
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.31683,33,114,0.23105,0.40261
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.61186,92,149,0.53334,0.69037
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.38814,57,149,0.30963,0.46666
2000,Baden-Wuerttemberg,Pre-primary Level,Yes,0.45871,31,64,0.33566,0.58176
2000,Baden-Wuerttemberg,Pre-primary Level,No,0.54129,33,64,0.41824,0.66434
2000,Baden-Wuerttemberg,Primary Level,Yes,0.74588,57,57,0.63185,0.85991
2000,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.75102,453,609,0.71664,0.78539
2000,Baden-Wuerttemberg,Lower Secondary Level,No,0.24898,156,609,0.21461,0.28336
2000,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.67617,948,1422,0.65184,0.70050
2000,Baden-Wuerttemberg,Upper Secondary Level,No,0.32383,474,1422,0.29950,0.34816
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.63508,80,120,0.54858,0.72158
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.36492,40,120,0.27842,0.45142
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.66000,158,239,0.59982,0.72018
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.34000,81,239,0.27982,0.40018
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.64102,257,407,0.59436,0.68768
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.35898,150,407,0.31232,0.40564
2000,Bavaria,Lower Secondary Level,Yes,0.70290,361,512,0.66328,0.74252
2000,Bavaria,Lower Secondary Level,No,0.29710,151,512,0.25748,0.33672
2000,Bavaria,Upper Secondary Level,Yes,0.66629,1252,1899,0.64507,0.68750
2000,Bavaria,Upper Secondary Level,No,0.33371,647,1899,0.31250,0.35493
2000,Bavaria,Post-secondary Non-tertiary Level,Yes,0.77418,107,144,0.70565,0.84271
2000,Bavaria,Post-secondary Non-tertiary Level,No,0.22582,37,144,0.15729,0.29435
2000,Bavaria,First Stage of Tertiary Education,Yes,0.71712,171,250,0.66117,0.77306
2000,Bavaria,First Stage of Tertiary Education,No,0.28288,79,250,0.22694,0.33883
2000,Bavaria,Second Stage of Tertiary Education,Yes,0.67870,312,465,0.63621,0.72119
2000,Bavaria,Second Stage of Tertiary Education,No,0.32130,153,465,0.27881,0.36379
2000,Berlin,Lower Secondary Level,Yes,0.63430,49,49,0.49805,0.77055
2000,Berlin,Upper Secondary Level,Yes,0.68560,239,353,0.63710,0.73410
2000,Berlin,Upper Secondary Level,No,0.31440,114,353,0.26590,0.36290
2000,Berlin,First Stage of Tertiary Education,Yes,0.65638,47,47,0.51913,0.79362
2000,Berlin,Second Stage of Tertiary Education,Yes,0.69393,156,231,0.63437,0.75349
2000,Berlin,Second Stage of Tertiary Education,No,0.30607,75,231,0.24651,0.36563
2000,Brandenburg,Lower Secondary Level,Yes,0.75369,80,80,0.65868,0.84871
2000,Brandenburg,Upper Secondary Level,Yes,0.68870,358,513,0.64859,0.72880
2000,Brandenburg,Upper Secondary Level,No,0.31130,155,513,0.27120,0.35141
2000,Brandenburg,First Stage of Tertiary Education,Yes,0.77447,66,66,0.67286,0.87607
2000,Brandenburg,Second Stage of Tertiary Education,Yes,0.76563,205,263,0.71434,0.81692
2000,Brandenburg,Second Stage of Tertiary Education,No,0.23437,58,263,0.18308,0.28566
2000,Mecklenburg-Western Pomerania,Lower Secondary Level,Yes,0.80806,34,34,0.67369,0.94243
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.67905,218,326,0.62830,0.72981
2000,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.32095,108,326,0.27019,0.37170
2000,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.88192,106,106,0.82019,0.94364
2000,Saxony,Lower Secondary Level,Yes,0.81224,124,158,0.75115,0.87333
2000,Saxony,Lower Secondary Level,No,0.18776,34,158,0.12667,0.24885
2000,Saxony,Upper Secondary Level,Yes,0.71345,701,1001,0.68543,0.74148
2000,Saxony,Upper Secondary Level,No,0.28655,300,1001,0.25852,0.31457
2000,Saxony,First Stage of Tertiary Education,Yes,0.70615,100,147,0.63225,0.78004
2000,Saxony,First Stage of Tertiary Education,No,0.29385,47,147,0.21996,0.36775
2000,Saxony,Second Stage of Tertiary Education,Yes,0.73881,266,370,0.69399,0.78363
2000,Saxony,Second Stage of Tertiary Education,No,0.26119,104,370,0.21637,0.30601
2000,Saxony-Anhalt,Lower Secondary Level,Yes,0.78635,73,73,0.69167,0.88103
2000,Saxony-Anhalt,Upper Secondary Level,Yes,0.64770,365,560,0.60810,0.68730
2000,Saxony-Anhalt,Upper Secondary Level,No,0.35230,195,560,0.31270,0.39190
2000,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.67079,76,114,0.58415,0.75744
2000,Saxony-Anhalt,First Stage of Tertiary Education,No,0.32921,38,114,0.24256,0.41585
2000,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.74255,171,233,0.68629,0.79881
2000,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.25745,62,233,0.20119,0.31371
2000,Thuringa,Lower Secondary Level,Yes,0.84600,62,62,0.75542,0.93658
2000,Thuringa,Upper Secondary Level,Yes,0.69230,447,667,0.65725,0.72736
2000,Thuringa,Upper Secondary Level,No,0.30770,220,667,0.27264,0.34275
2000,Thuringa,First Stage of Tertiary Education,Yes,0.64855,58,58,0.52461,0.77250
2000,Thuringa,Second Stage of Tertiary Education,Yes,0.76848,130,174,0.70562,0.83133
2000,Thuringa,Second Stage of Tertiary Education,No,0.23152,44,174,0.16867,0.29438
2001,Schleswig-Holstein,Lower Secondary Level,Yes,0.74686,63,63,0.63863,0.85509
2001,Schleswig-Holstein,Upper Secondary Level,Yes,0.55495,196,365,0.50389,0.60600
2001,Schleswig-Holstein,Upper Secondary Level,No,0.44505,169,365,0.39400,0.49611
2001,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.59065,45,78,0.48082,0.70048
2001,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.40935,33,78,0.29952,0.51918
2001,Hamburg,Upper Secondary Level,Yes,0.74419,102,139,0.67140,0.81699
2001,Hamburg,Upper Secondary Level,No,0.25581,37,139,0.18301,0.32860
2001,Hamburg,Second Stage of Tertiary Education,Yes,0.55914,42,42,0.40717,0.71112
2001,Lower Saxony,Pre-primary Level,Yes,0.61863,31,31,0.44482,0.79245
2001,Lower Saxony,Lower Secondary Level,Yes,0.75291,211,293,0.70344,0.80238
2001,Lower Saxony,Lower Secondary Level,No,0.24709,82,293,0.19762,0.29656
2001,Lower Saxony,Upper Secondary Level,Yes,0.70027,707,1012,0.67203,0.72851
2001,Lower Saxony,Upper Secondary Level,No,0.29973,305,1012,0.27149,0.32797
2001,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.69735,71,109,0.61071,0.78399
2001,Lower Saxony,Post-secondary Non-tertiary Level,No,0.30265,38,109,0.21601,0.38929
2001,Lower Saxony,First Stage of Tertiary Education,Yes,0.74418,89,120,0.66578,0.82257
2001,Lower Saxony,First Stage of Tertiary Education,No,0.25582,31,120,0.17743,0.33422
2001,Lower Saxony,Second Stage of Tertiary Education,Yes,0.65280,151,232,0.59141,0.71420
2001,Lower Saxony,Second Stage of Tertiary Education,No,0.34720,81,232,0.28580,0.40859
2001,Bremen,Upper Secondary Level,Yes,0.71591,58,58,0.59883,0.83299
2001,North Rhine-Westphalia,Pre-primary Level,Yes,0.54921,68,119,0.45943,0.63899
2001,North Rhine-Westphalia,Pre-primary Level,No,0.45079,51,119,0.36101,0.54057
2001,North Rhine-Westphalia,Primary Level,Yes,0.65827,82,120,0.57305,0.74348
2001,North Rhine-Westphalia,Primary Level,No,0.34173,38,120,0.25652,0.42695
2001,North Rhine-Westphalia,Lower Secondary Level,Yes,0.70064,481,693,0.66652,0.73476
2001,North Rhine-Westphalia,Lower Secondary Level,No,0.29936,212,693,0.26524,0.33348
2001,North Rhine-Westphalia,Upper Secondary Level,Yes,0.70534,1614,2355,0.68692,0.72375
2001,North Rhine-Westphalia,Upper Secondary Level,No,0.29466,741,2355,0.27625,0.31308
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.68275,205,319,0.63160,0.73390
2001,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.31725,114,319,0.26610,0.36840
2001,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.67887,241,353,0.63010,0.72765
2001,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.32113,112,353,0.27235,0.36990
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.66658,412,638,0.62997,0.70319
2001,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.33342,226,638,0.29681,0.37003
2001,Hesse,Lower Secondary Level,Yes,0.76449,175,236,0.71024,0.81874
2001,Hesse,Lower Secondary Level,No,0.23551,61,236,0.18126,0.28976
2001,Hesse,Upper Secondary Level,Yes,0.74994,563,753,0.71899,0.78090
2001,Hesse,Upper Secondary Level,No,0.25006,190,753,0.21910,0.28101
2001,Hesse,Post-secondary Non-tertiary Level,Yes,0.70294,75,109,0.61675,0.78912
2001,Hesse,Post-secondary Non-tertiary Level,No,0.29706,34,109,0.21088,0.38325
2001,Hesse,First Stage of Tertiary Education,Yes,0.63059,51,82,0.52548,0.73570
2001,Hesse,First Stage of Tertiary Education,No,0.36941,31,82,0.26430,0.47452
2001,Hesse,Second Stage of Tertiary Education,Yes,0.59135,140,234,0.52823,0.65447
2001,Hesse,Second Stage of Tertiary Education,No,0.40865,94,234,0.34553,0.47177
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.74165,173,240,0.68615,0.79715
2001,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.25835,67,240,0.20285,0.31385
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.67660,499,734,0.64274,0.71046
2001,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.32340,235,734,0.28954,0.35726
2001,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.69073,39,39,0.54377,0.83768
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.51651,60,104,0.42000,0.61302
2001,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.48349,44,104,0.38698,0.58000
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.76150,105,140,0.69065,0.83235
2001,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.23850,35,140,0.16765,0.30935
2001,Baden-Wuerttemberg,Pre-primary Level,No,0.57001,41,41,0.41658,0.72343
2001,Baden-Wuerttemberg,Primary Level,Yes,0.86379,43,43,0.76005,0.96753
2001,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.72819,368,523,0.69002,0.76635
2001,Baden-Wuerttemberg,Lower Secondary Level,No,0.27181,155,523,0.23365,0.30998
2001,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.68322,842,1245,0.65736,0.70907
2001,Baden-Wuerttemberg,Upper Secondary Level,No,0.31678,403,1245,0.29093,0.34264
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.60834,73,114,0.51834,0.69834
2001,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.39166,41,114,0.30166,0.48166
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.70694,144,209,0.64508,0.76879
2001,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.29306,65,209,0.23121,0.35492
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.66926,239,364,0.62086,0.71766
2001,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.33074,125,364,0.28234,0.37914
2001,Bavaria,Pre-primary Level,Yes,0.59921,32,32,0.42670,0.77173
2001,Bavaria,Lower Secondary Level,Yes,0.72543,331,452,0.68424,0.76662
2001,Bavaria,Lower Secondary Level,No,0.27457,121,452,0.23338,0.31576
2001,Bavaria,Upper Secondary Level,Yes,0.69678,1164,1677,0.67477,0.71878
2001,Bavaria,Upper Secondary Level,No,0.30322,513,1677,0.28122,0.32523
2001,Bavaria,Post-secondary Non-tertiary Level,Yes,0.73396,105,142,0.66103,0.80690
2001,Bavaria,Post-secondary Non-tertiary Level,No,0.26604,37,142,0.19310,0.33897
2001,Bavaria,First Stage of Tertiary Education,Yes,0.71692,160,236,0.65933,0.77452
2001,Bavaria,First Stage of Tertiary Education,No,0.28308,76,236,0.22548,0.34067
2001,Bavaria,Second Stage of Tertiary Education,Yes,0.64534,275,429,0.60001,0.69066
2001,Bavaria,Second Stage of Tertiary Education,No,0.35466,154,429,0.30934,0.39999
2001,Berlin,Lower Secondary Level,Yes,0.56340,43,78,0.45262,0.67418
2001,Berlin,Lower Secondary Level,No,0.43660,35,78,0.32582,0.54738
2001,Berlin,Upper Secondary Level,Yes,0.64984,220,342,0.59921,0.70047
2001,Berlin,Upper Secondary Level,No,0.35016,122,342,0.29953,0.40079
2001,Berlin,First Stage of Tertiary Education,Yes,0.75481,49,49,0.63311,0.87651
2001,Berlin,Second Stage of Tertiary Education,Yes,0.74563,161,223,0.68834,0.80292
2001,Berlin,Second Stage of Tertiary Education,No,0.25437,62,223,0.19708,0.31166
2001,Brandenburg,Lower Secondary Level,Yes,0.77571,77,77,0.68193,0.86949
2001,Brandenburg,Upper Secondary Level,Yes,0.68616,334,479,0.64456,0.72776
2001,Brandenburg,Upper Secondary Level,No,0.31384,145,479,0.27224,0.35544
2001,Brandenburg,First Stage of Tertiary Education,Yes,0.80646,53,53,0.69907,0.91384
2001,Brandenburg,Second Stage of Tertiary Education,Yes,0.78096,202,252,0.72979,0.83212
2001,Brandenburg,Second Stage of Tertiary Education,No,0.21904,50,252,0.16788,0.27021
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.70652,207,295,0.65447,0.75857
2001,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.29348,88,295,0.24143,0.34553
2001,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.85381,90,90,0.78041,0.92721
2001,Saxony,Lower Secondary Level,Yes,0.78036,105,139,0.71128,0.84943
2001,Saxony,Lower Secondary Level,No,0.21964,34,139,0.15057,0.28872
2001,Saxony,Upper Secondary Level,Yes,0.72174,651,918,0.69274,0.75075
2001,Saxony,Upper Secondary Level,No,0.27826,267,918,0.24925,0.30726
2001,Saxony,First Stage of Tertiary Education,Yes,0.67552,91,132,0.59535,0.75569
2001,Saxony,First Stage of Tertiary Education,No,0.32448,41,132,0.24431,0.40465
2001,Saxony,Second Stage of Tertiary Education,Yes,0.80316,279,359,0.76197,0.84435
2001,Saxony,Second Stage of Tertiary Education,No,0.19684,80,359,0.15565,0.23803
2001,Saxony-Anhalt,Lower Secondary Level,Yes,0.72153,67,67,0.61338,0.82967
2001,Saxony-Anhalt,Upper Secondary Level,Yes,0.69697,368,528,0.65774,0.73621
2001,Saxony-Anhalt,Upper Secondary Level,No,0.30303,160,528,0.26379,0.34226
2001,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.69723,68,101,0.60717,0.78728
2001,Saxony-Anhalt,First Stage of Tertiary Education,No,0.30277,33,101,0.21272,0.39283
2001,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.79146,169,219,0.73753,0.84539
2001,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.20854,50,219,0.15461,0.26247
2001,Thuringa,Lower Secondary Level,Yes,0.70369,42,42,0.56392,0.84347
2001,Thuringa,Upper Secondary Level,Yes,0.71747,421,610,0.68172,0.75323
2001,Thuringa,Upper Secondary Level,No,0.28253,189,610,0.24677,0.31828
2001,Thuringa,First Stage of Tertiary Education,Yes,0.72215,51,51,0.59799,0.84631
2001,Thuringa,Second Stage of Tertiary Education,Yes,0.74610,125,162,0.67887,0.81334
2001,Thuringa,Second Stage of Tertiary Education,No,0.25390,37,162,0.18666,0.32113
2002,Schleswig-Holstein,Lower Secondary Level,Yes,0.71677,64,64,0.60551,0.82803
2002,Schleswig-Holstein,Upper Secondary Level,Yes,0.65524,245,379,0.60732,0.70315
2002,Schleswig-Holstein,Upper Secondary Level,No,0.34476,134,379,0.29685,0.39268
2002,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.57786,67,117,0.48798,0.66774
2002,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.42214,50,117,0.33226,0.51202
2002,Hamburg,Upper Secondary Level,Yes,0.67034,116,158,0.59681,0.74388
2002,Hamburg,Upper Secondary Level,No,0.32966,42,158,0.25612,0.40319
2002,Hamburg,Second Stage of Tertiary Education,Yes,0.59984,59,59,0.47375,0.72593
2002,Lower Saxony,Pre-primary Level,Yes,0.51563,35,35,0.34764,0.68361
2002,Lower Saxony,Lower Secondary Level,Yes,0.73448,194,274,0.68209,0.78687
2002,Lower Saxony,Lower Secondary Level,No,0.26552,80,274,0.21313,0.31791
2002,Lower Saxony,Upper Secondary Level,Yes,0.67916,725,1039,0.65076,0.70756
2002,Lower Saxony,Upper Secondary Level,No,0.32084,314,1039,0.29244,0.34924
2002,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.66704,80,124,0.58375,0.75032
2002,Lower Saxony,Post-secondary Non-tertiary Level,No,0.33296,44,124,0.24968,0.41625
2002,Lower Saxony,First Stage of Tertiary Education,Yes,0.58458,77,127,0.49853,0.67063
2002,Lower Saxony,First Stage of Tertiary Education,No,0.41542,50,127,0.32937,0.50147
2002,Lower Saxony,Second Stage of Tertiary Education,Yes,0.72811,218,311,0.67858,0.77764
2002,Lower Saxony,Second Stage of Tertiary Education,No,0.27189,93,311,0.22236,0.32142
2002,Bremen,Upper Secondary Level,Yes,0.77174,65,65,0.66891,0.87457
2002,North Rhine-Westphalia,Pre-primary Level,Yes,0.47310,78,146,0.39183,0.55436
2002,North Rhine-Westphalia,Pre-primary Level,No,0.52690,68,146,0.44564,0.60817
2002,North Rhine-Westphalia,Primary Level,Yes,0.58762,60,103,0.49208,0.68315
2002,North Rhine-Westphalia,Primary Level,No,0.41238,43,103,0.31685,0.50792
2002,North Rhine-Westphalia,Lower Secondary Level,Yes,0.66632,416,619,0.62914,0.70349
2002,North Rhine-Westphalia,Lower Secondary Level,No,0.33368,203,619,0.29651,0.37086
2002,North Rhine-Westphalia,Upper Secondary Level,Yes,0.68365,1552,2340,0.66480,0.70250
2002,North Rhine-Westphalia,Upper Secondary Level,No,0.31635,788,2340,0.29750,0.33520
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.68483,233,351,0.63616,0.73350
2002,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.31517,118,351,0.26650,0.36384
2002,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.69097,240,351,0.64256,0.73938
2002,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.30903,111,351,0.26062,0.35744
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.64853,574,885,0.61705,0.68000
2002,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.35147,311,885,0.32000,0.38295
2002,Hesse,Lower Secondary Level,Yes,0.71797,169,232,0.65994,0.77600
2002,Hesse,Lower Secondary Level,No,0.28203,63,232,0.22400,0.34006
2002,Hesse,Upper Secondary Level,Yes,0.68971,548,773,0.65708,0.72235
2002,Hesse,Upper Secondary Level,No,0.31029,225,773,0.27765,0.34292
2002,Hesse,Post-secondary Non-tertiary Level,Yes,0.74759,82,115,0.66785,0.82733
2002,Hesse,Post-secondary Non-tertiary Level,No,0.25241,33,115,0.17267,0.33215
2002,Hesse,First Stage of Tertiary Education,Yes,0.62230,61,103,0.52821,0.71639
2002,Hesse,First Stage of Tertiary Education,No,0.37770,42,103,0.28361,0.47179
2002,Hesse,Second Stage of Tertiary Education,Yes,0.50681,209,352,0.45450,0.55911
2002,Hesse,Second Stage of Tertiary Education,No,0.49319,143,352,0.44089,0.54550
2002,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.71032,164,239,0.65269,0.76795
2002,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.28968,75,239,0.23205,0.34731
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.64687,462,714,0.61179,0.68195
2002,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.35313,252,714,0.31805,0.38821
2002,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.57285,65,109,0.47956,0.66615
2002,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,No,0.42715,44,109,0.33385,0.52044
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.67831,124,185,0.61081,0.74580
2002,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.32169,61,185,0.25420,0.38919
2002,Baden-Wuerttemberg,Pre-primary Level,Yes,0.52763,50,88,0.42273,0.63254
2002,Baden-Wuerttemberg,Pre-primary Level,No,0.47237,38,88,0.36746,0.57727
2002,Baden-Wuerttemberg,Primary Level,Yes,0.81033,35,35,0.67856,0.94211
2002,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.74083,345,490,0.70199,0.77967
2002,Baden-Wuerttemberg,Lower Secondary Level,No,0.25917,145,490,0.22033,0.29801
2002,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.67217,882,1292,0.64656,0.69777
2002,Baden-Wuerttemberg,Upper Secondary Level,No,0.32783,410,1292,0.30223,0.35344
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.56569,80,135,0.48176,0.64961
2002,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.43431,55,135,0.35039,0.51824
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.65590,145,219,0.59283,0.71896
2002,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.34410,74,219,0.28104,0.40717
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.64510,328,497,0.60299,0.68721
2002,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.35490,169,497,0.31279,0.39701
2002,Bavaria,Pre-primary Level,Yes,0.66247,33,33,0.49863,0.82631
2002,Bavaria,Lower Secondary Level,Yes,0.67377,288,420,0.62888,0.71866
2002,Bavaria,Lower Secondary Level,No,0.32623,132,420,0.28134,0.37112
2002,Bavaria,Upper Secondary Level,Yes,0.68607,1165,1707,0.66405,0.70809
2002,Bavaria,Upper Secondary Level,No,0.31393,542,1707,0.29191,0.33595
2002,Bavaria,Post-secondary Non-tertiary Level,Yes,0.66895,103,149,0.59313,0.74477
2002,Bavaria,Post-secondary Non-tertiary Level,No,0.33105,46,149,0.25523,0.40687
2002,Bavaria,First Stage of Tertiary Education,Yes,0.71167,177,255,0.65596,0.76738
2002,Bavaria,First Stage of Tertiary Education,No,0.28833,78,255,0.23262,0.34404
2002,Bavaria,Second Stage of Tertiary Education,Yes,0.71085,433,622,0.67519,0.74651
2002,Bavaria,Second Stage of Tertiary Education,No,0.28915,189,622,0.25349,0.32481
2002,Berlin,Lower Secondary Level,Yes,0.63293,43,43,0.48715,0.77870
2002,Berlin,Upper Secondary Level,Yes,0.71952,234,343,0.67191,0.76713
2002,Berlin,Upper Secondary Level,No,0.28048,109,343,0.23287,0.32809
2002,Berlin,First Stage of Tertiary Education,Yes,0.72241,49,49,0.59572,0.84910
2002,Berlin,Second Stage of Tertiary Education,Yes,0.74740,184,258,0.69428,0.80053
2002,Berlin,Second Stage of Tertiary Education,No,0.25260,74,258,0.19947,0.30572
2002,Brandenburg,Lower Secondary Level,Yes,0.61255,58,58,0.48608,0.73903
2002,Brandenburg,Upper Secondary Level,Yes,0.68786,327,481,0.64641,0.72931
2002,Brandenburg,Upper Secondary Level,No,0.31214,154,481,0.27069,0.35359
