year,bula_h,pgisced97,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.24596,60,251,0.19258,0.29935
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.75234,861,1172,0.72762,0.77707
2018,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.24766,311,1172,0.22293,0.27238
2018,Hesse,Lower Secondary Level,Yes,0.76054,137,188,0.69937,0.82171
2018,Hesse,Lower Secondary Level,No,0.23946,51,188,0.17829,0.30063
2018,Hesse,Upper Secondary Level,Yes,0.70579,506,692,0.67182,0.73977
2018,Hesse,Upper Secondary Level,No,0.29421,186,692,0.26023,0.32818
2018,Hesse,Post-secondary Non-tertiary Level,Yes,0.63708,108,152,0.56039,0.71378
2018,Hesse,Post-secondary Non-tertiary Level,No,0.36292,44,152,0.28622,0.43961
2018,Hesse,First Stage of Tertiary Education,Yes,0.56916,48,48,0.42759,0.71074
2018,Hesse,Second Stage of Tertiary Education,Yes,0.68892,326,481,0.64750,0.73033
2018,Hesse,Second Stage of Tertiary Education,No,0.31108,155,481,0.26967,0.35250
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.75563,157,223,0.69910,0.81215
2018,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.24437,66,223,0.18785,0.30090
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.74905,491,668,0.71615,0.78195
2018,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.25095,177,668,0.21805,0.28385
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.71304,84,120,0.63176,0.79431
2018,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.28696,36,120,0.20569,0.36824
2018,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.75006,62,62,0.64140,0.85871
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.76338,202,276,0.71315,0.81362
2018,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.23662,74,276,0.18638,0.28685
2018,Baden-Wuerttemberg,No answer / don't know,Yes,0.48739,37,71,0.37030,0.60449
2018,Baden-Wuerttemberg,No answer / don't know,No,0.51261,34,71,0.39551,0.62970
2018,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.73929,196,272,0.68702,0.79156
2018,Baden-Wuerttemberg,Lower Secondary Level,No,0.26071,76,272,0.20844,0.31298
2018,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.71032,817,1165,0.68426,0.73638
2018,Baden-Wuerttemberg,Upper Secondary Level,No,0.28968,348,1165,0.26362,0.31574
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.72346,160,233,0.66591,0.78102
2018,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.27654,73,233,0.21898,0.33409
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.67471,123,165,0.60301,0.74641
2018,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.32529,42,165,0.25359,0.39699
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.72186,575,810,0.69098,0.75273
2018,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.27814,235,810,0.24727,0.30902
2018,Bavaria,No answer / don't know,Yes,0.66114,56,56,0.53605,0.78623
2018,Bavaria,Primary Level,Yes,0.81630,43,43,0.69918,0.93341
2018,Bavaria,Lower Secondary Level,Yes,0.67381,281,388,0.62710,0.72052
2018,Bavaria,Lower Secondary Level,No,0.32619,107,388,0.27948,0.37290
2018,Bavaria,Upper Secondary Level,Yes,0.72415,1355,1894,0.70401,0.74428
2018,Bavaria,Upper Secondary Level,No,0.27585,539,1894,0.25572,0.29599
2018,Bavaria,Post-secondary Non-tertiary Level,Yes,0.63275,184,278,0.57598,0.68952
2018,Bavaria,Post-secondary Non-tertiary Level,No,0.36725,94,278,0.31048,0.42402
2018,Bavaria,First Stage of Tertiary Education,Yes,0.67621,175,251,0.61821,0.73422
2018,Bavaria,First Stage of Tertiary Education,No,0.32379,76,251,0.26578,0.38179
2018,Bavaria,Second Stage of Tertiary Education,Yes,0.71403,691,983,0.68576,0.74229
2018,Bavaria,Second Stage of Tertiary Education,No,0.28597,292,983,0.25771,0.31424
2018,Berlin,Lower Secondary Level,Yes,0.68824,53,53,0.56234,0.81414
2018,Berlin,Upper Secondary Level,Yes,0.74191,251,347,0.69581,0.78802
2018,Berlin,Upper Secondary Level,No,0.25809,96,347,0.21198,0.30419
2018,Berlin,Post-secondary Non-tertiary Level,Yes,0.75494,43,43,0.62486,0.88502
2018,Berlin,First Stage of Tertiary Education,Yes,0.74161,38,38,0.60055,0.88266
2018,Berlin,Second Stage of Tertiary Education,Yes,0.78810,313,421,0.74902,0.82718
2018,Berlin,Second Stage of Tertiary Education,No,0.21190,108,421,0.17282,0.25098
2018,Brandenburg,Lower Secondary Level,Yes,0.61550,59,91,0.51499,0.71601
2018,Brandenburg,Lower Secondary Level,No,0.38450,32,91,0.28399,0.48501
2018,Brandenburg,Upper Secondary Level,Yes,0.79373,389,505,0.75841,0.82906
2018,Brandenburg,Upper Secondary Level,No,0.20627,116,505,0.17094,0.24159
2018,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.46186,44,77,0.34977,0.57395
2018,Brandenburg,Post-secondary Non-tertiary Level,No,0.53814,33,77,0.42605,0.65023
2018,Brandenburg,First Stage of Tertiary Education,Yes,0.90110,60,60,0.82492,0.97728
2018,Brandenburg,Second Stage of Tertiary Education,Yes,0.81067,196,238,0.76079,0.86055
2018,Brandenburg,Second Stage of Tertiary Education,No,0.18933,42,238,0.13945,0.23921
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.69772,214,303,0.64592,0.74951
2018,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.30228,89,303,0.25049,0.35408
2018,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.74933,37,37,0.60775,0.89091
2018,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.81154,115,115,0.73975,0.88333
2018,Saxony,Lower Secondary Level,Yes,0.63048,68,107,0.53859,0.72237
2018,Saxony,Lower Secondary Level,No,0.36952,39,107,0.27763,0.46141
2018,Saxony,Upper Secondary Level,Yes,0.71278,587,828,0.68195,0.74362
2018,Saxony,Upper Secondary Level,No,0.28722,241,828,0.25638,0.31805
2018,Saxony,Post-secondary Non-tertiary Level,Yes,0.84101,62,62,0.74925,0.93278
2018,Saxony,First Stage of Tertiary Education,Yes,0.76842,91,91,0.68126,0.85557
2018,Saxony,Second Stage of Tertiary Education,Yes,0.72621,319,420,0.68351,0.76891
2018,Saxony,Second Stage of Tertiary Education,No,0.27379,101,420,0.23109,0.31649
2018,Saxony-Anhalt,Lower Secondary Level,Yes,0.61258,51,51,0.47754,0.74761
2018,Saxony-Anhalt,Upper Secondary Level,Yes,0.75509,346,466,0.71601,0.79418
2018,Saxony-Anhalt,Upper Secondary Level,No,0.24491,120,466,0.20582,0.28399
2018,Saxony-Anhalt,Post-secondary Non-tertiary Level,Yes,0.68507,36,36,0.53118,0.83895
2018,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.83746,50,50,0.73416,0.94077
2018,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.80914,171,216,0.75661,0.86167
2018,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.19086,45,216,0.13833,0.24339
2018,Thuringa,Lower Secondary Level,Yes,0.80319,44,44,0.68435,0.92203
2018,Thuringa,Upper Secondary Level,Yes,0.71306,383,522,0.67422,0.75191
2018,Thuringa,Upper Secondary Level,No,0.28694,139,522,0.24809,0.32578
2018,Thuringa,Post-secondary Non-tertiary Level,Yes,0.61158,34,34,0.44529,0.77788
2018,Thuringa,First Stage of Tertiary Education,Yes,0.61328,49,49,0.47550,0.75105
2018,Thuringa,Second Stage of Tertiary Education,Yes,0.73032,157,213,0.67058,0.79006
2018,Thuringa,Second Stage of Tertiary Education,No,0.26968,56,213,0.20994,0.32942
2019,Schleswig-Holstein,Lower Secondary Level,Yes,0.76082,75,75,0.66363,0.85801
2019,Schleswig-Holstein,Upper Secondary Level,Yes,0.78456,294,412,0.74482,0.82431
2019,Schleswig-Holstein,Upper Secondary Level,No,0.21544,118,412,0.17569,0.25518
2019,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.88492,75,75,0.81221,0.95763
2019,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.66627,49,49,0.53286,0.79967
2019,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.69767,167,221,0.63698,0.75836
2019,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.30233,54,221,0.24164,0.36302
2019,Hamburg,Lower Secondary Level,Yes,0.79990,35,35,0.66541,0.93438
2019,Hamburg,Upper Secondary Level,Yes,0.73954,136,182,0.67560,0.80348
2019,Hamburg,Upper Secondary Level,No,0.26046,46,182,0.19652,0.32440
2019,Hamburg,Post-secondary Non-tertiary Level,Yes,0.73389,42,42,0.59861,0.86916
2019,Hamburg,Second Stage of Tertiary Education,Yes,0.75428,144,191,0.69306,0.81549
2019,Hamburg,Second Stage of Tertiary Education,No,0.24572,47,191,0.18451,0.30694
2019,Lower Saxony,No answer / don't know,Yes,0.75596,38,38,0.61755,0.89436
2019,Lower Saxony,Primary Level,Yes,0.83921,40,40,0.72392,0.95450
2019,Lower Saxony,Lower Secondary Level,Yes,0.71859,229,318,0.66909,0.76810
2019,Lower Saxony,Lower Secondary Level,No,0.28141,89,318,0.23190,0.33091
2019,Lower Saxony,Upper Secondary Level,Yes,0.78006,819,1096,0.75552,0.80459
2019,Lower Saxony,Upper Secondary Level,No,0.21994,277,1096,0.19541,0.24448
2019,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.76039,163,220,0.70386,0.81693
2019,Lower Saxony,Post-secondary Non-tertiary Level,No,0.23961,57,220,0.18307,0.29614
2019,Lower Saxony,First Stage of Tertiary Education,Yes,0.69384,93,133,0.61521,0.77247
2019,Lower Saxony,First Stage of Tertiary Education,No,0.30616,40,133,0.22753,0.38479
2019,Lower Saxony,Second Stage of Tertiary Education,Yes,0.74815,399,573,0.71257,0.78372
2019,Lower Saxony,Second Stage of Tertiary Education,No,0.25185,174,573,0.21628,0.28743
2019,Bremen,Upper Secondary Level,Yes,0.82012,62,62,0.72373,0.91651
2019,Bremen,Second Stage of Tertiary Education,Yes,0.74876,46,46,0.62203,0.87549
2019,North Rhine-Westphalia,No answer / don't know,Yes,0.62340,95,155,0.54687,0.69992
2019,North Rhine-Westphalia,No answer / don't know,No,0.37660,60,155,0.30008,0.45313
2019,North Rhine-Westphalia,Pre-primary Level,Yes,0.83248,64,64,0.74027,0.92470
2019,North Rhine-Westphalia,Primary Level,Yes,0.71236,90,125,0.63268,0.79203
2019,North Rhine-Westphalia,Primary Level,No,0.28764,35,125,0.20797,0.36732
2019,North Rhine-Westphalia,Lower Secondary Level,Yes,0.72636,400,555,0.68923,0.76348
2019,North Rhine-Westphalia,Lower Secondary Level,No,0.27364,155,555,0.23652,0.31077
2019,North Rhine-Westphalia,Upper Secondary Level,Yes,0.73998,1648,2239,0.72181,0.75816
2019,North Rhine-Westphalia,Upper Secondary Level,No,0.26002,591,2239,0.24184,0.27819
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.71904,441,617,0.68355,0.75454
2019,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.28096,176,617,0.24546,0.31645
2019,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.68159,214,294,0.62825,0.73494
2019,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.31841,80,294,0.26506,0.37175
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.74230,972,1316,0.71866,0.76594
2019,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.25770,344,1316,0.23406,0.28134
2019,Hesse,Lower Secondary Level,Yes,0.65145,106,154,0.57594,0.72695
2019,Hesse,Lower Secondary Level,No,0.34855,48,154,0.27305,0.42406
2019,Hesse,Upper Secondary Level,Yes,0.75327,528,701,0.72134,0.78521
2019,Hesse,Upper Secondary Level,No,0.24673,173,701,0.21479,0.27866
2019,Hesse,Post-secondary Non-tertiary Level,Yes,0.55516,97,156,0.47692,0.63339
2019,Hesse,Post-secondary Non-tertiary Level,No,0.44484,59,156,0.36661,0.52308
2019,Hesse,First Stage of Tertiary Education,Yes,0.64661,63,63,0.52762,0.76560
2019,Hesse,Second Stage of Tertiary Education,Yes,0.72135,380,528,0.68307,0.75963
2019,Hesse,Second Stage of Tertiary Education,No,0.27865,148,528,0.24037,0.31693
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.75416,147,205,0.69507,0.81324
2019,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.24584,58,205,0.18676,0.30493
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.76424,481,654,0.73168,0.79680
2019,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.23576,173,654,0.20320,0.26832
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.77323,85,121,0.69831,0.84815
2019,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.22677,36,121,0.15185,0.30169
2019,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.83392,64,64,0.74202,0.92582
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.75953,216,304,0.71141,0.80765
2019,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.24047,88,304,0.19235,0.28859
2019,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.77707,171,240,0.72431,0.82984
2019,Baden-Wuerttemberg,Lower Secondary Level,No,0.22293,69,240,0.17016,0.27569
2019,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.72691,808,1143,0.70107,0.75276
2019,Baden-Wuerttemberg,Upper Secondary Level,No,0.27309,335,1143,0.24724,0.29893
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.72854,158,227,0.67056,0.78652
2019,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.27146,69,227,0.21348,0.32944
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.62563,133,195,0.55753,0.69373
2019,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.37437,62,195,0.30627,0.44247
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.70815,597,870,0.67793,0.73838
2019,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.29185,273,870,0.26162,0.32207
2019,Bavaria,No answer / don't know,Yes,0.81667,45,45,0.70233,0.93100
2019,Bavaria,Primary Level,Yes,0.85816,36,36,0.74257,0.97375
2019,Bavaria,Lower Secondary Level,Yes,0.72521,257,358,0.67890,0.77152
2019,Bavaria,Lower Secondary Level,No,0.27479,101,358,0.22848,0.32110
2019,Bavaria,Upper Secondary Level,Yes,0.73562,1281,1798,0.71523,0.75601
2019,Bavaria,Upper Secondary Level,No,0.26438,517,1798,0.24399,0.28477
2019,Bavaria,Post-secondary Non-tertiary Level,Yes,0.72506,197,288,0.67341,0.77672
2019,Bavaria,Post-secondary Non-tertiary Level,No,0.27494,91,288,0.22328,0.32659
2019,Bavaria,First Stage of Tertiary Education,Yes,0.68118,201,288,0.62727,0.73510
2019,Bavaria,First Stage of Tertiary Education,No,0.31882,87,288,0.26490,0.37273
2019,Bavaria,Second Stage of Tertiary Education,Yes,0.69527,749,1072,0.66770,0.72284
2019,Bavaria,Second Stage of Tertiary Education,No,0.30473,323,1072,0.27716,0.33230
2019,Berlin,Lower Secondary Level,Yes,0.70284,40,40,0.55941,0.84627
2019,Berlin,Upper Secondary Level,Yes,0.74332,251,337,0.69661,0.79002
2019,Berlin,Upper Secondary Level,No,0.25668,86,337,0.20998,0.30339
2019,Berlin,Post-secondary Non-tertiary Level,Yes,0.60827,51,51,0.47297,0.74358
2019,Berlin,First Stage of Tertiary Education,Yes,0.82110,37,37,0.69590,0.94630
2019,Berlin,Second Stage of Tertiary Education,Yes,0.71590,339,466,0.67491,0.75689
2019,Berlin,Second Stage of Tertiary Education,No,0.28410,127,466,0.24311,0.32509
2019,Brandenburg,Lower Secondary Level,Yes,0.70092,57,89,0.60526,0.79658
2019,Brandenburg,Lower Secondary Level,No,0.29908,32,89,0.20342,0.39474
2019,Brandenburg,Upper Secondary Level,Yes,0.75227,396,526,0.71534,0.78920
2019,Brandenburg,Upper Secondary Level,No,0.24773,130,526,0.21080,0.28466
2019,Brandenburg,Post-secondary Non-tertiary Level,Yes,0.57929,49,49,0.43963,0.71895
2019,Brandenburg,First Stage of Tertiary Education,Yes,0.74284,65,65,0.63576,0.84992
2019,Brandenburg,Second Stage of Tertiary Education,Yes,0.76217,214,285,0.71266,0.81169
2019,Brandenburg,Second Stage of Tertiary Education,No,0.23783,71,285,0.18831,0.28734
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,Yes,0.71771,213,285,0.66536,0.77006
2019,Mecklenburg-Western Pomerania,Upper Secondary Level,No,0.28229,72,285,0.22994,0.33464
2019,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Yes,0.80502,41,41,0.68224,0.92780
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Yes,0.86996,132,163,0.81816,0.92175
2019,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,No,0.13004,31,163,0.07825,0.18184
2019,Saxony,Lower Secondary Level,Yes,0.81258,77,77,0.72484,0.90032
2019,Saxony,Upper Secondary Level,Yes,0.70148,518,756,0.66884,0.73412
2019,Saxony,Upper Secondary Level,No,0.29852,238,756,0.26588,0.33116
2019,Saxony,Post-secondary Non-tertiary Level,Yes,0.68391,61,61,0.56627,0.80156
2019,Saxony,First Stage of Tertiary Education,Yes,0.78708,101,140,0.71902,0.85513
2019,Saxony,First Stage of Tertiary Education,No,0.21292,39,140,0.14487,0.28098
2019,Saxony,Second Stage of Tertiary Education,Yes,0.76232,356,490,0.72459,0.80005
2019,Saxony,Second Stage of Tertiary Education,No,0.23768,134,490,0.19995,0.27541
2019,Saxony-Anhalt,Lower Secondary Level,Yes,0.74018,47,47,0.61345,0.86691
2019,Saxony-Anhalt,Upper Secondary Level,Yes,0.75436,323,430,0.71363,0.79510
2019,Saxony-Anhalt,Upper Secondary Level,No,0.24564,107,430,0.20490,0.28637
2019,Saxony-Anhalt,Post-secondary Non-tertiary Level,Yes,0.64905,36,36,0.49093,0.80716
2019,Saxony-Anhalt,First Stage of Tertiary Education,Yes,0.70119,49,49,0.57170,0.83069
2019,Saxony-Anhalt,Second Stage of Tertiary Education,Yes,0.85258,183,232,0.80686,0.89830
2019,Saxony-Anhalt,Second Stage of Tertiary Education,No,0.14742,49,232,0.10170,0.19314
2019,Thuringa,Lower Secondary Level,Yes,0.69368,38,38,0.54514,0.84221
2019,Thuringa,Upper Secondary Level,Yes,0.75185,363,485,0.71337,0.79034
2019,Thuringa,Upper Secondary Level,No,0.24815,122,485,0.20966,0.28663
2019,Thuringa,First Stage of Tertiary Education,Yes,0.82366,53,53,0.72007,0.92724
2019,Thuringa,Second Stage of Tertiary Education,Yes,0.62264,167,235,0.56054,0.68475
2019,Thuringa,Second Stage of Tertiary Education,No,0.37736,68,235,0.31525,0.43946
2020,Schleswig-Holstein,Primary Level,Yes,0.71268,35,72,0.60743,0.81794
2020,Schleswig-Holstein,Primary Level,No,0.28732,37,72,0.18206,0.39257
2020,Schleswig-Holstein,Lower Secondary Level,Yes,0.61617,78,125,0.53057,0.70177
2020,Schleswig-Holstein,Lower Secondary Level,No,0.38383,47,125,0.29823,0.46943
2020,Schleswig-Holstein,Upper Secondary Level,Yes,0.71221,280,399,0.66773,0.75669
2020,Schleswig-Holstein,Upper Secondary Level,No,0.28779,119,399,0.24331,0.33227
2020,Schleswig-Holstein,Post-secondary Non-tertiary Level,Yes,0.79533,73,73,0.70213,0.88852
2020,Schleswig-Holstein,First Stage of Tertiary Education,Yes,0.76239,39,39,0.62706,0.89772
2020,Schleswig-Holstein,Second Stage of Tertiary Education,Yes,0.74746,175,238,0.69214,0.80277
2020,Schleswig-Holstein,Second Stage of Tertiary Education,No,0.25254,63,238,0.19723,0.30786
2020,Hamburg,Lower Secondary Level,Yes,0.74312,34,34,0.59405,0.89219
2020,Hamburg,Upper Secondary Level,Yes,0.74946,126,179,0.68580,0.81312
2020,Hamburg,Upper Secondary Level,No,0.25054,53,179,0.18688,0.31420
2020,Hamburg,Post-secondary Non-tertiary Level,Yes,0.64574,39,39,0.49367,0.79782
2020,Hamburg,Second Stage of Tertiary Education,Yes,0.63009,140,211,0.56479,0.69539
2020,Hamburg,Second Stage of Tertiary Education,No,0.36991,71,211,0.30461,0.43521
2020,Lower Saxony,No answer / don't know,Yes,0.68047,45,79,0.57699,0.78396
2020,Lower Saxony,No answer / don't know,No,0.31953,34,79,0.21604,0.42301
2020,Lower Saxony,Primary Level,Yes,0.60399,112,212,0.53800,0.66998
2020,Lower Saxony,Primary Level,No,0.39601,100,212,0.33002,0.46200
2020,Lower Saxony,Lower Secondary Level,Yes,0.59842,224,384,0.54932,0.64751
2020,Lower Saxony,Lower Secondary Level,No,0.40158,160,384,0.35249,0.45068
2020,Lower Saxony,Upper Secondary Level,Yes,0.76660,778,1128,0.74191,0.79130
2020,Lower Saxony,Upper Secondary Level,No,0.23340,350,1128,0.20870,0.25809
2020,Lower Saxony,Post-secondary Non-tertiary Level,Yes,0.68660,152,232,0.62678,0.74642
2020,Lower Saxony,Post-secondary Non-tertiary Level,No,0.31340,80,232,0.25358,0.37322
2020,Lower Saxony,First Stage of Tertiary Education,Yes,0.57367,71,115,0.48288,0.66445
2020,Lower Saxony,First Stage of Tertiary Education,No,0.42633,44,115,0.33555,0.51712
2020,Lower Saxony,Second Stage of Tertiary Education,Yes,0.66316,373,604,0.62543,0.70088
2020,Lower Saxony,Second Stage of Tertiary Education,No,0.33684,231,604,0.29912,0.37457
2020,Bremen,Upper Secondary Level,Yes,0.80265,67,99,0.72385,0.88145
2020,Bremen,Upper Secondary Level,No,0.19735,32,99,0.11855,0.27615
2020,Bremen,Second Stage of Tertiary Education,Yes,0.64541,47,47,0.50716,0.78365
2020,North Rhine-Westphalia,No answer / don't know,Yes,0.51003,124,240,0.44665,0.57341
2020,North Rhine-Westphalia,No answer / don't know,No,0.48997,116,240,0.42659,0.55335
2020,North Rhine-Westphalia,Pre-primary Level,Yes,0.70485,51,91,0.61062,0.79908
2020,North Rhine-Westphalia,Pre-primary Level,No,0.29515,40,91,0.20092,0.38938
2020,North Rhine-Westphalia,Primary Level,Yes,0.62682,222,387,0.57857,0.67507
2020,North Rhine-Westphalia,Primary Level,No,0.37318,165,387,0.32493,0.42143
2020,North Rhine-Westphalia,Lower Secondary Level,Yes,0.63452,422,717,0.59925,0.66979
2020,North Rhine-Westphalia,Lower Secondary Level,No,0.36548,295,717,0.33021,0.40075
2020,North Rhine-Westphalia,Upper Secondary Level,Yes,0.68735,1539,2307,0.66843,0.70627
2020,North Rhine-Westphalia,Upper Secondary Level,No,0.31265,768,2307,0.29373,0.33157
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Yes,0.65305,428,644,0.61625,0.68984
2020,North Rhine-Westphalia,Post-secondary Non-tertiary Level,No,0.34695,216,644,0.31016,0.38375
2020,North Rhine-Westphalia,First Stage of Tertiary Education,Yes,0.65597,181,261,0.59823,0.71371
2020,North Rhine-Westphalia,First Stage of Tertiary Education,No,0.34403,80,261,0.28629,0.40177
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,Yes,0.69394,955,1484,0.67048,0.71739
2020,North Rhine-Westphalia,Second Stage of Tertiary Education,No,0.30606,529,1484,0.28261,0.32952
2020,Hesse,Primary Level,Yes,0.67224,63,147,0.59610,0.74838
2020,Hesse,Primary Level,No,0.32776,84,147,0.25162,0.40390
2020,Hesse,Lower Secondary Level,Yes,0.71442,128,213,0.65361,0.77522
2020,Hesse,Lower Secondary Level,No,0.28558,85,213,0.22478,0.34639
2020,Hesse,Upper Secondary Level,Yes,0.65760,472,715,0.62279,0.69241
2020,Hesse,Upper Secondary Level,No,0.34240,243,715,0.30759,0.37721
2020,Hesse,Post-secondary Non-tertiary Level,Yes,0.68600,109,182,0.61838,0.75361
2020,Hesse,Post-secondary Non-tertiary Level,No,0.31400,73,182,0.24639,0.38162
2020,Hesse,First Stage of Tertiary Education,Yes,0.63956,51,84,0.53627,0.74285
2020,Hesse,First Stage of Tertiary Education,No,0.36044,33,84,0.25715,0.46373
2020,Hesse,Second Stage of Tertiary Education,Yes,0.64524,390,604,0.60705,0.68343
2020,Hesse,Second Stage of Tertiary Education,No,0.35476,214,604,0.31657,0.39295
2020,"Rhineland-Palatinate, Saarland",Primary Level,Yes,0.46067,34,76,0.34786,0.57348
2020,"Rhineland-Palatinate, Saarland",Primary Level,No,0.53933,42,76,0.42652,0.65214
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Yes,0.64973,127,216,0.58596,0.71350
2020,"Rhineland-Palatinate, Saarland",Lower Secondary Level,No,0.35027,89,216,0.28650,0.41404
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Yes,0.76575,443,626,0.73255,0.79896
2020,"Rhineland-Palatinate, Saarland",Upper Secondary Level,No,0.23425,183,626,0.20104,0.26745
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Yes,0.67457,90,137,0.59583,0.75332
2020,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,No,0.32543,47,137,0.24668,0.40417
2020,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Yes,0.65305,56,56,0.52725,0.77885
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Yes,0.71073,206,312,0.66034,0.76113
2020,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,No,0.28927,106,312,0.23887,0.33966
2020,Baden-Wuerttemberg,No answer / don't know,Yes,0.48268,57,115,0.39095,0.57441
2020,Baden-Wuerttemberg,No answer / don't know,No,0.51732,58,115,0.42559,0.60905
2020,Baden-Wuerttemberg,Primary Level,Yes,0.81349,87,154,0.75176,0.87521
2020,Baden-Wuerttemberg,Primary Level,No,0.18651,67,154,0.12479,0.24824
2020,Baden-Wuerttemberg,Lower Secondary Level,Yes,0.74176,213,335,0.69482,0.78870
2020,Baden-Wuerttemberg,Lower Secondary Level,No,0.25824,122,335,0.21130,0.30518
2020,Baden-Wuerttemberg,Upper Secondary Level,Yes,0.64910,746,1137,0.62135,0.67685
2020,Baden-Wuerttemberg,Upper Secondary Level,No,0.35090,391,1137,0.32315,0.37865
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Yes,0.61123,175,263,0.55221,0.67026
2020,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,No,0.38877,88,263,0.32974,0.44779
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,Yes,0.68699,114,166,0.61623,0.75775
2020,Baden-Wuerttemberg,First Stage of Tertiary Education,No,0.31301,52,166,0.24225,0.38377
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,Yes,0.69423,614,938,0.66473,0.72373
2020,Baden-Wuerttemberg,Second Stage of Tertiary Education,No,0.30577,324,938,0.27627,0.33527
2020,Bavaria,No answer / don't know,Yes,0.32611,49,103,0.23513,0.41708
2020,Bavaria,No answer / don't know,No,0.67389,54,103,0.58292,0.76487
2020,Bavaria,Primary Level,Yes,0.50163,85,153,0.42214,0.58112
