year,bula_h,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Saxony-Anhalt,No migration background,No,0.20170,135,667,0.17122,0.23217
1994,Saxony-Anhalt,Direct migration background,Yes,0.96945,31,31,0.90786,1.03103
1994,Thuringa,No migration background,Yes,0.81591,510,633,0.78569,0.84613
1994,Thuringa,No migration background,No,0.18409,123,633,0.15387,0.21431
1995,Schleswig-Holstein,No migration background,Yes,0.74628,169,241,0.69123,0.80133
1995,Schleswig-Holstein,No migration background,No,0.25372,72,241,0.19867,0.30877
1995,Hamburg,No migration background,Yes,0.74219,73,73,0.64115,0.84323
1995,Lower Saxony,No migration background,Yes,0.73427,557,791,0.70347,0.76507
1995,Lower Saxony,No migration background,No,0.26573,234,791,0.23493,0.29653
1995,Lower Saxony,Direct migration background,Yes,0.65158,127,208,0.58667,0.71649
1995,Lower Saxony,Direct migration background,No,0.34842,81,208,0.28351,0.41333
1995,Bremen,No migration background,Yes,0.63980,47,47,0.50107,0.77853
1995,North Rhine-Westphalia,No migration background,Yes,0.72648,1211,1730,0.70546,0.74749
1995,North Rhine-Westphalia,No migration background,No,0.27352,519,1730,0.25251,0.29454
1995,North Rhine-Westphalia,Direct migration background,Yes,0.60110,433,683,0.56435,0.63785
1995,North Rhine-Westphalia,Direct migration background,No,0.39890,250,683,0.36215,0.43565
1995,North Rhine-Westphalia,Indirect migration background,Yes,0.61965,87,150,0.54169,0.69760
1995,North Rhine-Westphalia,Indirect migration background,No,0.38035,63,150,0.30240,0.45831
1995,Hesse,No migration background,Yes,0.71402,402,571,0.67692,0.75112
1995,Hesse,No migration background,No,0.28598,169,571,0.24888,0.32308
1995,Hesse,Direct migration background,Yes,0.65978,199,317,0.60754,0.71202
1995,Hesse,Direct migration background,No,0.34022,118,317,0.28798,0.39246
1995,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.72753,353,510,0.68885,0.76621
1995,"Rhineland-Palatinate, Saarland",No migration background,No,0.27247,157,510,0.23379,0.31115
1995,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.51183,104,178,0.43819,0.58547
1995,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.48817,74,178,0.41453,0.56181
1995,Baden-Wuerttemberg,No migration background,Yes,0.74186,699,977,0.71440,0.76931
1995,Baden-Wuerttemberg,No migration background,No,0.25814,278,977,0.23069,0.28560
1995,Baden-Wuerttemberg,Direct migration background,Yes,0.68773,464,675,0.65275,0.72272
1995,Baden-Wuerttemberg,Direct migration background,No,0.31227,211,675,0.27728,0.34725
1995,Baden-Wuerttemberg,Indirect migration background,Yes,0.46279,72,126,0.37537,0.55020
1995,Baden-Wuerttemberg,Indirect migration background,No,0.53721,54,126,0.44980,0.62463
1995,Bavaria,No migration background,Yes,0.73159,854,1209,0.70660,0.75658
1995,Bavaria,No migration background,No,0.26841,355,1209,0.24342,0.29340
1995,Bavaria,Direct migration background,Yes,0.66594,263,390,0.61907,0.71281
1995,Bavaria,Direct migration background,No,0.33406,127,390,0.28719,0.38093
1995,Bavaria,Indirect migration background,Yes,0.61024,44,78,0.50131,0.71918
1995,Bavaria,Indirect migration background,No,0.38976,34,78,0.28082,0.49869
1995,Berlin,No migration background,Yes,0.76285,344,450,0.72350,0.80219
1995,Berlin,No migration background,No,0.23715,106,450,0.19781,0.27650
1995,Berlin,Direct migration background,Yes,0.74889,73,73,0.64873,0.84906
1995,Brandenburg,No migration background,Yes,0.73659,409,562,0.70014,0.77304
1995,Brandenburg,No migration background,No,0.26341,153,562,0.22696,0.29986
1995,Mecklenburg-Western Pomerania,No migration background,Yes,0.72582,283,398,0.68193,0.76970
1995,Mecklenburg-Western Pomerania,No migration background,No,0.27418,115,398,0.23030,0.31807
1995,Saxony,No migration background,Yes,0.74816,753,1048,0.72187,0.77445
1995,Saxony,No migration background,No,0.25184,295,1048,0.22555,0.27813
1995,Saxony,Direct migration background,Yes,0.76110,33,33,0.61335,0.90884
1995,Saxony-Anhalt,No migration background,Yes,0.74072,459,646,0.70690,0.77454
1995,Saxony-Anhalt,No migration background,No,0.25928,187,646,0.22546,0.29310
1995,Thuringa,No migration background,Yes,0.72056,429,618,0.68515,0.75597
1995,Thuringa,No migration background,No,0.27944,189,618,0.24403,0.31485
1996,Schleswig-Holstein,No migration background,Yes,0.68458,155,237,0.62529,0.74387
1996,Schleswig-Holstein,No migration background,No,0.31542,82,237,0.25613,0.37471
1996,Hamburg,No migration background,Yes,0.61410,57,92,0.51407,0.71412
1996,Hamburg,No migration background,No,0.38590,35,92,0.28588,0.48593
1996,Lower Saxony,No migration background,Yes,0.74319,590,800,0.71289,0.77348
1996,Lower Saxony,No migration background,No,0.25681,210,800,0.22652,0.28711
1996,Lower Saxony,Direct migration background,Yes,0.69402,125,191,0.62850,0.75955
1996,Lower Saxony,Direct migration background,No,0.30598,66,191,0.24045,0.37150
1996,Bremen,No migration background,Yes,0.76790,52,52,0.65203,0.88377
1996,North Rhine-Westphalia,No migration background,Yes,0.71690,1197,1724,0.69563,0.73817
1996,North Rhine-Westphalia,No migration background,No,0.28310,527,1724,0.26183,0.30437
1996,North Rhine-Westphalia,Direct migration background,Yes,0.64763,417,650,0.61087,0.68438
1996,North Rhine-Westphalia,Direct migration background,No,0.35237,233,650,0.31562,0.38913
1996,North Rhine-Westphalia,Indirect migration background,Yes,0.53554,83,162,0.45850,0.61257
1996,North Rhine-Westphalia,Indirect migration background,No,0.46446,79,162,0.38743,0.54150
1996,Hesse,No migration background,Yes,0.74545,402,559,0.70930,0.78159
1996,Hesse,No migration background,No,0.25455,157,559,0.21841,0.29070
1996,Hesse,Direct migration background,Yes,0.55066,156,287,0.49301,0.60831
1996,Hesse,Direct migration background,No,0.44934,131,287,0.39169,0.50699
1996,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.68962,343,503,0.64915,0.73009
1996,"Rhineland-Palatinate, Saarland",No migration background,No,0.31038,160,503,0.26991,0.35085
1996,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.61844,104,167,0.54454,0.69234
1996,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.38156,63,167,0.30766,0.45546
1996,Baden-Wuerttemberg,No migration background,Yes,0.74581,671,934,0.71787,0.77375
1996,Baden-Wuerttemberg,No migration background,No,0.25419,263,934,0.22625,0.28213
1996,Baden-Wuerttemberg,Direct migration background,Yes,0.75445,461,609,0.72023,0.78866
1996,Baden-Wuerttemberg,Direct migration background,No,0.24555,148,609,0.21134,0.27977
1996,Baden-Wuerttemberg,Indirect migration background,Yes,0.62832,78,128,0.54427,0.71237
1996,Baden-Wuerttemberg,Indirect migration background,No,0.37168,50,128,0.28763,0.45573
1996,Bavaria,No migration background,Yes,0.74509,859,1177,0.72018,0.76999
1996,Bavaria,No migration background,No,0.25491,318,1177,0.23001,0.27982
1996,Bavaria,Direct migration background,Yes,0.74145,270,371,0.69684,0.78606
1996,Bavaria,Direct migration background,No,0.25855,101,371,0.21394,0.30316
1996,Bavaria,Indirect migration background,Yes,0.65245,56,56,0.52660,0.77830
1996,Berlin,No migration background,Yes,0.78030,336,440,0.74157,0.81903
1996,Berlin,No migration background,No,0.21970,104,440,0.18097,0.25843
1996,Berlin,Direct migration background,Yes,0.86638,70,70,0.78610,0.94666
1996,Brandenburg,No migration background,Yes,0.71026,394,568,0.67292,0.74760
1996,Brandenburg,No migration background,No,0.28974,174,568,0.25240,0.32708
1996,Mecklenburg-Western Pomerania,No migration background,Yes,0.73159,283,385,0.68727,0.77591
1996,Mecklenburg-Western Pomerania,No migration background,No,0.26841,102,385,0.22409,0.31273
1996,Saxony,No migration background,Yes,0.71275,717,1052,0.68540,0.74011
1996,Saxony,No migration background,No,0.28725,335,1052,0.25989,0.31460
1996,Saxony,Direct migration background,Yes,0.83842,33,33,0.71089,0.96595
1996,Saxony-Anhalt,No migration background,Yes,0.71625,440,633,0.68110,0.75139
1996,Saxony-Anhalt,No migration background,No,0.28375,193,633,0.24861,0.31890
1996,Thuringa,No migration background,Yes,0.70240,431,626,0.66655,0.73824
1996,Thuringa,No migration background,No,0.29760,195,626,0.26176,0.33345
1997,Schleswig-Holstein,No migration background,Yes,0.66079,155,241,0.60090,0.72069
1997,Schleswig-Holstein,No migration background,No,0.33921,86,241,0.27931,0.39910
1997,Hamburg,No migration background,Yes,0.64163,57,94,0.54417,0.73909
1997,Hamburg,No migration background,No,0.35837,37,94,0.26091,0.45583
1997,Lower Saxony,No migration background,Yes,0.67981,534,796,0.64738,0.71225
1997,Lower Saxony,No migration background,No,0.32019,262,796,0.28775,0.35262
1997,Lower Saxony,Direct migration background,Yes,0.64493,116,189,0.57652,0.71333
1997,Lower Saxony,Direct migration background,No,0.35507,73,189,0.28667,0.42348
1997,Bremen,No migration background,Yes,0.75141,49,49,0.62914,0.87368
1997,North Rhine-Westphalia,No migration background,Yes,0.68794,1148,1723,0.66606,0.70982
1997,North Rhine-Westphalia,No migration background,No,0.31206,575,1723,0.29018,0.33394
1997,North Rhine-Westphalia,Direct migration background,Yes,0.65202,369,601,0.61391,0.69013
1997,North Rhine-Westphalia,Direct migration background,No,0.34798,232,601,0.30987,0.38609
1997,North Rhine-Westphalia,Indirect migration background,Yes,0.58489,89,169,0.51038,0.65940
1997,North Rhine-Westphalia,Indirect migration background,No,0.41511,80,169,0.34060,0.48962
1997,Hesse,No migration background,Yes,0.71885,371,519,0.68013,0.75756
1997,Hesse,No migration background,No,0.28115,148,519,0.24244,0.31987
1997,Hesse,Direct migration background,Yes,0.66245,171,272,0.60615,0.71875
1997,Hesse,Direct migration background,No,0.33755,101,272,0.28125,0.39385
1997,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70434,356,522,0.66516,0.74353
1997,"Rhineland-Palatinate, Saarland",No migration background,No,0.29566,166,522,0.25647,0.33484
1997,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.57740,103,170,0.50292,0.65187
1997,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.42260,67,170,0.34813,0.49708
1997,Baden-Wuerttemberg,No migration background,Yes,0.74993,669,938,0.72221,0.77766
1997,Baden-Wuerttemberg,No migration background,No,0.25007,269,938,0.22234,0.27779
1997,Baden-Wuerttemberg,Direct migration background,Yes,0.72036,460,615,0.68486,0.75586
1997,Baden-Wuerttemberg,Direct migration background,No,0.27964,155,615,0.24414,0.31514
1997,Baden-Wuerttemberg,Indirect migration background,Yes,0.67332,86,144,0.59645,0.75019
1997,Baden-Wuerttemberg,Indirect migration background,No,0.32668,58,144,0.24981,0.40355
1997,Bavaria,No migration background,Yes,0.73138,846,1187,0.70616,0.75661
1997,Bavaria,No migration background,No,0.26862,341,1187,0.24339,0.29384
1997,Bavaria,Direct migration background,Yes,0.71488,248,348,0.66737,0.76238
1997,Bavaria,Direct migration background,No,0.28512,100,348,0.23762,0.33263
1997,Bavaria,Indirect migration background,Yes,0.56808,51,84,0.46151,0.67464
1997,Bavaria,Indirect migration background,No,0.43192,33,84,0.32536,0.53849
1997,Berlin,No migration background,Yes,0.76294,310,424,0.72241,0.80347
1997,Berlin,No migration background,No,0.23706,114,424,0.19653,0.27759
1997,Berlin,Direct migration background,Yes,0.68760,51,51,0.55913,0.81607
1997,Brandenburg,No migration background,Yes,0.72728,409,573,0.69079,0.76378
1997,Brandenburg,No migration background,No,0.27272,164,573,0.23622,0.30921
1997,Mecklenburg-Western Pomerania,No migration background,Yes,0.72486,268,375,0.67960,0.77012
1997,Mecklenburg-Western Pomerania,No migration background,No,0.27514,107,375,0.22988,0.32040
1997,Saxony,No migration background,Yes,0.76072,741,1038,0.73475,0.78669
1997,Saxony,No migration background,No,0.23928,297,1038,0.21331,0.26525
1997,Saxony-Anhalt,No migration background,Yes,0.72642,442,628,0.69152,0.76131
1997,Saxony-Anhalt,No migration background,No,0.27358,186,628,0.23869,0.30848
1997,Thuringa,No migration background,Yes,0.70066,422,630,0.66487,0.73645
1997,Thuringa,No migration background,No,0.29934,208,630,0.26355,0.33513
1998,Schleswig-Holstein,No migration background,Yes,0.64982,200,310,0.59663,0.70301
1998,Schleswig-Holstein,No migration background,No,0.35018,110,310,0.29699,0.40337
1998,Hamburg,No migration background,Yes,0.67057,78,122,0.58683,0.75432
1998,Hamburg,No migration background,No,0.32943,44,122,0.24568,0.41317
1998,Lower Saxony,No migration background,Yes,0.67271,646,959,0.64300,0.70242
1998,Lower Saxony,No migration background,No,0.32729,313,959,0.29758,0.35700
1998,Lower Saxony,Direct migration background,Yes,0.60484,108,181,0.53342,0.67626
1998,Lower Saxony,Direct migration background,No,0.39516,73,181,0.32374,0.46658
1998,Bremen,No migration background,Yes,0.77283,60,60,0.66591,0.87974
1998,North Rhine-Westphalia,No migration background,Yes,0.68406,1348,2049,0.66393,0.70420
1998,North Rhine-Westphalia,No migration background,No,0.31594,701,2049,0.29580,0.33607
1998,North Rhine-Westphalia,Direct migration background,Yes,0.60906,359,601,0.57002,0.64811
1998,North Rhine-Westphalia,Direct migration background,No,0.39094,242,601,0.35189,0.42998
1998,North Rhine-Westphalia,Indirect migration background,Yes,0.55953,87,167,0.48401,0.63505
1998,North Rhine-Westphalia,Indirect migration background,No,0.44047,80,167,0.36495,0.51599
1998,Hesse,No migration background,Yes,0.69535,422,610,0.65879,0.73191
1998,Hesse,No migration background,No,0.30465,188,610,0.26809,0.34121
1998,Hesse,Direct migration background,Yes,0.61963,155,266,0.56118,0.67808
1998,Hesse,Direct migration background,No,0.38037,111,266,0.32192,0.43882
1998,Hesse,Indirect migration background,No,0.55522,33,33,0.38304,0.72740
1998,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.66048,408,610,0.62287,0.69809
1998,"Rhineland-Palatinate, Saarland",No migration background,No,0.33952,202,610,0.30191,0.37713
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.59396,102,170,0.51991,0.66800
1998,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.40604,68,170,0.33200,0.48009
1998,Baden-Wuerttemberg,No migration background,Yes,0.70295,743,1063,0.67547,0.73043
1998,Baden-Wuerttemberg,No migration background,No,0.29705,320,1063,0.26957,0.32453
1998,Baden-Wuerttemberg,Direct migration background,Yes,0.76503,418,583,0.73059,0.79948
1998,Baden-Wuerttemberg,Direct migration background,No,0.23497,165,583,0.20052,0.26941
1998,Baden-Wuerttemberg,Indirect migration background,Yes,0.60342,94,153,0.52565,0.68119
1998,Baden-Wuerttemberg,Indirect migration background,No,0.39658,59,153,0.31881,0.47435
1998,Bavaria,No migration background,Yes,0.70808,969,1429,0.68450,0.73166
1998,Bavaria,No migration background,No,0.29192,460,1429,0.26834,0.31550
1998,Bavaria,Direct migration background,Yes,0.68714,240,345,0.63814,0.73614
1998,Bavaria,Direct migration background,No,0.31286,105,345,0.26386,0.36186
1998,Bavaria,Indirect migration background,Yes,0.62170,51,82,0.51608,0.72731
1998,Bavaria,Indirect migration background,No,0.37830,31,82,0.27269,0.48392
1998,Berlin,No migration background,Yes,0.72448,313,448,0.68306,0.76590
1998,Berlin,No migration background,No,0.27552,135,448,0.23410,0.31694
1998,Brandenburg,No migration background,Yes,0.70078,425,597,0.66402,0.73754
1998,Brandenburg,No migration background,No,0.29922,172,597,0.26246,0.33598
1998,Mecklenburg-Western Pomerania,No migration background,Yes,0.68983,273,396,0.64421,0.73545
1998,Mecklenburg-Western Pomerania,No migration background,No,0.31017,123,396,0.26455,0.35579
1998,Saxony,No migration background,Yes,0.71021,770,1132,0.68377,0.73665
1998,Saxony,No migration background,No,0.28979,362,1132,0.26335,0.31623
1998,Saxony-Anhalt,No migration background,Yes,0.67162,424,652,0.63555,0.70770
1998,Saxony-Anhalt,No migration background,No,0.32838,228,652,0.29230,0.36445
1998,Thuringa,No migration background,Yes,0.69242,471,704,0.65831,0.72654
1998,Thuringa,No migration background,No,0.30758,233,704,0.27346,0.34169
1999,Schleswig-Holstein,No migration background,Yes,0.64970,190,291,0.59479,0.70460
1999,Schleswig-Holstein,No migration background,No,0.35030,101,291,0.29540,0.40521
1999,Hamburg,No migration background,Yes,0.72678,75,106,0.64155,0.81202
1999,Hamburg,No migration background,No,0.27322,31,106,0.18798,0.35845
1999,Lower Saxony,No migration background,Yes,0.72447,659,937,0.69584,0.75309
1999,Lower Saxony,No migration background,No,0.27553,278,937,0.24691,0.30416
1999,Lower Saxony,Direct migration background,Yes,0.61589,104,177,0.54403,0.68774
1999,Lower Saxony,Direct migration background,No,0.38411,73,177,0.31226,0.45597
1999,Bremen,No migration background,Yes,0.76825,54,54,0.65466,0.88185
1999,North Rhine-Westphalia,No migration background,Yes,0.70153,1340,1955,0.68124,0.72182
1999,North Rhine-Westphalia,No migration background,No,0.29847,615,1955,0.27818,0.31876
1999,North Rhine-Westphalia,Direct migration background,Yes,0.59727,359,559,0.55657,0.63796
1999,North Rhine-Westphalia,Direct migration background,No,0.40273,200,559,0.36204,0.44343
1999,North Rhine-Westphalia,Indirect migration background,Yes,0.54769,84,164,0.47128,0.62410
1999,North Rhine-Westphalia,Indirect migration background,No,0.45231,80,164,0.37590,0.52872
1999,Hesse,No migration background,Yes,0.71195,430,603,0.67578,0.74813
1999,Hesse,No migration background,No,0.28805,173,603,0.25187,0.32422
1999,Hesse,Direct migration background,Yes,0.67437,147,227,0.61327,0.73547
1999,Hesse,Direct migration background,No,0.32563,80,227,0.26453,0.38673
1999,Hesse,Indirect migration background,Yes,0.74471,39,39,0.60608,0.88335
1999,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.74433,442,601,0.70942,0.77923
1999,"Rhineland-Palatinate, Saarland",No migration background,No,0.25567,159,601,0.22077,0.29058
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.56869,86,151,0.48943,0.64794
1999,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.43131,65,151,0.35206,0.51057
1999,Baden-Wuerttemberg,No migration background,Yes,0.72259,709,1012,0.69499,0.75018
1999,Baden-Wuerttemberg,No migration background,No,0.27741,303,1012,0.24982,0.30501
1999,Baden-Wuerttemberg,Direct migration background,Yes,0.73412,397,549,0.69713,0.77111
1999,Baden-Wuerttemberg,Direct migration background,No,0.26588,152,549,0.22889,0.30287
1999,Baden-Wuerttemberg,Indirect migration background,Yes,0.68773,109,161,0.61592,0.75954
1999,Baden-Wuerttemberg,Indirect migration background,No,0.31227,52,161,0.24046,0.38408
1999,Bavaria,No migration background,Yes,0.74485,1004,1383,0.72187,0.76784
1999,Bavaria,No migration background,No,0.25515,379,1383,0.23216,0.27813
1999,Bavaria,Direct migration background,Yes,0.71107,226,319,0.66125,0.76089
1999,Bavaria,Direct migration background,No,0.28893,93,319,0.23911,0.33875
1999,Bavaria,Indirect migration background,Yes,0.65419,51,85,0.55248,0.75591
1999,Bavaria,Indirect migration background,No,0.34581,34,85,0.24409,0.44752
1999,Berlin,No migration background,Yes,0.72728,317,440,0.68562,0.76895
1999,Berlin,No migration background,No,0.27272,123,440,0.23105,0.31438
1999,Berlin,Direct migration background,Yes,0.70632,31,31,0.54334,0.86930
1999,Brandenburg,No migration background,Yes,0.75095,430,578,0.71567,0.78624
1999,Brandenburg,No migration background,No,0.24905,148,578,0.21376,0.28433
1999,Mecklenburg-Western Pomerania,No migration background,Yes,0.66257,266,390,0.61558,0.70956
1999,Mecklenburg-Western Pomerania,No migration background,No,0.33743,124,390,0.29044,0.38442
1999,Saxony,No migration background,Yes,0.70748,780,1110,0.68070,0.73425
1999,Saxony,No migration background,No,0.29252,330,1110,0.26575,0.31930
1999,Saxony-Anhalt,No migration background,Yes,0.73478,473,653,0.70089,0.76866
1999,Saxony-Anhalt,No migration background,No,0.26522,180,653,0.23134,0.29911
1999,Thuringa,No migration background,Yes,0.74386,503,693,0.71133,0.77638
1999,Thuringa,No migration background,No,0.25614,190,693,0.22362,0.28867
2000,Schleswig-Holstein,No migration background,Yes,0.63763,387,632,0.60012,0.67514
2000,Schleswig-Holstein,No migration background,No,0.36237,245,632,0.32486,0.39988
2000,Schleswig-Holstein,Direct migration background,Yes,0.60712,37,37,0.44758,0.76666
2000,Hamburg,No migration background,Yes,0.71349,183,259,0.65832,0.76867
2000,Hamburg,No migration background,No,0.28651,76,259,0.23133,0.34168
2000,Lower Saxony,No migration background,Yes,0.68698,1177,1712,0.66500,0.70895
2000,Lower Saxony,No migration background,No,0.31302,535,1712,0.29105,0.33500
2000,Lower Saxony,Direct migration background,Yes,0.65153,156,246,0.59187,0.71120
2000,Lower Saxony,Direct migration background,No,0.34847,90,246,0.28880,0.40813
2000,Bremen,No migration background,Yes,0.76194,110,147,0.69286,0.83103
2000,Bremen,No migration background,No,0.23806,37,147,0.16897,0.30714
2000,North Rhine-Westphalia,No migration background,Yes,0.69280,2732,4002,0.67850,0.70709
2000,North Rhine-Westphalia,No migration background,No,0.30720,1270,4002,0.29291,0.32150
2000,North Rhine-Westphalia,Direct migration background,Yes,0.59925,533,892,0.56707,0.63143
2000,North Rhine-Westphalia,Direct migration background,No,0.40075,359,892,0.36857,0.43293
2000,North Rhine-Westphalia,Indirect migration background,Yes,0.59457,133,227,0.53056,0.65858
2000,North Rhine-Westphalia,Indirect migration background,No,0.40543,94,227,0.34142,0.46944
2000,Hesse,No migration background,Yes,0.71351,868,1227,0.68820,0.73882
2000,Hesse,No migration background,No,0.28649,359,1227,0.26118,0.31180
2000,Hesse,Direct migration background,Yes,0.64226,226,358,0.59254,0.69199
2000,Hesse,Direct migration background,No,0.35774,132,358,0.30801,0.40746
2000,Hesse,Indirect migration background,Yes,0.62047,46,80,0.51346,0.72748
2000,Hesse,Indirect migration background,No,0.37953,34,80,0.27252,0.48654
2000,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.71280,825,1182,0.68699,0.73860
2000,"Rhineland-Palatinate, Saarland",No migration background,No,0.28720,357,1182,0.26140,0.31301
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.58777,141,239,0.52523,0.65031
2000,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.41223,98,239,0.34969,0.47477
2000,Baden-Wuerttemberg,No migration background,Yes,0.68716,1316,1957,0.66662,0.70771
2000,Baden-Wuerttemberg,No migration background,No,0.31284,641,1957,0.29229,0.33338
2000,Baden-Wuerttemberg,Direct migration background,Yes,0.67223,533,762,0.63888,0.70558
2000,Baden-Wuerttemberg,Direct migration background,No,0.32777,229,762,0.29442,0.36112
2000,Baden-Wuerttemberg,Indirect migration background,Yes,0.62114,142,229,0.55817,0.68411
2000,Baden-Wuerttemberg,Indirect migration background,No,0.37886,87,229,0.31589,0.44183
2000,Bavaria,No migration background,Yes,0.67876,1873,2795,0.66145,0.69608
2000,Bavaria,No migration background,No,0.32124,922,2795,0.30392,0.33855
2000,Bavaria,Direct migration background,Yes,0.69090,311,455,0.64839,0.73341
2000,Bavaria,Direct migration background,No,0.30910,144,455,0.26659,0.35161
2000,Bavaria,Indirect migration background,Yes,0.69343,75,112,0.60765,0.77920
2000,Bavaria,Indirect migration background,No,0.30657,37,112,0.22080,0.39235
2000,Berlin,No migration background,Yes,0.69360,481,702,0.65947,0.72773
2000,Berlin,No migration background,No,0.30640,221,702,0.27227,0.34053
2000,Berlin,Direct migration background,Yes,0.59341,45,45,0.44827,0.73855
2000,Brandenburg,No migration background,Yes,0.71701,719,991,0.68895,0.74507
2000,Brandenburg,No migration background,No,0.28299,272,991,0.25493,0.31105
2000,Mecklenburg-Western Pomerania,No migration background,Yes,0.72853,393,543,0.69109,0.76597
2000,Mecklenburg-Western Pomerania,No migration background,No,0.27147,150,543,0.23403,0.30891
2000,Saxony,No migration background,Yes,0.71967,1205,1717,0.69842,0.74092
2000,Saxony,No migration background,No,0.28033,512,1717,0.25908,0.30158
2000,Saxony-Anhalt,No migration background,Yes,0.68005,690,1015,0.65134,0.70876
2000,Saxony-Anhalt,No migration background,No,0.31995,325,1015,0.29124,0.34866
2000,Thuringa,No migration background,Yes,0.70943,707,1022,0.68158,0.73728
2000,Thuringa,No migration background,No,0.29057,315,1022,0.26272,0.31842
2001,Schleswig-Holstein,No migration background,Yes,0.58817,320,575,0.54791,0.62844
2001,Schleswig-Holstein,No migration background,No,0.41183,255,575,0.37156,0.45209
2001,Schleswig-Holstein,Direct migration background,Yes,0.53662,31,31,0.35817,0.71506
2001,Hamburg,No migration background,Yes,0.69256,163,238,0.63382,0.75131
2001,Hamburg,No migration background,No,0.30744,75,238,0.24869,0.36618
2001,Lower Saxony,No migration background,Yes,0.71428,1116,1567,0.69190,0.73665
2001,Lower Saxony,No migration background,No,0.28572,451,1567,0.26335,0.30810
2001,Lower Saxony,Direct migration background,Yes,0.65755,145,230,0.59609,0.71901
2001,Lower Saxony,Direct migration background,No,0.34245,85,230,0.28099,0.40391
2001,Bremen,No migration background,Yes,0.73182,91,124,0.65353,0.81012
2001,Bremen,No migration background,No,0.26818,33,124,0.18988,0.34647
2001,North Rhine-Westphalia,No migration background,Yes,0.70812,2493,3607,0.69328,0.72296
2001,North Rhine-Westphalia,No migration background,No,0.29188,1114,3607,0.27704,0.30672
2001,North Rhine-Westphalia,Direct migration background,Yes,0.61862,496,792,0.58477,0.65247
2001,North Rhine-Westphalia,Direct migration background,No,0.38138,296,792,0.34753,0.41523
2001,North Rhine-Westphalia,Indirect migration background,Yes,0.58975,126,224,0.52519,0.65431
2001,North Rhine-Westphalia,Indirect migration background,No,0.41025,98,224,0.34569,0.47481
2001,Hesse,No migration background,Yes,0.73109,803,1102,0.70490,0.75729
2001,Hesse,No migration background,No,0.26891,299,1102,0.24271,0.29510
2001,Hesse,Direct migration background,Yes,0.64286,201,303,0.58882,0.69691
2001,Hesse,Direct migration background,No,0.35714,102,303,0.30309,0.41118
2001,Hesse,Indirect migration background,Yes,0.69879,44,75,0.59425,0.80332
2001,Hesse,Indirect migration background,No,0.30121,31,75,0.19668,0.40575
2001,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69949,769,1097,0.67235,0.72664
2001,"Rhineland-Palatinate, Saarland",No migration background,No,0.30051,328,1097,0.27336,0.32765
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.60072,134,219,0.53570,0.66573
2001,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.39928,85,219,0.33427,0.46430
2001,Baden-Wuerttemberg,No migration background,Yes,0.69858,1200,1744,0.67704,0.72012
2001,Baden-Wuerttemberg,No migration background,No,0.30142,544,1744,0.27988,0.32296
2001,Baden-Wuerttemberg,Direct migration background,Yes,0.68751,447,655,0.65199,0.72304
2001,Baden-Wuerttemberg,Direct migration background,No,0.31249,208,655,0.27696,0.34801
2001,Baden-Wuerttemberg,Indirect migration background,Yes,0.48844,101,195,0.41810,0.55878
2001,Baden-Wuerttemberg,Indirect migration background,No,0.51156,94,195,0.44122,0.58190
2001,Bavaria,No migration background,Yes,0.69286,1719,2503,0.67478,0.71093
2001,Bavaria,No migration background,No,0.30714,784,2503,0.28907,0.32522
2001,Bavaria,Direct migration background,Yes,0.72094,301,413,0.67763,0.76426
2001,Bavaria,Direct migration background,No,0.27906,112,413,0.23574,0.32237
2001,Bavaria,Indirect migration background,Yes,0.65690,76,111,0.56818,0.74562
2001,Bavaria,Indirect migration background,No,0.34310,35,111,0.25438,0.43182
2001,Berlin,No migration background,Yes,0.67304,458,691,0.63803,0.70804
2001,Berlin,No migration background,No,0.32696,233,691,0.29196,0.36197
2001,Berlin,Direct migration background,Yes,0.72457,45,45,0.59257,0.85657
2001,Brandenburg,No migration background,Yes,0.72821,691,933,0.69965,0.75678
2001,Brandenburg,No migration background,No,0.27179,242,933,0.24322,0.30035
2001,Mecklenburg-Western Pomerania,No migration background,Yes,0.74589,363,492,0.70738,0.78440
2001,Mecklenburg-Western Pomerania,No migration background,No,0.25411,129,492,0.21560,0.29262
