year,bula_h,migback,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.37268,52,140,0.29230,0.45306
2008,Baden-Wuerttemberg,No migration background,Yes,0.70268,1202,1741,0.68120,0.72415
2008,Baden-Wuerttemberg,No migration background,No,0.29732,539,1741,0.27585,0.31880
2008,Baden-Wuerttemberg,Direct migration background,Yes,0.69511,308,434,0.65175,0.73847
2008,Baden-Wuerttemberg,Direct migration background,No,0.30489,126,434,0.26153,0.34825
2008,Baden-Wuerttemberg,Indirect migration background,Yes,0.59969,102,175,0.52689,0.67249
2008,Baden-Wuerttemberg,Indirect migration background,No,0.40031,73,175,0.32751,0.47311
2008,Bavaria,No migration background,Yes,0.72503,1684,2326,0.70688,0.74318
2008,Bavaria,No migration background,No,0.27497,642,2326,0.25682,0.29312
2008,Bavaria,Direct migration background,Yes,0.79975,218,287,0.75337,0.84613
2008,Bavaria,Direct migration background,No,0.20025,69,287,0.15387,0.24663
2008,Bavaria,Indirect migration background,Yes,0.56279,81,126,0.47583,0.64975
2008,Bavaria,Indirect migration background,No,0.43721,45,126,0.35025,0.52417
2008,Berlin,No migration background,Yes,0.74062,480,640,0.70664,0.77460
2008,Berlin,No migration background,No,0.25938,160,640,0.22540,0.29336
2008,Berlin,Direct migration background,Yes,0.70431,35,35,0.55092,0.85771
2008,Brandenburg,No migration background,Yes,0.65370,557,797,0.62064,0.68675
2008,Brandenburg,No migration background,No,0.34630,240,797,0.31325,0.37936
2008,Mecklenburg-Western Pomerania,No migration background,Yes,0.73109,351,478,0.69129,0.77088
2008,Mecklenburg-Western Pomerania,No migration background,No,0.26891,127,478,0.22912,0.30871
2008,Saxony,No migration background,Yes,0.71999,989,1393,0.69640,0.74358
2008,Saxony,No migration background,No,0.28001,404,1393,0.25642,0.30360
2008,Saxony-Anhalt,No migration background,Yes,0.71171,534,792,0.68015,0.74328
2008,Saxony-Anhalt,No migration background,No,0.28829,258,792,0.25672,0.31985
2008,Thuringa,No migration background,Yes,0.70303,610,848,0.67225,0.73380
2008,Thuringa,No migration background,No,0.29697,238,848,0.26620,0.32775
2009,Schleswig-Holstein,No migration background,Yes,0.74158,332,453,0.70122,0.78194
2009,Schleswig-Holstein,No migration background,No,0.25842,121,453,0.21806,0.29878
2009,Hamburg,No migration background,Yes,0.74493,189,246,0.69034,0.79951
2009,Hamburg,No migration background,No,0.25507,57,246,0.20049,0.30966
2009,Lower Saxony,No migration background,Yes,0.73723,1097,1452,0.71459,0.75988
2009,Lower Saxony,No migration background,No,0.26277,355,1452,0.24012,0.28541
2009,Lower Saxony,Direct migration background,Yes,0.66919,94,131,0.58831,0.75007
2009,Lower Saxony,Direct migration background,No,0.33081,37,131,0.24993,0.41169
2009,Bremen,No migration background,Yes,0.75507,84,84,0.66255,0.84759
2009,North Rhine-Westphalia,No migration background,Yes,0.71455,2125,2980,0.69833,0.73077
2009,North Rhine-Westphalia,No migration background,No,0.28545,855,2980,0.26923,0.30167
2009,North Rhine-Westphalia,Direct migration background,Yes,0.62486,294,445,0.57982,0.66989
2009,North Rhine-Westphalia,Direct migration background,No,0.37514,151,445,0.33011,0.42018
2009,North Rhine-Westphalia,Indirect migration background,Yes,0.54800,113,194,0.47779,0.61822
2009,North Rhine-Westphalia,Indirect migration background,No,0.45200,81,194,0.38178,0.52221
2009,Hesse,No migration background,Yes,0.73148,728,990,0.70386,0.75911
2009,Hesse,No migration background,No,0.26852,262,990,0.24089,0.29614
2009,Hesse,Direct migration background,Yes,0.72451,115,156,0.65418,0.79485
2009,Hesse,Direct migration background,No,0.27549,41,156,0.20515,0.34582
2009,Hesse,Indirect migration background,Yes,0.41420,35,35,0.24862,0.57977
2009,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.72194,608,827,0.69139,0.75250
2009,"Rhineland-Palatinate, Saarland",No migration background,No,0.27806,219,827,0.24750,0.30861
2009,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.72313,100,133,0.64679,0.79946
2009,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.27687,33,133,0.20054,0.35321
2009,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.68393,42,42,0.54161,0.82625
2009,Baden-Wuerttemberg,No migration background,Yes,0.72636,1180,1596,0.70448,0.74824
2009,Baden-Wuerttemberg,No migration background,No,0.27364,416,1596,0.25176,0.29552
2009,Baden-Wuerttemberg,Direct migration background,Yes,0.69895,238,348,0.65069,0.74722
2009,Baden-Wuerttemberg,Direct migration background,No,0.30105,110,348,0.25278,0.34931
2009,Baden-Wuerttemberg,Indirect migration background,Yes,0.65240,91,154,0.57694,0.72786
2009,Baden-Wuerttemberg,Indirect migration background,No,0.34760,63,154,0.27214,0.42306
2009,Bavaria,No migration background,Yes,0.72676,1631,2210,0.70817,0.74534
2009,Bavaria,No migration background,No,0.27324,579,2210,0.25466,0.29183
2009,Bavaria,Direct migration background,Yes,0.72337,188,259,0.66878,0.77795
2009,Bavaria,Direct migration background,No,0.27663,71,259,0.22205,0.33122
2009,Bavaria,Indirect migration background,Yes,0.59539,80,122,0.50793,0.68284
2009,Bavaria,Indirect migration background,No,0.40461,42,122,0.31716,0.49207
2009,Berlin,No migration background,Yes,0.79200,477,609,0.75974,0.82427
2009,Berlin,No migration background,No,0.20800,132,609,0.17573,0.24026
2009,Berlin,Direct migration background,Yes,0.73605,38,38,0.59403,0.87808
2009,Brandenburg,No migration background,Yes,0.71621,572,762,0.68418,0.74824
2009,Brandenburg,No migration background,No,0.28379,190,762,0.25176,0.31582
2009,Mecklenburg-Western Pomerania,No migration background,Yes,0.71740,326,458,0.67612,0.75869
2009,Mecklenburg-Western Pomerania,No migration background,No,0.28260,132,458,0.24131,0.32388
2009,Saxony,No migration background,Yes,0.70202,958,1331,0.67744,0.72660
2009,Saxony,No migration background,No,0.29798,373,1331,0.27340,0.32256
2009,Saxony-Anhalt,No migration background,Yes,0.73630,534,749,0.70472,0.76788
2009,Saxony-Anhalt,No migration background,No,0.26370,215,749,0.23212,0.29528
2009,Thuringa,No migration background,Yes,0.72788,586,800,0.69702,0.75874
2009,Thuringa,No migration background,No,0.27212,214,800,0.24126,0.30298
2010,Schleswig-Holstein,No migration background,Yes,0.73128,456,628,0.69658,0.76598
2010,Schleswig-Holstein,No migration background,No,0.26872,172,628,0.23402,0.30342
2010,Schleswig-Holstein,Direct migration background,Yes,0.69492,56,56,0.57323,0.81660
2010,Hamburg,No migration background,Yes,0.72634,231,316,0.67711,0.77558
2010,Hamburg,No migration background,No,0.27366,85,316,0.22442,0.32289
2010,Hamburg,Direct migration background,Yes,0.87388,35,35,0.76229,0.98547
2010,Lower Saxony,No migration background,Yes,0.72774,1337,1877,0.70760,0.74788
2010,Lower Saxony,No migration background,No,0.27226,540,1877,0.25212,0.29240
2010,Lower Saxony,Direct migration background,Yes,0.60881,145,228,0.54532,0.67229
2010,Lower Saxony,Direct migration background,No,0.39119,83,228,0.32771,0.45468
2010,Lower Saxony,Indirect migration background,Yes,0.39127,44,44,0.24540,0.53714
2010,Bremen,No migration background,Yes,0.75747,108,146,0.68770,0.82723
2010,Bremen,No migration background,No,0.24253,38,146,0.17277,0.31230
2010,North Rhine-Westphalia,No migration background,Yes,0.70759,2547,3738,0.69301,0.72218
2010,North Rhine-Westphalia,No migration background,No,0.29241,1191,3738,0.27782,0.30699
2010,North Rhine-Westphalia,Direct migration background,Yes,0.58915,507,895,0.55690,0.62140
2010,North Rhine-Westphalia,Direct migration background,No,0.41085,388,895,0.37860,0.44310
2010,North Rhine-Westphalia,Indirect migration background,Yes,0.53921,176,322,0.48468,0.59374
2010,North Rhine-Westphalia,Indirect migration background,No,0.46079,146,322,0.40626,0.51532
2010,Hesse,No migration background,Yes,0.72207,873,1256,0.69729,0.74686
2010,Hesse,No migration background,No,0.27793,383,1256,0.25314,0.30271
2010,Hesse,Direct migration background,Yes,0.70630,222,317,0.65609,0.75652
2010,Hesse,Direct migration background,No,0.29370,95,317,0.24348,0.34391
2010,Hesse,Indirect migration background,Yes,0.55847,57,91,0.45588,0.66106
2010,Hesse,Indirect migration background,No,0.44153,34,91,0.33894,0.54412
2010,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.68225,731,1063,0.65425,0.71026
2010,"Rhineland-Palatinate, Saarland",No migration background,No,0.31775,332,1063,0.28974,0.34575
2010,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.66369,122,195,0.59721,0.73017
2010,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.33631,73,195,0.26983,0.40279
2010,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.64121,49,49,0.50551,0.77690
2010,Baden-Wuerttemberg,No migration background,Yes,0.71627,1517,2167,0.69728,0.73526
2010,Baden-Wuerttemberg,No migration background,No,0.28373,650,2167,0.26474,0.30272
2010,Baden-Wuerttemberg,Direct migration background,Yes,0.63109,316,502,0.58884,0.67335
2010,Baden-Wuerttemberg,Direct migration background,No,0.36891,186,502,0.32665,0.41116
2010,Baden-Wuerttemberg,Indirect migration background,Yes,0.60982,130,210,0.54369,0.67596
2010,Baden-Wuerttemberg,Indirect migration background,No,0.39018,80,210,0.32404,0.45631
2010,Bavaria,No migration background,Yes,0.73441,2097,2927,0.71841,0.75041
2010,Bavaria,No migration background,No,0.26559,830,2927,0.24959,0.28159
2010,Bavaria,Direct migration background,Yes,0.73913,298,455,0.69874,0.77952
2010,Bavaria,Direct migration background,No,0.26087,157,455,0.22048,0.30126
2010,Bavaria,Indirect migration background,Yes,0.62604,113,174,0.55394,0.69814
2010,Bavaria,Indirect migration background,No,0.37396,61,174,0.30186,0.44606
2010,Berlin,No migration background,Yes,0.74994,551,772,0.71937,0.78051
2010,Berlin,No migration background,No,0.25006,221,772,0.21949,0.28063
2010,Berlin,Direct migration background,Yes,0.68243,66,108,0.59422,0.77064
2010,Berlin,Direct migration background,No,0.31757,42,108,0.22936,0.40578
2010,Brandenburg,No migration background,Yes,0.72069,656,908,0.69149,0.74989
2010,Brandenburg,No migration background,No,0.27931,252,908,0.25011,0.30851
2010,Mecklenburg-Western Pomerania,No migration background,Yes,0.76149,407,563,0.72625,0.79672
2010,Mecklenburg-Western Pomerania,No migration background,No,0.23851,156,563,0.20328,0.27375
2010,Saxony,No migration background,Yes,0.73909,1107,1606,0.71761,0.76057
2010,Saxony,No migration background,No,0.26091,499,1606,0.23943,0.28239
2010,Saxony-Anhalt,No migration background,Yes,0.71686,619,879,0.68706,0.74666
2010,Saxony-Anhalt,No migration background,No,0.28314,260,879,0.25334,0.31294
2010,Thuringa,No migration background,Yes,0.76045,656,918,0.73282,0.78807
2010,Thuringa,No migration background,No,0.23955,262,918,0.21193,0.26718
2011,Schleswig-Holstein,No migration background,Yes,0.74587,602,844,0.71648,0.77526
2011,Schleswig-Holstein,No migration background,No,0.25413,242,844,0.22474,0.28352
2011,Schleswig-Holstein,Direct migration background,Yes,0.70069,73,112,0.61550,0.78589
2011,Schleswig-Holstein,Direct migration background,No,0.29931,39,112,0.21411,0.38450
2011,Hamburg,No migration background,Yes,0.66705,249,356,0.61803,0.71607
2011,Hamburg,No migration background,No,0.33295,107,356,0.28393,0.38197
2011,Hamburg,Direct migration background,Yes,0.54852,32,32,0.37333,0.72370
2011,Lower Saxony,No migration background,Yes,0.73862,1630,2273,0.72055,0.75669
2011,Lower Saxony,No migration background,No,0.26138,643,2273,0.24331,0.27945
2011,Lower Saxony,Direct migration background,Yes,0.66764,191,284,0.61276,0.72253
2011,Lower Saxony,Direct migration background,No,0.33236,93,284,0.27747,0.38724
2011,Lower Saxony,Indirect migration background,Yes,0.68348,47,47,0.54907,0.81790
2011,Bremen,No migration background,Yes,0.74694,105,151,0.67737,0.81652
2011,Bremen,No migration background,No,0.25306,46,151,0.18348,0.32263
2011,North Rhine-Westphalia,No migration background,Yes,0.71981,3124,4381,0.70651,0.73311
2011,North Rhine-Westphalia,No migration background,No,0.28019,1257,4381,0.26689,0.29349
2011,North Rhine-Westphalia,Direct migration background,Yes,0.67044,648,981,0.64101,0.69987
2011,North Rhine-Westphalia,Direct migration background,No,0.32956,333,981,0.30013,0.35899
2011,North Rhine-Westphalia,Indirect migration background,Yes,0.57413,194,350,0.52225,0.62600
2011,North Rhine-Westphalia,Indirect migration background,No,0.42587,156,350,0.37400,0.47775
2011,Hesse,No migration background,Yes,0.72546,1088,1502,0.70288,0.74804
2011,Hesse,No migration background,No,0.27454,414,1502,0.25196,0.29712
2011,Hesse,Direct migration background,Yes,0.73623,234,338,0.68918,0.78328
2011,Hesse,Direct migration background,No,0.26377,104,338,0.21672,0.31082
2011,Hesse,Indirect migration background,Yes,0.51987,78,119,0.42973,0.61002
2011,Hesse,Indirect migration background,No,0.48013,41,119,0.38998,0.57027
2011,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69743,913,1303,0.67248,0.72238
2011,"Rhineland-Palatinate, Saarland",No migration background,No,0.30257,390,1303,0.27762,0.32752
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.61270,142,224,0.54876,0.67664
2011,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.38730,82,224,0.32336,0.45124
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.67150,51,51,0.54132,0.80169
2011,Baden-Wuerttemberg,No migration background,Yes,0.72986,1934,2716,0.71316,0.74657
2011,Baden-Wuerttemberg,No migration background,No,0.27014,782,2716,0.25343,0.28684
2011,Baden-Wuerttemberg,Direct migration background,Yes,0.71823,391,569,0.68124,0.75523
2011,Baden-Wuerttemberg,Direct migration background,No,0.28177,178,569,0.24477,0.31876
2011,Baden-Wuerttemberg,Indirect migration background,Yes,0.63603,157,241,0.57516,0.69690
2011,Baden-Wuerttemberg,Indirect migration background,No,0.36397,84,241,0.30310,0.42484
2011,Bavaria,No migration background,Yes,0.73528,2643,3712,0.72109,0.74948
2011,Bavaria,No migration background,No,0.26472,1069,3712,0.25052,0.27891
2011,Bavaria,Direct migration background,Yes,0.67896,335,509,0.63836,0.71956
2011,Bavaria,Direct migration background,No,0.32104,174,509,0.28044,0.36164
2011,Bavaria,Indirect migration background,Yes,0.57414,139,203,0.50595,0.64233
2011,Bavaria,Indirect migration background,No,0.42586,64,203,0.35767,0.49405
2011,Berlin,No migration background,Yes,0.76722,640,872,0.73916,0.79529
2011,Berlin,No migration background,No,0.23278,232,872,0.20471,0.26084
2011,Berlin,Direct migration background,Yes,0.75779,69,69,0.65596,0.85962
2011,Brandenburg,No migration background,Yes,0.73713,778,1087,0.71095,0.76331
2011,Brandenburg,No migration background,No,0.26287,309,1087,0.23669,0.28905
2011,Mecklenburg-Western Pomerania,No migration background,Yes,0.76552,465,639,0.73265,0.79840
2011,Mecklenburg-Western Pomerania,No migration background,No,0.23448,174,639,0.20160,0.26735
2011,Saxony,No migration background,Yes,0.75640,1293,1769,0.73639,0.77641
2011,Saxony,No migration background,No,0.24360,476,1769,0.22359,0.26361
2011,Saxony-Anhalt,No migration background,Yes,0.70377,734,1061,0.67628,0.73125
2011,Saxony-Anhalt,No migration background,No,0.29623,327,1061,0.26875,0.32372
2011,Thuringa,No migration background,Yes,0.75673,781,1070,0.73101,0.78246
2011,Thuringa,No migration background,No,0.24327,289,1070,0.21754,0.26899
2012,Schleswig-Holstein,No migration background,Yes,0.71935,617,855,0.68922,0.74949
2012,Schleswig-Holstein,No migration background,No,0.28065,238,855,0.25051,0.31078
2012,Schleswig-Holstein,Direct migration background,Yes,0.59805,66,105,0.50382,0.69228
2012,Schleswig-Holstein,Direct migration background,No,0.40195,39,105,0.30772,0.49618
2012,Hamburg,No migration background,Yes,0.77829,278,363,0.73550,0.82108
2012,Hamburg,No migration background,No,0.22171,85,363,0.17892,0.26450
2012,Hamburg,Direct migration background,Yes,0.74454,32,32,0.59102,0.89807
2012,Lower Saxony,No migration background,Yes,0.73870,1621,2216,0.72040,0.75700
2012,Lower Saxony,No migration background,No,0.26130,595,2216,0.24300,0.27960
2012,Lower Saxony,Direct migration background,Yes,0.69356,181,270,0.63846,0.74865
2012,Lower Saxony,Direct migration background,No,0.30644,89,270,0.25135,0.36154
2012,Lower Saxony,Indirect migration background,Yes,0.60790,48,48,0.46832,0.74748
2012,Bremen,No migration background,Yes,0.72174,106,156,0.65118,0.79229
2012,Bremen,No migration background,No,0.27826,50,156,0.20771,0.34882
2012,North Rhine-Westphalia,No migration background,Yes,0.71498,3053,4254,0.70141,0.72855
2012,North Rhine-Westphalia,No migration background,No,0.28502,1201,4254,0.27145,0.29859
2012,North Rhine-Westphalia,Direct migration background,Yes,0.66018,584,934,0.62978,0.69057
2012,North Rhine-Westphalia,Direct migration background,No,0.33982,350,934,0.30943,0.37022
2012,North Rhine-Westphalia,Indirect migration background,Yes,0.62796,210,332,0.57589,0.68004
2012,North Rhine-Westphalia,Indirect migration background,No,0.37204,122,332,0.31996,0.42411
2012,Hesse,No migration background,Yes,0.73312,1081,1475,0.71053,0.75570
2012,Hesse,No migration background,No,0.26688,394,1475,0.24430,0.28947
2012,Hesse,Direct migration background,Yes,0.76189,219,307,0.71417,0.80961
2012,Hesse,Direct migration background,No,0.23811,88,307,0.19039,0.28583
2012,Hesse,Indirect migration background,Yes,0.62874,82,115,0.54004,0.71743
2012,Hesse,Indirect migration background,No,0.37126,33,115,0.28257,0.45996
2012,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.69462,902,1280,0.66938,0.71986
2012,"Rhineland-Palatinate, Saarland",No migration background,No,0.30538,378,1280,0.28014,0.33062
2012,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.65176,129,198,0.58523,0.71829
2012,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.34824,69,198,0.28171,0.41477
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.56934,52,85,0.46345,0.67524
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.43066,33,85,0.32476,0.53655
2012,Baden-Wuerttemberg,No migration background,Yes,0.71802,1820,2585,0.70067,0.73537
2012,Baden-Wuerttemberg,No migration background,No,0.28198,765,2585,0.26463,0.29933
2012,Baden-Wuerttemberg,Direct migration background,Yes,0.71534,371,522,0.67659,0.75409
2012,Baden-Wuerttemberg,Direct migration background,No,0.28466,151,522,0.24591,0.32341
2012,Baden-Wuerttemberg,Indirect migration background,Yes,0.48048,130,224,0.41490,0.54606
2012,Baden-Wuerttemberg,Indirect migration background,No,0.51952,94,224,0.45394,0.58510
2012,Bavaria,No migration background,Yes,0.71714,2539,3599,0.70243,0.73186
2012,Bavaria,No migration background,No,0.28286,1060,3599,0.26814,0.29757
2012,Bavaria,Direct migration background,Yes,0.72898,351,526,0.69095,0.76700
2012,Bavaria,Direct migration background,No,0.27102,175,526,0.23300,0.30905
2012,Bavaria,Indirect migration background,Yes,0.59972,144,214,0.53392,0.66552
2012,Bavaria,Indirect migration background,No,0.40028,70,214,0.33448,0.46608
2012,Berlin,No migration background,Yes,0.77712,684,907,0.75002,0.80422
2012,Berlin,No migration background,No,0.22288,223,907,0.19578,0.24998
2012,Berlin,Direct migration background,Yes,0.73311,58,89,0.64070,0.82553
2012,Berlin,Direct migration background,No,0.26689,31,89,0.17447,0.35930
2012,Brandenburg,No migration background,Yes,0.72408,742,1051,0.69704,0.75111
2012,Brandenburg,No migration background,No,0.27592,309,1051,0.24889,0.30296
2012,Mecklenburg-Western Pomerania,No migration background,Yes,0.72508,443,613,0.68971,0.76045
2012,Mecklenburg-Western Pomerania,No migration background,No,0.27492,170,613,0.23955,0.31029
2012,Saxony,No migration background,Yes,0.71889,1270,1762,0.69789,0.73988
2012,Saxony,No migration background,No,0.28111,492,1762,0.26012,0.30211
2012,Saxony,Direct migration background,Yes,0.78652,36,36,0.65077,0.92228
2012,Saxony-Anhalt,No migration background,Yes,0.75208,726,996,0.72525,0.77892
2012,Saxony-Anhalt,No migration background,No,0.24792,270,996,0.22108,0.27475
2012,Thuringa,No migration background,Yes,0.73345,750,1039,0.70655,0.76035
2012,Thuringa,No migration background,No,0.26655,289,1039,0.23965,0.29345
2013,Schleswig-Holstein,No migration background,Yes,0.78494,615,795,0.75636,0.81352
2013,Schleswig-Holstein,No migration background,No,0.21506,180,795,0.18648,0.24364
2013,Schleswig-Holstein,Direct migration background,Yes,0.70284,65,65,0.59087,0.81480
2013,Hamburg,No migration background,Yes,0.69821,243,338,0.64920,0.74722
2013,Hamburg,No migration background,No,0.30179,95,338,0.25278,0.35080
2013,Lower Saxony,No migration background,Yes,0.77421,1606,2152,0.75654,0.79188
2013,Lower Saxony,No migration background,No,0.22579,546,2152,0.20812,0.24346
2013,Lower Saxony,Direct migration background,Yes,0.76713,175,246,0.71420,0.82005
2013,Lower Saxony,Direct migration background,No,0.23287,71,246,0.17995,0.28580
2013,Lower Saxony,Indirect migration background,Yes,0.65352,53,53,0.52418,0.78286
2013,Bremen,No migration background,Yes,0.78291,104,144,0.71534,0.85048
2013,Bremen,No migration background,No,0.21709,40,144,0.14952,0.28466
2013,North Rhine-Westphalia,No migration background,Yes,0.76142,2968,4009,0.74823,0.77462
2013,North Rhine-Westphalia,No migration background,No,0.23858,1041,4009,0.22538,0.25177
2013,North Rhine-Westphalia,Direct migration background,Yes,0.71176,555,807,0.68049,0.74303
2013,North Rhine-Westphalia,Direct migration background,No,0.28824,252,807,0.25697,0.31951
2013,North Rhine-Westphalia,Indirect migration background,Yes,0.69922,202,311,0.64817,0.75027
2013,North Rhine-Westphalia,Indirect migration background,No,0.30078,109,311,0.24973,0.35183
2013,Hesse,No migration background,Yes,0.76416,1031,1365,0.74163,0.78669
2013,Hesse,No migration background,No,0.23584,334,1365,0.21331,0.25837
2013,Hesse,Direct migration background,Yes,0.74952,197,291,0.69965,0.79939
2013,Hesse,Direct migration background,No,0.25048,94,291,0.20061,0.30035
2013,Hesse,Indirect migration background,Yes,0.70447,71,107,0.61761,0.79133
2013,Hesse,Indirect migration background,No,0.29553,36,107,0.20867,0.38239
2013,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70113,834,1180,0.67500,0.72726
2013,"Rhineland-Palatinate, Saarland",No migration background,No,0.29887,346,1180,0.27274,0.32500
2013,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.73296,124,189,0.66972,0.79620
2013,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.26704,65,189,0.20380,0.33028
2013,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.68138,49,49,0.54957,0.81320
2013,Baden-Wuerttemberg,No migration background,Yes,0.73747,1678,2361,0.71972,0.75522
2013,Baden-Wuerttemberg,No migration background,No,0.26253,683,2361,0.24478,0.28028
2013,Baden-Wuerttemberg,Direct migration background,Yes,0.72497,330,457,0.68398,0.76595
2013,Baden-Wuerttemberg,Direct migration background,No,0.27503,127,457,0.23405,0.31602
2013,Baden-Wuerttemberg,Indirect migration background,Yes,0.65470,143,205,0.58945,0.71994
2013,Baden-Wuerttemberg,Indirect migration background,No,0.34530,62,205,0.28006,0.41055
2013,Bavaria,No migration background,Yes,0.75286,2476,3373,0.73830,0.76742
2013,Bavaria,No migration background,No,0.24714,897,3373,0.23258,0.26170
2013,Bavaria,Direct migration background,Yes,0.68691,306,471,0.64498,0.72884
2013,Bavaria,Direct migration background,No,0.31309,165,471,0.27116,0.35502
2013,Bavaria,Indirect migration background,Yes,0.66445,135,199,0.59868,0.73022
2013,Bavaria,Indirect migration background,No,0.33555,64,199,0.26978,0.40132
2013,Berlin,No migration background,Yes,0.78959,656,868,0.76246,0.81673
2013,Berlin,No migration background,No,0.21041,212,868,0.18327,0.23754
2013,Berlin,Direct migration background,Yes,0.68501,59,59,0.56547,0.80456
2013,Brandenburg,No migration background,Yes,0.74214,713,977,0.71470,0.76959
2013,Brandenburg,No migration background,No,0.25786,264,977,0.23041,0.28530
2013,Mecklenburg-Western Pomerania,No migration background,Yes,0.76529,434,563,0.73024,0.80033
2013,Mecklenburg-Western Pomerania,No migration background,No,0.23471,129,563,0.19967,0.26976
2013,Saxony,No migration background,Yes,0.72647,1191,1644,0.70492,0.74803
2013,Saxony,No migration background,No,0.27353,453,1644,0.25197,0.29508
2013,Saxony,Direct migration background,Yes,0.84135,32,32,0.71274,0.96997
2013,Saxony-Anhalt,No migration background,Yes,0.69935,679,933,0.66991,0.72879
2013,Saxony-Anhalt,No migration background,No,0.30065,254,933,0.27121,0.33009
2013,Thuringa,No migration background,Yes,0.73535,708,966,0.70752,0.76319
2013,Thuringa,No migration background,No,0.26465,258,966,0.23681,0.29248
2014,Schleswig-Holstein,No migration background,Yes,0.76150,514,692,0.72973,0.79328
2014,Schleswig-Holstein,No migration background,No,0.23850,178,692,0.20672,0.27027
2014,Schleswig-Holstein,Direct migration background,Yes,0.70920,127,185,0.64358,0.77482
2014,Schleswig-Holstein,Direct migration background,No,0.29080,58,185,0.22518,0.35642
2014,Schleswig-Holstein,Indirect migration background,Yes,0.67068,35,35,0.51270,0.82865
2014,Hamburg,No migration background,Yes,0.72815,205,289,0.67676,0.77953
2014,Hamburg,No migration background,No,0.27185,84,289,0.22047,0.32324
2014,Hamburg,Direct migration background,Yes,0.69981,74,116,0.61604,0.78359
2014,Hamburg,Direct migration background,No,0.30019,42,116,0.21641,0.38396
2014,Lower Saxony,No migration background,Yes,0.71936,1430,1992,0.69962,0.73909
2014,Lower Saxony,No migration background,No,0.28064,562,1992,0.26091,0.30038
2014,Lower Saxony,Direct migration background,Yes,0.69434,337,495,0.65372,0.73497
2014,Lower Saxony,Direct migration background,No,0.30566,158,495,0.26503,0.34628
2014,Lower Saxony,Indirect migration background,Yes,0.76865,80,111,0.68985,0.84746
2014,Lower Saxony,Indirect migration background,No,0.23135,31,111,0.15254,0.31015
2014,Bremen,No migration background,Yes,0.67813,100,134,0.59873,0.75753
2014,Bremen,No migration background,No,0.32187,34,134,0.24247,0.40127
2014,Bremen,Direct migration background,Yes,0.67237,42,42,0.52870,0.81604
2014,North Rhine-Westphalia,No migration background,Yes,0.73254,2659,3731,0.71834,0.74675
2014,North Rhine-Westphalia,No migration background,No,0.26746,1072,3731,0.25325,0.28166
2014,North Rhine-Westphalia,Direct migration background,Yes,0.69384,937,1393,0.66963,0.71806
2014,North Rhine-Westphalia,Direct migration background,No,0.30616,456,1393,0.28194,0.33037
2014,North Rhine-Westphalia,Indirect migration background,Yes,0.64859,324,494,0.60645,0.69074
2014,North Rhine-Westphalia,Indirect migration background,No,0.35141,170,494,0.30926,0.39355
2014,Hesse,No migration background,Yes,0.74759,922,1246,0.72346,0.77172
2014,Hesse,No migration background,No,0.25241,324,1246,0.22828,0.27654
2014,Hesse,Direct migration background,Yes,0.62221,308,470,0.57833,0.66609
2014,Hesse,Direct migration background,No,0.37779,162,470,0.33391,0.42167
2014,Hesse,Indirect migration background,Yes,0.50749,97,161,0.43003,0.58496
2014,Hesse,Indirect migration background,No,0.49251,64,161,0.41504,0.56997
2014,"Rhineland-Palatinate, Saarland",No migration background,Yes,0.70715,757,1080,0.68000,0.73431
2014,"Rhineland-Palatinate, Saarland",No migration background,No,0.29285,323,1080,0.26569,0.32000
2014,"Rhineland-Palatinate, Saarland",Direct migration background,Yes,0.61982,227,382,0.57108,0.66856
2014,"Rhineland-Palatinate, Saarland",Direct migration background,No,0.38018,155,382,0.33144,0.42892
2014,"Rhineland-Palatinate, Saarland",Indirect migration background,Yes,0.56171,77,117,0.47142,0.65201
2014,"Rhineland-Palatinate, Saarland",Indirect migration background,No,0.43829,40,117,0.34799,0.52858
2014,Baden-Wuerttemberg,No migration background,Yes,0.70974,1479,2147,0.69054,0.72894
2014,Baden-Wuerttemberg,No migration background,No,0.29026,668,2147,0.27106,0.30946
