,Unnamed: 0,year,bula_h,doctoryn,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
355,355,2000,Lower Saxony,No,0.32268,655,24012,0.30896,0.33613
356,356,2000,Bremen,Yes,0.74395,138,24012,0.68362,0.80397
357,357,2000,Bremen,No,0.25605,48,24012,0.21973,0.28877
358,358,2000,North Rhine-Westphalia,Yes,0.67524,3398,24012,0.66207,0.68909
359,359,2000,North Rhine-Westphalia,No,0.32476,1723,24012,0.31551,0.33291
360,360,2000,Hesse,Yes,0.69561,1140,24012,0.67442,0.72099
361,361,2000,Hesse,No,0.30439,525,24012,0.289,0.31841
362,362,2000,"Rhineland-Palatinate, Saarland",Yes,0.6928,988,24012,0.66927,0.7137
363,363,2000,"Rhineland-Palatinate, Saarland",No,0.3072,471,24012,0.29289,0.32134
364,364,2000,Baden-Wuerttemberg,Yes,0.68054,1991,24012,0.65924,0.69879
365,365,2000,Baden-Wuerttemberg,No,0.31946,957,24012,0.30936,0.33201
366,366,2000,Bavaria,Yes,0.68081,2259,24012,0.66313,0.69684
367,367,2000,Bavaria,No,0.31919,1103,24012,0.30983,0.33083
368,368,2000,Berlin,Yes,0.6786,538,24012,0.65128,0.70707
369,369,2000,Berlin,No,0.3214,264,24012,0.30091,0.34305
370,370,2000,Brandenburg,Yes,0.72022,739,24012,0.69526,0.74141
371,371,2000,Brandenburg,No,0.27978,277,24012,0.26162,0.30181
372,372,2000,Mecklenburg-Western Pomerania,Yes,0.73635,411,24012,0.69505,0.77413
373,373,2000,Mecklenburg-Western Pomerania,No,0.26365,152,24012,0.23944,0.28518
374,374,2000,Saxony,Yes,0.72111,1241,24012,0.70115,0.7461
375,375,2000,Saxony,No,0.27889,522,24012,0.26392,0.29449
376,376,2000,Saxony-Anhalt,Yes,0.68166,722,24012,0.65394,0.71245
377,377,2000,Saxony-Anhalt,No,0.31834,338,24012,0.30187,0.33989
378,378,2000,Thuringa,Yes,0.71103,725,24012,0.67977,0.73935
379,379,2000,Thuringa,No,0.28897,323,24012,0.27062,0.30927
380,380,2001,Schleswig-Holstein,Yes,0.58632,358,21837,0.5431,0.61904
381,381,2001,Schleswig-Holstein,No,0.41368,285,21837,0.39099,0.4429
382,382,2001,Hamburg,Yes,0.69041,187,21837,0.63521,0.73997
383,383,2001,Hamburg,No,0.30959,85,21837,0.27524,0.34701
384,384,2001,Lower Saxony,Yes,0.70413,1286,21837,0.67988,0.72698
385,385,2001,Lower Saxony,No,0.29587,562,21837,0.28305,0.31022
386,386,2001,Bremen,Yes,0.7069,111,21837,0.62632,0.79114
387,387,2001,Bremen,No,0.2931,46,21837,0.2435,0.34543
388,388,2001,North Rhine-Westphalia,Yes,0.6901,3115,21837,0.67728,0.70578
389,389,2001,North Rhine-Westphalia,No,0.3099,1508,21837,0.30102,0.31879
390,390,2001,Hesse,Yes,0.71329,1048,21837,0.68805,0.73672
391,391,2001,Hesse,No,0.28671,432,21837,0.27019,0.30165
392,392,2001,"Rhineland-Palatinate, Saarland",Yes,0.68441,924,21837,0.66303,0.70495
393,393,2001,"Rhineland-Palatinate, Saarland",No,0.31559,425,21837,0.29591,0.33574
394,394,2001,Baden-Wuerttemberg,Yes,0.68598,1748,21837,0.66503,0.70784
395,395,2001,Baden-Wuerttemberg,No,0.31402,846,21837,0.29887,0.33267
396,396,2001,Bavaria,Yes,0.69546,2096,21837,0.67679,0.71355
397,397,2001,Bavaria,No,0.30454,931,21837,0.29267,0.31841
398,398,2001,Berlin,Yes,0.67558,519,21837,0.64307,0.70393
399,399,2001,Berlin,No,0.32442,269,21837,0.30723,0.34716
400,400,2001,Brandenburg,Yes,0.73139,708,21837,0.7048,0.75804
401,401,2001,Brandenburg,No,0.26861,245,21837,0.24919,0.28719
402,402,2001,Mecklenburg-Western Pomerania,Yes,0.75549,379,21837,0.71201,0.79784
403,403,2001,Mecklenburg-Western Pomerania,No,0.24451,129,21837,0.21727,0.26962
404,404,2001,Saxony,Yes,0.73653,1176,21837,0.71508,0.76066
405,405,2001,Saxony,No,0.26347,457,21837,0.2493,0.27844
406,406,2001,Saxony-Anhalt,Yes,0.71264,715,21837,0.68123,0.74106
407,407,2001,Saxony-Anhalt,No,0.28736,285,21837,0.26707,0.30919
408,408,2001,Thuringa,Yes,0.71237,669,21837,0.68415,0.74818
409,409,2001,Thuringa,No,0.28763,293,21837,0.2632,0.30879
410,410,2002,Schleswig-Holstein,Yes,0.63811,445,22960,0.59737,0.68811
411,411,2002,Schleswig-Holstein,No,0.36189,267,22960,0.33208,0.39372
412,412,2002,Hamburg,Yes,0.64805,228,22960,0.59137,0.71046
413,413,2002,Hamburg,No,0.35195,97,22960,0.29052,0.40095
414,414,2002,Lower Saxony,Yes,0.68223,1357,22960,0.65467,0.71329
415,415,2002,Lower Saxony,No,0.31777,617,22960,0.3019,0.33629
416,416,2002,Bremen,Yes,0.75057,127,22960,0.67104,0.8262
417,417,2002,Bremen,No,0.24943,45,22960,0.19689,0.29527
418,418,2002,North Rhine-Westphalia,Yes,0.67023,3181,22960,0.6545,0.68855
419,419,2002,North Rhine-Westphalia,No,0.32977,1656,22960,0.31813,0.34215
420,420,2002,Hesse,Yes,0.65734,1108,22960,0.62861,0.68162
421,421,2002,Hesse,No,0.34266,531,22960,0.3217,0.36598
422,422,2002,"Rhineland-Palatinate, Saarland",Yes,0.65101,888,22960,0.62136,0.6766
423,423,2002,"Rhineland-Palatinate, Saarland",No,0.34899,487,22960,0.32952,0.37163
424,424,2002,Baden-Wuerttemberg,Yes,0.67236,1879,22960,0.64766,0.69469
425,425,2002,Baden-Wuerttemberg,No,0.32764,914,22960,0.31069,0.3472
426,426,2002,Bavaria,Yes,0.68835,2230,22960,0.66977,0.71002
427,427,2002,Bavaria,No,0.31165,1021,22960,0.29722,0.3256
428,428,2002,Berlin,Yes,0.70508,555,22960,0.67093,0.75168
429,429,2002,Berlin,No,0.29492,270,22960,0.27125,0.31729
430,430,2002,Brandenburg,Yes,0.71454,682,22960,0.68098,0.7468
431,431,2002,Brandenburg,No,0.28546,278,22960,0.26679,0.30557
432,432,2002,Mecklenburg-Western Pomerania,Yes,0.68573,356,22960,0.64149,0.73178
433,433,2002,Mecklenburg-Western Pomerania,No,0.31427,158,22960,0.28489,0.35494
434,434,2002,Saxony,Yes,0.72037,1133,22960,0.68964,0.75022
435,435,2002,Saxony,No,0.27963,514,22960,0.26252,0.30075
436,436,2002,Saxony-Anhalt,Yes,0.74,702,22960,0.70473,0.77543
437,437,2002,Saxony-Anhalt,No,0.26,269,22960,0.23415,0.2813
438,438,2002,Thuringa,Yes,0.69851,675,22960,0.66055,0.73579
439,439,2002,Thuringa,No,0.30149,290,22960,0.27529,0.32759
440,440,2003,Schleswig-Holstein,Yes,0.60266,405,22048,0.55646,0.65128
441,441,2003,Schleswig-Holstein,No,0.39734,259,22048,0.36394,0.42989
442,442,2003,Hamburg,Yes,0.69868,206,22048,0.62803,0.76508
443,443,2003,Hamburg,No,0.30132,86,22048,0.25428,0.34475
444,444,2003,Lower Saxony,Yes,0.72667,1351,22048,0.69649,0.75467
445,445,2003,Lower Saxony,No,0.27333,551,22048,0.25406,0.29049
446,446,2003,Bremen,Yes,0.71147,128,22048,0.62282,0.80076
447,447,2003,Bremen,No,0.28853,46,22048,0.22525,0.34059
448,448,2003,North Rhine-Westphalia,Yes,0.68299,3122,22048,0.66444,0.70245
449,449,2003,North Rhine-Westphalia,No,0.31701,1494,22048,0.30303,0.33181
450,450,2003,Hesse,Yes,0.68354,1054,22048,0.64974,0.71161
451,451,2003,Hesse,No,0.31646,439,22048,0.29869,0.33845
452,452,2003,"Rhineland-Palatinate, Saarland",Yes,0.68656,926,22048,0.65713,0.71909
453,453,2003,"Rhineland-Palatinate, Saarland",No,0.31344,426,22048,0.29227,0.33639
454,454,2003,Baden-Wuerttemberg,Yes,0.6963,1820,22048,0.67033,0.72069
455,455,2003,Baden-Wuerttemberg,No,0.3037,856,22048,0.28681,0.32212
456,456,2003,Bavaria,Yes,0.70476,2153,22048,0.68146,0.72578
457,457,2003,Bavaria,No,0.29524,957,22048,0.28048,0.31339
458,458,2003,Berlin,Yes,0.70895,574,22048,0.66713,0.75493
459,459,2003,Berlin,No,0.29105,246,22048,0.26464,0.32313
460,460,2003,Brandenburg,Yes,0.72684,685,22048,0.69175,0.75655
461,461,2003,Brandenburg,No,0.27316,254,22048,0.24644,0.29385
462,462,2003,Mecklenburg-Western Pomerania,Yes,0.71383,379,22048,0.66763,0.75804
463,463,2003,Mecklenburg-Western Pomerania,No,0.28617,143,22048,0.25678,0.31961
464,464,2003,Saxony,Yes,0.73996,1157,22048,0.71036,0.767
465,465,2003,Saxony,No,0.26004,448,22048,0.23851,0.27751
466,466,2003,Saxony-Anhalt,Yes,0.72638,663,22048,0.69449,0.76748
467,467,2003,Saxony-Anhalt,No,0.27362,269,22048,0.24887,0.29809
468,468,2003,Thuringa,Yes,0.71342,668,22048,0.67537,0.75894
469,469,2003,Thuringa,No,0.28658,283,22048,0.25964,0.31732
470,470,2004,Schleswig-Holstein,Yes,0.59192,373,21532,0.55048,0.6417
471,471,2004,Schleswig-Holstein,No,0.40808,294,21532,0.3756,0.44124
472,472,2004,Hamburg,Yes,0.63832,193,21532,0.56955,0.70885
473,473,2004,Hamburg,No,0.36168,98,21532,0.29779,0.42137
474,474,2004,Lower Saxony,Yes,0.70428,1310,21532,0.67548,0.73357
475,475,2004,Lower Saxony,No,0.29572,566,21532,0.27657,0.3165
476,476,2004,Bremen,Yes,0.73831,117,21532,0.64248,0.82808
477,477,2004,Bremen,No,0.26169,49,21532,0.21093,0.31197
478,478,2004,North Rhine-Westphalia,Yes,0.66532,2981,21532,0.64429,0.68098
479,479,2004,North Rhine-Westphalia,No,0.33468,1539,21532,0.32218,0.3477
480,480,2004,Hesse,Yes,0.66158,959,21532,0.62665,0.69066
481,481,2004,Hesse,No,0.33842,478,21532,0.31028,0.36409
482,482,2004,"Rhineland-Palatinate, Saarland",Yes,0.6759,864,21532,0.64737,0.70789
483,483,2004,"Rhineland-Palatinate, Saarland",No,0.3241,435,21532,0.30098,0.35379
484,484,2004,Baden-Wuerttemberg,Yes,0.70811,1760,21532,0.68326,0.73244
485,485,2004,Baden-Wuerttemberg,No,0.29189,838,21532,0.27412,0.31137
486,486,2004,Bavaria,Yes,0.69171,2051,21532,0.66391,0.71487
487,487,2004,Bavaria,No,0.30829,986,21532,0.29163,0.32542
488,488,2004,Berlin,Yes,0.69851,554,21532,0.65589,0.7421
489,489,2004,Berlin,No,0.30149,249,21532,0.27154,0.33093
490,490,2004,Brandenburg,Yes,0.71833,646,21532,0.67955,0.75677
491,491,2004,Brandenburg,No,0.28167,255,21532,0.25889,0.30488
492,492,2004,Mecklenburg-Western Pomerania,Yes,0.68558,353,21532,0.63282,0.74282
493,493,2004,Mecklenburg-Western Pomerania,No,0.31442,156,21532,0.27656,0.35539
494,494,2004,Saxony,Yes,0.72546,1111,21532,0.70061,0.75356
495,495,2004,Saxony,No,0.27454,454,21532,0.25539,0.29336
496,496,2004,Saxony-Anhalt,Yes,0.72923,651,21532,0.68647,0.77001
497,497,2004,Saxony-Anhalt,No,0.27077,270,21532,0.24097,0.29726
498,498,2004,Thuringa,Yes,0.70859,665,21532,0.66253,0.7551
499,499,2004,Thuringa,No,0.29141,277,21532,0.26179,0.31925
500,500,2005,Schleswig-Holstein,Yes,0.59915,395,20596,0.55801,0.64717
501,501,2005,Schleswig-Holstein,No,0.40085,246,20596,0.36458,0.44594
502,502,2005,Hamburg,Yes,0.69155,204,20596,0.60894,0.75722
503,503,2005,Hamburg,No,0.30845,79,20596,0.25575,0.36679
504,504,2005,Lower Saxony,Yes,0.70613,1237,20596,0.67448,0.73853
505,505,2005,Lower Saxony,No,0.29387,538,20596,0.27306,0.31697
506,506,2005,Bremen,Yes,0.73383,100,20596,0.61844,0.83243
507,507,2005,Bremen,No,0.26617,44,20596,0.214,0.32463
508,508,2005,North Rhine-Westphalia,Yes,0.69353,3005,20596,0.67476,0.71325
509,509,2005,North Rhine-Westphalia,No,0.30647,1337,20596,0.2927,0.31926
510,510,2005,Hesse,Yes,0.70355,965,20596,0.67591,0.73791
511,511,2005,Hesse,No,0.29645,401,20596,0.27693,0.3206
512,512,2005,"Rhineland-Palatinate, Saarland",Yes,0.68731,847,20596,0.64806,0.72718
513,513,2005,"Rhineland-Palatinate, Saarland",No,0.31269,391,20596,0.29064,0.34047
514,514,2005,Baden-Wuerttemberg,Yes,0.69684,1710,20596,0.67027,0.72066
515,515,2005,Baden-Wuerttemberg,No,0.30316,797,20596,0.2863,0.32202
516,516,2005,Bavaria,Yes,0.70101,1989,20596,0.67565,0.72796
517,517,2005,Bavaria,No,0.29899,894,20596,0.28188,0.31689
518,518,2005,Berlin,Yes,0.69363,513,20596,0.64944,0.74299
519,519,2005,Berlin,No,0.30637,238,20596,0.27694,0.33916
520,520,2005,Brandenburg,Yes,0.7168,625,20596,0.6777,0.76029
521,521,2005,Brandenburg,No,0.2832,251,20596,0.25659,0.31138
522,522,2005,Mecklenburg-Western Pomerania,Yes,0.68577,337,20596,0.63976,0.73775
523,523,2005,Mecklenburg-Western Pomerania,No,0.31423,162,20596,0.2767,0.36497
524,524,2005,Saxony,Yes,0.71033,1064,20596,0.67983,0.74596
525,525,2005,Saxony,No,0.28967,448,20596,0.2699,0.31023
526,526,2005,Saxony-Anhalt,Yes,0.73121,631,20596,0.68965,0.7746
527,527,2005,Saxony-Anhalt,No,0.26879,261,20596,0.24308,0.29247
528,528,2005,Thuringa,Yes,0.71136,639,20596,0.66601,0.76093
529,529,2005,Thuringa,No,0.28864,248,20596,0.25736,0.32959
530,530,2006,Schleswig-Holstein,Yes,0.70382,465,21923,0.65456,0.76117
531,531,2006,Schleswig-Holstein,No,0.29618,207,21923,0.26314,0.32559
532,532,2006,Hamburg,Yes,0.69676,206,21923,0.62774,0.76528
533,533,2006,Hamburg,No,0.30324,93,21923,0.25783,0.35105
534,534,2006,Lower Saxony,Yes,0.68193,1332,21923,0.65355,0.70989
535,535,2006,Lower Saxony,No,0.31807,624,21923,0.30018,0.33835
536,536,2006,Bremen,Yes,0.58411,87,21923,0.49382,0.69062
537,537,2006,Bremen,No,0.41589,57,21923,0.34326,0.48962
538,538,2006,North Rhine-Westphalia,Yes,0.66749,3077,21923,0.6488,0.68636
539,539,2006,North Rhine-Westphalia,No,0.33251,1461,21923,0.32001,0.34326
540,540,2006,Hesse,Yes,0.70416,1046,21923,0.67164,0.73494
541,541,2006,Hesse,No,0.29584,434,21923,0.27441,0.31997
542,542,2006,"Rhineland-Palatinate, Saarland",Yes,0.68151,868,21923,0.64858,0.71975
543,543,2006,"Rhineland-Palatinate, Saarland",No,0.31849,421,21923,0.29735,0.34082
544,544,2006,Baden-Wuerttemberg,Yes,0.68517,1825,21923,0.65585,0.70825
545,545,2006,Baden-Wuerttemberg,No,0.31483,888,21923,0.29779,0.33156
546,546,2006,Bavaria,Yes,0.7026,2163,21923,0.68151,0.72934
547,547,2006,Bavaria,No,0.2974,971,21923,0.28223,0.31391
548,548,2006,Berlin,Yes,0.69511,538,21923,0.65151,0.73099
549,549,2006,Berlin,No,0.30489,241,21923,0.27514,0.33571
550,550,2006,Brandenburg,Yes,0.6764,657,21923,0.63855,0.72079
551,551,2006,Brandenburg,No,0.3236,279,21923,0.29702,0.35221
552,552,2006,Mecklenburg-Western Pomerania,Yes,0.68697,377,21923,0.64539,0.73202
553,553,2006,Mecklenburg-Western Pomerania,No,0.31303,170,21923,0.28064,0.34916
554,554,2006,Saxony,Yes,0.6869,1095,21923,0.65698,0.71544
555,555,2006,Saxony,No,0.3131,483,21923,0.28689,0.34206
556,556,2006,Saxony-Anhalt,Yes,0.69345,615,21923,0.65344,0.74632
557,557,2006,Saxony-Anhalt,No,0.30655,296,21923,0.2729,0.34218
558,558,2006,Thuringa,Yes,0.70185,656,21923,0.65897,0.75281
559,559,2006,Thuringa,No,0.29815,291,21923,0.27149,0.33648
560,560,2007,Schleswig-Holstein,Yes,0.68161,426,20415,0.63455,0.73245
561,561,2007,Schleswig-Holstein,No,0.31839,185,20415,0.28698,0.35119
562,562,2007,Hamburg,Yes,0.75611,223,20415,0.68675,0.83714
563,563,2007,Hamburg,No,0.24389,68,20415,0.19918,0.28928
564,564,2007,Lower Saxony,Yes,0.6965,1297,20415,0.66576,0.72641
565,565,2007,Lower Saxony,No,0.3035,522,20415,0.28563,0.32738
566,566,2007,Bremen,Yes,0.69387,106,20415,0.58967,0.80234
567,567,2007,Bremen,No,0.30613,41,20415,0.23704,0.3695
568,568,2007,North Rhine-Westphalia,Yes,0.69319,2903,20415,0.67198,0.70939
569,569,2007,North Rhine-Westphalia,No,0.30681,1281,20415,0.29202,0.32152
570,570,2007,Hesse,Yes,0.70262,986,20415,0.66069,0.73773
571,571,2007,Hesse,No,0.29738,395,20415,0.27189,0.3208
572,572,2007,"Rhineland-Palatinate, Saarland",Yes,0.68419,786,20415,0.6468,0.71786
573,573,2007,"Rhineland-Palatinate, Saarland",No,0.31581,381,20415,0.29045,0.33866
574,574,2007,Baden-Wuerttemberg,Yes,0.70515,1730,20415,0.6792,0.7302
575,575,2007,Baden-Wuerttemberg,No,0.29485,749,20415,0.27563,0.31378
576,576,2007,Bavaria,Yes,0.72483,2104,20415,0.69913,0.75002
577,577,2007,Bavaria,No,0.27517,838,20415,0.26197,0.28974
578,578,2007,Berlin,Yes,0.7117,532,20415,0.67474,0.75342
579,579,2007,Berlin,No,0.2883,218,20415,0.26291,0.31862
580,580,2007,Brandenburg,Yes,0.72816,635,20415,0.69109,0.78313
581,581,2007,Brandenburg,No,0.27184,222,20415,0.23931,0.30019
582,582,2007,Mecklenburg-Western Pomerania,Yes,0.71047,364,20415,0.65212,0.76744
583,583,2007,Mecklenburg-Western Pomerania,No,0.28953,140,20415,0.25205,0.32726
584,584,2007,Saxony,Yes,0.70954,1053,20415,0.67828,0.74876
585,585,2007,Saxony,No,0.29046,458,20415,0.26952,0.31523
586,586,2007,Saxony-Anhalt,Yes,0.6885,601,20415,0.64548,0.72958
587,587,2007,Saxony-Anhalt,No,0.3115,265,20415,0.28173,0.34278
588,588,2007,Thuringa,Yes,0.69111,630,20415,0.65022,0.73632
589,589,2007,Thuringa,No,0.30889,276,20415,0.2695,0.35062
590,590,2008,Schleswig-Holstein,Yes,0.68979,398,19227,0.6452,0.73612
591,591,2008,Schleswig-Holstein,No,0.31021,153,19227,0.27538,0.34991
592,592,2008,Hamburg,Yes,0.72583,205,19227,0.66071,0.79967
593,593,2008,Hamburg,No,0.27417,72,19227,0.22322,0.33105
594,594,2008,Lower Saxony,Yes,0.70669,1242,19227,0.67938,0.73461
595,595,2008,Lower Saxony,No,0.29331,490,19227,0.26995,0.31902
596,596,2008,Bremen,Yes,0.80813,104,19227,0.69531,0.92187
597,597,2008,Bremen,No,0.19187,33,19227,0.14175,0.23808
598,598,2008,North Rhine-Westphalia,Yes,0.67188,2682,19227,0.65061,0.69197
599,599,2008,North Rhine-Westphalia,No,0.32812,1229,19227,0.31496,0.34577
600,600,2008,Hesse,Yes,0.73152,945,19227,0.69894,0.77125
601,601,2008,Hesse,No,0.26848,364,19227,0.24849,0.28984
602,602,2008,"Rhineland-Palatinate, Saarland",Yes,0.70682,767,19227,0.66617,0.74711
603,603,2008,"Rhineland-Palatinate, Saarland",No,0.29318,324,19227,0.27011,0.31585
604,604,2008,Baden-Wuerttemberg,Yes,0.69361,1612,19227,0.65984,0.72577
605,605,2008,Baden-Wuerttemberg,No,0.30639,738,19227,0.28336,0.32723
606,606,2008,Bavaria,Yes,0.72604,1983,19227,0.7017,0.75478
607,607,2008,Bavaria,No,0.27396,756,19227,0.25635,0.29139
608,608,2008,Berlin,Yes,0.73342,530,19227,0.69423,0.79289
609,609,2008,Berlin,No,0.26658,185,19227,0.23458,0.29458
610,610,2008,Brandenburg,Yes,0.6521,574,19227,0.60424,0.69025
611,611,2008,Brandenburg,No,0.3479,248,19227,0.30661,0.38922
612,612,2008,Mecklenburg-Western Pomerania,Yes,0.73103,357,19227,0.67744,0.78596
613,613,2008,Mecklenburg-Western Pomerania,No,0.26897,128,19227,0.23673,0.30903
614,614,2008,Saxony,Yes,0.72122,1013,19227,0.68086,0.75636
615,615,2008,Saxony,No,0.27878,414,19227,0.25577,0.30078
616,616,2008,Saxony-Anhalt,Yes,0.71662,551,19227,0.65971,0.7632
617,617,2008,Saxony-Anhalt,No,0.28338,260,19227,0.25247,0.32316
618,618,2008,Thuringa,Yes,0.7069,625,19227,0.65948,0.75589
619,619,2008,Thuringa,No,0.2931,245,19227,0.25184,0.33422
620,620,2009,Schleswig-Holstein,Yes,0.71824,368,17935,0.66362,0.78501
621,621,2009,Schleswig-Holstein,No,0.28176,138,17935,0.24454,0.32811
622,622,2009,Hamburg,Yes,0.73105,201,17935,0.66047,0.8102
623,623,2009,Hamburg,No,0.26895,66,17935,0.21357,0.34132
624,624,2009,Lower Saxony,Yes,0.71972,1214,17935,0.68659,0.75128
625,625,2009,Lower Saxony,No,0.28028,413,17935,0.25175,0.30716
626,626,2009,Bremen,Yes,0.72293,87,17935,0.60023,0.86901
627,627,2009,Bremen,No,0.27707,33,17935,0.19926,0.36926
628,628,2009,North Rhine-Westphalia,Yes,0.69111,2532,17935,0.66836,0.71343
629,629,2009,North Rhine-Westphalia,No,0.30889,1087,17935,0.29456,0.32673
630,630,2009,Hesse,Yes,0.70349,878,17935,0.66067,0.74655
631,631,2009,Hesse,No,0.29651,329,17935,0.26714,0.3286
632,632,2009,"Rhineland-Palatinate, Saarland",Yes,0.71969,750,17935,0.68151,0.76995
633,633,2009,"Rhineland-Palatinate, Saarland",No,0.28031,267,17935,0.25202,0.31039
634,634,2009,Baden-Wuerttemberg,Yes,0.71526,1509,17935,0.67607,0.74859
635,635,2009,Baden-Wuerttemberg,No,0.28474,589,17935,0.26208,0.30869
636,636,2009,Bavaria,Yes,0.71808,1899,17935,0.69214,0.74643
637,637,2009,Bavaria,No,0.28192,692,17935,0.26136,0.2982
638,638,2009,Berlin,Yes,0.78602,528,17935,0.73137,0.85043
639,639,2009,Berlin,No,0.21398,153,17935,0.18229,0.24351
640,640,2009,Brandenburg,Yes,0.71507,588,17935,0.66268,0.76116
641,641,2009,Brandenburg,No,0.28493,199,17935,0.25045,0.31701
642,642,2009,Mecklenburg-Western Pomerania,Yes,0.71844,331,17935,0.65948,0.78658
643,643,2009,Mecklenburg-Western Pomerania,No,0.28156,134,17935,0.24669,0.33712
644,644,2009,Saxony,Yes,0.70342,979,17935,0.65857,0.73666
645,645,2009,Saxony,No,0.29658,385,17935,0.268,0.33139
646,646,2009,Saxony-Anhalt,Yes,0.74025,549,17935,0.68796,0.79308
647,647,2009,Saxony-Anhalt,No,0.25975,218,17935,0.22547,0.30278
648,648,2009,Thuringa,Yes,0.72545,598,17935,0.66723,0.78966
649,649,2009,Thuringa,No,0.27455,221,17935,0.23399,0.3148
650,650,2010,Schleswig-Holstein,Yes,0.72046,522,23818,0.64046,0.79097
651,651,2010,Schleswig-Holstein,No,0.27954,209,23818,0.23578,0.32942
652,652,2010,Hamburg,Yes,0.73776,277,23818,0.63618,0.82358
653,653,2010,Hamburg,No,0.26224,106,23818,0.193,0.32459
654,654,2010,Lower Saxony,Yes,0.70768,1526,23818,0.66811,0.74464
655,655,2010,Lower Saxony,No,0.29232,646,23818,0.26567,0.32017
656,656,2010,Bremen,Yes,0.73308,124,23818,0.57909,0.88554
657,657,2010,Bremen,No,0.26692,48,23818,0.1892,0.37016
658,658,2010,North Rhine-Westphalia,Yes,0.67896,3230,23818,0.65264,0.70781
659,659,2010,North Rhine-Westphalia,No,0.32104,1725,23818,0.30129,0.33961
660,660,2010,Hesse,Yes,0.71059,1152,23818,0.66477,0.76263
661,661,2010,Hesse,No,0.28941,512,23818,0.25848,0.31801
662,662,2010,"Rhineland-Palatinate, Saarland",Yes,0.67562,902,23818,0.61979,0.71963
663,663,2010,"Rhineland-Palatinate, Saarland",No,0.32438,432,23818,0.29033,0.36487
664,664,2010,Baden-Wuerttemberg,Yes,0.693,1963,23818,0.65832,0.72841
665,665,2010,Baden-Wuerttemberg,No,0.307,916,23818,0.28076,0.33276
666,666,2010,Bavaria,Yes,0.73007,2508,23818,0.69826,0.76325
667,667,2010,Bavaria,No,0.26993,1048,23818,0.24977,0.28951
668,668,2010,Berlin,Yes,0.73827,642,23818,0.6808,0.78993
669,669,2010,Berlin,No,0.26173,280,23818,0.22452,0.30253
670,670,2010,Brandenburg,Yes,0.71841,678,23818,0.64876,0.79312
671,671,2010,Brandenburg,No,0.28159,270,23818,0.23963,0.33434
672,672,2010,Mecklenburg-Western Pomerania,Yes,0.76012,418,23818,0.69125,0.84313
673,673,2010,Mecklenburg-Western Pomerania,No,0.23988,165,23818,0.20908,0.27732
674,674,2010,Saxony,Yes,0.7406,1148,23818,0.68896,0.79226
675,675,2010,Saxony,No,0.2594,516,23818,0.23082,0.28788
676,676,2010,Saxony-Anhalt,Yes,0.71604,638,23818,0.65629,0.78058
677,677,2010,Saxony-Anhalt,No,0.28396,268,23818,0.23943,0.3245
678,678,2010,Thuringa,Yes,0.75221,674,23818,0.69718,0.82638
679,679,2010,Thuringa,No,0.24779,275,23818,0.20731,0.29547
680,680,2011,Schleswig-Holstein,Yes,0.73951,694,28312,0.68753,0.79796
681,681,2011,Schleswig-Holstein,No,0.26049,289,28312,0.22467,0.29559
682,682,2011,Hamburg,Yes,0.66246,297,28312,0.59231,0.73249
683,683,2011,Hamburg,No,0.33754,131,28312,0.26031,0.4227
684,684,2011,Lower Saxony,Yes,0.72969,1868,28312,0.69847,0.76278
685,685,2011,Lower Saxony,No,0.27031,764,28312,0.24887,0.30092
686,686,2011,Bremen,Yes,0.75254,134,28312,0.61626,0.87583
687,687,2011,Bremen,No,0.24746,55,28312,0.18408,0.31855
688,688,2011,North Rhine-Westphalia,Yes,0.70414,3966,28312,0.68352,0.72651
689,689,2011,North Rhine-Westphalia,No,0.29586,1746,28312,0.27947,0.30908
690,690,2011,Hesse,Yes,0.71606,1400,28312,0.67838,0.75479
691,691,2011,Hesse,No,0.28394,559,28312,0.25179,0.31396
692,692,2011,"Rhineland-Palatinate, Saarland",Yes,0.68223,1106,28312,0.63395,0.71905
693,693,2011,"Rhineland-Palatinate, Saarland",No,0.31777,502,28312,0.28849,0.35037
694,694,2011,Baden-Wuerttemberg,Yes,0.72158,2482,28312,0.68473,0.75485
695,695,2011,Baden-Wuerttemberg,No,0.27842,1044,28312,0.25855,0.29888
696,696,2011,Bavaria,Yes,0.71914,3117,28312,0.69291,0.74268
697,697,2011,Bavaria,No,0.28086,1307,28312,0.25709,0.30244
698,698,2011,Berlin,Yes,0.75786,735,28312,0.70792,0.79923
699,699,2011,Berlin,No,0.24214,280,28312,0.21497,0.27332
700,700,2011,Brandenburg,Yes,0.73748,816,28312,0.6815,0.79675
701,701,2011,Brandenburg,No,0.26252,323,28312,0.23269,0.30053
702,702,2011,Mecklenburg-Western Pomerania,Yes,0.76587,477,28312,0.70013,0.83915
703,703,2011,Mecklenburg-Western Pomerania,No,0.23413,180,28312,0.19765,0.27542
704,704,2011,Saxony,Yes,0.75554,1335,28312,0.71405,0.8016
705,705,2011,Saxony,No,0.24446,500,28312,0.21871,0.26937
706,706,2011,Saxony-Anhalt,Yes,0.7028,758,28312,0.65225,0.75454
707,707,2011,Saxony-Anhalt,No,0.2972,341,28312,0.26373,0.3384
708,708,2011,Thuringa,Yes,0.75184,805,28312,0.6913,0.80282
709,709,2011,Thuringa,No,0.24816,301,28312,0.22112,0.28201
710,710,2012,Schleswig-Holstein,Yes,0.70163,696,27531,0.64135,0.75867
