year,age_gr,sex,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,66 and older,female,No,0.11090,241,2087,0.09743,0.12438
2011,17-29 y.,male,Yes,0.52551,996,1873,0.50289,0.54813
2011,17-29 y.,male,No,0.47449,877,1873,0.45187,0.49711
2011,17-29 y.,female,Yes,0.69640,1567,2295,0.67758,0.71522
2011,17-29 y.,female,No,0.30360,728,2295,0.28478,0.32242
2011,30-45 y.,male,Yes,0.58000,2351,4164,0.56500,0.59499
2011,30-45 y.,male,No,0.42000,1813,4164,0.40501,0.43500
2011,30-45 y.,female,Yes,0.70335,4017,5756,0.69154,0.71515
2011,30-45 y.,female,No,0.29665,1739,5756,0.28485,0.30846
2011,46-65 y.,male,Yes,0.67248,2921,4322,0.65848,0.68647
2011,46-65 y.,male,No,0.32752,1401,4322,0.31353,0.34152
2011,46-65 y.,female,Yes,0.76884,3662,4781,0.75689,0.78079
2011,46-65 y.,female,No,0.23116,1119,4781,0.21921,0.24311
2011,66 and older,male,Yes,0.86075,2115,2464,0.84708,0.87442
2011,66 and older,male,No,0.13925,349,2464,0.12558,0.15292
2011,66 and older,female,Yes,0.89122,2361,2657,0.87938,0.90306
2011,66 and older,female,No,0.10878,296,2657,0.09694,0.12062
2012,17-29 y.,male,Yes,0.50478,931,1848,0.48198,0.52759
2012,17-29 y.,male,No,0.49522,917,1848,0.47241,0.51802
2012,17-29 y.,female,Yes,0.69385,1498,2115,0.67421,0.71350
2012,17-29 y.,female,No,0.30615,617,2115,0.28650,0.32579
2012,30-45 y.,male,Yes,0.56660,2124,3772,0.55078,0.58241
2012,30-45 y.,male,No,0.43340,1648,3772,0.41759,0.44922
2012,30-45 y.,female,Yes,0.70225,3715,5280,0.68991,0.71458
2012,30-45 y.,female,No,0.29775,1565,5280,0.28542,0.31009
2012,46-65 y.,male,Yes,0.66717,2930,4369,0.65320,0.68115
2012,46-65 y.,male,No,0.33283,1439,4369,0.31885,0.34680
2012,46-65 y.,female,Yes,0.76678,3791,4974,0.75503,0.77853
2012,46-65 y.,female,No,0.23322,1183,4974,0.22147,0.24497
2012,66 and older,male,Yes,0.86254,2158,2514,0.84908,0.87601
2012,66 and older,male,No,0.13746,356,2514,0.12399,0.15092
2012,66 and older,female,Yes,0.88521,2349,2659,0.87309,0.89733
2012,66 and older,female,No,0.11479,310,2659,0.10267,0.12691
2013,17-29 y.,male,Yes,0.56585,951,1689,0.54221,0.58950
2013,17-29 y.,male,No,0.43415,738,1689,0.41050,0.45779
2013,17-29 y.,female,Yes,0.74549,1430,1947,0.72614,0.76485
2013,17-29 y.,female,No,0.25451,517,1947,0.23515,0.27386
2013,30-45 y.,male,Yes,0.59949,1962,3324,0.58283,0.61615
2013,30-45 y.,male,No,0.40051,1362,3324,0.38385,0.41717
2013,30-45 y.,female,Yes,0.73551,3371,4723,0.72293,0.74809
2013,30-45 y.,female,No,0.26449,1352,4723,0.25191,0.27707
2013,46-65 y.,male,Yes,0.70934,2947,4196,0.69560,0.72308
2013,46-65 y.,male,No,0.29066,1249,4196,0.27692,0.30440
2013,46-65 y.,female,Yes,0.77704,3704,4816,0.76528,0.78879
2013,46-65 y.,female,No,0.22296,1112,4816,0.21121,0.23472
2013,66 and older,male,Yes,0.86286,2079,2400,0.84909,0.87662
2013,66 and older,male,No,0.13714,321,2400,0.12338,0.15091
2013,66 and older,female,Yes,0.87146,2207,2550,0.85847,0.88446
2013,66 and older,female,No,0.12854,343,2550,0.11554,0.14153
2014,17-29 y.,male,Yes,0.51538,1068,2034,0.49366,0.53711
2014,17-29 y.,male,No,0.48462,966,2034,0.46289,0.50634
2014,17-29 y.,female,Yes,0.70246,1538,2234,0.68350,0.72142
2014,17-29 y.,female,No,0.29754,696,2234,0.27858,0.31650
2014,30-45 y.,male,Yes,0.54524,1974,3591,0.52896,0.56153
2014,30-45 y.,male,No,0.45476,1617,3591,0.43847,0.47104
2014,30-45 y.,female,Yes,0.71027,3405,4903,0.69757,0.72296
2014,30-45 y.,female,No,0.28973,1498,4903,0.27704,0.30243
2014,46-65 y.,male,Yes,0.68597,2957,4345,0.67217,0.69978
2014,46-65 y.,male,No,0.31403,1388,4345,0.30022,0.32783
2014,46-65 y.,female,Yes,0.75766,3727,4932,0.74570,0.76962
2014,46-65 y.,female,No,0.24234,1205,4932,0.23038,0.25430
2014,66 and older,male,Yes,0.86361,2079,2422,0.84994,0.87728
2014,66 and older,male,No,0.13639,343,2422,0.12272,0.15006
2014,66 and older,female,Yes,0.87183,2207,2519,0.85877,0.88488
2014,66 and older,female,No,0.12817,312,2519,0.11512,0.14123
2015,17-29 y.,male,Yes,0.51703,985,1881,0.49444,0.53962
2015,17-29 y.,male,No,0.48297,896,1881,0.46038,0.50556
2015,17-29 y.,female,Yes,0.72193,1440,2026,0.70241,0.74144
2015,17-29 y.,female,No,0.27807,586,2026,0.25856,0.29759
2015,30-45 y.,male,Yes,0.56072,1669,3044,0.54309,0.57836
2015,30-45 y.,male,No,0.43928,1375,3044,0.42164,0.45691
2015,30-45 y.,female,Yes,0.71202,2998,4298,0.69848,0.72556
2015,30-45 y.,female,No,0.28798,1300,4298,0.27444,0.30152
2015,46-65 y.,male,Yes,0.69000,2751,4124,0.67588,0.70412
2015,46-65 y.,male,No,0.31000,1373,4124,0.29588,0.32412
2015,46-65 y.,female,Yes,0.76704,3581,4717,0.75497,0.77910
2015,46-65 y.,female,No,0.23296,1136,4717,0.22090,0.24503
2015,66 and older,male,Yes,0.85967,2047,2377,0.84571,0.87364
2015,66 and older,male,No,0.14033,330,2377,0.12636,0.15429
2015,66 and older,female,Yes,0.85580,2135,2493,0.84200,0.86959
2015,66 and older,female,No,0.14420,358,2493,0.13041,0.15800
2016,17-29 y.,male,Yes,0.52751,940,1798,0.50442,0.55059
2016,17-29 y.,male,No,0.47249,858,1798,0.44941,0.49558
2016,17-29 y.,female,Yes,0.66251,1329,1976,0.64165,0.68336
2016,17-29 y.,female,No,0.33749,647,1976,0.31664,0.35835
2016,30-45 y.,male,Yes,0.56925,1645,2958,0.55140,0.58710
2016,30-45 y.,male,No,0.43075,1313,2958,0.41290,0.44860
2016,30-45 y.,female,Yes,0.73421,2802,4068,0.72063,0.74778
2016,30-45 y.,female,No,0.26579,1266,4068,0.25222,0.27937
2016,46-65 y.,male,Yes,0.66708,2563,3951,0.65238,0.68177
2016,46-65 y.,male,No,0.33292,1388,3951,0.31823,0.34762
2016,46-65 y.,female,Yes,0.75090,3451,4609,0.73841,0.76339
2016,46-65 y.,female,No,0.24910,1158,4609,0.23661,0.26159
2016,66 and older,male,Yes,0.84334,1948,2304,0.82850,0.85819
2016,66 and older,male,No,0.15666,356,2304,0.14181,0.17150
2016,66 and older,female,Yes,0.85693,2053,2391,0.84289,0.87097
2016,66 and older,female,No,0.14307,338,2391,0.12903,0.15711
2017,17-29 y.,male,Yes,0.58153,1170,2097,0.56041,0.60265
2017,17-29 y.,male,No,0.41847,927,2097,0.39735,0.43959
2017,17-29 y.,female,Yes,0.70075,1539,2170,0.68148,0.72002
2017,17-29 y.,female,No,0.29925,631,2170,0.27998,0.31852
2017,30-45 y.,male,Yes,0.59204,1797,3023,0.57452,0.60957
2017,30-45 y.,male,No,0.40796,1226,3023,0.39043,0.42548
2017,30-45 y.,female,Yes,0.70525,2890,4176,0.69142,0.71908
2017,30-45 y.,female,No,0.29475,1286,4176,0.28092,0.30858
2017,46-65 y.,male,Yes,0.70884,3200,4606,0.69572,0.72196
2017,46-65 y.,male,No,0.29116,1406,4606,0.27804,0.30428
2017,46-65 y.,female,Yes,0.77627,4092,5330,0.76509,0.78746
2017,46-65 y.,female,No,0.22373,1238,5330,0.21254,0.23491
2017,66 and older,male,Yes,0.85335,2092,2446,0.83933,0.86738
2017,66 and older,male,No,0.14665,354,2446,0.13262,0.16067
2017,66 and older,female,Yes,0.86395,2143,2496,0.85049,0.87740
2017,66 and older,female,No,0.13605,353,2496,0.12260,0.14951
2018,17-29 y.,male,Yes,0.56212,1134,2076,0.54077,0.58347
2018,17-29 y.,male,No,0.43788,942,2076,0.41653,0.45923
2018,17-29 y.,female,Yes,0.71891,1522,2146,0.69988,0.73793
2018,17-29 y.,female,No,0.28109,624,2146,0.26207,0.30012
2018,30-45 y.,male,Yes,0.56528,1615,2783,0.54686,0.58370
2018,30-45 y.,male,No,0.43472,1168,2783,0.41630,0.45314
2018,30-45 y.,female,Yes,0.71804,2742,3916,0.70394,0.73213
2018,30-45 y.,female,No,0.28196,1174,3916,0.26787,0.29606
2018,46-65 y.,male,Yes,0.70400,3085,4445,0.69058,0.71742
2018,46-65 y.,male,No,0.29600,1360,4445,0.28258,0.30942
2018,46-65 y.,female,Yes,0.75290,3920,5166,0.74113,0.76466
2018,46-65 y.,female,No,0.24710,1246,5166,0.23534,0.25887
2018,66 and older,male,Yes,0.84257,2077,2437,0.82810,0.85703
2018,66 and older,male,No,0.15743,360,2437,0.14297,0.17190
2018,66 and older,female,Yes,0.86152,2196,2535,0.84808,0.87497
2018,66 and older,female,No,0.13848,339,2535,0.12503,0.15192
2019,17-29 y.,male,Yes,0.55991,1028,1856,0.53732,0.58250
2019,17-29 y.,male,No,0.44009,828,1856,0.41750,0.46268
2019,17-29 y.,female,Yes,0.72095,1404,1967,0.70112,0.74078
2019,17-29 y.,female,No,0.27905,563,1967,0.25922,0.29888
2019,30-45 y.,male,Yes,0.58524,1553,2694,0.56663,0.60384
2019,30-45 y.,male,No,0.41476,1141,2694,0.39616,0.43337
2019,30-45 y.,female,Yes,0.71123,2461,3577,0.69638,0.72609
2019,30-45 y.,female,No,0.28877,1116,3577,0.27391,0.30362
2019,46-65 y.,male,Yes,0.71872,3534,5077,0.70636,0.73109
2019,46-65 y.,male,No,0.28128,1543,5077,0.26891,0.29364
2019,46-65 y.,female,Yes,0.77425,4072,5317,0.76301,0.78549
2019,46-65 y.,female,No,0.22575,1245,5317,0.21451,0.23699
2019,66 and older,male,Yes,0.84648,2227,2615,0.83266,0.86030
2019,66 and older,male,No,0.15352,388,2615,0.13970,0.16734
2019,66 and older,female,Yes,0.87166,2180,2546,0.85867,0.88466
2019,66 and older,female,No,0.12834,366,2546,0.11534,0.14133
2020,17-29 y.,male,Yes,0.49525,1196,2542,0.47581,0.51470
2020,17-29 y.,male,No,0.50475,1346,2542,0.48530,0.52419
2020,17-29 y.,female,Yes,0.64513,1552,2501,0.62638,0.66389
2020,17-29 y.,female,No,0.35487,949,2501,0.33611,0.37362
2020,30-45 y.,male,Yes,0.51086,1890,3877,0.49512,0.52660
2020,30-45 y.,male,No,0.48914,1987,3877,0.47340,0.50488
2020,30-45 y.,female,Yes,0.67664,2634,4138,0.66239,0.69090
2020,30-45 y.,female,No,0.32336,1504,4138,0.30910,0.33761
2020,46-65 y.,male,Yes,0.65485,3221,5054,0.64174,0.66796
2020,46-65 y.,male,No,0.34515,1833,5054,0.33204,0.35826
2020,46-65 y.,female,Yes,0.72697,3811,5292,0.71497,0.73898
2020,46-65 y.,female,No,0.27303,1481,5292,0.26102,0.28503
2020,66 and older,male,Yes,0.81012,2005,2434,0.79453,0.82570
2020,66 and older,male,No,0.18988,429,2434,0.17430,0.20547
2020,66 and older,female,Yes,0.83526,2042,2450,0.82057,0.84995
2020,66 and older,female,No,0.16474,408,2450,0.15005,0.17943
2021,17-29 y.,male,Yes,0.59450,775,1309,0.56789,0.62111
2021,17-29 y.,male,No,0.40550,534,1309,0.37889,0.43211
2021,17-29 y.,female,Yes,0.66826,927,1370,0.64331,0.69320
2021,17-29 y.,female,No,0.33174,443,1370,0.30680,0.35669
2021,30-45 y.,male,Yes,0.56283,1062,1825,0.54006,0.58559
2021,30-45 y.,male,No,0.43717,763,1825,0.41441,0.45994
2021,30-45 y.,female,Yes,0.70757,1598,2301,0.68898,0.72616
2021,30-45 y.,female,No,0.29243,703,2301,0.27384,0.31102
2021,46-65 y.,male,Yes,0.72381,2240,3156,0.70821,0.73942
2021,46-65 y.,male,No,0.27619,916,3156,0.26058,0.29179
2021,46-65 y.,female,Yes,0.74810,2737,3627,0.73397,0.76223
2021,46-65 y.,female,No,0.25190,890,3627,0.23777,0.26603
2021,66 and older,male,Yes,0.84253,1506,1777,0.82558,0.85947
2021,66 and older,male,No,0.15747,271,1777,0.14053,0.17442
2021,66 and older,female,Yes,0.84294,1500,1773,0.82600,0.85988
2021,66 and older,female,No,0.15706,273,1773,0.14012,0.17400
2022,17-29 y.,male,Yes,0.52728,1457,2651,0.50827,0.54628
2022,17-29 y.,male,No,0.47272,1194,2651,0.45372,0.49173
2022,17-29 y.,female,Yes,0.66824,1836,2690,0.65044,0.68604
2022,17-29 y.,female,No,0.33176,854,2690,0.31396,0.34956
2022,30-45 y.,male,Yes,0.53487,2331,4216,0.51981,0.54993
2022,30-45 y.,male,No,0.46513,1885,4216,0.45007,0.48019
2022,30-45 y.,female,Yes,0.69046,2943,4258,0.67657,0.70435
2022,30-45 y.,female,No,0.30954,1315,4258,0.29565,0.32343
2022,46-65 y.,male,Yes,0.67474,2673,3943,0.66012,0.68937
2022,46-65 y.,male,No,0.32526,1270,3943,0.31063,0.33988
2022,46-65 y.,female,Yes,0.72751,3122,4220,0.71408,0.74095
2022,46-65 y.,female,No,0.27249,1098,4220,0.25905,0.28592
2022,66 and older,male,Yes,0.82321,1422,1726,0.80521,0.84122
2022,66 and older,male,No,0.17679,304,1726,0.15878,0.19479
2022,66 and older,female,Yes,0.82397,1481,1797,0.80636,0.84158
2022,66 and older,female,No,0.17603,316,1797,0.15842,0.19364
