year,migback,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,No migration background,1st Quintile,No,0.22574,515,1680,0.20575,0.24574
2000,No migration background,2nd Quintile,Yes,0.58241,1432,2057,0.56109,0.60373
2000,No migration background,2nd Quintile,No,0.21439,625,2057,0.19665,0.23213
2000,No migration background,3rd Quintile,Yes,0.58065,1583,2274,0.56036,0.60094
2000,No migration background,3rd Quintile,No,0.24556,691,2274,0.22787,0.26326
2000,No migration background,4th Quintile,Yes,0.60863,1583,2279,0.58858,0.62867
2000,No migration background,4th Quintile,No,0.25253,696,2279,0.23469,0.27037
2000,No migration background,5th Quintile,Yes,0.62000,1562,2263,0.59999,0.64000
2000,No migration background,5th Quintile,No,0.27136,701,2263,0.25304,0.28969
2000,Direct migration background,1st Quintile,Yes,0.59787,459,720,0.56203,0.63371
2000,Direct migration background,1st Quintile,No,0.32910,261,720,0.29475,0.36345
2000,Direct migration background,2nd Quintile,Yes,0.65238,362,521,0.61145,0.69331
2000,Direct migration background,2nd Quintile,No,0.30110,159,521,0.26167,0.34053
2000,Direct migration background,3rd Quintile,Yes,0.67393,233,336,0.62373,0.72413
2000,Direct migration background,3rd Quintile,No,0.29008,103,336,0.24148,0.33867
2000,Direct migration background,4th Quintile,Yes,0.70780,219,305,0.65668,0.75892
2000,Direct migration background,4th Quintile,No,0.27935,86,305,0.22892,0.32979
2000,Direct migration background,5th Quintile,Yes,0.61314,134,203,0.54597,0.68030
2000,Direct migration background,5th Quintile,No,0.33650,69,203,0.27134,0.40166
2000,Indirect migration background,1st Quintile,Yes,0.16931,97,172,0.11310,0.22552
2000,Indirect migration background,1st Quintile,No,0.14464,75,172,0.09192,0.19736
2000,Indirect migration background,2nd Quintile,Yes,0.22367,93,150,0.15676,0.29057
2000,Indirect migration background,2nd Quintile,No,0.13772,57,150,0.08239,0.19306
2000,Indirect migration background,3rd Quintile,Yes,0.34349,71,113,0.25555,0.43144
2000,Indirect migration background,3rd Quintile,No,0.15336,42,113,0.08662,0.22009
2000,Indirect migration background,4th Quintile,Yes,0.29434,59,97,0.20318,0.38551
2000,Indirect migration background,4th Quintile,No,0.13543,38,97,0.06698,0.20388
2000,Indirect migration background,5th Quintile,Yes,0.35254,41,41,0.20448,0.50060
2001,No migration background,1st Quintile,Yes,0.57243,1907,2716,0.55382,0.59104
2001,No migration background,1st Quintile,No,0.23100,809,2716,0.21515,0.24686
2001,No migration background,2nd Quintile,Yes,0.57120,2389,3414,0.55460,0.58780
2001,No migration background,2nd Quintile,No,0.23337,1025,3414,0.21918,0.24756
2001,No migration background,3rd Quintile,Yes,0.58717,2675,3835,0.57159,0.60276
2001,No migration background,3rd Quintile,No,0.24699,1160,3835,0.23334,0.26064
2001,No migration background,4th Quintile,Yes,0.59192,2822,4076,0.57683,0.60701
2001,No migration background,4th Quintile,No,0.26525,1254,4076,0.25169,0.27880
2001,No migration background,5th Quintile,Yes,0.63442,2874,4127,0.61972,0.64911
2001,No migration background,5th Quintile,No,0.26546,1253,4127,0.25198,0.27893
2001,Direct migration background,1st Quintile,Yes,0.60208,633,962,0.57113,0.63303
2001,Direct migration background,1st Quintile,No,0.29023,329,962,0.26153,0.31892
2001,Direct migration background,2nd Quintile,Yes,0.59335,468,725,0.55757,0.62913
2001,Direct migration background,2nd Quintile,No,0.34402,257,725,0.30941,0.37862
2001,Direct migration background,3rd Quintile,Yes,0.64371,387,545,0.60346,0.68395
2001,Direct migration background,3rd Quintile,No,0.31212,158,545,0.27318,0.35106
2001,Direct migration background,4th Quintile,Yes,0.67806,273,384,0.63127,0.72486
2001,Direct migration background,4th Quintile,No,0.28427,111,384,0.23909,0.32944
2001,Direct migration background,5th Quintile,Yes,0.60613,175,289,0.54969,0.66256
2001,Direct migration background,5th Quintile,No,0.34857,114,289,0.29353,0.40360
2001,Indirect migration background,1st Quintile,Yes,0.16337,107,187,0.11024,0.21650
2001,Indirect migration background,1st Quintile,No,0.10103,80,187,0.05772,0.14434
2001,Indirect migration background,2nd Quintile,Yes,0.16879,98,195,0.11608,0.22149
2001,Indirect migration background,2nd Quintile,No,0.18107,97,195,0.12688,0.23526
2001,Indirect migration background,3rd Quintile,Yes,0.31723,91,142,0.24041,0.39405
2001,Indirect migration background,3rd Quintile,No,0.11788,51,142,0.06466,0.17111
2001,Indirect migration background,4th Quintile,Yes,0.28414,83,135,0.20778,0.36051
2001,Indirect migration background,4th Quintile,No,0.22221,52,135,0.15182,0.29260
2001,Indirect migration background,5th Quintile,Yes,0.34694,55,102,0.25411,0.43977
2001,Indirect migration background,5th Quintile,No,0.27511,47,102,0.18802,0.36220
2002,No migration background,1st Quintile,Yes,0.55245,1642,2421,0.53263,0.57226
2002,No migration background,1st Quintile,No,0.24900,779,2421,0.23177,0.26623
2002,No migration background,2nd Quintile,Yes,0.58773,2159,3054,0.57026,0.60519
2002,No migration background,2nd Quintile,No,0.23754,895,3054,0.22244,0.25263
2002,No migration background,3rd Quintile,Yes,0.55464,2366,3466,0.53809,0.57118
2002,No migration background,3rd Quintile,No,0.26393,1100,3466,0.24926,0.27861
2002,No migration background,4th Quintile,Yes,0.60250,2667,3848,0.58704,0.61797
2002,No migration background,4th Quintile,No,0.25941,1181,3848,0.24556,0.27326
2002,No migration background,5th Quintile,Yes,0.62527,3062,4532,0.61118,0.63937
2002,No migration background,5th Quintile,No,0.28956,1470,4532,0.27636,0.30277
2002,Direct migration background,1st Quintile,Yes,0.60073,562,848,0.56775,0.63371
2002,Direct migration background,1st Quintile,No,0.30971,286,848,0.27858,0.34085
2002,Direct migration background,2nd Quintile,Yes,0.57038,434,700,0.53368,0.60708
2002,Direct migration background,2nd Quintile,No,0.37253,266,700,0.33669,0.40838
2002,Direct migration background,3rd Quintile,Yes,0.61038,272,432,0.56434,0.65642
2002,Direct migration background,3rd Quintile,No,0.35006,160,432,0.30503,0.39510
2002,Direct migration background,4th Quintile,Yes,0.63810,246,375,0.58940,0.68681
2002,Direct migration background,4th Quintile,No,0.34002,129,375,0.29201,0.38803
2002,Direct migration background,5th Quintile,Yes,0.60816,214,333,0.55565,0.66068
2002,Direct migration background,5th Quintile,No,0.37984,119,333,0.32763,0.43205
2002,Indirect migration background,1st Quintile,Yes,0.15614,93,183,0.10340,0.20888
2002,Indirect migration background,1st Quintile,No,0.13655,90,183,0.08666,0.18643
2002,Indirect migration background,2nd Quintile,Yes,0.16594,84,159,0.10793,0.22395
2002,Indirect migration background,2nd Quintile,No,0.15042,75,159,0.09468,0.20616
2002,Indirect migration background,3rd Quintile,Yes,0.22696,73,130,0.15468,0.29924
2002,Indirect migration background,3rd Quintile,No,0.18416,57,130,0.11727,0.25105
2002,Indirect migration background,4th Quintile,Yes,0.34273,88,134,0.26206,0.42339
2002,Indirect migration background,4th Quintile,No,0.17983,46,134,0.11456,0.24510
2002,Indirect migration background,5th Quintile,Yes,0.36569,69,120,0.27916,0.45223
2002,Indirect migration background,5th Quintile,No,0.29708,51,120,0.21497,0.37918
2003,No migration background,1st Quintile,Yes,0.58393,1703,2423,0.56430,0.60356
2003,No migration background,1st Quintile,No,0.22890,720,2423,0.21217,0.24564
2003,No migration background,2nd Quintile,Yes,0.58621,2202,3085,0.56883,0.60360
2003,No migration background,2nd Quintile,No,0.22428,883,3085,0.20956,0.23900
2003,No migration background,3rd Quintile,Yes,0.57782,2387,3439,0.56131,0.59433
2003,No migration background,3rd Quintile,No,0.25133,1052,3439,0.23683,0.26583
2003,No migration background,4th Quintile,Yes,0.60731,2745,3905,0.59199,0.62263
2003,No migration background,4th Quintile,No,0.25174,1160,3905,0.23812,0.26535
2003,No migration background,5th Quintile,Yes,0.62664,4084,5824,0.61422,0.63906
2003,No migration background,5th Quintile,No,0.27144,1740,5824,0.26002,0.28286
2003,Direct migration background,1st Quintile,Yes,0.60810,514,781,0.57384,0.64236
2003,Direct migration background,1st Quintile,No,0.29834,267,781,0.26623,0.33045
2003,Direct migration background,2nd Quintile,Yes,0.58041,388,606,0.54108,0.61973
2003,Direct migration background,2nd Quintile,No,0.36516,218,606,0.32679,0.40353
2003,Direct migration background,3rd Quintile,Yes,0.64835,300,457,0.60453,0.69218
2003,Direct migration background,3rd Quintile,No,0.30074,157,457,0.25865,0.34283
2003,Direct migration background,4th Quintile,Yes,0.66686,280,407,0.62101,0.71271
2003,Direct migration background,4th Quintile,No,0.31857,127,407,0.27324,0.36389
2003,Direct migration background,5th Quintile,Yes,0.72833,244,349,0.68159,0.77506
2003,Direct migration background,5th Quintile,No,0.24312,105,349,0.19805,0.28819
2003,Indirect migration background,1st Quintile,Yes,0.17017,104,181,0.11527,0.22507
2003,Indirect migration background,1st Quintile,No,0.13849,77,181,0.08803,0.18896
2003,Indirect migration background,2nd Quintile,Yes,0.19237,83,150,0.12908,0.25566
2003,Indirect migration background,2nd Quintile,No,0.17245,67,150,0.11179,0.23311
2003,Indirect migration background,3rd Quintile,Yes,0.25336,88,151,0.18375,0.32296
2003,Indirect migration background,3rd Quintile,No,0.14325,63,151,0.08718,0.19931
2003,Indirect migration background,4th Quintile,Yes,0.34992,88,135,0.26916,0.43067
2003,Indirect migration background,4th Quintile,No,0.14981,47,135,0.08938,0.21024
2003,Indirect migration background,5th Quintile,Yes,0.31808,78,151,0.24355,0.39261
2003,Indirect migration background,5th Quintile,No,0.29930,73,151,0.22601,0.37259
2004,No migration background,1st Quintile,Yes,0.56549,1593,2313,0.54529,0.58570
2004,No migration background,1st Quintile,No,0.24389,720,2313,0.22639,0.26139
2004,No migration background,2nd Quintile,Yes,0.58201,2087,2989,0.56432,0.59970
2004,No migration background,2nd Quintile,No,0.23628,902,2989,0.22105,0.25151
2004,No migration background,3rd Quintile,Yes,0.58069,2330,3372,0.56403,0.59735
2004,No migration background,3rd Quintile,No,0.25253,1042,3372,0.23786,0.26720
2004,No migration background,4th Quintile,Yes,0.59911,2651,3852,0.58364,0.61459
2004,No migration background,4th Quintile,No,0.26247,1201,3852,0.24857,0.27637
2004,No migration background,5th Quintile,Yes,0.61827,3837,5686,0.60564,0.63089
2004,No migration background,5th Quintile,No,0.28690,1849,5686,0.27514,0.29866
2004,Direct migration background,1st Quintile,Yes,0.61740,496,753,0.58266,0.65214
2004,Direct migration background,1st Quintile,No,0.32233,257,753,0.28893,0.35573
2004,Direct migration background,2nd Quintile,Yes,0.59785,405,621,0.55925,0.63644
2004,Direct migration background,2nd Quintile,No,0.33708,216,621,0.29987,0.37429
2004,Direct migration background,3rd Quintile,Yes,0.66036,287,453,0.61670,0.70402
2004,Direct migration background,3rd Quintile,No,0.31944,166,453,0.27645,0.36242
2004,Direct migration background,4th Quintile,Yes,0.61011,225,352,0.55908,0.66113
2004,Direct migration background,4th Quintile,No,0.37090,127,352,0.32036,0.42143
2004,Direct migration background,5th Quintile,Yes,0.64084,229,342,0.58992,0.69177
2004,Direct migration background,5th Quintile,No,0.32932,113,342,0.27943,0.37920
2004,Indirect migration background,1st Quintile,Yes,0.17549,96,184,0.12037,0.23060
2004,Indirect migration background,1st Quintile,No,0.16415,88,184,0.11048,0.21782
2004,Indirect migration background,2nd Quintile,Yes,0.23376,95,160,0.16797,0.29954
2004,Indirect migration background,2nd Quintile,No,0.14597,65,160,0.09109,0.20085
2004,Indirect migration background,3rd Quintile,Yes,0.31191,92,176,0.24327,0.38055
2004,Indirect migration background,3rd Quintile,No,0.19650,84,176,0.13763,0.25537
2004,Indirect migration background,4th Quintile,Yes,0.26441,77,130,0.18831,0.34052
2004,Indirect migration background,4th Quintile,No,0.22591,53,130,0.15375,0.29807
2004,Indirect migration background,5th Quintile,Yes,0.39333,85,146,0.31382,0.47284
2004,Indirect migration background,5th Quintile,No,0.22102,61,146,0.15348,0.28856
2005,No migration background,1st Quintile,Yes,0.55927,1523,2229,0.53865,0.57988
2005,No migration background,1st Quintile,No,0.24798,706,2229,0.23005,0.26591
2005,No migration background,2nd Quintile,Yes,0.60102,2104,2913,0.58323,0.61881
2005,No migration background,2nd Quintile,No,0.22402,809,2913,0.20888,0.23916
2005,No migration background,3rd Quintile,Yes,0.58378,2233,3156,0.56658,0.60098
2005,No migration background,3rd Quintile,No,0.24580,923,3156,0.23077,0.26082
2005,No migration background,4th Quintile,Yes,0.60900,2636,3769,0.59342,0.62458
2005,No migration background,4th Quintile,No,0.25788,1133,3769,0.24391,0.27185
2005,No migration background,5th Quintile,Yes,0.62940,3700,5350,0.61646,0.64235
2005,No migration background,5th Quintile,No,0.27377,1650,5350,0.26182,0.28572
2005,Direct migration background,1st Quintile,Yes,0.63237,480,701,0.59666,0.66809
2005,Direct migration background,1st Quintile,No,0.30976,221,701,0.27551,0.34402
2005,Direct migration background,2nd Quintile,Yes,0.61196,366,542,0.57089,0.65302
2005,Direct migration background,2nd Quintile,No,0.33610,176,542,0.29630,0.37591
2005,Direct migration background,3rd Quintile,Yes,0.65395,277,421,0.60845,0.69944
2005,Direct migration background,3rd Quintile,No,0.31859,144,421,0.27403,0.36315
2005,Direct migration background,4th Quintile,Yes,0.67336,240,361,0.62491,0.72180
2005,Direct migration background,4th Quintile,No,0.30242,121,361,0.25498,0.34987
2005,Direct migration background,5th Quintile,Yes,0.68325,233,328,0.63283,0.73367
2005,Direct migration background,5th Quintile,No,0.28249,95,328,0.23369,0.33128
2005,Indirect migration background,1st Quintile,Yes,0.24468,126,213,0.18681,0.30255
2005,Indirect migration background,1st Quintile,No,0.14007,87,213,0.09335,0.18679
2005,Indirect migration background,2nd Quintile,Yes,0.21559,84,152,0.15000,0.28119
2005,Indirect migration background,2nd Quintile,No,0.20745,68,152,0.14277,0.27212
2005,Indirect migration background,3rd Quintile,Yes,0.31331,99,161,0.24144,0.38518
2005,Indirect migration background,3rd Quintile,No,0.17503,62,161,0.11615,0.23391
2005,Indirect migration background,4th Quintile,Yes,0.34366,73,154,0.26840,0.41892
2005,Indirect migration background,4th Quintile,No,0.27104,81,154,0.20061,0.34148
2005,Indirect migration background,5th Quintile,Yes,0.39082,84,143,0.31056,0.47107
2005,Indirect migration background,5th Quintile,No,0.22373,59,143,0.15519,0.29228
2006,No migration background,1st Quintile,Yes,0.55225,1436,2122,0.53109,0.57342
2006,No migration background,1st Quintile,No,0.26207,686,2122,0.24336,0.28079
2006,No migration background,2nd Quintile,Yes,0.58100,1883,2692,0.56236,0.59964
2006,No migration background,2nd Quintile,No,0.23741,809,2692,0.22133,0.25348
2006,No migration background,3rd Quintile,Yes,0.58530,2114,3019,0.56773,0.60288
2006,No migration background,3rd Quintile,No,0.23720,905,3019,0.22202,0.25237
2006,No migration background,4th Quintile,Yes,0.59552,2412,3502,0.57926,0.61177
2006,No migration background,4th Quintile,No,0.25903,1090,3502,0.24452,0.27354
2006,No migration background,5th Quintile,Yes,0.62483,3470,5055,0.61148,0.63818
2006,No migration background,5th Quintile,No,0.28482,1585,5055,0.27237,0.29726
2006,Direct migration background,1st Quintile,Yes,0.62309,407,617,0.58482,0.66136
2006,Direct migration background,1st Quintile,No,0.34012,210,617,0.30271,0.37753
2006,Direct migration background,2nd Quintile,Yes,0.60837,319,494,0.56528,0.65145
2006,Direct migration background,2nd Quintile,No,0.35131,175,494,0.30917,0.39345
2006,Direct migration background,3rd Quintile,Yes,0.68353,269,397,0.63772,0.72934
2006,Direct migration background,3rd Quintile,No,0.28291,128,397,0.23855,0.32727
2006,Direct migration background,4th Quintile,Yes,0.61410,206,321,0.56076,0.66743
2006,Direct migration background,4th Quintile,No,0.36100,115,321,0.30837,0.41362
2006,Direct migration background,5th Quintile,Yes,0.59303,211,324,0.53945,0.64661
2006,Direct migration background,5th Quintile,No,0.39538,113,324,0.34206,0.44870
2006,Indirect migration background,1st Quintile,Yes,0.24749,121,202,0.18783,0.30715
2006,Indirect migration background,1st Quintile,No,0.15268,81,202,0.10296,0.20241
2006,Indirect migration background,2nd Quintile,Yes,0.24861,82,128,0.17344,0.32378
2006,Indirect migration background,2nd Quintile,No,0.15350,46,128,0.09081,0.21619
2006,Indirect migration background,3rd Quintile,Yes,0.29428,95,158,0.22299,0.36556
2006,Indirect migration background,3rd Quintile,No,0.21738,63,158,0.15286,0.28190
2006,Indirect migration background,4th Quintile,Yes,0.35371,88,139,0.27393,0.43348
2006,Indirect migration background,4th Quintile,No,0.19519,51,139,0.12907,0.26132
2006,Indirect migration background,5th Quintile,Yes,0.38690,88,138,0.30534,0.46846
2006,Indirect migration background,5th Quintile,No,0.21453,50,138,0.14579,0.28327
2007,No migration background,1st Quintile,Yes,0.56592,1622,2371,0.54596,0.58587
2007,No migration background,1st Quintile,No,0.25119,749,2371,0.23373,0.26865
2007,No migration background,2nd Quintile,Yes,0.60187,2057,2849,0.58389,0.61984
2007,No migration background,2nd Quintile,No,0.20888,792,2849,0.19395,0.22381
2007,No migration background,3rd Quintile,Yes,0.59969,2372,3309,0.58300,0.61639
2007,No migration background,3rd Quintile,No,0.23395,937,3309,0.21952,0.24837
2007,No migration background,4th Quintile,Yes,0.60511,2745,3839,0.58964,0.62057
2007,No migration background,4th Quintile,No,0.24416,1094,3839,0.23056,0.25775
2007,No migration background,5th Quintile,Yes,0.63347,3635,5157,0.62032,0.64663
2007,No migration background,5th Quintile,No,0.26769,1522,5157,0.25560,0.27978
2007,Direct migration background,1st Quintile,Yes,0.62532,438,620,0.58719,0.66345
2007,Direct migration background,1st Quintile,No,0.31482,182,620,0.27824,0.35141
2007,Direct migration background,2nd Quintile,Yes,0.61737,344,497,0.57459,0.66014
2007,Direct migration background,2nd Quintile,No,0.32663,153,497,0.28536,0.36791
2007,Direct migration background,3rd Quintile,Yes,0.69321,265,383,0.64696,0.73945
2007,Direct migration background,3rd Quintile,No,0.28604,118,383,0.24072,0.33136
2007,Direct migration background,4th Quintile,Yes,0.64063,213,318,0.58781,0.69345
2007,Direct migration background,4th Quintile,No,0.33538,105,318,0.28341,0.38735
2007,Direct migration background,5th Quintile,Yes,0.66078,200,292,0.60638,0.71517
2007,Direct migration background,5th Quintile,No,0.33280,92,292,0.27866,0.38694
2007,Indirect migration background,1st Quintile,Yes,0.27610,122,183,0.21115,0.34106
2007,Indirect migration background,1st Quintile,No,0.14008,61,183,0.08966,0.19050
2007,Indirect migration background,2nd Quintile,Yes,0.23350,92,157,0.16711,0.29989
2007,Indirect migration background,2nd Quintile,No,0.19194,65,157,0.13013,0.25374
2007,Indirect migration background,3rd Quintile,Yes,0.29569,96,165,0.22584,0.36553
2007,Indirect migration background,3rd Quintile,No,0.22351,69,165,0.15975,0.28727
2007,Indirect migration background,4th Quintile,Yes,0.41129,87,140,0.32949,0.49310
2007,Indirect migration background,4th Quintile,No,0.19701,53,140,0.13089,0.26314
2007,Indirect migration background,5th Quintile,Yes,0.37562,87,132,0.29269,0.45855
2007,Indirect migration background,5th Quintile,No,0.19970,45,132,0.13124,0.26816
2008,No migration background,1st Quintile,Yes,0.57175,1530,2174,0.55095,0.59256
2008,No migration background,1st Quintile,No,0.23678,644,2174,0.21891,0.25466
2008,No migration background,2nd Quintile,Yes,0.60850,2061,2807,0.59044,0.62656
2008,No migration background,2nd Quintile,No,0.21703,746,2807,0.20177,0.23228
2008,No migration background,3rd Quintile,Yes,0.61148,2361,3266,0.59476,0.62820
2008,No migration background,3rd Quintile,No,0.22753,905,3266,0.21315,0.24191
2008,No migration background,4th Quintile,Yes,0.60436,2455,3455,0.58806,0.62067
2008,No migration background,4th Quintile,No,0.25018,1000,3455,0.23574,0.26463
2008,No migration background,5th Quintile,Yes,0.61975,3420,4867,0.60611,0.63339
2008,No migration background,5th Quintile,No,0.27967,1447,4867,0.26706,0.29228
2008,Direct migration background,1st Quintile,Yes,0.67446,409,596,0.63681,0.71211
2008,Direct migration background,1st Quintile,No,0.30044,187,596,0.26360,0.33728
2008,Direct migration background,2nd Quintile,Yes,0.63685,277,408,0.59013,0.68357
2008,Direct migration background,2nd Quintile,No,0.30006,131,408,0.25554,0.34459
2008,Direct migration background,3rd Quintile,Yes,0.64699,248,367,0.59803,0.69595
2008,Direct migration background,3rd Quintile,No,0.33738,119,367,0.28894,0.38583
2008,Direct migration background,4th Quintile,Yes,0.69131,190,284,0.63749,0.74513
2008,Direct migration background,4th Quintile,No,0.30180,94,284,0.24831,0.35528
2008,Direct migration background,5th Quintile,Yes,0.71760,174,243,0.66088,0.77432
2008,Direct migration background,5th Quintile,No,0.26212,69,243,0.20671,0.31753
2008,Indirect migration background,1st Quintile,Yes,0.19731,95,186,0.13996,0.25465
2008,Indirect migration background,1st Quintile,No,0.21302,91,186,0.15402,0.27202
2008,Indirect migration background,2nd Quintile,Yes,0.28648,92,144,0.21238,0.36058
2008,Indirect migration background,2nd Quintile,No,0.18494,52,144,0.12130,0.24858
2008,Indirect migration background,3rd Quintile,Yes,0.34956,104,165,0.27658,0.42254
2008,Indirect migration background,3rd Quintile,No,0.19069,61,165,0.13057,0.25082
2008,Indirect migration background,4th Quintile,Yes,0.36695,84,126,0.28246,0.45144
2008,Indirect migration background,4th Quintile,No,0.20051,42,126,0.13032,0.27070
2008,Indirect migration background,5th Quintile,Yes,0.42143,86,137,0.33843,0.50442
2008,Indirect migration background,5th Quintile,No,0.20852,51,137,0.14024,0.27680
2009,No migration background,1st Quintile,Yes,0.58432,1541,2159,0.56353,0.60511
2009,No migration background,1st Quintile,No,0.24273,618,2159,0.22464,0.26082
2009,No migration background,2nd Quintile,Yes,0.61817,1978,2627,0.59959,0.63675
2009,No migration background,2nd Quintile,No,0.20478,649,2627,0.18934,0.22021
2009,No migration background,3rd Quintile,Yes,0.61827,2217,2987,0.60085,0.63570
2009,No migration background,3rd Quintile,No,0.22035,770,2987,0.20548,0.23522
2009,No migration background,4th Quintile,Yes,0.62276,2460,3365,0.60638,0.63914
2009,No migration background,4th Quintile,No,0.23789,905,3365,0.22350,0.25228
2009,No migration background,5th Quintile,Yes,0.64509,3229,4435,0.63100,0.65917
2009,No migration background,5th Quintile,No,0.25158,1206,4435,0.23881,0.26436
2009,Direct migration background,1st Quintile,Yes,0.65434,363,512,0.61311,0.69558
2009,Direct migration background,1st Quintile,No,0.28805,149,512,0.24878,0.32731
2009,Direct migration background,2nd Quintile,Yes,0.65042,264,378,0.60228,0.69855
2009,Direct migration background,2nd Quintile,No,0.33213,114,378,0.28459,0.37967
2009,Direct migration background,3rd Quintile,Yes,0.63926,199,284,0.58331,0.69521
2009,Direct migration background,3rd Quintile,No,0.35127,85,284,0.29565,0.40688
2009,Direct migration background,4th Quintile,Yes,0.74784,181,262,0.69516,0.80052
2009,Direct migration background,4th Quintile,No,0.24457,81,262,0.19242,0.29672
2009,Direct migration background,5th Quintile,Yes,0.68754,152,214,0.62530,0.74979
2009,Direct migration background,5th Quintile,No,0.29364,62,214,0.23248,0.35480
2009,Indirect migration background,1st Quintile,Yes,0.24227,95,177,0.17897,0.30557
2009,Indirect migration background,1st Quintile,No,0.22279,82,177,0.16131,0.28426
2009,Indirect migration background,2nd Quintile,Yes,0.27854,80,148,0.20607,0.35101
2009,Indirect migration background,2nd Quintile,No,0.21244,68,148,0.14631,0.27856
2009,Indirect migration background,3rd Quintile,Yes,0.35137,74,124,0.26700,0.43574
2009,Indirect migration background,3rd Quintile,No,0.26976,50,124,0.19132,0.34820
2009,Indirect migration background,4th Quintile,Yes,0.32686,88,131,0.24623,0.40749
2009,Indirect migration background,4th Quintile,No,0.26036,43,131,0.18492,0.33580
2009,Indirect migration background,5th Quintile,Yes,0.44697,88,128,0.36050,0.53344
2009,Indirect migration background,5th Quintile,No,0.22806,40,128,0.15509,0.30104
2010,No migration background,1st Quintile,Yes,0.65492,1349,1933,0.63372,0.67612
2010,No migration background,1st Quintile,No,0.26665,584,1933,0.24693,0.28637
2010,No migration background,2nd Quintile,Yes,0.69260,1881,2521,0.67459,0.71062
2010,No migration background,2nd Quintile,No,0.21520,640,2521,0.19916,0.23125
2010,No migration background,3rd Quintile,Yes,0.66420,2074,2776,0.64663,0.68177
2010,No migration background,3rd Quintile,No,0.21816,702,2776,0.20279,0.23352
2010,No migration background,4th Quintile,Yes,0.63787,2223,3134,0.62104,0.65470
2010,No migration background,4th Quintile,No,0.25350,911,3134,0.23827,0.26874
2010,No migration background,5th Quintile,Yes,0.65547,2892,4025,0.64079,0.67015
2010,No migration background,5th Quintile,No,0.26929,1133,4025,0.25559,0.28300
2010,Direct migration background,1st Quintile,Yes,0.73955,329,454,0.69913,0.77997
2010,Direct migration background,1st Quintile,No,0.24903,125,454,0.20921,0.28886
2010,Direct migration background,2nd Quintile,Yes,0.63752,217,334,0.58589,0.68915
2010,Direct migration background,2nd Quintile,No,0.34232,117,334,0.29136,0.39328
2010,Direct migration background,3rd Quintile,Yes,0.62630,176,259,0.56727,0.68533
2010,Direct migration background,3rd Quintile,No,0.35430,83,259,0.29594,0.41266
2010,Direct migration background,4th Quintile,Yes,0.62695,140,219,0.56275,0.69115
2010,Direct migration background,4th Quintile,No,0.37242,79,219,0.30824,0.43660
2010,Direct migration background,5th Quintile,Yes,0.60656,125,194,0.53763,0.67548
2010,Direct migration background,5th Quintile,No,0.37509,69,194,0.30679,0.44340
2010,Indirect migration background,1st Quintile,Yes,0.30385,95,166,0.23367,0.37403
2010,Indirect migration background,1st Quintile,No,0.28556,71,166,0.21664,0.35448
2010,Indirect migration background,2nd Quintile,Yes,0.31262,72,129,0.23232,0.39293
2010,Indirect migration background,2nd Quintile,No,0.24842,57,129,0.17356,0.32327
2010,Indirect migration background,3rd Quintile,Yes,0.37601,83,138,0.29490,0.45712
2010,Indirect migration background,3rd Quintile,No,0.24358,55,138,0.17171,0.31546
2010,Indirect migration background,4th Quintile,Yes,0.26236,60,97,0.17436,0.35036
2010,Indirect migration background,4th Quintile,No,0.29217,37,97,0.20120,0.38314
2010,Indirect migration background,5th Quintile,Yes,0.43786,74,120,0.34872,0.52700
2010,Indirect migration background,5th Quintile,No,0.21148,46,120,0.13811,0.28485
2011,No migration background,1st Quintile,Yes,0.63124,2331,3305,0.61478,0.64769
2011,No migration background,1st Quintile,No,0.20561,974,3305,0.19183,0.21939
2011,No migration background,2nd Quintile,Yes,0.63738,2513,3482,0.62141,0.65335
2011,No migration background,2nd Quintile,No,0.20759,969,3482,0.19412,0.22106
2011,No migration background,3rd Quintile,Yes,0.63675,2548,3576,0.62099,0.65252
2011,No migration background,3rd Quintile,No,0.22178,1028,3576,0.20816,0.23540
2011,No migration background,4th Quintile,Yes,0.60583,2570,3680,0.59004,0.62163
2011,No migration background,4th Quintile,No,0.24581,1110,3680,0.23190,0.25973
2011,No migration background,5th Quintile,Yes,0.64979,3084,4280,0.63550,0.66408
2011,No migration background,5th Quintile,No,0.24810,1196,4280,0.23516,0.26104
2011,Direct migration background,1st Quintile,Yes,0.69713,660,982,0.66837,0.72588
2011,Direct migration background,1st Quintile,No,0.26605,322,982,0.23839,0.29370
2011,Direct migration background,2nd Quintile,Yes,0.67098,409,612,0.63373,0.70824
2011,Direct migration background,2nd Quintile,No,0.28369,203,612,0.24795,0.31943
2011,Direct migration background,3rd Quintile,Yes,0.60366,239,372,0.55389,0.65344
2011,Direct migration background,3rd Quintile,No,0.38477,133,372,0.33526,0.43428
2011,Direct migration background,4th Quintile,Yes,0.67232,202,285,0.61773,0.72691
2011,Direct migration background,4th Quintile,No,0.29648,83,285,0.24336,0.34960
2011,Direct migration background,5th Quintile,Yes,0.67796,175,258,0.62084,0.73509
2011,Direct migration background,5th Quintile,No,0.30598,83,258,0.24964,0.36232
2011,Indirect migration background,1st Quintile,Yes,0.20831,167,291,0.16157,0.25505
2011,Indirect migration background,1st Quintile,No,0.15849,124,291,0.11646,0.20052
2011,Indirect migration background,2nd Quintile,Yes,0.26053,128,214,0.20158,0.31947
2011,Indirect migration background,2nd Quintile,No,0.15231,86,214,0.10406,0.20057
