year,quintil_oecd,sex,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,3rd Quintile,female,No,0.23528,468,1958,0.21648,0.25407
2005,4th Quintile,male,Yes,0.62354,1313,2134,0.60297,0.64410
2005,4th Quintile,male,No,0.37646,821,2134,0.35590,0.39703
2005,4th Quintile,female,Yes,0.77317,1636,2150,0.75546,0.79087
2005,4th Quintile,female,No,0.22683,514,2150,0.20913,0.24454
2005,5th Quintile,male,Yes,0.63812,1862,2956,0.62079,0.65545
2005,5th Quintile,male,No,0.36188,1094,2956,0.34455,0.37921
2005,5th Quintile,female,Yes,0.76086,2155,2865,0.74523,0.77648
2005,5th Quintile,female,No,0.23914,710,2865,0.22352,0.25477
2006,1st Quintile,male,Yes,0.58590,725,1229,0.55835,0.61345
2006,1st Quintile,male,No,0.41410,504,1229,0.38655,0.44165
2006,1st Quintile,female,Yes,0.72745,1239,1712,0.70635,0.74854
2006,1st Quintile,female,No,0.27255,473,1712,0.25146,0.29365
2006,2nd Quintile,male,Yes,0.63042,939,1494,0.60594,0.65491
2006,2nd Quintile,male,No,0.36958,555,1494,0.34509,0.39406
2006,2nd Quintile,female,Yes,0.74705,1345,1820,0.72707,0.76702
2006,2nd Quintile,female,No,0.25295,475,1820,0.23298,0.27293
2006,3rd Quintile,male,Yes,0.63223,1063,1711,0.60938,0.65509
2006,3rd Quintile,male,No,0.36777,648,1711,0.34491,0.39062
2006,3rd Quintile,female,Yes,0.77596,1415,1863,0.75702,0.79490
2006,3rd Quintile,female,No,0.22404,448,1863,0.20510,0.24298
2006,4th Quintile,male,Yes,0.61287,1207,1951,0.59125,0.63449
2006,4th Quintile,male,No,0.38713,744,1951,0.36551,0.40875
2006,4th Quintile,female,Yes,0.76776,1499,2011,0.74930,0.78622
2006,4th Quintile,female,No,0.23224,512,2011,0.21378,0.25070
2006,5th Quintile,male,Yes,0.63161,1785,2811,0.61377,0.64944
2006,5th Quintile,male,No,0.36839,1026,2811,0.35056,0.38623
2006,5th Quintile,female,Yes,0.73393,1984,2706,0.71728,0.75059
2006,5th Quintile,female,No,0.26607,722,2706,0.24941,0.28272
2007,1st Quintile,male,Yes,0.60816,823,1331,0.58193,0.63440
2007,1st Quintile,male,No,0.39184,508,1331,0.36560,0.41807
2007,1st Quintile,female,Yes,0.74340,1359,1843,0.72346,0.76335
2007,1st Quintile,female,No,0.25660,484,1843,0.23665,0.27654
2007,2nd Quintile,male,Yes,0.65152,1042,1599,0.62816,0.67488
2007,2nd Quintile,male,No,0.34848,557,1599,0.32512,0.37184
2007,2nd Quintile,female,Yes,0.77065,1451,1904,0.75176,0.78954
2007,2nd Quintile,female,No,0.22935,453,1904,0.21046,0.24824
2007,3rd Quintile,male,Yes,0.64786,1192,1838,0.62602,0.66970
2007,3rd Quintile,male,No,0.35214,646,1838,0.33030,0.37398
2007,3rd Quintile,female,Yes,0.77207,1541,2019,0.75377,0.79037
2007,3rd Quintile,female,No,0.22793,478,2019,0.20963,0.24623
2007,4th Quintile,male,Yes,0.64643,1378,2140,0.62617,0.66669
2007,4th Quintile,male,No,0.35357,762,2140,0.33331,0.37383
2007,4th Quintile,female,Yes,0.77103,1667,2157,0.75330,0.78877
2007,4th Quintile,female,No,0.22897,490,2157,0.21123,0.24670
2007,5th Quintile,male,Yes,0.62909,1804,2815,0.61124,0.64694
2007,5th Quintile,male,No,0.37091,1011,2815,0.35306,0.38876
2007,5th Quintile,female,Yes,0.77919,2118,2766,0.76373,0.79465
2007,5th Quintile,female,No,0.22081,648,2766,0.20535,0.23627
2008,1st Quintile,male,Yes,0.62774,778,1230,0.60071,0.65477
2008,1st Quintile,male,No,0.37226,452,1230,0.34523,0.39929
2008,1st Quintile,female,Yes,0.73382,1256,1726,0.71296,0.75467
2008,1st Quintile,female,No,0.26618,470,1726,0.24533,0.28704
2008,2nd Quintile,male,Yes,0.66397,1036,1525,0.64025,0.68768
2008,2nd Quintile,male,No,0.33603,489,1525,0.31232,0.35975
2008,2nd Quintile,female,Yes,0.76930,1394,1834,0.75001,0.78859
2008,2nd Quintile,female,No,0.23070,440,1834,0.21141,0.24999
2008,3rd Quintile,male,Yes,0.65253,1188,1833,0.63073,0.67434
2008,3rd Quintile,male,No,0.34747,645,1833,0.32566,0.36927
2008,3rd Quintile,female,Yes,0.77942,1525,1965,0.76109,0.79776
2008,3rd Quintile,female,No,0.22058,440,1965,0.20224,0.23891
2008,4th Quintile,male,Yes,0.62919,1215,1927,0.60762,0.65076
2008,4th Quintile,male,No,0.37081,712,1927,0.34924,0.39238
2008,4th Quintile,female,Yes,0.78297,1514,1938,0.76461,0.80133
2008,4th Quintile,female,No,0.21703,424,1938,0.19867,0.23539
2008,5th Quintile,male,Yes,0.62661,1712,2648,0.60818,0.64504
2008,5th Quintile,male,No,0.37339,936,2648,0.35496,0.39182
2008,5th Quintile,female,Yes,0.76479,1968,2599,0.74849,0.78110
2008,5th Quintile,female,No,0.23521,631,2599,0.21890,0.25151
2009,1st Quintile,male,Yes,0.61516,758,1192,0.58752,0.64279
2009,1st Quintile,male,No,0.38484,434,1192,0.35721,0.41248
2009,1st Quintile,female,Yes,0.74599,1241,1656,0.72502,0.76696
2009,1st Quintile,female,No,0.25401,415,1656,0.23304,0.27498
2009,2nd Quintile,male,Yes,0.64341,937,1407,0.61837,0.66845
2009,2nd Quintile,male,No,0.35659,470,1407,0.33155,0.38163
2009,2nd Quintile,female,Yes,0.79097,1385,1746,0.77189,0.81005
2009,2nd Quintile,female,No,0.20903,361,1746,0.18995,0.22811
2009,3rd Quintile,male,Yes,0.66723,1140,1655,0.64452,0.68994
2009,3rd Quintile,male,No,0.33277,515,1655,0.31006,0.35548
2009,3rd Quintile,female,Yes,0.77354,1350,1740,0.75386,0.79321
2009,3rd Quintile,female,No,0.22646,390,1740,0.20679,0.24614
2009,4th Quintile,male,Yes,0.65382,1229,1858,0.63218,0.67545
2009,4th Quintile,male,No,0.34618,629,1858,0.32455,0.36782
2009,4th Quintile,female,Yes,0.78721,1500,1900,0.76880,0.80562
2009,4th Quintile,female,No,0.21279,400,1900,0.19438,0.23120
2009,5th Quintile,male,Yes,0.66138,1656,2441,0.64260,0.68016
2009,5th Quintile,male,No,0.33862,785,2441,0.31984,0.35740
2009,5th Quintile,female,Yes,0.78137,1813,2336,0.76461,0.79814
2009,5th Quintile,female,No,0.21863,523,2336,0.20186,0.23539
2010,1st Quintile,male,Yes,0.65129,670,1060,0.62259,0.67999
2010,1st Quintile,male,No,0.34871,390,1060,0.32001,0.37741
2010,1st Quintile,female,Yes,0.75550,1103,1493,0.73369,0.77731
2010,1st Quintile,female,No,0.24450,390,1493,0.22269,0.26631
2010,2nd Quintile,male,Yes,0.66859,909,1343,0.64340,0.69377
2010,2nd Quintile,male,No,0.33141,434,1343,0.30623,0.35660
2010,2nd Quintile,female,Yes,0.79555,1261,1641,0.77603,0.81507
2010,2nd Quintile,female,No,0.20445,380,1641,0.18493,0.22397
2010,3rd Quintile,male,Yes,0.69982,1055,1528,0.67683,0.72281
2010,3rd Quintile,male,No,0.30018,473,1528,0.27719,0.32317
2010,3rd Quintile,female,Yes,0.76217,1278,1645,0.74159,0.78275
2010,3rd Quintile,female,No,0.23783,367,1645,0.21725,0.25841
2010,4th Quintile,male,Yes,0.62461,1103,1730,0.60179,0.64743
2010,4th Quintile,male,No,0.37539,627,1730,0.35257,0.39821
2010,4th Quintile,female,Yes,0.78813,1320,1720,0.76881,0.80745
2010,4th Quintile,female,No,0.21187,400,1720,0.19255,0.23119
2010,5th Quintile,male,Yes,0.65062,1455,2200,0.63070,0.67055
2010,5th Quintile,male,No,0.34938,745,2200,0.32945,0.36930
2010,5th Quintile,female,Yes,0.76180,1636,2139,0.74374,0.77985
2010,5th Quintile,female,No,0.23820,503,2139,0.22015,0.25626
2011,1st Quintile,male,Yes,0.66683,1133,1812,0.64512,0.68854
2011,1st Quintile,male,No,0.33317,679,1812,0.31146,0.35488
2011,1st Quintile,female,Yes,0.79290,2025,2766,0.77779,0.80800
2011,1st Quintile,female,No,0.20710,741,2766,0.19200,0.22221
2011,2nd Quintile,male,Yes,0.67484,1223,1879,0.65365,0.69602
2011,2nd Quintile,male,No,0.32516,656,1879,0.30398,0.34635
2011,2nd Quintile,female,Yes,0.79497,1827,2429,0.77891,0.81103
2011,2nd Quintile,female,No,0.20503,602,2429,0.18897,0.22109
2011,3rd Quintile,male,Yes,0.66298,1232,1914,0.64179,0.68416
2011,3rd Quintile,male,No,0.33702,682,1914,0.31584,0.35821
2011,3rd Quintile,female,Yes,0.76620,1654,2207,0.74854,0.78386
2011,3rd Quintile,female,No,0.23380,553,2207,0.21614,0.25146
2011,4th Quintile,male,Yes,0.66985,1329,2038,0.64943,0.69027
2011,4th Quintile,male,No,0.33015,709,2038,0.30973,0.35057
2011,4th Quintile,female,Yes,0.75362,1552,2082,0.73511,0.77214
2011,4th Quintile,female,No,0.24638,530,2082,0.22786,0.26489
2011,5th Quintile,male,Yes,0.66073,1558,2343,0.64155,0.67991
2011,5th Quintile,male,No,0.33927,785,2343,0.32009,0.35845
2011,5th Quintile,female,Yes,0.77861,1811,2366,0.76188,0.79535
2011,5th Quintile,female,No,0.22139,555,2366,0.20465,0.23812
2012,1st Quintile,male,Yes,0.65363,1269,2069,0.63312,0.67413
2012,1st Quintile,male,No,0.34637,800,2069,0.32587,0.36688
2012,1st Quintile,female,Yes,0.77015,2404,3236,0.75565,0.78465
2012,1st Quintile,female,No,0.22985,832,3236,0.21535,0.24435
2012,2nd Quintile,male,Yes,0.65967,1388,2141,0.63959,0.67974
2012,2nd Quintile,male,No,0.34033,753,2141,0.32026,0.36041
2012,2nd Quintile,female,Yes,0.78308,2128,2790,0.76778,0.79838
2012,2nd Quintile,female,No,0.21692,662,2790,0.20162,0.23222
2012,3rd Quintile,male,Yes,0.67103,1503,2253,0.65162,0.69043
2012,3rd Quintile,male,No,0.32897,750,2253,0.30957,0.34838
2012,3rd Quintile,female,Yes,0.78509,1968,2563,0.76918,0.80100
2012,3rd Quintile,female,No,0.21491,595,2563,0.19900,0.23082
2012,4th Quintile,male,Yes,0.65821,1504,2305,0.63884,0.67758
2012,4th Quintile,male,No,0.34179,801,2305,0.32242,0.36116
2012,4th Quintile,female,Yes,0.76885,1865,2484,0.75227,0.78544
2012,4th Quintile,female,No,0.23115,619,2484,0.21456,0.24773
2012,5th Quintile,male,Yes,0.64465,1722,2611,0.62629,0.66301
2012,5th Quintile,male,No,0.35535,889,2611,0.33699,0.37371
2012,5th Quintile,female,Yes,0.76363,1994,2635,0.74740,0.77985
2012,5th Quintile,female,No,0.23637,641,2635,0.22015,0.25260
2013,1st Quintile,male,Yes,0.68495,1325,1997,0.66457,0.70533
2013,1st Quintile,male,No,0.31505,672,1997,0.29467,0.33543
2013,1st Quintile,female,Yes,0.80549,2381,3157,0.79168,0.81930
2013,1st Quintile,female,No,0.19451,776,3157,0.18070,0.20832
2013,2nd Quintile,male,Yes,0.71164,1559,2270,0.69300,0.73028
2013,2nd Quintile,male,No,0.28836,711,2270,0.26972,0.30700
2013,2nd Quintile,female,Yes,0.79533,2258,2964,0.78080,0.80985
2013,2nd Quintile,female,No,0.20467,706,2964,0.19015,0.21920
2013,3rd Quintile,male,Yes,0.73185,1597,2272,0.71363,0.75007
2013,3rd Quintile,male,No,0.26815,675,2272,0.24993,0.28637
2013,3rd Quintile,female,Yes,0.79068,2031,2625,0.77511,0.80624
2013,3rd Quintile,female,No,0.20932,594,2625,0.19376,0.22489
2013,4th Quintile,male,Yes,0.68969,1592,2326,0.67089,0.70850
2013,4th Quintile,male,No,0.31031,734,2326,0.29150,0.32911
2013,4th Quintile,female,Yes,0.79152,1952,2528,0.77568,0.80736
2013,4th Quintile,female,No,0.20848,576,2528,0.19264,0.22432
2013,5th Quintile,male,Yes,0.67848,1866,2742,0.66099,0.69597
2013,5th Quintile,male,No,0.32152,876,2742,0.30403,0.33901
2013,5th Quintile,female,Yes,0.77146,2088,2759,0.75579,0.78714
2013,5th Quintile,female,No,0.22854,671,2759,0.21286,0.24421
2014,1st Quintile,male,Yes,0.64889,1518,2377,0.62969,0.66808
2014,1st Quintile,male,No,0.35111,859,2377,0.33192,0.37031
2014,1st Quintile,female,Yes,0.77164,2521,3419,0.75756,0.78571
2014,1st Quintile,female,No,0.22836,898,3419,0.21429,0.24244
2014,2nd Quintile,male,Yes,0.66939,1584,2446,0.65074,0.68804
2014,2nd Quintile,male,No,0.33061,862,2446,0.31196,0.34926
2014,2nd Quintile,female,Yes,0.75691,2251,3038,0.74166,0.77217
2014,2nd Quintile,female,No,0.24309,787,3038,0.22783,0.25834
2014,3rd Quintile,male,Yes,0.67736,1583,2382,0.65859,0.69614
2014,3rd Quintile,male,No,0.32264,799,2382,0.30386,0.34141
2014,3rd Quintile,female,Yes,0.77922,2105,2769,0.76377,0.79467
2014,3rd Quintile,female,No,0.22078,664,2769,0.20533,0.23623
2014,4th Quintile,male,Yes,0.64935,1575,2470,0.63053,0.66818
2014,4th Quintile,male,No,0.35065,895,2470,0.33182,0.36947
2014,4th Quintile,female,Yes,0.77315,2005,2678,0.75729,0.78902
2014,4th Quintile,female,No,0.22685,673,2678,0.21098,0.24271
2014,5th Quintile,male,Yes,0.66227,1816,2715,0.64448,0.68006
2014,5th Quintile,male,No,0.33773,899,2715,0.31994,0.35552
2014,5th Quintile,female,Yes,0.76258,1991,2679,0.74646,0.77869
2014,5th Quintile,female,No,0.23742,688,2679,0.22131,0.25354
2015,1st Quintile,male,Yes,0.65675,1346,2101,0.63644,0.67706
2015,1st Quintile,male,No,0.34325,755,2101,0.32294,0.36356
2015,1st Quintile,female,Yes,0.77252,2200,2968,0.75743,0.78760
2015,1st Quintile,female,No,0.22748,768,2968,0.21240,0.24257
2015,2nd Quintile,male,Yes,0.66892,1495,2271,0.64956,0.68828
2015,2nd Quintile,male,No,0.33108,776,2271,0.31172,0.35044
2015,2nd Quintile,female,Yes,0.76670,2209,2960,0.75147,0.78194
2015,2nd Quintile,female,No,0.23330,751,2960,0.21806,0.24853
2015,3rd Quintile,male,Yes,0.65874,1445,2238,0.63909,0.67839
2015,3rd Quintile,male,No,0.34126,793,2238,0.32161,0.36091
2015,3rd Quintile,female,Yes,0.77759,1956,2585,0.76156,0.79363
2015,3rd Quintile,female,No,0.22241,629,2585,0.20637,0.23844
2015,4th Quintile,male,Yes,0.69472,1496,2271,0.67578,0.71367
2015,4th Quintile,male,No,0.30528,775,2271,0.28633,0.32422
2015,4th Quintile,female,Yes,0.79640,1888,2471,0.78052,0.81228
2015,4th Quintile,female,No,0.20360,583,2471,0.18772,0.21948
2015,5th Quintile,male,Yes,0.66509,1669,2544,0.64674,0.68343
2015,5th Quintile,male,No,0.33491,875,2544,0.31657,0.35326
2015,5th Quintile,female,Yes,0.74836,1899,2547,0.73150,0.76521
2015,5th Quintile,female,No,0.25164,648,2547,0.23479,0.26850
2016,1st Quintile,male,Yes,0.64455,1322,2087,0.62401,0.66509
2016,1st Quintile,male,No,0.35545,765,2087,0.33491,0.37599
2016,1st Quintile,female,Yes,0.78102,2154,2893,0.76595,0.79609
2016,1st Quintile,female,No,0.21898,739,2893,0.20391,0.23405
2016,2nd Quintile,male,Yes,0.66992,1397,2210,0.65031,0.68953
2016,2nd Quintile,male,No,0.33008,813,2210,0.31047,0.34969
2016,2nd Quintile,female,Yes,0.76521,2113,2831,0.74960,0.78083
2016,2nd Quintile,female,No,0.23479,718,2831,0.21917,0.25040
2016,3rd Quintile,male,Yes,0.65667,1355,2097,0.63634,0.67699
2016,3rd Quintile,male,No,0.34333,742,2097,0.32301,0.36366
2016,3rd Quintile,female,Yes,0.72604,1810,2495,0.70853,0.74354
2016,3rd Quintile,female,No,0.27396,685,2495,0.25646,0.29147
2016,4th Quintile,male,Yes,0.66967,1421,2214,0.65007,0.68926
2016,4th Quintile,male,No,0.33033,793,2214,0.31074,0.34993
2016,4th Quintile,female,Yes,0.79179,1763,2392,0.77551,0.80806
2016,4th Quintile,female,No,0.20821,629,2392,0.19194,0.22449
2016,5th Quintile,male,Yes,0.65250,1601,2399,0.63344,0.67156
2016,5th Quintile,male,No,0.34750,798,2399,0.32844,0.36656
2016,5th Quintile,female,Yes,0.74667,1794,2431,0.72938,0.76396
2016,5th Quintile,female,No,0.25333,637,2431,0.23604,0.27062
2017,1st Quintile,male,Yes,0.70052,1288,1927,0.68007,0.72098
2017,1st Quintile,male,No,0.29948,639,1927,0.27902,0.31993
2017,1st Quintile,female,Yes,0.79091,2041,2713,0.77560,0.80621
2017,1st Quintile,female,No,0.20909,672,2713,0.19379,0.22440
2017,2nd Quintile,male,Yes,0.67608,1360,2092,0.65602,0.69614
2017,2nd Quintile,male,No,0.32392,732,2092,0.30386,0.34398
2017,2nd Quintile,female,Yes,0.76261,1967,2658,0.74643,0.77879
2017,2nd Quintile,female,No,0.23739,691,2658,0.22121,0.25357
2017,3rd Quintile,male,Yes,0.69151,1371,2000,0.67126,0.71176
2017,3rd Quintile,male,No,0.30849,629,2000,0.28824,0.32874
2017,3rd Quintile,female,Yes,0.77239,1806,2382,0.75555,0.78923
2017,3rd Quintile,female,No,0.22761,576,2382,0.21077,0.24445
2017,4th Quintile,male,Yes,0.72117,1426,2064,0.70182,0.74052
2017,4th Quintile,male,No,0.27883,638,2064,0.25948,0.29818
2017,4th Quintile,female,Yes,0.80341,1760,2269,0.78705,0.81976
2017,4th Quintile,female,No,0.19659,509,2269,0.18024,0.21295
2017,5th Quintile,male,Yes,0.67335,1547,2266,0.65404,0.69267
2017,5th Quintile,male,No,0.32665,719,2266,0.30733,0.34596
2017,5th Quintile,female,Yes,0.75025,1690,2265,0.73242,0.76808
2017,5th Quintile,female,No,0.24975,575,2265,0.23192,0.26758
2018,1st Quintile,male,Yes,0.67278,1253,1962,0.65201,0.69355
2018,1st Quintile,male,No,0.32722,709,1962,0.30645,0.34799
2018,1st Quintile,female,Yes,0.77142,2019,2736,0.75568,0.78716
2018,1st Quintile,female,No,0.22858,717,2736,0.21284,0.24432
2018,2nd Quintile,male,Yes,0.68348,1512,2241,0.66422,0.70275
2018,2nd Quintile,male,No,0.31652,729,2241,0.29725,0.33578
2018,2nd Quintile,female,Yes,0.75426,2121,2853,0.73846,0.77006
2018,2nd Quintile,female,No,0.24574,732,2853,0.22994,0.26154
2018,3rd Quintile,male,Yes,0.68512,1481,2166,0.66556,0.70469
2018,3rd Quintile,male,No,0.31488,685,2166,0.29531,0.33444
2018,3rd Quintile,female,Yes,0.77912,1975,2566,0.76307,0.79518
2018,3rd Quintile,female,No,0.22088,591,2566,0.20482,0.23693
2018,4th Quintile,male,Yes,0.69104,1545,2254,0.67196,0.71012
2018,4th Quintile,male,No,0.30896,709,2254,0.28988,0.32804
2018,4th Quintile,female,Yes,0.78574,1861,2441,0.76946,0.80202
2018,4th Quintile,female,No,0.21426,580,2441,0.19798,0.23054
2018,5th Quintile,male,Yes,0.66799,1725,2542,0.64968,0.68630
2018,5th Quintile,male,No,0.33201,817,2542,0.31370,0.35032
2018,5th Quintile,female,Yes,0.75541,1892,2505,0.73858,0.77225
2018,5th Quintile,female,No,0.24459,613,2505,0.22775,0.26142
2019,1st Quintile,male,Yes,0.70742,1257,1867,0.68678,0.72806
2019,1st Quintile,male,No,0.29258,610,1867,0.27194,0.31322
2019,1st Quintile,female,Yes,0.77867,1903,2563,0.76260,0.79475
2019,1st Quintile,female,No,0.22133,660,2563,0.20525,0.23740
2019,2nd Quintile,male,Yes,0.69693,1466,2107,0.67730,0.71656
2019,2nd Quintile,male,No,0.30307,641,2107,0.28344,0.32270
2019,2nd Quintile,female,Yes,0.77195,1986,2651,0.75597,0.78792
2019,2nd Quintile,female,No,0.22805,665,2651,0.21208,0.24403
2019,3rd Quintile,male,Yes,0.68025,1357,2015,0.65988,0.70062
2019,3rd Quintile,male,No,0.31975,658,2015,0.29938,0.34012
2019,3rd Quintile,female,Yes,0.76761,1828,2399,0.75071,0.78452
2019,3rd Quintile,female,No,0.23239,571,2399,0.21548,0.24929
2019,4th Quintile,male,Yes,0.68971,1377,2014,0.66950,0.70992
2019,4th Quintile,male,No,0.31029,637,2014,0.29008,0.33050
2019,4th Quintile,female,Yes,0.78120,1725,2248,0.76411,0.79830
2019,4th Quintile,female,No,0.21880,523,2248,0.20170,0.23589
2019,5th Quintile,male,Yes,0.67616,1661,2415,0.65749,0.69482
2019,5th Quintile,male,No,0.32384,754,2415,0.30518,0.34251
2019,5th Quintile,female,Yes,0.79342,1858,2393,0.77720,0.80965
2019,5th Quintile,female,No,0.20658,535,2393,0.19035,0.22280
2020,1st Quintile,male,Yes,0.63501,1740,3184,0.61829,0.65174
2020,1st Quintile,male,No,0.36499,1444,3184,0.34826,0.38171
2020,1st Quintile,female,Yes,0.72780,2285,3362,0.71275,0.74284
2020,1st Quintile,female,No,0.27220,1077,3362,0.25716,0.28725
2020,2nd Quintile,male,Yes,0.64654,1356,2177,0.62646,0.66663
2020,2nd Quintile,male,No,0.35346,821,2177,0.33337,0.37354
2020,2nd Quintile,female,Yes,0.74273,1890,2630,0.72602,0.75944
2020,2nd Quintile,female,No,0.25727,740,2630,0.24056,0.27398
2020,3rd Quintile,male,Yes,0.62784,1293,1983,0.60656,0.64912
2020,3rd Quintile,male,No,0.37216,690,1983,0.35088,0.39344
2020,3rd Quintile,female,Yes,0.73001,1619,2272,0.71175,0.74827
2020,3rd Quintile,female,No,0.26999,653,2272,0.25173,0.28825
2020,4th Quintile,male,Yes,0.62403,1412,2177,0.60368,0.64438
2020,4th Quintile,male,No,0.37597,765,2177,0.35562,0.39632
2020,4th Quintile,female,Yes,0.73962,1677,2334,0.72182,0.75743
2020,4th Quintile,female,No,0.26038,657,2334,0.24257,0.27818
2020,5th Quintile,male,Yes,0.61616,1988,3107,0.59905,0.63326
2020,5th Quintile,male,No,0.38384,1119,3107,0.36674,0.40095
2020,5th Quintile,female,Yes,0.72573,2028,2826,0.70927,0.74218
2020,5th Quintile,female,No,0.27427,798,2826,0.25782,0.29073
2021,1st Quintile,male,Yes,0.68815,908,1369,0.66360,0.71270
2021,1st Quintile,male,No,0.31185,461,1369,0.28730,0.33640
2021,1st Quintile,female,Yes,0.74748,1362,1852,0.72769,0.76727
2021,1st Quintile,female,No,0.25252,490,1852,0.23273,0.27231
2021,2nd Quintile,male,Yes,0.70494,1017,1474,0.68165,0.72823
2021,2nd Quintile,male,No,0.29506,457,1474,0.27177,0.31835
2021,2nd Quintile,female,Yes,0.75061,1346,1850,0.73088,0.77033
2021,2nd Quintile,female,No,0.24939,504,1850,0.22967,0.26912
2021,3rd Quintile,male,Yes,0.66947,968,1420,0.64499,0.69394
2021,3rd Quintile,male,No,0.33053,452,1420,0.30606,0.35501
2021,3rd Quintile,female,Yes,0.74622,1261,1672,0.72535,0.76708
2021,3rd Quintile,female,No,0.25378,411,1672,0.23292,0.27465
2021,4th Quintile,male,Yes,0.69049,1050,1511,0.66718,0.71381
2021,4th Quintile,male,No,0.30951,461,1511,0.28619,0.33282
2021,4th Quintile,female,Yes,0.76428,1271,1664,0.74388,0.78468
2021,4th Quintile,female,No,0.23572,393,1664,0.21532,0.25612
2021,5th Quintile,male,Yes,0.69356,1624,2259,0.67454,0.71257
2021,5th Quintile,male,No,0.30644,635,2259,0.28743,0.32546
2021,5th Quintile,female,Yes,0.75964,1509,2008,0.74094,0.77833
2021,5th Quintile,female,No,0.24036,499,2008,0.22167,0.25906
2022,1st Quintile,male,Yes,0.63995,1208,1857,0.61811,0.66178
2022,1st Quintile,male,No,0.36005,649,1857,0.33822,0.38189
2022,1st Quintile,female,Yes,0.77513,1501,2063,0.75711,0.79315
2022,1st Quintile,female,No,0.22487,562,2063,0.20685,0.24289
2022,2nd Quintile,male,Yes,0.62097,805,1300,0.59458,0.64735
2022,2nd Quintile,male,No,0.37903,495,1300,0.35265,0.40542
2022,2nd Quintile,female,Yes,0.69483,1099,1546,0.67187,0.71779
2022,2nd Quintile,female,No,0.30517,447,1546,0.28221,0.32813
2022,3rd Quintile,male,Yes,0.69636,804,1218,0.67053,0.72220
2022,3rd Quintile,male,No,0.30364,414,1218,0.27780,0.32947
2022,3rd Quintile,female,Yes,0.71894,970,1332,0.69479,0.74309
2022,3rd Quintile,female,No,0.28106,362,1332,0.25691,0.30521
2022,4th Quintile,male,Yes,0.61310,869,1304,0.58666,0.63955
2022,4th Quintile,male,No,0.38690,435,1304,0.36045,0.41334
2022,4th Quintile,female,Yes,0.72573,1003,1362,0.70203,0.74943
2022,4th Quintile,female,No,0.27427,359,1362,0.25057,0.29797
2022,5th Quintile,male,Yes,0.60809,1123,1781,0.58541,0.63077
2022,5th Quintile,male,No,0.39191,658,1781,0.36923,0.41459
2022,5th Quintile,female,Yes,0.70964,1108,1542,0.68697,0.73230
2022,5th Quintile,female,No,0.29036,434,1542,0.26770,0.31303
