year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1991,First Stage of Tertiary Education,2nd Quintile,Yes,0.66313,57,57,0.53933,0.78692
1991,First Stage of Tertiary Education,3rd Quintile,Yes,0.68869,62,62,0.57250,0.80489
1991,First Stage of Tertiary Education,4th Quintile,Yes,0.74388,90,122,0.66610,0.82165
1991,First Stage of Tertiary Education,4th Quintile,No,0.25612,32,122,0.17835,0.33390
1991,First Stage of Tertiary Education,5th Quintile,Yes,0.65165,107,167,0.57916,0.72413
1991,First Stage of Tertiary Education,5th Quintile,No,0.34835,60,167,0.27587,0.42084
1991,Second Stage of Tertiary Education,2nd Quintile,Yes,0.62478,33,33,0.45702,0.79254
1991,Second Stage of Tertiary Education,3rd Quintile,Yes,0.69772,62,62,0.58247,0.81297
1991,Second Stage of Tertiary Education,4th Quintile,Yes,0.67465,110,166,0.60316,0.74614
1991,Second Stage of Tertiary Education,4th Quintile,No,0.32535,56,166,0.25386,0.39684
1991,Second Stage of Tertiary Education,5th Quintile,Yes,0.63444,221,351,0.58399,0.68489
1991,Second Stage of Tertiary Education,5th Quintile,No,0.36556,130,351,0.31511,0.41601
1992,No answer / don't know,1st Quintile,Yes,0.68567,31,31,0.51954,0.85180
1992,Pre-primary Level,3rd Quintile,Yes,0.68657,32,32,0.52327,0.84987
1992,Primary Level,1st Quintile,Yes,0.59548,96,158,0.51871,0.67225
1992,Primary Level,1st Quintile,No,0.40452,62,158,0.32775,0.48129
1992,Primary Level,2nd Quintile,Yes,0.69237,105,148,0.61776,0.76698
1992,Primary Level,2nd Quintile,No,0.30763,43,148,0.23302,0.38224
1992,Primary Level,3rd Quintile,Yes,0.64013,92,150,0.56307,0.71720
1992,Primary Level,3rd Quintile,No,0.35987,58,150,0.28280,0.43693
1992,Primary Level,4th Quintile,Yes,0.63986,74,114,0.55135,0.72837
1992,Primary Level,4th Quintile,No,0.36014,40,114,0.27163,0.44865
1992,Lower Secondary Level,1st Quintile,Yes,0.74321,494,724,0.71137,0.77506
1992,Lower Secondary Level,1st Quintile,No,0.25679,230,724,0.22494,0.28863
1992,Lower Secondary Level,2nd Quintile,Yes,0.74244,439,653,0.70887,0.77600
1992,Lower Secondary Level,2nd Quintile,No,0.25756,214,653,0.22400,0.29113
1992,Lower Secondary Level,3rd Quintile,Yes,0.68199,353,537,0.64256,0.72141
1992,Lower Secondary Level,3rd Quintile,No,0.31801,184,537,0.27859,0.35744
1992,Lower Secondary Level,4th Quintile,Yes,0.72712,376,538,0.68945,0.76480
1992,Lower Secondary Level,4th Quintile,No,0.27288,162,538,0.23520,0.31055
1992,Lower Secondary Level,5th Quintile,Yes,0.76702,220,293,0.71853,0.81551
1992,Lower Secondary Level,5th Quintile,No,0.23298,73,293,0.18449,0.28147
1992,Upper Secondary Level,1st Quintile,Yes,0.70129,912,1375,0.67709,0.72549
1992,Upper Secondary Level,1st Quintile,No,0.29871,463,1375,0.27451,0.32291
1992,Upper Secondary Level,2nd Quintile,Yes,0.68124,939,1430,0.65708,0.70540
1992,Upper Secondary Level,2nd Quintile,No,0.31876,491,1430,0.29460,0.34292
1992,Upper Secondary Level,3rd Quintile,Yes,0.70007,894,1312,0.67527,0.72488
1992,Upper Secondary Level,3rd Quintile,No,0.29993,418,1312,0.27512,0.32473
1992,Upper Secondary Level,4th Quintile,Yes,0.70098,924,1358,0.67662,0.72533
1992,Upper Secondary Level,4th Quintile,No,0.29902,434,1358,0.27467,0.32338
1992,Upper Secondary Level,5th Quintile,Yes,0.71672,818,1173,0.69092,0.74252
1992,Upper Secondary Level,5th Quintile,No,0.28328,355,1173,0.25748,0.30908
1992,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.70304,46,46,0.56954,0.83654
1992,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.69838,32,32,0.53681,0.85994
1992,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.78611,48,48,0.66888,0.90334
1992,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.63051,59,59,0.50630,0.75473
1992,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.76757,72,72,0.66932,0.86582
1992,First Stage of Tertiary Education,1st Quintile,Yes,0.76074,68,68,0.65859,0.86290
1992,First Stage of Tertiary Education,2nd Quintile,Yes,0.59183,85,149,0.51265,0.67102
1992,First Stage of Tertiary Education,2nd Quintile,No,0.40817,64,149,0.32898,0.48735
1992,First Stage of Tertiary Education,3rd Quintile,Yes,0.63185,94,153,0.55517,0.70852
1992,First Stage of Tertiary Education,3rd Quintile,No,0.36815,59,153,0.29148,0.44483
1992,First Stage of Tertiary Education,4th Quintile,Yes,0.71335,101,148,0.64025,0.78645
1992,First Stage of Tertiary Education,4th Quintile,No,0.28665,47,148,0.21355,0.35975
1992,First Stage of Tertiary Education,5th Quintile,Yes,0.70862,152,217,0.64803,0.76922
1992,First Stage of Tertiary Education,5th Quintile,No,0.29138,65,217,0.23078,0.35197
1992,Second Stage of Tertiary Education,1st Quintile,Yes,0.78411,177,239,0.73184,0.83639
1992,Second Stage of Tertiary Education,1st Quintile,No,0.21589,62,239,0.16361,0.26816
1992,Second Stage of Tertiary Education,2nd Quintile,Yes,0.68841,210,310,0.63677,0.74005
1992,Second Stage of Tertiary Education,2nd Quintile,No,0.31159,100,310,0.25995,0.36323
1992,Second Stage of Tertiary Education,3rd Quintile,Yes,0.65156,220,328,0.59992,0.70321
1992,Second Stage of Tertiary Education,3rd Quintile,No,0.34844,108,328,0.29679,0.40008
1992,Second Stage of Tertiary Education,4th Quintile,Yes,0.69491,194,279,0.64078,0.74904
1992,Second Stage of Tertiary Education,4th Quintile,No,0.30509,85,279,0.25096,0.35922
1992,Second Stage of Tertiary Education,5th Quintile,Yes,0.66821,316,483,0.62618,0.71025
1992,Second Stage of Tertiary Education,5th Quintile,No,0.33179,167,483,0.28975,0.37382
1994,No answer / don't know,1st Quintile,Yes,0.84634,53,53,0.74832,0.94436
1994,No answer / don't know,4th Quintile,Yes,0.83874,32,32,0.70928,0.96821
1994,Pre-primary Level,2nd Quintile,Yes,0.74305,40,40,0.60591,0.88019
1994,Pre-primary Level,3rd Quintile,Yes,0.73703,50,50,0.61376,0.86030
1994,Primary Level,1st Quintile,Yes,0.67663,142,204,0.61228,0.74097
1994,Primary Level,1st Quintile,No,0.32337,62,204,0.25903,0.38772
1994,Primary Level,2nd Quintile,Yes,0.71054,94,135,0.63375,0.78733
1994,Primary Level,2nd Quintile,No,0.28946,41,135,0.21267,0.36625
1994,Primary Level,3rd Quintile,Yes,0.74750,77,77,0.64982,0.84517
1994,Primary Level,4th Quintile,Yes,0.79171,55,55,0.68340,0.90002
1994,Lower Secondary Level,1st Quintile,Yes,0.81962,561,718,0.79147,0.84776
1994,Lower Secondary Level,1st Quintile,No,0.18038,157,718,0.15224,0.20853
1994,Lower Secondary Level,2nd Quintile,Yes,0.80856,437,571,0.77626,0.84086
1994,Lower Secondary Level,2nd Quintile,No,0.19144,134,571,0.15914,0.22374
1994,Lower Secondary Level,3rd Quintile,Yes,0.77283,401,524,0.73692,0.80874
1994,Lower Secondary Level,3rd Quintile,No,0.22717,123,524,0.19126,0.26308
1994,Lower Secondary Level,4th Quintile,Yes,0.77005,310,406,0.72907,0.81103
1994,Lower Secondary Level,4th Quintile,No,0.22995,96,406,0.18897,0.27093
1994,Lower Secondary Level,5th Quintile,Yes,0.77328,191,253,0.72158,0.82498
1994,Lower Secondary Level,5th Quintile,No,0.22672,62,253,0.17502,0.27842
1994,Upper Secondary Level,1st Quintile,Yes,0.78221,890,1193,0.75878,0.80564
1994,Upper Secondary Level,1st Quintile,No,0.21779,303,1193,0.19436,0.24122
1994,Upper Secondary Level,2nd Quintile,Yes,0.76726,1055,1407,0.74517,0.78935
1994,Upper Secondary Level,2nd Quintile,No,0.23274,352,1407,0.21065,0.25483
1994,Upper Secondary Level,3rd Quintile,Yes,0.76932,1029,1369,0.74699,0.79164
1994,Upper Secondary Level,3rd Quintile,No,0.23068,340,1369,0.20836,0.25301
1994,Upper Secondary Level,4th Quintile,Yes,0.77240,1050,1369,0.75019,0.79462
1994,Upper Secondary Level,4th Quintile,No,0.22760,319,1369,0.20538,0.24981
1994,Upper Secondary Level,5th Quintile,Yes,0.78357,919,1203,0.76029,0.80685
1994,Upper Secondary Level,5th Quintile,No,0.21643,284,1203,0.19315,0.23971
1994,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.70483,54,54,0.58203,0.82763
1994,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.74985,39,39,0.61215,0.88756
1994,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.74530,59,59,0.63317,0.85743
1994,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.83111,79,79,0.74796,0.91425
1994,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.87885,74,74,0.80400,0.95370
1994,First Stage of Tertiary Education,1st Quintile,Yes,0.86348,74,74,0.78472,0.94224
1994,First Stage of Tertiary Education,2nd Quintile,Yes,0.77010,103,137,0.69938,0.84082
1994,First Stage of Tertiary Education,2nd Quintile,No,0.22990,34,137,0.15918,0.30062
1994,First Stage of Tertiary Education,3rd Quintile,Yes,0.82436,131,164,0.76595,0.88278
1994,First Stage of Tertiary Education,3rd Quintile,No,0.17564,33,164,0.11722,0.23405
1994,First Stage of Tertiary Education,4th Quintile,Yes,0.72813,115,156,0.65808,0.79817
1994,First Stage of Tertiary Education,4th Quintile,No,0.27187,41,156,0.20183,0.34192
1994,First Stage of Tertiary Education,5th Quintile,Yes,0.76145,144,201,0.70238,0.82051
1994,First Stage of Tertiary Education,5th Quintile,No,0.23855,57,201,0.17949,0.29762
1994,Second Stage of Tertiary Education,1st Quintile,Yes,0.82024,95,95,0.74261,0.89787
1994,Second Stage of Tertiary Education,2nd Quintile,Yes,0.84554,211,251,0.80074,0.89034
1994,Second Stage of Tertiary Education,2nd Quintile,No,0.15446,40,251,0.10966,0.19926
1994,Second Stage of Tertiary Education,3rd Quintile,Yes,0.78065,283,349,0.73717,0.82413
1994,Second Stage of Tertiary Education,3rd Quintile,No,0.21935,66,349,0.17587,0.26283
1994,Second Stage of Tertiary Education,4th Quintile,Yes,0.77106,284,360,0.72759,0.81452
1994,Second Stage of Tertiary Education,4th Quintile,No,0.22894,76,360,0.18548,0.27241
1994,Second Stage of Tertiary Education,5th Quintile,Yes,0.77745,426,569,0.74324,0.81166
1994,Second Stage of Tertiary Education,5th Quintile,No,0.22255,143,569,0.18834,0.25676
1995,No answer / don't know,1st Quintile,Yes,0.57338,47,80,0.46431,0.68244
1995,No answer / don't know,1st Quintile,No,0.42662,33,80,0.31756,0.53569
1995,No answer / don't know,2nd Quintile,No,0.56848,31,31,0.39124,0.74571
1995,No answer / don't know,4th Quintile,Yes,0.63962,31,31,0.46782,0.81143
1995,Pre-primary Level,1st Quintile,Yes,0.60014,37,37,0.44012,0.76017
1995,Pre-primary Level,2nd Quintile,Yes,0.54911,36,36,0.38427,0.71396
1995,Pre-primary Level,3rd Quintile,Yes,0.64909,48,48,0.51265,0.78554
1995,Primary Level,1st Quintile,Yes,0.69785,133,194,0.63307,0.76264
1995,Primary Level,1st Quintile,No,0.30215,61,194,0.23736,0.36693
1995,Primary Level,2nd Quintile,Yes,0.66950,115,159,0.59615,0.74285
1995,Primary Level,2nd Quintile,No,0.33050,44,159,0.25715,0.40385
1995,Primary Level,3rd Quintile,Yes,0.69098,57,57,0.56995,0.81200
1995,Primary Level,4th Quintile,Yes,0.61947,38,38,0.46303,0.77592
1995,Lower Secondary Level,1st Quintile,Yes,0.76769,500,710,0.73661,0.79878
1995,Lower Secondary Level,1st Quintile,No,0.23231,210,710,0.20122,0.26339
1995,Lower Secondary Level,2nd Quintile,Yes,0.77154,418,589,0.73760,0.80548
1995,Lower Secondary Level,2nd Quintile,No,0.22846,171,589,0.19452,0.26240
1995,Lower Secondary Level,3rd Quintile,Yes,0.76500,376,513,0.72827,0.80173
1995,Lower Secondary Level,3rd Quintile,No,0.23500,137,513,0.19827,0.27173
1995,Lower Secondary Level,4th Quintile,Yes,0.77996,298,408,0.73971,0.82021
1995,Lower Secondary Level,4th Quintile,No,0.22004,110,408,0.17979,0.26029
1995,Lower Secondary Level,5th Quintile,Yes,0.78729,192,254,0.73686,0.83772
1995,Lower Secondary Level,5th Quintile,No,0.21271,62,254,0.16228,0.26314
1995,Upper Secondary Level,1st Quintile,Yes,0.69237,760,1164,0.66584,0.71889
1995,Upper Secondary Level,1st Quintile,No,0.30763,404,1164,0.28111,0.33416
1995,Upper Secondary Level,2nd Quintile,Yes,0.73919,1063,1503,0.71699,0.76140
1995,Upper Secondary Level,2nd Quintile,No,0.26081,440,1503,0.23860,0.28301
1995,Upper Secondary Level,3rd Quintile,Yes,0.72673,989,1415,0.70350,0.74996
1995,Upper Secondary Level,3rd Quintile,No,0.27327,426,1415,0.25004,0.29650
1995,Upper Secondary Level,4th Quintile,Yes,0.71741,976,1417,0.69396,0.74087
1995,Upper Secondary Level,4th Quintile,No,0.28259,441,1417,0.25913,0.30604
1995,Upper Secondary Level,5th Quintile,Yes,0.70707,814,1166,0.68093,0.73320
1995,Upper Secondary Level,5th Quintile,No,0.29293,352,1166,0.26680,0.31907
1995,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.72344,59,93,0.63204,0.81485
1995,Post-secondary Non-tertiary Level,1st Quintile,No,0.27656,34,93,0.18515,0.36796
1995,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.67212,64,64,0.55620,0.78804
1995,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.70062,66,97,0.60900,0.79223
1995,Post-secondary Non-tertiary Level,3rd Quintile,No,0.29938,31,97,0.20777,0.39100
1995,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.77299,77,77,0.67881,0.86717
1995,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.65555,52,52,0.52514,0.78597
1995,First Stage of Tertiary Education,1st Quintile,Yes,0.73916,46,46,0.61086,0.86745
1995,First Stage of Tertiary Education,2nd Quintile,Yes,0.75712,96,134,0.68424,0.83000
1995,First Stage of Tertiary Education,2nd Quintile,No,0.24288,38,134,0.17000,0.31576
1995,First Stage of Tertiary Education,3rd Quintile,Yes,0.70045,116,170,0.63139,0.76951
1995,First Stage of Tertiary Education,3rd Quintile,No,0.29955,54,170,0.23049,0.36861
1995,First Stage of Tertiary Education,4th Quintile,Yes,0.73336,121,176,0.66784,0.79887
1995,First Stage of Tertiary Education,4th Quintile,No,0.26664,55,176,0.20113,0.33216
1995,First Stage of Tertiary Education,5th Quintile,Yes,0.62718,128,200,0.55999,0.69436
1995,First Stage of Tertiary Education,5th Quintile,No,0.37282,72,200,0.30564,0.44001
1995,Second Stage of Tertiary Education,1st Quintile,Yes,0.71964,105,141,0.64523,0.79404
1995,Second Stage of Tertiary Education,1st Quintile,No,0.28036,36,141,0.20596,0.35477
1995,Second Stage of Tertiary Education,2nd Quintile,Yes,0.77667,188,258,0.72575,0.82759
1995,Second Stage of Tertiary Education,2nd Quintile,No,0.22333,70,258,0.17241,0.27425
1995,Second Stage of Tertiary Education,3rd Quintile,Yes,0.73522,231,316,0.68649,0.78394
1995,Second Stage of Tertiary Education,3rd Quintile,No,0.26478,85,316,0.21606,0.31351
1995,Second Stage of Tertiary Education,4th Quintile,Yes,0.66832,284,398,0.62200,0.71463
1995,Second Stage of Tertiary Education,4th Quintile,No,0.33168,114,398,0.28537,0.37800
1995,Second Stage of Tertiary Education,5th Quintile,Yes,0.68580,432,630,0.64953,0.72208
1995,Second Stage of Tertiary Education,5th Quintile,No,0.31420,198,630,0.27792,0.35047
1996,No answer / don't know,1st Quintile,Yes,0.69559,50,50,0.56675,0.82444
1996,No answer / don't know,2nd Quintile,Yes,0.54165,34,34,0.37165,0.71165
1996,Pre-primary Level,1st Quintile,Yes,0.53881,35,35,0.37124,0.70637
1996,Pre-primary Level,2nd Quintile,Yes,0.64878,36,36,0.49063,0.80693
1996,Pre-primary Level,3rd Quintile,Yes,0.66182,40,40,0.51335,0.81030
1996,Pre-primary Level,4th Quintile,Yes,0.51758,33,33,0.34444,0.69071
1996,Primary Level,1st Quintile,Yes,0.72458,126,189,0.66073,0.78844
1996,Primary Level,1st Quintile,No,0.27542,63,189,0.21156,0.33927
1996,Primary Level,2nd Quintile,Yes,0.72303,93,125,0.64427,0.80180
1996,Primary Level,2nd Quintile,No,0.27697,32,125,0.19820,0.35573
1996,Primary Level,3rd Quintile,Yes,0.66405,59,59,0.54249,0.78560
1996,Primary Level,4th Quintile,Yes,0.81886,46,46,0.70633,0.93139
1996,Lower Secondary Level,1st Quintile,Yes,0.75778,533,743,0.72696,0.78861
1996,Lower Secondary Level,1st Quintile,No,0.24222,210,743,0.21139,0.27304
1996,Lower Secondary Level,2nd Quintile,Yes,0.79852,392,520,0.76401,0.83303
1996,Lower Secondary Level,2nd Quintile,No,0.20148,128,520,0.16697,0.23599
1996,Lower Secondary Level,3rd Quintile,Yes,0.77353,345,469,0.73561,0.81145
1996,Lower Secondary Level,3rd Quintile,No,0.22647,124,469,0.18855,0.26439
1996,Lower Secondary Level,4th Quintile,Yes,0.76963,289,393,0.72794,0.81131
1996,Lower Secondary Level,4th Quintile,No,0.23037,104,393,0.18869,0.27206
1996,Lower Secondary Level,5th Quintile,Yes,0.79214,173,224,0.73888,0.84540
1996,Lower Secondary Level,5th Quintile,No,0.20786,51,224,0.15460,0.26112
1996,Upper Secondary Level,1st Quintile,Yes,0.69475,769,1171,0.66836,0.72114
1996,Upper Secondary Level,1st Quintile,No,0.30525,402,1171,0.27886,0.33164
1996,Upper Secondary Level,2nd Quintile,Yes,0.71912,957,1412,0.69566,0.74257
1996,Upper Secondary Level,2nd Quintile,No,0.28088,455,1412,0.25743,0.30434
1996,Upper Secondary Level,3rd Quintile,Yes,0.71865,979,1407,0.69514,0.74215
1996,Upper Secondary Level,3rd Quintile,No,0.28135,428,1407,0.25785,0.30486
1996,Upper Secondary Level,4th Quintile,Yes,0.71931,998,1406,0.69582,0.74281
1996,Upper Secondary Level,4th Quintile,No,0.28069,408,1406,0.25719,0.30418
1996,Upper Secondary Level,5th Quintile,Yes,0.71931,796,1136,0.69317,0.74545
1996,Upper Secondary Level,5th Quintile,No,0.28069,340,1136,0.25455,0.30683
1996,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.54103,58,96,0.44082,0.64124
1996,Post-secondary Non-tertiary Level,1st Quintile,No,0.45897,38,96,0.35876,0.55918
1996,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.71554,55,86,0.61963,0.81146
1996,Post-secondary Non-tertiary Level,2nd Quintile,No,0.28446,31,86,0.18854,0.38037
1996,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.75441,66,66,0.64977,0.85905
1996,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.68490,76,108,0.59687,0.77292
1996,Post-secondary Non-tertiary Level,4th Quintile,No,0.31510,32,108,0.22708,0.40313
1996,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.74335,66,66,0.63716,0.84953
1996,First Stage of Tertiary Education,1st Quintile,Yes,0.80725,44,44,0.68935,0.92515
1996,First Stage of Tertiary Education,2nd Quintile,Yes,0.73370,86,123,0.65526,0.81213
1996,First Stage of Tertiary Education,2nd Quintile,No,0.26630,37,123,0.18787,0.34474
1996,First Stage of Tertiary Education,3rd Quintile,Yes,0.69263,122,180,0.62504,0.76023
1996,First Stage of Tertiary Education,3rd Quintile,No,0.30737,58,180,0.23977,0.37496
1996,First Stage of Tertiary Education,4th Quintile,Yes,0.73717,134,186,0.67374,0.80060
1996,First Stage of Tertiary Education,4th Quintile,No,0.26283,52,186,0.19940,0.32626
1996,First Stage of Tertiary Education,5th Quintile,Yes,0.67231,129,196,0.60642,0.73819
1996,First Stage of Tertiary Education,5th Quintile,No,0.32769,67,196,0.26181,0.39358
1996,Second Stage of Tertiary Education,1st Quintile,Yes,0.80176,94,125,0.73159,0.87193
1996,Second Stage of Tertiary Education,1st Quintile,No,0.19824,31,125,0.12807,0.26841
1996,Second Stage of Tertiary Education,2nd Quintile,Yes,0.73493,156,217,0.67607,0.79379
1996,Second Stage of Tertiary Education,2nd Quintile,No,0.26507,61,217,0.20621,0.32393
1996,Second Stage of Tertiary Education,3rd Quintile,Yes,0.70822,234,321,0.65842,0.75803
1996,Second Stage of Tertiary Education,3rd Quintile,No,0.29178,87,321,0.24197,0.34158
1996,Second Stage of Tertiary Education,4th Quintile,Yes,0.67426,284,427,0.62975,0.71876
1996,Second Stage of Tertiary Education,4th Quintile,No,0.32574,143,427,0.28124,0.37025
1996,Second Stage of Tertiary Education,5th Quintile,Yes,0.70219,483,666,0.66743,0.73694
1996,Second Stage of Tertiary Education,5th Quintile,No,0.29781,183,666,0.26306,0.33257
1997,No answer / don't know,1st Quintile,Yes,0.56467,44,79,0.45464,0.67470
1997,No answer / don't know,1st Quintile,No,0.43533,35,79,0.32530,0.54536
1997,No answer / don't know,2nd Quintile,Yes,0.68213,47,47,0.54756,0.81670
1997,No answer / don't know,3rd Quintile,Yes,0.62013,31,31,0.44645,0.79382
1997,Pre-primary Level,1st Quintile,Yes,0.50016,34,68,0.38043,0.61988
1997,Pre-primary Level,1st Quintile,No,0.49984,34,68,0.38012,0.61957
1997,Pre-primary Level,2nd Quintile,Yes,0.58452,46,46,0.44053,0.72850
1997,Pre-primary Level,3rd Quintile,Yes,0.69318,51,51,0.56535,0.82101
1997,Pre-primary Level,4th Quintile,Yes,0.69144,31,31,0.52615,0.85673
1997,Pre-primary Level,5th Quintile,Yes,0.62656,33,33,0.45896,0.79416
1997,Primary Level,1st Quintile,Yes,0.69496,129,179,0.62732,0.76260
1997,Primary Level,1st Quintile,No,0.30504,50,179,0.23740,0.37268
1997,Primary Level,2nd Quintile,Yes,0.72542,100,133,0.64928,0.80155
1997,Primary Level,2nd Quintile,No,0.27458,33,133,0.19845,0.35072
1997,Primary Level,3rd Quintile,Yes,0.76960,47,47,0.64791,0.89129
1997,Primary Level,4th Quintile,Yes,0.66984,39,39,0.52032,0.81937
1997,Lower Secondary Level,1st Quintile,Yes,0.74245,497,707,0.71019,0.77471
1997,Lower Secondary Level,1st Quintile,No,0.25755,210,707,0.22529,0.28981
1997,Lower Secondary Level,2nd Quintile,Yes,0.79026,418,574,0.75692,0.82359
1997,Lower Secondary Level,2nd Quintile,No,0.20974,156,574,0.17641,0.24308
1997,Lower Secondary Level,3rd Quintile,Yes,0.75635,311,435,0.71596,0.79674
1997,Lower Secondary Level,3rd Quintile,No,0.24365,124,435,0.20326,0.28404
1997,Lower Secondary Level,4th Quintile,Yes,0.73375,265,377,0.68907,0.77843
1997,Lower Secondary Level,4th Quintile,No,0.26625,112,377,0.22157,0.31093
1997,Lower Secondary Level,5th Quintile,Yes,0.73935,159,220,0.68121,0.79749
1997,Lower Secondary Level,5th Quintile,No,0.26065,61,220,0.20251,0.31879
1997,Upper Secondary Level,1st Quintile,Yes,0.71484,718,1084,0.68795,0.74173
1997,Upper Secondary Level,1st Quintile,No,0.28516,366,1084,0.25827,0.31205
1997,Upper Secondary Level,2nd Quintile,Yes,0.69299,950,1435,0.66912,0.71687
1997,Upper Secondary Level,2nd Quintile,No,0.30701,485,1435,0.28313,0.33088
1997,Upper Secondary Level,3rd Quintile,Yes,0.70824,997,1426,0.68463,0.73184
1997,Upper Secondary Level,3rd Quintile,No,0.29176,429,1426,0.26816,0.31537
1997,Upper Secondary Level,4th Quintile,Yes,0.69265,928,1401,0.66848,0.71682
1997,Upper Secondary Level,4th Quintile,No,0.30735,473,1401,0.28318,0.33152
1997,Upper Secondary Level,5th Quintile,Yes,0.74299,802,1118,0.71736,0.76862
1997,Upper Secondary Level,5th Quintile,No,0.25701,316,1118,0.23138,0.28264
1997,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.47281,51,83,0.36475,0.58088
1997,Post-secondary Non-tertiary Level,1st Quintile,No,0.52719,32,83,0.41912,0.63525
1997,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.65422,54,54,0.52617,0.78227
1997,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.72525,59,59,0.61037,0.84014
1997,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.62034,70,114,0.53086,0.70982
1997,Post-secondary Non-tertiary Level,4th Quintile,No,0.37966,44,114,0.29018,0.46914
1997,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.62055,60,60,0.49673,0.74438
1997,First Stage of Tertiary Education,1st Quintile,Yes,0.80959,45,45,0.69358,0.92560
1997,First Stage of Tertiary Education,2nd Quintile,Yes,0.68747,85,131,0.60778,0.76715
1997,First Stage of Tertiary Education,2nd Quintile,No,0.31253,46,131,0.23285,0.39222
1997,First Stage of Tertiary Education,3rd Quintile,Yes,0.74685,123,177,0.68261,0.81109
1997,First Stage of Tertiary Education,3rd Quintile,No,0.25315,54,177,0.18891,0.31739
1997,First Stage of Tertiary Education,4th Quintile,Yes,0.65118,117,188,0.58287,0.71949
1997,First Stage of Tertiary Education,4th Quintile,No,0.34882,71,188,0.28051,0.41713
1997,First Stage of Tertiary Education,5th Quintile,Yes,0.63528,127,198,0.56806,0.70250
1997,First Stage of Tertiary Education,5th Quintile,No,0.36472,71,198,0.29750,0.43194
1997,Second Stage of Tertiary Education,1st Quintile,Yes,0.65599,84,115,0.56879,0.74320
1997,Second Stage of Tertiary Education,1st Quintile,No,0.34401,31,115,0.25680,0.43121
1997,Second Stage of Tertiary Education,2nd Quintile,Yes,0.71053,161,228,0.65153,0.76953
1997,Second Stage of Tertiary Education,2nd Quintile,No,0.28947,67,228,0.23047,0.34847
1997,Second Stage of Tertiary Education,3rd Quintile,Yes,0.69764,210,303,0.64583,0.74944
1997,Second Stage of Tertiary Education,3rd Quintile,No,0.30236,93,303,0.25056,0.35417
1997,Second Stage of Tertiary Education,4th Quintile,Yes,0.72614,306,439,0.68437,0.76790
1997,Second Stage of Tertiary Education,4th Quintile,No,0.27386,133,439,0.23210,0.31563
1997,Second Stage of Tertiary Education,5th Quintile,Yes,0.67384,465,673,0.63840,0.70929
1997,Second Stage of Tertiary Education,5th Quintile,No,0.32616,208,673,0.29071,0.36160
1998,No answer / don't know,1st Quintile,Yes,0.59360,51,84,0.48793,0.69927
1998,No answer / don't know,1st Quintile,No,0.40640,33,84,0.30073,0.51207
1998,Pre-primary Level,1st Quintile,No,0.56630,41,41,0.41271,0.71988
1998,Pre-primary Level,2nd Quintile,Yes,0.54911,37,76,0.43650,0.66173
1998,Pre-primary Level,2nd Quintile,No,0.45089,39,76,0.33827,0.56350
1998,Pre-primary Level,3rd Quintile,Yes,0.72903,53,53,0.60822,0.84984
1998,Pre-primary Level,4th Quintile,Yes,0.57621,31,31,0.39938,0.75305
1998,Primary Level,1st Quintile,Yes,0.67752,118,179,0.60885,0.74618
1998,Primary Level,1st Quintile,No,0.32248,61,179,0.25382,0.39115
1998,Primary Level,2nd Quintile,Yes,0.61298,64,97,0.51554,0.71041
1998,Primary Level,2nd Quintile,No,0.38702,33,97,0.28959,0.48446
1998,Primary Level,3rd Quintile,Yes,0.76140,47,47,0.63823,0.88458
1998,Primary Level,4th Quintile,Yes,0.74904,38,38,0.60933,0.88874
1998,Lower Secondary Level,1st Quintile,Yes,0.68174,417,648,0.64585,0.71763
1998,Lower Secondary Level,1st Quintile,No,0.31826,231,648,0.28237,0.35415
1998,Lower Secondary Level,2nd Quintile,Yes,0.76498,389,543,0.72929,0.80068
1998,Lower Secondary Level,2nd Quintile,No,0.23502,154,543,0.19932,0.27071
1998,Lower Secondary Level,3rd Quintile,Yes,0.73755,321,456,0.69713,0.77798
