year,pgisced97,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,Lower Secondary Level,3rd Quintile,Yes,0.76262,323,434,0.72254,0.80270
2013,Lower Secondary Level,3rd Quintile,No,0.23738,111,434,0.19730,0.27746
2013,Lower Secondary Level,4th Quintile,Yes,0.77140,208,277,0.72186,0.82094
2013,Lower Secondary Level,4th Quintile,No,0.22860,69,277,0.17906,0.27814
2013,Lower Secondary Level,5th Quintile,Yes,0.68043,103,146,0.60453,0.75633
2013,Lower Secondary Level,5th Quintile,No,0.31957,43,146,0.24367,0.39547
2013,Upper Secondary Level,1st Quintile,Yes,0.75452,1982,2745,0.73842,0.77062
2013,Upper Secondary Level,1st Quintile,No,0.24548,763,2745,0.22938,0.26158
2013,Upper Secondary Level,2nd Quintile,Yes,0.76945,2199,2977,0.75432,0.78459
2013,Upper Secondary Level,2nd Quintile,No,0.23055,778,2977,0.21541,0.24568
2013,Upper Secondary Level,3rd Quintile,Yes,0.75366,1945,2649,0.73725,0.77007
2013,Upper Secondary Level,3rd Quintile,No,0.24634,704,2649,0.22993,0.26275
2013,Upper Secondary Level,4th Quintile,Yes,0.74359,1708,2336,0.72588,0.76130
2013,Upper Secondary Level,4th Quintile,No,0.25641,628,2336,0.23870,0.27412
2013,Upper Secondary Level,5th Quintile,Yes,0.74704,1306,1768,0.72677,0.76731
2013,Upper Secondary Level,5th Quintile,No,0.25296,462,1768,0.23269,0.27323
2013,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.69337,198,300,0.64111,0.74564
2013,Post-secondary Non-tertiary Level,1st Quintile,No,0.30663,102,300,0.25436,0.35889
2013,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.72164,249,368,0.67579,0.76750
2013,Post-secondary Non-tertiary Level,2nd Quintile,No,0.27836,119,368,0.23250,0.32421
2013,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71257,255,360,0.66576,0.75939
2013,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28743,105,360,0.24061,0.33424
2013,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.72572,259,358,0.67944,0.77200
2013,Post-secondary Non-tertiary Level,4th Quintile,No,0.27428,99,358,0.22800,0.32056
2013,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.65930,271,393,0.61238,0.70622
2013,Post-secondary Non-tertiary Level,5th Quintile,No,0.34070,122,393,0.29378,0.38762
2013,First Stage of Tertiary Education,1st Quintile,Yes,0.83866,108,147,0.77899,0.89833
2013,First Stage of Tertiary Education,1st Quintile,No,0.16134,39,147,0.10167,0.22101
2013,First Stage of Tertiary Education,2nd Quintile,Yes,0.78166,225,294,0.73435,0.82896
2013,First Stage of Tertiary Education,2nd Quintile,No,0.21834,69,294,0.17104,0.26565
2013,First Stage of Tertiary Education,3rd Quintile,Yes,0.78531,298,392,0.74461,0.82601
2013,First Stage of Tertiary Education,3rd Quintile,No,0.21469,94,392,0.17399,0.25539
2013,First Stage of Tertiary Education,4th Quintile,Yes,0.73974,312,418,0.69763,0.78186
2013,First Stage of Tertiary Education,4th Quintile,No,0.26026,106,418,0.21814,0.30237
2013,First Stage of Tertiary Education,5th Quintile,Yes,0.63454,283,421,0.58848,0.68059
2013,First Stage of Tertiary Education,5th Quintile,No,0.36546,138,421,0.31941,0.41152
2013,Second Stage of Tertiary Education,1st Quintile,Yes,0.71865,271,401,0.67458,0.76271
2013,Second Stage of Tertiary Education,1st Quintile,No,0.28135,130,401,0.23729,0.32542
2013,Second Stage of Tertiary Education,2nd Quintile,Yes,0.71479,450,620,0.67922,0.75036
2013,Second Stage of Tertiary Education,2nd Quintile,No,0.28521,170,620,0.24964,0.32078
2013,Second Stage of Tertiary Education,3rd Quintile,Yes,0.80520,666,875,0.77894,0.83146
2013,Second Stage of Tertiary Education,3rd Quintile,No,0.19480,209,875,0.16854,0.22106
2013,Second Stage of Tertiary Education,4th Quintile,Yes,0.72728,962,1325,0.70329,0.75127
2013,Second Stage of Tertiary Education,4th Quintile,No,0.27272,363,1325,0.24873,0.29671
2013,Second Stage of Tertiary Education,5th Quintile,Yes,0.73774,1893,2631,0.72093,0.75455
2013,Second Stage of Tertiary Education,5th Quintile,No,0.26226,738,2631,0.24545,0.27907
2014,No answer / don't know,1st Quintile,Yes,0.66610,164,266,0.60932,0.72288
2014,No answer / don't know,1st Quintile,No,0.33390,102,266,0.27712,0.39068
2014,No answer / don't know,2nd Quintile,Yes,0.53673,74,111,0.44354,0.62992
2014,No answer / don't know,2nd Quintile,No,0.46327,37,111,0.37008,0.55646
2014,No answer / don't know,3rd Quintile,Yes,0.81907,69,69,0.72758,0.91057
2014,No answer / don't know,4th Quintile,Yes,0.55454,32,65,0.43277,0.67630
2014,No answer / don't know,4th Quintile,No,0.44546,33,65,0.32370,0.56723
2014,No answer / don't know,5th Quintile,Yes,0.64444,44,44,0.50137,0.78752
2014,Pre-primary Level,1st Quintile,Yes,0.65746,96,147,0.58048,0.73444
2014,Pre-primary Level,1st Quintile,No,0.34254,51,147,0.26556,0.41952
2014,Pre-primary Level,2nd Quintile,Yes,0.54815,51,95,0.44754,0.64876
2014,Pre-primary Level,2nd Quintile,No,0.45185,44,95,0.35124,0.55246
2014,Pre-primary Level,3rd Quintile,Yes,0.55428,43,43,0.40396,0.70461
2014,Pre-primary Level,4th Quintile,Yes,0.59600,39,39,0.43998,0.75202
2014,Pre-primary Level,5th Quintile,Yes,0.58640,41,41,0.43378,0.73902
2014,Primary Level,1st Quintile,Yes,0.75044,245,337,0.70417,0.79672
2014,Primary Level,1st Quintile,No,0.24956,92,337,0.20328,0.29583
2014,Primary Level,2nd Quintile,Yes,0.75282,70,70,0.65104,0.85461
2014,Primary Level,3rd Quintile,Yes,0.80692,33,33,0.67016,0.94368
2014,Lower Secondary Level,1st Quintile,Yes,0.73153,884,1268,0.70713,0.75594
2014,Lower Secondary Level,1st Quintile,No,0.26847,384,1268,0.24406,0.29287
2014,Lower Secondary Level,2nd Quintile,Yes,0.75606,564,825,0.72673,0.78538
2014,Lower Secondary Level,2nd Quintile,No,0.24394,261,825,0.21462,0.27327
2014,Lower Secondary Level,3rd Quintile,Yes,0.74117,408,548,0.70446,0.77787
2014,Lower Secondary Level,3rd Quintile,No,0.25883,140,548,0.22213,0.29554
2014,Lower Secondary Level,4th Quintile,Yes,0.71384,230,333,0.66522,0.76246
2014,Lower Secondary Level,4th Quintile,No,0.28616,103,333,0.23754,0.33478
2014,Lower Secondary Level,5th Quintile,Yes,0.75301,88,125,0.67710,0.82892
2014,Lower Secondary Level,5th Quintile,No,0.24699,37,125,0.17108,0.32290
2014,Upper Secondary Level,1st Quintile,Yes,0.70811,1926,2752,0.69112,0.72510
2014,Upper Secondary Level,1st Quintile,No,0.29189,826,2752,0.27490,0.30888
2014,Upper Secondary Level,2nd Quintile,Yes,0.71673,2116,3009,0.70062,0.73283
2014,Upper Secondary Level,2nd Quintile,No,0.28327,893,3009,0.26717,0.29938
2014,Upper Secondary Level,3rd Quintile,Yes,0.72133,1855,2645,0.70424,0.73842
2014,Upper Secondary Level,3rd Quintile,No,0.27867,790,2645,0.26158,0.29576
2014,Upper Secondary Level,4th Quintile,Yes,0.71479,1720,2417,0.69679,0.73280
2014,Upper Secondary Level,4th Quintile,No,0.28521,697,2417,0.26720,0.30321
2014,Upper Secondary Level,5th Quintile,Yes,0.72532,1207,1665,0.70387,0.74676
2014,Upper Secondary Level,5th Quintile,No,0.27468,458,1665,0.25324,0.29613
2014,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.68635,252,365,0.63868,0.73401
2014,Post-secondary Non-tertiary Level,1st Quintile,No,0.31365,113,365,0.26599,0.36132
2014,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.60024,273,412,0.55288,0.64760
2014,Post-secondary Non-tertiary Level,2nd Quintile,No,0.39976,139,412,0.35240,0.44712
2014,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.74824,306,422,0.70678,0.78970
2014,Post-secondary Non-tertiary Level,3rd Quintile,No,0.25176,116,422,0.21030,0.29322
2014,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.69037,310,457,0.64793,0.73281
2014,Post-secondary Non-tertiary Level,4th Quintile,No,0.30963,147,457,0.26719,0.35207
2014,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.73041,279,383,0.68591,0.77491
2014,Post-secondary Non-tertiary Level,5th Quintile,No,0.26959,104,383,0.22509,0.31409
2014,First Stage of Tertiary Education,1st Quintile,Yes,0.86593,100,100,0.79882,0.93305
2014,First Stage of Tertiary Education,2nd Quintile,Yes,0.82444,215,276,0.77948,0.86941
2014,First Stage of Tertiary Education,2nd Quintile,No,0.17556,61,276,0.13059,0.22052
2014,First Stage of Tertiary Education,3rd Quintile,Yes,0.69046,246,345,0.64160,0.73931
2014,First Stage of Tertiary Education,3rd Quintile,No,0.30954,99,345,0.26069,0.35840
2014,First Stage of Tertiary Education,4th Quintile,Yes,0.65867,289,430,0.61381,0.70354
2014,First Stage of Tertiary Education,4th Quintile,No,0.34133,141,430,0.29646,0.38619
2014,First Stage of Tertiary Education,5th Quintile,Yes,0.69843,282,410,0.65395,0.74291
2014,First Stage of Tertiary Education,5th Quintile,No,0.30157,128,410,0.25709,0.34605
2014,Second Stage of Tertiary Education,1st Quintile,Yes,0.71660,372,533,0.67830,0.75489
2014,Second Stage of Tertiary Education,1st Quintile,No,0.28340,161,533,0.24511,0.32170
2014,Second Stage of Tertiary Education,2nd Quintile,Yes,0.71897,472,659,0.68462,0.75331
2014,Second Stage of Tertiary Education,2nd Quintile,No,0.28103,187,659,0.24669,0.31538
2014,Second Stage of Tertiary Education,3rd Quintile,Yes,0.75645,728,987,0.72966,0.78325
2014,Second Stage of Tertiary Education,3rd Quintile,No,0.24355,259,987,0.21675,0.27034
2014,Second Stage of Tertiary Education,4th Quintile,Yes,0.73993,944,1359,0.71660,0.76326
2014,Second Stage of Tertiary Education,4th Quintile,No,0.26007,415,1359,0.23674,0.28340
2014,Second Stage of Tertiary Education,5th Quintile,Yes,0.69871,1862,2667,0.68129,0.71613
2014,Second Stage of Tertiary Education,5th Quintile,No,0.30129,805,2667,0.28387,0.31871
2015,No answer / don't know,1st Quintile,Yes,0.69403,165,235,0.63499,0.75308
2015,No answer / don't know,1st Quintile,No,0.30597,70,235,0.24692,0.36501
2015,No answer / don't know,2nd Quintile,Yes,0.58214,82,139,0.49985,0.66443
2015,No answer / don't know,2nd Quintile,No,0.41786,57,139,0.33557,0.50015
2015,No answer / don't know,3rd Quintile,Yes,0.64357,60,105,0.55152,0.73562
2015,No answer / don't know,3rd Quintile,No,0.35643,45,105,0.26438,0.44848
2015,No answer / don't know,4th Quintile,Yes,0.60716,38,38,0.44979,0.76453
2015,No answer / don't know,5th Quintile,Yes,0.56454,39,39,0.40690,0.72219
2015,Pre-primary Level,1st Quintile,Yes,0.73998,72,106,0.65607,0.82388
2015,Pre-primary Level,1st Quintile,No,0.26002,34,106,0.17612,0.34393
2015,Pre-primary Level,2nd Quintile,Yes,0.47797,44,44,0.32866,0.62727
2015,Pre-primary Level,3rd Quintile,Yes,0.80131,46,46,0.68473,0.91790
2015,Pre-primary Level,4th Quintile,Yes,0.66906,34,34,0.50851,0.82961
2015,Pre-primary Level,5th Quintile,Yes,0.78174,36,36,0.64490,0.91859
2015,Primary Level,1st Quintile,Yes,0.79521,190,261,0.74616,0.84426
2015,Primary Level,1st Quintile,No,0.20479,71,261,0.15574,0.25384
2015,Primary Level,2nd Quintile,Yes,0.73828,61,61,0.62705,0.84950
2015,Primary Level,3rd Quintile,Yes,0.83706,31,31,0.70491,0.96922
2015,Lower Secondary Level,1st Quintile,Yes,0.69472,760,1094,0.66742,0.72202
2015,Lower Secondary Level,1st Quintile,No,0.30528,334,1094,0.27798,0.33258
2015,Lower Secondary Level,2nd Quintile,Yes,0.73125,511,713,0.69869,0.76381
2015,Lower Secondary Level,2nd Quintile,No,0.26875,202,713,0.23619,0.30131
2015,Lower Secondary Level,3rd Quintile,Yes,0.70753,324,468,0.66627,0.74878
2015,Lower Secondary Level,3rd Quintile,No,0.29247,144,468,0.25122,0.33373
2015,Lower Secondary Level,4th Quintile,Yes,0.69855,188,266,0.64329,0.75380
2015,Lower Secondary Level,4th Quintile,No,0.30145,78,266,0.24620,0.35671
2015,Lower Secondary Level,5th Quintile,Yes,0.70264,87,124,0.62185,0.78342
2015,Lower Secondary Level,5th Quintile,No,0.29736,37,124,0.21658,0.37815
2015,Upper Secondary Level,1st Quintile,Yes,0.72002,1692,2429,0.70216,0.73788
2015,Upper Secondary Level,1st Quintile,No,0.27998,737,2429,0.26212,0.29784
2015,Upper Secondary Level,2nd Quintile,Yes,0.74166,2085,2877,0.72566,0.75765
2015,Upper Secondary Level,2nd Quintile,No,0.25834,792,2877,0.24235,0.27434
2015,Upper Secondary Level,3rd Quintile,Yes,0.72722,1774,2502,0.70976,0.74467
2015,Upper Secondary Level,3rd Quintile,No,0.27278,728,2502,0.25533,0.29024
2015,Upper Secondary Level,4th Quintile,Yes,0.74064,1593,2236,0.72247,0.75881
2015,Upper Secondary Level,4th Quintile,No,0.25936,643,2236,0.24119,0.27753
2015,Upper Secondary Level,5th Quintile,Yes,0.72387,1115,1561,0.70169,0.74606
2015,Upper Secondary Level,5th Quintile,No,0.27613,446,1561,0.25394,0.29831
2015,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.72847,238,336,0.68084,0.77610
2015,Post-secondary Non-tertiary Level,1st Quintile,No,0.27153,98,336,0.22390,0.31916
2015,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.58508,270,418,0.53779,0.63237
2015,Post-secondary Non-tertiary Level,2nd Quintile,No,0.41492,148,418,0.36763,0.46221
2015,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71940,293,426,0.67669,0.76212
2015,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28060,133,426,0.23788,0.32331
2015,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.73463,287,410,0.69184,0.77742
2015,Post-secondary Non-tertiary Level,4th Quintile,No,0.26537,123,410,0.22258,0.30816
2015,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.68265,251,359,0.63443,0.73086
2015,Post-secondary Non-tertiary Level,5th Quintile,No,0.31735,108,359,0.26914,0.36557
2015,First Stage of Tertiary Education,1st Quintile,Yes,0.88106,93,93,0.81491,0.94721
2015,First Stage of Tertiary Education,2nd Quintile,Yes,0.74614,195,277,0.69480,0.79749
2015,First Stage of Tertiary Education,2nd Quintile,No,0.25386,82,277,0.20251,0.30520
2015,First Stage of Tertiary Education,3rd Quintile,Yes,0.71988,229,321,0.67068,0.76908
2015,First Stage of Tertiary Education,3rd Quintile,No,0.28012,92,321,0.23092,0.32932
2015,First Stage of Tertiary Education,4th Quintile,Yes,0.70876,272,393,0.66379,0.75374
2015,First Stage of Tertiary Education,4th Quintile,No,0.29124,121,393,0.24626,0.33621
2015,First Stage of Tertiary Education,5th Quintile,Yes,0.67746,266,400,0.63159,0.72333
2015,First Stage of Tertiary Education,5th Quintile,No,0.32254,134,400,0.27667,0.36841
2015,Second Stage of Tertiary Education,1st Quintile,Yes,0.68721,336,485,0.64590,0.72851
2015,Second Stage of Tertiary Education,1st Quintile,No,0.31279,149,485,0.27149,0.35410
2015,Second Stage of Tertiary Education,2nd Quintile,Yes,0.71913,456,650,0.68455,0.75371
2015,Second Stage of Tertiary Education,2nd Quintile,No,0.28087,194,650,0.24629,0.31545
2015,Second Stage of Tertiary Education,3rd Quintile,Yes,0.70377,644,900,0.67392,0.73362
2015,Second Stage of Tertiary Education,3rd Quintile,No,0.29623,256,900,0.26638,0.32608
2015,Second Stage of Tertiary Education,4th Quintile,Yes,0.79129,959,1301,0.76920,0.81338
2015,Second Stage of Tertiary Education,4th Quintile,No,0.20871,342,1301,0.18662,0.23080
2015,Second Stage of Tertiary Education,5th Quintile,Yes,0.70348,1769,2523,0.68566,0.72131
2015,Second Stage of Tertiary Education,5th Quintile,No,0.29652,754,2523,0.27869,0.31434
2016,No answer / don't know,1st Quintile,Yes,0.66576,152,246,0.60669,0.72483
2016,No answer / don't know,1st Quintile,No,0.33424,94,246,0.27517,0.39331
2016,No answer / don't know,2nd Quintile,Yes,0.59654,79,128,0.51121,0.68186
2016,No answer / don't know,2nd Quintile,No,0.40346,49,128,0.31814,0.48879
2016,No answer / don't know,3rd Quintile,Yes,0.62876,54,88,0.52723,0.73028
2016,No answer / don't know,3rd Quintile,No,0.37124,34,88,0.26972,0.47277
2016,No answer / don't know,4th Quintile,Yes,0.74520,45,76,0.64658,0.84382
2016,No answer / don't know,4th Quintile,No,0.25480,31,76,0.15618,0.35342
2016,Pre-primary Level,1st Quintile,Yes,0.70598,66,98,0.61532,0.79665
2016,Pre-primary Level,1st Quintile,No,0.29402,32,98,0.20335,0.38468
2016,Pre-primary Level,2nd Quintile,Yes,0.51150,45,78,0.39985,0.62315
2016,Pre-primary Level,2nd Quintile,No,0.48850,33,78,0.37685,0.60015
2016,Pre-primary Level,3rd Quintile,Yes,0.46478,32,32,0.28920,0.64036
2016,Pre-primary Level,4th Quintile,Yes,0.65863,36,36,0.50154,0.81572
2016,Pre-primary Level,5th Quintile,Yes,0.71391,35,35,0.56200,0.86582
2016,Primary Level,1st Quintile,Yes,0.73486,170,251,0.68014,0.78957
2016,Primary Level,1st Quintile,No,0.26514,81,251,0.21043,0.31986
2016,Primary Level,2nd Quintile,Yes,0.71919,56,56,0.60042,0.83796
2016,Lower Secondary Level,1st Quintile,Yes,0.72331,740,1055,0.69631,0.75032
2016,Lower Secondary Level,1st Quintile,No,0.27669,315,1055,0.24968,0.30369
2016,Lower Secondary Level,2nd Quintile,Yes,0.69240,478,686,0.65784,0.72697
2016,Lower Secondary Level,2nd Quintile,No,0.30760,208,686,0.27303,0.34216
2016,Lower Secondary Level,3rd Quintile,Yes,0.71478,293,431,0.67210,0.75745
2016,Lower Secondary Level,3rd Quintile,No,0.28522,138,431,0.24255,0.32790
2016,Lower Secondary Level,4th Quintile,Yes,0.74809,179,249,0.69406,0.80212
2016,Lower Secondary Level,4th Quintile,No,0.25191,70,249,0.19788,0.30594
2016,Lower Secondary Level,5th Quintile,Yes,0.65975,89,128,0.57735,0.74215
2016,Lower Secondary Level,5th Quintile,No,0.34025,39,128,0.25785,0.42265
2016,Upper Secondary Level,1st Quintile,Yes,0.73263,1628,2320,0.71462,0.75064
2016,Upper Secondary Level,1st Quintile,No,0.26737,692,2320,0.24936,0.28538
2016,Upper Secondary Level,2nd Quintile,Yes,0.73445,1912,2717,0.71784,0.75106
2016,Upper Secondary Level,2nd Quintile,No,0.26555,805,2717,0.24894,0.28216
2016,Upper Secondary Level,3rd Quintile,Yes,0.68695,1630,2344,0.66817,0.70573
2016,Upper Secondary Level,3rd Quintile,No,0.31305,714,2344,0.29427,0.33183
2016,Upper Secondary Level,4th Quintile,Yes,0.73133,1434,2081,0.71228,0.75038
2016,Upper Secondary Level,4th Quintile,No,0.26867,647,2081,0.24962,0.28772
2016,Upper Secondary Level,5th Quintile,Yes,0.70215,1033,1460,0.67868,0.72562
2016,Upper Secondary Level,5th Quintile,No,0.29785,427,1460,0.27438,0.32132
2016,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.63445,262,361,0.58470,0.68420
2016,Post-secondary Non-tertiary Level,1st Quintile,No,0.36555,99,361,0.31580,0.41530
2016,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.69678,296,452,0.65436,0.73921
2016,Post-secondary Non-tertiary Level,2nd Quintile,No,0.30322,156,452,0.26079,0.34564
2016,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.72407,292,426,0.68158,0.76657
2016,Post-secondary Non-tertiary Level,3rd Quintile,No,0.27593,134,426,0.23343,0.31842
2016,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.71636,283,424,0.67340,0.75932
2016,Post-secondary Non-tertiary Level,4th Quintile,No,0.28364,141,424,0.24068,0.32660
2016,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.60477,230,347,0.55325,0.65629
2016,Post-secondary Non-tertiary Level,5th Quintile,No,0.39523,117,347,0.34371,0.44675
2016,First Stage of Tertiary Education,1st Quintile,Yes,0.84440,83,83,0.76594,0.92285
2016,First Stage of Tertiary Education,2nd Quintile,Yes,0.73784,186,257,0.68396,0.79171
2016,First Stage of Tertiary Education,2nd Quintile,No,0.26216,71,257,0.20829,0.31604
2016,First Stage of Tertiary Education,3rd Quintile,Yes,0.64980,199,300,0.59572,0.70387
2016,First Stage of Tertiary Education,3rd Quintile,No,0.35020,101,300,0.29613,0.40428
2016,First Stage of Tertiary Education,4th Quintile,Yes,0.70658,242,345,0.65846,0.75470
2016,First Stage of Tertiary Education,4th Quintile,No,0.29342,103,345,0.24530,0.34154
2016,First Stage of Tertiary Education,5th Quintile,Yes,0.69201,278,381,0.64560,0.73843
2016,First Stage of Tertiary Education,5th Quintile,No,0.30799,103,381,0.26157,0.35440
2016,Second Stage of Tertiary Education,1st Quintile,Yes,0.66459,375,540,0.62473,0.70445
2016,Second Stage of Tertiary Education,1st Quintile,No,0.33541,165,540,0.29555,0.37527
2016,Second Stage of Tertiary Education,2nd Quintile,Yes,0.74656,458,643,0.71291,0.78021
2016,Second Stage of Tertiary Education,2nd Quintile,No,0.25344,185,643,0.21979,0.28709
2016,Second Stage of Tertiary Education,3rd Quintile,Yes,0.73025,638,906,0.70133,0.75916
2016,Second Stage of Tertiary Education,3rd Quintile,No,0.26975,268,906,0.24084,0.29867
2016,Second Stage of Tertiary Education,4th Quintile,Yes,0.73300,951,1365,0.70952,0.75647
2016,Second Stage of Tertiary Education,4th Quintile,No,0.26700,414,1365,0.24353,0.29048
2016,Second Stage of Tertiary Education,5th Quintile,Yes,0.71769,1695,2407,0.69970,0.73567
2016,Second Stage of Tertiary Education,5th Quintile,No,0.28231,712,2407,0.26433,0.30030
2017,No answer / don't know,1st Quintile,Yes,0.74185,172,247,0.68717,0.79654
2017,No answer / don't know,1st Quintile,No,0.25815,75,247,0.20346,0.31283
2017,No answer / don't know,2nd Quintile,Yes,0.73627,91,130,0.66022,0.81231
2017,No answer / don't know,2nd Quintile,No,0.26373,39,130,0.18769,0.33978
2017,No answer / don't know,3rd Quintile,Yes,0.59394,39,76,0.48279,0.70508
2017,No answer / don't know,3rd Quintile,No,0.40606,37,76,0.29492,0.51721
2017,No answer / don't know,4th Quintile,Yes,0.69285,56,56,0.57093,0.81477
2017,No answer / don't know,5th Quintile,Yes,0.47241,33,33,0.29943,0.64539
2017,Pre-primary Level,1st Quintile,Yes,0.63667,62,62,0.51597,0.75736
2017,Pre-primary Level,2nd Quintile,Yes,0.67353,45,45,0.53497,0.81209
2017,Pre-primary Level,3rd Quintile,Yes,0.72272,43,43,0.58733,0.85810
2017,Pre-primary Level,4th Quintile,Yes,0.64549,38,38,0.49135,0.79963
2017,Pre-primary Level,5th Quintile,Yes,0.92677,40,40,0.84500,1.00853
2017,Primary Level,1st Quintile,Yes,0.78666,177,239,0.73461,0.83870
2017,Primary Level,1st Quintile,No,0.21334,62,239,0.16130,0.26539
2017,Primary Level,2nd Quintile,Yes,0.60214,48,79,0.49352,0.71077
2017,Primary Level,2nd Quintile,No,0.39786,31,79,0.28923,0.50648
2017,Lower Secondary Level,1st Quintile,Yes,0.74038,715,994,0.71311,0.76765
2017,Lower Secondary Level,1st Quintile,No,0.25962,279,994,0.23235,0.28689
2017,Lower Secondary Level,2nd Quintile,Yes,0.73086,434,620,0.69593,0.76580
2017,Lower Secondary Level,2nd Quintile,No,0.26914,186,620,0.23420,0.30407
2017,Lower Secondary Level,3rd Quintile,Yes,0.75875,297,400,0.71677,0.80073
2017,Lower Secondary Level,3rd Quintile,No,0.24125,103,400,0.19927,0.28323
2017,Lower Secondary Level,4th Quintile,Yes,0.81193,189,242,0.76260,0.86127
2017,Lower Secondary Level,4th Quintile,No,0.18807,53,242,0.13873,0.23740
2017,Lower Secondary Level,5th Quintile,Yes,0.67042,71,102,0.57874,0.76209
2017,Lower Secondary Level,5th Quintile,No,0.32958,31,102,0.23791,0.42126
2017,Upper Secondary Level,1st Quintile,Yes,0.74808,1530,2160,0.72977,0.76639
2017,Upper Secondary Level,1st Quintile,No,0.25192,630,2160,0.23361,0.27023
2017,Upper Secondary Level,2nd Quintile,Yes,0.72535,1808,2552,0.70803,0.74267
2017,Upper Secondary Level,2nd Quintile,No,0.27465,744,2552,0.25733,0.29197
2017,Upper Secondary Level,3rd Quintile,Yes,0.73727,1612,2222,0.71896,0.75557
2017,Upper Secondary Level,3rd Quintile,No,0.26273,610,2222,0.24443,0.28104
2017,Upper Secondary Level,4th Quintile,Yes,0.76963,1448,1940,0.75089,0.78838
2017,Upper Secondary Level,4th Quintile,No,0.23037,492,1940,0.21162,0.24911
2017,Upper Secondary Level,5th Quintile,Yes,0.71751,977,1368,0.69365,0.74138
2017,Upper Secondary Level,5th Quintile,No,0.28249,391,1368,0.25862,0.30635
2017,Post-secondary Non-tertiary Level,1st Quintile,Yes,0.74596,244,339,0.69955,0.79237
2017,Post-secondary Non-tertiary Level,1st Quintile,No,0.25404,95,339,0.20763,0.30045
2017,Post-secondary Non-tertiary Level,2nd Quintile,Yes,0.59600,257,417,0.54884,0.64315
2017,Post-secondary Non-tertiary Level,2nd Quintile,No,0.40400,160,417,0.35685,0.45116
2017,Post-secondary Non-tertiary Level,3rd Quintile,Yes,0.71291,289,399,0.66846,0.75735
2017,Post-secondary Non-tertiary Level,3rd Quintile,No,0.28709,110,399,0.24265,0.33154
2017,Post-secondary Non-tertiary Level,4th Quintile,Yes,0.86138,285,373,0.82626,0.89649
2017,Post-secondary Non-tertiary Level,4th Quintile,No,0.13862,88,373,0.10351,0.17374
2017,Post-secondary Non-tertiary Level,5th Quintile,Yes,0.68628,217,318,0.63520,0.73736
2017,Post-secondary Non-tertiary Level,5th Quintile,No,0.31372,101,318,0.26264,0.36480
2017,First Stage of Tertiary Education,1st Quintile,Yes,0.79616,74,74,0.70374,0.88857
2017,First Stage of Tertiary Education,2nd Quintile,Yes,0.76706,170,237,0.71312,0.82099
2017,First Stage of Tertiary Education,2nd Quintile,No,0.23294,67,237,0.17901,0.28688
2017,First Stage of Tertiary Education,3rd Quintile,Yes,0.74712,207,281,0.69621,0.79804
2017,First Stage of Tertiary Education,3rd Quintile,No,0.25288,74,281,0.20196,0.30379
2017,First Stage of Tertiary Education,4th Quintile,Yes,0.74798,245,334,0.70135,0.79462
2017,First Stage of Tertiary Education,4th Quintile,No,0.25202,89,334,0.20538,0.29865
2017,First Stage of Tertiary Education,5th Quintile,Yes,0.68515,253,351,0.63649,0.73381
2017,First Stage of Tertiary Education,5th Quintile,No,0.31485,98,351,0.26619,0.36351
2017,Second Stage of Tertiary Education,1st Quintile,Yes,0.76196,355,465,0.72321,0.80071
2017,Second Stage of Tertiary Education,1st Quintile,No,0.23804,110,465,0.19929,0.27679
2017,Second Stage of Tertiary Education,2nd Quintile,Yes,0.77960,474,648,0.74766,0.81154
2017,Second Stage of Tertiary Education,2nd Quintile,No,0.22040,174,648,0.18846,0.25234
2017,Second Stage of Tertiary Education,3rd Quintile,Yes,0.73784,668,913,0.70930,0.76639
2017,Second Stage of Tertiary Education,3rd Quintile,No,0.26216,245,913,0.23361,0.29070
2017,Second Stage of Tertiary Education,4th Quintile,Yes,0.71674,912,1291,0.69215,0.74133
2017,Second Stage of Tertiary Education,4th Quintile,No,0.28326,379,1291,0.25867,0.30785
2017,Second Stage of Tertiary Education,5th Quintile,Yes,0.71819,1642,2282,0.69973,0.73665
2017,Second Stage of Tertiary Education,5th Quintile,No,0.28181,640,2282,0.26335,0.30027
