year,age_gr,quintil_oecd,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,30-45 y.,5th Quintile,Yes,0.61946,501,794,0.58566,0.65325
1995,30-45 y.,5th Quintile,No,0.37707,293,794,0.34334,0.41081
1995,46-65 y.,1st Quintile,Yes,0.76071,494,640,0.72762,0.79379
1995,46-65 y.,1st Quintile,No,0.23368,146,640,0.20087,0.26649
1995,46-65 y.,2nd Quintile,Yes,0.77245,551,715,0.74169,0.80320
1995,46-65 y.,2nd Quintile,No,0.21087,164,715,0.18095,0.24079
1995,46-65 y.,3rd Quintile,Yes,0.75146,541,736,0.72022,0.78270
1995,46-65 y.,3rd Quintile,No,0.24171,195,736,0.21076,0.27266
1995,46-65 y.,4th Quintile,Yes,0.73979,654,882,0.71082,0.76876
1995,46-65 y.,4th Quintile,No,0.25111,228,882,0.22247,0.27974
1995,46-65 y.,5th Quintile,Yes,0.70919,690,956,0.68038,0.73799
1995,46-65 y.,5th Quintile,No,0.27434,266,956,0.24605,0.30264
1995,66 and older,1st Quintile,Yes,0.86896,257,297,0.83051,0.90740
1995,66 and older,1st Quintile,No,0.11074,40,297,0.07499,0.14649
1995,66 and older,2nd Quintile,Yes,0.88423,364,398,0.85276,0.91570
1995,66 and older,2nd Quintile,No,0.09034,34,398,0.06214,0.11854
1995,66 and older,3rd Quintile,Yes,0.85793,285,321,0.81968,0.89618
1995,66 and older,3rd Quintile,No,0.12479,36,321,0.08858,0.16100
1995,66 and older,4th Quintile,Yes,0.90466,244,244,0.86774,0.94159
1995,66 and older,5th Quintile,Yes,0.87761,190,190,0.83088,0.92433
1996,17-29 y.,1st Quintile,Yes,0.62639,458,749,0.59172,0.66106
1996,17-29 y.,1st Quintile,No,0.36195,291,749,0.32751,0.39638
1996,17-29 y.,2nd Quintile,Yes,0.64528,429,684,0.60939,0.68116
1996,17-29 y.,2nd Quintile,No,0.34494,255,684,0.30929,0.38059
1996,17-29 y.,3rd Quintile,Yes,0.57996,365,589,0.54006,0.61985
1996,17-29 y.,3rd Quintile,No,0.38262,224,589,0.34334,0.42191
1996,17-29 y.,4th Quintile,Yes,0.61639,417,656,0.57915,0.65363
1996,17-29 y.,4th Quintile,No,0.36522,239,656,0.32834,0.40209
1996,17-29 y.,5th Quintile,Yes,0.62720,269,449,0.58242,0.67198
1996,17-29 y.,5th Quintile,No,0.37280,180,449,0.32802,0.41758
1996,30-45 y.,1st Quintile,Yes,0.60735,485,816,0.57383,0.64088
1996,30-45 y.,1st Quintile,No,0.36774,331,816,0.33464,0.40085
1996,30-45 y.,2nd Quintile,Yes,0.61740,618,999,0.58725,0.64755
1996,30-45 y.,2nd Quintile,No,0.36968,381,999,0.33973,0.39963
1996,30-45 y.,3rd Quintile,Yes,0.67584,637,921,0.64559,0.70608
1996,30-45 y.,3rd Quintile,No,0.31251,284,921,0.28256,0.34246
1996,30-45 y.,4th Quintile,Yes,0.66329,583,876,0.63198,0.69460
1996,30-45 y.,4th Quintile,No,0.32980,293,876,0.29865,0.36095
1996,30-45 y.,5th Quintile,Yes,0.61897,509,775,0.58475,0.65318
1996,30-45 y.,5th Quintile,No,0.37127,266,775,0.33723,0.40531
1996,46-65 y.,1st Quintile,Yes,0.75092,471,613,0.71666,0.78519
1996,46-65 y.,1st Quintile,No,0.21275,142,613,0.18033,0.24518
1996,46-65 y.,2nd Quintile,Yes,0.76793,497,644,0.73530,0.80056
1996,46-65 y.,2nd Quintile,No,0.22101,147,644,0.18894,0.25308
1996,46-65 y.,3rd Quintile,Yes,0.73000,565,776,0.69874,0.76125
1996,46-65 y.,3rd Quintile,No,0.24927,211,776,0.21882,0.27973
1996,46-65 y.,4th Quintile,Yes,0.74092,646,861,0.71164,0.77020
1996,46-65 y.,4th Quintile,No,0.24499,215,861,0.21624,0.27373
1996,46-65 y.,5th Quintile,Yes,0.74153,722,961,0.71384,0.76922
1996,46-65 y.,5th Quintile,No,0.25297,239,961,0.22547,0.28047
1996,66 and older,1st Quintile,Yes,0.80678,268,324,0.76372,0.84984
1996,66 and older,1st Quintile,No,0.15997,56,324,0.11999,0.19995
1996,66 and older,2nd Quintile,Yes,0.89436,349,383,0.86353,0.92518
1996,66 and older,2nd Quintile,No,0.08590,34,383,0.05780,0.11401
1996,66 and older,3rd Quintile,Yes,0.86057,285,327,0.82297,0.89817
1996,66 and older,3rd Quintile,No,0.12668,42,327,0.09057,0.16279
1996,66 and older,4th Quintile,Yes,0.85952,241,284,0.81904,0.90001
1996,66 and older,4th Quintile,No,0.13438,43,284,0.09464,0.17411
1996,66 and older,5th Quintile,Yes,0.85458,179,179,0.80280,0.90637
1997,17-29 y.,1st Quintile,Yes,0.57507,396,683,0.53797,0.61217
1997,17-29 y.,1st Quintile,No,0.42030,287,683,0.38325,0.45735
1997,17-29 y.,2nd Quintile,Yes,0.61084,402,676,0.57406,0.64762
1997,17-29 y.,2nd Quintile,No,0.38533,274,676,0.34861,0.42204
1997,17-29 y.,3rd Quintile,Yes,0.65304,372,581,0.61430,0.69178
1997,17-29 y.,3rd Quintile,No,0.34191,209,581,0.30331,0.38052
1997,17-29 y.,4th Quintile,Yes,0.59095,372,639,0.55280,0.62910
1997,17-29 y.,4th Quintile,No,0.40905,267,639,0.37090,0.44720
1997,17-29 y.,5th Quintile,Yes,0.62937,279,440,0.58419,0.67455
1997,17-29 y.,5th Quintile,No,0.36860,161,440,0.32348,0.41373
1997,30-45 y.,1st Quintile,Yes,0.58753,472,770,0.55274,0.62232
1997,30-45 y.,1st Quintile,No,0.40782,298,770,0.37309,0.44256
1997,30-45 y.,2nd Quintile,Yes,0.57747,572,990,0.54669,0.60826
1997,30-45 y.,2nd Quintile,No,0.41935,418,990,0.38859,0.45010
1997,30-45 y.,3rd Quintile,Yes,0.63305,587,916,0.60182,0.66428
1997,30-45 y.,3rd Quintile,No,0.36352,329,916,0.33236,0.39469
1997,30-45 y.,4th Quintile,Yes,0.59817,529,868,0.56554,0.63080
1997,30-45 y.,4th Quintile,No,0.39885,339,868,0.36626,0.43145
1997,30-45 y.,5th Quintile,Yes,0.64760,517,804,0.61456,0.68064
1997,30-45 y.,5th Quintile,No,0.35012,287,804,0.31713,0.38311
1997,46-65 y.,1st Quintile,Yes,0.78210,446,586,0.74865,0.81556
1997,46-65 y.,1st Quintile,No,0.21724,140,586,0.18383,0.25066
1997,46-65 y.,2nd Quintile,Yes,0.74477,505,674,0.71183,0.77771
1997,46-65 y.,2nd Quintile,No,0.24894,169,674,0.21627,0.28161
1997,46-65 y.,3rd Quintile,Yes,0.77015,548,715,0.73928,0.80101
1997,46-65 y.,3rd Quintile,No,0.22226,167,715,0.19176,0.25276
1997,46-65 y.,4th Quintile,Yes,0.72746,650,905,0.69843,0.75649
1997,46-65 y.,4th Quintile,No,0.27254,255,905,0.24351,0.30157
1997,46-65 y.,5th Quintile,Yes,0.73575,712,959,0.70783,0.76367
1997,46-65 y.,5th Quintile,No,0.26218,247,959,0.23433,0.29004
1997,66 and older,1st Quintile,Yes,0.87028,293,333,0.83413,0.90642
1997,66 and older,1st Quintile,No,0.10195,40,333,0.06940,0.13450
1997,66 and older,2nd Quintile,Yes,0.87793,378,419,0.84655,0.90932
1997,66 and older,2nd Quintile,No,0.11412,41,419,0.08364,0.14460
1997,66 and older,3rd Quintile,Yes,0.85881,303,338,0.82163,0.89598
1997,66 and older,3rd Quintile,No,0.12623,35,338,0.09077,0.16169
1997,66 and older,4th Quintile,Yes,0.89467,218,249,0.85647,0.93288
1997,66 and older,4th Quintile,No,0.09729,31,249,0.06041,0.13417
1997,66 and older,5th Quintile,Yes,0.85759,201,201,0.80916,0.90603
1998,17-29 y.,1st Quintile,Yes,0.52446,376,687,0.48709,0.56183
1998,17-29 y.,1st Quintile,No,0.46972,311,687,0.43237,0.50707
1998,17-29 y.,2nd Quintile,Yes,0.58840,379,649,0.55051,0.62629
1998,17-29 y.,2nd Quintile,No,0.41062,270,649,0.37274,0.44849
1998,17-29 y.,3rd Quintile,Yes,0.62792,341,538,0.58704,0.66880
1998,17-29 y.,3rd Quintile,No,0.35965,197,538,0.31906,0.40024
1998,17-29 y.,4th Quintile,Yes,0.62215,375,595,0.58315,0.66114
1998,17-29 y.,4th Quintile,No,0.37712,220,595,0.33814,0.41609
1998,17-29 y.,5th Quintile,Yes,0.57862,220,367,0.52803,0.62921
1998,17-29 y.,5th Quintile,No,0.41628,147,367,0.36578,0.46678
1998,30-45 y.,1st Quintile,Yes,0.57177,429,744,0.53619,0.60735
1998,30-45 y.,1st Quintile,No,0.42061,315,744,0.38512,0.45611
1998,30-45 y.,2nd Quintile,Yes,0.57916,549,940,0.54758,0.61073
1998,30-45 y.,2nd Quintile,No,0.41444,391,940,0.38293,0.44595
1998,30-45 y.,3rd Quintile,Yes,0.61549,563,890,0.58351,0.64747
1998,30-45 y.,3rd Quintile,No,0.37584,327,890,0.34400,0.40768
1998,30-45 y.,4th Quintile,Yes,0.59871,523,857,0.56588,0.63155
1998,30-45 y.,4th Quintile,No,0.39040,334,857,0.35772,0.42308
1998,30-45 y.,5th Quintile,Yes,0.62025,475,758,0.58568,0.65483
1998,30-45 y.,5th Quintile,No,0.36842,283,758,0.33406,0.40279
1998,46-65 y.,1st Quintile,Yes,0.69397,397,570,0.65610,0.73183
1998,46-65 y.,1st Quintile,No,0.28073,173,570,0.24380,0.31765
1998,46-65 y.,2nd Quintile,Yes,0.75144,455,614,0.71723,0.78565
1998,46-65 y.,2nd Quintile,No,0.24603,159,614,0.21193,0.28012
1998,46-65 y.,3rd Quintile,Yes,0.74562,539,728,0.71396,0.77728
1998,46-65 y.,3rd Quintile,No,0.24549,189,728,0.21421,0.27678
1998,46-65 y.,4th Quintile,Yes,0.74040,642,858,0.71105,0.76975
1998,46-65 y.,4th Quintile,No,0.25060,216,858,0.22159,0.27962
1998,46-65 y.,5th Quintile,Yes,0.71429,645,911,0.68494,0.74364
1998,46-65 y.,5th Quintile,No,0.27396,266,911,0.24498,0.30293
1998,66 and older,1st Quintile,Yes,0.84920,267,314,0.80956,0.88885
1998,66 and older,1st Quintile,No,0.13274,47,314,0.09515,0.17033
1998,66 and older,2nd Quintile,Yes,0.86470,312,348,0.82871,0.90069
1998,66 and older,2nd Quintile,No,0.10052,36,348,0.06888,0.13216
1998,66 and older,3rd Quintile,Yes,0.89546,335,366,0.86408,0.92685
1998,66 and older,3rd Quintile,No,0.09291,31,366,0.06313,0.12269
1998,66 and older,4th Quintile,Yes,0.86001,232,271,0.81862,0.90140
1998,66 and older,4th Quintile,No,0.13552,39,271,0.09469,0.17635
1998,66 and older,5th Quintile,Yes,0.84524,193,226,0.79798,0.89250
1998,66 and older,5th Quintile,No,0.13672,33,226,0.09183,0.18161
1999,17-29 y.,1st Quintile,Yes,0.58317,428,740,0.54762,0.61871
1999,17-29 y.,1st Quintile,No,0.41065,312,740,0.37518,0.44612
1999,17-29 y.,2nd Quintile,Yes,0.63490,411,641,0.59760,0.67220
1999,17-29 y.,2nd Quintile,No,0.35676,230,641,0.31964,0.39387
1999,17-29 y.,3rd Quintile,Yes,0.67998,409,617,0.64314,0.71682
1999,17-29 y.,3rd Quintile,No,0.31151,208,617,0.27493,0.34808
1999,17-29 y.,4th Quintile,Yes,0.66256,372,561,0.62340,0.70172
1999,17-29 y.,4th Quintile,No,0.33645,189,561,0.29732,0.37558
1999,17-29 y.,5th Quintile,Yes,0.62682,245,399,0.57930,0.67433
1999,17-29 y.,5th Quintile,No,0.37103,154,399,0.32357,0.41849
1999,30-45 y.,1st Quintile,Yes,0.55379,509,860,0.52055,0.58703
1999,30-45 y.,1st Quintile,No,0.43991,351,860,0.40671,0.47310
1999,30-45 y.,2nd Quintile,Yes,0.58439,633,1047,0.55453,0.61426
1999,30-45 y.,2nd Quintile,No,0.40810,414,1047,0.37832,0.43789
1999,30-45 y.,3rd Quintile,Yes,0.64510,638,993,0.61533,0.67488
1999,30-45 y.,3rd Quintile,No,0.34701,355,993,0.31739,0.37663
1999,30-45 y.,4th Quintile,Yes,0.66152,633,949,0.63139,0.69164
1999,30-45 y.,4th Quintile,No,0.33345,316,949,0.30344,0.36346
1999,30-45 y.,5th Quintile,Yes,0.56682,521,847,0.53343,0.60021
1999,30-45 y.,5th Quintile,No,0.43233,326,847,0.39894,0.46571
1999,46-65 y.,1st Quintile,Yes,0.77134,468,606,0.73788,0.80481
1999,46-65 y.,1st Quintile,No,0.21780,138,606,0.18491,0.25069
1999,46-65 y.,2nd Quintile,Yes,0.72299,524,721,0.69030,0.75568
1999,46-65 y.,2nd Quintile,No,0.26928,197,721,0.23688,0.30168
1999,46-65 y.,3rd Quintile,Yes,0.76463,614,791,0.73505,0.79422
1999,46-65 y.,3rd Quintile,No,0.23450,177,791,0.20496,0.26405
1999,46-65 y.,4th Quintile,Yes,0.73713,722,962,0.70930,0.76496
1999,46-65 y.,4th Quintile,No,0.25440,240,962,0.22687,0.28194
1999,46-65 y.,5th Quintile,Yes,0.71013,788,1088,0.68316,0.73710
1999,46-65 y.,5th Quintile,No,0.28873,300,1088,0.26179,0.31567
1999,66 and older,1st Quintile,Yes,0.86468,312,360,0.82929,0.90006
1999,66 and older,1st Quintile,No,0.12659,48,360,0.09220,0.16099
1999,66 and older,2nd Quintile,Yes,0.89420,411,453,0.86584,0.92255
1999,66 and older,2nd Quintile,No,0.09648,42,453,0.06926,0.12370
1999,66 and older,3rd Quintile,Yes,0.88080,367,410,0.84940,0.91220
1999,66 and older,3rd Quintile,No,0.11360,43,410,0.08285,0.14435
1999,66 and older,4th Quintile,Yes,0.86992,262,299,0.83173,0.90812
1999,66 and older,4th Quintile,No,0.13008,37,299,0.09188,0.16827
1999,66 and older,5th Quintile,Yes,0.88440,236,268,0.84605,0.92276
1999,66 and older,5th Quintile,No,0.11277,32,268,0.07483,0.15071
2000,17-29 y.,1st Quintile,Yes,0.55904,401,698,0.52218,0.59590
2000,17-29 y.,1st Quintile,No,0.42923,297,698,0.39248,0.46597
2000,17-29 y.,2nd Quintile,Yes,0.62295,380,619,0.58474,0.66116
2000,17-29 y.,2nd Quintile,No,0.36936,239,619,0.33131,0.40741
2000,17-29 y.,3rd Quintile,Yes,0.58788,345,578,0.54772,0.62804
2000,17-29 y.,3rd Quintile,No,0.41167,233,578,0.37152,0.45183
2000,17-29 y.,4th Quintile,Yes,0.59358,336,531,0.55176,0.63540
2000,17-29 y.,4th Quintile,No,0.40182,195,531,0.36008,0.44356
2000,17-29 y.,5th Quintile,Yes,0.60428,225,365,0.55404,0.65451
2000,17-29 y.,5th Quintile,No,0.39391,140,365,0.34371,0.44410
2000,30-45 y.,1st Quintile,Yes,0.54605,451,789,0.51129,0.58081
2000,30-45 y.,1st Quintile,No,0.44812,338,789,0.41339,0.48284
2000,30-45 y.,2nd Quintile,Yes,0.64053,652,1028,0.61118,0.66988
2000,30-45 y.,2nd Quintile,No,0.35634,376,1028,0.32705,0.38563
2000,30-45 y.,3rd Quintile,Yes,0.59939,587,947,0.56817,0.63062
2000,30-45 y.,3rd Quintile,No,0.40061,360,947,0.36938,0.43183
2000,30-45 y.,4th Quintile,Yes,0.63132,577,926,0.60023,0.66241
2000,30-45 y.,4th Quintile,No,0.36487,349,926,0.33385,0.39590
2000,30-45 y.,5th Quintile,Yes,0.61323,552,876,0.58096,0.64550
2000,30-45 y.,5th Quintile,No,0.38132,324,876,0.34914,0.41351
2000,46-65 y.,1st Quintile,Yes,0.75059,478,637,0.71697,0.78422
2000,46-65 y.,1st Quintile,No,0.24941,159,637,0.21578,0.28303
2000,46-65 y.,2nd Quintile,Yes,0.73693,484,666,0.70347,0.77040
2000,46-65 y.,2nd Quintile,No,0.25760,182,666,0.22436,0.29084
2000,46-65 y.,3rd Quintile,Yes,0.75297,608,802,0.72310,0.78284
2000,46-65 y.,3rd Quintile,No,0.23994,194,802,0.21036,0.26951
2000,46-65 y.,4th Quintile,Yes,0.71054,675,944,0.68159,0.73948
2000,46-65 y.,4th Quintile,No,0.28519,269,944,0.25637,0.31401
2000,46-65 y.,5th Quintile,Yes,0.71549,756,1039,0.68804,0.74293
2000,46-65 y.,5th Quintile,No,0.27904,283,1039,0.25175,0.30633
2000,66 and older,1st Quintile,Yes,0.87215,393,451,0.84130,0.90300
2000,66 and older,1st Quintile,No,0.12609,58,451,0.09542,0.15676
2000,66 and older,2nd Quintile,Yes,0.88434,396,438,0.85435,0.91433
2000,66 and older,2nd Quintile,No,0.10593,42,438,0.07707,0.13478
2000,66 and older,3rd Quintile,Yes,0.87552,334,377,0.84215,0.90889
2000,66 and older,3rd Quintile,No,0.11695,43,377,0.08447,0.14943
2000,66 and older,4th Quintile,Yes,0.89065,254,254,0.85219,0.92911
2000,66 and older,5th Quintile,Yes,0.86498,209,242,0.82184,0.90813
2000,66 and older,5th Quintile,No,0.12529,33,242,0.08350,0.16709
2001,17-29 y.,1st Quintile,Yes,0.57257,577,991,0.54176,0.60339
2001,17-29 y.,1st Quintile,No,0.42457,414,991,0.39378,0.45536
2001,17-29 y.,2nd Quintile,Yes,0.58361,528,899,0.55137,0.61585
2001,17-29 y.,2nd Quintile,No,0.41188,371,899,0.37969,0.44407
2001,17-29 y.,3rd Quintile,Yes,0.60134,506,833,0.56807,0.63461
2001,17-29 y.,3rd Quintile,No,0.39655,327,833,0.36331,0.42979
2001,17-29 y.,4th Quintile,Yes,0.56910,490,805,0.53487,0.60333
2001,17-29 y.,4th Quintile,No,0.42527,315,805,0.39110,0.45945
2001,17-29 y.,5th Quintile,Yes,0.57992,331,559,0.53897,0.62088
2001,17-29 y.,5th Quintile,No,0.42008,228,559,0.37912,0.46103
2001,30-45 y.,1st Quintile,Yes,0.57444,707,1221,0.54670,0.60218
2001,30-45 y.,1st Quintile,No,0.42324,514,1221,0.39552,0.45097
2001,30-45 y.,2nd Quintile,Yes,0.57557,902,1520,0.55071,0.60042
2001,30-45 y.,2nd Quintile,No,0.41718,618,1520,0.39238,0.44198
2001,30-45 y.,3rd Quintile,Yes,0.61198,994,1569,0.58786,0.63610
2001,30-45 y.,3rd Quintile,No,0.38500,575,1569,0.36092,0.40909
2001,30-45 y.,4th Quintile,Yes,0.62856,983,1541,0.60443,0.65269
2001,30-45 y.,4th Quintile,No,0.36675,558,1541,0.34268,0.39082
2001,30-45 y.,5th Quintile,Yes,0.62621,909,1458,0.60136,0.65105
2001,30-45 y.,5th Quintile,No,0.37368,549,1458,0.34884,0.39852
2001,46-65 y.,1st Quintile,Yes,0.76352,723,933,0.73624,0.79081
2001,46-65 y.,1st Quintile,No,0.22994,210,933,0.20293,0.25696
2001,46-65 y.,2nd Quintile,Yes,0.74395,825,1109,0.71825,0.76965
2001,46-65 y.,2nd Quintile,No,0.25136,284,1109,0.22581,0.27690
2001,46-65 y.,3rd Quintile,Yes,0.70404,1004,1393,0.68006,0.72802
2001,46-65 y.,3rd Quintile,No,0.28861,389,1393,0.26481,0.31242
2001,46-65 y.,4th Quintile,Yes,0.70342,1195,1657,0.68142,0.72542
2001,46-65 y.,4th Quintile,No,0.28856,462,1657,0.26674,0.31039
2001,46-65 y.,5th Quintile,Yes,0.70676,1397,1964,0.68662,0.72690
2001,46-65 y.,5th Quintile,No,0.28422,567,1964,0.26427,0.30417
2001,66 and older,1st Quintile,Yes,0.87605,619,705,0.85170,0.90039
2001,66 and older,1st Quintile,No,0.11795,86,705,0.09412,0.14178
2001,66 and older,2nd Quintile,Yes,0.84759,725,836,0.82321,0.87197
2001,66 and older,2nd Quintile,No,0.14549,111,836,0.12157,0.16940
2001,66 and older,3rd Quintile,Yes,0.89530,645,721,0.87293,0.91766
2001,66 and older,3rd Quintile,No,0.09779,76,721,0.07610,0.11949
2001,66 and older,4th Quintile,Yes,0.87091,514,587,0.84377,0.89806
2001,66 and older,4th Quintile,No,0.12573,73,587,0.09889,0.15258
2001,66 and older,5th Quintile,Yes,0.87575,464,534,0.84774,0.90375
2001,66 and older,5th Quintile,No,0.12234,70,534,0.09452,0.15015
2002,17-29 y.,1st Quintile,Yes,0.54434,460,833,0.51050,0.57818
2002,17-29 y.,1st Quintile,No,0.44894,373,833,0.41514,0.48274
2002,17-29 y.,2nd Quintile,Yes,0.52465,440,794,0.48989,0.55941
2002,17-29 y.,2nd Quintile,No,0.46283,354,794,0.42812,0.49753
2002,17-29 y.,3rd Quintile,Yes,0.53708,415,753,0.50144,0.57272
2002,17-29 y.,3rd Quintile,No,0.46091,338,753,0.42528,0.49653
2002,17-29 y.,4th Quintile,Yes,0.59607,442,734,0.56054,0.63159
2002,17-29 y.,4th Quintile,No,0.40006,292,734,0.36459,0.43552
2002,17-29 y.,5th Quintile,Yes,0.60732,411,670,0.57032,0.64433
2002,17-29 y.,5th Quintile,No,0.39268,259,670,0.35567,0.42968
2002,30-45 y.,1st Quintile,Yes,0.57465,587,1039,0.54457,0.60472
2002,30-45 y.,1st Quintile,No,0.42076,452,1039,0.39072,0.45079
2002,30-45 y.,2nd Quintile,Yes,0.58669,744,1236,0.55923,0.61415
2002,30-45 y.,2nd Quintile,No,0.41151,492,1236,0.38407,0.43896
2002,30-45 y.,3rd Quintile,Yes,0.58221,837,1409,0.55645,0.60797
2002,30-45 y.,3rd Quintile,No,0.41337,572,1409,0.38764,0.43909
2002,30-45 y.,4th Quintile,Yes,0.60450,949,1520,0.57991,0.62909
2002,30-45 y.,4th Quintile,No,0.39364,571,1520,0.36907,0.41821
2002,30-45 y.,5th Quintile,Yes,0.59407,997,1639,0.57029,0.61785
2002,30-45 y.,5th Quintile,No,0.39975,642,1639,0.37603,0.42347
2002,46-65 y.,1st Quintile,Yes,0.73650,684,905,0.70778,0.76522
2002,46-65 y.,1st Quintile,No,0.25746,221,905,0.22896,0.28597
2002,46-65 y.,2nd Quintile,Yes,0.71315,737,1023,0.68542,0.74088
2002,46-65 y.,2nd Quintile,No,0.28285,286,1023,0.25524,0.31046
2002,46-65 y.,3rd Quintile,Yes,0.68710,853,1184,0.66068,0.71353
2002,46-65 y.,3rd Quintile,No,0.30734,331,1184,0.28105,0.33364
2002,46-65 y.,4th Quintile,Yes,0.70497,1038,1481,0.68173,0.72820
2002,46-65 y.,4th Quintile,No,0.29396,443,1481,0.27075,0.31717
2002,46-65 y.,5th Quintile,Yes,0.68413,1473,2105,0.66427,0.70400
2002,46-65 y.,5th Quintile,No,0.31168,632,2105,0.29189,0.33147
2002,66 and older,1st Quintile,Yes,0.84798,567,666,0.82069,0.87527
2002,66 and older,1st Quintile,No,0.14328,99,666,0.11665,0.16991
2002,66 and older,2nd Quintile,Yes,0.85964,771,879,0.83666,0.88262
2002,66 and older,2nd Quintile,No,0.13822,108,879,0.11539,0.16105
2002,66 and older,3rd Quintile,Yes,0.87905,626,710,0.85505,0.90305
2002,66 and older,3rd Quintile,No,0.12095,84,710,0.09695,0.14495
2002,66 and older,4th Quintile,Yes,0.89030,543,612,0.86552,0.91508
2002,66 and older,4th Quintile,No,0.10546,69,612,0.08110,0.12981
2002,66 and older,5th Quintile,Yes,0.83895,457,543,0.80800,0.86989
2002,66 and older,5th Quintile,No,0.15597,86,543,0.12543,0.18652
2003,17-29 y.,1st Quintile,Yes,0.57977,502,856,0.54669,0.61286
2003,17-29 y.,1st Quintile,No,0.41250,354,856,0.37950,0.44549
2003,17-29 y.,2nd Quintile,Yes,0.57349,443,769,0.53851,0.60847
2003,17-29 y.,2nd Quintile,No,0.42479,326,769,0.38983,0.45975
2003,17-29 y.,3rd Quintile,Yes,0.55504,418,751,0.51947,0.59060
2003,17-29 y.,3rd Quintile,No,0.43636,333,751,0.40086,0.47185
2003,17-29 y.,4th Quintile,Yes,0.62021,483,789,0.58633,0.65410
2003,17-29 y.,4th Quintile,No,0.36702,306,789,0.33337,0.40067
2003,17-29 y.,5th Quintile,Yes,0.61120,511,815,0.57771,0.64469
2003,17-29 y.,5th Quintile,No,0.38017,304,815,0.34682,0.41351
2003,30-45 y.,1st Quintile,Yes,0.56607,548,954,0.53460,0.59754
2003,30-45 y.,1st Quintile,No,0.43063,406,954,0.39919,0.46207
2003,30-45 y.,2nd Quintile,Yes,0.60466,772,1251,0.57756,0.63177
2003,30-45 y.,2nd Quintile,No,0.39117,479,1251,0.36412,0.41822
2003,30-45 y.,3rd Quintile,Yes,0.59406,833,1365,0.56800,0.62012
2003,30-45 y.,3rd Quintile,No,0.39833,532,1365,0.37235,0.42431
2003,30-45 y.,4th Quintile,Yes,0.64315,989,1489,0.61881,0.66749
2003,30-45 y.,4th Quintile,No,0.35482,500,1489,0.33050,0.37913
2003,30-45 y.,5th Quintile,Yes,0.60143,1172,1850,0.57912,0.62375
2003,30-45 y.,5th Quintile,No,0.39073,678,1850,0.36849,0.41297
2003,46-65 y.,1st Quintile,Yes,0.74917,668,881,0.72053,0.77782
2003,46-65 y.,1st Quintile,No,0.24458,213,881,0.21618,0.27298
2003,46-65 y.,2nd Quintile,Yes,0.71714,705,959,0.68862,0.74566
2003,46-65 y.,2nd Quintile,No,0.27030,254,959,0.24217,0.29842
2003,46-65 y.,3rd Quintile,Yes,0.71717,882,1229,0.69198,0.74236
2003,46-65 y.,3rd Quintile,No,0.27977,347,1229,0.25466,0.30487
2003,46-65 y.,4th Quintile,Yes,0.72031,1141,1564,0.69806,0.74256
2003,46-65 y.,4th Quintile,No,0.27135,423,1564,0.24930,0.29339
2003,46-65 y.,5th Quintile,Yes,0.70121,2072,2899,0.68455,0.71788
2003,46-65 y.,5th Quintile,No,0.29218,827,2899,0.27562,0.30874
2003,66 and older,1st Quintile,Yes,0.86813,602,687,0.84281,0.89345
2003,66 and older,1st Quintile,No,0.11355,85,687,0.08981,0.13730
2003,66 and older,2nd Quintile,Yes,0.86246,756,871,0.83957,0.88534
2003,66 and older,2nd Quintile,No,0.13447,115,871,0.11180,0.15714
2003,66 and older,3rd Quintile,Yes,0.87911,679,763,0.85596,0.90225
2003,66 and older,3rd Quintile,No,0.11660,84,763,0.09381,0.13939
2003,66 and older,4th Quintile,Yes,0.88018,502,565,0.85337,0.90698
2003,66 and older,4th Quintile,No,0.11428,63,565,0.08802,0.14053
2003,66 and older,5th Quintile,Yes,0.82833,610,737,0.80109,0.85558
2003,66 and older,5th Quintile,No,0.15443,127,737,0.12832,0.18053
2004,17-29 y.,1st Quintile,Yes,0.57406,533,903,0.54179,0.60633
2004,17-29 y.,1st Quintile,No,0.41781,370,903,0.38562,0.45000
2004,17-29 y.,2nd Quintile,Yes,0.56507,419,736,0.52923,0.60091
2004,17-29 y.,2nd Quintile,No,0.42814,317,736,0.39237,0.46392
2004,17-29 y.,3rd Quintile,Yes,0.57178,406,745,0.53622,0.60734
2004,17-29 y.,3rd Quintile,No,0.42792,339,745,0.39236,0.46347
2004,17-29 y.,4th Quintile,Yes,0.50455,412,723,0.46808,0.54102
2004,17-29 y.,4th Quintile,No,0.49192,311,723,0.45545,0.52839
2004,17-29 y.,5th Quintile,Yes,0.55905,478,837,0.52539,0.59271
2004,17-29 y.,5th Quintile,No,0.43222,359,837,0.39864,0.46580
2004,30-45 y.,1st Quintile,Yes,0.57491,524,915,0.54286,0.60696
2004,30-45 y.,1st Quintile,No,0.41861,391,915,0.38663,0.45060
2004,30-45 y.,2nd Quintile,Yes,0.57215,670,1169,0.54377,0.60052
2004,30-45 y.,2nd Quintile,No,0.42705,499,1169,0.39868,0.45542
2004,30-45 y.,3rd Quintile,Yes,0.62667,766,1236,0.59969,0.65364
2004,30-45 y.,3rd Quintile,No,0.36572,470,1236,0.33886,0.39258
2004,30-45 y.,4th Quintile,Yes,0.58960,882,1449,0.56426,0.61494
2004,30-45 y.,4th Quintile,No,0.41003,567,1449,0.38469,0.43536
2004,30-45 y.,5th Quintile,Yes,0.60984,1080,1741,0.58692,0.63276
