year,migback,plb0418,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,Direct migration background,"In the distant future, in more than five years",0.01200,206,3250,0.00826,0.01575
2018,Indirect migration background,As soon as possible,0.03027,102,409,0.01365,0.04690
2018,Indirect migration background,Next year,0.03909,128,409,0.02029,0.05790
2018,Indirect migration background,In the next 2 to 5 years,0.03056,134,409,0.01386,0.04727
2018,Indirect migration background,"In the distant future, in more than five years",0.00848,45,409,-0.00042,0.01738
2019,No migration background,As soon as possible,0.01715,453,1717,0.01101,0.02330
2019,No migration background,Next year,0.02312,579,1717,0.01601,0.03023
2019,No migration background,In the next 2 to 5 years,0.02235,545,1717,0.01536,0.02934
2019,No migration background,"In the distant future, in more than five years",0.00442,140,1717,0.00128,0.00756
2019,Direct migration background,As soon as possible,0.05961,1010,2611,0.05053,0.06870
2019,Direct migration background,Next year,0.04509,753,2611,0.03713,0.05305
2019,Direct migration background,In the next 2 to 5 years,0.03374,692,2611,0.02681,0.04067
2019,Direct migration background,"In the distant future, in more than five years",0.01202,156,2611,0.00784,0.01620
2019,Indirect migration background,As soon as possible,0.03359,96,346,0.01458,0.05260
2019,Indirect migration background,Next year,0.02767,93,346,0.01036,0.04498
2019,Indirect migration background,In the next 2 to 5 years,0.03440,113,346,0.01517,0.05364
2019,Indirect migration background,"In the distant future, in more than five years",0.01117,44,346,0.00008,0.02226
2020,No migration background,As soon as possible,0.01863,432,1656,0.01212,0.02514
2020,No migration background,Next year,0.02448,570,1656,0.01703,0.03192
2020,No migration background,In the next 2 to 5 years,0.02186,523,1656,0.01482,0.02891
2020,No migration background,"In the distant future, in more than five years",0.00438,131,1656,0.00120,0.00756
2020,Direct migration background,As soon as possible,0.06928,1310,2963,0.06014,0.07843
2020,Direct migration background,Next year,0.04190,698,2963,0.03468,0.04911
2020,Direct migration background,In the next 2 to 5 years,0.03447,777,2963,0.02790,0.04104
2020,Direct migration background,"In the distant future, in more than five years",0.01323,178,2963,0.00912,0.01735
2020,Indirect migration background,As soon as possible,0.02419,72,340,0.00784,0.04055
2020,Indirect migration background,Next year,0.03620,105,340,0.01632,0.05609
2020,Indirect migration background,In the next 2 to 5 years,0.03841,127,340,0.01795,0.05887
2020,Indirect migration background,"In the distant future, in more than five years",0.00765,36,340,-0.00162,0.01693
2021,No migration background,As soon as possible,0.01628,276,1160,0.00900,0.02357
2021,No migration background,Next year,0.02654,433,1160,0.01729,0.03580
2021,No migration background,In the next 2 to 5 years,0.02095,361,1160,0.01271,0.02920
2021,No migration background,"In the distant future, in more than five years",0.00495,90,1160,0.00091,0.00899
2021,Direct migration background,As soon as possible,0.05912,631,1664,0.04778,0.07045
2021,Direct migration background,Next year,0.05207,453,1664,0.04139,0.06274
2021,Direct migration background,In the next 2 to 5 years,0.03155,423,1664,0.02315,0.03995
2021,Direct migration background,"In the distant future, in more than five years",0.00967,157,1664,0.00497,0.01437
2021,Indirect migration background,As soon as possible,0.02697,52,174,0.00283,0.05112
2021,Indirect migration background,Next year,0.03940,67,174,0.01041,0.06839
2021,Indirect migration background,In the next 2 to 5 years,0.02698,55,174,0.00284,0.05113
