year,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,First Stage of Tertiary Education,Upper Secondary Degree,0.14706,90,743,0.12157,0.17254
1997,Second Stage of Tertiary Education,Secondary School Degree,0.06126,112,1748,0.05002,0.07251
1997,Second Stage of Tertiary Education,Intermediate School Degree,0.19033,471,1748,0.17192,0.20873
1997,Second Stage of Tertiary Education,Technical School Degree,0.11549,148,1748,0.10050,0.13047
1997,Second Stage of Tertiary Education,Upper Secondary Degree,0.57109,941,1748,0.54788,0.59430
1997,Second Stage of Tertiary Education,Other Degree,0.04225,76,1748,0.03281,0.05168
1998,Pre-primary Level,No School Degree Yet,0.98712,329,329,0.97492,0.99932
1998,Primary Level,Other Degree,0.12685,34,442,0.09579,0.15791
1998,Primary Level,"Dropout, No School Degree",0.73392,331,442,0.69268,0.77517
1998,Primary Level,No School Attended,0.13603,77,442,0.10404,0.16803
1998,Lower Secondary Level,Secondary School Degree,0.72809,1607,2539,0.71078,0.74540
1998,Lower Secondary Level,Intermediate School Degree,0.18755,536,2539,0.17237,0.20274
1998,Lower Secondary Level,Other Degree,0.08435,396,2539,0.07354,0.09517
1998,Upper Secondary Level,Secondary School Degree,0.55815,3581,6915,0.54644,0.56985
1998,Upper Secondary Level,Intermediate School Degree,0.32735,2477,6915,0.31629,0.33841
1998,Upper Secondary Level,Technical School Degree,0.00803,56,6915,0.00593,0.01014
1998,Upper Secondary Level,Upper Secondary Degree,0.04981,356,6915,0.04468,0.05494
1998,Upper Secondary Level,Other Degree,0.03868,384,6915,0.03413,0.04322
1998,Upper Secondary Level,"Dropout, No School Degree",0.00610,61,6915,0.00426,0.00793
1998,Post-secondary Non-tertiary Level,Technical School Degree,0.24680,112,489,0.20855,0.28506
1998,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58733,291,489,0.54364,0.63101
1998,Post-secondary Non-tertiary Level,Other Degree,0.13011,86,489,0.10027,0.15996
1998,First Stage of Tertiary Education,Secondary School Degree,0.37479,284,801,0.34125,0.40834
1998,First Stage of Tertiary Education,Intermediate School Degree,0.38278,359,801,0.34909,0.41646
1998,First Stage of Tertiary Education,Technical School Degree,0.06779,50,801,0.05037,0.08521
1998,First Stage of Tertiary Education,Upper Secondary Degree,0.15085,108,801,0.12605,0.17565
1998,Second Stage of Tertiary Education,Secondary School Degree,0.06420,122,1942,0.05330,0.07511
1998,Second Stage of Tertiary Education,Intermediate School Degree,0.18972,501,1942,0.17228,0.20717
1998,Second Stage of Tertiary Education,Technical School Degree,0.12267,177,1942,0.10808,0.13727
1998,Second Stage of Tertiary Education,Upper Secondary Degree,0.55532,1057,1942,0.53321,0.57743
1998,Second Stage of Tertiary Education,Other Degree,0.04456,85,1942,0.03538,0.05374
1999,Pre-primary Level,No School Degree Yet,0.98832,315,315,0.97644,1.00021
1999,Primary Level,Other Degree,0.11584,34,423,0.08531,0.14638
1999,Primary Level,"Dropout, No School Degree",0.74994,320,423,0.70862,0.79126
1999,Primary Level,No School Attended,0.13125,69,423,0.09903,0.16347
1999,Lower Secondary Level,Secondary School Degree,0.71983,1545,2439,0.70200,0.73765
1999,Lower Secondary Level,Intermediate School Degree,0.19618,531,2439,0.18042,0.21194
1999,Lower Secondary Level,Other Degree,0.08399,363,2439,0.07298,0.09500
1999,Upper Secondary Level,Secondary School Degree,0.56108,3532,6827,0.54931,0.57286
1999,Upper Secondary Level,Intermediate School Degree,0.32459,2466,6827,0.31348,0.33569
1999,Upper Secondary Level,Technical School Degree,0.00771,55,6827,0.00564,0.00979
1999,Upper Secondary Level,Upper Secondary Degree,0.04906,354,6827,0.04394,0.05419
1999,Upper Secondary Level,Other Degree,0.03888,357,6827,0.03430,0.04347
1999,Upper Secondary Level,"Dropout, No School Degree",0.00674,63,6827,0.00480,0.00868
1999,Post-secondary Non-tertiary Level,Technical School Degree,0.23735,112,487,0.19952,0.27517
1999,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.59795,292,487,0.55435,0.64154
1999,Post-secondary Non-tertiary Level,Other Degree,0.12801,83,487,0.09830,0.15771
1999,First Stage of Tertiary Education,Secondary School Degree,0.37502,276,796,0.34137,0.40867
1999,First Stage of Tertiary Education,Intermediate School Degree,0.37941,360,796,0.34568,0.41314
1999,First Stage of Tertiary Education,Technical School Degree,0.06616,50,796,0.04888,0.08344
1999,First Stage of Tertiary Education,Upper Secondary Degree,0.15615,110,796,0.13091,0.18138
1999,Second Stage of Tertiary Education,Secondary School Degree,0.06288,120,1934,0.05206,0.07370
1999,Second Stage of Tertiary Education,Intermediate School Degree,0.18221,487,1934,0.16500,0.19941
1999,Second Stage of Tertiary Education,Technical School Degree,0.12063,168,1934,0.10611,0.13515
1999,Second Stage of Tertiary Education,Upper Secondary Degree,0.56934,1077,1934,0.54727,0.59142
1999,Second Stage of Tertiary Education,Other Degree,0.04614,82,1934,0.03679,0.05550
2000,Pre-primary Level,No School Degree Yet,0.99752,494,494,0.99313,1.00191
2000,Primary Level,Other Degree,0.09872,47,390,0.06907,0.12836
2000,Primary Level,"Dropout, No School Degree",0.86831,343,390,0.83470,0.90191
2000,Lower Secondary Level,Secondary School Degree,0.71207,2338,3553,0.69718,0.72696
2000,Lower Secondary Level,Intermediate School Degree,0.18156,731,3553,0.16888,0.19423
2000,Lower Secondary Level,Other Degree,0.10528,484,3553,0.09519,0.11537
2000,Upper Secondary Level,Secondary School Degree,0.55702,6757,12786,0.54841,0.56563
2000,Upper Secondary Level,Intermediate School Degree,0.34621,4719,12786,0.33796,0.35445
2000,Upper Secondary Level,Technical School Degree,0.00611,81,12786,0.00476,0.00746
2000,Upper Secondary Level,Upper Secondary Degree,0.04585,628,12786,0.04223,0.04948
2000,Upper Secondary Level,Other Degree,0.03911,543,12786,0.03575,0.04247
2000,Upper Secondary Level,"Dropout, No School Degree",0.00483,58,12786,0.00363,0.00603
2000,Post-secondary Non-tertiary Level,Secondary School Degree,0.03330,34,1119,0.02278,0.04382
2000,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03989,42,1119,0.02842,0.05136
2000,Post-secondary Non-tertiary Level,Technical School Degree,0.27211,295,1119,0.24602,0.29820
2000,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53370,591,1119,0.50446,0.56295
2000,Post-secondary Non-tertiary Level,Other Degree,0.12100,157,1119,0.10188,0.14011
2000,First Stage of Tertiary Education,Secondary School Degree,0.32827,593,1873,0.30700,0.34955
2000,First Stage of Tertiary Education,Intermediate School Degree,0.40656,817,1873,0.38431,0.42881
2000,First Stage of Tertiary Education,Technical School Degree,0.09969,174,1873,0.08612,0.11326
2000,First Stage of Tertiary Education,Upper Secondary Degree,0.11893,206,1873,0.10427,0.13360
2000,First Stage of Tertiary Education,Other Degree,0.03831,83,1873,0.02962,0.04701
2000,Second Stage of Tertiary Education,Secondary School Degree,0.05532,207,3812,0.04806,0.06258
2000,Second Stage of Tertiary Education,Intermediate School Degree,0.14910,671,3812,0.13779,0.16041
2000,Second Stage of Tertiary Education,Technical School Degree,0.13847,467,3812,0.12750,0.14944
2000,Second Stage of Tertiary Education,Upper Secondary Degree,0.59363,2255,3812,0.57804,0.60922
2000,Second Stage of Tertiary Education,Other Degree,0.06202,212,3812,0.05437,0.06968
2001,Primary Level,Other Degree,0.11154,39,304,0.07609,0.14698
2001,Primary Level,"Dropout, No School Degree",0.86668,265,304,0.82840,0.90495
2001,Lower Secondary Level,Secondary School Degree,0.70186,1996,3082,0.68571,0.71801
2001,Lower Secondary Level,Intermediate School Degree,0.18454,649,3082,0.17084,0.19824
2001,Lower Secondary Level,Other Degree,0.11360,437,3082,0.10239,0.12480
2001,Upper Secondary Level,Secondary School Degree,0.54982,5987,11561,0.54075,0.55889
2001,Upper Secondary Level,Intermediate School Degree,0.35158,4370,11561,0.34288,0.36028
2001,Upper Secondary Level,Technical School Degree,0.00714,80,11561,0.00561,0.00868
2001,Upper Secondary Level,Upper Secondary Degree,0.04665,596,11561,0.04280,0.05049
2001,Upper Secondary Level,Other Degree,0.03967,486,11561,0.03612,0.04323
2001,Upper Secondary Level,"Dropout, No School Degree",0.00397,42,11561,0.00282,0.00511
2001,Post-secondary Non-tertiary Level,Secondary School Degree,0.03569,32,1068,0.02456,0.04682
2001,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03660,38,1068,0.02534,0.04787
2001,Post-secondary Non-tertiary Level,Technical School Degree,0.27362,293,1068,0.24687,0.30037
2001,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52860,553,1068,0.49865,0.55855
2001,Post-secondary Non-tertiary Level,Other Degree,0.12549,152,1068,0.10561,0.14536
2001,First Stage of Tertiary Education,Secondary School Degree,0.32538,522,1667,0.30288,0.34788
2001,First Stage of Tertiary Education,Intermediate School Degree,0.41033,735,1667,0.38671,0.43395
2001,First Stage of Tertiary Education,Technical School Degree,0.10102,160,1667,0.08655,0.11549
2001,First Stage of Tertiary Education,Upper Secondary Degree,0.12396,187,1667,0.10813,0.13978
2001,First Stage of Tertiary Education,Other Degree,0.03123,63,1667,0.02288,0.03958
2001,Second Stage of Tertiary Education,Secondary School Degree,0.05161,188,3545,0.04433,0.05889
2001,Second Stage of Tertiary Education,Intermediate School Degree,0.14568,624,3545,0.13406,0.15729
2001,Second Stage of Tertiary Education,Technical School Degree,0.13583,426,3545,0.12455,0.14711
2001,Second Stage of Tertiary Education,Upper Secondary Degree,0.60241,2122,3545,0.58629,0.61852
2001,Second Stage of Tertiary Education,Other Degree,0.06350,185,3545,0.05547,0.07153
2002,Primary Level,Other Degree,0.12272,39,281,0.08429,0.16116
2002,Primary Level,"Dropout, No School Degree",0.85815,242,281,0.81729,0.89902
2002,Lower Secondary Level,Secondary School Degree,0.69842,1840,2891,0.68169,0.71515
2002,Lower Secondary Level,Intermediate School Degree,0.18652,649,2891,0.17232,0.20072
2002,Lower Secondary Level,Other Degree,0.11506,402,2891,0.10343,0.12669
2002,Upper Secondary Level,Secondary School Degree,0.54497,5733,11562,0.53589,0.55405
2002,Upper Secondary Level,Intermediate School Degree,0.35565,4549,11562,0.34692,0.36438
2002,Upper Secondary Level,Technical School Degree,0.00657,82,11562,0.00510,0.00805
2002,Upper Secondary Level,Upper Secondary Degree,0.04709,697,11562,0.04323,0.05096
2002,Upper Secondary Level,Other Degree,0.04002,461,11562,0.03645,0.04360
2002,Upper Secondary Level,"Dropout, No School Degree",0.00382,40,11562,0.00270,0.00495
2002,Post-secondary Non-tertiary Level,Secondary School Degree,0.03779,32,1167,0.02685,0.04874
2002,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03608,37,1167,0.02538,0.04679
2002,Post-secondary Non-tertiary Level,Technical School Degree,0.27960,329,1167,0.25384,0.30537
2002,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.51875,629,1167,0.49007,0.54743
2002,Post-secondary Non-tertiary Level,Other Degree,0.12777,140,1167,0.10861,0.14693
2002,First Stage of Tertiary Education,Secondary School Degree,0.32911,520,1733,0.30698,0.35124
2002,First Stage of Tertiary Education,Intermediate School Degree,0.41345,769,1733,0.39026,0.43664
2002,First Stage of Tertiary Education,Technical School Degree,0.09447,170,1733,0.08069,0.10824
2002,First Stage of Tertiary Education,Upper Secondary Degree,0.11686,205,1733,0.10173,0.13198
2002,First Stage of Tertiary Education,Other Degree,0.03834,69,1733,0.02930,0.04739
2002,Second Stage of Tertiary Education,Secondary School Degree,0.05395,198,4549,0.04739,0.06052
2002,Second Stage of Tertiary Education,Intermediate School Degree,0.14723,678,4549,0.13694,0.15753
2002,Second Stage of Tertiary Education,Technical School Degree,0.13542,510,4549,0.12548,0.14536
2002,Second Stage of Tertiary Education,Upper Secondary Degree,0.59670,2957,4549,0.58245,0.61096
2002,Second Stage of Tertiary Education,Other Degree,0.06455,206,4549,0.05741,0.07169
2003,Pre-primary Level,No School Degree Yet,0.99565,618,618,0.99046,1.00084
2003,Primary Level,Other Degree,0.12415,40,268,0.08460,0.16371
2003,Primary Level,"Dropout, No School Degree",0.86233,228,268,0.82100,0.90366
2003,Lower Secondary Level,Secondary School Degree,0.69672,1735,2734,0.67948,0.71395
2003,Lower Secondary Level,Intermediate School Degree,0.19037,624,2734,0.17565,0.20509
2003,Lower Secondary Level,Other Degree,0.11292,375,2734,0.10105,0.12478
2003,Upper Secondary Level,Secondary School Degree,0.53598,5440,11076,0.52669,0.54526
2003,Upper Secondary Level,Intermediate School Degree,0.36076,4391,11076,0.35181,0.36970
2003,Upper Secondary Level,Technical School Degree,0.00687,90,11076,0.00534,0.00841
2003,Upper Secondary Level,Upper Secondary Degree,0.04699,674,11076,0.04305,0.05093
2003,Upper Secondary Level,Other Degree,0.04227,438,11076,0.03853,0.04602
2003,Upper Secondary Level,"Dropout, No School Degree",0.00434,43,11076,0.00312,0.00556
2003,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03647,36,1125,0.02551,0.04743
2003,Post-secondary Non-tertiary Level,Technical School Degree,0.28814,326,1125,0.26166,0.31462
2003,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52897,635,1125,0.49979,0.55815
2003,Post-secondary Non-tertiary Level,Other Degree,0.11470,128,1125,0.09607,0.13333
2003,First Stage of Tertiary Education,Secondary School Degree,0.31908,495,1679,0.29678,0.34138
2003,First Stage of Tertiary Education,Intermediate School Degree,0.41724,749,1679,0.39364,0.44083
2003,First Stage of Tertiary Education,Technical School Degree,0.09452,167,1679,0.08052,0.10852
2003,First Stage of Tertiary Education,Upper Secondary Degree,0.12478,206,1679,0.10897,0.14060
2003,First Stage of Tertiary Education,Other Degree,0.03569,62,1679,0.02681,0.04456
2003,Second Stage of Tertiary Education,Secondary School Degree,0.05175,193,4344,0.04517,0.05834
2003,Second Stage of Tertiary Education,Intermediate School Degree,0.14103,642,4344,0.13068,0.15138
2003,Second Stage of Tertiary Education,Technical School Degree,0.13584,477,4344,0.12565,0.14603
2003,Second Stage of Tertiary Education,Upper Secondary Degree,0.60245,2836,4344,0.58790,0.61701
2003,Second Stage of Tertiary Education,Other Degree,0.06669,196,4344,0.05927,0.07411
2004,Pre-primary Level,No School Degree Yet,0.99759,639,639,0.99379,1.00140
2004,Primary Level,Other Degree,0.13433,41,253,0.09223,0.17644
2004,Primary Level,"Dropout, No School Degree",0.85815,212,253,0.81507,0.90123
2004,Lower Secondary Level,Secondary School Degree,0.69103,1617,2574,0.67318,0.70889
2004,Lower Secondary Level,Intermediate School Degree,0.18901,603,2574,0.17388,0.20414
2004,Lower Secondary Level,Other Degree,0.11995,354,2574,0.10740,0.13251
2004,Upper Secondary Level,Secondary School Degree,0.53301,5225,10724,0.52356,0.54245
2004,Upper Secondary Level,Intermediate School Degree,0.35971,4270,10724,0.35062,0.36879
2004,Upper Secondary Level,Technical School Degree,0.00685,91,10724,0.00529,0.00841
2004,Upper Secondary Level,Upper Secondary Degree,0.04665,665,10724,0.04266,0.05064
2004,Upper Secondary Level,Other Degree,0.04343,427,10724,0.03957,0.04728
2004,Upper Secondary Level,"Dropout, No School Degree",0.00539,46,10724,0.00401,0.00678
2004,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03772,39,1132,0.02662,0.04883
2004,Post-secondary Non-tertiary Level,Technical School Degree,0.29007,327,1132,0.26362,0.31651
2004,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52530,646,1132,0.49620,0.55441
2004,Post-secondary Non-tertiary Level,Other Degree,0.11986,120,1132,0.10093,0.13879
2004,First Stage of Tertiary Education,Secondary School Degree,0.32015,478,1632,0.29751,0.34280
2004,First Stage of Tertiary Education,Intermediate School Degree,0.42170,728,1632,0.39773,0.44567
2004,First Stage of Tertiary Education,Technical School Degree,0.08777,159,1632,0.07404,0.10151
2004,First Stage of Tertiary Education,Upper Secondary Degree,0.12227,208,1632,0.10638,0.13817
2004,First Stage of Tertiary Education,Other Degree,0.03889,59,1632,0.02950,0.04827
2004,Second Stage of Tertiary Education,Secondary School Degree,0.05209,189,4282,0.04543,0.05875
2004,Second Stage of Tertiary Education,Intermediate School Degree,0.14230,640,4282,0.13183,0.15276
2004,Second Stage of Tertiary Education,Technical School Degree,0.13336,475,4282,0.12317,0.14354
2004,Second Stage of Tertiary Education,Upper Secondary Degree,0.60172,2788,4282,0.58705,0.61638
2004,Second Stage of Tertiary Education,Other Degree,0.06685,190,4282,0.05937,0.07433
2005,Pre-primary Level,No School Degree Yet,0.99874,650,650,0.99600,1.00147
2005,Primary Level,Other Degree,0.14363,41,242,0.09935,0.18791
2005,Primary Level,"Dropout, No School Degree",0.85160,201,242,0.80672,0.89648
2005,Lower Secondary Level,Secondary School Degree,0.66735,1488,2391,0.64846,0.68624
2005,Lower Secondary Level,Intermediate School Degree,0.20591,572,2391,0.18969,0.22212
2005,Lower Secondary Level,Other Degree,0.12674,331,2391,0.11341,0.14008
2005,Upper Secondary Level,Secondary School Degree,0.52056,4927,10169,0.51085,0.53027
2005,Upper Secondary Level,Intermediate School Degree,0.36782,4095,10169,0.35845,0.37719
2005,Upper Secondary Level,Technical School Degree,0.00674,83,10169,0.00515,0.00834
2005,Upper Secondary Level,Upper Secondary Degree,0.04864,629,10169,0.04446,0.05282
2005,Upper Secondary Level,Other Degree,0.04230,394,10169,0.03839,0.04621
2005,Upper Secondary Level,"Dropout, No School Degree",0.00557,41,10169,0.00412,0.00702
2005,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03732,36,1107,0.02615,0.04849
2005,Post-secondary Non-tertiary Level,Technical School Degree,0.29076,330,1107,0.26400,0.31753
2005,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.51895,622,1107,0.48950,0.54840
2005,Post-secondary Non-tertiary Level,Other Degree,0.13030,119,1107,0.11046,0.15014
2005,First Stage of Tertiary Education,Secondary School Degree,0.30645,450,1552,0.28350,0.32939
2005,First Stage of Tertiary Education,Intermediate School Degree,0.42774,699,1552,0.40311,0.45236
2005,First Stage of Tertiary Education,Technical School Degree,0.09102,150,1552,0.07670,0.10533
2005,First Stage of Tertiary Education,Upper Secondary Degree,0.12431,198,1552,0.10789,0.14073
2005,First Stage of Tertiary Education,Other Degree,0.04071,55,1552,0.03087,0.05054
2005,Second Stage of Tertiary Education,Secondary School Degree,0.04975,182,4150,0.04314,0.05637
2005,Second Stage of Tertiary Education,Intermediate School Degree,0.13473,617,4150,0.12434,0.14512
2005,Second Stage of Tertiary Education,Technical School Degree,0.12984,455,4150,0.11961,0.14007
2005,Second Stage of Tertiary Education,Upper Secondary Degree,0.61050,2710,4150,0.59566,0.62534
2005,Second Stage of Tertiary Education,Other Degree,0.07080,186,4150,0.06299,0.07860
2006,Primary Level,Other Degree,0.16349,47,237,0.11631,0.21067
2006,Primary Level,"Dropout, No School Degree",0.83116,190,237,0.78336,0.87895
2006,Lower Secondary Level,Secondary School Degree,0.66821,1606,2535,0.64988,0.68655
2006,Lower Secondary Level,Intermediate School Degree,0.20540,602,2535,0.18967,0.22113
2006,Lower Secondary Level,Other Degree,0.12639,327,2535,0.11345,0.13933
2006,Upper Secondary Level,Secondary School Degree,0.50636,5312,10973,0.49700,0.51571
2006,Upper Secondary Level,Intermediate School Degree,0.37358,4437,10973,0.36453,0.38263
2006,Upper Secondary Level,Technical School Degree,0.00836,98,10973,0.00666,0.01006
2006,Upper Secondary Level,Upper Secondary Degree,0.04936,653,10973,0.04531,0.05342
2006,Upper Secondary Level,Other Degree,0.04544,427,10973,0.04154,0.04934
2006,Upper Secondary Level,"Dropout, No School Degree",0.00574,46,10973,0.00433,0.00715
2006,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03224,35,1191,0.02220,0.04227
2006,Post-secondary Non-tertiary Level,Technical School Degree,0.28859,359,1191,0.26284,0.31433
2006,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52231,668,1191,0.49393,0.55069
2006,Post-secondary Non-tertiary Level,Other Degree,0.13270,129,1191,0.11343,0.15198
2006,First Stage of Tertiary Education,Secondary School Degree,0.30169,480,1640,0.27947,0.32391
2006,First Stage of Tertiary Education,Intermediate School Degree,0.42122,726,1640,0.39731,0.44512
2006,First Stage of Tertiary Education,Technical School Degree,0.09341,163,1640,0.07932,0.10750
2006,First Stage of Tertiary Education,Upper Secondary Degree,0.13306,211,1640,0.11662,0.14950
2006,First Stage of Tertiary Education,Other Degree,0.04199,60,1640,0.03228,0.05170
2006,Second Stage of Tertiary Education,Secondary School Degree,0.04442,195,4551,0.03844,0.05041
2006,Second Stage of Tertiary Education,Intermediate School Degree,0.13708,690,4551,0.12709,0.14708
2006,Second Stage of Tertiary Education,Technical School Degree,0.12486,502,4551,0.11525,0.13446
2006,Second Stage of Tertiary Education,Upper Secondary Degree,0.61487,2956,4551,0.60073,0.62901
2006,Second Stage of Tertiary Education,Other Degree,0.07152,208,4551,0.06404,0.07901
2007,Primary Level,Other Degree,0.16299,42,213,0.11327,0.21271
2007,Primary Level,"Dropout, No School Degree",0.83046,171,213,0.77995,0.88097
2007,Lower Secondary Level,Secondary School Degree,0.64840,1422,2256,0.62869,0.66810
2007,Lower Secondary Level,Intermediate School Degree,0.21650,547,2256,0.19950,0.23350
2007,Lower Secondary Level,Other Degree,0.13510,287,2256,0.12099,0.14921
2007,Upper Secondary Level,Secondary School Degree,0.49868,4862,10196,0.48898,0.50839
2007,Upper Secondary Level,Intermediate School Degree,0.37740,4189,10196,0.36799,0.38681
2007,Upper Secondary Level,Technical School Degree,0.00908,88,10196,0.00724,0.01092
2007,Upper Secondary Level,Upper Secondary Degree,0.05400,651,10196,0.04961,0.05839
2007,Upper Secondary Level,Other Degree,0.04350,368,10196,0.03954,0.04746
2007,Upper Secondary Level,"Dropout, No School Degree",0.00521,38,10196,0.00381,0.00661
2007,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03143,32,1147,0.02133,0.04153
2007,Post-secondary Non-tertiary Level,Technical School Degree,0.29254,351,1147,0.26620,0.31888
2007,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52370,645,1147,0.49478,0.55261
2007,Post-secondary Non-tertiary Level,Other Degree,0.12450,119,1147,0.10539,0.14362
2007,First Stage of Tertiary Education,Secondary School Degree,0.30105,439,1527,0.27804,0.32407
2007,First Stage of Tertiary Education,Intermediate School Degree,0.42426,684,1527,0.39947,0.44906
2007,First Stage of Tertiary Education,Technical School Degree,0.09225,152,1527,0.07773,0.10677
2007,First Stage of Tertiary Education,Upper Secondary Degree,0.13379,199,1527,0.11671,0.15087
2007,First Stage of Tertiary Education,Other Degree,0.04088,53,1527,0.03094,0.05081
2007,Second Stage of Tertiary Education,Secondary School Degree,0.04455,188,4362,0.03843,0.05067
2007,Second Stage of Tertiary Education,Intermediate School Degree,0.12570,631,4362,0.11586,0.13553
2007,Second Stage of Tertiary Education,Technical School Degree,0.12663,468,4362,0.11676,0.13650
2007,Second Stage of Tertiary Education,Upper Secondary Degree,0.62583,2874,4362,0.61146,0.64019
2007,Second Stage of Tertiary Education,Other Degree,0.06933,201,4362,0.06179,0.07687
2008,Primary Level,Other Degree,0.16206,37,182,0.10838,0.21575
2008,Primary Level,"Dropout, No School Degree",0.83188,145,182,0.77740,0.88636
2008,Lower Secondary Level,Secondary School Degree,0.65110,1309,2065,0.63054,0.67166
2008,Lower Secondary Level,Intermediate School Degree,0.21821,505,2065,0.20039,0.23603
2008,Lower Secondary Level,Other Degree,0.13069,251,2065,0.11615,0.14523
2008,Upper Secondary Level,Secondary School Degree,0.49132,4555,9589,0.48131,0.50132
2008,Upper Secondary Level,Intermediate School Degree,0.38322,4002,9589,0.37349,0.39295
2008,Upper Secondary Level,Technical School Degree,0.01207,97,9589,0.00988,0.01426
2008,Upper Secondary Level,Upper Secondary Degree,0.05239,575,9589,0.04793,0.05685
2008,Upper Secondary Level,Other Degree,0.04209,321,9589,0.03807,0.04611
2008,Upper Secondary Level,"Dropout, No School Degree",0.00536,39,9589,0.00390,0.00683
2008,Post-secondary Non-tertiary Level,Intermediate School Degree,0.03418,31,1076,0.02332,0.04504
2008,Post-secondary Non-tertiary Level,Technical School Degree,0.29640,334,1076,0.26910,0.32370
2008,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52515,602,1076,0.49530,0.55501
2008,Post-secondary Non-tertiary Level,Other Degree,0.12095,109,1076,0.10146,0.14045
2008,First Stage of Tertiary Education,Secondary School Degree,0.30652,416,1407,0.28242,0.33062
2008,First Stage of Tertiary Education,Intermediate School Degree,0.42511,624,1407,0.39927,0.45095
2008,First Stage of Tertiary Education,Technical School Degree,0.09486,137,1407,0.07955,0.11018
2008,First Stage of Tertiary Education,Upper Secondary Degree,0.12668,181,1407,0.10929,0.14407
2008,First Stage of Tertiary Education,Other Degree,0.03831,49,1407,0.02828,0.04834
2008,Second Stage of Tertiary Education,Secondary School Degree,0.04243,176,4162,0.03631,0.04856
2008,Second Stage of Tertiary Education,Intermediate School Degree,0.12464,607,4162,0.11461,0.13468
2008,Second Stage of Tertiary Education,Technical School Degree,0.12339,450,4162,0.11340,0.13338
2008,Second Stage of Tertiary Education,Upper Secondary Degree,0.63583,2750,4162,0.62121,0.65045
2008,Second Stage of Tertiary Education,Other Degree,0.06555,179,4162,0.05803,0.07307
2009,Primary Level,Other Degree,0.16334,33,163,0.10642,0.22027
2009,Primary Level,"Dropout, No School Degree",0.83035,130,163,0.77255,0.88815
2009,Lower Secondary Level,Secondary School Degree,0.65556,1180,1830,0.63378,0.67734
2009,Lower Secondary Level,Intermediate School Degree,0.22312,447,1830,0.20404,0.24220
2009,Lower Secondary Level,Other Degree,0.12132,203,1830,0.10636,0.13629
2009,Upper Secondary Level,Secondary School Degree,0.48179,4208,8919,0.47142,0.49216
2009,Upper Secondary Level,Intermediate School Degree,0.38849,3769,8919,0.37838,0.39861
2009,Upper Secondary Level,Technical School Degree,0.01351,90,8919,0.01111,0.01591
2009,Upper Secondary Level,Upper Secondary Degree,0.05544,542,8919,0.05069,0.06019
2009,Upper Secondary Level,Other Degree,0.03962,273,8919,0.03557,0.04367
2009,Upper Secondary Level,"Dropout, No School Degree",0.00557,37,8919,0.00403,0.00712
2009,Post-secondary Non-tertiary Level,Technical School Degree,0.31574,316,955,0.28624,0.34523
2009,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52367,548,955,0.49197,0.55536
2009,Post-secondary Non-tertiary Level,Other Degree,0.10417,91,955,0.08479,0.12356
2009,First Stage of Tertiary Education,Secondary School Degree,0.29691,383,1323,0.27228,0.32154
2009,First Stage of Tertiary Education,Intermediate School Degree,0.43271,601,1323,0.40601,0.45942
2009,First Stage of Tertiary Education,Technical School Degree,0.09622,127,1323,0.08033,0.11212
2009,First Stage of Tertiary Education,Upper Secondary Degree,0.13055,173,1323,0.11239,0.14871
2009,First Stage of Tertiary Education,Other Degree,0.03452,39,1323,0.02468,0.04437
2009,Second Stage of Tertiary Education,Secondary School Degree,0.04178,160,3998,0.03557,0.04798
2009,Second Stage of Tertiary Education,Intermediate School Degree,0.12321,586,3998,0.11302,0.13340
2009,Second Stage of Tertiary Education,Technical School Degree,0.12438,431,3998,0.11415,0.13461
2009,Second Stage of Tertiary Education,Upper Secondary Degree,0.63477,2652,3998,0.61984,0.64970
2009,Second Stage of Tertiary Education,Other Degree,0.06456,169,3998,0.05694,0.07218
2010,Primary Level,Other Degree,0.16165,55,342,0.12257,0.20072
2010,Primary Level,"Dropout, No School Degree",0.83221,287,342,0.79255,0.87187
2010,Lower Secondary Level,Secondary School Degree,0.61920,1481,2510,0.60020,0.63820
2010,Lower Secondary Level,Intermediate School Degree,0.22616,653,2510,0.20979,0.24253
2010,Lower Secondary Level,Other Degree,0.15465,376,2510,0.14050,0.16879
2010,Upper Secondary Level,Secondary School Degree,0.46726,4835,11602,0.45818,0.47634
