year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.44260,196,406,0.39422,0.49097
2014,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.18017,66,406,0.14274,0.21760
2014,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.18160,86,406,0.14405,0.21914
2014,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.05801,115,2210,0.04826,0.06775
2014,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10718,200,2210,0.09428,0.12008
2014,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.66937,1399,2210,0.64975,0.68899
2014,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.13971,496,2210,0.12526,0.15417
2014,46-65 y.,Primary Level,"Dropout, No School Degree",0.87727,137,137,0.82213,0.93242
2014,46-65 y.,Lower Secondary Level,Secondary School Degree,0.56554,338,700,0.52879,0.60229
2014,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.14617,118,700,0.11998,0.17236
2014,46-65 y.,Lower Secondary Level,Other Degree,0.28829,244,700,0.25471,0.32187
2014,46-65 y.,Upper Secondary Level,Secondary School Degree,0.43593,1776,4493,0.42142,0.45043
2014,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.46808,2194,4493,0.45349,0.48268
2014,46-65 y.,Upper Secondary Level,Upper Secondary Degree,0.00868,69,4493,0.00597,0.01140
2014,46-65 y.,Upper Secondary Level,Other Degree,0.06977,420,4493,0.06232,0.07722
2014,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00825,34,4493,0.00560,0.01089
2014,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.32088,185,677,0.28569,0.35607
2014,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.43397,309,677,0.39661,0.47134
2014,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.20241,183,677,0.17212,0.23269
2014,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.21251,146,726,0.18273,0.24228
2014,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.45502,380,726,0.41877,0.49127
2014,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.12067,99,726,0.09695,0.14438
2014,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.15563,101,726,0.12925,0.18202
2014,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.15112,332,2386,0.13675,0.16550
2014,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12610,259,2386,0.11277,0.13942
2014,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61886,1503,2386,0.59937,0.63835
2014,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.08891,292,2386,0.07749,0.10034
2014,66 and older,Primary Level,"Dropout, No School Degree",0.97876,48,48,0.93754,1.01998
2014,66 and older,Lower Secondary Level,Secondary School Degree,0.77356,533,689,0.74229,0.80483
2014,66 and older,Lower Secondary Level,Intermediate School Degree,0.09229,65,689,0.07066,0.11391
2014,66 and older,Lower Secondary Level,Other Degree,0.13415,91,689,0.10869,0.15962
2014,66 and older,Upper Secondary Level,Secondary School Degree,0.69559,1753,2496,0.67753,0.71365
2014,66 and older,Upper Secondary Level,Intermediate School Degree,0.23911,635,2496,0.22238,0.25585
2014,66 and older,Upper Secondary Level,Other Degree,0.03830,108,2496,0.03077,0.04583
2014,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.39387,41,122,0.30681,0.48093
2014,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.37162,48,122,0.28552,0.45773
2014,66 and older,Post-secondary Non-tertiary Level,Other Degree,0.17110,33,122,0.10399,0.23820
2014,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.49304,165,298,0.43618,0.54990
2014,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.30461,100,298,0.25227,0.35696
2014,66 and older,First Stage of Tertiary Education,Technical School Degree,0.09662,33,298,0.06302,0.13022
2014,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.09912,117,1159,0.08191,0.11633
2014,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16358,200,1159,0.14227,0.18488
2014,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.13552,117,1159,0.11580,0.15523
2014,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.53807,658,1159,0.50935,0.56678
2014,66 and older,Second Stage of Tertiary Education,Other Degree,0.05646,67,1159,0.04316,0.06975
2015,17-29 y.,Primary Level,Other Degree,0.40564,35,116,0.31590,0.49539
2015,17-29 y.,Primary Level,"Dropout, No School Degree",0.59436,81,116,0.50461,0.68410
2015,17-29 y.,Lower Secondary Level,Secondary School Degree,0.40452,419,1021,0.37440,0.43464
2015,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.56500,524,1021,0.53457,0.59542
2015,17-29 y.,Lower Secondary Level,Other Degree,0.03048,78,1021,0.01993,0.04103
2015,17-29 y.,Upper Secondary Level,Secondary School Degree,0.14197,236,1666,0.12521,0.15874
2015,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.30226,465,1666,0.28020,0.32431
2015,17-29 y.,Upper Secondary Level,Technical School Degree,0.07604,141,1666,0.06331,0.08877
2015,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.35124,636,1666,0.32831,0.37417
2015,17-29 y.,Upper Secondary Level,Other Degree,0.05311,188,1666,0.04234,0.06388
2015,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.37159,87,277,0.31458,0.42860
2015,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.53989,120,277,0.48109,0.59870
2015,17-29 y.,Post-secondary Non-tertiary Level,Other Degree,0.08851,70,277,0.05500,0.12202
2015,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65940,266,413,0.61364,0.70517
2015,17-29 y.,Second Stage of Tertiary Education,Other Degree,0.11006,147,413,0.07984,0.14028
2015,30-45 y.,Primary Level,"Dropout, No School Degree",0.95963,214,214,0.93320,0.98607
2015,30-45 y.,Lower Secondary Level,Secondary School Degree,0.47178,299,766,0.43641,0.50716
2015,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.24633,146,766,0.21580,0.27686
2015,30-45 y.,Lower Secondary Level,Other Degree,0.28189,321,766,0.25001,0.31377
2015,30-45 y.,Upper Secondary Level,Secondary School Degree,0.26830,830,3383,0.25336,0.28323
2015,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.54311,1803,3383,0.52632,0.55990
2015,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.04611,121,3383,0.03904,0.05318
2015,30-45 y.,Upper Secondary Level,Other Degree,0.09615,585,3383,0.08622,0.10609
2015,30-45 y.,Upper Secondary Level,"Dropout, No School Degree",0.01250,44,3383,0.00875,0.01624
2015,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.23841,229,1007,0.21207,0.26474
2015,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54091,421,1007,0.51012,0.57170
2015,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.21961,357,1007,0.19403,0.24520
2015,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.11659,48,364,0.08357,0.14960
2015,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.42065,168,364,0.36987,0.47144
2015,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.20024,66,364,0.15907,0.24141
2015,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.19118,82,364,0.15073,0.23163
2015,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.05119,96,2293,0.04217,0.06022
2015,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10833,176,2293,0.09561,0.12105
2015,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65684,1296,2293,0.63740,0.67628
2015,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.15223,725,2293,0.13752,0.16694
2015,46-65 y.,Primary Level,"Dropout, No School Degree",0.90168,136,136,0.85146,0.95191
2015,46-65 y.,Lower Secondary Level,Secondary School Degree,0.55443,314,663,0.51657,0.59230
2015,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.14047,110,663,0.11400,0.16694
2015,46-65 y.,Lower Secondary Level,Other Degree,0.30510,239,663,0.27002,0.34017
2015,46-65 y.,Upper Secondary Level,Secondary School Degree,0.41543,1631,4364,0.40080,0.43005
2015,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.48247,2193,4364,0.46764,0.49730
2015,46-65 y.,Upper Secondary Level,Upper Secondary Degree,0.01012,75,4364,0.00715,0.01309
2015,46-65 y.,Upper Secondary Level,Other Degree,0.07208,425,4364,0.06440,0.07975
2015,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00818,40,4364,0.00551,0.01085
2015,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28345,183,724,0.25060,0.31630
2015,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.44822,310,724,0.41196,0.48447
2015,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.23891,231,724,0.20782,0.26999
2015,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.19091,139,706,0.16190,0.21992
2015,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48091,378,706,0.44403,0.51779
2015,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.13121,98,706,0.10629,0.15613
2015,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.14309,91,706,0.11724,0.16894
2015,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.14430,318,2356,0.13011,0.15849
2015,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12265,267,2356,0.10940,0.13590
2015,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62343,1470,2356,0.60386,0.64300
2015,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.09458,301,2356,0.08276,0.10640
2015,66 and older,Primary Level,"Dropout, No School Degree",0.96329,40,40,0.90427,1.02231
2015,66 and older,Lower Secondary Level,Secondary School Degree,0.76389,503,650,0.73122,0.79657
2015,66 and older,Lower Secondary Level,Intermediate School Degree,0.10159,64,650,0.07835,0.12484
2015,66 and older,Lower Secondary Level,Other Degree,0.13452,83,650,0.10826,0.16077
2015,66 and older,Upper Secondary Level,Secondary School Degree,0.68417,1706,2469,0.66583,0.70251
2015,66 and older,Upper Secondary Level,Intermediate School Degree,0.24630,652,2469,0.22930,0.26330
2015,66 and older,Upper Secondary Level,Other Degree,0.04420,111,2469,0.03609,0.05231
2015,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.34551,39,129,0.26313,0.42790
2015,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.36841,47,129,0.28484,0.45198
2015,66 and older,Post-secondary Non-tertiary Level,Other Degree,0.20361,43,129,0.13385,0.27337
2015,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.47470,157,296,0.41772,0.53169
2015,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.33022,107,296,0.27656,0.38389
2015,66 and older,First Stage of Tertiary Education,Technical School Degree,0.09418,32,296,0.06085,0.12751
2015,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.08933,107,1179,0.07304,0.10561
2015,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16333,203,1179,0.14222,0.18444
2015,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12757,107,1179,0.10852,0.14662
2015,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.55605,690,1179,0.52768,0.58443
2015,66 and older,Second Stage of Tertiary Education,Other Degree,0.05740,72,1179,0.04412,0.07069
2016,17-29 y.,Primary Level,Other Degree,0.38786,34,400,0.34005,0.43568
2016,17-29 y.,Primary Level,"Dropout, No School Degree",0.55373,293,400,0.50495,0.60250
2016,17-29 y.,Primary Level,No School Attended,0.04361,73,400,0.02357,0.06365
2016,17-29 y.,Lower Secondary Level,Secondary School Degree,0.41073,402,1126,0.38198,0.43947
2016,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.54884,481,1126,0.51977,0.57792
2016,17-29 y.,Lower Secondary Level,Other Degree,0.04043,243,1126,0.02892,0.05194
2016,17-29 y.,Upper Secondary Level,Secondary School Degree,0.12425,186,1547,0.10781,0.14070
2016,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.30915,404,1547,0.28611,0.33219
2016,17-29 y.,Upper Secondary Level,Technical School Degree,0.07665,139,1547,0.06339,0.08991
2016,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.36295,573,1547,0.33898,0.38692
2016,17-29 y.,Upper Secondary Level,Other Degree,0.03910,245,1547,0.02944,0.04876
2016,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.31182,80,283,0.25775,0.36589
2016,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.55467,130,283,0.49666,0.61268
2016,17-29 y.,Post-secondary Non-tertiary Level,Other Degree,0.13351,73,283,0.09381,0.17321
2016,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.66498,238,492,0.62323,0.70673
2016,17-29 y.,Second Stage of Tertiary Education,Other Degree,0.11733,254,492,0.08886,0.14579
2016,30-45 y.,Primary Level,"Dropout, No School Degree",0.94131,526,679,0.92362,0.95900
2016,30-45 y.,Primary Level,No School Attended,0.02506,153,679,0.01330,0.03683
2016,30-45 y.,Lower Secondary Level,Secondary School Degree,0.46589,262,905,0.43337,0.49840
2016,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.25669,144,905,0.22822,0.28517
2016,30-45 y.,Lower Secondary Level,Other Degree,0.27742,499,905,0.24824,0.30661
2016,30-45 y.,Upper Secondary Level,Secondary School Degree,0.28927,757,3149,0.27343,0.30511
2016,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.50155,1521,3149,0.48409,0.51902
2016,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.04515,105,3149,0.03790,0.05240
2016,30-45 y.,Upper Secondary Level,Other Degree,0.10011,707,3149,0.08962,0.11059
2016,30-45 y.,Upper Secondary Level,"Dropout, No School Degree",0.01583,59,3149,0.01147,0.02019
2016,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26971,207,952,0.24150,0.29792
2016,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.50621,386,952,0.47443,0.53799
2016,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.22404,359,952,0.19754,0.25053
2016,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.07226,38,326,0.04411,0.10041
2016,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.40318,145,326,0.34985,0.45651
2016,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.23152,64,326,0.18566,0.27738
2016,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.22489,79,326,0.17949,0.27028
2016,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.05395,89,2251,0.04461,0.06328
2016,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10372,162,2251,0.09112,0.11632
2016,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.64281,1146,2251,0.62301,0.66261
2016,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.15882,854,2251,0.14371,0.17392
2016,46-65 y.,Primary Level,"Dropout, No School Degree",0.89718,218,267,0.86067,0.93368
2016,46-65 y.,Primary Level,No School Attended,0.01254,49,267,-0.00083,0.02591
2016,46-65 y.,Lower Secondary Level,Secondary School Degree,0.54210,285,643,0.50356,0.58064
2016,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.17116,104,643,0.14202,0.20029
2016,46-65 y.,Lower Secondary Level,Other Degree,0.28674,254,643,0.25176,0.32172
2016,46-65 y.,Upper Secondary Level,Secondary School Degree,0.40438,1489,4195,0.38953,0.41923
2016,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.48967,2134,4195,0.47454,0.50480
2016,46-65 y.,Upper Secondary Level,Upper Secondary Degree,0.01034,77,4195,0.00728,0.01340
2016,46-65 y.,Upper Secondary Level,Other Degree,0.07936,454,4195,0.07118,0.08754
2016,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00620,41,4195,0.00382,0.00857
2016,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.28618,183,717,0.25307,0.31929
2016,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.44248,306,717,0.40609,0.47886
2016,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.24095,228,717,0.20962,0.27227
2016,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.19346,129,650,0.16307,0.22385
2016,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47914,348,650,0.44071,0.51758
2016,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.11449,85,650,0.08999,0.13899
2016,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.14842,88,650,0.12107,0.17577
2016,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.11547,266,2364,0.10258,0.12835
2016,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.12083,252,2364,0.10769,0.13397
2016,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.63413,1447,2364,0.61470,0.65355
2016,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.11733,399,2364,0.10435,0.13030
2016,66 and older,Primary Level,"Dropout, No School Degree",0.99712,43,43,0.98090,1.01333
2016,66 and older,Lower Secondary Level,Secondary School Degree,0.73725,467,613,0.70238,0.77212
2016,66 and older,Lower Secondary Level,Intermediate School Degree,0.10382,66,613,0.07965,0.12798
2016,66 and older,Lower Secondary Level,Other Degree,0.15893,80,613,0.12997,0.18790
2016,66 and older,Upper Secondary Level,Secondary School Degree,0.66755,1602,2352,0.64851,0.68659
2016,66 and older,Upper Secondary Level,Intermediate School Degree,0.26008,646,2352,0.24235,0.27781
2016,66 and older,Upper Secondary Level,Other Degree,0.04607,104,2352,0.03760,0.05455
2016,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.37556,40,121,0.28891,0.46221
2016,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.33367,43,121,0.24930,0.41804
2016,66 and older,Post-secondary Non-tertiary Level,Other Degree,0.19233,38,121,0.12181,0.26285
2016,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.46651,145,282,0.40818,0.52484
2016,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.33542,105,282,0.28021,0.39062
2016,66 and older,First Stage of Tertiary Education,Technical School Degree,0.09342,32,282,0.05940,0.12745
2016,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.08421,97,1189,0.06842,0.10000
2016,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.17064,216,1189,0.14925,0.19204
2016,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.12767,111,1189,0.10869,0.14665
2016,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.55322,691,1189,0.52494,0.58149
2016,66 and older,Second Stage of Tertiary Education,Other Degree,0.05826,74,1189,0.04494,0.07158
2017,17-29 y.,Primary Level,"Dropout, No School Degree",0.69620,403,605,0.65953,0.73288
2017,17-29 y.,Primary Level,No School Degree Yet,0.03622,99,605,0.02132,0.05112
2017,17-29 y.,Primary Level,No School Attended,0.06726,103,605,0.04728,0.08723
2017,17-29 y.,Lower Secondary Level,Secondary School Degree,0.39616,396,1274,0.36930,0.42303
2017,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.54737,500,1274,0.52003,0.57472
2017,17-29 y.,Lower Secondary Level,Other Degree,0.05646,378,1274,0.04378,0.06914
2017,17-29 y.,Upper Secondary Level,Secondary School Degree,0.11481,197,1942,0.10062,0.12899
2017,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.33129,522,1942,0.31035,0.35223
2017,17-29 y.,Upper Secondary Level,Technical School Degree,0.07905,172,1942,0.06705,0.09106
2017,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.35453,729,1942,0.33325,0.37581
2017,17-29 y.,Upper Secondary Level,Other Degree,0.03900,322,1942,0.03039,0.04761
2017,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.36979,114,339,0.31833,0.42126
2017,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54037,163,339,0.48724,0.59350
2017,17-29 y.,Post-secondary Non-tertiary Level,Other Degree,0.08984,62,339,0.05935,0.12032
2017,17-29 y.,Second Stage of Tertiary Education,Technical School Degree,0.08600,37,629,0.06408,0.10793
2017,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.67620,321,629,0.63961,0.71280
2017,17-29 y.,Second Stage of Tertiary Education,Other Degree,0.09968,271,629,0.07625,0.12311
2017,30-45 y.,Primary Level,"Dropout, No School Degree",0.85416,631,833,0.83018,0.87815
2017,30-45 y.,Primary Level,No School Attended,0.03412,202,833,0.02179,0.04646
2017,30-45 y.,Lower Secondary Level,Secondary School Degree,0.49900,300,1025,0.46838,0.52963
2017,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.26201,156,1025,0.23508,0.28895
2017,30-45 y.,Lower Secondary Level,Other Degree,0.23899,569,1025,0.21286,0.26511
2017,30-45 y.,Upper Secondary Level,Secondary School Degree,0.26921,724,3178,0.25378,0.28463
2017,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.52433,1580,3178,0.50696,0.54169
2017,30-45 y.,Upper Secondary Level,Technical School Degree,0.01487,33,3178,0.01066,0.01908
2017,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.04790,108,3178,0.04048,0.05533
2017,30-45 y.,Upper Secondary Level,Other Degree,0.09652,674,3178,0.08625,0.10679
2017,30-45 y.,Upper Secondary Level,"Dropout, No School Degree",0.01533,59,3178,0.01106,0.01960
2017,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.29093,245,960,0.26218,0.31968
2017,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49583,414,960,0.46418,0.52747
2017,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.21319,301,960,0.18727,0.23911
2017,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.05782,32,330,0.03260,0.08304
2017,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.51275,163,330,0.45874,0.56676
2017,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.16745,64,330,0.12710,0.20780
2017,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.20735,71,330,0.16355,0.25116
2017,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.04446,97,2422,0.03625,0.05267
2017,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.11080,184,2422,0.09830,0.12331
2017,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.63906,1270,2422,0.61993,0.65819
2017,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.15686,871,2422,0.14238,0.17135
2017,46-65 y.,Primary Level,"Dropout, No School Degree",0.88007,290,362,0.84656,0.91359
2017,46-65 y.,Primary Level,No School Attended,0.01889,72,362,0.00485,0.03293
2017,46-65 y.,Lower Secondary Level,Secondary School Degree,0.52220,340,788,0.48730,0.55710
2017,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.19055,161,788,0.16311,0.21799
2017,46-65 y.,Lower Secondary Level,Other Degree,0.28726,287,788,0.25564,0.31887
2017,46-65 y.,Upper Secondary Level,Secondary School Degree,0.39708,1658,4845,0.38330,0.41086
2017,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.49353,2557,4845,0.47945,0.50760
2017,46-65 y.,Upper Secondary Level,Upper Secondary Degree,0.01165,98,4845,0.00863,0.01467
2017,46-65 y.,Upper Secondary Level,Other Degree,0.07743,487,4845,0.06990,0.08496
2017,46-65 y.,Upper Secondary Level,"Dropout, No School Degree",0.00692,45,4845,0.00459,0.00926
2017,46-65 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.25978,232,867,0.23058,0.28899
2017,46-65 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.46859,389,867,0.43535,0.50183
2017,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.25277,246,867,0.22383,0.28172
2017,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.18506,143,753,0.15731,0.21282
2017,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48256,408,753,0.44685,0.51828
2017,46-65 y.,First Stage of Tertiary Education,Technical School Degree,0.12398,93,753,0.10042,0.14753
2017,46-65 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.16070,109,753,0.13446,0.18695
2017,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.10908,295,2723,0.09737,0.12079
2017,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11744,284,2723,0.10534,0.12953
2017,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.63144,1695,2723,0.61332,0.64956
2017,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.12528,449,2723,0.11285,0.13772
2017,66 and older,Primary Level,"Dropout, No School Degree",0.98018,48,48,0.94032,1.02003
2017,66 and older,Lower Secondary Level,Secondary School Degree,0.73935,442,608,0.70443,0.77428
2017,66 and older,Lower Secondary Level,Intermediate School Degree,0.10876,80,608,0.08399,0.13353
2017,66 and older,Lower Secondary Level,Other Degree,0.15189,86,608,0.12334,0.18044
2017,66 and older,Upper Secondary Level,Secondary School Degree,0.64877,1626,2485,0.63000,0.66754
2017,66 and older,Upper Secondary Level,Intermediate School Degree,0.27268,743,2485,0.25516,0.29019
2017,66 and older,Upper Secondary Level,Other Degree,0.05042,116,2485,0.04181,0.05902
2017,66 and older,Post-secondary Non-tertiary Level,Technical School Degree,0.34657,42,130,0.26445,0.42869
2017,66 and older,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.33540,52,130,0.25393,0.41688
2017,66 and older,Post-secondary Non-tertiary Level,Other Degree,0.21384,36,130,0.14308,0.28460
2017,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.42626,138,296,0.36983,0.48270
2017,66 and older,First Stage of Tertiary Education,Intermediate School Degree,0.35014,122,296,0.29570,0.40457
2017,66 and older,First Stage of Tertiary Education,Technical School Degree,0.08763,36,296,0.05537,0.11990
2017,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.07963,88,1258,0.06466,0.09460
2017,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16219,225,1258,0.14181,0.18256
2017,66 and older,Second Stage of Tertiary Education,Technical School Degree,0.13531,124,1258,0.11640,0.15422
2017,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.55411,735,1258,0.52663,0.58159
2017,66 and older,Second Stage of Tertiary Education,Other Degree,0.06334,86,1258,0.04987,0.07680
2018,17-29 y.,Primary Level,"Dropout, No School Degree",0.69854,386,532,0.65950,0.73757
2018,17-29 y.,Primary Level,No School Degree Yet,0.03480,77,532,0.01921,0.05038
2018,17-29 y.,Primary Level,No School Attended,0.04185,69,532,0.02482,0.05888
2018,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45275,437,1259,0.42524,0.48025
2018,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49762,515,1259,0.46999,0.52525
2018,17-29 y.,Lower Secondary Level,Other Degree,0.04964,307,1259,0.03763,0.06164
2018,17-29 y.,Upper Secondary Level,Secondary School Degree,0.09625,175,1780,0.08254,0.10995
2018,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.32263,481,1780,0.30091,0.34435
