year,age_gr,pgisced97,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,46-65 y.,Primary Level,"Dropout, No School Degree",0.75739,210,269,0.70607,0.80872
1995,46-65 y.,Primary Level,No School Attended,0.19166,59,269,0.14453,0.23878
1995,46-65 y.,Lower Secondary Level,Secondary School Degree,0.81399,491,784,0.78673,0.84124
1995,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06218,34,784,0.04527,0.07910
1995,46-65 y.,Lower Secondary Level,Other Degree,0.12383,259,784,0.10076,0.14690
1995,46-65 y.,Upper Secondary Level,Secondary School Degree,0.74303,1390,1931,0.72353,0.76252
1995,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.19942,367,1931,0.18159,0.21724
1995,46-65 y.,Upper Secondary Level,Other Degree,0.03737,174,1931,0.02891,0.04583
1995,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.46038,40,40,0.30395,0.61681
1995,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.57149,139,216,0.50535,0.63764
1995,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.28315,77,216,0.22293,0.34337
1995,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.10809,75,555,0.08224,0.13395
1995,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.20902,160,555,0.17516,0.24288
1995,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11039,39,555,0.08429,0.13648
1995,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52952,281,555,0.48796,0.57109
1995,66 and older,Lower Secondary Level,Secondary School Degree,0.90199,426,461,0.87482,0.92916
1995,66 and older,Lower Secondary Level,Intermediate School Degree,0.08375,35,461,0.05844,0.10907
1995,66 and older,Upper Secondary Level,Secondary School Degree,0.75547,580,713,0.72389,0.78704
1995,66 and older,Upper Secondary Level,Intermediate School Degree,0.22101,133,713,0.19053,0.25149
1995,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.57870,54,54,0.44577,0.71164
1995,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.15914,31,131,0.09626,0.22202
1995,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.18947,36,131,0.12211,0.25684
1995,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.49437,64,131,0.40843,0.58032
1996,17-29 y.,Pre-primary Level,No School Degree Yet,0.98544,287,287,0.97156,0.99932
1996,17-29 y.,Primary Level,"Dropout, No School Degree",0.52494,44,44,0.37568,0.67420
1996,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45521,336,716,0.41870,0.49171
1996,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49282,330,716,0.45617,0.52947
1996,17-29 y.,Lower Secondary Level,Other Degree,0.05197,50,716,0.03570,0.06824
1996,17-29 y.,Upper Secondary Level,Secondary School Degree,0.30255,436,1419,0.27864,0.32646
1996,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.40516,632,1419,0.37960,0.43071
1996,17-29 y.,Upper Secondary Level,Technical School Degree,0.02345,34,1419,0.01557,0.03132
1996,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.18350,248,1419,0.16335,0.20364
1996,17-29 y.,Upper Secondary Level,Other Degree,0.03887,69,1419,0.02881,0.04893
1996,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.23662,39,146,0.16744,0.30580
1996,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65912,107,146,0.58197,0.73628
1996,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.53992,64,64,0.41685,0.66299
1996,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.60646,96,96,0.50822,0.70470
1996,30-45 y.,Primary Level,"Dropout, No School Degree",0.83074,102,102,0.75761,0.90387
1996,30-45 y.,Lower Secondary Level,Secondary School Degree,0.61817,238,445,0.57298,0.66336
1996,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.20765,69,445,0.16992,0.24538
1996,30-45 y.,Lower Secondary Level,Other Degree,0.17417,138,445,0.13890,0.20945
1996,30-45 y.,Upper Secondary Level,Secondary School Degree,0.48046,1009,2338,0.46020,0.50071
1996,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.43163,1120,2338,0.41154,0.45171
1996,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02268,44,2338,0.01664,0.02871
1996,30-45 y.,Upper Secondary Level,Other Degree,0.04930,165,2338,0.04052,0.05808
1996,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.34034,59,214,0.27671,0.40397
1996,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.49456,111,214,0.42742,0.56171
1996,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13315,44,214,0.08752,0.17877
1996,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.28139,77,306,0.23092,0.33186
1996,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.46813,187,306,0.41213,0.52413
1996,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.16318,42,306,0.12171,0.20465
1996,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17757,242,833,0.15160,0.20353
1996,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.10782,71,833,0.08675,0.12890
1996,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62799,481,833,0.59515,0.66083
1996,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.05199,39,833,0.03690,0.06707
1996,46-65 y.,Primary Level,"Dropout, No School Degree",0.79438,198,247,0.74387,0.84488
1996,46-65 y.,Primary Level,No School Attended,0.18639,49,247,0.13772,0.23505
1996,46-65 y.,Lower Secondary Level,Secondary School Degree,0.80185,475,757,0.77343,0.83026
1996,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06143,32,757,0.04431,0.07854
1996,46-65 y.,Lower Secondary Level,Other Degree,0.13673,250,757,0.11224,0.16122
1996,46-65 y.,Upper Secondary Level,Secondary School Degree,0.72192,1347,1918,0.70187,0.74198
1996,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.22011,401,1918,0.20156,0.23866
1996,46-65 y.,Upper Secondary Level,Other Degree,0.03820,170,1918,0.02962,0.04678
1996,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.42633,31,31,0.24936,0.60330
1996,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.52273,131,214,0.45565,0.58981
1996,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31799,83,214,0.25545,0.38053
1996,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.09036,69,599,0.06738,0.11334
1996,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.21955,172,599,0.18637,0.25272
1996,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11116,39,599,0.08596,0.13635
1996,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53115,288,599,0.49115,0.57114
1996,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.04149,31,599,0.02551,0.05747
1996,66 and older,Primary Level,"Dropout, No School Degree",0.75085,31,31,0.59608,0.90563
1996,66 and older,Lower Secondary Level,Secondary School Degree,0.90034,414,450,0.87263,0.92805
1996,66 and older,Lower Secondary Level,Intermediate School Degree,0.08618,36,450,0.06022,0.11213
1996,66 and older,Upper Secondary Level,Secondary School Degree,0.76053,604,734,0.72964,0.79143
1996,66 and older,Upper Secondary Level,Intermediate School Degree,0.21205,130,734,0.18246,0.24164
1996,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.62511,55,55,0.49599,0.75423
1996,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.17063,34,137,0.10740,0.23385
1996,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.19505,36,137,0.12846,0.26165
1996,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.48907,67,137,0.40505,0.57308
1997,17-29 y.,Pre-primary Level,No School Degree Yet,0.98669,310,310,0.97391,0.99947
1997,17-29 y.,Primary Level,"Dropout, No School Degree",0.55479,35,35,0.38774,0.72185
1997,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45924,328,710,0.42256,0.49593
1997,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49433,339,710,0.45752,0.53113
1997,17-29 y.,Lower Secondary Level,Other Degree,0.04643,43,710,0.03094,0.06192
1997,17-29 y.,Upper Secondary Level,Secondary School Degree,0.27745,399,1304,0.25313,0.30176
1997,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.39745,571,1304,0.37088,0.42402
1997,17-29 y.,Upper Secondary Level,Technical School Degree,0.03263,35,1304,0.02299,0.04228
1997,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.19991,244,1304,0.17819,0.22162
1997,17-29 y.,Upper Secondary Level,Other Degree,0.03943,55,1304,0.02886,0.05000
1997,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24578,33,137,0.17342,0.31814
1997,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.67094,104,137,0.59197,0.74991
1997,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.48301,52,52,0.34586,0.62016
1997,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62714,90,90,0.52668,0.72761
1997,30-45 y.,Primary Level,"Dropout, No School Degree",0.78986,94,94,0.70705,0.87266
1997,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62557,249,445,0.58055,0.67059
1997,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.21831,72,445,0.17989,0.25674
1997,30-45 y.,Lower Secondary Level,Other Degree,0.15612,124,445,0.12235,0.18988
1997,30-45 y.,Upper Secondary Level,Secondary School Degree,0.45793,963,2292,0.43753,0.47833
1997,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.45257,1123,2292,0.43219,0.47295
1997,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02487,50,2292,0.01849,0.03125
1997,30-45 y.,Upper Secondary Level,Other Degree,0.04790,156,2292,0.03916,0.05665
1997,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30690,57,210,0.24437,0.36943
1997,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52642,112,210,0.45873,0.59412
1997,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13592,41,210,0.08946,0.18238
1997,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.27859,75,304,0.22811,0.32907
1997,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.44293,183,304,0.38700,0.49886
1997,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.18612,46,304,0.14230,0.22995
1997,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17340,224,817,0.14742,0.19937
1997,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12136,77,817,0.09895,0.14376
1997,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62481,480,817,0.59159,0.65803
1997,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.04607,36,817,0.03169,0.06046
1997,46-65 y.,Primary Level,"Dropout, No School Degree",0.75504,187,233,0.69970,0.81038
1997,46-65 y.,Primary Level,No School Attended,0.18615,46,233,0.13606,0.23623
1997,46-65 y.,Lower Secondary Level,Secondary School Degree,0.79202,439,708,0.76210,0.82193
1997,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06586,32,708,0.04757,0.08414
1997,46-65 y.,Lower Secondary Level,Other Degree,0.14213,237,708,0.11639,0.16787
1997,46-65 y.,Upper Secondary Level,Secondary School Degree,0.72199,1325,1913,0.70190,0.74207
1997,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.21755,424,1913,0.19906,0.23605
1997,46-65 y.,Upper Secondary Level,Other Degree,0.03963,164,1913,0.03088,0.04837
1997,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.49715,121,211,0.42952,0.56478
1997,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.33621,90,211,0.27231,0.40010
1997,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.08859,65,590,0.06564,0.11153
1997,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.23006,185,590,0.19607,0.26405
1997,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.10786,38,590,0.08281,0.13292
1997,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52754,302,590,0.48722,0.56786
1997,66 and older,Primary Level,"Dropout, No School Degree",0.74624,33,33,0.59547,0.89702
1997,66 and older,Lower Secondary Level,Secondary School Degree,0.90967,416,448,0.88309,0.93624
1997,66 and older,Lower Secondary Level,Intermediate School Degree,0.07549,32,448,0.05100,0.09998
1997,66 and older,Upper Secondary Level,Secondary School Degree,0.76826,623,751,0.73807,0.79846
1997,66 and older,Upper Secondary Level,Intermediate School Degree,0.19988,128,751,0.17125,0.22850
1997,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.60133,56,56,0.47192,0.73073
1997,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.19365,40,143,0.12866,0.25865
1997,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.16592,34,143,0.10474,0.22711
1997,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.47938,69,143,0.39721,0.56155
1998,17-29 y.,Pre-primary Level,No School Degree Yet,0.99010,327,327,0.97935,1.00085
1998,17-29 y.,Lower Secondary Level,Secondary School Degree,0.44451,330,740,0.40868,0.48034
1998,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.50838,371,740,0.47234,0.54443
1998,17-29 y.,Lower Secondary Level,Other Degree,0.04711,39,740,0.03183,0.06238
1998,17-29 y.,Upper Secondary Level,Secondary School Degree,0.26808,401,1345,0.24440,0.29176
1998,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.39314,583,1345,0.36703,0.41926
1998,17-29 y.,Upper Secondary Level,Technical School Degree,0.03310,38,1345,0.02353,0.04266
1998,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.22088,277,1345,0.19870,0.24306
1998,17-29 y.,Upper Secondary Level,Other Degree,0.03374,46,1345,0.02409,0.04339
1998,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.22760,35,140,0.15789,0.29730
1998,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.70997,105,140,0.63454,0.78541
1998,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47677,52,52,0.33969,0.61385
1998,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.55479,88,88,0.45036,0.65923
1998,30-45 y.,Primary Level,"Dropout, No School Degree",0.76983,84,84,0.67927,0.86039
1998,30-45 y.,Lower Secondary Level,Secondary School Degree,0.64047,286,481,0.59755,0.68340
1998,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.19837,80,481,0.16269,0.23404
1998,30-45 y.,Lower Secondary Level,Other Degree,0.16116,115,481,0.12827,0.19405
1998,30-45 y.,Upper Secondary Level,Secondary School Degree,0.42754,1015,2474,0.40804,0.44704
1998,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.48194,1258,2474,0.46225,0.50164
1998,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02488,55,2474,0.01875,0.03102
1998,30-45 y.,Upper Secondary Level,Other Degree,0.04551,146,2474,0.03730,0.05373
1998,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.27603,62,242,0.21959,0.33247
1998,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.54610,141,242,0.48325,0.60896
1998,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.13630,39,242,0.09298,0.17962
1998,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.25185,74,330,0.20494,0.29875
1998,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.46404,197,330,0.41015,0.51793
1998,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.20440,59,330,0.16082,0.24797
1998,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.17524,239,907,0.15049,0.20000
1998,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.13320,91,907,0.11108,0.15533
1998,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.61614,546,907,0.58447,0.64781
1998,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.03688,31,907,0.02461,0.04916
1998,46-65 y.,Primary Level,"Dropout, No School Degree",0.77224,181,225,0.71732,0.82716
1998,46-65 y.,Primary Level,No School Attended,0.17749,44,225,0.12745,0.22752
1998,46-65 y.,Lower Secondary Level,Secondary School Degree,0.78121,500,762,0.75184,0.81058
1998,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.06672,40,762,0.04899,0.08444
1998,46-65 y.,Lower Secondary Level,Other Degree,0.15207,222,762,0.12656,0.17759
1998,46-65 y.,Upper Secondary Level,Secondary School Degree,0.70635,1480,2137,0.68703,0.72566
1998,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.22757,497,2137,0.20979,0.24535
1998,46-65 y.,Upper Secondary Level,Other Degree,0.04466,160,2137,0.03590,0.05342
1998,46-65 y.,Post-secondary Non-tertiary Level,Other Degree,0.29803,31,31,0.13436,0.46171
1998,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.51531,138,232,0.45086,0.57976
1998,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31437,94,232,0.25450,0.37424
1998,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.09171,72,702,0.07035,0.11308
1998,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22209,199,702,0.19132,0.25286
1998,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.10602,46,702,0.08323,0.12881
1998,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.52082,347,702,0.48384,0.55780
1998,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.05029,38,702,0.03411,0.06647
1998,66 and older,Primary Level,"Dropout, No School Degree",0.75881,36,36,0.61708,0.90054
1998,66 and older,Lower Secondary Level,Secondary School Degree,0.89724,491,536,0.87151,0.92297
1998,66 and older,Lower Secondary Level,Intermediate School Degree,0.08708,45,536,0.06318,0.11097
1998,66 and older,Upper Secondary Level,Secondary School Degree,0.77134,685,856,0.74319,0.79949
1998,66 and older,Upper Secondary Level,Intermediate School Degree,0.18765,139,856,0.16148,0.21382
1998,66 and older,Upper Secondary Level,Other Degree,0.02024,32,856,0.01080,0.02968
1998,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.59514,55,55,0.46421,0.72606
1998,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.20571,42,159,0.14268,0.26873
1998,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.17690,41,159,0.11740,0.23640
1998,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.44903,76,159,0.37147,0.52659
1999,17-29 y.,Pre-primary Level,No School Degree Yet,0.99114,312,312,0.98073,1.00156
1999,17-29 y.,Lower Secondary Level,Secondary School Degree,0.42225,311,710,0.38589,0.45861
1999,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.53990,367,710,0.50321,0.57659
1999,17-29 y.,Lower Secondary Level,Other Degree,0.03785,32,710,0.02380,0.05190
1999,17-29 y.,Upper Secondary Level,Secondary School Degree,0.28139,383,1288,0.25682,0.30595
1999,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.38800,549,1288,0.36138,0.41462
1999,17-29 y.,Upper Secondary Level,Technical School Degree,0.02948,36,1288,0.02024,0.03872
1999,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.22023,277,1288,0.19758,0.24287
1999,17-29 y.,Upper Secondary Level,Other Degree,0.03374,43,1288,0.02388,0.04361
1999,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.26206,37,135,0.18760,0.33652
1999,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.68245,98,135,0.60363,0.76128
1999,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.42443,48,48,0.28313,0.56574
1999,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65936,95,95,0.56356,0.75517
1999,30-45 y.,Primary Level,"Dropout, No School Degree",0.75957,82,82,0.66650,0.85263
1999,30-45 y.,Lower Secondary Level,Secondary School Degree,0.62378,273,458,0.57937,0.66820
1999,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.21675,84,458,0.17897,0.25452
1999,30-45 y.,Lower Secondary Level,Other Degree,0.15947,101,458,0.12590,0.19304
1999,30-45 y.,Upper Secondary Level,Secondary School Degree,0.42481,1001,2465,0.40529,0.44433
1999,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.47536,1272,2465,0.45564,0.49508
1999,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.02837,55,2465,0.02181,0.03493
1999,30-45 y.,Upper Secondary Level,Other Degree,0.04637,137,2465,0.03807,0.05467
1999,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.25092,61,254,0.19750,0.30434
1999,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.58388,153,254,0.52314,0.64462
1999,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.12785,40,254,0.08670,0.16899
1999,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.21791,67,330,0.17330,0.26252
1999,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.47801,199,330,0.42404,0.53199
1999,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.22343,64,330,0.17842,0.26844
1999,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.16669,227,883,0.14209,0.19129
1999,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.12309,86,883,0.10140,0.14477
1999,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.62576,536,883,0.59382,0.65770
1999,30-45 y.,Second Stage of Tertiary Education,Other Degree,0.04267,34,883,0.02933,0.05601
1999,46-65 y.,Primary Level,"Dropout, No School Degree",0.76509,167,208,0.70734,0.82285
1999,46-65 y.,Primary Level,No School Attended,0.17705,41,208,0.12505,0.22905
1999,46-65 y.,Lower Secondary Level,Secondary School Degree,0.76244,466,718,0.73129,0.79359
1999,46-65 y.,Lower Secondary Level,Intermediate School Degree,0.07378,42,718,0.05464,0.09291
1999,46-65 y.,Lower Secondary Level,Other Degree,0.16378,210,718,0.13669,0.19087
1999,46-65 y.,Upper Secondary Level,Secondary School Degree,0.70165,1462,2120,0.68216,0.72113
1999,46-65 y.,Upper Secondary Level,Intermediate School Degree,0.23482,512,2120,0.21677,0.25287
1999,46-65 y.,Upper Secondary Level,Other Degree,0.04413,146,2120,0.03538,0.05287
1999,46-65 y.,First Stage of Tertiary Education,Secondary School Degree,0.52400,137,234,0.45987,0.58813
1999,46-65 y.,First Stage of Tertiary Education,Intermediate School Degree,0.31803,97,234,0.25823,0.37783
1999,46-65 y.,Second Stage of Tertiary Education,Secondary School Degree,0.07958,65,715,0.05973,0.09943
1999,46-65 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.22175,202,715,0.19128,0.25223
1999,46-65 y.,Second Stage of Tertiary Education,Technical School Degree,0.11436,50,715,0.09102,0.13770
1999,46-65 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.53303,363,715,0.49644,0.56963
1999,46-65 y.,Second Stage of Tertiary Education,Other Degree,0.04914,35,715,0.03329,0.06500
1999,66 and older,Primary Level,"Dropout, No School Degree",0.80229,44,44,0.68325,0.92133
1999,66 and older,Lower Secondary Level,Secondary School Degree,0.90695,495,533,0.88226,0.93163
1999,66 and older,Lower Secondary Level,Intermediate School Degree,0.07750,38,533,0.05478,0.10022
1999,66 and older,Upper Secondary Level,Secondary School Degree,0.77631,686,850,0.74828,0.80434
1999,66 and older,Upper Secondary Level,Intermediate School Degree,0.18030,133,850,0.15444,0.20616
1999,66 and older,Upper Secondary Level,Other Degree,0.02085,31,850,0.01124,0.03047
1999,66 and older,First Stage of Tertiary Education,Secondary School Degree,0.58374,55,55,0.45226,0.71522
1999,66 and older,Second Stage of Tertiary Education,Secondary School Degree,0.20962,47,170,0.14825,0.27099
1999,66 and older,Second Stage of Tertiary Education,Intermediate School Degree,0.15446,40,170,0.09997,0.20894
1999,66 and older,Second Stage of Tertiary Education,Upper Secondary Degree,0.45819,83,170,0.38307,0.53331
2000,17-29 y.,Primary Level,"Dropout, No School Degree",0.68907,42,42,0.54739,0.83076
2000,17-29 y.,Lower Secondary Level,Secondary School Degree,0.45616,463,1059,0.42615,0.48617
2000,17-29 y.,Lower Secondary Level,Intermediate School Degree,0.49733,549,1059,0.46720,0.52746
2000,17-29 y.,Lower Secondary Level,Other Degree,0.04651,47,1059,0.03382,0.05920
2000,17-29 y.,Upper Secondary Level,Secondary School Degree,0.26730,557,2158,0.24863,0.28598
2000,17-29 y.,Upper Secondary Level,Intermediate School Degree,0.43600,952,2158,0.41507,0.45693
2000,17-29 y.,Upper Secondary Level,Technical School Degree,0.02675,60,2158,0.01994,0.03356
2000,17-29 y.,Upper Secondary Level,Upper Secondary Degree,0.23171,524,2158,0.21390,0.24952
2000,17-29 y.,Upper Secondary Level,Other Degree,0.03607,65,2158,0.02820,0.04393
2000,17-29 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.24603,88,295,0.19680,0.29526
2000,17-29 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.65208,207,295,0.59763,0.70653
2000,17-29 y.,First Stage of Tertiary Education,Intermediate School Degree,0.53004,115,148,0.44936,0.61073
2000,17-29 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.17772,33,148,0.11592,0.23951
2000,17-29 y.,Second Stage of Tertiary Education,Technical School Degree,0.16557,37,227,0.11711,0.21403
2000,17-29 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.69432,190,227,0.63426,0.75439
2000,30-45 y.,Primary Level,"Dropout, No School Degree",0.85353,88,88,0.77923,0.92783
2000,30-45 y.,Lower Secondary Level,Secondary School Degree,0.64857,371,590,0.61001,0.68712
2000,30-45 y.,Lower Secondary Level,Intermediate School Degree,0.15618,86,590,0.12686,0.18550
2000,30-45 y.,Lower Secondary Level,Other Degree,0.19525,133,590,0.16324,0.22726
2000,30-45 y.,Upper Secondary Level,Secondary School Degree,0.41995,1815,4447,0.40544,0.43445
2000,30-45 y.,Upper Secondary Level,Intermediate School Degree,0.50515,2347,4447,0.49046,0.51985
2000,30-45 y.,Upper Secondary Level,Upper Secondary Degree,0.01976,72,4447,0.01567,0.02385
2000,30-45 y.,Upper Secondary Level,Other Degree,0.04659,213,4447,0.04039,0.05278
2000,30-45 y.,Post-secondary Non-tertiary Level,Technical School Degree,0.30098,142,481,0.25994,0.34201
2000,30-45 y.,Post-secondary Non-tertiary Level,Upper Secondary Degree,0.52339,271,481,0.47870,0.56807
2000,30-45 y.,Post-secondary Non-tertiary Level,Other Degree,0.11590,68,481,0.08726,0.14453
2000,30-45 y.,First Stage of Tertiary Education,Secondary School Degree,0.19373,145,757,0.16555,0.22190
2000,30-45 y.,First Stage of Tertiary Education,Intermediate School Degree,0.49492,413,757,0.45928,0.53056
2000,30-45 y.,First Stage of Tertiary Education,Technical School Degree,0.10984,86,757,0.08755,0.13213
2000,30-45 y.,First Stage of Tertiary Education,Upper Secondary Degree,0.16188,113,757,0.13562,0.18813
2000,30-45 y.,Second Stage of Tertiary Education,Intermediate School Degree,0.12960,278,1665,0.11346,0.14574
2000,30-45 y.,Second Stage of Tertiary Education,Technical School Degree,0.13692,211,1665,0.12040,0.15344
2000,30-45 y.,Second Stage of Tertiary Education,Upper Secondary Degree,0.65900,1077,1665,0.63623,0.68178
