year,bula_h,hlc0052,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,North Rhine-Westphalia,Yes,0.07304,959,4307,0.06527,0.08081
2020,North Rhine-Westphalia,No,0.90505,3348,4307,0.89630,0.91381
2020,Hesse,Yes,0.07862,226,1332,0.06416,0.09307
2020,Hesse,No,0.90339,1106,1332,0.88751,0.91926
2020,"Rhineland-Palatinate, Saarland",Yes,0.03896,149,1030,0.02714,0.05079
2020,"Rhineland-Palatinate, Saarland",No,0.94321,881,1030,0.92907,0.95735
2020,Baden-Wuerttemberg,Yes,0.03194,197,1956,0.02414,0.03973
2020,Baden-Wuerttemberg,No,0.94161,1759,1956,0.93122,0.95201
2020,Bavaria,Yes,0.04172,252,2856,0.03438,0.04905
2020,Bavaria,No,0.93145,2604,2856,0.92219,0.94072
2020,Berlin,Yes,0.11938,179,1027,0.09954,0.13922
2020,Berlin,No,0.85544,848,1027,0.83392,0.87696
2020,Brandenburg,Yes,0.08766,107,748,0.06738,0.10794
2020,Brandenburg,No,0.90101,641,748,0.87959,0.92242
2020,Mecklenburg-Western Pomerania,Yes,0.08696,54,370,0.05821,0.11571
2020,Mecklenburg-Western Pomerania,No,0.90626,316,370,0.87652,0.93600
2020,Saxony,Yes,0.07563,155,1074,0.05981,0.09146
2020,Saxony,No,0.90256,919,1074,0.88482,0.92031
2020,Saxony-Anhalt,Yes,0.13612,121,614,0.10897,0.16326
2020,Saxony-Anhalt,No,0.83322,493,614,0.80371,0.86273
2020,Thuringa,Yes,0.10465,97,623,0.08059,0.12871
2020,Thuringa,No,0.87752,526,623,0.85175,0.90328
2021,Schleswig-Holstein,Yes,0.04180,76,512,0.02445,0.05915
2021,Schleswig-Holstein,No,0.95218,436,512,0.93368,0.97068
2021,Hamburg,Yes,0.03966,40,306,0.01776,0.06157
2021,Hamburg,No,0.94700,266,306,0.92186,0.97215
2021,Lower Saxony,Yes,0.06517,153,1206,0.05123,0.07911
2021,Lower Saxony,No,0.92790,1053,1206,0.91330,0.94251
2021,Bremen,No,0.87257,77,77,0.79760,0.94754
2021,North Rhine-Westphalia,Yes,0.06896,397,2672,0.05935,0.07857
2021,North Rhine-Westphalia,No,0.92317,2275,2672,0.91307,0.93327
2021,Hesse,Yes,0.09336,142,856,0.07386,0.11287
2021,Hesse,No,0.90223,714,856,0.88232,0.92213
2021,"Rhineland-Palatinate, Saarland",Yes,0.03979,87,635,0.02457,0.05500
2021,"Rhineland-Palatinate, Saarland",No,0.95481,548,635,0.93864,0.97098
2021,Baden-Wuerttemberg,Yes,0.03501,118,1342,0.02517,0.04485
2021,Baden-Wuerttemberg,No,0.95168,1224,1342,0.94020,0.96316
2021,Bavaria,Yes,0.04220,106,1868,0.03308,0.05132
2021,Bavaria,No,0.95281,1762,1868,0.94319,0.96243
2021,Berlin,Yes,0.09142,96,653,0.06930,0.11355
2021,Berlin,No,0.90191,557,653,0.87907,0.92474
2021,Brandenburg,Yes,0.06564,58,477,0.04339,0.08788
2021,Brandenburg,No,0.92576,419,477,0.90221,0.94931
2021,Mecklenburg-Western Pomerania,No,0.94571,245,245,0.91727,0.97414
2021,Saxony,Yes,0.07141,84,767,0.05317,0.08965
2021,Saxony,No,0.91190,683,767,0.89183,0.93197
2021,Saxony-Anhalt,Yes,0.11156,64,400,0.08067,0.14245
2021,Saxony-Anhalt,No,0.88844,336,400,0.85755,0.91933
2021,Thuringa,Yes,0.09012,52,415,0.06254,0.11771
2021,Thuringa,No,0.90955,363,415,0.88192,0.93718
2022,Schleswig-Holstein,Yes,0.05661,62,696,0.03943,0.07380
2022,Schleswig-Holstein,No,0.92531,634,696,0.90577,0.94486
2022,Hamburg,Yes,0.06731,34,464,0.04449,0.09014
2022,Hamburg,No,0.91752,430,464,0.89247,0.94258
2022,Lower Saxony,Yes,0.04455,146,1757,0.03490,0.05420
2022,Lower Saxony,No,0.94353,1611,1757,0.93274,0.95433
2022,Bremen,No,0.88772,136,136,0.83446,0.94098
2022,North Rhine-Westphalia,Yes,0.05945,399,4284,0.05237,0.06654
2022,North Rhine-Westphalia,No,0.92457,3885,4284,0.91666,0.93248
2022,Hesse,Yes,0.04837,98,1329,0.03683,0.05991
2022,Hesse,No,0.92608,1231,1329,0.91200,0.94015
2022,"Rhineland-Palatinate, Saarland",Yes,0.03584,70,959,0.02406,0.04761
2022,"Rhineland-Palatinate, Saarland",No,0.94962,889,959,0.93576,0.96347
2022,Baden-Wuerttemberg,Yes,0.03019,96,2351,0.02327,0.03711
2022,Baden-Wuerttemberg,No,0.95375,2255,2351,0.94526,0.96225
2022,Bavaria,Yes,0.03342,107,3172,0.02717,0.03968
2022,Bavaria,No,0.94801,3065,3172,0.94028,0.95574
2022,Berlin,Yes,0.08917,91,1209,0.07310,0.10524
2022,Berlin,No,0.90249,1118,1209,0.88576,0.91922
2022,Brandenburg,Yes,0.03773,53,764,0.02421,0.05125
2022,Brandenburg,No,0.94859,711,764,0.93293,0.96426
2022,Mecklenburg-Western Pomerania,Yes,0.07011,38,432,0.04601,0.09422
2022,Mecklenburg-Western Pomerania,No,0.92090,394,432,0.89542,0.94638
2022,Saxony,Yes,0.04373,92,1307,0.03264,0.05482
2022,Saxony,No,0.89564,1215,1307,0.87906,0.91222
2022,Saxony-Anhalt,Yes,0.08249,70,699,0.06208,0.10290
2022,Saxony-Anhalt,No,0.91407,629,699,0.89328,0.93486
2022,Thuringa,Yes,0.03860,45,605,0.02323,0.05396
2022,Thuringa,No,0.95536,560,605,0.93889,0.97183
